"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
255.342,0.26833,255.438,0.08962,0.17871,"y","1"
255.45599,0.10365,255.468,0.09634,0.00731000000000001,"n",NA
255.552,0.1119,255.57001,0.10432,0.00758,"n",NA
255.588,0.10896,255.606,0.10014,0.00881999999999999,"n",NA
321.336,0.39386,321.37799,0.37089,0.02297,"y","1"
321.888,0.37024,321.95999,0.17536,0.19488,"y","1"
327.564,0.21884,327.62399,0.18397,0.03487,"y","1"
327.81601,0.18285,327.888,0.03569,0.14716,"y","1"
372.22198,0.22842,372.31201,0.03039,0.19803,"y","1"
372.40201,0.04721,372.42001,0.03915,0.00806,"n",NA
372.48001,0.04624,372.49799,0.03869,0.00755,"n",NA
534.62402,0.34121,534.64801,0.32925,0.01196,"y","1"
535.638,0.32402,535.71002,0.1042,0.21982,"y","1"
535.72803,0.11138,535.73999,0.10425,0.00713000000000001,"n",NA
535.75201,0.10372,535.77002,0.09425,0.00947000000000001,"n",NA
537.92401,0.11206,537.98401,0.08658,0.02548,"n",NA
538.43402,0.12476,538.51801,0.09262,0.03214,"n",NA
539.53802,0.13368,539.646,0.01318,0.1205,"y","1"
539.664,0.01611,539.68201,0.0061,0.01001,"n",NA
