"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
165.732,0.08072,147.75,0.05724,0.02348,"n",NA
165.78,0.10773,165.846,0.02843,0.0793,"y","1"
199.014,0.11511,199.056,0.09581,0.0193,"y","1"
217.458,0.18777,217.518,0.16002,0.02775,"y","1"
229.944,0.13083,229.998,0.09784,0.03299,"y","1"
307.29,0.4118,307.344,0.3793,0.0325,"y","1"
308.16,0.37178,308.22,0.29452,0.07726,"y","1"
308.232,0.2972,308.244,0.28851,0.00869000000000003,"n",NA
333.576,0.39762,333.642,0.24655,0.15107,"y","1"
333.648,0.24747,333.66,0.24051,0.00695999999999999,"n",NA
333.708,0.25004,333.72,0.24399,0.00604999999999997,"n",NA
334.014,0.23783,334.032,0.2295,0.00833,"n",NA
373.998,0.35749,374.052,0,0.3615,"y","1"
374.064,0.0159,374.088,0,0.03555,"n",NA
374.478,0.01628,374.502,0.00457,0.01171,"n",NA
374.52,0.01195,374.538,0.00421,0.00774,"n",NA
