"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
251.412,0.02742,55.488,0.023,0.00442,"n",NA
110.658,0.0271,110.67,0.02483,0.00227,"y","1"
251.424,0.05614,251.46,0.02979,0.02635,"y","1"
251.472,0.03012,251.49,0.02526,0.00486,"n",NA
251.514,0.03013,251.532,0.02558,0.00455,"n",NA
251.55,0.02905,251.568,0.02554,0.00351,"n",NA
251.694,0.02687,251.712,0.02215,0.00472,"n",NA
251.814,0.02645,251.826,0.02349,0.00296,"n",NA
251.844,0.02095,251.856,0.01881,0.00214,"n",NA
252.012,0.0213,252.03,0.01759,0.00371,"n",NA
