"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
242.19,0.44028,242.31,0.21965,0.22063,"y","1"
242.316,0.22377,242.334,0.21483,0.00894,"n",NA
276.81,0.40702,276.894,0.15631,0.25071,"y","1"
276.96,0.16723,276.978,0.1569,0.01033,"n",NA
276.99,0.16072,277.008,0.15314,0.00758,"n",NA
277.278,0.18912,277.32,0.16933,0.01979,"n",NA
323.31,0.48632,323.376,0.37211,0.11421,"y","1"
338.148,0.43332,338.22,0.38671,0.04661,"y","1"
355.59,0.01857,355.608,0.00281,0.01576,"n",NA
356.592,0.03337,356.652,0.00843,0.02494,"n",NA
401.79,0.13901,401.832,0.01403,0.12498,"y","1"
401.844,0.01679,401.868,0,0.02688,"n",NA
401.958,0.0163,401.976,0,0.01722,"n",NA
578.928,0.41567,578.982,0.00186,0.41381,"y","1"
578.994,0.01636,579.012,0,0.04435,"n",NA
579.15,0.01122,579.168,0.00226,0.00896,"n",NA
579.39,0.01533,579.408,0.00876,0.00657,"n",NA
