"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
227.688,0.52344,227.82,0.03159,0.49185,"y","1"
241.326,0.12864,241.386,0.07015,0.05849,"y","1"
292.662,0.3604,292.68,0.35258,0.00781999999999999,"y","1"
296.7,0.09925,296.754,0.08129,0.01796,"n",NA
323.94,0.16183,323.994,0.13005,0.03178,"y","1"
328.218,0.13807,328.284,0.038,0.10007,"y","1"
328.302,0.0441,328.326,0.02392,0.02018,"n",NA
328.344,0.03292,328.362,0.02257,0.01035,"n",NA
328.488,0.03174,328.506,0.02475,0.00699,"n",NA
352.302,0.04141,352.338,0.02149,0.01992,"y","1"
379.158,0.05455,379.2,0.01048,0.04407,"y","1"
379.212,0.01249,379.23,0.00322,0.00927,"n",NA
