"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
83.622,0.0338,83.664,0.00419,0.02961,"y","1"
145.296,0.03023,145.326,0.01763,0.0126,"y","1"
148.158,0.01697,148.188,0.00817,0.0088,"y","1"
175.806,0.02241,175.83,0.01463,0.00778,"y","1"
175.89,0.01964,175.908,0.0159,0.00374,"n",NA
238.866,0.02331,238.884,0.01797,0.00534,"y","1"
252.516,0.02718,252.546,0.01554,0.01164,"y","1"
339.522,0.03182,339.564,0.00661,0.02521,"y","1"
339.666,0.01869,339.678,0.01633,0.00236,"n",NA
339.828,0.02157,339.852,0.01667,0.0049,"n",NA
339.912,0.02424,339.942,0.0141,0.01014,"n",NA
339.954,0.01399,339.978,0.0093,0.00469,"n",NA
340.17,0.0242,340.188,0.01956,0.00464,"n",NA
340.26,0.0167,340.272,0.0142,0.0025,"n",NA
341.73,0.018,341.748,0.01354,0.00446,"n",NA
341.802,0.01255,341.832,0.00545,0.0071,"n",NA
342.024,0.01465,342.042,0.01025,0.0044,"n",NA
342.12,0.01211,342.138,0.00828,0.00383,"n",NA
372.528,0.01448,372.558,0.00664,0.00784,"y","1"
