"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
251.742,0.91135,251.82,0.85519,0.05616,"y","1"
260.814,1.01062,260.88,0.78548,0.22514,"y","1"
260.886,0.78906,260.898,0.78304,0.00602000000000003,"n",NA
260.982,0.79351,260.988,0.79029,0.00322,"n",NA
261.942,0.77866,262.008,0.51425,0.26441,"y","1"
262.02,0.5205,262.032,0.51294,0.00756000000000001,"n",NA
262.128,0.52177,262.14,0.51726,0.0045099999999999,"n",NA
262.146,0.51937,262.158,0.51501,0.00436000000000003,"n",NA
277.236,0.57877,277.314,0.16149,0.41728,"y","1"
287.238,0.32842,287.28,0.31228,0.01614,"y","1"
301.554,0.41579,301.632,0,0.43218,"y","1"
301.746,0.0288,301.764,0.0174,0.0114,"n",NA
301.776,0.01733,301.794,0.00931,0.00802,"n",NA
380.862,0.1379,380.91,0.10799,0.02991,"y","1"
420.264,0.16444,420.33,0.13485,0.02959,"y","1"
442.26,0.23106,442.32,0.09059,0.14047,"y","1"
442.338,0.09902,442.35,0.08886,0.01016,"n",NA
442.362,0.09844,442.38,0.09124,0.0072,"n",NA
442.446,0.1074,442.458,0.1039,0.00349999999999999,"n",NA
442.53,0.10649,442.548,0.1002,0.00629,"n",NA
462.312,0.16478,462.372,0,0.16672,"y","1"
462.39,0.01189,462.408,0,0.0133,"n",NA
462.456,0.01578,462.474,0.00316,0.01262,"n",NA
462.492,0.01218,462.504,0.00361,0.00857,"n",NA
462.522,0.01179,462.54,0.00623,0.00556,"n",NA
462.558,0.01381,462.57,0.00787,0.00594,"n",NA
