"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
310.5,0.07231,174.162,0.06066,0.01165,"n",NA
180.726,0.04751,180.762,0.03241,0.0151,"y","1"
180.774,0.03229,180.798,0.02167,0.01062,"n",NA
187.068,0.03373,187.098,0.02165,0.01208,"y","1"
220.518,0.05235,220.542,0.03499,0.01736,"y","1"
220.56,0.03588,220.584,0.02852,0.00736,"n",NA
234.27,0.05002,234.3,0.03262,0.0174,"y","1"
234.312,0.03261,234.336,0.02133,0.01128,"n",NA
248.916,0.04199,248.982,0.0106,0.03139,"y","1"
310.5,0.11977,310.548,0,0.12712,"y","1"
310.566,0.01494,310.584,0,0.0193,"n",NA
310.95,0.01584,310.974,0.00769,0.00815,"n",NA
310.998,0.01171,311.022,0.00297,0.00874,"n",NA
