End date,"1/21/2017"
Specimen label,"4DG_31"
Maximum Load,"1.04612",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00001"
"0.00600","0.00000","-0.00013"
"0.01200","0.00000","-0.00017"
"0.01800","0.00012","-0.00019"
"0.02400","0.00018","-0.00020"
"0.03000","0.00030","-0.00035"
"0.03600","0.00048","-0.00043"
"0.04200","0.00066","-0.00044"
"0.04800","0.00084","-0.00036"
"0.05400","0.00108","-0.00014"
"0.06000","0.00132","0.00017"
"0.06600","0.00161","0.00031"
"0.07200","0.00197","0.00039"
"0.07800","0.00227","0.00048"
"0.08400","0.00269","0.00051"
"0.09000","0.00305","0.00049"
"0.09600","0.00353","0.00049"
"0.10200","0.00401","0.00057"
"0.10800","0.00448","0.00067"
"0.11400","0.00496","0.00059"
"0.12000","0.00550","0.00049"
"0.12600","0.00604","0.00041"
"0.13200","0.00664","0.00032"
"0.13800","0.00723","0.00024"
"0.14400","0.00783","0.00016"
"0.15000","0.00849","0.00014"
"0.15600","0.00909","0.00022"
"0.16200","0.00975","0.00041"
"0.16800","0.01040","0.00051"
"0.17400","0.01106","0.00048"
"0.18000","0.01172","0.00050"
"0.18600","0.01238","0.00061"
"0.19200","0.01303","0.00073"
"0.19800","0.01369","0.00080"
"0.20400","0.01435","0.00082"
"0.21000","0.01501","0.00091"
"0.21600","0.01566","0.00100"
"0.22200","0.01632","0.00094"
"0.22800","0.01698","0.00091"
"0.23400","0.01764","0.00084"
"0.24000","0.01830","0.00073"
"0.24600","0.01895","0.00068"
"0.25200","0.01961","0.00065"
"0.25800","0.02021","0.00065"
"0.26400","0.02087","0.00072"
"0.27000","0.02146","0.00084"
"0.27600","0.02212","0.00088"
"0.28200","0.02272","0.00095"
"0.28800","0.02332","0.00106"
"0.29400","0.02392","0.00126"
"0.30000","0.02451","0.00145"
"0.30600","0.02505","0.00150"
"0.31200","0.02565","0.00149"
"0.31800","0.02619","0.00144"
"0.32400","0.02679","0.00152"
"0.33000","0.02732","0.00167"
"0.33600","0.02792","0.00179"
"0.34200","0.02846","0.00187"
"0.34800","0.02900","0.00178"
"0.35400","0.02954","0.00167"
"0.36000","0.03013","0.00164"
"0.36600","0.03061","0.00166"
"0.37200","0.03115","0.00171"
"0.37800","0.03169","0.00163"
"0.38400","0.03223","0.00163"
"0.39000","0.03276","0.00167"
"0.39600","0.03324","0.00157"
"0.40200","0.03378","0.00146"
"0.40800","0.03432","0.00142"
"0.41400","0.03486","0.00151"
"0.42000","0.03534","0.00153"
"0.42600","0.03587","0.00145"
"0.43200","0.03635","0.00137"
"0.43800","0.03683","0.00146"
"0.44400","0.03737","0.00162"
"0.45000","0.03785","0.00177"
"0.45600","0.03838","0.00182"
"0.46200","0.03886","0.00194"
"0.46800","0.03934","0.00203"
"0.47400","0.03988","0.00200"
"0.48000","0.04036","0.00192"
"0.48600","0.04084","0.00194"
"0.49200","0.04131","0.00199"
"0.49800","0.04185","0.00195"
"0.50400","0.04233","0.00194"
"0.51000","0.04281","0.00198"
"0.51600","0.04329","0.00206"
"0.52200","0.04377","0.00207"
"0.52800","0.04430","0.00202"
"0.53400","0.04478","0.00197"
"0.54000","0.04526","0.00196"
"0.54600","0.04574","0.00198"
"0.55200","0.04628","0.00193"
"0.55800","0.04676","0.00188"
"0.56400","0.04723","0.00187"
"0.57000","0.04771","0.00196"
"0.57600","0.04825","0.00201"
"0.58200","0.04873","0.00201"
"0.58800","0.04921","0.00197"
"0.59400","0.04974","0.00200"
"0.60000","0.05022","0.00205"
"0.60600","0.05070","0.00206"
"0.61200","0.05118","0.00217"
"0.61800","0.05172","0.00231"
"0.62400","0.05220","0.00236"
"0.63000","0.05273","0.00233"
"0.63600","0.05321","0.00231"
"0.64200","0.05369","0.00233"
"0.64800","0.05423","0.00239"
"0.65400","0.05471","0.00248"
"0.66000","0.05519","0.00242"
"0.66600","0.05566","0.00235"
"0.67200","0.05620","0.00235"
"0.67800","0.05668","0.00240"
"0.68400","0.05716","0.00247"
"0.69000","0.05770","0.00247"
"0.69600","0.05818","0.00243"
"0.70200","0.05865","0.00244"
"0.70800","0.05919","0.00241"
"0.71400","0.05967","0.00249"
"0.72000","0.06021","0.00249"
"0.72600","0.06069","0.00243"
"0.73200","0.06122","0.00228"
"0.73800","0.06176","0.00214"
"0.74400","0.06224","0.00211"
"0.75000","0.06272","0.00205"
"0.75600","0.06326","0.00201"
"0.76200","0.06374","0.00213"
"0.76800","0.06421","0.00225"
"0.77400","0.06469","0.00230"
"0.78000","0.06517","0.00232"
"0.78600","0.06571","0.00232"
"0.79200","0.06619","0.00233"
"0.79800","0.06673","0.00245"
"0.80400","0.06720","0.00263"
"0.81000","0.06768","0.00277"
"0.81600","0.06822","0.00286"
"0.82200","0.06870","0.00291"
"0.82800","0.06924","0.00294"
"0.83400","0.06971","0.00293"
"0.84000","0.07025","0.00297"
"0.84600","0.07073","0.00299"
"0.85200","0.07127","0.00303"
"0.85800","0.07175","0.00310"
"0.86400","0.07229","0.00310"
"0.87000","0.07276","0.00305"
"0.87600","0.07324","0.00291"
"0.88200","0.07378","0.00275"
"0.88800","0.07426","0.00268"
"0.89400","0.07474","0.00275"
"0.90000","0.07528","0.00288"
"0.90600","0.07575","0.00286"
"0.91200","0.07629","0.00276"
"0.91800","0.07677","0.00263"
"0.92400","0.07725","0.00261"
"0.93000","0.07773","0.00259"
"0.93600","0.07826","0.00260"
"0.94200","0.07874","0.00266"
"0.94800","0.07922","0.00268"
"0.95400","0.07976","0.00270"
"0.96000","0.08024","0.00277"
"0.96600","0.08078","0.00286"
"0.97200","0.08125","0.00290"
"0.97800","0.08179","0.00297"
"0.98400","0.08227","0.00299"
"0.99000","0.08281","0.00296"
"0.99600","0.08329","0.00289"
"1.00200","0.08377","0.00289"
"1.00800","0.08430","0.00290"
"1.01400","0.08478","0.00294"
"1.02000","0.08532","0.00293"
"1.02600","0.08580","0.00291"
"1.03200","0.08628","0.00285"
"1.03800","0.08681","0.00275"
"1.04400","0.08729","0.00277"
"1.05000","0.08783","0.00286"
"1.05600","0.08831","0.00296"
"1.06200","0.08879","0.00310"
"1.06800","0.08927","0.00336"
"1.07400","0.08980","0.00346"
"1.08000","0.09028","0.00354"
"1.08600","0.09076","0.00361"
"1.09200","0.09124","0.00365"
"1.09800","0.09172","0.00362"
"1.10400","0.09226","0.00350"
"1.11000","0.09273","0.00336"
"1.11600","0.09321","0.00324"
"1.12200","0.09369","0.00309"
"1.12800","0.09417","0.00304"
"1.13400","0.09471","0.00314"
"1.14000","0.09518","0.00327"
"1.14600","0.09566","0.00333"
"1.15200","0.09620","0.00331"
"1.15800","0.09668","0.00327"
"1.16400","0.09722","0.00326"
"1.17000","0.09770","0.00335"
"1.17600","0.09817","0.00334"
"1.18200","0.09871","0.00339"
"1.18800","0.09919","0.00350"
"1.19400","0.09967","0.00359"
"1.20000","0.10021","0.00363"
"1.20600","0.10069","0.00359"
"1.21200","0.10116","0.00358"
"1.21800","0.10164","0.00365"
"1.22400","0.10218","0.00370"
"1.23000","0.10266","0.00372"
"1.23600","0.10314","0.00374"
"1.24200","0.10368","0.00366"
"1.24800","0.10415","0.00371"
"1.25400","0.10469","0.00377"
"1.26000","0.10517","0.00384"
"1.26600","0.10565","0.00384"
"1.27200","0.10619","0.00382"
"1.27800","0.10666","0.00374"
"1.28400","0.10714","0.00378"
"1.29000","0.10768","0.00380"
"1.29600","0.10816","0.00387"
"1.30200","0.10870","0.00390"
"1.30800","0.10918","0.00377"
"1.31400","0.10971","0.00364"
"1.32000","0.11019","0.00347"
"1.32600","0.11073","0.00331"
"1.33200","0.11121","0.00325"
"1.33800","0.11175","0.00321"
"1.34400","0.11222","0.00328"
"1.35000","0.11276","0.00337"
"1.35600","0.11324","0.00342"
"1.36200","0.11372","0.00348"
"1.36800","0.11426","0.00360"
"1.37400","0.11474","0.00364"
"1.38000","0.11527","0.00370"
"1.38600","0.11575","0.00379"
"1.39200","0.11623","0.00384"
"1.39800","0.11671","0.00388"
"1.40400","0.11725","0.00389"
"1.41000","0.11773","0.00389"
"1.41600","0.11820","0.00391"
"1.42200","0.11874","0.00383"
"1.42800","0.11922","0.00369"
"1.43400","0.11970","0.00360"
"1.44000","0.12024","0.00362"
"1.44600","0.12072","0.00377"
"1.45200","0.12125","0.00387"
"1.45800","0.12173","0.00396"
"1.46400","0.12227","0.00393"
"1.47000","0.12275","0.00389"
"1.47600","0.12329","0.00391"
"1.48200","0.12376","0.00409"
"1.48800","0.12430","0.00414"
"1.49400","0.12478","0.00414"
"1.50000","0.12526","0.00421"
"1.50600","0.12580","0.00422"
"1.51200","0.12628","0.00421"
"1.51800","0.12675","0.00419"
"1.52400","0.12729","0.00414"
"1.53000","0.12777","0.00409"
"1.53600","0.12825","0.00407"
"1.54200","0.12879","0.00409"
"1.54800","0.12926","0.00411"
"1.55400","0.12974","0.00413"
"1.56000","0.13022","0.00410"
"1.56600","0.13070","0.00407"
"1.57200","0.13124","0.00396"
"1.57800","0.13172","0.00391"
"1.58400","0.13219","0.00399"
"1.59000","0.13273","0.00403"
"1.59600","0.13321","0.00414"
"1.60200","0.13369","0.00409"
"1.60800","0.13423","0.00400"
"1.61400","0.13471","0.00390"
"1.62000","0.13524","0.00383"
"1.62600","0.13572","0.00376"
"1.63200","0.13626","0.00380"
"1.63800","0.13674","0.00385"
"1.64400","0.13722","0.00395"
"1.65000","0.13770","0.00413"
"1.65600","0.13823","0.00423"
"1.66200","0.13871","0.00431"
"1.66800","0.13919","0.00444"
"1.67400","0.13967","0.00449"
"1.68000","0.14015","0.00445"
"1.68600","0.14068","0.00438"
"1.69200","0.14116","0.00447"
"1.69800","0.14164","0.00446"
"1.70400","0.14218","0.00445"
"1.71000","0.14266","0.00456"
"1.71600","0.14314","0.00475"
"1.72200","0.14367","0.00485"
"1.72800","0.14415","0.00488"
"1.73400","0.14463","0.00491"
"1.74000","0.14511","0.00501"
"1.74600","0.14565","0.00505"
"1.75200","0.14613","0.00493"
"1.75800","0.14666","0.00474"
"1.76400","0.14714","0.00458"
"1.77000","0.14768","0.00442"
"1.77600","0.14822","0.00425"
"1.78200","0.14870","0.00404"
"1.78800","0.14923","0.00393"
"1.79400","0.14971","0.00395"
"1.80000","0.15019","0.00398"
"1.80600","0.15073","0.00403"
"1.81200","0.15121","0.00417"
"1.81800","0.15169","0.00427"
"1.82400","0.15216","0.00428"
"1.83000","0.15270","0.00437"
"1.83600","0.15318","0.00445"
"1.84200","0.15372","0.00453"
"1.84800","0.15420","0.00460"
"1.85400","0.15468","0.00463"
"1.86000","0.15521","0.00462"
"1.86600","0.15569","0.00460"
"1.87200","0.15623","0.00455"
"1.87800","0.15671","0.00451"
"1.88400","0.15725","0.00467"
"1.89000","0.15772","0.00472"
"1.89600","0.15826","0.00469"
"1.90200","0.15874","0.00469"
"1.90800","0.15928","0.00471"
"1.91400","0.15976","0.00480"
"1.92000","0.16030","0.00481"
"1.92600","0.16077","0.00488"
"1.93200","0.16125","0.00492"
"1.93800","0.16179","0.00487"
"1.94400","0.16227","0.00470"
