"Ptime","Pload","Vtime","Vload"
182.652,0.29556,182.712,0.20775
182.718,0.20782,182.736,0.18064
182.754,0.19713,182.766,0.18607
283.608,0.60008,283.692,0.32043
351.09,1.06523,351.168,0.93426
408.87,1.44529,409.02,1.38979
423.462,1.50309,423.552,1.39171
439.044,1.53431,439.14,1.32302
443.856,1.33794,443.976,1.25185
445.794,1.26894,445.89,1.14211
460.83,1.27378,460.908,1.06776
462.336,1.06178,462.402,0.82996
489.906,1.1026,490.008,0.57927
493.5,0.53496,493.632,0.46203
527.808,0.50789,527.892,0.22244
713.406,0.74487,713.49,0.71057
732.63,0.80486,732.714,0.76376
744.39,0.80188,744.468,0.68421
759.63,0.77971,759.714,0.65336
759.732,0.65832,759.804,0.46331
781.974,0.62723,782.034,0.29219
782.04,0.29775,782.058,0.28103
853.254,0.62294,853.302,0.53752
861.828,0.56855,861.912,0.3699
861.918,0.3723,861.936,0.35891
882.702,0.42149,882.768,0.07269
882.786,0.09002,882.798,0.07286
