End date,"2/12/2017"
Specimen label,"10BG_Unk2"
Maximum Load,"0.64592",N

Time,Extension,Load
(s),(mm),(N)
"39.29400","3.27473","0.01911"
"39.30000","3.27521","0.01904"
"39.30600","3.27575","0.01894"
"39.31200","3.27623","0.01882"
"39.31800","3.27671","0.01872"
"39.32400","3.27724","0.01870"
"39.33000","3.27772","0.01869"
"39.33600","3.27820","0.01865"
"39.34200","3.27868","0.01868"
"39.34800","3.27922","0.01876"
"39.35400","3.27970","0.01894"
"39.36000","3.28017","0.01906"
"39.36600","3.28065","0.01908"
"39.37200","3.28119","0.01910"
"39.37800","3.28167","0.01902"
"39.38400","3.28215","0.01897"
"39.39000","3.28262","0.01904"
"39.39600","3.28316","0.01919"
"39.40200","3.28364","0.01936"
"39.40800","3.28412","0.01946"
"39.41400","3.28466","0.01950"
"39.42000","3.28514","0.01949"
"39.42600","3.28567","0.01941"
"39.43200","3.28615","0.01936"
"39.43800","3.28669","0.01929"
"39.44400","3.28717","0.01921"
"39.45000","3.28765","0.01901"
"39.45600","3.28819","0.01885"
"39.46200","3.28866","0.01860"
"39.46800","3.28914","0.01842"
"39.47400","3.28968","0.01834"
"39.48000","3.29016","0.01831"
"39.48600","3.29070","0.01840"
"39.49200","3.29117","0.01847"
"39.49800","3.29165","0.01841"
"39.50400","3.29219","0.01835"
"39.51000","3.29267","0.01844"
"39.51600","3.29321","0.01853"
"39.52200","3.29375","0.01864"
"39.52800","3.29422","0.01862"
"39.53400","3.29476","0.01854"
"39.54000","3.29524","0.01856"
"39.54600","3.29572","0.01861"
"39.55200","3.29626","0.01856"
"39.55800","3.29674","0.01846"
"39.56400","3.29727","0.01839"
"39.57000","3.29775","0.01847"
"39.57600","3.29823","0.01860"
"39.58200","3.29877","0.01866"
"39.58800","3.29925","0.01870"
"39.59400","3.29972","0.01882"
"39.60000","3.30026","0.01884"
"39.60600","3.30074","0.01874"
"39.61200","3.30122","0.01857"
"39.61800","3.30176","0.01849"
"39.62400","3.30224","0.01853"
"39.63000","3.30271","0.01853"
"39.63600","3.30319","0.01851"
"39.64200","3.30373","0.01854"
"39.64800","3.30421","0.01862"
"39.65400","3.30475","0.01873"
"39.66000","3.30523","0.01875"
"39.66600","3.30570","0.01869"
"39.67200","3.30624","0.01862"
"39.67800","3.30672","0.01852"
"39.68400","3.30726","0.01857"
"39.69000","3.30774","0.01854"
"39.69600","3.30821","0.01852"
"39.70200","3.30869","0.01852"
"39.70800","3.30923","0.01843"
"39.71400","3.30971","0.01839"
"39.72000","3.31019","0.01836"
"39.72600","3.31073","0.01836"
"39.73200","3.31120","0.01841"
"39.73800","3.31168","0.01849"
"39.74400","3.31222","0.01857"
"39.75000","3.31270","0.01860"
"39.75600","3.31318","0.01858"
"39.76200","3.31366","0.01848"
"39.76800","3.31419","0.01836"
"39.77400","3.31467","0.01834"
"39.78000","3.31521","0.01839"
"39.78600","3.31569","0.01855"
"39.79200","3.31623","0.01866"
"39.79800","3.31670","0.01876"
"39.80400","3.31718","0.01889"
"39.81000","3.31772","0.01896"
"39.81600","3.31820","0.01899"
"39.82200","3.31874","0.01890"
"39.82800","3.31922","0.01872"
"39.83400","3.31969","0.01858"
"39.84000","3.32023","0.01852"
"39.84600","3.32071","0.01852"
"39.85200","3.32119","0.01849"
"39.85800","3.32167","0.01841"
"39.86400","3.32221","0.01840"
"39.87000","3.32268","0.01850"
"39.87600","3.32316","0.01862"
"39.88200","3.32364","0.01871"
"39.88800","3.32418","0.01871"
"39.89400","3.32466","0.01863"
"39.90000","3.32513","0.01849"
"39.90600","3.32561","0.01826"
"39.91200","3.32615","0.01821"
"39.91800","3.32663","0.01833"
"39.92400","3.32717","0.01846"
"39.93000","3.32765","0.01857"
"39.93600","3.32812","0.01867"
"39.94200","3.32866","0.01872"
"39.94800","3.32914","0.01876"
"39.95400","3.32968","0.01881"
"39.96000","3.33016","0.01881"
"39.96600","3.33070","0.01884"
"39.97200","3.33117","0.01891"
"39.97800","3.33171","0.01896"
"39.98400","3.33219","0.01898"
"39.99000","3.33267","0.01895"
"39.99600","3.33321","0.01890"
"40.00200","3.33369","0.01901"
"40.00800","3.33416","0.01907"
"40.01400","3.33470","0.01900"
"40.02000","3.33518","0.01886"
"40.02600","3.33572","0.01873"
"40.03200","3.33620","0.01873"
"40.03800","3.33667","0.01880"
"40.04400","3.33721","0.01883"
"40.05000","3.33769","0.01884"
"40.05600","3.33817","0.01876"
"40.06200","3.33871","0.01872"
"40.06800","3.33919","0.01868"
"40.07400","3.33972","0.01875"
"40.08000","3.34020","0.01892"
"40.08600","3.34074","0.01913"
"40.09200","3.34122","0.01923"
"40.09800","3.34176","0.01914"
"40.10400","3.34224","0.01881"
"40.11000","3.34277","0.01867"
"40.11600","3.34325","0.01860"
"40.12200","3.34373","0.01841"
"40.12800","3.34421","0.01830"
"40.13400","3.34475","0.01836"
"40.14000","3.34522","0.01863"
"40.14600","3.34570","0.01900"
"40.15200","3.34624","0.01928"
"40.15800","3.34672","0.01932"
"40.16400","3.34720","0.01924"
"40.17000","3.34774","0.01908"
"40.17600","3.34821","0.01899"
"40.18200","3.34869","0.01893"
"40.18800","3.34923","0.01889"
"40.19400","3.34971","0.01889"
"40.20000","3.35019","0.01893"
"40.20600","3.35073","0.01877"
"40.21200","3.35120","0.01879"
"40.21800","3.35174","0.01878"
"40.22400","3.35222","0.01878"
"40.23000","3.35270","0.01876"
"40.23600","3.35324","0.01876"
"40.24200","3.35371","0.01866"
"40.24800","3.35425","0.01865"
"40.25400","3.35473","0.01874"
"40.26000","3.35527","0.01894"
"40.26600","3.35575","0.01911"
"40.27200","3.35623","0.01910"
"40.27800","3.35670","0.01909"
"40.28400","3.35724","0.01912"
"40.29000","3.35772","0.01909"
"40.29600","3.35820","0.01908"
"40.30200","3.35874","0.01911"
"40.30800","3.35922","0.01920"
"40.31400","3.35975","0.01915"
"40.32000","3.36023","0.01909"
"40.32600","3.36071","0.01904"
"40.33200","3.36125","0.01886"
"40.33800","3.36173","0.01877"
"40.34400","3.36226","0.01883"
"40.35000","3.36274","0.01886"
"40.35600","3.36322","0.01884"
"40.36200","3.36370","0.01888"
"40.36800","3.36424","0.01897"
"40.37400","3.36472","0.01909"
"40.38000","3.36519","0.01908"
"40.38600","3.36573","0.01909"
"40.39200","3.36621","0.01915"
"40.39800","3.36675","0.01916"
"40.40400","3.36723","0.01917"
"40.41000","3.36771","0.01923"
"40.41600","3.36818","0.01929"
"40.42200","3.36872","0.01930"
"40.42800","3.36920","0.01928"
"40.43400","3.36968","0.01925"
"40.44000","3.37016","0.01919"
"40.44600","3.37069","0.01917"
"40.45200","3.37117","0.01914"
"40.45800","3.37165","0.01916"
"40.46400","3.37219","0.01922"
"40.47000","3.37267","0.01934"
"40.47600","3.37321","0.01942"
"40.48200","3.37368","0.01935"
"40.48800","3.37422","0.01922"
"40.49400","3.37470","0.01906"
"40.50000","3.37518","0.01900"
"40.50600","3.37572","0.01907"
"40.51200","3.37620","0.01916"
"40.51800","3.37667","0.01921"
"40.52400","3.37721","0.01923"
"40.53000","3.37769","0.01926"
"40.53600","3.37817","0.01929"
"40.54200","3.37871","0.01939"
"40.54800","3.37918","0.01944"
"40.55400","3.37972","0.01944"
"40.56000","3.38020","0.01939"
"40.56600","3.38074","0.01931"
"40.57200","3.38122","0.01935"
"40.57800","3.38170","0.01939"
"40.58400","3.38223","0.01946"
"40.59000","3.38271","0.01952"
"40.59600","3.38325","0.01945"
"40.60200","3.38373","0.01943"
"40.60800","3.38427","0.01927"
"40.61400","3.38475","0.01912"
"40.62000","3.38528","0.01904"
"40.62600","3.38576","0.01889"
"40.63200","3.38630","0.01865"
"40.63800","3.38678","0.01847"
"40.64400","3.38726","0.01849"
"40.65000","3.38773","0.01857"
"40.65600","3.38821","0.01865"
"40.66200","3.38869","0.01861"
"40.66800","3.38923","0.01852"
"40.67400","3.38971","0.01843"
"40.68000","3.39019","0.01848"
"40.68600","3.39066","0.01861"
"40.69200","3.39120","0.01867"
"40.69800","3.39168","0.01872"
"40.70400","3.39216","0.01886"
"40.71000","3.39264","0.01897"
"40.71600","3.39318","0.01897"
"40.72200","3.39365","0.01882"
"40.72800","3.39419","0.01871"
"40.73400","3.39467","0.01868"
"40.74000","3.39521","0.01876"
"40.74600","3.39569","0.01878"
"40.75200","3.39622","0.01881"
"40.75800","3.39670","0.01888"
"40.76400","3.39718","0.01896"
"40.77000","3.39772","0.01905"
"40.77600","3.39820","0.01906"
"40.78200","3.39868","0.01899"
"40.78800","3.39921","0.01892"
"40.79400","3.39969","0.01889"
"40.80000","3.40017","0.01884"
"40.80600","3.40065","0.01876"
"40.81200","3.40119","0.01862"
"40.81800","3.40167","0.01864"
"40.82400","3.40214","0.01873"
"40.83000","3.40268","0.01875"
"40.83600","3.40316","0.01880"
"40.84200","3.40364","0.01885"
"40.84800","3.40412","0.01882"
"40.85400","3.40465","0.01879"
"40.86000","3.40513","0.01879"
"40.86600","3.40567","0.01883"
"40.87200","3.40615","0.01888"
"40.87800","3.40669","0.01906"
"40.88400","3.40717","0.01916"
"40.89000","3.40770","0.01915"
"40.89600","3.40818","0.01913"
"40.90200","3.40872","0.01908"
"40.90800","3.40920","0.01907"
"40.91400","3.40968","0.01902"
"40.92000","3.41016","0.01897"
"40.92600","3.41069","0.01889"
"40.93200","3.41117","0.01878"
"40.93800","3.41165","0.01872"
"40.94400","3.41219","0.01869"
"40.95000","3.41267","0.01882"
"40.95600","3.41315","0.01900"
"40.96200","3.41368","0.01909"
"40.96800","3.41416","0.01909"
"40.97400","3.41464","0.01904"
"40.98000","3.41512","0.01906"
"40.98600","3.41566","0.01920"
"40.99200","3.41614","0.01925"
"40.99800","3.41661","0.01924"
"41.00400","3.41715","0.01914"
"41.01000","3.41763","0.01899"
"41.01600","3.41817","0.01885"
"41.02200","3.41865","0.01878"
"41.02800","3.41918","0.01882"
"41.03400","3.41966","0.01888"
"41.04000","3.42020","0.01892"
"41.04600","3.42068","0.01901"
"41.05200","3.42122","0.01915"
"41.05800","3.42170","0.01920"
"41.06400","3.42217","0.01922"
"41.07000","3.42271","0.01923"
"41.07600","3.42319","0.01921"
"41.08200","3.42367","0.01918"
"41.08800","3.42421","0.01913"
"41.09400","3.42468","0.01907"
"41.10000","3.42522","0.01907"
"41.10600","3.42570","0.01896"
"41.11200","3.42618","0.01890"
"41.11800","3.42666","0.01897"
"41.12400","3.42720","0.01885"
"41.13000","3.42767","0.01873"
"41.13600","3.42815","0.01872"
"41.14200","3.42869","0.01885"
"41.14800","3.42917","0.01895"
"41.15400","3.42971","0.01899"
"41.16000","3.43019","0.01892"
"41.16600","3.43072","0.01883"
"41.17200","3.43120","0.01886"
"41.17800","3.43174","0.01886"
"41.18400","3.43222","0.01886"
"41.19000","3.43276","0.01883"
"41.19600","3.43323","0.01888"
"41.20200","3.43371","0.01899"
"41.20800","3.43425","0.01914"
"41.21400","3.43473","0.01911"
"41.22000","3.43521","0.01907"
"41.22600","3.43575","0.01908"
"41.23200","3.43622","0.01905"
"41.23800","3.43670","0.01913"
"41.24400","3.43718","0.01922"
"41.25000","3.43772","0.01916"
"41.25600","3.43820","0.01914"
"41.26200","3.43868","0.01924"
"41.26800","3.43921","0.01916"
"41.27400","3.43969","0.01906"
"41.28000","3.44017","0.01908"
"41.28600","3.44071","0.01909"
"41.29200","3.44119","0.01910"
"41.29800","3.44172","0.01901"
"41.30400","3.44220","0.01885"
"41.31000","3.44274","0.01870"
"41.31600","3.44322","0.01856"
"41.32200","3.44376","0.01844"
"41.32800","3.44424","0.01835"
"41.33400","3.44471","0.01839"
"41.34000","3.44525","0.01847"
"41.34600","3.44573","0.01864"
"41.35200","3.44621","0.01878"
"41.35800","3.44675","0.01885"
"41.36400","3.44723","0.01887"
"41.37000","3.44770","0.01888"
"41.37600","3.44818","0.01898"
"41.38200","3.44872","0.01908"
"41.38800","3.44920","0.01911"
"41.39400","3.44968","0.01904"
"41.40000","3.45016","0.01910"
"41.40600","3.45063","0.01913"
"41.41200","3.45117","0.01906"
"41.41800","3.45165","0.01896"
"41.42400","3.45219","0.01878"
"41.43000","3.45267","0.01853"
"41.43600","3.45320","0.01839"
"41.44200","3.45368","0.01847"
"41.44800","3.45416","0.01866"
"41.45400","3.45470","0.01881"
"41.46000","3.45518","0.01884"
"41.46600","3.45572","0.01875"
"41.47200","3.45619","0.01863"
"41.47800","3.45673","0.01863"
"41.48400","3.45721","0.01876"
"41.49000","3.45769","0.01892"
"41.49600","3.45823","0.01905"
"41.50200","3.45870","0.01918"
"41.50800","3.45918","0.01935"
"41.51400","3.45972","0.01951"
"41.52000","3.46020","0.01962"
"41.52600","3.46068","0.01967"
"41.53200","3.46116","0.01962"
"41.53800","3.46163","0.01955"
"41.54400","3.46217","0.01950"
"41.55000","3.46265","0.01956"
"41.55600","3.46313","0.01956"
"41.56200","3.46367","0.01958"
"41.56800","3.46415","0.01955"
"41.57400","3.46468","0.01946"
"41.58000","3.46516","0.01931"
"41.58600","3.46564","0.01909"
"41.59200","3.46618","0.01900"
"41.59800","3.46672","0.01894"
"41.60400","3.46720","0.01902"
"41.61000","3.46773","0.01917"
"41.61600","3.46821","0.01935"
"41.62200","3.46875","0.01952"
"41.62800","3.46923","0.01958"
"41.63400","3.46971","0.01958"
"41.64000","3.47024","0.01957"
"41.64600","3.47072","0.01960"
"41.65200","3.47120","0.01971"
"41.65800","3.47174","0.01977"
"41.66400","3.47222","0.01977"
"41.67000","3.47276","0.01976"
"41.67600","3.47323","0.01970"
"41.68200","3.47371","0.01951"
"41.68800","3.47419","0.01935"
"41.69400","3.47473","0.01929"
"41.70000","3.47521","0.01919"
"41.70600","3.47569","0.01908"
"41.71200","3.47616","0.01902"
"41.71800","3.47670","0.01897"
"41.72400","3.47718","0.01893"
"41.73000","3.47772","0.01886"
"41.73600","3.47820","0.01877"
"41.74200","3.47873","0.01870"
"41.74800","3.47921","0.01873"
"41.75400","3.47975","0.01892"
"41.76000","3.48023","0.01914"
"41.76600","3.48071","0.01935"
"41.77200","3.48125","0.01958"
"41.77800","3.48172","0.01971"
"41.78400","3.48220","0.01977"
"41.79000","3.48274","0.01979"
"41.79600","3.48322","0.01972"
"41.80200","3.48370","0.01952"
"41.80800","3.48418","0.01932"
"41.81400","3.48471","0.01914"
"41.82000","3.48519","0.01901"
"41.82600","3.48573","0.01897"
"41.83200","3.48621","0.01903"
"41.83800","3.48669","0.01911"
"41.84400","3.48722","0.01920"
"41.85000","3.48770","0.01922"
"41.85600","3.48818","0.01911"
"41.86200","3.48872","0.01894"
"41.86800","3.48920","0.01882"
"41.87400","3.48974","0.01878"
"41.88000","3.49021","0.01881"
"41.88600","3.49075","0.01880"
"41.89200","3.49123","0.01881"
"41.89800","3.49177","0.01893"
"41.90400","3.49225","0.01898"
"41.91000","3.49279","0.01906"
"41.91600","3.49326","0.01923"
"41.92200","3.49380","0.01935"
"41.92800","3.49428","0.01929"
"41.93400","3.49476","0.01919"
"41.94000","3.49524","0.01918"
"41.94600","3.49571","0.01917"
"41.95200","3.49619","0.01925"
"41.95800","3.49667","0.01924"
"41.96400","3.49715","0.01915"
"41.97000","3.49769","0.01903"
"41.97600","3.49817","0.01892"
"41.98200","3.49864","0.01883"
"41.98800","3.49912","0.01878"
"41.99400","3.49966","0.01883"
"42.00000","3.50014","0.01889"
"42.00600","3.50068","0.01892"
"42.01200","3.50116","0.01901"
"42.01800","3.50163","0.01913"
"42.02400","3.50217","0.01926"
"42.03000","3.50265","0.01930"
"42.03600","3.50319","0.01933"
"42.04200","3.50367","0.01935"
"42.04800","3.50420","0.01941"
"42.05400","3.50468","0.01939"
"42.06000","3.50522","0.01926"
"42.06600","3.50570","0.01919"
"42.07200","3.50618","0.01922"
"42.07800","3.50666","0.01922"
"42.08400","3.50719","0.01935"
"42.09000","3.50767","0.01939"
"42.09600","3.50815","0.01938"
"42.10200","3.50863","0.01939"
"42.10800","3.50917","0.01942"
"42.11400","3.50965","0.01946"
"42.12000","3.51012","0.01942"
"42.12600","3.51066","0.01929"
"42.13200","3.51114","0.01921"
"42.13800","3.51168","0.01916"
"42.14400","3.51216","0.01906"
"42.15000","3.51270","0.01903"
"42.15600","3.51317","0.01900"
"42.16200","3.51371","0.01905"
"42.16800","3.51419","0.01916"
"42.17400","3.51473","0.01922"
"42.18000","3.51521","0.01914"
"42.18600","3.51574","0.01906"
"42.19200","3.51622","0.01897"
"42.19800","3.51676","0.01889"
"42.20400","3.51724","0.01878"
"42.21000","3.51778","0.01869"
"42.21600","3.51826","0.01866"
"42.22200","3.51873","0.01869"
"42.22800","3.51927","0.01874"
"42.23400","3.51975","0.01870"
"42.24000","3.52023","0.01878"
"42.24600","3.52077","0.01881"
"42.25200","3.52124","0.01878"
"42.25800","3.52172","0.01894"
"42.26400","3.52226","0.01914"
"42.27000","3.52274","0.01925"
"42.27600","3.52322","0.01933"
"42.28200","3.52370","0.01941"
"42.28800","3.52417","0.01943"
"42.29400","3.52471","0.01946"
"42.30000","3.52519","0.01933"
"42.30600","3.52567","0.01915"
"42.31200","3.52621","0.01905"
"42.31800","3.52675","0.01896"
"42.32400","3.52722","0.01901"
"42.33000","3.52776","0.01907"
"42.33600","3.52824","0.01923"
"42.34200","3.52878","0.01943"
"42.34800","3.52926","0.01943"
"42.35400","3.52973","0.01925"
"42.36000","3.53021","0.01919"
"42.36600","3.53075","0.01918"
"42.37200","3.53123","0.01920"
"42.37800","3.53171","0.01909"
"42.38400","3.53225","0.01899"
"42.39000","3.53272","0.01902"
"42.39600","3.53326","0.01897"
"42.40200","3.53374","0.01898"
"42.40800","3.53422","0.01913"
"42.41400","3.53476","0.01915"
"42.42000","3.53524","0.01918"
"42.42600","3.53571","0.01923"
"42.43200","3.53625","0.01927"
"42.43800","3.53673","0.01923"
"42.44400","3.53721","0.01923"
"42.45000","3.53775","0.01934"
"42.45600","3.53822","0.01937"
"42.46200","3.53876","0.01924"
"42.46800","3.53924","0.01912"
"42.47400","3.53978","0.01911"
"42.48000","3.54026","0.01898"
"42.48600","3.54074","0.01881"
"42.49200","3.54127","0.01882"
"42.49800","3.54175","0.01895"
"42.50400","3.54223","0.01907"
"42.51000","3.54271","0.01920"
"42.51600","3.54319","0.01937"
"42.52200","3.54367","0.01939"
"42.52800","3.54420","0.01927"
"42.53400","3.54468","0.01912"
"42.54000","3.54516","0.01902"
"42.54600","3.54570","0.01888"
"42.55200","3.54618","0.01875"
"42.55800","3.54666","0.01871"
"42.56400","3.54719","0.01866"
"42.57000","3.54767","0.01850"
"42.57600","3.54815","0.01848"
"42.58200","3.54863","0.01861"
"42.58800","3.54917","0.01874"
"42.59400","3.54964","0.01870"
"42.60000","3.55018","0.01873"
"42.60600","3.55066","0.01895"
"42.61200","3.55120","0.01915"
"42.61800","3.55168","0.01928"
"42.62400","3.55222","0.01937"
"42.63000","3.55269","0.01932"
"42.63600","3.55317","0.01918"
"42.64200","3.55371","0.01911"
"42.64800","3.55419","0.01912"
"42.65400","3.55467","0.01912"
"42.66000","3.55521","0.01917"
"42.66600","3.55568","0.01928"
"42.67200","3.55616","0.01930"
"42.67800","3.55670","0.01925"
"42.68400","3.55718","0.01914"
"42.69000","3.55766","0.01903"
"42.69600","3.55819","0.01896"
"42.70200","3.55867","0.01894"
"42.70800","3.55921","0.01901"
"42.71400","3.55969","0.01904"
"42.72000","3.56017","0.01901"
"42.72600","3.56071","0.01910"
"42.73200","3.56118","0.01920"
"42.73800","3.56172","0.01932"
"42.74400","3.56220","0.01944"
"42.75000","3.56274","0.01945"
"42.75600","3.56328","0.01958"
"42.76200","3.56376","0.01975"
"42.76800","3.56429","0.01973"
"42.77400","3.56477","0.01968"
"42.78000","3.56525","0.01960"
"42.78600","3.56579","0.01945"
"42.79200","3.56627","0.01939"
"42.79800","3.56674","0.01925"
"42.80400","3.56722","0.01903"
"42.81000","3.56770","0.01883"
"42.81600","3.56818","0.01878"
"42.82200","3.56872","0.01881"
"42.82800","3.56920","0.01882"
"42.83400","3.56967","0.01889"
"42.84000","3.57015","0.01907"
"42.84600","3.57069","0.01922"
"42.85200","3.57117","0.01930"
"42.85800","3.57165","0.01929"
"42.86400","3.57219","0.01923"
"42.87000","3.57266","0.01915"
"42.87600","3.57320","0.01910"
"42.88200","3.57368","0.01904"
"42.88800","3.57422","0.01889"
"42.89400","3.57470","0.01870"
"42.90000","3.57523","0.01850"
"42.90600","3.57571","0.01833"
"42.91200","3.57619","0.01827"
"42.91800","3.57673","0.01817"
"42.92400","3.57721","0.01813"
"42.93000","3.57769","0.01811"
"42.93600","3.57822","0.01812"
"42.94200","3.57870","0.01820"
"42.94800","3.57918","0.01835"
"42.95400","3.57966","0.01845"
"42.96000","3.58014","0.01857"
"42.96600","3.58068","0.01872"
"42.97200","3.58115","0.01899"
"42.97800","3.58163","0.01927"
"42.98400","3.58217","0.01935"
"42.99000","3.58265","0.01935"
"42.99600","3.58313","0.01924"
"43.00200","3.58367","0.01915"
"43.00800","3.58414","0.01913"
"43.01400","3.58462","0.01926"
"43.02000","3.58516","0.01939"
"43.02600","3.58564","0.01954"
"43.03200","3.58618","0.01942"
"43.03800","3.58665","0.01917"
"43.04400","3.58719","0.01897"
"43.05000","3.58767","0.01906"
"43.05600","3.58821","0.01923"
"43.06200","3.58869","0.01934"
"43.06800","3.58923","0.01947"
"43.07400","3.58970","0.01965"
"43.08000","3.59018","0.01968"
"43.08600","3.59072","0.01960"
"43.09200","3.59120","0.01950"
"43.09800","3.59168","0.01933"
"43.10400","3.59222","0.01927"
"43.11000","3.59269","0.01936"
"43.11600","3.59317","0.01946"
"43.12200","3.59365","0.01949"
"43.12800","3.59419","0.01940"
"43.13400","3.59467","0.01933"
"43.14000","3.59514","0.01937"
"43.14600","3.59562","0.01933"
"43.15200","3.59616","0.01933"
"43.15800","3.59664","0.01927"
"43.16400","3.59712","0.01917"
"43.17000","3.59766","0.01903"
"43.17600","3.59813","0.01899"
"43.18200","3.59867","0.01896"
"43.18800","3.59921","0.01896"
"43.19400","3.59969","0.01897"
"43.20000","3.60017","0.01907"
"43.20600","3.60070","0.01921"
"43.21200","3.60118","0.01929"
"43.21800","3.60166","0.01921"
"43.22400","3.60220","0.01906"
"43.23000","3.60268","0.01898"
"43.23600","3.60322","0.01894"
"43.24200","3.60369","0.01887"
"43.24800","3.60417","0.01892"
"43.25400","3.60471","0.01891"
"43.26000","3.60519","0.01885"
"43.26600","3.60573","0.01890"
"43.27200","3.60621","0.01896"
"43.27800","3.60668","0.01901"
"43.28400","3.60722","0.01912"
"43.29000","3.60770","0.01930"
"43.29600","3.60818","0.01939"
"43.30200","3.60872","0.01939"
"43.30800","3.60920","0.01932"
"43.31400","3.60973","0.01934"
"43.32000","3.61021","0.01924"
"43.32600","3.61075","0.01907"
"43.33200","3.61123","0.01907"
"43.33800","3.61171","0.01916"
"43.34400","3.61224","0.01932"
"43.35000","3.61272","0.01944"
"43.35600","3.61320","0.01957"
"43.36200","3.61374","0.01962"
"43.36800","3.61422","0.01954"
"43.37400","3.61470","0.01942"
"43.38000","3.61523","0.01927"
"43.38600","3.61571","0.01919"
"43.39200","3.61619","0.01915"
"43.39800","3.61673","0.01913"
"43.40400","3.61721","0.01909"
"43.41000","3.61775","0.01900"
"43.41600","3.61828","0.01907"
"43.42200","3.61876","0.01916"
"43.42800","3.61924","0.01927"
"43.43400","3.61972","0.01943"
"43.44000","3.62026","0.01962"
"43.44600","3.62073","0.01976"
"43.45200","3.62121","0.01981"
"43.45800","3.62175","0.01984"
"43.46400","3.62223","0.01975"
"43.47000","3.62271","0.01957"
"43.47600","3.62325","0.01943"
"43.48200","3.62372","0.01932"
"43.48800","3.62420","0.01924"
"43.49400","3.62474","0.01910"
"43.50000","3.62522","0.01899"
"43.50600","3.62570","0.01894"
"43.51200","3.62624","0.01897"
"43.51800","3.62671","0.01901"
"43.52400","3.62725","0.01902"
"43.53000","3.62773","0.01902"
"43.53600","3.62821","0.01907"
"43.54200","3.62875","0.01916"
"43.54800","3.62922","0.01930"
"43.55400","3.62970","0.01939"
"43.56000","3.63024","0.01947"
"43.56600","3.63072","0.01953"
"43.57200","3.63120","0.01957"
"43.57800","3.63174","0.01962"
"43.58400","3.63221","0.01956"
"43.59000","3.63269","0.01956"
"43.59600","3.63323","0.01948"
"43.60200","3.63371","0.01936"
"43.60800","3.63419","0.01944"
"43.61400","3.63473","0.01946"
"43.62000","3.63520","0.01933"
"43.62600","3.63568","0.01918"
"43.63200","3.63616","0.01898"
"43.63800","3.63670","0.01889"
"43.64400","3.63718","0.01904"
"43.65000","3.63766","0.01929"
"43.65600","3.63819","0.01953"
"43.66200","3.63867","0.01964"
"43.66800","3.63921","0.01958"
"43.67400","3.63969","0.01941"
"43.68000","3.64023","0.01930"
"43.68600","3.64070","0.01919"
"43.69200","3.64118","0.01914"
"43.69800","3.64172","0.01913"
"43.70400","3.64220","0.01914"
"43.71000","3.64268","0.01915"
"43.71600","3.64316","0.01919"
"43.72200","3.64363","0.01923"
"43.72800","3.64417","0.01920"
"43.73400","3.64465","0.01924"
"43.74000","3.64513","0.01934"
"43.74600","3.64567","0.01942"
"43.75200","3.64615","0.01947"
"43.75800","3.64668","0.01954"
"43.76400","3.64716","0.01954"
"43.77000","3.64764","0.01948"
"43.77600","3.64818","0.01944"
"43.78200","3.64866","0.01941"
"43.78800","3.64919","0.01933"
"43.79400","3.64967","0.01917"
"43.80000","3.65021","0.01901"
"43.80600","3.65069","0.01892"
"43.81200","3.65123","0.01888"
"43.81800","3.65171","0.01903"
"43.82400","3.65224","0.01908"
"43.83000","3.65278","0.01907"
"43.83600","3.65326","0.01911"
"43.84200","3.65380","0.01904"
"43.84800","3.65428","0.01906"
"43.85400","3.65475","0.01923"
"43.86000","3.65523","0.01931"
"43.86600","3.65571","0.01933"
"43.87200","3.65625","0.01928"
"43.87800","3.65673","0.01927"
"43.88400","3.65721","0.01931"
"43.89000","3.65768","0.01937"
"43.89600","3.65822","0.01934"
"43.90200","3.65870","0.01930"
"43.90800","3.65924","0.01944"
"43.91400","3.65972","0.01964"
"43.92000","3.66020","0.01963"
"43.92600","3.66067","0.01956"
"43.93200","3.66121","0.01942"
"43.93800","3.66169","0.01935"
"43.94400","3.66217","0.01924"
"43.95000","3.66271","0.01926"
"43.95600","3.66319","0.01941"
"43.96200","3.66372","0.01942"
"43.96800","3.66420","0.01928"
"43.97400","3.66474","0.01910"
"43.98000","3.66528","0.01892"
"43.98600","3.66576","0.01883"
"43.99200","3.66623","0.01890"
"43.99800","3.66677","0.01901"
"44.00400","3.66725","0.01921"
"44.01000","3.66773","0.01919"
"44.01600","3.66821","0.01916"
"44.02200","3.66869","0.01914"
"44.02800","3.66916","0.01907"
"44.03400","3.66970","0.01889"
"44.04000","3.67018","0.01885"
"44.04600","3.67066","0.01898"
"44.05200","3.67120","0.01907"
"44.05800","3.67168","0.01914"
"44.06400","3.67215","0.01929"
"44.07000","3.67269","0.01936"
"44.07600","3.67317","0.01942"
"44.08200","3.67371","0.01949"
"44.08800","3.67419","0.01953"
"44.09400","3.67466","0.01951"
"44.10000","3.67514","0.01954"
"44.10600","3.67568","0.01948"
"44.11200","3.67616","0.01942"
"44.11800","3.67670","0.01943"
"44.12400","3.67718","0.01939"
"44.13000","3.67765","0.01927"
"44.13600","3.67819","0.01931"
"44.14200","3.67867","0.01942"
"44.14800","3.67915","0.01942"
"44.15400","3.67963","0.01944"
"44.16000","3.68017","0.01942"
"44.16600","3.68064","0.01949"
"44.17200","3.68112","0.01952"
"44.17800","3.68166","0.01949"
"44.18400","3.68214","0.01941"
"44.19000","3.68262","0.01943"
"44.19600","3.68310","0.01943"
"44.20200","3.68363","0.01950"
