End date,"2/12/2017"
Specimen label,"10BG_67"
Maximum Load,"0.04377",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00037"
"0.00600","0.00000","-0.00042"
"0.01200","0.00000","-0.00054"
"0.01800","0.00012","-0.00064"
"0.02400","0.00018","-0.00064"
"0.03000","0.00030","-0.00059"
"0.03600","0.00042","-0.00048"
"0.04200","0.00060","-0.00037"
"0.04800","0.00084","-0.00029"
"0.05400","0.00108","-0.00021"
"0.06000","0.00132","-0.00015"
"0.06600","0.00161","-0.00011"
"0.07200","0.00203","0.00002"
"0.07800","0.00239","0.00014"
"0.08400","0.00275","0.00034"
"0.09000","0.00317","0.00054"
"0.09600","0.00365","0.00068"
"0.10200","0.00413","0.00066"
"0.10800","0.00460","0.00058"
"0.11400","0.00508","0.00043"
"0.12000","0.00562","0.00040"
"0.12600","0.00616","0.00046"
"0.13200","0.00676","0.00060"
"0.13800","0.00735","0.00075"
"0.14400","0.00795","0.00090"
"0.15000","0.00861","0.00112"
"0.15600","0.00927","0.00144"
"0.16200","0.00987","0.00154"
"0.16800","0.01052","0.00150"
"0.17400","0.01118","0.00142"
"0.18000","0.01184","0.00146"
"0.18600","0.01256","0.00166"
"0.19200","0.01321","0.00174"
"0.19800","0.01387","0.00179"
"0.20400","0.01453","0.00181"
"0.21000","0.01519","0.00185"
"0.21600","0.01584","0.00196"
"0.22200","0.01650","0.00201"
"0.22800","0.01716","0.00204"
"0.23400","0.01776","0.00205"
"0.24000","0.01842","0.00212"
"0.24600","0.01901","0.00233"
"0.25200","0.01967","0.00251"
"0.25800","0.02027","0.00268"
"0.26400","0.02087","0.00289"
"0.27000","0.02152","0.00302"
"0.27600","0.02212","0.00312"
"0.28200","0.02272","0.00324"
"0.28800","0.02332","0.00331"
"0.29400","0.02392","0.00338"
"0.30000","0.02451","0.00344"
"0.30600","0.02511","0.00348"
"0.31200","0.02571","0.00352"
"0.31800","0.02625","0.00353"
"0.32400","0.02685","0.00349"
"0.33000","0.02738","0.00350"
"0.33600","0.02798","0.00355"
"0.34200","0.02852","0.00361"
"0.34800","0.02906","0.00370"
"0.35400","0.02960","0.00378"
"0.36000","0.03007","0.00387"
"0.36600","0.03061","0.00391"
"0.37200","0.03115","0.00405"
"0.37800","0.03169","0.00417"
"0.38400","0.03223","0.00415"
"0.39000","0.03270","0.00404"
"0.39600","0.03324","0.00399"
"0.40200","0.03372","0.00401"
"0.40800","0.03426","0.00409"
"0.41400","0.03480","0.00419"
"0.42000","0.03528","0.00423"
"0.42600","0.03581","0.00423"
"0.43200","0.03635","0.00432"
"0.43800","0.03683","0.00441"
"0.44400","0.03737","0.00449"
"0.45000","0.03785","0.00461"
"0.45600","0.03833","0.00478"
"0.46200","0.03886","0.00494"
"0.46800","0.03934","0.00500"
"0.47400","0.03988","0.00510"
"0.48000","0.04036","0.00508"
"0.48600","0.04084","0.00504"
"0.49200","0.04131","0.00502"
"0.49800","0.04185","0.00515"
"0.50400","0.04233","0.00533"
"0.51000","0.04281","0.00546"
"0.51600","0.04329","0.00557"
"0.52200","0.04377","0.00577"
"0.52800","0.04430","0.00592"
"0.53400","0.04478","0.00603"
"0.54000","0.04526","0.00606"
"0.54600","0.04580","0.00603"
"0.55200","0.04628","0.00597"
"0.55800","0.04676","0.00601"
"0.56400","0.04729","0.00604"
"0.57000","0.04777","0.00600"
"0.57600","0.04825","0.00602"
"0.58200","0.04873","0.00606"
"0.58800","0.04921","0.00623"
"0.59400","0.04974","0.00641"
"0.60000","0.05022","0.00651"
"0.60600","0.05070","0.00654"
"0.61200","0.05124","0.00649"
"0.61800","0.05172","0.00650"
"0.62400","0.05220","0.00654"
"0.63000","0.05267","0.00640"
"0.63600","0.05315","0.00620"
"0.64200","0.05369","0.00616"
"0.64800","0.05417","0.00619"
"0.65400","0.05465","0.00620"
"0.66000","0.05513","0.00631"
"0.66600","0.05566","0.00639"
"0.67200","0.05614","0.00639"
"0.67800","0.05668","0.00645"
"0.68400","0.05716","0.00660"
"0.69000","0.05770","0.00681"
"0.69600","0.05818","0.00686"
"0.70200","0.05865","0.00673"
"0.70800","0.05913","0.00661"
"0.71400","0.05967","0.00664"
"0.72000","0.06015","0.00675"
"0.72600","0.06069","0.00689"
"0.73200","0.06116","0.00707"
"0.73800","0.06164","0.00727"
"0.74400","0.06218","0.00743"
"0.75000","0.06266","0.00739"
"0.75600","0.06320","0.00738"
"0.76200","0.06368","0.00727"
"0.76800","0.06415","0.00711"
"0.77400","0.06469","0.00702"
"0.78000","0.06517","0.00701"
"0.78600","0.06571","0.00708"
"0.79200","0.06619","0.00714"
"0.79800","0.06667","0.00719"
"0.80400","0.06720","0.00724"
"0.81000","0.06768","0.00732"
"0.81600","0.06822","0.00744"
"0.82200","0.06870","0.00763"
"0.82800","0.06924","0.00773"
"0.83400","0.06971","0.00777"
"0.84000","0.07019","0.00781"
"0.84600","0.07073","0.00783"
"0.85200","0.07121","0.00781"
"0.85800","0.07175","0.00778"
"0.86400","0.07223","0.00767"
"0.87000","0.07276","0.00753"
"0.87600","0.07324","0.00744"
"0.88200","0.07372","0.00735"
"0.88800","0.07426","0.00741"
"0.89400","0.07474","0.00752"
"0.90000","0.07528","0.00766"
"0.90600","0.07575","0.00781"
"0.91200","0.07623","0.00796"
"0.91800","0.07677","0.00802"
"0.92400","0.07725","0.00819"
"0.93000","0.07773","0.00837"
"0.93600","0.07820","0.00843"
"0.94200","0.07868","0.00852"
"0.94800","0.07922","0.00864"
"0.95400","0.07970","0.00869"
"0.96000","0.08018","0.00879"
"0.96600","0.08066","0.00874"
"0.97200","0.08119","0.00868"
"0.97800","0.08167","0.00869"
"0.98400","0.08215","0.00861"
"0.99000","0.08269","0.00866"
"0.99600","0.08317","0.00874"
"1.00200","0.08371","0.00881"
"1.00800","0.08418","0.00884"
"1.01400","0.08472","0.00892"
"1.02000","0.08520","0.00906"
"1.02600","0.08574","0.00914"
"1.03200","0.08622","0.00907"
"1.03800","0.08675","0.00894"
"1.04400","0.08723","0.00884"
"1.05000","0.08777","0.00875"
"1.05600","0.08825","0.00871"
"1.06200","0.08873","0.00861"
"1.06800","0.08927","0.00853"
"1.07400","0.08974","0.00860"
"1.08000","0.09022","0.00871"
"1.08600","0.09070","0.00872"
"1.09200","0.09124","0.00874"
"1.09800","0.09172","0.00877"
"1.10400","0.09220","0.00881"
"1.11000","0.09273","0.00893"
"1.11600","0.09321","0.00894"
"1.12200","0.09369","0.00891"
"1.12800","0.09423","0.00887"
"1.13400","0.09471","0.00889"
"1.14000","0.09518","0.00909"
"1.14600","0.09572","0.00929"
