End date,"2/12/2017"
Specimen label,"9AG_76"
Maximum Load,"0.27510",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00004"
"0.00600","0.00000","0.00007"
"0.01200","0.00000","0.00025"
"0.01800","0.00012","0.00046"
"0.02400","0.00018","0.00056"
"0.03000","0.00030","0.00070"
"0.03600","0.00042","0.00083"
"0.04200","0.00060","0.00083"
"0.04800","0.00084","0.00066"
"0.05400","0.00102","0.00062"
"0.06000","0.00132","0.00065"
"0.06600","0.00155","0.00073"
"0.07200","0.00179","0.00068"
"0.07800","0.00203","0.00055"
"0.08400","0.00245","0.00048"
"0.09000","0.00287","0.00049"
"0.09600","0.00329","0.00057"
"0.10200","0.00377","0.00070"
"0.10800","0.00419","0.00083"
"0.11400","0.00466","0.00093"
"0.12000","0.00520","0.00087"
"0.12600","0.00574","0.00075"
"0.13200","0.00634","0.00068"
"0.13800","0.00688","0.00067"
"0.14400","0.00753","0.00078"
"0.15000","0.00807","0.00095"
"0.15600","0.00873","0.00116"
"0.16200","0.00939","0.00127"
"0.16800","0.00998","0.00137"
"0.17400","0.01064","0.00141"
"0.18000","0.01130","0.00152"
"0.18600","0.01196","0.00158"
"0.19200","0.01262","0.00146"
"0.19800","0.01333","0.00135"
"0.20400","0.01399","0.00125"
"0.21000","0.01465","0.00114"
"0.21600","0.01531","0.00125"
"0.22200","0.01596","0.00140"
"0.22800","0.01668","0.00145"
"0.23400","0.01734","0.00151"
"0.24000","0.01800","0.00146"
"0.24600","0.01865","0.00135"
"0.25200","0.01931","0.00124"
"0.25800","0.01997","0.00110"
"0.26400","0.02057","0.00088"
"0.27000","0.02123","0.00075"
"0.27600","0.02182","0.00066"
"0.28200","0.02248","0.00060"
"0.28800","0.02308","0.00056"
"0.29400","0.02368","0.00050"
"0.30000","0.02427","0.00052"
"0.30600","0.02481","0.00059"
"0.31200","0.02541","0.00064"
"0.31800","0.02601","0.00061"
"0.32400","0.02661","0.00049"
"0.33000","0.02720","0.00030"
"0.33600","0.02774","0.00012"
"0.34200","0.02828","-0.00006"
"0.34800","0.02888","-0.00019"
"0.35400","0.02942","-0.00029"
"0.36000","0.02995","-0.00035"
"0.36600","0.03049","-0.00024"
"0.37200","0.03103","-0.00024"
"0.37800","0.03157","-0.00018"
"0.38400","0.03205","-0.00006"
"0.39000","0.03265","-0.00002"
"0.39600","0.03312","-0.00005"
"0.40200","0.03366","0.00003"
"0.40800","0.03420","0.00002"
"0.41400","0.03468","-0.00005"
"0.42000","0.03516","-0.00006"
"0.42600","0.03569","-0.00002"
"0.43200","0.03617","0.00005"
"0.43800","0.03671","0.00011"
"0.44400","0.03719","0.00032"
"0.45000","0.03773","0.00059"
"0.45600","0.03821","0.00077"
"0.46200","0.03868","0.00095"
"0.46800","0.03922","0.00125"
"0.47400","0.03970","0.00137"
"0.48000","0.04018","0.00143"
"0.48600","0.04072","0.00157"
"0.49200","0.04119","0.00170"
"0.49800","0.04173","0.00179"
"0.50400","0.04221","0.00177"
"0.51000","0.04269","0.00174"
"0.51600","0.04317","0.00187"
"0.52200","0.04371","0.00199"
"0.52800","0.04418","0.00213"
"0.53400","0.04466","0.00217"
"0.54000","0.04520","0.00212"
"0.54600","0.04568","0.00203"
"0.55200","0.04616","0.00206"
"0.55800","0.04670","0.00205"
"0.56400","0.04717","0.00200"
"0.57000","0.04765","0.00206"
"0.57600","0.04813","0.00213"
"0.58200","0.04867","0.00219"
"0.58800","0.04915","0.00214"
"0.59400","0.04963","0.00201"
"0.60000","0.05016","0.00202"
"0.60600","0.05064","0.00203"
"0.61200","0.05118","0.00201"
"0.61800","0.05166","0.00202"
"0.62400","0.05214","0.00194"
"0.63000","0.05267","0.00174"
"0.63600","0.05315","0.00167"
"0.64200","0.05369","0.00163"
"0.64800","0.05417","0.00165"
"0.65400","0.05465","0.00170"
"0.66000","0.05519","0.00169"
"0.66600","0.05566","0.00179"
"0.67200","0.05620","0.00197"
"0.67800","0.05668","0.00196"
"0.68400","0.05716","0.00184"
"0.69000","0.05770","0.00165"
"0.69600","0.05818","0.00143"
"0.70200","0.05871","0.00134"
"0.70800","0.05919","0.00118"
"0.71400","0.05967","0.00102"
"0.72000","0.06021","0.00086"
"0.72600","0.06069","0.00066"
"0.73200","0.06116","0.00054"
"0.73800","0.06170","0.00051"
"0.74400","0.06218","0.00071"
"0.75000","0.06266","0.00097"
"0.75600","0.06320","0.00099"
"0.76200","0.06368","0.00097"
"0.76800","0.06415","0.00118"
"0.77400","0.06469","0.00117"
"0.78000","0.06517","0.00111"
"0.78600","0.06565","0.00124"
"0.79200","0.06619","0.00143"
"0.79800","0.06667","0.00139"
"0.80400","0.06714","0.00145"
"0.81000","0.06768","0.00154"
"0.81600","0.06816","0.00177"
"0.82200","0.06870","0.00208"
"0.82800","0.06918","0.00242"
"0.83400","0.06965","0.00252"
"0.84000","0.07019","0.00261"
"0.84600","0.07067","0.00269"
"0.85200","0.07115","0.00277"
"0.85800","0.07169","0.00279"
"0.86400","0.07217","0.00286"
"0.87000","0.07264","0.00284"
"0.87600","0.07318","0.00269"
"0.88200","0.07366","0.00251"
"0.88800","0.07414","0.00249"
"0.89400","0.07468","0.00252"
"0.90000","0.07516","0.00259"
"0.90600","0.07563","0.00263"
"0.91200","0.07617","0.00257"
"0.91800","0.07665","0.00269"
"0.92400","0.07713","0.00277"
"0.93000","0.07767","0.00275"
"0.93600","0.07814","0.00279"
"0.94200","0.07868","0.00275"
"0.94800","0.07916","0.00268"
"0.95400","0.07964","0.00264"
"0.96000","0.08018","0.00265"
"0.96600","0.08066","0.00285"
"0.97200","0.08119","0.00307"
"0.97800","0.08167","0.00333"
"0.98400","0.08215","0.00356"
"0.99000","0.08263","0.00356"
"0.99600","0.08317","0.00345"
"1.00200","0.08365","0.00348"
"1.00800","0.08412","0.00355"
"1.01400","0.08460","0.00338"
"1.02000","0.08508","0.00329"
"1.02600","0.08562","0.00315"
"1.03200","0.08610","0.00298"
"1.03800","0.08664","0.00264"
"1.04400","0.08711","0.00237"
"1.05000","0.08759","0.00234"
"1.05600","0.08813","0.00219"
"1.06200","0.08861","0.00198"
"1.06800","0.08909","0.00203"
"1.07400","0.08956","0.00204"
"1.08000","0.09010","0.00198"
"1.08600","0.09058","0.00206"
"1.09200","0.09106","0.00215"
"1.09800","0.09160","0.00213"
"1.10400","0.09214","0.00210"
"1.11000","0.09261","0.00206"
"1.11600","0.09315","0.00209"
"1.12200","0.09363","0.00217"
"1.12800","0.09411","0.00210"
"1.13400","0.09465","0.00201"
"1.14000","0.09513","0.00203"
"1.14600","0.09560","0.00205"
"1.15200","0.09614","0.00216"
"1.15800","0.09662","0.00220"
"1.16400","0.09710","0.00233"
"1.17000","0.09764","0.00244"
"1.17600","0.09811","0.00248"
"1.18200","0.09865","0.00255"
"1.18800","0.09913","0.00251"
"1.19400","0.09967","0.00262"
"1.20000","0.10015","0.00291"
"1.20600","0.10063","0.00321"
