End date,"2/12/2017"
Specimen label,"12BT_95"
Maximum Load,"0.39216",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00051"
"0.00600","0.00000","0.00051"
"0.01200","0.00006","0.00041"
"0.01800","0.00012","0.00051"
"0.02400","0.00018","0.00053"
"0.03000","0.00030","0.00064"
"0.03600","0.00042","0.00061"
"0.04200","0.00060","0.00049"
"0.04800","0.00084","0.00035"
"0.05400","0.00102","0.00015"
"0.06000","0.00132","0.00006"
"0.06600","0.00161","0.00009"
"0.07200","0.00191","0.00019"
"0.07800","0.00227","0.00021"
"0.08400","0.00269","0.00023"
"0.09000","0.00311","0.00022"
"0.09600","0.00353","0.00025"
"0.10200","0.00407","0.00029"
"0.10800","0.00454","0.00042"
"0.11400","0.00508","0.00068"
"0.12000","0.00568","0.00079"
"0.12600","0.00622","0.00085"
"0.13200","0.00682","0.00086"
"0.13800","0.00741","0.00086"
"0.14400","0.00801","0.00075"
"0.15000","0.00867","0.00083"
"0.15600","0.00927","0.00099"
"0.16200","0.00993","0.00110"
"0.16800","0.01058","0.00113"
"0.17400","0.01124","0.00107"
"0.18000","0.01190","0.00108"
"0.18600","0.01256","0.00110"
"0.19200","0.01327","0.00106"
"0.19800","0.01393","0.00105"
"0.20400","0.01459","0.00097"
"0.21000","0.01531","0.00073"
"0.21600","0.01596","0.00054"
"0.22200","0.01662","0.00049"
"0.22800","0.01728","0.00037"
"0.23400","0.01794","0.00036"
"0.24000","0.01853","0.00046"
"0.24600","0.01913","0.00056"
"0.25200","0.01979","0.00070"
"0.25800","0.02039","0.00089"
"0.26400","0.02099","0.00119"
"0.27000","0.02158","0.00148"
"0.27600","0.02218","0.00161"
"0.28200","0.02278","0.00175"
"0.28800","0.02338","0.00190"
"0.29400","0.02398","0.00197"
"0.30000","0.02457","0.00202"
"0.30600","0.02517","0.00202"
"0.31200","0.02577","0.00190"
"0.31800","0.02631","0.00183"
"0.32400","0.02685","0.00185"
"0.33000","0.02744","0.00189"
"0.33600","0.02798","0.00198"
"0.34200","0.02852","0.00209"
"0.34800","0.02906","0.00215"
"0.35400","0.02960","0.00213"
"0.36000","0.03013","0.00217"
"0.36600","0.03067","0.00217"
"0.37200","0.03115","0.00214"
"0.37800","0.03169","0.00203"
"0.38400","0.03223","0.00192"
"0.39000","0.03270","0.00188"
"0.39600","0.03324","0.00176"
"0.40200","0.03372","0.00158"
"0.40800","0.03426","0.00153"
"0.41400","0.03474","0.00153"
"0.42000","0.03528","0.00158"
"0.42600","0.03575","0.00178"
"0.43200","0.03629","0.00192"
"0.43800","0.03677","0.00205"
"0.44400","0.03731","0.00216"
"0.45000","0.03779","0.00240"
"0.45600","0.03827","0.00260"
"0.46200","0.03880","0.00269"
"0.46800","0.03928","0.00267"
"0.47400","0.03976","0.00246"
"0.48000","0.04030","0.00208"
"0.48600","0.04078","0.00182"
"0.49200","0.04125","0.00163"
"0.49800","0.04173","0.00162"
"0.50400","0.04227","0.00151"
"0.51000","0.04275","0.00145"
"0.51600","0.04323","0.00153"
"0.52200","0.04371","0.00164"
"0.52800","0.04424","0.00177"
"0.53400","0.04472","0.00189"
"0.54000","0.04520","0.00223"
"0.54600","0.04574","0.00255"
"0.55200","0.04622","0.00272"
"0.55800","0.04676","0.00289"
"0.56400","0.04723","0.00299"
"0.57000","0.04771","0.00284"
"0.57600","0.04825","0.00255"
"0.58200","0.04873","0.00232"
"0.58800","0.04921","0.00203"
"0.59400","0.04969","0.00194"
"0.60000","0.05022","0.00201"
"0.60600","0.05070","0.00214"
"0.61200","0.05124","0.00230"
"0.61800","0.05172","0.00249"
"0.62400","0.05226","0.00268"
"0.63000","0.05273","0.00266"
"0.63600","0.05321","0.00261"
"0.64200","0.05369","0.00261"
"0.64800","0.05423","0.00270"
"0.65400","0.05471","0.00276"
"0.66000","0.05519","0.00282"
"0.66600","0.05572","0.00278"
"0.67200","0.05620","0.00262"
"0.67800","0.05668","0.00249"
"0.68400","0.05722","0.00240"
"0.69000","0.05770","0.00253"
"0.69600","0.05824","0.00254"
"0.70200","0.05871","0.00245"
"0.70800","0.05925","0.00243"
"0.71400","0.05973","0.00244"
"0.72000","0.06027","0.00252"
"0.72600","0.06075","0.00241"
"0.73200","0.06128","0.00248"
"0.73800","0.06176","0.00263"
"0.74400","0.06230","0.00278"
"0.75000","0.06278","0.00290"
"0.75600","0.06332","0.00298"
"0.76200","0.06380","0.00301"
"0.76800","0.06433","0.00305"
"0.77400","0.06481","0.00303"
"0.78000","0.06529","0.00293"
"0.78600","0.06577","0.00281"
"0.79200","0.06631","0.00280"
"0.79800","0.06678","0.00285"
"0.80400","0.06726","0.00282"
"0.81000","0.06774","0.00275"
"0.81600","0.06828","0.00272"
"0.82200","0.06876","0.00275"
"0.82800","0.06924","0.00284"
"0.83400","0.06977","0.00298"
"0.84000","0.07025","0.00311"
"0.84600","0.07079","0.00319"
"0.85200","0.07127","0.00323"
"0.85800","0.07175","0.00314"
"0.86400","0.07229","0.00308"
"0.87000","0.07276","0.00304"
"0.87600","0.07324","0.00288"
"0.88200","0.07372","0.00287"
"0.88800","0.07426","0.00291"
"0.89400","0.07474","0.00303"
"0.90000","0.07528","0.00323"
"0.90600","0.07575","0.00327"
"0.91200","0.07623","0.00320"
"0.91800","0.07677","0.00308"
"0.92400","0.07725","0.00320"
"0.93000","0.07773","0.00342"
"0.93600","0.07826","0.00345"
"0.94200","0.07874","0.00339"
"0.94800","0.07922","0.00338"
"0.95400","0.07970","0.00339"
"0.96000","0.08024","0.00347"
"0.96600","0.08072","0.00362"
"0.97200","0.08119","0.00379"
"0.97800","0.08173","0.00379"
"0.98400","0.08221","0.00376"
"0.99000","0.08269","0.00370"
"0.99600","0.08323","0.00354"
"1.00200","0.08371","0.00334"
"1.00800","0.08418","0.00315"
"1.01400","0.08466","0.00301"
"1.02000","0.08520","0.00308"
"1.02600","0.08568","0.00316"
"1.03200","0.08616","0.00319"
"1.03800","0.08669","0.00326"
"1.04400","0.08717","0.00344"
"1.05000","0.08771","0.00367"
"1.05600","0.08819","0.00389"
"1.06200","0.08867","0.00403"
"1.06800","0.08921","0.00405"
"1.07400","0.08968","0.00407"
"1.08000","0.09016","0.00408"
"1.08600","0.09070","0.00398"
"1.09200","0.09118","0.00379"
"1.09800","0.09166","0.00360"
"1.10400","0.09220","0.00342"
"1.11000","0.09267","0.00320"
"1.11600","0.09315","0.00319"
"1.12200","0.09369","0.00330"
"1.12800","0.09417","0.00333"
"1.13400","0.09465","0.00322"
"1.14000","0.09513","0.00318"
"1.14600","0.09566","0.00325"
"1.15200","0.09614","0.00336"
"1.15800","0.09668","0.00366"
"1.16400","0.09716","0.00382"
"1.17000","0.09770","0.00383"
"1.17600","0.09817","0.00373"
"1.18200","0.09871","0.00369"
"1.18800","0.09925","0.00371"
"1.19400","0.09973","0.00376"
"1.20000","0.10027","0.00384"
"1.20600","0.10075","0.00394"
"1.21200","0.10122","0.00397"
"1.21800","0.10176","0.00394"
"1.22400","0.10224","0.00395"
"1.23000","0.10278","0.00404"
"1.23600","0.10326","0.00410"
"1.24200","0.10373","0.00404"
"1.24800","0.10421","0.00410"
"1.25400","0.10475","0.00419"
"1.26000","0.10523","0.00415"
"1.26600","0.10571","0.00401"
"1.27200","0.10625","0.00399"
"1.27800","0.10672","0.00395"
"1.28400","0.10720","0.00378"
"1.29000","0.10774","0.00368"
"1.29600","0.10822","0.00354"
"1.30200","0.10870","0.00345"
"1.30800","0.10924","0.00353"
"1.31400","0.10971","0.00379"
"1.32000","0.11025","0.00394"
"1.32600","0.11073","0.00400"
"1.33200","0.11127","0.00404"
"1.33800","0.11175","0.00413"
"1.34400","0.11228","0.00419"
"1.35000","0.11276","0.00421"
"1.35600","0.11330","0.00426"
"1.36200","0.11378","0.00442"
"1.36800","0.11426","0.00463"
"1.37400","0.11480","0.00471"
"1.38000","0.11527","0.00462"
"1.38600","0.11575","0.00441"
"1.39200","0.11623","0.00429"
"1.39800","0.11677","0.00428"
"1.40400","0.11725","0.00423"
"1.41000","0.11773","0.00429"
"1.41600","0.11826","0.00433"
"1.42200","0.11874","0.00437"
"1.42800","0.11922","0.00448"
"1.43400","0.11976","0.00450"
"1.44000","0.12024","0.00461"
"1.44600","0.12072","0.00475"
