End date,"2/12/2017"
Specimen label,"10BG_Unk1"
"109.32600","9.11067","0.04315"
"109.33200","9.11121","0.04322"
"109.33800","9.11169","0.04329"
"109.34400","9.11222","0.04333"
"109.35000","9.11270","0.04332"
"109.35600","9.11318","0.04328"
"109.36200","9.11372","0.04326"
"109.36800","9.11420","0.04325"
"109.37400","9.11468","0.04328"
"109.38000","9.11521","0.04334"
"109.38600","9.11569","0.04343"
"109.39200","9.11623","0.04353"
"109.39800","9.11671","0.04361"
"109.40400","9.11725","0.04373"
"109.41000","9.11772","0.04385"
"109.41600","9.11820","0.04387"
"109.42200","9.11874","0.04385"
"109.42800","9.11922","0.04381"
"109.43400","9.11976","0.04383"
"109.44000","9.12024","0.04395"
"109.44600","9.12071","0.04405"
"109.45200","9.12119","0.04408"
"109.45800","9.12173","0.04408"
"109.46400","9.12221","0.04403"
"109.47000","9.12269","0.04390"
"109.47600","9.12323","0.04379"
"109.48200","9.12370","0.04366"
"109.48800","9.12418","0.04361"
"109.49400","9.12472","0.04360"
"109.50000","9.12520","0.04360"
"109.50600","9.12568","0.04362"
"109.51200","9.12615","0.04363"
"109.51800","9.12669","0.04364"
"109.52400","9.12717","0.04373"
"109.53000","9.12765","0.04378"
"109.53600","9.12813","0.04379"
"109.54200","9.12867","0.04381"
"109.54800","9.12914","0.04379"
"109.55400","9.12968","0.04383"
"109.56000","9.13016","0.04388"
"109.56600","9.13064","0.04386"
"109.57200","9.13118","0.04372"
"109.57800","9.13165","0.04356"
"109.58400","9.13213","0.04338"
"109.59000","9.13267","0.04325"
"109.59600","9.13315","0.04315"
"109.60200","9.13363","0.04311"
"109.60800","9.13411","0.04320"
"109.61400","9.13464","0.04324"
"109.62000","9.13512","0.04335"
"109.62600","9.13560","0.04343"
"109.63200","9.13614","0.04337"
"109.63800","9.13662","0.04333"
"109.64400","9.13716","0.04332"
"109.65000","9.13763","0.04330"
"109.65600","9.13811","0.04329"
"109.66200","9.13865","0.04326"
"109.66800","9.13913","0.04322"
"109.67400","9.13967","0.04319"
"109.68000","9.14015","0.04315"
"109.68600","9.14068","0.04317"
"109.69200","9.14116","0.04322"
"109.69800","9.14170","0.04327"
"109.70400","9.14218","0.04336"
"109.71000","9.14272","0.04342"
"109.71600","9.14320","0.04346"
"109.72200","9.14373","0.04351"
"109.72800","9.14421","0.04355"
"109.73400","9.14475","0.04351"
"109.74000","9.14523","0.04345"
"109.74600","9.14571","0.04342"
"109.75200","9.14624","0.04340"
"109.75800","9.14672","0.04346"
"109.76400","9.14720","0.04348"
"109.77000","9.14774","0.04350"
"109.77600","9.14822","0.04352"
"109.78200","9.14870","0.04350"
"109.78800","9.14923","0.04352"
"109.79400","9.14971","0.04354"
"109.80000","9.15019","0.04355"
"109.80600","9.15067","0.04356"
"109.81200","9.15115","0.04356"
"109.81800","9.15168","0.04353"
"109.82400","9.15216","0.04359"
"109.83000","9.15270","0.04368"
"109.83600","9.15318","0.04375"
"109.84200","9.15372","0.04382"
"109.84800","9.15420","0.04381"
"109.85400","9.15473","0.04381"
"109.86000","9.15521","0.04381"
"109.86600","9.15575","0.04375"
"109.87200","9.15623","0.04372"
"109.87800","9.15677","0.04374"
"109.88400","9.15724","0.04370"
"109.89000","9.15772","0.04365"
"109.89600","9.15826","0.04360"
"109.90200","9.15874","0.04362"
"109.90800","9.15922","0.04368"
"109.91400","9.15970","0.04372"
"109.92000","9.16023","0.04379"
"109.92600","9.16071","0.04386"
"109.93200","9.16119","0.04389"
"109.93800","9.16173","0.04392"
"109.94400","9.16221","0.04395"
"109.95000","9.16269","0.04395"
"109.95600","9.16322","0.04393"
"109.96200","9.16370","0.04391"
"109.96800","9.16418","0.04390"
"109.97400","9.16472","0.04394"
"109.98000","9.16520","0.04391"
"109.98600","9.16574","0.04383"
"109.99200","9.16621","0.04380"
"109.99800","9.16675","0.04377"
"110.00400","9.16723","0.04375"
"110.01000","9.16777","0.04379"
"110.01600","9.16825","0.04376"
"110.02200","9.16872","0.04371"
"110.02800","9.16926","0.04367"
"110.03400","9.16974","0.04362"
"110.04000","9.17022","0.04361"
"110.04600","9.17070","0.04358"
"110.05200","9.17118","0.04352"
"110.05800","9.17171","0.04349"
"110.06400","9.17219","0.04349"
"110.07000","9.17267","0.04352"
"110.07600","9.17321","0.04352"
"110.08200","9.17369","0.04355"
"110.08800","9.17417","0.04361"
"110.09400","9.17464","0.04368"
"110.10000","9.17518","0.04369"
"110.10600","9.17566","0.04372"
"110.11200","9.17614","0.04377"
"110.11800","9.17662","0.04379"
"110.12400","9.17715","0.04372"
"110.13000","9.17763","0.04364"
"110.13600","9.17817","0.04369"
"110.14200","9.17865","0.04369"
"110.14800","9.17919","0.04364"
"110.15400","9.17967","0.04360"
"110.16000","9.18021","0.04353"
"110.16600","9.18068","0.04343"
"110.17200","9.18122","0.04330"
"110.17800","9.18170","0.04324"
"110.18400","9.18218","0.04323"
"110.19000","9.18272","0.04328"
"110.19600","9.18319","0.04332"
"110.20200","9.18367","0.04335"
"110.20800","9.18415","0.04345"
"110.21400","9.18469","0.04353"
"110.22000","9.18517","0.04361"
"110.22600","9.18565","0.04365"
"110.23200","9.18618","0.04366"
"110.23800","9.18666","0.04367"
"110.24400","9.18714","0.04369"
"110.25000","9.18768","0.04371"
"110.25600","9.18822","0.04378"
"110.26200","9.18869","0.04384"
"110.26800","9.18917","0.04388"
"110.27400","9.18971","0.04398"
"110.28000","9.19025","0.04403"
"110.28600","9.19073","0.04411"
"110.29200","9.19127","0.04418"
"110.29800","9.19174","0.04415"
"110.30400","9.19222","0.04409"
"110.31000","9.19276","0.04408"
"110.31600","9.19324","0.04405"
"110.32200","9.19378","0.04403"
"110.32800","9.19425","0.04401"
"110.33400","9.19473","0.04401"
"110.34000","9.19521","0.04408"
"110.34600","9.19569","0.04406"
"110.35200","9.19617","0.04406"
"110.35800","9.19671","0.04411"
"110.36400","9.19718","0.04413"
"110.37000","9.19766","0.04416"
"110.37600","9.19820","0.04417"
"110.38200","9.19868","0.04412"
"110.38800","9.19916","0.04408"
"110.39400","9.19970","0.04410"
"110.40000","9.20017","0.04410"
"110.40600","9.20071","0.04413"
"110.41200","9.20119","0.04425"
"110.41800","9.20173","0.04436"
"110.42400","9.20221","0.04449"
"110.43000","9.20274","0.04452"
"110.43600","9.20322","0.04448"
"110.44200","9.20376","0.04443"
"110.44800","9.20424","0.04433"
"110.45400","9.20472","0.04434"
"110.46000","9.20520","0.04439"
"110.46600","9.20573","0.04435"
"110.47200","9.20621","0.04428"
"110.47800","9.20669","0.04422"
"110.48400","9.20723","0.04424"
"110.49000","9.20771","0.04423"
"110.49600","9.20819","0.04421"
"110.50200","9.20866","0.04418"
"110.50800","9.20920","0.04414"
"110.51400","9.20968","0.04407"
"110.52000","9.21016","0.04402"
"110.52600","9.21064","0.04399"
"110.53200","9.21117","0.04399"
"110.53800","9.21165","0.04400"
"110.54400","9.21213","0.04401"
"110.55000","9.21267","0.04395"
"110.55600","9.21315","0.04390"
"110.56200","9.21369","0.04382"
"110.56800","9.21416","0.04377"
"110.57400","9.21470","0.04377"
"110.58000","9.21518","0.04376"
"110.58600","9.21566","0.04373"
"110.59200","9.21614","0.04369"
"110.59800","9.21668","0.04360"
"110.60400","9.21715","0.04357"
"110.61000","9.21763","0.04357"
"110.61600","9.21811","0.04350"
"110.62200","9.21865","0.04355"
"110.62800","9.21913","0.04355"
"110.63400","9.21961","0.04353"
"110.64000","9.22014","0.04356"
"110.64600","9.22062","0.04366"
"110.65200","9.22110","0.04369"
"110.65800","9.22158","0.04374"
"110.66400","9.22212","0.04372"
"110.67000","9.22260","0.04373"
"110.67600","9.22313","0.04384"
"110.68200","9.22361","0.04397"
"110.68800","9.22409","0.04409"
"110.69400","9.22463","0.04413"
"110.70000","9.22511","0.04409"
"110.70600","9.22564","0.04407"
"110.71200","9.22618","0.04405"
"110.71800","9.22666","0.04408"
"110.72400","9.22720","0.04411"
"110.73000","9.22768","0.04413"
"110.73600","9.22816","0.04419"
"110.74200","9.22869","0.04425"
"110.74800","9.22917","0.04425"
"110.75400","9.22965","0.04422"
"110.76000","9.23019","0.04419"
"110.76600","9.23067","0.04414"
"110.77200","9.23120","0.04412"
"110.77800","9.23168","0.04412"
"110.78400","9.23222","0.04413"
"110.79000","9.23270","0.04414"
"110.79600","9.23324","0.04415"
"110.80200","9.23372","0.04419"
"110.80800","9.23419","0.04422"
"110.81400","9.23473","0.04418"
"110.82000","9.23521","0.04412"
"110.82600","9.23569","0.04420"
"110.83200","9.23623","0.04431"
"110.83800","9.23671","0.04438"
"110.84400","9.23718","0.04447"
"110.85000","9.23772","0.04448"
"110.85600","9.23820","0.04443"
"110.86200","9.23874","0.04439"
"110.86800","9.23922","0.04438"
"110.87400","9.23969","0.04443"
"110.88000","9.24023","0.04442"
"110.88600","9.24071","0.04441"
"110.89200","9.24119","0.04443"
"110.89800","9.24167","0.04440"
"110.90400","9.24221","0.04444"
"110.91000","9.24268","0.04453"
"110.91600","9.24316","0.04457"
"110.92200","9.24370","0.04452"
"110.92800","9.24418","0.04450"
"110.93400","9.24472","0.04445"
"110.94000","9.24520","0.04441"
"110.94600","9.24567","0.04443"
"110.95200","9.24621","0.04445"
"110.95800","9.24669","0.04453"
"110.96400","9.24723","0.04454"
"110.97000","9.24771","0.04457"
"110.97600","9.24819","0.04458"
"110.98200","9.24872","0.04452"
"110.98800","9.24920","0.04441"
"110.99400","9.24968","0.04435"
"111.00000","9.25022","0.04436"
"111.00600","9.25070","0.04440"
"111.01200","9.25123","0.04436"
"111.01800","9.25171","0.04430"
"111.02400","9.25225","0.04436"
"111.03000","9.25273","0.04442"
"111.03600","9.25321","0.04448"
"111.04200","9.25375","0.04454"
"111.04800","9.25422","0.04448"
"111.05400","9.25470","0.04445"
"111.06000","9.25518","0.04437"
"111.06600","9.25572","0.04428"
"111.07200","9.25620","0.04422"
"111.07800","9.25674","0.04416"
"111.08400","9.25721","0.04412"
"111.09000","9.25769","0.04409"
"111.09600","9.25823","0.04406"
"111.10200","9.25871","0.04401"
"111.10800","9.25919","0.04405"
"111.11400","9.25966","0.04407"
"111.12000","9.26020","0.04411"
"111.12600","9.26068","0.04421"
"111.13200","9.26116","0.04430"
"111.13800","9.26164","0.04440"
"111.14400","9.26218","0.04448"
"111.15000","9.26265","0.04447"
"111.15600","9.26313","0.04446"
"111.16200","9.26367","0.04446"
"111.16800","9.26415","0.04439"
"111.17400","9.26463","0.04438"
"111.18000","9.26517","0.04431"
"111.18600","9.26564","0.04421"
"111.19200","9.26612","0.04417"
"111.19800","9.26660","0.04410"
"111.20400","9.26714","0.04407"
"111.21000","9.26762","0.04409"
"111.21600","9.26816","0.04408"
"111.22200","9.26863","0.04407"
"111.22800","9.26917","0.04412"
"111.23400","9.26965","0.04417"
"111.24000","9.27013","0.04428"
"111.24600","9.27067","0.04433"
"111.25200","9.27114","0.04431"
"111.25800","9.27162","0.04431"
"111.26400","9.27216","0.04423"
"111.27000","9.27264","0.04419"
"111.27600","9.27312","0.04425"
"111.28200","9.27366","0.04427"
"111.28800","9.27413","0.04427"
"111.29400","9.27467","0.04434"
"111.30000","9.27515","0.04441"
"111.30600","9.27569","0.04451"
"111.31200","9.27617","0.04461"
"111.31800","9.27665","0.04476"
"111.32400","9.27718","0.04488"
"111.33000","9.27766","0.04487"
"111.33600","9.27820","0.04483"
"111.34200","9.27868","0.04482"
"111.34800","9.27922","0.04479"
"111.35400","9.27969","0.04475"
"111.36000","9.28023","0.04478"
"111.36600","9.28077","0.04479"
"111.37200","9.28125","0.04484"
"111.37800","9.28179","0.04483"
"111.38400","9.28226","0.04471"
"111.39000","9.28274","0.04462"
"111.39600","9.28328","0.04454"
"111.40200","9.28376","0.04442"
"111.40800","9.28424","0.04444"
"111.41400","9.28472","0.04448"
"111.42000","9.28519","0.04456"
"111.42600","9.28573","0.04469"
"111.43200","9.28621","0.04479"
"111.43800","9.28669","0.04482"
"111.44400","9.28723","0.04478"
"111.45000","9.28771","0.04466"
"111.45600","9.28818","0.04457"
"111.46200","9.28866","0.04451"
"111.46800","9.28920","0.04447"
"111.47400","9.28968","0.04444"
"111.48000","9.29016","0.04440"
"111.48600","9.29070","0.04436"
"111.49200","9.29117","0.04441"
"111.49800","9.29171","0.04444"
"111.50400","9.29219","0.04447"
"111.51000","9.29267","0.04448"
"111.51600","9.29321","0.04442"
"111.52200","9.29368","0.04441"
"111.52800","9.29422","0.04445"
"111.53400","9.29470","0.04449"
"111.54000","9.29518","0.04452"
"111.54600","9.29572","0.04452"
"111.55200","9.29620","0.04456"
"111.55800","9.29667","0.04466"
"111.56400","9.29721","0.04461"
"111.57000","9.29769","0.04460"
"111.57600","9.29823","0.04463"
"111.58200","9.29871","0.04451"
"111.58800","9.29925","0.04439"
"111.59400","9.29972","0.04430"
"111.60000","9.30020","0.04420"
"111.60600","9.30074","0.04414"
"111.61200","9.30122","0.04410"
"111.61800","9.30170","0.04399"
"111.62400","9.30224","0.04398"
"111.63000","9.30271","0.04395"
"111.63600","9.30319","0.04387"
"111.64200","9.30373","0.04386"
"111.64800","9.30421","0.04380"
"111.65400","9.30469","0.04378"
"111.66000","9.30516","0.04386"
"111.66600","9.30570","0.04389"
"111.67200","9.30618","0.04401"
"111.67800","9.30666","0.04413"
"111.68400","9.30720","0.04419"
"111.69000","9.30768","0.04425"
"111.69600","9.30815","0.04434"
"111.70200","9.30869","0.04442"
"111.70800","9.30917","0.04454"
"111.71400","9.30965","0.04468"
"111.72000","9.31013","0.04474"
"111.72600","9.31067","0.04478"
"111.73200","9.31114","0.04471"
"111.73800","9.31162","0.04466"
"111.74400","9.31216","0.04465"
"111.75000","9.31264","0.04467"
"111.75600","9.31312","0.04471"
"111.76200","9.31359","0.04478"
"111.76800","9.31413","0.04487"
"111.77400","9.31461","0.04495"
"111.78000","9.31509","0.04495"
"111.78600","9.31563","0.04498"
"111.79200","9.31611","0.04508"
"111.79800","9.31658","0.04509"
"111.80400","9.31712","0.04506"
"111.81000","9.31766","0.04504"
"111.81600","9.31814","0.04494"
"111.82200","9.31868","0.04491"
"111.82800","9.31916","0.04498"
"111.83400","9.31969","0.04504"
"111.84000","9.32023","0.04511"
"111.84600","9.32071","0.04517"
"111.85200","9.32125","0.04516"
"111.85800","9.32173","0.04513"
"111.86400","9.32226","0.04510"
"111.87000","9.32274","0.04507"
"111.87600","9.32322","0.04508"
"111.88200","9.32376","0.04504"
"111.88800","9.32424","0.04496"
"111.89400","9.32478","0.04489"
"111.90000","9.32525","0.04489"
"111.90600","9.32573","0.04486"
"111.91200","9.32627","0.04479"
"111.91800","9.32675","0.04467"
"111.92400","9.32723","0.04462"
"111.93000","9.32771","0.04454"
"111.93600","9.32824","0.04448"
"111.94200","9.32872","0.04448"
"111.94800","9.32920","0.04448"
"111.95400","9.32974","0.04456"
"111.96000","9.33022","0.04468"
"111.96600","9.33069","0.04476"
"111.97200","9.33123","0.04486"
"111.97800","9.33171","0.04492"
"111.98400","9.33225","0.04488"
"111.99000","9.33273","0.04481"
"111.99600","9.33327","0.04468"
"112.00200","9.33374","0.04455"
"112.00800","9.33428","0.04451"
"112.01400","9.33476","0.04451"
"112.02000","9.33524","0.04450"
"112.02600","9.33578","0.04454"
"112.03200","9.33626","0.04450"
"112.03800","9.33673","0.04447"
"112.04400","9.33721","0.04445"
"112.05000","9.33775","0.04435"
"112.05600","9.33823","0.04431"
"112.06200","9.33871","0.04425"
"112.06800","9.33918","0.04425"
"112.07400","9.33966","0.04430"
"112.08000","9.34020","0.04432"
"112.08600","9.34068","0.04438"
"112.09200","9.34116","0.04454"
"112.09800","9.34170","0.04467"
"112.10400","9.34217","0.04466"
"112.11000","9.34265","0.04467"
"112.11600","9.34319","0.04460"
"112.12200","9.34367","0.04456"
"112.12800","9.34415","0.04451"
"112.13400","9.34469","0.04448"
"112.14000","9.34516","0.04454"
"112.14600","9.34564","0.04452"
"112.15200","9.34618","0.04447"
"112.15800","9.34672","0.04446"
"112.16400","9.34720","0.04440"
"112.17000","9.34774","0.04434"
"112.17600","9.34821","0.04436"
"112.18200","9.34869","0.04437"
"112.18800","9.34917","0.04437"
"112.19400","9.34965","0.04443"
"112.20000","9.35019","0.04448"
"112.20600","9.35067","0.04456"
"112.21200","9.35114","0.04459"
"112.21800","9.35162","0.04462"
"112.22400","9.35216","0.04471"
"112.23000","9.35264","0.04472"
"112.23600","9.35318","0.04469"
"112.24200","9.35365","0.04472"
"112.24800","9.35419","0.04478"
"112.25400","9.35467","0.04483"
"112.26000","9.35515","0.04495"
"112.26600","9.35563","0.04500"
"112.27200","9.35616","0.04498"
"112.27800","9.35664","0.04494"
"112.28400","9.35712","0.04499"
"112.29000","9.35760","0.04509"
"112.29600","9.35814","0.04520"
"112.30200","9.35862","0.04529"
"112.30800","9.35915","0.04537"
"112.31400","9.35969","0.04536"
"112.32000","9.36017","0.04528"
"112.32600","9.36065","0.04525"
"112.33200","9.36113","0.04521"
"112.33800","9.36167","0.04525"
"112.34400","9.36214","0.04533"
"112.35000","9.36262","0.04534"
"112.35600","9.36316","0.04535"
"112.36200","9.36364","0.04534"
"112.36800","9.36412","0.04525"
"112.37400","9.36466","0.04520"
"112.38000","9.36513","0.04513"
"112.38600","9.36567","0.04507"
"112.39200","9.36615","0.04502"
"112.39800","9.36669","0.04502"
"112.40400","9.36717","0.04504"
"112.41000","9.36765","0.04516"
"112.41600","9.36818","0.04523"
"112.42200","9.36866","0.04525"
"112.42800","9.36914","0.04521"
"112.43400","9.36968","0.04517"
"112.44000","9.37016","0.04524"
"112.44600","9.37069","0.04531"
"112.45200","9.37117","0.04534"
"112.45800","9.37165","0.04532"
"112.46400","9.37219","0.04516"
"112.47000","9.37267","0.04501"
"112.47600","9.37321","0.04496"
"112.48200","9.37374","0.04490"
"112.48800","9.37422","0.04486"
"112.49400","9.37470","0.04481"
"112.50000","9.37524","0.04480"
"112.50600","9.37572","0.04479"
"112.51200","9.37619","0.04481"
"112.51800","9.37673","0.04486"
"112.52400","9.37721","0.04504"
"112.53000","9.37775","0.04515"
"112.53600","9.37823","0.04524"
"112.54200","9.37871","0.04532"
"112.54800","9.37924","0.04529"
"112.55400","9.37972","0.04525"
"112.56000","9.38020","0.04522"
"112.56600","9.38074","0.04513"
"112.57200","9.38122","0.04507"
"112.57800","9.38170","0.04501"
"112.58400","9.38223","0.04484"
"112.59000","9.38271","0.04474"
"112.59600","9.38325","0.04474"
"112.60200","9.38373","0.04465"
"112.60800","9.38421","0.04465"
"112.61400","9.38474","0.04466"
"112.62000","9.38522","0.04470"
"112.62600","9.38570","0.04481"
"112.63200","9.38618","0.04486"
"112.63800","9.38672","0.04491"
"112.64400","9.38720","0.04500"
"112.65000","9.38767","0.04505"
"112.65600","9.38821","0.04505"
"112.66200","9.38869","0.04498"
"112.66800","9.38917","0.04491"
"112.67400","9.38971","0.04496"
"112.68000","9.39019","0.04498"
"112.68600","9.39066","0.04494"
"112.69200","9.39114","0.04502"
"112.69800","9.39168","0.04505"
"112.70400","9.39216","0.04508"
"112.71000","9.39264","0.04521"
"112.71600","9.39312","0.04531"
"112.72200","9.39365","0.04538"
"112.72800","9.39413","0.04543"
"112.73400","9.39461","0.04544"
"112.74000","9.39515","0.04543"
"112.74600","9.39563","0.04538"
"112.75200","9.39616","0.04536"
"112.75800","9.39664","0.04537"
"112.76400","9.39712","0.04538"
"112.77000","9.39766","0.04542"
"112.77600","9.39814","0.04550"
"112.78200","9.39862","0.04555"
"112.78800","9.39915","0.04556"
"112.79400","9.39963","0.04560"
"112.80000","9.40017","0.04563"
"112.80600","9.40065","0.04564"
"112.81200","9.40113","0.04564"
"112.81800","9.40166","0.04556"
"112.82400","9.40214","0.04552"
"112.83000","9.40262","0.04551"
"112.83600","9.40316","0.04549"
"112.84200","9.40364","0.04551"
"112.84800","9.40412","0.04549"
"112.85400","9.40460","0.04547"
"112.86000","9.40513","0.04546"
"112.86600","9.40561","0.04534"
"112.87200","9.40615","0.04527"
"112.87800","9.40663","0.04531"
"112.88400","9.40717","0.04536"
"112.89000","9.40764","0.04544"
"112.89600","9.40818","0.04552"
"112.90200","9.40866","0.04552"
"112.90800","9.40920","0.04553"
"112.91400","9.40968","0.04554"
"112.92000","9.41016","0.04550"
"112.92600","9.41063","0.04546"
"112.93200","9.41117","0.04534"
"112.93800","9.41165","0.04522"
"112.94400","9.41219","0.04512"
"112.95000","9.41267","0.04509"
"112.95600","9.41320","0.04512"
"112.96200","9.41368","0.04510"
"112.96800","9.41416","0.04506"
"112.97400","9.41470","0.04509"
"112.98000","9.41518","0.04514"
"112.98600","9.41566","0.04518"
"112.99200","9.41619","0.04522"
"112.99800","9.41667","0.04522"
"113.00400","9.41721","0.04528"
"113.01000","9.41769","0.04543"
"113.01600","9.41823","0.04546"
"113.02200","9.41870","0.04545"
"113.02800","9.41924","0.04543"
"113.03400","9.41972","0.04540"
"113.04000","9.42020","0.04535"
"113.04600","9.42074","0.04526"
"113.05200","9.42122","0.04513"
"113.05800","9.42169","0.04509"
"113.06400","9.42217","0.04512"
"113.07000","9.42271","0.04511"
"113.07600","9.42319","0.04512"
"113.08200","9.42373","0.04516"
"113.08800","9.42421","0.04527"
"113.09400","9.42474","0.04537"
"113.10000","9.42522","0.04535"
"113.10600","9.42570","0.04537"
"113.11200","9.42624","0.04540"
"113.11800","9.42672","0.04540"
"113.12400","9.42720","0.04544"
"113.13000","9.42773","0.04545"
"113.13600","9.42821","0.04547"
"113.14200","9.42869","0.04550"
"113.14800","9.42923","0.04548"
"113.15400","9.42971","0.04538"
"113.16000","9.43024","0.04525"
"113.16600","9.43072","0.04519"
"113.17200","9.43126","0.04520"
"113.17800","9.43174","0.04517"
"113.18400","9.43222","0.04515"
"113.19000","9.43276","0.04519"
"113.19600","9.43323","0.04524"
"113.20200","9.43371","0.04529"
"113.20800","9.43419","0.04540"
"113.21400","9.43467","0.04549"
"113.22000","9.43515","0.04556"
"113.22600","9.43569","0.04575"
"113.23200","9.43616","0.04587"
"113.23800","9.43664","0.04595"
"113.24400","9.43718","0.04602"
"113.25000","9.43766","0.04605"
"113.25600","9.43814","0.04601"
"113.26200","9.43861","0.04599"
"113.26800","9.43915","0.04597"
"113.27400","9.43963","0.04597"
"113.28000","9.44011","0.04595"
"113.28600","9.44065","0.04592"
"113.29200","9.44113","0.04595"
"113.29800","9.44166","0.04597"
"113.30400","9.44214","0.04600"
"113.31000","9.44268","0.04605"
"113.31600","9.44316","0.04606"
"113.32200","9.44364","0.04609"
"113.32800","9.44418","0.04608"
"113.33400","9.44465","0.04609"
"113.34000","9.44519","0.04615"
"113.34600","9.44567","0.04620"
"113.35200","9.44615","0.04621"
"113.35800","9.44663","0.04624"
"113.36400","9.44716","0.04616"
"113.37000","9.44764","0.04612"
"113.37600","9.44812","0.04620"
"113.38200","9.44860","0.04628"
"113.38800","9.44914","0.04631"
"113.39400","9.44962","0.04631"
"113.40000","9.45010","0.04637"
"113.40600","9.45063","0.04635"
"113.41200","9.45111","0.04623"
"113.41800","9.45165","0.04609"
"113.42400","9.45213","0.04605"
"113.43000","9.45267","0.04598"
"113.43600","9.45320","0.04591"
"113.44200","9.45368","0.04592"
"113.44800","9.45422","0.04596"
"113.45400","9.45470","0.04601"
"113.46000","9.45524","0.04611"
"113.46600","9.45571","0.04614"
"113.47200","9.45619","0.04615"
"113.47800","9.45667","0.04613"
"113.48400","9.45721","0.04608"
"113.49000","9.45769","0.04608"
"113.49600","9.45817","0.04605"
"113.50200","9.45870","0.04602"
"113.50800","9.45918","0.04607"
"113.51400","9.45966","0.04611"
"113.52000","9.46020","0.04608"
"113.52600","9.46068","0.04601"
"113.53200","9.46122","0.04597"
"113.53800","9.46169","0.04592"
"113.54400","9.46217","0.04581"
"113.55000","9.46271","0.04567"
"113.55600","9.46319","0.04552"
"113.56200","9.46373","0.04544"
"113.56800","9.46420","0.04532"
"113.57400","9.46474","0.04531"
"113.58000","9.46522","0.04531"
"113.58600","9.46576","0.04526"
"113.59200","9.46624","0.04532"
"113.59800","9.46672","0.04544"
"113.60400","9.46725","0.04547"
"113.61000","9.46773","0.04557"
"113.61600","9.46821","0.04563"
"113.62200","9.46875","0.04569"
"113.62800","9.46923","0.04581"
"113.63400","9.46971","0.04589"
"113.64000","9.47024","0.04596"
"113.64600","9.47072","0.04603"
"113.65200","9.47120","0.04604"
"113.65800","9.47174","0.04613"
"113.66400","9.47222","0.04622"
"113.67000","9.47270","0.04621"
"113.67600","9.47323","0.04619"
"113.68200","9.47371","0.04616"
"113.68800","9.47419","0.04618"
"113.69400","9.47473","0.04622"
"113.70000","9.47521","0.04622"
"113.70600","9.47569","0.04623"
"113.71200","9.47622","0.04621"
"113.71800","9.47670","0.04614"
"113.72400","9.47724","0.04619"
"113.73000","9.47772","0.04628"
"113.73600","9.47826","0.04637"
"113.74200","9.47873","0.04654"
"113.74800","9.47927","0.04670"
"113.75400","9.47975","0.04680"
"113.76000","9.48023","0.04683"
"113.76600","9.48071","0.04674"
"113.77200","9.48125","0.04668"
"113.77800","9.48172","0.04669"
"113.78400","9.48220","0.04660"
"113.79000","9.48268","0.04660"
"113.79600","9.48316","0.04664"
"113.80200","9.48370","0.04657"
"113.80800","9.48417","0.04660"
"113.81400","9.48465","0.04665"
"113.82000","9.48519","0.04666"
"113.82600","9.48567","0.04672"
"113.83200","9.48615","0.04672"
"113.83800","9.48663","0.04670"
"113.84400","9.48716","0.04665"
"113.85000","9.48764","0.04659"
"113.85600","9.48818","0.04657"
"113.86200","9.48866","0.04660"
"113.86800","9.48914","0.04659"
"113.87400","9.48968","0.04662"
"113.88000","9.49015","0.04653"
"113.88600","9.49063","0.04644"
"113.89200","9.49117","0.04645"
"113.89800","9.49165","0.04647"
"113.90400","9.49213","0.04650"
"113.91000","9.49266","0.04650"
"113.91600","9.49314","0.04646"
"113.92200","9.49362","0.04646"
"113.92800","9.49416","0.04645"
"113.93400","9.49464","0.04641"
"113.94000","9.49512","0.04640"
"113.94600","9.49565","0.04636"
"113.95200","9.49613","0.04636"
"113.95800","9.49661","0.04639"
"113.96400","9.49715","0.04640"
"113.97000","9.49763","0.04641"
"113.97600","9.49817","0.04643"
"113.98200","9.49864","0.04631"
"113.98800","9.49918","0.04620"
"113.99400","9.49966","0.04615"
"114.00000","9.50020","0.04606"
"114.00600","9.50068","0.04601"
"114.01200","9.50121","0.04609"
"114.01800","9.50169","0.04613"
"114.02400","9.50223","0.04621"
"114.03000","9.50271","0.04628"
"114.03600","9.50319","0.04625"
"114.04200","9.50373","0.04629"
"114.04800","9.50420","0.04624"
"114.05400","9.50474","0.04616"
"114.06000","9.50522","0.04629"
"114.06600","9.50570","0.04634"
"114.07200","9.50624","0.04633"
"114.07800","9.50672","0.04631"
"114.08400","9.50719","0.04629"
"114.09000","9.50773","0.04630"
"114.09600","9.50821","0.04631"
"114.10200","9.50869","0.04628"
"114.10800","9.50917","0.04627"
"114.11400","9.50970","0.04629"
"114.12000","9.51018","0.04625"
"114.12600","9.51066","0.04628"
"114.13200","9.51120","0.04632"
"114.13800","9.51168","0.04641"
"114.14400","9.51222","0.04646"
"114.15000","9.51269","0.04647"
"114.15600","9.51323","0.04652"
"114.16200","9.51371","0.04657"
"114.16800","9.51425","0.04660"
"114.17400","9.51473","0.04670"
"114.18000","9.51527","0.04681"
"114.18600","9.51574","0.04684"
"114.19200","9.51628","0.04682"
"114.19800","9.51676","0.04684"
"114.20400","9.51724","0.04685"
"114.21000","9.51772","0.04686"
"114.21600","9.51825","0.04686"
"114.22200","9.51873","0.04697"
"114.22800","9.51921","0.04700"
"114.23400","9.51975","0.04693"
"114.24000","9.52023","0.04696"
"114.24600","9.52071","0.04698"
