"Ptime","Pload","Vtime","Vload"
145.032,0.19199,145.152,0.09646
278.49,1.24112,278.604,1.17646
288.876,1.36132,289.026,1.18506
297.612,1.27179,297.738,0.91786
338.796,1.56365,338.88,1.52333
345.324,1.5865,345.408,1.34722
350.454,1.38712,350.55,1.09733
357.36,1.15827,357.558,1.0515
357.75,1.05176,357.99,0.84872
364.602,0.7444,364.698,0.55984
385.536,0.84873,385.644,0.76711
405.408,1.04204,405.504,0.95703
436.8,1.32954,436.854,1.30109
441.012,1.34942,441.132,1.25855
444.324,1.30418,444.492,1.24353
455.91,1.36907,455.988,1.31832
470.784,1.4805,470.916,1.20938
491.43,1.41975,491.49,1.2081
491.67,1.19601,491.856,0.75419
532.446,0.99412,532.584,0.80629
537.852,0.84732,537.924,0.56319
561.306,0.7097,561.384,0.02769
