"Ptime","Pload","Vtime","Vload"
203.014,0.37329,203.092,0.17627
234.196,0.39836,234.268,0.34553
239.314,0.3656,239.47,0.17576
267.832,0.54546,267.976,-0.00774
324.202,0.14021,324.49,-0.00104
379.48,0.20202,379.636,0.1541
415.234,0.29515,415.354,0.12976
473.512,0.27776,473.596,-0.0132
473.614,0.01447,473.632,-0.00288
