End date,"12/17/2016"
Specimen label,"15CG_Unk"
Maximum Load,"0.01489",N

Time,Extension,Load
(s),(mm),(N)
"29.64000","2.47020","0.01161"
"29.64600","2.47068","0.01162"
"29.65200","2.47122","0.01156"
"29.65800","2.47170","0.01153"
"29.66400","2.47218","0.01154"
"29.67000","2.47272","0.01158"
"29.67600","2.47319","0.01158"
"29.68200","2.47373","0.01153"
"29.68800","2.47421","0.01145"
"29.69400","2.47469","0.01141"
"29.70000","2.47523","0.01131"
"29.70600","2.47570","0.01128"
"29.71200","2.47618","0.01134"
"29.71800","2.47672","0.01128"
"29.72400","2.47720","0.01130"
"29.73000","2.47768","0.01139"
"29.73600","2.47816","0.01143"
"29.74200","2.47869","0.01145"
"29.74800","2.47917","0.01149"
"29.75400","2.47965","0.01148"
"29.76000","2.48019","0.01146"
"29.76600","2.48067","0.01139"
"29.77200","2.48115","0.01135"
"29.77800","2.48168","0.01133"
"29.78400","2.48216","0.01124"
"29.79000","2.48270","0.01114"
"29.79600","2.48318","0.01109"
"29.80200","2.48372","0.01102"
"29.80800","2.48420","0.01097"
"29.81400","2.48473","0.01099"
"29.82000","2.48521","0.01105"
"29.82600","2.48575","0.01110"
"29.83200","2.48623","0.01113"
"29.83800","2.48671","0.01117"
"29.84400","2.48724","0.01122"
"29.85000","2.48772","0.01121"
"29.85600","2.48820","0.01124"
"29.86200","2.48868","0.01132"
"29.86800","2.48922","0.01132"
"29.87400","2.48970","0.01126"
"29.88000","2.49017","0.01128"
"29.88600","2.49071","0.01134"
"29.89200","2.49119","0.01135"
"29.89800","2.49173","0.01141"
"29.90400","2.49221","0.01150"
"29.91000","2.49269","0.01161"
"29.91600","2.49322","0.01160"
"29.92200","2.49370","0.01155"
"29.92800","2.49424","0.01164"
"29.93400","2.49472","0.01171"
"29.94000","2.49520","0.01169"
"29.94600","2.49573","0.01167"
"29.95200","2.49621","0.01165"
"29.95800","2.49675","0.01171"
"29.96400","2.49723","0.01183"
"29.97000","2.49777","0.01185"
"29.97600","2.49825","0.01180"
"29.98200","2.49878","0.01170"
"29.98800","2.49926","0.01152"
"29.99400","2.49974","0.01146"
"30.00000","2.50022","0.01141"
"30.00600","2.50070","0.01150"
"30.01200","2.50124","0.01167"
"30.01800","2.50171","0.01178"
"30.02400","2.50219","0.01186"
"30.03000","2.50273","0.01195"
"30.03600","2.50321","0.01202"
"30.04200","2.50369","0.01205"
"30.04800","2.50422","0.01206"
"30.05400","2.50470","0.01195"
"30.06000","2.50518","0.01189"
"30.06600","2.50572","0.01180"
"30.07200","2.50620","0.01170"
"30.07800","2.50668","0.01167"
"30.08400","2.50721","0.01158"
"30.09000","2.50769","0.01147"
"30.09600","2.50823","0.01140"
"30.10200","2.50871","0.01132"
"30.10800","2.50925","0.01128"
"30.11400","2.50973","0.01136"
"30.12000","2.51026","0.01139"
"30.12600","2.51074","0.01149"
"30.13200","2.51122","0.01157"
"30.13800","2.51170","0.01161"
"30.14400","2.51218","0.01166"
"30.15000","2.51266","0.01162"
"30.15600","2.51319","0.01162"
"30.16200","2.51367","0.01162"
"30.16800","2.51415","0.01155"
"30.17400","2.51469","0.01153"
"30.18000","2.51517","0.01154"
"30.18600","2.51570","0.01147"
"30.19200","2.51618","0.01140"
"30.19800","2.51666","0.01140"
"30.20400","2.51720","0.01138"
"30.21000","2.51768","0.01142"
"30.21600","2.51816","0.01150"
"30.22200","2.51869","0.01166"
"30.22800","2.51917","0.01175"
"30.23400","2.51965","0.01171"
"30.24000","2.52019","0.01173"
"30.24600","2.52067","0.01182"
"30.25200","2.52115","0.01180"
"30.25800","2.52168","0.01171"
"30.26400","2.52216","0.01170"
"30.27000","2.52270","0.01166"
"30.27600","2.52318","0.01163"
"30.28200","2.52366","0.01162"
"30.28800","2.52419","0.01163"
"30.29400","2.52467","0.01166"
"30.30000","2.52515","0.01159"
"30.30600","2.52569","0.01155"
"30.31200","2.52617","0.01149"
"30.31800","2.52671","0.01136"
"30.32400","2.52718","0.01135"
"30.33000","2.52772","0.01142"
"30.33600","2.52820","0.01145"
"30.34200","2.52874","0.01155"
"30.34800","2.52922","0.01173"
"30.35400","2.52970","0.01192"
"30.36000","2.53023","0.01206"
"30.36600","2.53071","0.01207"
"30.37200","2.53119","0.01196"
"30.37800","2.53173","0.01187"
"30.38400","2.53221","0.01172"
"30.39000","2.53274","0.01162"
"30.39600","2.53322","0.01161"
"30.40200","2.53370","0.01168"
"30.40800","2.53424","0.01172"
"30.41400","2.53472","0.01188"
"30.42000","2.53526","0.01205"
"30.42600","2.53573","0.01208"
"30.43200","2.53621","0.01198"
"30.43800","2.53675","0.01193"
"30.44400","2.53723","0.01190"
"30.45000","2.53771","0.01177"
"30.45600","2.53819","0.01166"
"30.46200","2.53872","0.01166"
"30.46800","2.53920","0.01171"
"30.47400","2.53968","0.01175"
"30.48000","2.54022","0.01179"
"30.48600","2.54070","0.01178"
"30.49200","2.54117","0.01179"
"30.49800","2.54171","0.01178"
"30.50400","2.54219","0.01181"
"30.51000","2.54273","0.01186"
"30.51600","2.54321","0.01179"
"30.52200","2.54369","0.01167"
"30.52800","2.54416","0.01157"
"30.53400","2.54470","0.01151"
"30.54000","2.54518","0.01154"
"30.54600","2.54566","0.01165"
"30.55200","2.54620","0.01169"
"30.55800","2.54668","0.01171"
"30.56400","2.54715","0.01173"
"30.57000","2.54769","0.01173"
"30.57600","2.54817","0.01182"
"30.58200","2.54865","0.01187"
"30.58800","2.54919","0.01190"
"30.59400","2.54966","0.01193"
"30.60000","2.55020","0.01190"
"30.60600","2.55068","0.01186"
"30.61200","2.55116","0.01181"
"30.61800","2.55170","0.01171"
"30.62400","2.55218","0.01167"
"30.63000","2.55265","0.01169"
"30.63600","2.55319","0.01169"
"30.64200","2.55367","0.01161"
"30.64800","2.55415","0.01151"
"30.65400","2.55463","0.01139"
"30.66000","2.55517","0.01137"
"30.66600","2.55564","0.01144"
"30.67200","2.55618","0.01145"
"30.67800","2.55666","0.01154"
"30.68400","2.55714","0.01162"
"30.69000","2.55768","0.01165"
"30.69600","2.55815","0.01182"
"30.70200","2.55863","0.01192"
"30.70800","2.55917","0.01196"
"30.71400","2.55965","0.01195"
"30.72000","2.56019","0.01188"
"30.72600","2.56067","0.01184"
"30.73200","2.56114","0.01175"
"30.73800","2.56168","0.01167"
"30.74400","2.56216","0.01167"
"30.75000","2.56270","0.01161"
"30.75600","2.56318","0.01150"
"30.76200","2.56366","0.01145"
"30.76800","2.56419","0.01134"
"30.77400","2.56467","0.01124"
"30.78000","2.56515","0.01124"
"30.78600","2.56563","0.01133"
"30.79200","2.56617","0.01145"
"30.79800","2.56664","0.01157"
"30.80400","2.56712","0.01166"
"30.81000","2.56766","0.01167"
"30.81600","2.56814","0.01161"
"30.82200","2.56868","0.01158"
"30.82800","2.56916","0.01159"
"30.83400","2.56969","0.01153"
"30.84000","2.57017","0.01150"
"30.84600","2.57065","0.01155"
"30.85200","2.57119","0.01154"
"30.85800","2.57167","0.01151"
"30.86400","2.57215","0.01155"
"30.87000","2.57268","0.01160"
"30.87600","2.57316","0.01165"
"30.88200","2.57370","0.01167"
"30.88800","2.57418","0.01168"
"30.89400","2.57472","0.01169"
"30.90000","2.57519","0.01170"
"30.90600","2.57573","0.01177"
"30.91200","2.57621","0.01183"
"30.91800","2.57669","0.01180"
"30.92400","2.57723","0.01173"
"30.93000","2.57771","0.01174"
"30.93600","2.57824","0.01174"
"30.94200","2.57872","0.01172"
"30.94800","2.57920","0.01176"
"30.95400","2.57974","0.01170"
"30.96000","2.58022","0.01163"
"30.96600","2.58076","0.01155"
"30.97200","2.58123","0.01145"
"30.97800","2.58171","0.01143"
"30.98400","2.58225","0.01141"
"30.99000","2.58273","0.01138"
"30.99600","2.58321","0.01142"
"31.00200","2.58368","0.01148"
"31.00800","2.58422","0.01156"
"31.01400","2.58470","0.01166"
"31.02000","2.58518","0.01175"
"31.02600","2.58572","0.01180"
"31.03200","2.58620","0.01179"
"31.03800","2.58673","0.01178"
"31.04400","2.58721","0.01184"
"31.05000","2.58769","0.01190"
"31.05600","2.58823","0.01190"
"31.06200","2.58871","0.01188"
"31.06800","2.58919","0.01183"
"31.07400","2.58972","0.01173"
"31.08000","2.59020","0.01160"
"31.08600","2.59068","0.01153"
"31.09200","2.59122","0.01151"
"31.09800","2.59170","0.01150"
"31.10400","2.59224","0.01152"
"31.11000","2.59271","0.01161"
"31.11600","2.59319","0.01167"
"31.12200","2.59373","0.01169"
"31.12800","2.59421","0.01178"
"31.13400","2.59469","0.01180"
"31.14000","2.59516","0.01175"
"31.14600","2.59570","0.01172"
"31.15200","2.59618","0.01170"
"31.15800","2.59666","0.01170"
"31.16400","2.59720","0.01170"
"31.17000","2.59768","0.01172"
"31.17600","2.59821","0.01177"
"31.18200","2.59869","0.01180"
"31.18800","2.59917","0.01180"
"31.19400","2.59971","0.01177"
"31.20000","2.60019","0.01170"
"31.20600","2.60067","0.01170"
"31.21200","2.60120","0.01172"
"31.21800","2.60168","0.01170"
"31.22400","2.60216","0.01178"
"31.23000","2.60270","0.01178"
"31.23600","2.60318","0.01174"
"31.24200","2.60371","0.01175"
"31.24800","2.60419","0.01175"
"31.25400","2.60473","0.01177"
"31.26000","2.60521","0.01175"
"31.26600","2.60575","0.01172"
"31.27200","2.60623","0.01175"
"31.27800","2.60670","0.01181"
"31.28400","2.60718","0.01176"
"31.29000","2.60772","0.01177"
"31.29600","2.60820","0.01181"
"31.30200","2.60868","0.01183"
"31.30800","2.60916","0.01181"
"31.31400","2.60969","0.01178"
"31.32000","2.61017","0.01179"
"31.32600","2.61065","0.01184"
"31.33200","2.61119","0.01182"
"31.33800","2.61167","0.01176"
"31.34400","2.61214","0.01178"
"31.35000","2.61268","0.01173"
"31.35600","2.61316","0.01161"
"31.36200","2.61364","0.01161"
"31.36800","2.61418","0.01160"
"31.37400","2.61472","0.01152"
"31.38000","2.61519","0.01150"
"31.38600","2.61573","0.01147"
"31.39200","2.61621","0.01139"
"31.39800","2.61675","0.01135"
"31.40400","2.61723","0.01139"
"31.41000","2.61771","0.01153"
"31.41600","2.61824","0.01166"
"31.42200","2.61872","0.01180"
"31.42800","2.61920","0.01194"
"31.43400","2.61968","0.01193"
"31.44000","2.62022","0.01183"
"31.44600","2.62069","0.01177"
"31.45200","2.62117","0.01171"
"31.45800","2.62171","0.01176"
"31.46400","2.62219","0.01182"
"31.47000","2.62273","0.01185"
"31.47600","2.62321","0.01179"
"31.48200","2.62368","0.01177"
"31.48800","2.62422","0.01181"
"31.49400","2.62470","0.01179"
"31.50000","2.62518","0.01167"
"31.50600","2.62572","0.01154"
"31.51200","2.62620","0.01151"
"31.51800","2.62673","0.01148"
"31.52400","2.62721","0.01148"
"31.53000","2.62775","0.01148"
"31.53600","2.62823","0.01148"
"31.54200","2.62877","0.01155"
"31.54800","2.62924","0.01160"
"31.55400","2.62978","0.01172"
"31.56000","2.63026","0.01184"
"31.56600","2.63074","0.01184"
"31.57200","2.63122","0.01176"
"31.57800","2.63170","0.01170"
"31.58400","2.63223","0.01171"
"31.59000","2.63271","0.01168"
"31.59600","2.63319","0.01164"
"31.60200","2.63373","0.01171"
"31.60800","2.63421","0.01185"
"31.61400","2.63475","0.01196"
"31.62000","2.63522","0.01208"
"31.62600","2.63570","0.01219"
"31.63200","2.63618","0.01220"
"31.63800","2.63672","0.01211"
"31.64400","2.63720","0.01205"
"31.65000","2.63773","0.01206"
"31.65600","2.63821","0.01196"
"31.66200","2.63869","0.01182"
"31.66800","2.63923","0.01165"
"31.67400","2.63977","0.01150"
"31.68000","2.64025","0.01146"
"31.68600","2.64072","0.01144"
"31.69200","2.64126","0.01148"
"31.69800","2.64174","0.01152"
"31.70400","2.64222","0.01159"
"31.71000","2.64270","0.01174"
"31.71600","2.64318","0.01181"
"31.72200","2.64371","0.01184"
"31.72800","2.64419","0.01186"
"31.73400","2.64467","0.01187"
"31.74000","2.64515","0.01189"
"31.74600","2.64569","0.01188"
"31.75200","2.64616","0.01191"
"31.75800","2.64664","0.01191"
"31.76400","2.64712","0.01188"
"31.77000","2.64766","0.01184"
"31.77600","2.64814","0.01189"
"31.78200","2.64862","0.01189"
"31.78800","2.64915","0.01185"
"31.79400","2.64963","0.01174"
"31.80000","2.65017","0.01161"
"31.80600","2.65065","0.01147"
"31.81200","2.65119","0.01140"
"31.81800","2.65167","0.01130"
"31.82400","2.65220","0.01128"
"31.83000","2.65268","0.01132"
"31.83600","2.65322","0.01129"
"31.84200","2.65370","0.01136"
"31.84800","2.65424","0.01143"
"31.85400","2.65472","0.01152"
"31.86000","2.65519","0.01169"
"31.86600","2.65573","0.01174"
"31.87200","2.65621","0.01174"
"31.87800","2.65669","0.01180"
"31.88400","2.65717","0.01187"
"31.89000","2.65770","0.01193"
"31.89600","2.65818","0.01209"
"31.90200","2.65866","0.01219"
"31.90800","2.65920","0.01222"
"31.91400","2.65968","0.01221"
"31.92000","2.66022","0.01212"
"31.92600","2.66069","0.01208"
"31.93200","2.66123","0.01208"
"31.93800","2.66171","0.01207"
"31.94400","2.66225","0.01209"
"31.95000","2.66273","0.01214"
"31.95600","2.66326","0.01218"
"31.96200","2.66374","0.01224"
"31.96800","2.66428","0.01235"
"31.97400","2.66476","0.01236"
"31.98000","2.66524","0.01229"
"31.98600","2.66578","0.01217"
"31.99200","2.66625","0.01202"
"31.99800","2.66673","0.01190"
"32.00400","2.66727","0.01186"
"32.01000","2.66775","0.01187"
"32.01600","2.66823","0.01184"
"32.02200","2.66871","0.01177"
"32.02800","2.66924","0.01176"
"32.03400","2.66972","0.01175"
"32.04000","2.67020","0.01179"
"32.04600","2.67074","0.01192"
"32.05200","2.67122","0.01210"
"32.05800","2.67170","0.01222"
"32.06400","2.67217","0.01222"
"32.07000","2.67271","0.01218"
"32.07600","2.67319","0.01217"
"32.08200","2.67373","0.01209"
"32.08800","2.67421","0.01193"
"32.09400","2.67474","0.01196"
"32.10000","2.67522","0.01201"
"32.10600","2.67576","0.01203"
"32.11200","2.67624","0.01203"
"32.11800","2.67678","0.01200"
"32.12400","2.67726","0.01188"
"32.13000","2.67779","0.01181"
"32.13600","2.67827","0.01179"
"32.14200","2.67875","0.01181"
"32.14800","2.67929","0.01182"
"32.15400","2.67977","0.01183"
"32.16000","2.68025","0.01190"
"32.16600","2.68078","0.01196"
"32.17200","2.68126","0.01194"
"32.17800","2.68174","0.01193"
"32.18400","2.68228","0.01188"
"32.19000","2.68276","0.01182"
"32.19600","2.68323","0.01189"
"32.20200","2.68371","0.01203"
"32.20800","2.68419","0.01220"
"32.21400","2.68473","0.01224"
"32.22000","2.68521","0.01225"
"32.22600","2.68569","0.01230"
"32.23200","2.68622","0.01233"
"32.23800","2.68670","0.01231"
"32.24400","2.68724","0.01227"
"32.25000","2.68772","0.01223"
"32.25600","2.68826","0.01222"
"32.26200","2.68874","0.01218"
"32.26800","2.68927","0.01209"
"32.27400","2.68975","0.01209"
"32.28000","2.69023","0.01219"
"32.28600","2.69071","0.01230"
"32.29200","2.69119","0.01240"
"32.29800","2.69172","0.01243"
"32.30400","2.69220","0.01232"
"32.31000","2.69268","0.01225"
"32.31600","2.69316","0.01227"
"32.32200","2.69364","0.01219"
"32.32800","2.69418","0.01209"
"32.33400","2.69465","0.01204"
"32.34000","2.69513","0.01194"
"32.34600","2.69561","0.01180"
"32.35200","2.69615","0.01179"
"32.35800","2.69663","0.01183"
"32.36400","2.69717","0.01180"
"32.37000","2.69764","0.01176"
"32.37600","2.69812","0.01169"
"32.38200","2.69866","0.01160"
"32.38800","2.69914","0.01159"
"32.39400","2.69968","0.01165"
"32.40000","2.70021","0.01181"
"32.40600","2.70069","0.01195"
"32.41200","2.70123","0.01210"
"32.41800","2.70171","0.01221"
"32.42400","2.70219","0.01233"
"32.43000","2.70273","0.01244"
"32.43600","2.70320","0.01235"
"32.44200","2.70368","0.01230"
"32.44800","2.70416","0.01227"
"32.45400","2.70470","0.01215"
"32.46000","2.70518","0.01205"
"32.46600","2.70572","0.01206"
"32.47200","2.70619","0.01203"
"32.47800","2.70673","0.01208"
"32.48400","2.70721","0.01207"
"32.49000","2.70769","0.01202"
"32.49600","2.70823","0.01208"
"32.50200","2.70871","0.01211"
"32.50800","2.70924","0.01213"
"32.51400","2.70972","0.01213"
"32.52000","2.71026","0.01204"
"32.52600","2.71074","0.01196"
"32.53200","2.71128","0.01184"
"32.53800","2.71175","0.01161"
"32.54400","2.71229","0.01154"
"32.55000","2.71277","0.01156"
"32.55600","2.71331","0.01146"
"32.56200","2.71379","0.01137"
"32.56800","2.71427","0.01130"
"32.57400","2.71474","0.01128"
"32.58000","2.71528","0.01131"
"32.58600","2.71576","0.01131"
"32.59200","2.71624","0.01146"
"32.59800","2.71672","0.01160"
"32.60400","2.71720","0.01167"
"32.61000","2.71767","0.01179"
"32.61600","2.71821","0.01191"
"32.62200","2.71869","0.01204"
"32.62800","2.71917","0.01217"
"32.63400","2.71971","0.01228"
"32.64000","2.72018","0.01232"
"32.64600","2.72066","0.01224"
"32.65200","2.72120","0.01217"
"32.65800","2.72168","0.01214"
"32.66400","2.72222","0.01213"
"32.67000","2.72270","0.01204"
"32.67600","2.72323","0.01203"
"32.68200","2.72371","0.01204"
"32.68800","2.72419","0.01195"
"32.69400","2.72473","0.01186"
"32.70000","2.72521","0.01178"
"32.70600","2.72569","0.01173"
"32.71200","2.72622","0.01172"
"32.71800","2.72670","0.01173"
"32.72400","2.72718","0.01175"
"32.73000","2.72766","0.01177"
"32.73600","2.72820","0.01167"
"32.74200","2.72867","0.01162"
"32.74800","2.72915","0.01163"
"32.75400","2.72969","0.01163"
"32.76000","2.73017","0.01167"
"32.76600","2.73065","0.01164"
"32.77200","2.73119","0.01155"
"32.77800","2.73166","0.01146"
"32.78400","2.73214","0.01148"
"32.79000","2.73268","0.01154"
"32.79600","2.73316","0.01162"
"32.80200","2.73370","0.01173"
"32.80800","2.73418","0.01182"
"32.81400","2.73465","0.01188"
"32.82000","2.73513","0.01188"
"32.82600","2.73567","0.01196"
"32.83200","2.73615","0.01196"
"32.83800","2.73669","0.01187"
"32.84400","2.73716","0.01188"
"32.85000","2.73764","0.01196"
"32.85600","2.73818","0.01189"
"32.86200","2.73866","0.01182"
"32.86800","2.73914","0.01170"
"32.87400","2.73962","0.01157"
"32.88000","2.74015","0.01150"
"32.88600","2.74063","0.01143"
"32.89200","2.74111","0.01150"
"32.89800","2.74165","0.01166"
"32.90400","2.74213","0.01180"
"32.91000","2.74267","0.01194"
"32.91600","2.74314","0.01208"
"32.92200","2.74362","0.01212"
"32.92800","2.74416","0.01208"
"32.93400","2.74464","0.01195"
"32.94000","2.74512","0.01188"
"32.94600","2.74565","0.01192"
"32.95200","2.74613","0.01192"
"32.95800","2.74667","0.01191"
"32.96400","2.74715","0.01191"
"32.97000","2.74769","0.01181"
"32.97600","2.74817","0.01171"
"32.98200","2.74870","0.01164"
"32.98800","2.74918","0.01161"
"32.99400","2.74972","0.01165"
"33.00000","2.75020","0.01165"
"33.00600","2.75068","0.01164"
"33.01200","2.75122","0.01172"
"33.01800","2.75169","0.01177"
"33.02400","2.75217","0.01176"
"33.03000","2.75271","0.01180"
"33.03600","2.75319","0.01184"
"33.04200","2.75373","0.01184"
"33.04800","2.75426","0.01185"
"33.05400","2.75474","0.01188"
"33.06000","2.75522","0.01194"
"33.06600","2.75576","0.01196"
"33.07200","2.75624","0.01198"
"33.07800","2.75672","0.01201"
"33.08400","2.75725","0.01206"
"33.09000","2.75773","0.01206"
"33.09600","2.75827","0.01209"
"33.10200","2.75875","0.01210"
"33.10800","2.75929","0.01220"
"33.11400","2.75977","0.01235"
"33.12000","2.76030","0.01240"
"33.12600","2.76078","0.01244"
"33.13200","2.76126","0.01247"
"33.13800","2.76174","0.01245"
"33.14400","2.76222","0.01249"
"33.15000","2.76275","0.01258"
"33.15600","2.76323","0.01259"
"33.16200","2.76371","0.01247"
"33.16800","2.76425","0.01230"
"33.17400","2.76473","0.01221"
"33.18000","2.76521","0.01212"
"33.18600","2.76574","0.01204"
"33.19200","2.76622","0.01208"
"33.19800","2.76676","0.01204"
"33.20400","2.76724","0.01200"
"33.21000","2.76778","0.01212"
"33.21600","2.76826","0.01228"
"33.22200","2.76873","0.01237"
"33.22800","2.76927","0.01233"
"33.23400","2.76975","0.01224"
"33.24000","2.77023","0.01216"
"33.24600","2.77077","0.01206"
"33.25200","2.77124","0.01201"
"33.25800","2.77172","0.01206"
"33.26400","2.77226","0.01206"
"33.27000","2.77274","0.01191"
"33.27600","2.77328","0.01190"
"33.28200","2.77376","0.01194"
"33.28800","2.77423","0.01191"
"33.29400","2.77477","0.01185"
"33.30000","2.77525","0.01194"
"33.30600","2.77573","0.01207"
"33.31200","2.77621","0.01208"
"33.31800","2.77675","0.01212"
"33.32400","2.77722","0.01215"
"33.33000","2.77770","0.01214"
"33.33600","2.77824","0.01213"
"33.34200","2.77872","0.01218"
"33.34800","2.77920","0.01224"
"33.35400","2.77974","0.01214"
"33.36000","2.78021","0.01203"
"33.36600","2.78069","0.01205"
"33.37200","2.78117","0.01209"
"33.37800","2.78171","0.01212"
"33.38400","2.78219","0.01217"
"33.39000","2.78272","0.01224"
"33.39600","2.78320","0.01228"
"33.40200","2.78368","0.01228"
"33.40800","2.78422","0.01226"
"33.41400","2.78470","0.01225"
"33.42000","2.78518","0.01221"
"33.42600","2.78571","0.01219"
"33.43200","2.78619","0.01220"
"33.43800","2.78667","0.01213"
"33.44400","2.78715","0.01208"
"33.45000","2.78769","0.01201"
"33.45600","2.78817","0.01189"
"33.46200","2.78864","0.01185"
"33.46800","2.78918","0.01182"
"33.47400","2.78966","0.01190"
"33.48000","2.79014","0.01201"
"33.48600","2.79062","0.01203"
"33.49200","2.79115","0.01213"
"33.49800","2.79163","0.01223"
"33.50400","2.79217","0.01219"
"33.51000","2.79265","0.01212"
"33.51600","2.79319","0.01198"
"33.52200","2.79367","0.01183"
"33.52800","2.79420","0.01183"
"33.53400","2.79468","0.01183"
"33.54000","2.79522","0.01187"
"33.54600","2.79570","0.01191"
"33.55200","2.79624","0.01187"
"33.55800","2.79672","0.01177"
"33.56400","2.79719","0.01169"
"33.57000","2.79773","0.01174"
"33.57600","2.79821","0.01182"
"33.58200","2.79869","0.01194"
"33.58800","2.79923","0.01195"
"33.59400","2.79970","0.01193"
"33.60000","2.80018","0.01191"
"33.60600","2.80072","0.01199"
"33.61200","2.80120","0.01214"
"33.61800","2.80174","0.01225"
"33.62400","2.80222","0.01237"
"33.63000","2.80269","0.01236"
"33.63600","2.80323","0.01226"
"33.64200","2.80371","0.01227"
"33.64800","2.80419","0.01226"
"33.65400","2.80473","0.01221"
"33.66000","2.80521","0.01215"
"33.66600","2.80574","0.01212"
"33.67200","2.80622","0.01206"
"33.67800","2.80676","0.01200"
"33.68400","2.80724","0.01197"
"33.69000","2.80778","0.01195"
"33.69600","2.80825","0.01194"
"33.70200","2.80879","0.01196"
"33.70800","2.80927","0.01207"
"33.71400","2.80975","0.01218"
"33.72000","2.81029","0.01221"
"33.72600","2.81077","0.01224"
"33.73200","2.81124","0.01228"
"33.73800","2.81178","0.01230"
"33.74400","2.81226","0.01228"
"33.75000","2.81274","0.01230"
"33.75600","2.81328","0.01224"
"33.76200","2.81376","0.01211"
"33.76800","2.81423","0.01198"
"33.77400","2.81471","0.01194"
"33.78000","2.81525","0.01190"
"33.78600","2.81573","0.01183"
"33.79200","2.81621","0.01182"
"33.79800","2.81674","0.01195"
"33.80400","2.81722","0.01204"
"33.81000","2.81770","0.01211"
"33.81600","2.81824","0.01213"
"33.82200","2.81872","0.01208"
"33.82800","2.81926","0.01206"
"33.83400","2.81973","0.01214"
"33.84000","2.82021","0.01217"
"33.84600","2.82075","0.01224"
"33.85200","2.82123","0.01226"
"33.85800","2.82171","0.01226"
"33.86400","2.82225","0.01230"
"33.87000","2.82272","0.01228"
"33.87600","2.82320","0.01226"
"33.88200","2.82374","0.01225"
"33.88800","2.82422","0.01226"
"33.89400","2.82470","0.01234"
"33.90000","2.82518","0.01246"
"33.90600","2.82571","0.01253"
"33.91200","2.82619","0.01253"
"33.91800","2.82667","0.01249"
"33.92400","2.82715","0.01246"
"33.93000","2.82769","0.01242"
"33.93600","2.82816","0.01236"
"33.94200","2.82864","0.01234"
"33.94800","2.82918","0.01242"
"33.95400","2.82966","0.01241"
"33.96000","2.83020","0.01232"
"33.96600","2.83068","0.01222"
"33.97200","2.83121","0.01220"
"33.97800","2.83169","0.01227"
"33.98400","2.83217","0.01237"
"33.99000","2.83265","0.01243"
"33.99600","2.83319","0.01254"
"34.00200","2.83367","0.01262"
"34.00800","2.83420","0.01262"
"34.01400","2.83468","0.01259"
"34.02000","2.83516","0.01250"
"34.02600","2.83570","0.01245"
"34.03200","2.83618","0.01247"
"34.03800","2.83671","0.01241"
"34.04400","2.83719","0.01227"
"34.05000","2.83767","0.01216"
"34.05600","2.83821","0.01205"
"34.06200","2.83869","0.01209"
"34.06800","2.83917","0.01204"
"34.07400","2.83970","0.01194"
"34.08000","2.84018","0.01191"
"34.08600","2.84066","0.01187"
"34.09200","2.84120","0.01187"
"34.09800","2.84168","0.01196"
"34.10400","2.84222","0.01208"
"34.11000","2.84275","0.01214"
"34.11600","2.84323","0.01212"
"34.12200","2.84371","0.01201"
"34.12800","2.84425","0.01197"
"34.13400","2.84473","0.01204"
"34.14000","2.84526","0.01208"
"34.14600","2.84574","0.01216"
"34.15200","2.84622","0.01223"
"34.15800","2.84676","0.01233"
"34.16400","2.84724","0.01250"
"34.17000","2.84778","0.01257"
"34.17600","2.84825","0.01256"
"34.18200","2.84879","0.01250"
"34.18800","2.84927","0.01242"
"34.19400","2.84975","0.01246"
"34.20000","2.85029","0.01252"
"34.20600","2.85076","0.01252"
"34.21200","2.85124","0.01248"
"34.21800","2.85172","0.01231"
"34.22400","2.85226","0.01225"
"34.23000","2.85274","0.01226"
"34.23600","2.85322","0.01218"
"34.24200","2.85369","0.01219"
"34.24800","2.85423","0.01226"
"34.25400","2.85471","0.01230"
"34.26000","2.85525","0.01231"
"34.26600","2.85573","0.01229"
"34.27200","2.85627","0.01225"
"34.27800","2.85674","0.01215"
"34.28400","2.85722","0.01206"
"34.29000","2.85776","0.01199"
"34.29600","2.85824","0.01194"
"34.30200","2.85872","0.01197"
"34.30800","2.85925","0.01209"
"34.31400","2.85973","0.01227"
"34.32000","2.86027","0.01229"
"34.32600","2.86075","0.01230"
"34.33200","2.86123","0.01237"
"34.33800","2.86177","0.01238"
"34.34400","2.86224","0.01244"
"34.35000","2.86278","0.01250"
"34.35600","2.86326","0.01253"
"34.36200","2.86374","0.01248"
"34.36800","2.86422","0.01246"
"34.37400","2.86470","0.01244"
"34.38000","2.86517","0.01233"
"34.38600","2.86571","0.01222"
"34.39200","2.86619","0.01215"
"34.39800","2.86673","0.01219"
"34.40400","2.86721","0.01222"
"34.41000","2.86769","0.01223"
"34.41600","2.86822","0.01219"
"34.42200","2.86870","0.01216"
"34.42800","2.86918","0.01213"
"34.43400","2.86972","0.01216"
"34.44000","2.87020","0.01228"
"34.44600","2.87067","0.01239"
"34.45200","2.87121","0.01236"
"34.45800","2.87169","0.01236"
"34.46400","2.87223","0.01237"
"34.47000","2.87271","0.01231"
"34.47600","2.87319","0.01226"
"34.48200","2.87372","0.01219"
"34.48800","2.87420","0.01212"
"34.49400","2.87474","0.01205"
"34.50000","2.87522","0.01202"
"34.50600","2.87570","0.01207"
"34.51200","2.87618","0.01215"
"34.51800","2.87671","0.01225"
"34.52400","2.87719","0.01221"
"34.53000","2.87767","0.01214"
"34.53600","2.87821","0.01210"
"34.54200","2.87869","0.01212"
"34.54800","2.87917","0.01224"
