End date,"12/17/2016"
Specimen label,"15CG_Unk"
Maximum Load,"0.01489",N

Time,Extension,Load
(s),(mm),(N)
"53.26800","4.43919","0.01428"
"53.27400","4.43967","0.01437"
"53.28000","4.44021","0.01437"
"53.28600","4.44069","0.01430"
"53.29200","4.44117","0.01418"
"53.29800","4.44170","0.01411"
"53.30400","4.44218","0.01412"
"53.31000","4.44266","0.01423"
"53.31600","4.44320","0.01427"
"53.32200","4.44368","0.01415"
"53.32800","4.44416","0.01416"
"53.33400","4.44469","0.01418"
"53.34000","4.44517","0.01412"
"53.34600","4.44571","0.01415"
"53.35200","4.44619","0.01421"
"53.35800","4.44667","0.01419"
"53.36400","4.44721","0.01409"
"53.37000","4.44768","0.01402"
"53.37600","4.44816","0.01395"
"53.38200","4.44870","0.01382"
"53.38800","4.44918","0.01373"
"53.39400","4.44966","0.01372"
"53.40000","4.45013","0.01380"
"53.40600","4.45067","0.01385"
"53.41200","4.45115","0.01388"
"53.41800","4.45169","0.01387"
"53.42400","4.45217","0.01391"
"53.43000","4.45265","0.01397"
"53.43600","4.45318","0.01401"
"53.44200","4.45366","0.01416"
"53.44800","4.45414","0.01438"
"53.45400","4.45468","0.01443"
"53.46000","4.45516","0.01438"
"53.46600","4.45570","0.01434"
"53.47200","4.45617","0.01429"
"53.47800","4.45665","0.01428"
"53.48400","4.45719","0.01425"
"53.49000","4.45767","0.01417"
"53.49600","4.45821","0.01410"
"53.50200","4.45868","0.01402"
"53.50800","4.45916","0.01402"
"53.51400","4.45964","0.01411"
"53.52000","4.46018","0.01426"
"53.52600","4.46066","0.01447"
"53.53200","4.46120","0.01447"
"53.53800","4.46167","0.01436"
"53.54400","4.46221","0.01425"
"53.55000","4.46269","0.01424"
"53.55600","4.46323","0.01428"
"53.56200","4.46371","0.01432"
"53.56800","4.46425","0.01437"
"53.57400","4.46472","0.01433"
"53.58000","4.46520","0.01427"
"53.58600","4.46574","0.01420"
"53.59200","4.46622","0.01408"
"53.59800","4.46670","0.01398"
"53.60400","4.46718","0.01401"
"53.61000","4.46771","0.01412"
"53.61600","4.46819","0.01420"
"53.62200","4.46873","0.01420"
"53.62800","4.46921","0.01426"
"53.63400","4.46969","0.01436"
"53.64000","4.47022","0.01434"
"53.64600","4.47070","0.01430"
"53.65200","4.47118","0.01420"
"53.65800","4.47172","0.01411"
"53.66400","4.47220","0.01408"
"53.67000","4.47274","0.01414"
"53.67600","4.47321","0.01425"
"53.68200","4.47375","0.01420"
"53.68800","4.47423","0.01409"
"53.69400","4.47471","0.01407"
"53.70000","4.47525","0.01415"
"53.70600","4.47572","0.01417"
"53.71200","4.47626","0.01418"
"53.71800","4.47674","0.01416"
"53.72400","4.47722","0.01409"
"53.73000","4.47770","0.01404"
"53.73600","4.47824","0.01401"
"53.74200","4.47871","0.01402"
"53.74800","4.47919","0.01404"
"53.75400","4.47973","0.01402"
"53.76000","4.48021","0.01397"
"53.76600","4.48069","0.01395"
"53.77200","4.48117","0.01388"
"53.77800","4.48170","0.01391"
"53.78400","4.48218","0.01404"
"53.79000","4.48266","0.01413"
"53.79600","4.48320","0.01423"
"53.80200","4.48368","0.01436"
"53.80800","4.48416","0.01450"
"53.81400","4.48469","0.01461"
"53.82000","4.48517","0.01473"
"53.82600","4.48565","0.01488"
"53.83200","4.48613","0.01489"
"53.83800","4.48667","0.01473"
"53.84400","4.48714","0.01463"
"53.85000","4.48768","0.01472"
"53.85600","4.48816","0.01468"
"53.86200","4.48864","0.01462"
"53.86800","4.48918","0.01464"
"53.87400","4.48966","0.01459"
"53.88000","4.49019","0.01450"
"53.88600","4.49067","0.01445"
"53.89200","4.49115","0.01447"
"53.89800","4.49163","0.01453"
"53.90400","4.49217","0.01456"
"53.91000","4.49265","0.01464"
"53.91600","4.49312","0.01459"
"53.92200","4.49366","0.01445"
"53.92800","4.49414","0.01434"
"53.93400","4.49468","0.01425"
"53.94000","4.49516","0.01414"
"53.94600","4.49563","0.01411"
"53.95200","4.49617","0.01409"
"53.95800","4.49665","0.01406"
"53.96400","4.49719","0.01408"
"53.97000","4.49767","0.01413"
"53.97600","4.49821","0.01416"
"53.98200","4.49868","0.01416"
"53.98800","4.49916","0.01409"
"53.99400","4.49970","0.01408"
"54.00000","4.50018","0.01403"
"54.00600","4.50072","0.01402"
"54.01200","4.50119","0.01410"
"54.01800","4.50173","0.01422"
"54.02400","4.50221","0.01438"
"54.03000","4.50269","0.01452"
"54.03600","4.50323","0.01460"
"54.04200","4.50371","0.01454"
"54.04800","4.50418","0.01441"
"54.05400","4.50472","0.01433"
"54.06000","4.50520","0.01433"
"54.06600","4.50574","0.01433"
"54.07200","4.50622","0.01428"
"54.07800","4.50676","0.01419"
"54.08400","4.50723","0.01414"
"54.09000","4.50771","0.01412"
"54.09600","4.50825","0.01423"
"54.10200","4.50873","0.01441"
"54.10800","4.50921","0.01442"
"54.11400","4.50969","0.01433"
"54.12000","4.51022","0.01422"
"54.12600","4.51070","0.01415"
"54.13200","4.51118","0.01413"
"54.13800","4.51166","0.01414"
"54.14400","4.51220","0.01419"
"54.15000","4.51267","0.01435"
"54.15600","4.51315","0.01429"
"54.16200","4.51369","0.01422"
"54.16800","4.51417","0.01425"
"54.17400","4.51471","0.01419"
"54.18000","4.51519","0.01409"
"54.18600","4.51572","0.01408"
"54.19200","4.51620","0.01406"
"54.19800","4.51668","0.01405"
"54.20400","4.51722","0.01407"
"54.21000","4.51776","0.01414"
"54.21600","4.51824","0.01426"
"54.22200","4.51877","0.01431"
"54.22800","4.51925","0.01436"
"54.23400","4.51973","0.01437"
"54.24000","4.52027","0.01432"
"54.24600","4.52075","0.01436"
"54.25200","4.52122","0.01450"
"54.25800","4.52170","0.01458"
"54.26400","4.52218","0.01452"
"54.27000","4.52272","0.01448"
"54.27600","4.52320","0.01442"
"54.28200","4.52368","0.01430"
"54.28800","4.52421","0.01414"
"54.29400","4.52469","0.01402"
"54.30000","4.52517","0.01395"
"54.30600","4.52571","0.01381"
"54.31200","4.52619","0.01376"
"54.31800","4.52673","0.01386"
"54.32400","4.52720","0.01402"
"54.33000","4.52768","0.01419"
"54.33600","4.52822","0.01425"
"54.34200","4.52870","0.01424"
"54.34800","4.52918","0.01420"
"54.35400","4.52971","0.01416"
"54.36000","4.53019","0.01415"
"54.36600","4.53073","0.01422"
"54.37200","4.53121","0.01434"
"54.37800","4.53169","0.01438"
"54.38400","4.53223","0.01441"
"54.39000","4.53270","0.01433"
"54.39600","4.53318","0.01425"
"54.40200","4.53366","0.01418"
"54.40800","4.53420","0.01428"
"54.41400","4.53468","0.01434"
"54.42000","4.53516","0.01434"
"54.42600","4.53563","0.01442"
"54.43200","4.53617","0.01448"
"54.43800","4.53665","0.01440"
"54.44400","4.53713","0.01424"
"54.45000","4.53761","0.01417"
"54.45600","4.53815","0.01413"
"54.46200","4.53862","0.01405"
"54.46800","4.53916","0.01394"
"54.47400","4.53964","0.01384"
"54.48000","4.54018","0.01382"
"54.48600","4.54066","0.01387"
"54.49200","4.54119","0.01393"
"54.49800","4.54173","0.01409"
"54.50400","4.54221","0.01418"
"54.51000","4.54275","0.01420"
"54.51600","4.54323","0.01422"
"54.52200","4.54371","0.01416"
"54.52800","4.54424","0.01405"
"54.53400","4.54472","0.01395"
"54.54000","4.54520","0.01387"
"54.54600","4.54568","0.01377"
"54.55200","4.54616","0.01372"
"54.55800","4.54669","0.01370"
"54.56400","4.54717","0.01373"
"54.57000","4.54771","0.01380"
"54.57600","4.54819","0.01389"
"54.58200","4.54873","0.01398"
"54.58800","4.54921","0.01407"
"54.59400","4.54974","0.01411"
"54.60000","4.55022","0.01412"
"54.60600","4.55070","0.01420"
"54.61200","4.55124","0.01431"
"54.61800","4.55172","0.01444"
"54.62400","4.55226","0.01448"
"54.63000","4.55273","0.01449"
"54.63600","4.55327","0.01437"
"54.64200","4.55375","0.01419"
"54.64800","4.55429","0.01414"
"54.65400","4.55477","0.01412"
"54.66000","4.55530","0.01405"
"54.66600","4.55578","0.01400"
"54.67200","4.55626","0.01396"
"54.67800","4.55674","0.01394"
"54.68400","4.55728","0.01397"
"54.69000","4.55776","0.01405"
"54.69600","4.55823","0.01423"
"54.70200","4.55871","0.01433"
"54.70800","4.55919","0.01441"
"54.71400","4.55973","0.01444"
"54.72000","4.56021","0.01443"
"54.72600","4.56075","0.01446"
"54.73200","4.56122","0.01444"
"54.73800","4.56170","0.01434"
"54.74400","4.56224","0.01427"
"54.75000","4.56272","0.01425"
"54.75600","4.56326","0.01418"
"54.76200","4.56374","0.01411"
"54.76800","4.56421","0.01409"
"54.77400","4.56475","0.01408"
"54.78000","4.56523","0.01404"
"54.78600","4.56577","0.01409"
"54.79200","4.56625","0.01417"
"54.79800","4.56672","0.01418"
"54.80400","4.56726","0.01412"
"54.81000","4.56774","0.01412"
"54.81600","4.56828","0.01411"
"54.82200","4.56876","0.01402"
"54.82800","4.56924","0.01399"
"54.83400","4.56971","0.01397"
"54.84000","4.57019","0.01390"
"54.84600","4.57073","0.01385"
"54.85200","4.57121","0.01388"
"54.85800","4.57169","0.01387"
"54.86400","4.57223","0.01390"
"54.87000","4.57270","0.01393"
"54.87600","4.57318","0.01395"
"54.88200","4.57372","0.01402"
"54.88800","4.57420","0.01410"
"54.89400","4.57474","0.01414"
"54.90000","4.57521","0.01427"
"54.90600","4.57569","0.01432"
"54.91200","4.57623","0.01422"
"54.91800","4.57671","0.01417"
"54.92400","4.57719","0.01420"
"54.93000","4.57773","0.01419"
"54.93600","4.57820","0.01413"
"54.94200","4.57868","0.01406"
"54.94800","4.57922","0.01412"
"54.95400","4.57970","0.01423"
"54.96000","4.58018","0.01425"
"54.96600","4.58072","0.01431"
"54.97200","4.58119","0.01436"
"54.97800","4.58167","0.01435"
"54.98400","4.58221","0.01437"
"54.99000","4.58269","0.01434"
"54.99600","4.58317","0.01425"
"55.00200","4.58370","0.01418"
"55.00800","4.58418","0.01408"
"55.01400","4.58466","0.01407"
"55.02000","4.58520","0.01412"
"55.02600","4.58568","0.01426"
"55.03200","4.58622","0.01447"
"55.03800","4.58669","0.01457"
"55.04400","4.58723","0.01459"
"55.05000","4.58771","0.01461"
"55.05600","4.58819","0.01454"
"55.06200","4.58873","0.01435"
"55.06800","4.58921","0.01424"
"55.07400","4.58974","0.01420"
"55.08000","4.59022","0.01433"
"55.08600","4.59070","0.01446"
"55.09200","4.59124","0.01449"
"55.09800","4.59172","0.01453"
"55.10400","4.59219","0.01441"
"55.11000","4.59273","0.01429"
"55.11600","4.59321","0.01427"
"55.12200","4.59369","0.01425"
"55.12800","4.59423","0.01424"
"55.13400","4.59471","0.01425"
"55.14000","4.59524","0.01429"
"55.14600","4.59572","0.01429"
"55.15200","4.59620","0.01431"
"55.15800","4.59674","0.01434"
"55.16400","4.59722","0.01438"
"55.17000","4.59775","0.01442"
"55.17600","4.59823","0.01448"
"55.18200","4.59871","0.01456"
"55.18800","4.59919","0.01457"
"55.19400","4.59973","0.01448"
"55.20000","4.60021","0.01437"
"55.20600","4.60074","0.01425"
"55.21200","4.60122","0.01418"
"55.21800","4.60176","0.01415"
"55.22400","4.60224","0.01412"
"55.23000","4.60272","0.01418"
"55.23600","4.60326","0.01433"
"55.24200","4.60373","0.01443"
"55.24800","4.60421","0.01444"
"55.25400","4.60475","0.01447"
"55.26000","4.60523","0.01449"
"55.26600","4.60571","0.01448"
"55.27200","4.60625","0.01442"
"55.27800","4.60672","0.01433"
"55.28400","4.60726","0.01422"
"55.29000","4.60774","0.01404"
"55.29600","4.60822","0.01393"
"55.30200","4.60876","0.01395"
"55.30800","4.60924","0.01411"
"55.31400","4.60971","0.01426"
"55.32000","4.61019","0.01443"
"55.32600","4.61073","0.01441"
"55.33200","4.61121","0.01424"
"55.33800","4.61169","0.01404"
"55.34400","4.61222","0.01385"
"55.35000","4.61270","0.01382"
"55.35600","4.61324","0.01385"
"55.36200","4.61372","0.01385"
"55.36800","4.61426","0.01396"
"55.37400","4.61474","0.01407"
"55.38000","4.61521","0.01420"
"55.38600","4.61575","0.01438"
"55.39200","4.61623","0.01451"
"55.39800","4.61671","0.01467"
"55.40400","4.61725","0.01474"
"55.41000","4.61772","0.01474"
"55.41600","4.61826","0.01469"
"55.42200","4.61874","0.01464"
"55.42800","4.61922","0.01454"
"55.43400","4.61970","0.01449"
"55.44000","4.62024","0.01444"
"55.44600","4.62071","0.01438"
"55.45200","4.62119","0.01439"
"55.45800","4.62173","0.01442"
"55.46400","4.62221","0.01443"
"55.47000","4.62269","0.01447"
"55.47600","4.62323","0.01453"
"55.48200","4.62370","0.01462"
"55.48800","4.62418","0.01460"
"55.49400","4.62472","0.01441"
"55.50000","4.62520","0.01432"
"55.50600","4.62568","0.01433"
"55.51200","4.62621","0.01437"
"55.51800","4.62669","0.01441"
"55.52400","4.62723","0.01451"
"55.53000","4.62771","0.01454"
"55.53600","4.62819","0.01451"
"55.54200","4.62873","0.01448"
"55.54800","4.62920","0.01450"
"55.55400","4.62968","0.01448"
"55.56000","4.63022","0.01441"
"55.56600","4.63070","0.01435"
"55.57200","4.63118","0.01435"
"55.57800","4.63172","0.01429"
"55.58400","4.63219","0.01424"
"55.59000","4.63273","0.01422"
"55.59600","4.63321","0.01423"
"55.60200","4.63369","0.01410"
"55.60800","4.63423","0.01404"
"55.61400","4.63471","0.01406"
"55.62000","4.63524","0.01405"
"55.62600","4.63572","0.01405"
"55.63200","4.63620","0.01415"
"55.63800","4.63674","0.01424"
"55.64400","4.63722","0.01418"
"55.65000","4.63769","0.01408"
"55.65600","4.63823","0.01408"
"55.66200","4.63871","0.01423"
"55.66800","4.63925","0.01437"
"55.67400","4.63973","0.01443"
"55.68000","4.64021","0.01446"
"55.68600","4.64074","0.01440"
"55.69200","4.64122","0.01431"
"55.69800","4.64170","0.01429"
"55.70400","4.64224","0.01426"
"55.71000","4.64272","0.01423"
"55.71600","4.64320","0.01424"
"55.72200","4.64367","0.01430"
"55.72800","4.64421","0.01439"
"55.73400","4.64469","0.01448"
"55.74000","4.64517","0.01451"
"55.74600","4.64571","0.01451"
"55.75200","4.64618","0.01452"
"55.75800","4.64672","0.01446"
"55.76400","4.64720","0.01444"
"55.77000","4.64774","0.01448"
"55.77600","4.64822","0.01452"
"55.78200","4.64876","0.01464"
"55.78800","4.64923","0.01473"
"55.79400","4.64977","0.01477"
"55.80000","4.65025","0.01476"
"55.80600","4.65079","0.01473"
"55.81200","4.65127","0.01465"
"55.81800","4.65180","0.01459"
"55.82400","4.65228","0.01443"
"55.83000","4.65276","0.01425"
"55.83600","4.65330","0.01419"
"55.84200","4.65378","0.01414"
"55.84800","4.65426","0.01419"
"55.85400","4.65474","0.01426"
"55.86000","4.65527","0.01429"
"55.86600","4.65575","0.01432"
"55.87200","4.65623","0.01426"
"55.87800","4.65671","0.01428"
"55.88400","4.65725","0.01429"
"55.89000","4.65772","0.01428"
"55.89600","4.65820","0.01423"
"55.90200","4.65874","0.01419"
"55.90800","4.65922","0.01432"
"55.91400","4.65970","0.01446"
"55.92000","4.66024","0.01446"
"55.92600","4.66071","0.01434"
"55.93200","4.66125","0.01425"
"55.93800","4.66173","0.01423"
"55.94400","4.66227","0.01416"
"55.95000","4.66275","0.01416"
"55.95600","4.66322","0.01419"
"55.96200","4.66370","0.01422"
"55.96800","4.66424","0.01418"
"55.97400","4.66472","0.01412"
"55.98000","4.66520","0.01413"
"55.98600","4.66568","0.01416"
"55.99200","4.66615","0.01409"
"55.99800","4.66663","0.01410"
"56.00400","4.66717","0.01410"
"56.01000","4.66765","0.01415"
"56.01600","4.66819","0.01421"
"56.02200","4.66867","0.01427"
"56.02800","4.66914","0.01423"
"56.03400","4.66968","0.01423"
"56.04000","4.67016","0.01423"
"56.04600","4.67064","0.01419"
"56.05200","4.67118","0.01405"
"56.05800","4.67166","0.01393"
"56.06400","4.67219","0.01406"
"56.07000","4.67267","0.01420"
"56.07600","4.67321","0.01425"
"56.08200","4.67369","0.01435"
"56.08800","4.67423","0.01446"
"56.09400","4.67470","0.01445"
"56.10000","4.67524","0.01442"
"56.10600","4.67572","0.01441"
"56.11200","4.67620","0.01432"
"56.11800","4.67668","0.01409"
"56.12400","4.67722","0.01398"
"56.13000","4.67769","0.01403"
"56.13600","4.67817","0.01415"
"56.14200","4.67871","0.01425"
"56.14800","4.67919","0.01444"
"56.15400","4.67967","0.01461"
"56.16000","4.68021","0.01464"
"56.16600","4.68068","0.01469"
"56.17200","4.68122","0.01467"
"56.17800","4.68170","0.01456"
"56.18400","4.68218","0.01450"
"56.19000","4.68272","0.01446"
"56.19600","4.68325","0.01450"
"56.20200","4.68373","0.01453"
"56.20800","4.68427","0.01447"
"56.21400","4.68475","0.01440"
"56.22000","4.68529","0.01425"
"56.22600","4.68577","0.01408"
"56.23200","4.68624","0.01399"
"56.23800","4.68678","0.01387"
"56.24400","4.68726","0.01380"
"56.25000","4.68774","0.01381"
"56.25600","4.68828","0.01383"
"56.26200","4.68876","0.01390"
"56.26800","4.68923","0.01403"
"56.27400","4.68971","0.01408"
"56.28000","4.69019","0.01416"
"56.28600","4.69073","0.01418"
"56.29200","4.69121","0.01412"
"56.29800","4.69168","0.01418"
"56.30400","4.69216","0.01425"
"56.31000","4.69270","0.01430"
"56.31600","4.69318","0.01428"
"56.32200","4.69366","0.01424"
"56.32800","4.69420","0.01417"
"56.33400","4.69467","0.01417"
"56.34000","4.69521","0.01420"
"56.34600","4.69569","0.01422"
"56.35200","4.69623","0.01427"
"56.35800","4.69671","0.01428"
"56.36400","4.69725","0.01438"
"56.37000","4.69772","0.01454"
"56.37600","4.69826","0.01457"
"56.38200","4.69874","0.01463"
"56.38800","4.69922","0.01465"
"56.39400","4.69976","0.01457"
"56.40000","4.70023","0.01455"
"56.40600","4.70071","0.01454"
"56.41200","4.70119","0.01452"
"56.41800","4.70173","0.01452"
"56.42400","4.70221","0.01448"
"56.43000","4.70269","0.01442"
"56.43600","4.70316","0.01436"
"56.44200","4.70370","0.01423"
"56.44800","4.70418","0.01413"
"56.45400","4.70466","0.01404"
"56.46000","4.70520","0.01399"
"56.46600","4.70568","0.01395"
"56.47200","4.70615","0.01382"
"56.47800","4.70669","0.01382"
"56.48400","4.70717","0.01386"
"56.49000","4.70771","0.01388"
"56.49600","4.70819","0.01401"
"56.50200","4.70872","0.01416"
"56.50800","4.70920","0.01420"
"56.51400","4.70968","0.01424"
"56.52000","4.71022","0.01424"
"56.52600","4.71070","0.01429"
"56.53200","4.71118","0.01438"
"56.53800","4.71165","0.01444"
"56.54400","4.71219","0.01440"
"56.55000","4.71267","0.01437"
"56.55600","4.71315","0.01431"
"56.56200","4.71363","0.01416"
"56.56800","4.71417","0.01404"
"56.57400","4.71464","0.01396"
"56.58000","4.71512","0.01395"
"56.58600","4.71566","0.01391"
"56.59200","4.71614","0.01382"
"56.59800","4.71662","0.01389"
"56.60400","4.71715","0.01409"
"56.61000","4.71763","0.01426"
"56.61600","4.71811","0.01442"
"56.62200","4.71865","0.01448"
"56.62800","4.71913","0.01441"
"56.63400","4.71967","0.01435"
"56.64000","4.72020","0.01431"
"56.64600","4.72074","0.01430"
"56.65200","4.72122","0.01423"
"56.65800","4.72176","0.01423"
"56.66400","4.72224","0.01438"
"56.67000","4.72272","0.01442"
"56.67600","4.72325","0.01437"
"56.68200","4.72373","0.01443"
"56.68800","4.72421","0.01445"
"56.69400","4.72475","0.01443"
"56.70000","4.72523","0.01437"
"56.70600","4.72570","0.01430"
"56.71200","4.72618","0.01426"
"56.71800","4.72672","0.01427"
"56.72400","4.72720","0.01426"
"56.73000","4.72774","0.01420"
"56.73600","4.72822","0.01410"
"56.74200","4.72869","0.01401"
"56.74800","4.72923","0.01403"
"56.75400","4.72971","0.01403"
"56.76000","4.73025","0.01407"
"56.76600","4.73073","0.01412"
"56.77200","4.73127","0.01426"
"56.77800","4.73174","0.01440"
"56.78400","4.73228","0.01452"
"56.79000","4.73276","0.01455"
"56.79600","4.73330","0.01460"
"56.80200","4.73378","0.01466"
"56.80800","4.73425","0.01465"
"56.81400","4.73479","0.01462"
"56.82000","4.73527","0.01453"
"56.82600","4.73575","0.01433"
"56.83200","4.73623","0.01426"
"56.83800","4.73677","0.01425"
"56.84400","4.73724","0.01432"
"56.85000","4.73772","0.01435"
"56.85600","4.73820","0.01438"
"56.86200","4.73874","0.01445"
"56.86800","4.73922","0.01448"
"56.87400","4.73970","0.01442"
"56.88000","4.74023","0.01439"
"56.88600","4.74071","0.01441"
"56.89200","4.74119","0.01435"
"56.89800","4.74173","0.01422"
"56.90400","4.74221","0.01403"
"56.91000","4.74274","0.01392"
"56.91600","4.74322","0.01389"
"56.92200","4.74376","0.01395"
"56.92800","4.74424","0.01416"
"56.93400","4.74472","0.01436"
"56.94000","4.74526","0.01442"
"56.94600","4.74573","0.01445"
"56.95200","4.74627","0.01452"
"56.95800","4.74675","0.01453"
"56.96400","4.74723","0.01458"
"56.97000","4.74771","0.01464"
"56.97600","4.74825","0.01453"
"56.98200","4.74872","0.01438"
"56.98800","4.74920","0.01418"
"56.99400","4.74968","0.01403"
"57.00000","4.75022","0.01390"
"57.00600","4.75070","0.01379"
"57.01200","4.75118","0.01373"
"57.01800","4.75171","0.01365"
"57.02400","4.75219","0.01356"
"57.03000","4.75267","0.01355"
"57.03600","4.75315","0.01354"
"57.04200","4.75369","0.01372"
"57.04800","4.75416","0.01399"
"57.05400","4.75470","0.01413"
"57.06000","4.75518","0.01410"
"57.06600","4.75572","0.01405"
"57.07200","4.75620","0.01411"
"57.07800","4.75674","0.01415"
"57.08400","4.75721","0.01418"
"57.09000","4.75775","0.01421"
"57.09600","4.75823","0.01412"
"57.10200","4.75871","0.01409"
"57.10800","4.75925","0.01409"
"57.11400","4.75973","0.01415"
"57.12000","4.76020","0.01411"
"57.12600","4.76074","0.01413"
"57.13200","4.76122","0.01419"
"57.13800","4.76170","0.01408"
"57.14400","4.76224","0.01405"
"57.15000","4.76271","0.01412"
"57.15600","4.76319","0.01418"
"57.16200","4.76367","0.01426"
"57.16800","4.76421","0.01432"
"57.17400","4.76469","0.01435"
"57.18000","4.76517","0.01441"
"57.18600","4.76570","0.01436"
"57.19200","4.76618","0.01430"
"57.19800","4.76672","0.01434"
"57.20400","4.76720","0.01430"
"57.21000","4.76774","0.01415"
"57.21600","4.76822","0.01395"
"57.22200","4.76869","0.01379"
"57.22800","4.76923","0.01374"
"57.23400","4.76971","0.01371"
"57.24000","4.77019","0.01370"
"57.24600","4.77073","0.01376"
"57.25200","4.77120","0.01375"
"57.25800","4.77168","0.01368"
"57.26400","4.77222","0.01381"
"57.27000","4.77270","0.01402"
"57.27600","4.77324","0.01419"
"57.28200","4.77372","0.01424"
"57.28800","4.77419","0.01428"
"57.29400","4.77473","0.01426"
"57.30000","4.77521","0.01421"
"57.30600","4.77569","0.01412"
"57.31200","4.77623","0.01403"
"57.31800","4.77671","0.01392"
"57.32400","4.77724","0.01383"
"57.33000","4.77772","0.01387"
"57.33600","4.77820","0.01394"
"57.34200","4.77874","0.01399"
"57.34800","4.77922","0.01407"
"57.35400","4.77975","0.01402"
"57.36000","4.78023","0.01395"
"57.36600","4.78071","0.01387"
"57.37200","4.78125","0.01384"
"57.37800","4.78173","0.01383"
"57.38400","4.78227","0.01384"
"57.39000","4.78274","0.01387"
"57.39600","4.78322","0.01392"
"57.40200","4.78370","0.01408"
"57.40800","4.78424","0.01424"
"57.41400","4.78472","0.01438"
"57.42000","4.78526","0.01445"
"57.42600","4.78573","0.01445"
"57.43200","4.78621","0.01439"
"57.43800","4.78675","0.01435"
"57.44400","4.78723","0.01438"
"57.45000","4.78771","0.01446"
"57.45600","4.78824","0.01436"
"57.46200","4.78872","0.01424"
"57.46800","4.78920","0.01430"
"57.47400","4.78974","0.01434"
"57.48000","4.79022","0.01438"
"57.48600","4.79070","0.01432"
"57.49200","4.79123","0.01425"
"57.49800","4.79171","0.01426"
"57.50400","4.79225","0.01428"
"57.51000","4.79273","0.01439"
"57.51600","4.79327","0.01441"
"57.52200","4.79375","0.01443"
"57.52800","4.79428","0.01447"
"57.53400","4.79476","0.01452"
"57.54000","4.79524","0.01456"
"57.54600","4.79578","0.01457"
"57.55200","4.79626","0.01454"
"57.55800","4.79673","0.01448"
"57.56400","4.79727","0.01436"
"57.57000","4.79775","0.01422"
"57.57600","4.79823","0.01418"
"57.58200","4.79877","0.01412"
"57.58800","4.79925","0.01416"
"57.59400","4.79972","0.01430"
"57.60000","4.80026","0.01453"
"57.60600","4.80074","0.01465"
"57.61200","4.80122","0.01470"
"57.61800","4.80170","0.01465"
"57.62400","4.80224","0.01460"
"57.63000","4.80271","0.01465"
"57.63600","4.80319","0.01470"
"57.64200","4.80373","0.01459"
"57.64800","4.80421","0.01444"
"57.65400","4.80469","0.01430"
"57.66000","4.80517","0.01420"
"57.66600","4.80570","0.01416"
"57.67200","4.80618","0.01418"
"57.67800","4.80672","0.01426"
"57.68400","4.80720","0.01441"
"57.69000","4.80768","0.01447"
"57.69600","4.80821","0.01450"
"57.70200","4.80869","0.01442"
"57.70800","4.80923","0.01440"
"57.71400","4.80971","0.01435"
"57.72000","4.81019","0.01433"
"57.72600","4.81073","0.01421"
"57.73200","4.81120","0.01415"
"57.73800","4.81168","0.01411"
"57.74400","4.81222","0.01397"
"57.75000","4.81270","0.01389"
"57.75600","4.81318","0.01389"
"57.76200","4.81372","0.01391"
"57.76800","4.81419","0.01403"
"57.77400","4.81473","0.01415"
"57.78000","4.81521","0.01433"
"57.78600","4.81575","0.01454"
"57.79200","4.81623","0.01462"
"57.79800","4.81676","0.01465"
"57.80400","4.81724","0.01464"
"57.81000","4.81772","0.01461"
"57.81600","4.81826","0.01459"
"57.82200","4.81874","0.01457"
"57.82800","4.81922","0.01462"
"57.83400","4.81975","0.01462"
"57.84000","4.82023","0.01450"
"57.84600","4.82077","0.01449"
"57.85200","4.82125","0.01454"
"57.85800","4.82179","0.01453"
"57.86400","4.82226","0.01457"
"57.87000","4.82280","0.01462"
"57.87600","4.82328","0.01468"
"57.88200","4.82376","0.01461"
"57.88800","4.82424","0.01443"
"57.89400","4.82472","0.01432"
"57.90000","4.82519","0.01432"
"57.90600","4.82573","0.01436"
"57.91200","4.82621","0.01446"
"57.91800","4.82675","0.01449"
"57.92400","4.82723","0.01434"
"57.93000","4.82771","0.01425"
"57.93600","4.82824","0.01421"
"57.94200","4.82872","0.01418"
"57.94800","4.82926","0.01420"
"57.95400","4.82974","0.01434"
"57.96000","4.83022","0.01443"
"57.96600","4.83076","0.01459"
"57.97200","4.83123","0.01469"
"57.97800","4.83171","0.01477"
"57.98400","4.83225","0.01489"
"57.99000","4.83273","0.01487"
"57.99600","4.83327","0.01478"
"58.00200","4.83375","0.01468"
"58.00800","4.83422","0.01453"
"58.01400","4.83476","0.01441"
"58.02000","4.83524","0.01431"
"58.02600","4.83572","0.01420"
"58.03200","4.83620","0.01413"
"58.03800","4.83667","0.01406"
"58.04400","4.83721","0.01410"
"58.05000","4.83769","0.01419"
"58.05600","4.83823","0.01415"
"58.06200","4.83871","0.01420"
"58.06800","4.83925","0.01431"
"58.07400","4.83972","0.01440"
"58.08000","4.84020","0.01450"
"58.08600","4.84074","0.01456"
"58.09200","4.84122","0.01455"
"58.09800","4.84176","0.01453"
"58.10400","4.84223","0.01457"
"58.11000","4.84271","0.01455"
"58.11600","4.84319","0.01440"
"58.12200","4.84367","0.01421"
"58.12800","4.84415","0.01406"
"58.13400","4.84463","0.01405"
"58.14000","4.84516","0.01405"
"58.14600","4.84564","0.01415"
"58.15200","4.84612","0.01441"
"58.15800","4.84666","0.01464"
"58.16400","4.84714","0.01474"
"58.17000","4.84762","0.01473"
"58.17600","4.84815","0.01469"
