End date,"12/17/2016"
Specimen label,"6CT_43_run2"
"0.94800","0.07928","-0.00007"
"0.95400","0.07976","-0.00002"
"0.96000","0.08024","-0.00002"
"0.96600","0.08072","-0.00005"
"0.97200","0.08119","-0.00013"
"0.97800","0.08173","-0.00018"
"0.98400","0.08221","-0.00014"
"0.99000","0.08269","-0.00010"
"0.99600","0.08323","-0.00012"
"1.00200","0.08371","-0.00012"
"1.00800","0.08418","-0.00003"
"1.01400","0.08466","-0.00001"
"1.02000","0.08520","-0.00004"
"1.02600","0.08568","-0.00004"
"1.03200","0.08622","-0.00005"
"1.03800","0.08669","-0.00005"
"1.04400","0.08717","-0.00005"
"1.05000","0.08771","0.00000"
"1.05600","0.08819","0.00001"
"1.06200","0.08867","0.00001"
"1.06800","0.08921","0.00006"
"1.07400","0.08968","0.00012"
"1.08000","0.09016","0.00015"
"1.08600","0.09070","0.00015"
"1.09200","0.09118","0.00017"
"1.09800","0.09172","0.00014"
"1.10400","0.09220","0.00011"
"1.11000","0.09273","0.00002"
"1.11600","0.09321","-0.00008"
"1.12200","0.09369","-0.00014"
"1.12800","0.09423","-0.00015"
"1.13400","0.09471","-0.00006"
"1.14000","0.09524","0.00004"
"1.14600","0.09572","0.00008"
"1.15200","0.09626","0.00013"
"1.15800","0.09674","0.00017"
"1.16400","0.09728","0.00022"
"1.17000","0.09776","0.00028"
"1.17600","0.09823","0.00020"
"1.18200","0.09877","0.00007"
"1.18800","0.09925","-0.00004"
"1.19400","0.09973","-0.00006"
"1.20000","0.10027","-0.00001"
"1.20600","0.10075","0.00009"
"1.21200","0.10128","0.00009"
"1.21800","0.10176","0.00009"
"1.22400","0.10224","0.00011"
"1.23000","0.10278","0.00004"
"1.23600","0.10326","-0.00003"
"1.24200","0.10373","-0.00001"
"1.24800","0.10427","0.00000"
"1.25400","0.10475","0.00001"
"1.26000","0.10529","-0.00001"
"1.26600","0.10577","0.00000"
"1.27200","0.10631","0.00001"
"1.27800","0.10678","-0.00008"
"1.28400","0.10726","-0.00012"
"1.29000","0.10780","-0.00011"
"1.29600","0.10828","-0.00015"
"1.30200","0.10876","-0.00016"
"1.30800","0.10924","-0.00016"
"1.31400","0.10977","-0.00019"
"1.32000","0.11025","-0.00018"
"1.32600","0.11073","-0.00017"
"1.33200","0.11127","-0.00019"
"1.33800","0.11175","-0.00023"
"1.34400","0.11222","-0.00029"
"1.35000","0.11276","-0.00027"
"1.35600","0.11324","-0.00022"
"1.36200","0.11372","-0.00019"
"1.36800","0.11426","-0.00009"
"1.37400","0.11474","0.00002"
"1.38000","0.11521","0.00004"
"1.38600","0.11575","-0.00001"
"1.39200","0.11623","-0.00006"
"1.39800","0.11677","-0.00011"
"1.40400","0.11725","-0.00009"
"1.41000","0.11779","-0.00003"
"1.41600","0.11826","0.00006"
"1.42200","0.11880","0.00015"
"1.42800","0.11928","0.00013"
"1.43400","0.11982","0.00009"
"1.44000","0.12030","0.00009"
"1.44600","0.12077","0.00005"
"1.45200","0.12125","0.00000"
"1.45800","0.12179","0.00001"
"1.46400","0.12227","0.00004"
"1.47000","0.12275","0.00008"
"1.47600","0.12323","0.00007"
"1.48200","0.12376","0.00006"
"1.48800","0.12424","0.00005"
"1.49400","0.12478","0.00003"
"1.50000","0.12526","0.00012"
"1.50600","0.12574","0.00027"
"1.51200","0.12622","0.00028"
"1.51800","0.12675","0.00017"
"1.52400","0.12723","0.00007"
"1.53000","0.12771","-0.00003"
"1.53600","0.12819","-0.00006"
"1.54200","0.12873","-0.00005"
"1.54800","0.12921","0.00007"
"1.55400","0.12968","0.00021"
"1.56000","0.13016","0.00028"
"1.56600","0.13070","0.00027"
"1.57200","0.13118","0.00021"
"1.57800","0.13172","0.00013"
"1.58400","0.13219","0.00011"
"1.59000","0.13267","0.00014"
"1.59600","0.13321","0.00011"
"1.60200","0.13369","0.00008"
"1.60800","0.13417","0.00004"
"1.61400","0.13465","-0.00004"
"1.62000","0.13518","-0.00006"
"1.62600","0.13566","-0.00006"
"1.63200","0.13614","-0.00002"
"1.63800","0.13668","-0.00001"
"1.64400","0.13716","-0.00012"
"1.65000","0.13770","-0.00010"
"1.65600","0.13817","-0.00003"
"1.66200","0.13871","0.00000"
"1.66800","0.13919","0.00004"
"1.67400","0.13967","0.00005"
"1.68000","0.14021","0.00010"
"1.68600","0.14068","0.00015"
"1.69200","0.14122","0.00012"
"1.69800","0.14170","0.00008"
"1.70400","0.14218","0.00012"
"1.71000","0.14272","0.00011"
"1.71600","0.14320","0.00009"
"1.72200","0.14373","0.00006"
"1.72800","0.14421","-0.00001"
"1.73400","0.14475","0.00001"
"1.74000","0.14523","0.00011"
"1.74600","0.14571","0.00013"
"1.75200","0.14625","0.00010"
"1.75800","0.14672","0.00011"
"1.76400","0.14726","0.00011"
"1.77000","0.14774","0.00013"
"1.77600","0.14822","0.00014"
"1.78200","0.14876","0.00014"
"1.78800","0.14923","0.00009"
"1.79400","0.14977","0.00004"
"1.80000","0.15031","0.00007"
"1.80600","0.15079","0.00015"
"1.81200","0.15133","0.00016"
"1.81800","0.15181","0.00018"
"1.82400","0.15228","0.00023"
"1.83000","0.15276","0.00014"
"1.83600","0.15324","0.00005"
"1.84200","0.15378","-0.00005"
"1.84800","0.15426","-0.00008"
"1.85400","0.15474","-0.00007"
"1.86000","0.15527","-0.00015"
"1.86600","0.15575","-0.00011"
"1.87200","0.15623","-0.00008"
"1.87800","0.15671","-0.00013"
"1.88400","0.15725","-0.00014"
"1.89000","0.15772","0.00001"
"1.89600","0.15826","0.00006"
"1.90200","0.15874","0.00001"
"1.90800","0.15922","-0.00007"
"1.91400","0.15976","-0.00010"
"1.92000","0.16024","-0.00012"
"1.92600","0.16077","-0.00012"
"1.93200","0.16125","-0.00007"
"1.93800","0.16179","-0.00002"
"1.94400","0.16227","-0.00008"
"1.95000","0.16275","-0.00010"
"1.95600","0.16329","-0.00008"
"1.96200","0.16376","-0.00008"
"1.96800","0.16424","-0.00006"
"1.97400","0.16472","-0.00001"
"1.98000","0.16526","0.00007"
"1.98600","0.16574","0.00016"
"1.99200","0.16621","0.00016"
"1.99800","0.16669","0.00011"
"2.00400","0.16723","0.00008"
"2.01000","0.16771","0.00005"
"2.01600","0.16819","0.00001"
"2.02200","0.16873","-0.00001"
"2.02800","0.16920","-0.00011"
"2.03400","0.16968","-0.00014"
"2.04000","0.17022","-0.00010"
"2.04600","0.17070","-0.00011"
"2.05200","0.17124","-0.00012"
"2.05800","0.17172","-0.00014"
"2.06400","0.17219","-0.00011"
"2.07000","0.17273","-0.00016"
"2.07600","0.17321","-0.00026"
"2.08200","0.17375","-0.00027"
"2.08800","0.17423","-0.00019"
"2.09400","0.17471","-0.00011"
"2.10000","0.17524","-0.00003"
"2.10600","0.17572","0.00006"
"2.11200","0.17620","0.00004"
"2.11800","0.17668","0.00000"
"2.12400","0.17722","-0.00006"
"2.13000","0.17769","-0.00008"
"2.13600","0.17817","0.00004"
"2.14200","0.17865","0.00011"
"2.14800","0.17913","0.00012"
"2.15400","0.17967","0.00013"
"2.16000","0.18015","0.00008"
"2.16600","0.18062","0.00011"
"2.17200","0.18116","0.00021"
"2.17800","0.18164","0.00024"
"2.18400","0.18218","0.00022"
"2.19000","0.18266","0.00010"
"2.19600","0.18314","-0.00003"
"2.20200","0.18367","-0.00008"
"2.20800","0.18421","-0.00004"
"2.21400","0.18469","0.00004"
"2.22000","0.18523","0.00012"
"2.22600","0.18571","0.00012"
"2.23200","0.18624","0.00007"
"2.23800","0.18672","0.00004"
"2.24400","0.18720","0.00007"
"2.25000","0.18774","0.00013"
"2.25600","0.18822","0.00014"
"2.26200","0.18870","0.00011"
"2.26800","0.18923","0.00011"
"2.27400","0.18971","0.00014"
"2.28000","0.19019","0.00011"
"2.28600","0.19067","0.00002"
"2.29200","0.19121","0.00001"
"2.29800","0.19169","0.00002"
"2.30400","0.19222","0.00007"
"2.31000","0.19270","0.00010"
"2.31600","0.19324","0.00005"
"2.32200","0.19372","0.00000"
"2.32800","0.19420","-0.00002"
"2.33400","0.19473","-0.00001"
"2.34000","0.19521","0.00003"
"2.34600","0.19575","0.00005"
"2.35200","0.19623","0.00006"
"2.35800","0.19671","0.00007"
"2.36400","0.19725","0.00015"
"2.37000","0.19772","0.00028"
"2.37600","0.19826","0.00030"
"2.38200","0.19874","0.00020"
"2.38800","0.19922","0.00007"
"2.39400","0.19976","-0.00009"
"2.40000","0.20024","-0.00015"
"2.40600","0.20071","-0.00005"
"2.41200","0.20119","0.00010"
"2.41800","0.20167","0.00019"
"2.42400","0.20221","0.00028"
"2.43000","0.20269","0.00025"
"2.43600","0.20316","0.00015"
"2.44200","0.20370","0.00002"
"2.44800","0.20418","-0.00005"
"2.45400","0.20472","0.00000"
"2.46000","0.20520","0.00001"
"2.46600","0.20574","0.00003"
"2.47200","0.20621","0.00006"
"2.47800","0.20675","0.00002"
"2.48400","0.20723","-0.00001"
"2.49000","0.20771","0.00000"
"2.49600","0.20825","0.00005"
"2.50200","0.20873","0.00010"
"2.50800","0.20926","0.00017"
"2.51400","0.20974","0.00017"
"2.52000","0.21022","0.00019"
"2.52600","0.21076","0.00020"
"2.53200","0.21124","0.00026"
"2.53800","0.21177","0.00033"
"2.54400","0.21225","0.00030"
"2.55000","0.21273","0.00020"
"2.55600","0.21321","0.00012"
"2.56200","0.21375","0.00002"
"2.56800","0.21423","-0.00004"
"2.57400","0.21470","-0.00003"
"2.58000","0.21524","-0.00004"
"2.58600","0.21572","-0.00013"
"2.59200","0.21620","-0.00023"
"2.59800","0.21668","-0.00028"
"2.60400","0.21722","-0.00018"
"2.61000","0.21769","-0.00010"
"2.61600","0.21817","-0.00006"
"2.62200","0.21871","0.00002"
"2.62800","0.21919","0.00002"
"2.63400","0.21973","-0.00003"
"2.64000","0.22020","-0.00007"
"2.64600","0.22074","-0.00006"
"2.65200","0.22122","-0.00001"
"2.65800","0.22170","0.00007"
"2.66400","0.22218","0.00016"
"2.67000","0.22272","0.00019"
"2.67600","0.22319","0.00020"
"2.68200","0.22367","0.00023"
"2.68800","0.22421","0.00033"
"2.69400","0.22469","0.00036"
"2.70000","0.22517","0.00035"
"2.70600","0.22571","0.00026"
"2.71200","0.22618","0.00010"
"2.71800","0.22666","-0.00005"
"2.72400","0.22720","-0.00007"
"2.73000","0.22768","-0.00001"
"2.73600","0.22816","0.00007"
"2.74200","0.22864","0.00007"
"2.74800","0.22917","0.00008"
"2.75400","0.22965","0.00008"
"2.76000","0.23019","0.00001"
"2.76600","0.23067","-0.00001"
"2.77200","0.23115","-0.00001"
"2.77800","0.23168","-0.00002"
"2.78400","0.23216","-0.00005"
"2.79000","0.23270","-0.00010"
"2.79600","0.23318","-0.00016"
"2.80200","0.23372","-0.00018"
"2.80800","0.23420","-0.00016"
"2.81400","0.23473","-0.00011"
"2.82000","0.23521","-0.00011"
"2.82600","0.23569","-0.00019"
"2.83200","0.23623","-0.00025"
"2.83800","0.23671","-0.00025"
"2.84400","0.23724","-0.00021"
"2.85000","0.23772","-0.00012"
"2.85600","0.23820","-0.00003"
"2.86200","0.23874","-0.00001"
"2.86800","0.23922","0.00000"
"2.87400","0.23976","-0.00002"
"2.88000","0.24023","-0.00004"
"2.88600","0.24071","0.00001"
"2.89200","0.24125","0.00012"
"2.89800","0.24173","0.00027"
"2.90400","0.24227","0.00034"
"2.91000","0.24275","0.00034"
"2.91600","0.24322","0.00033"
"2.92200","0.24376","0.00037"
"2.92800","0.24424","0.00038"
"2.93400","0.24472","0.00032"
"2.94000","0.24526","0.00022"
"2.94600","0.24573","0.00007"
"2.95200","0.24627","-0.00002"
"2.95800","0.24675","-0.00003"
"2.96400","0.24723","0.00001"
"2.97000","0.24777","0.00009"
"2.97600","0.24825","0.00009"
"2.98200","0.24872","0.00011"
"2.98800","0.24926","0.00013"
"2.99400","0.24974","0.00011"
"3.00000","0.25022","0.00006"
"3.00600","0.25076","0.00003"
"3.01200","0.25124","0.00002"
"3.01800","0.25177","0.00007"
"3.02400","0.25225","0.00006"
"3.03000","0.25273","0.00001"
"3.03600","0.25327","-0.00001"
"3.04200","0.25375","-0.00002"
"3.04800","0.25423","0.00006"
"3.05400","0.25476","0.00014"
"3.06000","0.25524","0.00018"
"3.06600","0.25572","0.00027"
"3.07200","0.25620","0.00035"
"3.07800","0.25674","0.00038"
"3.08400","0.25721","0.00032"
"3.09000","0.25775","0.00031"
"3.09600","0.25823","0.00031"
"3.10200","0.25871","0.00032"
"3.10800","0.25925","0.00030"
"3.11400","0.25973","0.00019"
"3.12000","0.26020","0.00019"
"3.12600","0.26074","0.00015"
"3.13200","0.26122","0.00007"
"3.13800","0.26170","0.00004"
"3.14400","0.26218","-0.00004"
"3.15000","0.26272","-0.00006"
"3.15600","0.26319","-0.00004"
"3.16200","0.26367","-0.00007"
"3.16800","0.26421","-0.00007"
"3.17400","0.26469","-0.00005"
"3.18000","0.26517","-0.00001"
"3.18600","0.26570","0.00008"
"3.19200","0.26618","0.00012"
"3.19800","0.26666","0.00018"
"3.20400","0.26720","0.00027"
"3.21000","0.26768","0.00031"
"3.21600","0.26816","0.00034"
"3.22200","0.26869","0.00035"
"3.22800","0.26917","0.00024"
"3.23400","0.26965","0.00016"
"3.24000","0.27019","0.00012"
"3.24600","0.27067","0.00015"
"3.25200","0.27121","0.00020"
"3.25800","0.27168","0.00016"
"3.26400","0.27216","0.00006"
"3.27000","0.27270","0.00000"
"3.27600","0.27318","-0.00010"
"3.28200","0.27366","-0.00018"
"3.28800","0.27419","-0.00017"
"3.29400","0.27467","-0.00016"
"3.30000","0.27515","-0.00005"
"3.30600","0.27569","0.00006"
"3.31200","0.27617","0.00016"
"3.31800","0.27671","0.00018"
"3.32400","0.27718","0.00017"
"3.33000","0.27766","0.00008"
"3.33600","0.27820","0.00006"
"3.34200","0.27868","0.00008"
"3.34800","0.27922","0.00005"
"3.35400","0.27970","0.00003"
"3.36000","0.28023","-0.00008"
"3.36600","0.28071","-0.00018"
"3.37200","0.28125","-0.00023"
"3.37800","0.28173","-0.00031"
"3.38400","0.28227","-0.00038"
"3.39000","0.28274","-0.00038"
"3.39600","0.28322","-0.00038"
"3.40200","0.28376","-0.00030"
"3.40800","0.28424","-0.00023"
"3.41400","0.28478","-0.00021"
"3.42000","0.28526","-0.00020"
"3.42600","0.28573","-0.00021"
"3.43200","0.28627","-0.00019"
"3.43800","0.28675","-0.00012"
"3.44400","0.28723","-0.00017"
"3.45000","0.28777","-0.00018"
"3.45600","0.28825","-0.00016"
"3.46200","0.28872","-0.00015"
"3.46800","0.28920","-0.00002"
"3.47400","0.28974","0.00010"
"3.48000","0.29022","0.00009"
"3.48600","0.29076","0.00003"
"3.49200","0.29123","-0.00003"
"3.49800","0.29171","-0.00009"
"3.50400","0.29225","-0.00012"
"3.51000","0.29273","-0.00017"
"3.51600","0.29327","-0.00016"
"3.52200","0.29375","-0.00014"
"3.52800","0.29422","-0.00015"
"3.53400","0.29476","-0.00016"
"3.54000","0.29524","-0.00015"
"3.54600","0.29578","-0.00016"
"3.55200","0.29626","-0.00014"
"3.55800","0.29674","-0.00014"
"3.56400","0.29721","-0.00013"
"3.57000","0.29775","-0.00011"
"3.57600","0.29823","-0.00013"
"3.58200","0.29871","-0.00013"
"3.58800","0.29925","-0.00010"
"3.59400","0.29972","-0.00008"
"3.60000","0.30020","-0.00006"
"3.60600","0.30068","-0.00003"
"3.61200","0.30122","-0.00007"
"3.61800","0.30170","-0.00005"
"3.62400","0.30224","0.00001"
"3.63000","0.30271","0.00008"
"3.63600","0.30319","0.00013"
"3.64200","0.30373","0.00015"
"3.64800","0.30421","0.00025"
"3.65400","0.30475","0.00045"
"3.66000","0.30523","0.00053"
"3.66600","0.30576","0.00058"
"3.67200","0.30624","0.00057"
"3.67800","0.30672","0.00048"
"3.68400","0.30726","0.00036"
"3.69000","0.30774","0.00025"
"3.69600","0.30822","0.00016"
"3.70200","0.30869","0.00012"
"3.70800","0.30917","0.00005"
"3.71400","0.30971","0.00005"
"3.72000","0.31019","0.00012"
"3.72600","0.31067","0.00015"
"3.73200","0.31120","0.00016"
"3.73800","0.31168","0.00017"
"3.74400","0.31222","0.00017"
"3.75000","0.31270","0.00007"
"3.75600","0.31318","-0.00005"
"3.76200","0.31372","-0.00009"
"3.76800","0.31419","-0.00009"
"3.77400","0.31473","-0.00001"
"3.78000","0.31521","0.00009"
"3.78600","0.31569","0.00012"
"3.79200","0.31623","0.00003"
"3.79800","0.31671","-0.00006"
"3.80400","0.31724","-0.00008"
"3.81000","0.31772","-0.00012"
"3.81600","0.31826","-0.00017"
"3.82200","0.31874","-0.00014"
"3.82800","0.31922","-0.00014"
"3.83400","0.31975","-0.00016"
"3.84000","0.32023","-0.00018"
"3.84600","0.32071","-0.00017"
"3.85200","0.32125","-0.00013"
"3.85800","0.32173","-0.00014"
"3.86400","0.32221","-0.00014"
"3.87000","0.32268","-0.00008"
"3.87600","0.32322","0.00000"
"3.88200","0.32370","-0.00001"
"3.88800","0.32418","0.00005"
"3.89400","0.32472","0.00011"
"3.90000","0.32520","0.00017"
"3.90600","0.32573","0.00017"
"3.91200","0.32621","0.00013"
"3.91800","0.32669","0.00009"
"3.92400","0.32723","0.00001"
"3.93000","0.32771","-0.00005"
"3.93600","0.32824","-0.00005"
"3.94200","0.32872","-0.00011"
"3.94800","0.32926","-0.00008"
"3.95400","0.32974","0.00004"
"3.96000","0.33028","0.00007"
"3.96600","0.33076","0.00010"
"3.97200","0.33129","0.00008"
"3.97800","0.33177","0.00005"
"3.98400","0.33225","0.00004"
"3.99000","0.33273","0.00004"
"3.99600","0.33327","0.00009"
"4.00200","0.33375","0.00017"
"4.00800","0.33422","0.00021"
"4.01400","0.33476","0.00016"
"4.02000","0.33524","0.00010"
"4.02600","0.33572","0.00006"
"4.03200","0.33626","0.00005"
"4.03800","0.33673","0.00009"
"4.04400","0.33727","0.00004"
"4.05000","0.33775","0.00004"
"4.05600","0.33823","0.00001"
"4.06200","0.33877","-0.00008"
"4.06800","0.33925","-0.00018"
"4.07400","0.33978","-0.00025"
"4.08000","0.34026","-0.00026"
"4.08600","0.34080","-0.00024"
"4.09200","0.34128","-0.00026"
"4.09800","0.34182","-0.00028"
"4.10400","0.34230","-0.00024"
"4.11000","0.34277","-0.00024"
"4.11600","0.34325","-0.00017"
"4.12200","0.34379","-0.00005"
"4.12800","0.34427","-0.00003"
"4.13400","0.34475","-0.00001"
"4.14000","0.34522","0.00007"
"4.14600","0.34570","0.00014"
"4.15200","0.34618","0.00018"
"4.15800","0.34672","0.00021"
"4.16400","0.34720","0.00027"
"4.17000","0.34768","0.00033"
"4.17600","0.34821","0.00031"
"4.18200","0.34869","0.00028"
"4.18800","0.34917","0.00027"
"4.19400","0.34971","0.00017"
"4.20000","0.35019","0.00007"
"4.20600","0.35067","0.00012"
"4.21200","0.35120","0.00016"
"4.21800","0.35168","0.00019"
"4.22400","0.35222","0.00023"
"4.23000","0.35270","0.00021"
"4.23600","0.35324","0.00021"
"4.24200","0.35371","0.00012"
"4.24800","0.35419","0.00005"
"4.25400","0.35473","0.00010"
"4.26000","0.35521","0.00006"
"4.26600","0.35569","0.00000"
"4.27200","0.35617","-0.00001"
"4.27800","0.35664","0.00007"
"4.28400","0.35718","0.00011"
"4.29000","0.35766","0.00012"
"4.29600","0.35814","0.00016"
"4.30200","0.35868","0.00013"
"4.30800","0.35916","0.00003"
"4.31400","0.35963","-0.00002"
"4.32000","0.36017","-0.00001"
"4.32600","0.36065","-0.00004"
"4.33200","0.36113","-0.00004"
"4.33800","0.36167","0.00002"
"4.34400","0.36215","0.00000"
"4.35000","0.36268","-0.00005"
"4.35600","0.36316","-0.00008"
"4.36200","0.36370","-0.00003"
"4.36800","0.36418","0.00005"
"4.37400","0.36472","0.00008"
"4.38000","0.36525","0.00016"
"4.38600","0.36573","0.00025"
"4.39200","0.36621","0.00021"
"4.39800","0.36675","0.00013"
"4.40400","0.36723","0.00011"
"4.41000","0.36771","0.00010"
"4.41600","0.36818","0.00010"
"4.42200","0.36872","0.00007"
"4.42800","0.36920","0.00004"
"4.43400","0.36968","0.00006"
"4.44000","0.37016","0.00003"
"4.44600","0.37070","-0.00002"
"4.45200","0.37117","-0.00005"
"4.45800","0.37171","-0.00009"
"4.46400","0.37219","-0.00008"
"4.47000","0.37267","-0.00003"
"4.47600","0.37321","0.00003"
"4.48200","0.37368","0.00006"
"4.48800","0.37422","0.00006"
"4.49400","0.37470","0.00005"
"4.50000","0.37524","0.00007"
"4.50600","0.37572","0.00009"
"4.51200","0.37626","0.00001"
"4.51800","0.37673","-0.00011"
"4.52400","0.37727","-0.00018"
"4.53000","0.37775","-0.00021"
"4.53600","0.37823","-0.00016"
"4.54200","0.37877","-0.00015"
"4.54800","0.37925","-0.00015"
"4.55400","0.37972","-0.00009"
"4.56000","0.38020","-0.00001"
"4.56600","0.38068","0.00007"
"4.57200","0.38122","0.00018"
"4.57800","0.38170","0.00024"
"4.58400","0.38217","0.00026"
"4.59000","0.38271","0.00021"
"4.59600","0.38319","0.00008"
"4.60200","0.38367","0.00002"
"4.60800","0.38421","0.00003"
"4.61400","0.38469","0.00001"
"4.62000","0.38522","-0.00003"
"4.62600","0.38570","-0.00014"
"4.63200","0.38624","-0.00023"
"4.63800","0.38672","-0.00030"
"4.64400","0.38726","-0.00030"
"4.65000","0.38774","-0.00023"
"4.65600","0.38827","-0.00016"
"4.66200","0.38875","-0.00007"
"4.66800","0.38929","0.00004"
"4.67400","0.38977","0.00008"
"4.68000","0.39025","0.00008"
"4.68600","0.39072","0.00008"
"4.69200","0.39126","0.00003"
"4.69800","0.39174","-0.00001"
"4.70400","0.39222","0.00000"
"4.71000","0.39270","-0.00005"
"4.71600","0.39324","-0.00002"
"4.72200","0.39371","0.00003"
"4.72800","0.39419","0.00007"
"4.73400","0.39467","0.00006"
"4.74000","0.39521","0.00005"
"4.74600","0.39569","0.00005"
"4.75200","0.39617","0.00010"
"4.75800","0.39670","0.00016"
"4.76400","0.39718","0.00012"
"4.77000","0.39766","0.00005"
"4.77600","0.39820","-0.00008"
