End date,"12/17/2016"
Specimen label,"15CG_21_run2"
Maximum Load,"0.15933",N

Time,Extension,Load
(s),(mm),(N)
"79.34400","6.61218","0.00080"
"79.35000","6.61272","0.00084"
"79.35600","6.61320","0.00096"
"79.36200","6.61368","0.00094"
"79.36800","6.61416","0.00080"
"79.37400","6.61464","0.00069"
"79.38000","6.61517","0.00058"
"79.38600","6.61565","0.00051"
"79.39200","6.61613","0.00049"
"79.39800","6.61667","0.00064"
"79.40400","6.61715","0.00078"
"79.41000","6.61768","0.00087"
"79.41600","6.61816","0.00102"
"79.42200","6.61864","0.00111"
"79.42800","6.61918","0.00108"
"79.43400","6.61972","0.00106"
"79.44000","6.62020","0.00105"
"79.44600","6.62067","0.00116"
"79.45200","6.62121","0.00114"
"79.45800","6.62169","0.00101"
"79.46400","6.62217","0.00091"
"79.47000","6.62271","0.00092"
"79.47600","6.62319","0.00092"
"79.48200","6.62366","0.00091"
"79.48800","6.62414","0.00094"
"79.49400","6.62468","0.00096"
"79.50000","6.62516","0.00098"
"79.50600","6.62564","0.00099"
"79.51200","6.62612","0.00103"
"79.51800","6.62665","0.00102"
"79.52400","6.62713","0.00096"
"79.53000","6.62761","0.00092"
"79.53600","6.62815","0.00091"
"79.54200","6.62863","0.00090"
"79.54800","6.62911","0.00096"
"79.55400","6.62964","0.00105"
"79.56000","6.63012","0.00114"
"79.56600","6.63066","0.00123"
"79.57200","6.63114","0.00126"
"79.57800","6.63168","0.00125"
"79.58400","6.63215","0.00125"
"79.59000","6.63263","0.00129"
"79.59600","6.63317","0.00135"
"79.60200","6.63365","0.00139"
"79.60800","6.63413","0.00127"
"79.61400","6.63467","0.00119"
"79.62000","6.63514","0.00117"
"79.62600","6.63562","0.00108"
"79.63200","6.63616","0.00111"
"79.63800","6.63664","0.00112"
"79.64400","6.63712","0.00105"
"79.65000","6.63759","0.00107"
"79.65600","6.63813","0.00103"
"79.66200","6.63861","0.00101"
"79.66800","6.63909","0.00095"
"79.67400","6.63957","0.00088"
"79.68000","6.64011","0.00085"
"79.68600","6.64058","0.00087"
"79.69200","6.64112","0.00085"
"79.69800","6.64160","0.00081"
"79.70400","6.64214","0.00073"
"79.71000","6.64262","0.00067"
"79.71600","6.64316","0.00067"
"79.72200","6.64369","0.00070"
"79.72800","6.64417","0.00074"
"79.73400","6.64471","0.00082"
"79.74000","6.64519","0.00087"
"79.74600","6.64567","0.00093"
"79.75200","6.64620","0.00101"
"79.75800","6.64668","0.00103"
"79.76400","6.64716","0.00102"
"79.77000","6.64770","0.00093"
"79.77600","6.64818","0.00082"
"79.78200","6.64866","0.00077"
"79.78800","6.64919","0.00087"
"79.79400","6.64967","0.00094"
"79.80000","6.65015","0.00104"
"79.80600","6.65063","0.00110"
"79.81200","6.65117","0.00111"
"79.81800","6.65165","0.00111"
"79.82400","6.65212","0.00103"
"79.83000","6.65266","0.00097"
"79.83600","6.65314","0.00091"
"79.84200","6.65368","0.00084"
"79.84800","6.65416","0.00084"
"79.85400","6.65470","0.00086"
"79.86000","6.65517","0.00080"
"79.86600","6.65571","0.00078"
"79.87200","6.65619","0.00090"
"79.87800","6.65667","0.00092"
"79.88400","6.65721","0.00093"
"79.89000","6.65768","0.00093"
"79.89600","6.65816","0.00092"
"79.90200","6.65864","0.00093"
"79.90800","6.65918","0.00093"
"79.91400","6.65966","0.00103"
"79.92000","6.66014","0.00109"
"79.92600","6.66061","0.00101"
"79.93200","6.66115","0.00103"
"79.93800","6.66163","0.00107"
"79.94400","6.66217","0.00110"
"79.95000","6.66265","0.00105"
"79.95600","6.66318","0.00094"
"79.96200","6.66366","0.00090"
"79.96800","6.66414","0.00080"
"79.97400","6.66468","0.00073"
"79.98000","6.66516","0.00071"
"79.98600","6.66570","0.00070"
"79.99200","6.66617","0.00062"
"79.99800","6.66671","0.00066"
"80.00400","6.66719","0.00072"
"80.01000","6.66767","0.00070"
"80.01600","6.66821","0.00077"
"80.02200","6.66868","0.00089"
"80.02800","6.66922","0.00096"
"80.03400","6.66970","0.00098"
"80.04000","6.67018","0.00096"
"80.04600","6.67066","0.00096"
"80.05200","6.67120","0.00100"
"80.05800","6.67167","0.00096"
"80.06400","6.67215","0.00095"
"80.07000","6.67263","0.00102"
"80.07600","6.67311","0.00095"
"80.08200","6.67365","0.00086"
"80.08800","6.67413","0.00084"
"80.09400","6.67460","0.00074"
"80.10000","6.67514","0.00063"
"80.10600","6.67562","0.00061"
"80.11200","6.67610","0.00068"
"80.11800","6.67664","0.00076"
"80.12400","6.67712","0.00080"
"80.13000","6.67765","0.00090"
"80.13600","6.67813","0.00103"
"80.14200","6.67861","0.00107"
"80.14800","6.67915","0.00101"
"80.15400","6.67963","0.00094"
"80.16000","6.68016","0.00093"
"80.16600","6.68064","0.00099"
"80.17200","6.68118","0.00100"
"80.17800","6.68166","0.00094"
"80.18400","6.68214","0.00084"
"80.19000","6.68262","0.00080"
"80.19600","6.68315","0.00079"
"80.20200","6.68363","0.00081"
"80.20800","6.68411","0.00072"
"80.21400","6.68465","0.00064"
"80.22000","6.68513","0.00062"
"80.22600","6.68561","0.00063"
"80.23200","6.68608","0.00069"
"80.23800","6.68662","0.00075"
"80.24400","6.68710","0.00083"
"80.25000","6.68758","0.00088"
"80.25600","6.68812","0.00085"
"80.26200","6.68860","0.00090"
"80.26800","6.68913","0.00095"
"80.27400","6.68961","0.00103"
"80.28000","6.69015","0.00105"
"80.28600","6.69063","0.00107"
"80.29200","6.69117","0.00102"
"80.29800","6.69164","0.00100"
"80.30400","6.69218","0.00093"
"80.31000","6.69266","0.00084"
"80.31600","6.69320","0.00086"
"80.32200","6.69368","0.00089"
"80.32800","6.69416","0.00086"
"80.33400","6.69469","0.00088"
"80.34000","6.69517","0.00096"
"80.34600","6.69565","0.00109"
"80.35200","6.69619","0.00111"
"80.35800","6.69667","0.00112"
"80.36400","6.69715","0.00113"
"80.37000","6.69768","0.00117"
"80.37600","6.69816","0.00118"
"80.38200","6.69864","0.00124"
"80.38800","6.69912","0.00126"
"80.39400","6.69966","0.00115"
"80.40000","6.70013","0.00107"
"80.40600","6.70067","0.00101"
"80.41200","6.70115","0.00095"
"80.41800","6.70163","0.00085"
"80.42400","6.70217","0.00082"
"80.43000","6.70265","0.00088"
"80.43600","6.70318","0.00088"
"80.44200","6.70366","0.00083"
"80.44800","6.70420","0.00086"
"80.45400","6.70468","0.00097"
"80.46000","6.70516","0.00102"
"80.46600","6.70569","0.00113"
"80.47200","6.70617","0.00120"
"80.47800","6.70665","0.00125"
"80.48400","6.70713","0.00118"
"80.49000","6.70767","0.00102"
"80.49600","6.70815","0.00102"
"80.50200","6.70868","0.00103"
"80.50800","6.70916","0.00099"
"80.51400","6.70964","0.00100"
"80.52000","6.71018","0.00103"
"80.52600","6.71066","0.00090"
"80.53200","6.71114","0.00085"
"80.53800","6.71167","0.00096"
"80.54400","6.71215","0.00112"
"80.55000","6.71263","0.00125"
"80.55600","6.71317","0.00125"
"80.56200","6.71365","0.00115"
"80.56800","6.71419","0.00105"
"80.57400","6.71466","0.00093"
"80.58000","6.71520","0.00091"
"80.58600","6.71568","0.00086"
"80.59200","6.71622","0.00073"
"80.59800","6.71670","0.00072"
"80.60400","6.71717","0.00080"
"80.61000","6.71771","0.00080"
"80.61600","6.71819","0.00085"
"80.62200","6.71867","0.00091"
"80.62800","6.71915","0.00103"
"80.63400","6.71963","0.00117"
"80.64000","6.72016","0.00117"
"80.64600","6.72064","0.00123"
"80.65200","6.72112","0.00131"
"80.65800","6.72160","0.00132"
"80.66400","6.72214","0.00130"
"80.67000","6.72262","0.00133"
"80.67600","6.72309","0.00128"
"80.68200","6.72357","0.00126"
"80.68800","6.72411","0.00127"
"80.69400","6.72459","0.00126"
"80.70000","6.72513","0.00132"
"80.70600","6.72560","0.00130"
"80.71200","6.72608","0.00125"
"80.71800","6.72662","0.00117"
"80.72400","6.72710","0.00106"
"80.73000","6.72764","0.00100"
"80.73600","6.72812","0.00108"
"80.74200","6.72865","0.00112"
"80.74800","6.72913","0.00115"
"80.75400","6.72961","0.00122"
"80.76000","6.73015","0.00123"
"80.76600","6.73063","0.00121"
"80.77200","6.73111","0.00120"
"80.77800","6.73158","0.00118"
"80.78400","6.73212","0.00113"
"80.79000","6.73260","0.00097"
"80.79600","6.73314","0.00091"
"80.80200","6.73362","0.00096"
"80.80800","6.73410","0.00102"
"80.81400","6.73463","0.00110"
"80.82000","6.73511","0.00117"
"80.82600","6.73565","0.00125"
"80.83200","6.73613","0.00135"
"80.83800","6.73667","0.00140"
"80.84400","6.73714","0.00133"
"80.85000","6.73768","0.00124"
"80.85600","6.73816","0.00120"
"80.86200","6.73870","0.00110"
"80.86800","6.73918","0.00108"
"80.87400","6.73972","0.00097"
"80.88000","6.74019","0.00083"
"80.88600","6.74067","0.00078"
"80.89200","6.74121","0.00070"
"80.89800","6.74169","0.00066"
"80.90400","6.74217","0.00072"
"80.91000","6.74271","0.00080"
"80.91600","6.74318","0.00089"
"80.92200","6.74372","0.00095"
"80.92800","6.74420","0.00105"
"80.93400","6.74468","0.00111"
"80.94000","6.74516","0.00113"
"80.94600","6.74569","0.00121"
"80.95200","6.74617","0.00130"
"80.95800","6.74665","0.00122"
"80.96400","6.74713","0.00120"
"80.97000","6.74767","0.00122"
"80.97600","6.74815","0.00117"
"80.98200","6.74868","0.00112"
"80.98800","6.74916","0.00112"
"80.99400","6.74964","0.00110"
"81.00000","6.75018","0.00113"
"81.00600","6.75066","0.00116"
"81.01200","6.75119","0.00115"
"81.01800","6.75167","0.00115"
"81.02400","6.75221","0.00114"
"81.03000","6.75269","0.00111"
"81.03600","6.75317","0.00109"
"81.04200","6.75371","0.00104"
"81.04800","6.75418","0.00101"
"81.05400","6.75466","0.00106"
"81.06000","6.75520","0.00107"
"81.06600","6.75568","0.00096"
"81.07200","6.75622","0.00086"
"81.07800","6.75670","0.00083"
"81.08400","6.75717","0.00093"
"81.09000","6.75765","0.00103"
"81.09600","6.75819","0.00112"
"81.10200","6.75867","0.00120"
"81.10800","6.75915","0.00119"
"81.11400","6.75969","0.00114"
"81.12000","6.76016","0.00119"
"81.12600","6.76064","0.00117"
"81.13200","6.76118","0.00110"
"81.13800","6.76166","0.00105"
"81.14400","6.76220","0.00094"
"81.15000","6.76267","0.00090"
"81.15600","6.76315","0.00091"
"81.16200","6.76369","0.00093"
"81.16800","6.76417","0.00094"
"81.17400","6.76465","0.00089"
"81.18000","6.76513","0.00091"
"81.18600","6.76566","0.00092"
"81.19200","6.76614","0.00094"
"81.19800","6.76662","0.00089"
"81.20400","6.76716","0.00094"
"81.21000","6.76764","0.00106"
"81.21600","6.76812","0.00118"
"81.22200","6.76865","0.00121"
"81.22800","6.76913","0.00120"
"81.23400","6.76967","0.00124"
"81.24000","6.77015","0.00118"
"81.24600","6.77063","0.00110"
"81.25200","6.77111","0.00111"
"81.25800","6.77164","0.00104"
"81.26400","6.77212","0.00106"
"81.27000","6.77260","0.00121"
"81.27600","6.77308","0.00128"
"81.28200","6.77362","0.00128"
"81.28800","6.77409","0.00129"
"81.29400","6.77463","0.00128"
"81.30000","6.77511","0.00129"
"81.30600","6.77565","0.00130"
"81.31200","6.77613","0.00123"
"81.31800","6.77661","0.00119"
"81.32400","6.77714","0.00115"
"81.33000","6.77762","0.00112"
"81.33600","6.77816","0.00110"
"81.34200","6.77864","0.00107"
"81.34800","6.77912","0.00110"
"81.35400","6.77965","0.00120"
"81.36000","6.78013","0.00127"
"81.36600","6.78067","0.00129"
"81.37200","6.78115","0.00117"
"81.37800","6.78169","0.00105"
"81.38400","6.78217","0.00094"
"81.39000","6.78264","0.00082"
"81.39600","6.78318","0.00080"
"81.40200","6.78366","0.00091"
"81.40800","6.78414","0.00099"
"81.41400","6.78468","0.00111"
"81.42000","6.78516","0.00123"
"81.42600","6.78569","0.00129"
"81.43200","6.78617","0.00138"
"81.43800","6.78671","0.00139"
"81.44400","6.78719","0.00138"
"81.45000","6.78767","0.00140"
"81.45600","6.78820","0.00139"
"81.46200","6.78868","0.00134"
"81.46800","6.78922","0.00130"
"81.47400","6.78970","0.00124"
"81.48000","6.79018","0.00122"
"81.48600","6.79072","0.00118"
"81.49200","6.79119","0.00108"
"81.49800","6.79167","0.00101"
"81.50400","6.79221","0.00105"
"81.51000","6.79269","0.00110"
"81.51600","6.79317","0.00118"
"81.52200","6.79371","0.00113"
"81.52800","6.79418","0.00100"
"81.53400","6.79466","0.00093"
"81.54000","6.79514","0.00094"
"81.54600","6.79568","0.00105"
"81.55200","6.79616","0.00113"
"81.55800","6.79663","0.00110"
"81.56400","6.79717","0.00111"
"81.57000","6.79765","0.00116"
"81.57600","6.79813","0.00112"
"81.58200","6.79867","0.00107"
"81.58800","6.79915","0.00099"
"81.59400","6.79968","0.00090"
"81.60000","6.80016","0.00093"
"81.60600","6.80064","0.00095"
"81.61200","6.80118","0.00099"
"81.61800","6.80166","0.00098"
"81.62400","6.80214","0.00089"
"81.63000","6.80267","0.00084"
"81.63600","6.80315","0.00089"
"81.64200","6.80369","0.00085"
"81.64800","6.80417","0.00076"
"81.65400","6.80465","0.00076"
"81.66000","6.80519","0.00072"
"81.66600","6.80566","0.00078"
"81.67200","6.80620","0.00089"
"81.67800","6.80668","0.00101"
"81.68400","6.80716","0.00110"
"81.69000","6.80770","0.00117"
"81.69600","6.80817","0.00126"
"81.70200","6.80865","0.00137"
"81.70800","6.80913","0.00134"
"81.71400","6.80961","0.00125"
"81.72000","6.81015","0.00115"
"81.72600","6.81063","0.00107"
"81.73200","6.81110","0.00099"
"81.73800","6.81164","0.00094"
"81.74400","6.81212","0.00101"
"81.75000","6.81260","0.00106"
"81.75600","6.81314","0.00105"
"81.76200","6.81362","0.00109"
"81.76800","6.81409","0.00126"
"81.77400","6.81457","0.00137"
"81.78000","6.81511","0.00135"
"81.78600","6.81559","0.00141"
"81.79200","6.81613","0.00147"
"81.79800","6.81661","0.00153"
"81.80400","6.81714","0.00154"
"81.81000","6.81762","0.00155"
"81.81600","6.81810","0.00147"
"81.82200","6.81858","0.00132"
"81.82800","6.81906","0.00120"
"81.83400","6.81959","0.00111"
"81.84000","6.82007","0.00107"
"81.84600","6.82055","0.00101"
"81.85200","6.82109","0.00102"
"81.85800","6.82157","0.00106"
"81.86400","6.82211","0.00107"
"81.87000","6.82264","0.00110"
"81.87600","6.82312","0.00114"
"81.88200","6.82366","0.00122"
"81.88800","6.82414","0.00125"
"81.89400","6.82462","0.00129"
"81.90000","6.82516","0.00136"
"81.90600","6.82563","0.00138"
"81.91200","6.82611","0.00145"
"81.91800","6.82665","0.00157"
"81.92400","6.82713","0.00161"
"81.93000","6.82767","0.00153"
"81.93600","6.82814","0.00152"
"81.94200","6.82868","0.00151"
"81.94800","6.82916","0.00146"
"81.95400","6.82964","0.00135"
"81.96000","6.83018","0.00133"
"81.96600","6.83066","0.00135"
"81.97200","6.83119","0.00130"
"81.97800","6.83167","0.00123"
"81.98400","6.83215","0.00114"
"81.99000","6.83269","0.00105"
"81.99600","6.83317","0.00099"
"82.00200","6.83364","0.00098"
"82.00800","6.83418","0.00096"
"82.01400","6.83466","0.00098"
"82.02000","6.83520","0.00096"
"82.02600","6.83568","0.00093"
"82.03200","6.83622","0.00093"
"82.03800","6.83669","0.00089"
"82.04400","6.83717","0.00085"
"82.05000","6.83765","0.00092"
"82.05600","6.83819","0.00089"
"82.06200","6.83867","0.00086"
"82.06800","6.83915","0.00089"
"82.07400","6.83962","0.00093"
"82.08000","6.84016","0.00093"
"82.08600","6.84064","0.00102"
"82.09200","6.84112","0.00102"
"82.09800","6.84166","0.00097"
"82.10400","6.84213","0.00097"
"82.11000","6.84267","0.00092"
"82.11600","6.84315","0.00088"
"82.12200","6.84363","0.00084"
"82.12800","6.84417","0.00084"
"82.13400","6.84465","0.00093"
"82.14000","6.84518","0.00101"
"82.14600","6.84566","0.00107"
"82.15200","6.84620","0.00113"
"82.15800","6.84668","0.00113"
"82.16400","6.84722","0.00107"
"82.17000","6.84770","0.00098"
"82.17600","6.84817","0.00086"
"82.18200","6.84871","0.00078"
"82.18800","6.84919","0.00078"
"82.19400","6.84967","0.00078"
"82.20000","6.85021","0.00088"
"82.20600","6.85069","0.00099"
"82.21200","6.85116","0.00109"
"82.21800","6.85170","0.00116"
"82.22400","6.85218","0.00112"
"82.23000","6.85266","0.00111"
"82.23600","6.85314","0.00119"
"82.24200","6.85361","0.00118"
"82.24800","6.85415","0.00115"
"82.25400","6.85463","0.00113"
"82.26000","6.85511","0.00116"
"82.26600","6.85565","0.00117"
"82.27200","6.85613","0.00113"
"82.27800","6.85666","0.00116"
"82.28400","6.85714","0.00122"
"82.29000","6.85768","0.00114"
"82.29600","6.85816","0.00099"
"82.30200","6.85864","0.00093"
"82.30800","6.85917","0.00087"
"82.31400","6.85965","0.00080"
"82.32000","6.86013","0.00076"
"82.32600","6.86061","0.00073"
"82.33200","6.86115","0.00082"
"82.33800","6.86163","0.00090"
"82.34400","6.86210","0.00098"
"82.35000","6.86258","0.00102"
"82.35600","6.86306","0.00097"
"82.36200","6.86360","0.00094"
"82.36800","6.86408","0.00106"
"82.37400","6.86456","0.00114"
"82.38000","6.86503","0.00110"
"82.38600","6.86557","0.00118"
"82.39200","6.86605","0.00127"
"82.39800","6.86659","0.00127"
"82.40400","6.86707","0.00124"
"82.41000","6.86761","0.00124"
"82.41600","6.86808","0.00126"
"82.42200","6.86862","0.00126"
"82.42800","6.86910","0.00130"
"82.43400","6.86964","0.00141"
"82.44000","6.87018","0.00144"
"82.44600","6.87066","0.00130"
"82.45200","6.87119","0.00114"
"82.45800","6.87167","0.00101"
"82.46400","6.87221","0.00089"
"82.47000","6.87269","0.00088"
"82.47600","6.87323","0.00096"
"82.48200","6.87370","0.00104"
"82.48800","6.87418","0.00110"
"82.49400","6.87472","0.00112"
"82.50000","6.87520","0.00118"
"82.50600","6.87568","0.00117"
"82.51200","6.87622","0.00119"
"82.51800","6.87669","0.00133"
"82.52400","6.87717","0.00143"
"82.53000","6.87771","0.00142"
"82.53600","6.87819","0.00147"
"82.54200","6.87867","0.00150"
"82.54800","6.87920","0.00147"
"82.55400","6.87968","0.00140"
"82.56000","6.88016","0.00127"
"82.56600","6.88070","0.00120"
"82.57200","6.88118","0.00117"
"82.57800","6.88172","0.00112"
"82.58400","6.88219","0.00118"
"82.59000","6.88273","0.00128"
"82.59600","6.88321","0.00133"
"82.60200","6.88375","0.00138"
"82.60800","6.88423","0.00136"
"82.61400","6.88470","0.00137"
"82.62000","6.88518","0.00134"
"82.62600","6.88566","0.00129"
"82.63200","6.88620","0.00121"
"82.63800","6.88668","0.00115"
"82.64400","6.88716","0.00118"
"82.65000","6.88769","0.00121"
"82.65600","6.88817","0.00118"
"82.66200","6.88871","0.00119"
"82.66800","6.88919","0.00125"
"82.67400","6.88967","0.00128"
"82.68000","6.89021","0.00126"
"82.68600","6.89068","0.00128"
"82.69200","6.89116","0.00129"
"82.69800","6.89170","0.00125"
"82.70400","6.89218","0.00120"
"82.71000","6.89266","0.00122"
"82.71600","6.89320","0.00133"
"82.72200","6.89367","0.00134"
"82.72800","6.89421","0.00133"
"82.73400","6.89469","0.00146"
"82.74000","6.89523","0.00156"
"82.74600","6.89571","0.00153"
"82.75200","6.89618","0.00149"
"82.75800","6.89672","0.00138"
"82.76400","6.89720","0.00127"
"82.77000","6.89768","0.00124"
"82.77600","6.89816","0.00131"
"82.78200","6.89870","0.00138"
"82.78800","6.89917","0.00137"
"82.79400","6.89965","0.00130"
"82.80000","6.90019","0.00127"
"82.80600","6.90067","0.00118"
"82.81200","6.90115","0.00123"
"82.81800","6.90169","0.00133"
"82.82400","6.90216","0.00138"
"82.83000","6.90264","0.00137"
"82.83600","6.90318","0.00132"
"82.84200","6.90366","0.00119"
"82.84800","6.90414","0.00109"
"82.85400","6.90467","0.00104"
"82.86000","6.90515","0.00108"
"82.86600","6.90563","0.00123"
"82.87200","6.90617","0.00126"
"82.87800","6.90665","0.00123"
"82.88400","6.90713","0.00127"
"82.89000","6.90766","0.00128"
"82.89600","6.90814","0.00127"
"82.90200","6.90862","0.00127"
"82.90800","6.90910","0.00132"
"82.91400","6.90964","0.00138"
"82.92000","6.91012","0.00139"
"82.92600","6.91059","0.00138"
"82.93200","6.91113","0.00136"
"82.93800","6.91161","0.00127"
"82.94400","6.91209","0.00122"
"82.95000","6.91263","0.00130"
"82.95600","6.91311","0.00127"
"82.96200","6.91364","0.00120"
"82.96800","6.91412","0.00114"
"82.97400","6.91460","0.00111"
"82.98000","6.91514","0.00102"
"82.98600","6.91562","0.00098"
"82.99200","6.91615","0.00096"
"82.99800","6.91663","0.00098"
"83.00400","6.91717","0.00098"
"83.01000","6.91765","0.00097"
"83.01600","6.91819","0.00100"
"83.02200","6.91867","0.00099"
"83.02800","6.91920","0.00097"
"83.03400","6.91968","0.00104"
"83.04000","6.92016","0.00108"
"83.04600","6.92070","0.00106"
"83.05200","6.92118","0.00104"
"83.05800","6.92172","0.00104"
"83.06400","6.92219","0.00093"
"83.07000","6.92267","0.00083"
"83.07600","6.92321","0.00079"
"83.08200","6.92369","0.00086"
"83.08800","6.92423","0.00092"
"83.09400","6.92470","0.00092"
"83.10000","6.92518","0.00098"
"83.10600","6.92572","0.00101"
"83.11200","6.92620","0.00107"
"83.11800","6.92668","0.00118"
"83.12400","6.92722","0.00117"
"83.13000","6.92769","0.00123"
"83.13600","6.92817","0.00134"
"83.14200","6.92871","0.00140"
"83.14800","6.92919","0.00137"
"83.15400","6.92973","0.00143"
"83.16000","6.93020","0.00148"
"83.16600","6.93074","0.00153"
"83.17200","6.93122","0.00157"
"83.17800","6.93170","0.00145"
"83.18400","6.93224","0.00129"
"83.19000","6.93272","0.00119"
"83.19600","6.93319","0.00113"
"83.20200","6.93367","0.00113"
"83.20800","6.93421","0.00113"
"83.21400","6.93469","0.00115"
"83.22000","6.93517","0.00121"
"83.22600","6.93571","0.00124"
"83.23200","6.93618","0.00127"
"83.23800","6.93666","0.00126"
"83.24400","6.93714","0.00120"
"83.25000","6.93768","0.00117"
"83.25600","6.93816","0.00111"
"83.26200","6.93863","0.00109"
"83.26800","6.93917","0.00118"
"83.27400","6.93965","0.00125"
"83.28000","6.94013","0.00127"
"83.28600","6.94067","0.00124"
"83.29200","6.94115","0.00114"
"83.29800","6.94168","0.00112"
"83.30400","6.94216","0.00111"
"83.31000","6.94270","0.00113"
"83.31600","6.94318","0.00122"
"83.32200","6.94372","0.00127"
"83.32800","6.94420","0.00127"
"83.33400","6.94467","0.00130"
"83.34000","6.94515","0.00127"
"83.34600","6.94563","0.00128"
"83.35200","6.94617","0.00135"
"83.35800","6.94665","0.00140"
"83.36400","6.94713","0.00135"
"83.37000","6.94760","0.00122"
"83.37600","6.94814","0.00115"
"83.38200","6.94862","0.00109"
"83.38800","6.94916","0.00101"
"83.39400","6.94964","0.00103"
"83.40000","6.95011","0.00121"
"83.40600","6.95065","0.00130"
"83.41200","6.95113","0.00127"
"83.41800","6.95161","0.00129"
"83.42400","6.95209","0.00129"
"83.43000","6.95263","0.00132"
"83.43600","6.95310","0.00137"
"83.44200","6.95364","0.00140"
"83.44800","6.95412","0.00137"
"83.45400","6.95466","0.00125"
"83.46000","6.95514","0.00106"
"83.46600","6.95568","0.00102"
"83.47200","6.95615","0.00098"
"83.47800","6.95663","0.00095"
"83.48400","6.95711","0.00115"
"83.49000","6.95765","0.00129"
"83.49600","6.95813","0.00136"
"83.50200","6.95860","0.00147"
"83.50800","6.95908","0.00154"
"83.51400","6.95956","0.00151"
"83.52000","6.96010","0.00138"
"83.52600","6.96058","0.00119"
"83.53200","6.96112","0.00104"
"83.53800","6.96159","0.00100"
"83.54400","6.96207","0.00105"
"83.55000","6.96261","0.00102"
"83.55600","6.96309","0.00094"
"83.56200","6.96363","0.00094"
"83.56800","6.96411","0.00099"
"83.57400","6.96464","0.00111"
"83.58000","6.96512","0.00115"
"83.58600","6.96566","0.00120"
"83.59200","6.96614","0.00131"
"83.59800","6.96668","0.00144"
"83.60400","6.96722","0.00150"
"83.61000","6.96769","0.00148"
"83.61600","6.96823","0.00149"
"83.62200","6.96871","0.00144"
"83.62800","6.96919","0.00137"
"83.63400","6.96973","0.00142"
"83.64000","6.97020","0.00148"
"83.64600","6.97068","0.00143"
"83.65200","6.97116","0.00142"
"83.65800","6.97170","0.00146"
"83.66400","6.97218","0.00152"
"83.67000","6.97266","0.00152"
"83.67600","6.97319","0.00149"
"83.68200","6.97367","0.00149"
"83.68800","6.97415","0.00144"
"83.69400","6.97469","0.00130"
"83.70000","6.97517","0.00121"
"83.70600","6.97570","0.00117"
"83.71200","6.97618","0.00117"
"83.71800","6.97672","0.00124"
"83.72400","6.97720","0.00130"
"83.73000","6.97768","0.00140"
"83.73600","6.97822","0.00153"
"83.74200","6.97869","0.00155"
"83.74800","6.97923","0.00157"
"83.75400","6.97971","0.00156"
"83.76000","6.98019","0.00146"
"83.76600","6.98073","0.00144"
"83.77200","6.98121","0.00140"
"83.77800","6.98168","0.00131"
"83.78400","6.98222","0.00130"
"83.79000","6.98270","0.00137"
"83.79600","6.98318","0.00140"
"83.80200","6.98366","0.00139"
"83.80800","6.98420","0.00132"
"83.81400","6.98467","0.00122"
"83.82000","6.98515","0.00116"
"83.82600","6.98563","0.00102"
"83.83200","6.98617","0.00085"
"83.83800","6.98665","0.00071"
"83.84400","6.98712","0.00071"
"83.85000","6.98760","0.00084"
"83.85600","6.98814","0.00094"
"83.86200","6.98862","0.00103"
"83.86800","6.98916","0.00113"
"83.87400","6.98964","0.00122"
"83.88000","6.99011","0.00120"
"83.88600","6.99059","0.00109"
"83.89200","6.99113","0.00107"
"83.89800","6.99161","0.00100"
"83.90400","6.99209","0.00094"
"83.91000","6.99257","0.00101"
"83.91600","6.99304","0.00121"
"83.92200","6.99358","0.00133"
"83.92800","6.99406","0.00134"
"83.93400","6.99454","0.00144"
"83.94000","6.99508","0.00146"
"83.94600","6.99555","0.00150"
"83.95200","6.99603","0.00155"
"83.95800","6.99657","0.00157"
"83.96400","6.99705","0.00155"
"83.97000","6.99759","0.00152"
"83.97600","6.99807","0.00153"
"83.98200","6.99854","0.00154"
"83.98800","6.99908","0.00144"
"83.99400","6.99956","0.00131"
"84.00000","7.00010","0.00126"
"84.00600","7.00064","0.00123"
"84.01200","7.00111","0.00126"
"84.01800","7.00165","0.00137"
"84.02400","7.00213","0.00131"
"84.03000","7.00267","0.00119"
"84.03600","7.00315","0.00113"
"84.04200","7.00369","0.00108"
"84.04800","7.00416","0.00108"
"84.05400","7.00464","0.00110"
"84.06000","7.00518","0.00117"
"84.06600","7.00566","0.00131"
"84.07200","7.00614","0.00142"
"84.07800","7.00668","0.00131"
"84.08400","7.00715","0.00134"
"84.09000","7.00763","0.00141"
"84.09600","7.00817","0.00143"
"84.10200","7.00865","0.00152"
"84.10800","7.00913","0.00163"
"84.11400","7.00967","0.00176"
"84.12000","7.01014","0.00171"
"84.12600","7.01062","0.00157"
"84.13200","7.01116","0.00154"
"84.13800","7.01164","0.00154"
"84.14400","7.01218","0.00148"
"84.15000","7.01265","0.00150"
"84.15600","7.01319","0.00157"
"84.16200","7.01367","0.00170"
"84.16800","7.01421","0.00177"
"84.17400","7.01475","0.00182"
"84.18000","7.01523","0.00185"
"84.18600","7.01570","0.00184"
"84.19200","7.01624","0.00177"
"84.19800","7.01672","0.00171"
"84.20400","7.01720","0.00157"
"84.21000","7.01768","0.00139"
"84.21600","7.01816","0.00130"
"84.22200","7.01863","0.00120"
"84.22800","7.01917","0.00106"
"84.23400","7.01965","0.00098"
"84.24000","7.02013","0.00096"
"84.24600","7.02067","0.00098"
"84.25200","7.02114","0.00111"
