End date,"12/17/2016"
Specimen label,"15CG_21_run2"
Maximum Load,"0.15933",N

Time,Extension,Load
(s),(mm),(N)
"291.92400","24.32717","0.01232"
"291.93000","24.32764","0.01232"
"291.93600","24.32818","0.01236"
"291.94200","24.32866","0.01234"
"291.94800","24.32920","0.01225"
"291.95400","24.32968","0.01210"
"291.96000","24.33015","0.01204"
"291.96600","24.33069","0.01206"
"291.97200","24.33117","0.01210"
"291.97800","24.33171","0.01207"
"291.98400","24.33219","0.01204"
"291.99000","24.33266","0.01207"
"291.99600","24.33320","0.01215"
"292.00200","24.33368","0.01218"
"292.00800","24.33422","0.01228"
"292.01400","24.33470","0.01234"
"292.02000","24.33524","0.01235"
"292.02600","24.33572","0.01240"
"292.03200","24.33619","0.01243"
"292.03800","24.33673","0.01231"
"292.04400","24.33721","0.01224"
"292.05000","24.33769","0.01231"
"292.05600","24.33817","0.01236"
"292.06200","24.33870","0.01230"
"292.06800","24.33918","0.01227"
"292.07400","24.33966","0.01233"
"292.08000","24.34014","0.01233"
"292.08600","24.34068","0.01234"
"292.09200","24.34116","0.01229"
"292.09800","24.34163","0.01222"
"292.10400","24.34217","0.01212"
"292.11000","24.34265","0.01204"
"292.11600","24.34313","0.01204"
"292.12200","24.34361","0.01211"
"292.12800","24.34415","0.01219"
"292.13400","24.34462","0.01220"
"292.14000","24.34516","0.01233"
"292.14600","24.34564","0.01240"
"292.15200","24.34618","0.01231"
"292.15800","24.34665","0.01224"
"292.16400","24.34714","0.01214"
"292.17000","24.34767","0.01197"
"292.17600","24.34815","0.01182"
"292.18200","24.34869","0.01168"
"292.18800","24.34917","0.01170"
"292.19400","24.34965","0.01179"
"292.20000","24.35013","0.01196"
"292.20600","24.35066","0.01221"
"292.21200","24.35114","0.01240"
"292.21800","24.35162","0.01245"
"292.22400","24.35216","0.01254"
"292.23000","24.35263","0.01256"
"292.23600","24.35312","0.01249"
"292.24200","24.35365","0.01245"
"292.24800","24.35413","0.01242"
"292.25400","24.35467","0.01243"
"292.26000","24.35515","0.01247"
"292.26600","24.35562","0.01254"
"292.27200","24.35616","0.01268"
"292.27800","24.35664","0.01273"
"292.28400","24.35718","0.01267"
"292.29000","24.35766","0.01255"
"292.29600","24.35819","0.01243"
"292.30200","24.35868","0.01234"
"292.30800","24.35915","0.01229"
"292.31400","24.35969","0.01233"
"292.32000","24.36017","0.01229"
"292.32600","24.36065","0.01219"
"292.33200","24.36118","0.01217"
"292.33800","24.36166","0.01219"
"292.34400","24.36220","0.01232"
"292.35000","24.36268","0.01238"
"292.35600","24.36316","0.01246"
"292.36200","24.36364","0.01257"
"292.36800","24.36417","0.01264"
"292.37400","24.36465","0.01272"
"292.38000","24.36519","0.01275"
"292.38600","24.36567","0.01282"
"292.39200","24.36615","0.01292"
"292.39800","24.36669","0.01294"
"292.40400","24.36716","0.01283"
"292.41000","24.36770","0.01255"
"292.41600","24.36818","0.01229"
"292.42200","24.36866","0.01217"
"292.42800","24.36920","0.01217"
"292.43400","24.36968","0.01232"
"292.44000","24.37021","0.01255"
"292.44600","24.37069","0.01266"
"292.45200","24.37117","0.01271"
"292.45800","24.37165","0.01275"
"292.46400","24.37219","0.01281"
"292.47000","24.37267","0.01287"
"292.47600","24.37320","0.01286"
"292.48200","24.37368","0.01280"
"292.48800","24.37416","0.01270"
"292.49400","24.37470","0.01259"
"292.50000","24.37518","0.01249"
"292.50600","24.37571","0.01243"
"292.51200","24.37619","0.01241"
"292.51800","24.37667","0.01234"
"292.52400","24.37721","0.01222"
"292.53000","24.37769","0.01206"
"292.53600","24.37823","0.01193"
"292.54200","24.37870","0.01191"
"292.54800","24.37924","0.01212"
"292.55400","24.37972","0.01232"
"292.56000","24.38020","0.01237"
"292.56600","24.38068","0.01244"
"292.57200","24.38121","0.01251"
"292.57800","24.38169","0.01253"
"292.58400","24.38217","0.01247"
"292.59000","24.38271","0.01242"
"292.59600","24.38319","0.01242"
"292.60200","24.38367","0.01253"
"292.60800","24.38420","0.01260"
"292.61400","24.38468","0.01258"
"292.62000","24.38516","0.01254"
"292.62600","24.38570","0.01248"
"292.63200","24.38618","0.01249"
"292.63800","24.38666","0.01249"
"292.64400","24.38719","0.01242"
"292.65000","24.38767","0.01241"
"292.65600","24.38815","0.01248"
"292.66200","24.38869","0.01248"
"292.66800","24.38917","0.01239"
"292.67400","24.38971","0.01230"
"292.68000","24.39018","0.01228"
"292.68600","24.39066","0.01231"
"292.69200","24.39114","0.01234"
"292.69800","24.39162","0.01237"
"292.70400","24.39216","0.01240"
"292.71000","24.39264","0.01237"
"292.71600","24.39311","0.01232"
"292.72200","24.39359","0.01225"
"292.72800","24.39413","0.01219"
"292.73400","24.39461","0.01216"
"292.74000","24.39509","0.01224"
"292.74600","24.39557","0.01243"
"292.75200","24.39610","0.01262"
"292.75800","24.39658","0.01276"
"292.76400","24.39706","0.01288"
"292.77000","24.39760","0.01294"
"292.77600","24.39808","0.01295"
"292.78200","24.39861","0.01297"
"292.78800","24.39909","0.01294"
"292.79400","24.39963","0.01279"
"292.80000","24.40011","0.01270"
"292.80600","24.40065","0.01267"
"292.81200","24.40118","0.01264"
"292.81800","24.40166","0.01260"
"292.82400","24.40220","0.01267"
"292.83000","24.40268","0.01275"
"292.83600","24.40316","0.01279"
"292.84200","24.40364","0.01278"
"292.84800","24.40417","0.01279"
"292.85400","24.40465","0.01281"
"292.86000","24.40513","0.01284"
"292.86600","24.40567","0.01284"
"292.87200","24.40615","0.01287"
"292.87800","24.40663","0.01285"
"292.88400","24.40716","0.01282"
"292.89000","24.40764","0.01277"
"292.89600","24.40818","0.01280"
"292.90200","24.40866","0.01282"
"292.90800","24.40914","0.01284"
"292.91400","24.40968","0.01282"
"292.92000","24.41015","0.01286"
"292.92600","24.41069","0.01286"
"292.93200","24.41117","0.01286"
"292.93800","24.41171","0.01283"
"292.94400","24.41219","0.01274"
"292.95000","24.41272","0.01260"
"292.95600","24.41320","0.01249"
"292.96200","24.41374","0.01246"
"292.96800","24.41422","0.01251"
"292.97400","24.41470","0.01261"
"292.98000","24.41518","0.01271"
"292.98600","24.41566","0.01282"
"292.99200","24.41619","0.01286"
"292.99800","24.41667","0.01283"
"293.00400","24.41715","0.01284"
"293.01000","24.41763","0.01292"
"293.01600","24.41810","0.01295"
"293.02200","24.41864","0.01293"
"293.02800","24.41912","0.01284"
"293.03400","24.41960","0.01277"
"293.04000","24.42014","0.01265"
"293.04600","24.42062","0.01262"
"293.05200","24.42109","0.01263"
"293.05800","24.42163","0.01266"
"293.06400","24.42211","0.01263"
"293.07000","24.42265","0.01252"
"293.07600","24.42313","0.01239"
"293.08200","24.42366","0.01226"
"293.08800","24.42414","0.01223"
"293.09400","24.42468","0.01219"
"293.10000","24.42516","0.01218"
"293.10600","24.42570","0.01222"
"293.11200","24.42618","0.01227"
"293.11800","24.42671","0.01233"
"293.12400","24.42719","0.01243"
"293.13000","24.42767","0.01261"
"293.13600","24.42821","0.01267"
"293.14200","24.42869","0.01269"
"293.14800","24.42917","0.01256"
"293.15400","24.42964","0.01232"
"293.16000","24.43018","0.01216"
"293.16600","24.43066","0.01211"
"293.17200","24.43114","0.01207"
"293.17800","24.43167","0.01205"
"293.18400","24.43216","0.01196"
"293.19000","24.43263","0.01208"
"293.19600","24.43317","0.01216"
"293.20200","24.43365","0.01223"
"293.20800","24.43413","0.01232"
"293.21400","24.43467","0.01246"
"293.22000","24.43515","0.01252"
"293.22600","24.43568","0.01255"
"293.23200","24.43616","0.01255"
"293.23800","24.43670","0.01249"
"293.24400","24.43718","0.01246"
"293.25000","24.43765","0.01242"
"293.25600","24.43819","0.01237"
"293.26200","24.43867","0.01248"
"293.26800","24.43915","0.01261"
"293.27400","24.43963","0.01265"
"293.28000","24.44017","0.01276"
"293.28600","24.44065","0.01278"
"293.29200","24.44112","0.01268"
"293.29800","24.44160","0.01261"
"293.30400","24.44214","0.01265"
"293.31000","24.44262","0.01269"
"293.31600","24.44310","0.01273"
"293.32200","24.44358","0.01269"
"293.32800","24.44411","0.01257"
"293.33400","24.44459","0.01232"
"293.34000","24.44507","0.01214"
"293.34600","24.44561","0.01210"
"293.35200","24.44608","0.01220"
"293.35800","24.44662","0.01225"
"293.36400","24.44716","0.01212"
"293.37000","24.44764","0.01201"
"293.37600","24.44818","0.01183"
"293.38200","24.44866","0.01170"
"293.38800","24.44919","0.01179"
"293.39400","24.44967","0.01195"
"293.40000","24.45021","0.01204"
"293.40600","24.45069","0.01221"
"293.41200","24.45117","0.01244"
"293.41800","24.45171","0.01266"
"293.42400","24.45218","0.01277"
"293.43000","24.45266","0.01286"
"293.43600","24.45320","0.01289"
"293.44200","24.45368","0.01280"
"293.44800","24.45422","0.01263"
"293.45400","24.45470","0.01253"
"293.46000","24.45517","0.01248"
"293.46600","24.45571","0.01243"
"293.47200","24.45619","0.01249"
"293.47800","24.45667","0.01261"
"293.48400","24.45715","0.01266"
"293.49000","24.45769","0.01275"
"293.49600","24.45816","0.01277"
"293.50200","24.45870","0.01275"
"293.50800","24.45918","0.01274"
"293.51400","24.45972","0.01265"
"293.52000","24.46020","0.01250"
"293.52600","24.46074","0.01226"
"293.53200","24.46121","0.01203"
"293.53800","24.46169","0.01193"
"293.54400","24.46223","0.01191"
"293.55000","24.46271","0.01195"
"293.55600","24.46319","0.01197"
"293.56200","24.46372","0.01206"
"293.56800","24.46420","0.01214"
"293.57400","24.46468","0.01230"
"293.58000","24.46516","0.01256"
"293.58600","24.46570","0.01265"
"293.59200","24.46618","0.01266"
"293.59800","24.46665","0.01266"
"293.60400","24.46713","0.01260"
"293.61000","24.46767","0.01246"
"293.61600","24.46815","0.01227"
"293.62200","24.46863","0.01213"
"293.62800","24.46917","0.01208"
"293.63400","24.46964","0.01207"
"293.64000","24.47018","0.01200"
"293.64600","24.47066","0.01190"
"293.65200","24.47114","0.01190"
"293.65800","24.47168","0.01200"
"293.66400","24.47216","0.01213"
"293.67000","24.47269","0.01223"
"293.67600","24.47317","0.01240"
"293.68200","24.47371","0.01262"
"293.68800","24.47419","0.01271"
"293.69400","24.47466","0.01269"
"293.70000","24.47520","0.01260"
"293.70600","24.47568","0.01257"
"293.71200","24.47616","0.01253"
"293.71800","24.47670","0.01245"
"293.72400","24.47718","0.01239"
"293.73000","24.47766","0.01243"
"293.73600","24.47814","0.01241"
"293.74200","24.47861","0.01233"
"293.74800","24.47915","0.01226"
"293.75400","24.47963","0.01223"
"293.76000","24.48011","0.01222"
"293.76600","24.48064","0.01230"
"293.77200","24.48112","0.01244"
"293.77800","24.48166","0.01253"
"293.78400","24.48214","0.01252"
"293.79000","24.48268","0.01245"
"293.79600","24.48316","0.01246"
"293.80200","24.48370","0.01251"
"293.80800","24.48417","0.01258"
"293.81400","24.48471","0.01273"
"293.82000","24.48519","0.01296"
"293.82600","24.48567","0.01299"
"293.83200","24.48620","0.01293"
"293.83800","24.48668","0.01285"
"293.84400","24.48716","0.01285"
"293.85000","24.48770","0.01271"
"293.85600","24.48818","0.01265"
"293.86200","24.48866","0.01258"
"293.86800","24.48914","0.01253"
"293.87400","24.48961","0.01254"
"293.88000","24.49015","0.01259"
"293.88600","24.49063","0.01268"
"293.89200","24.49111","0.01270"
"293.89800","24.49159","0.01271"
"293.90400","24.49213","0.01269"
"293.91000","24.49260","0.01264"
"293.91600","24.49314","0.01256"
"293.92200","24.49362","0.01253"
"293.92800","24.49410","0.01252"
"293.93400","24.49464","0.01245"
"293.94000","24.49517","0.01233"
"293.94600","24.49565","0.01230"
"293.95200","24.49619","0.01229"
"293.95800","24.49667","0.01234"
"293.96400","24.49721","0.01250"
"293.97000","24.49769","0.01275"
"293.97600","24.49816","0.01293"
"293.98200","24.49864","0.01298"
"293.98800","24.49918","0.01299"
"293.99400","24.49966","0.01295"
"294.00000","24.50014","0.01289"
"294.00600","24.50068","0.01284"
"294.01200","24.50115","0.01282"
"294.01800","24.50163","0.01279"
"294.02400","24.50217","0.01270"
"294.03000","24.50265","0.01261"
"294.03600","24.50319","0.01261"
"294.04200","24.50367","0.01254"
"294.04800","24.50414","0.01245"
"294.05400","24.50462","0.01252"
"294.06000","24.50516","0.01253"
"294.06600","24.50564","0.01245"
"294.07200","24.50617","0.01235"
"294.07800","24.50665","0.01226"
"294.08400","24.50719","0.01218"
"294.09000","24.50767","0.01210"
"294.09600","24.50821","0.01209"
"294.10200","24.50875","0.01213"
"294.10800","24.50923","0.01218"
"294.11400","24.50970","0.01223"
"294.12000","24.51024","0.01232"
"294.12600","24.51072","0.01243"
"294.13200","24.51120","0.01243"
"294.13800","24.51167","0.01244"
"294.14400","24.51221","0.01238"
"294.15000","24.51269","0.01241"
"294.15600","24.51317","0.01241"
"294.16200","24.51371","0.01238"
"294.16800","24.51419","0.01240"
"294.17400","24.51466","0.01240"
"294.18000","24.51514","0.01237"
"294.18600","24.51568","0.01240"
"294.19200","24.51616","0.01236"
"294.19800","24.51664","0.01230"
"294.20400","24.51711","0.01224"
"294.21000","24.51765","0.01217"
"294.21600","24.51813","0.01219"
"294.22200","24.51861","0.01215"
"294.22800","24.51915","0.01217"
"294.23400","24.51969","0.01226"
"294.24000","24.52017","0.01225"
"294.24600","24.52070","0.01226"
"294.25200","24.52118","0.01231"
"294.25800","24.52166","0.01236"
"294.26400","24.52220","0.01241"
"294.27000","24.52267","0.01250"
"294.27600","24.52316","0.01254"
"294.28200","24.52363","0.01257"
"294.28800","24.52411","0.01264"
"294.29400","24.52465","0.01265"
"294.30000","24.52513","0.01251"
"294.30600","24.52561","0.01239"
"294.31200","24.52615","0.01237"
"294.31800","24.52662","0.01235"
"294.32400","24.52710","0.01230"
"294.33000","24.52764","0.01231"
"294.33600","24.52812","0.01248"
"294.34200","24.52860","0.01264"
"294.34800","24.52913","0.01272"
"294.35400","24.52961","0.01276"
"294.36000","24.53009","0.01276"
"294.36600","24.53063","0.01263"
"294.37200","24.53111","0.01248"
"294.37800","24.53164","0.01249"
"294.38400","24.53212","0.01253"
"294.39000","24.53266","0.01259"
"294.39600","24.53314","0.01272"
"294.40200","24.53362","0.01285"
"294.40800","24.53416","0.01284"
"294.41400","24.53463","0.01280"
"294.42000","24.53511","0.01280"
"294.42600","24.53565","0.01273"
"294.43200","24.53613","0.01270"
"294.43800","24.53661","0.01278"
"294.44400","24.53709","0.01288"
"294.45000","24.53762","0.01292"
"294.45600","24.53810","0.01289"
"294.46200","24.53864","0.01293"
"294.46800","24.53912","0.01301"
"294.47400","24.53960","0.01303"
"294.48000","24.54014","0.01299"
"294.48600","24.54061","0.01292"
"294.49200","24.54115","0.01283"
"294.49800","24.54163","0.01274"
"294.50400","24.54211","0.01274"
"294.51000","24.54265","0.01283"
"294.51600","24.54313","0.01285"
"294.52200","24.54366","0.01287"
"294.52800","24.54414","0.01278"
"294.53400","24.54468","0.01280"
"294.54000","24.54516","0.01290"
"294.54600","24.54570","0.01303"
"294.55200","24.54617","0.01313"
"294.55800","24.54671","0.01313"
"294.56400","24.54719","0.01297"
"294.57000","24.54767","0.01286"
"294.57600","24.54821","0.01284"
"294.58200","24.54869","0.01275"
"294.58800","24.54916","0.01262"
"294.59400","24.54964","0.01252"
"294.60000","24.55018","0.01236"
"294.60600","24.55066","0.01217"
"294.61200","24.55114","0.01213"
"294.61800","24.55167","0.01214"
"294.62400","24.55215","0.01222"
"294.63000","24.55263","0.01227"
"294.63600","24.55317","0.01233"
"294.64200","24.55365","0.01234"
"294.64800","24.55413","0.01236"
"294.65400","24.55466","0.01224"
"294.66000","24.55514","0.01224"
"294.66600","24.55568","0.01232"
"294.67200","24.55616","0.01242"
"294.67800","24.55664","0.01251"
"294.68400","24.55718","0.01261"
"294.69000","24.55765","0.01277"
"294.69600","24.55819","0.01281"
"294.70200","24.55867","0.01286"
"294.70800","24.55915","0.01292"
"294.71400","24.55969","0.01295"
"294.72000","24.56017","0.01285"
"294.72600","24.56064","0.01265"
"294.73200","24.56112","0.01247"
"294.73800","24.56166","0.01234"
"294.74400","24.56214","0.01215"
"294.75000","24.56262","0.01200"
"294.75600","24.56316","0.01186"
"294.76200","24.56363","0.01172"
"294.76800","24.56411","0.01162"
"294.77400","24.56459","0.01167"
"294.78000","24.56513","0.01176"
"294.78600","24.56561","0.01200"
"294.79200","24.56614","0.01229"
"294.79800","24.56662","0.01240"
"294.80400","24.56710","0.01247"
"294.81000","24.56764","0.01244"
"294.81600","24.56812","0.01229"
"294.82200","24.56866","0.01220"
"294.82800","24.56914","0.01229"
"294.83400","24.56967","0.01241"
"294.84000","24.57015","0.01249"
"294.84600","24.57063","0.01251"
"294.85200","24.57111","0.01248"
"294.85800","24.57164","0.01238"
"294.86400","24.57212","0.01228"
"294.87000","24.57260","0.01221"
"294.87600","24.57314","0.01228"
"294.88200","24.57362","0.01236"
"294.88800","24.57410","0.01241"
"294.89400","24.57463","0.01240"
"294.90000","24.57512","0.01235"
"294.90600","24.57559","0.01234"
"294.91200","24.57607","0.01237"
"294.91800","24.57661","0.01241"
"294.92400","24.57709","0.01239"
"294.93000","24.57757","0.01240"
"294.93600","24.57810","0.01249"
"294.94200","24.57858","0.01242"
"294.94800","24.57912","0.01237"
"294.95400","24.57960","0.01249"
"294.96000","24.58014","0.01266"
"294.96600","24.58068","0.01269"
"294.97200","24.58115","0.01268"
"294.97800","24.58169","0.01278"
"294.98400","24.58217","0.01295"
"294.99000","24.58265","0.01302"
"294.99600","24.58318","0.01306"
"295.00200","24.58366","0.01309"
"295.00800","24.58414","0.01303"
"295.01400","24.58468","0.01286"
"295.02000","24.58516","0.01279"
"295.02600","24.58563","0.01283"
"295.03200","24.58617","0.01285"
"295.03800","24.58665","0.01286"
"295.04400","24.58713","0.01291"
"295.05000","24.58767","0.01288"
"295.05600","24.58815","0.01281"
"295.06200","24.58862","0.01272"
"295.06800","24.58910","0.01275"
"295.07400","24.58964","0.01282"
"295.08000","24.59012","0.01274"
"295.08600","24.59066","0.01288"
"295.09200","24.59114","0.01300"
"295.09800","24.59167","0.01292"
"295.10400","24.59215","0.01290"
"295.11000","24.59269","0.01302"
"295.11600","24.59317","0.01295"
"295.12200","24.59371","0.01274"
"295.12800","24.59418","0.01250"
"295.13400","24.59467","0.01233"
"295.14000","24.59520","0.01227"
"295.14600","24.59568","0.01237"
"295.15200","24.59616","0.01256"
"295.15800","24.59664","0.01265"
"295.16400","24.59711","0.01262"
"295.17000","24.59765","0.01260"
"295.17600","24.59813","0.01263"
"295.18200","24.59867","0.01268"
"295.18800","24.59915","0.01279"
"295.19400","24.59963","0.01292"
"295.20000","24.60016","0.01301"
"295.20600","24.60064","0.01295"
"295.21200","24.60118","0.01283"
"295.21800","24.60166","0.01285"
"295.22400","24.60220","0.01293"
"295.23000","24.60267","0.01302"
"295.23600","24.60321","0.01305"
"295.24200","24.60369","0.01304"
"295.24800","24.60417","0.01301"
"295.25400","24.60471","0.01305"
"295.26000","24.60519","0.01315"
"295.26600","24.60566","0.01317"
"295.27200","24.60620","0.01309"
"295.27800","24.60668","0.01298"
"295.28400","24.60716","0.01291"
"295.29000","24.60770","0.01288"
"295.29600","24.60818","0.01275"
"295.30200","24.60865","0.01268"
"295.30800","24.60913","0.01276"
"295.31400","24.60961","0.01284"
"295.32000","24.61015","0.01288"
"295.32600","24.61063","0.01292"
"295.33200","24.61110","0.01299"
"295.33800","24.61164","0.01301"
"295.34400","24.61212","0.01287"
"295.35000","24.61260","0.01270"
"295.35600","24.61314","0.01272"
"295.36200","24.61362","0.01289"
"295.36800","24.61409","0.01305"
"295.37400","24.61463","0.01319"
"295.38000","24.61517","0.01330"
"295.38600","24.61565","0.01321"
"295.39200","24.61619","0.01308"
"295.39800","24.61667","0.01293"
"295.40400","24.61715","0.01278"
"295.41000","24.61768","0.01278"
"295.41600","24.61816","0.01288"
"295.42200","24.61864","0.01288"
"295.42800","24.61918","0.01287"
"295.43400","24.61965","0.01297"
"295.44000","24.62013","0.01307"
"295.44600","24.62067","0.01307"
"295.45200","24.62115","0.01310"
"295.45800","24.62169","0.01314"
"295.46400","24.62217","0.01318"
"295.47000","24.62264","0.01321"
"295.47600","24.62312","0.01324"
"295.48200","24.62366","0.01320"
"295.48800","24.62414","0.01309"
"295.49400","24.62462","0.01291"
"295.50000","24.62516","0.01282"
"295.50600","24.62563","0.01282"
"295.51200","24.62617","0.01296"
"295.51800","24.62665","0.01312"
"295.52400","24.62713","0.01317"
"295.53000","24.62767","0.01313"
"295.53600","24.62815","0.01314"
"295.54200","24.62862","0.01314"
"295.54800","24.62916","0.01300"
"295.55400","24.62964","0.01285"
"295.56000","24.63012","0.01280"
"295.56600","24.63066","0.01271"
"295.57200","24.63114","0.01265"
"295.57800","24.63161","0.01267"
"295.58400","24.63215","0.01270"
"295.59000","24.63263","0.01264"
"295.59600","24.63317","0.01258"
"295.60200","24.63365","0.01251"
"295.60800","24.63419","0.01257"
"295.61400","24.63466","0.01262"
"295.62000","24.63514","0.01273"
"295.62600","24.63568","0.01294"
"295.63200","24.63616","0.01311"
"295.63800","24.63664","0.01310"
"295.64400","24.63717","0.01304"
"295.65000","24.63765","0.01301"
"295.65600","24.63813","0.01294"
"295.66200","24.63867","0.01286"
"295.66800","24.63915","0.01286"
"295.67400","24.63968","0.01294"
"295.68000","24.64017","0.01298"
"295.68600","24.64064","0.01298"
"295.69200","24.64118","0.01301"
"295.69800","24.64166","0.01310"
"295.70400","24.64214","0.01309"
"295.71000","24.64267","0.01310"
"295.71600","24.64315","0.01318"
"295.72200","24.64363","0.01319"
"295.72800","24.64417","0.01322"
"295.73400","24.64465","0.01325"
"295.74000","24.64519","0.01325"
"295.74600","24.64566","0.01322"
"295.75200","24.64620","0.01308"
"295.75800","24.64668","0.01292"
"295.76400","24.64722","0.01272"
"295.77000","24.64770","0.01257"
"295.77600","24.64818","0.01253"
"295.78200","24.64871","0.01247"
"295.78800","24.64919","0.01244"
"295.79400","24.64967","0.01241"
"295.80000","24.65021","0.01245"
"295.80600","24.65069","0.01256"
"295.81200","24.65117","0.01276"
"295.81800","24.65170","0.01304"
"295.82400","24.65218","0.01325"
"295.83000","24.65266","0.01330"
"295.83600","24.65320","0.01330"
"295.84200","24.65368","0.01335"
"295.84800","24.65416","0.01341"
"295.85400","24.65469","0.01342"
"295.86000","24.65517","0.01338"
"295.86600","24.65565","0.01338"
"295.87200","24.65613","0.01335"
"295.87800","24.65666","0.01335"
"295.88400","24.65714","0.01343"
"295.89000","24.65762","0.01340"
"295.89600","24.65816","0.01324"
"295.90200","24.65864","0.01306"
"295.90800","24.65912","0.01299"
"295.91400","24.65965","0.01297"
"295.92000","24.66014","0.01298"
"295.92600","24.66061","0.01305"
"295.93200","24.66115","0.01310"
"295.93800","24.66163","0.01311"
"295.94400","24.66211","0.01313"
"295.95000","24.66259","0.01307"
"295.95600","24.66312","0.01301"
"295.96200","24.66360","0.01306"
"295.96800","24.66408","0.01307"
"295.97400","24.66456","0.01308"
"295.98000","24.66509","0.01303"
"295.98600","24.66558","0.01304"
"295.99200","24.66611","0.01305"
"295.99800","24.66659","0.01303"
"296.00400","24.66707","0.01301"
"296.01000","24.66761","0.01313"
"296.01600","24.66809","0.01328"
"296.02200","24.66862","0.01344"
"296.02800","24.66910","0.01351"
"296.03400","24.66964","0.01360"
"296.04000","24.67018","0.01346"
"296.04600","24.67066","0.01347"
"296.05200","24.67113","0.01355"
"296.05800","24.67161","0.01347"
"296.06400","24.67215","0.01336"
"296.07000","24.67263","0.01324"
"296.07600","24.67317","0.01322"
"296.08200","24.67365","0.01333"
"296.08800","24.67413","0.01333"
"296.09400","24.67466","0.01324"
"296.10000","24.67514","0.01308"
"296.10600","24.67568","0.01284"
"296.11200","24.67616","0.01269"
"296.11800","24.67669","0.01271"
"296.12400","24.67717","0.01279"
"296.13000","24.67765","0.01283"
"296.13600","24.67819","0.01289"
"296.14200","24.67867","0.01296"
"296.14800","24.67921","0.01301"
"296.15400","24.67969","0.01309"
"296.16000","24.68016","0.01320"
"296.16600","24.68070","0.01336"
"296.17200","24.68118","0.01341"
"296.17800","24.68172","0.01340"
"296.18400","24.68219","0.01339"
"296.19000","24.68273","0.01328"
"296.19600","24.68321","0.01313"
"296.20200","24.68369","0.01309"
"296.20800","24.68417","0.01315"
"296.21400","24.68465","0.01316"
"296.22000","24.68512","0.01314"
"296.22600","24.68566","0.01313"
"296.23200","24.68614","0.01317"
"296.23800","24.68668","0.01314"
"296.24400","24.68716","0.01317"
"296.25000","24.68769","0.01328"
"296.25600","24.68817","0.01330"
"296.26200","24.68865","0.01331"
"296.26800","24.68919","0.01331"
"296.27400","24.68967","0.01330"
"296.28000","24.69015","0.01325"
"296.28600","24.69068","0.01318"
"296.29200","24.69116","0.01328"
"296.29800","24.69164","0.01333"
"296.30400","24.69218","0.01326"
"296.31000","24.69266","0.01315"
"296.31600","24.69320","0.01312"
"296.32200","24.69367","0.01313"
"296.32800","24.69421","0.01311"
"296.33400","24.69469","0.01302"
"296.34000","24.69517","0.01284"
"296.34600","24.69571","0.01272"
"296.35200","24.69619","0.01260"
"296.35800","24.69666","0.01267"
"296.36400","24.69714","0.01286"
"296.37000","24.69768","0.01304"
"296.37600","24.69816","0.01315"
"296.38200","24.69870","0.01316"
"296.38800","24.69918","0.01318"
"296.39400","24.69965","0.01322"
"296.40000","24.70019","0.01339"
"296.40600","24.70067","0.01355"
"296.41200","24.70115","0.01361"
"296.41800","24.70169","0.01355"
"296.42400","24.70217","0.01355"
"296.43000","24.70264","0.01352"
"296.43600","24.70312","0.01348"
"296.44200","24.70366","0.01336"
"296.44800","24.70414","0.01319"
"296.45400","24.70462","0.01306"
"296.46000","24.70515","0.01307"
"296.46600","24.70563","0.01311"
"296.47200","24.70617","0.01318"
"296.47800","24.70665","0.01327"
"296.48400","24.70713","0.01335"
"296.49000","24.70761","0.01337"
"296.49600","24.70815","0.01338"
"296.50200","24.70862","0.01331"
"296.50800","24.70910","0.01328"
"296.51400","24.70964","0.01321"
"296.52000","24.71012","0.01315"
"296.52600","24.71060","0.01314"
"296.53200","24.71113","0.01308"
"296.53800","24.71161","0.01313"
"296.54400","24.71215","0.01331"
"296.55000","24.71263","0.01343"
"296.55600","24.71311","0.01339"
"296.56200","24.71365","0.01337"
"296.56800","24.71412","0.01337"
"296.57400","24.71466","0.01348"
"296.58000","24.71514","0.01358"
"296.58600","24.71562","0.01363"
"296.59200","24.71616","0.01365"
"296.59800","24.71663","0.01352"
"296.60400","24.71711","0.01334"
"296.61000","24.71765","0.01321"
"296.61600","24.71813","0.01319"
"296.62200","24.71861","0.01318"
"296.62800","24.71914","0.01315"
"296.63400","24.71962","0.01318"
"296.64000","24.72016","0.01318"
"296.64600","24.72064","0.01317"
"296.65200","24.72118","0.01322"
"296.65800","24.72166","0.01326"
"296.66400","24.72220","0.01329"
"296.67000","24.72268","0.01322"
"296.67600","24.72321","0.01322"
"296.68200","24.72369","0.01324"
"296.68800","24.72423","0.01329"
"296.69400","24.72470","0.01331"
"296.70000","24.72518","0.01334"
"296.70600","24.72572","0.01331"
"296.71200","24.72620","0.01335"
"296.71800","24.72668","0.01353"
"296.72400","24.72722","0.01369"
"296.73000","24.72770","0.01359"
"296.73600","24.72818","0.01335"
"296.74200","24.72871","0.01322"
"296.74800","24.72919","0.01305"
"296.75400","24.72967","0.01296"
"296.76000","24.73015","0.01288"
"296.76600","24.73063","0.01293"
"296.77200","24.73116","0.01302"
"296.77800","24.73164","0.01310"
"296.78400","24.73212","0.01327"
"296.79000","24.73266","0.01340"
"296.79600","24.73314","0.01342"
"296.80200","24.73367","0.01337"
"296.80800","24.73415","0.01338"
"296.81400","24.73469","0.01330"
"296.82000","24.73517","0.01309"
"296.82600","24.73571","0.01298"
"296.83200","24.73619","0.01297"
