End date,"2/25/2017"
Specimen label,"1DG_3"
Maximum Load,"0.02647",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00012"
"0.00600","0.00000","0.00012"
"0.01200","0.00000","0.00009"
"0.01800","0.00012","0.00012"
"0.02400","0.00018","0.00019"
"0.03000","0.00030","0.00021"
"0.03600","0.00048","0.00019"
"0.04200","0.00060","0.00019"
"0.04800","0.00078","0.00014"
"0.05400","0.00102","0.00014"
"0.06000","0.00132","0.00011"
"0.06600","0.00155","0.00016"
"0.07200","0.00191","0.00019"
"0.07800","0.00227","0.00034"
"0.08400","0.00269","0.00043"
"0.09000","0.00311","0.00034"
"0.09600","0.00359","0.00027"
"0.10200","0.00407","0.00023"
"0.10800","0.00460","0.00023"
"0.11400","0.00508","0.00044"
"0.12000","0.00568","0.00062"
"0.12600","0.00628","0.00075"
"0.13200","0.00688","0.00093"
"0.13800","0.00747","0.00096"
"0.14400","0.00807","0.00090"
"0.15000","0.00873","0.00080"
"0.15600","0.00939","0.00075"
"0.16200","0.01004","0.00080"
"0.16800","0.01070","0.00101"
"0.17400","0.01136","0.00108"
"0.18000","0.01202","0.00107"
"0.18600","0.01274","0.00107"
"0.19200","0.01339","0.00096"
"0.19800","0.01405","0.00064"
"0.20400","0.01471","0.00032"
"0.21000","0.01543","0.00018"
"0.21600","0.01602","0.00022"
"0.22200","0.01668","0.00013"
"0.22800","0.01734","0.00011"
"0.23400","0.01800","0.00015"
"0.24000","0.01859","0.00009"
"0.24600","0.01919","0.00009"
"0.25200","0.01985","0.00014"
"0.25800","0.02045","0.00028"
"0.26400","0.02105","0.00033"
"0.27000","0.02164","0.00025"
"0.27600","0.02224","0.00031"
"0.28200","0.02284","0.00039"
"0.28800","0.02344","0.00021"
"0.29400","0.02404","0.00004"
"0.30000","0.02463","-0.00004"
"0.30600","0.02517","-0.00003"
"0.31200","0.02577","0.00015"
"0.31800","0.02631","0.00028"
"0.32400","0.02691","0.00030"
"0.33000","0.02744","0.00035"
"0.33600","0.02798","0.00034"
"0.34200","0.02852","0.00028"
"0.34800","0.02900","0.00008"
"0.35400","0.02954","-0.00018"
"0.36000","0.03007","-0.00029"
"0.36600","0.03061","-0.00033"
"0.37200","0.03115","-0.00039"
"0.37800","0.03169","-0.00040"
"0.38400","0.03217","-0.00036"
"0.39000","0.03270","-0.00029"
"0.39600","0.03324","-0.00003"
"0.40200","0.03378","0.00017"
"0.40800","0.03426","0.00017"
"0.41400","0.03480","0.00029"
"0.42000","0.03528","0.00033"
"0.42600","0.03581","0.00040"
"0.43200","0.03629","0.00047"
"0.43800","0.03683","0.00059"
"0.44400","0.03731","0.00073"
"0.45000","0.03779","0.00076"
"0.45600","0.03833","0.00075"
"0.46200","0.03880","0.00073"
"0.46800","0.03928","0.00089"
"0.47400","0.03982","0.00102"
"0.48000","0.04030","0.00108"
"0.48600","0.04078","0.00103"
"0.49200","0.04125","0.00105"
"0.49800","0.04173","0.00120"
"0.50400","0.04227","0.00122"
"0.51000","0.04275","0.00115"
"0.51600","0.04323","0.00114"
"0.52200","0.04371","0.00109"
"0.52800","0.04418","0.00111"
"0.53400","0.04466","0.00116"
"0.54000","0.04520","0.00107"
"0.54600","0.04568","0.00090"
"0.55200","0.04622","0.00081"
"0.55800","0.04670","0.00068"
"0.56400","0.04717","0.00055"
"0.57000","0.04771","0.00045"
"0.57600","0.04819","0.00039"
"0.58200","0.04867","0.00045"
"0.58800","0.04921","0.00055"
"0.59400","0.04969","0.00068"
"0.60000","0.05016","0.00075"
"0.60600","0.05070","0.00084"
"0.61200","0.05118","0.00100"
"0.61800","0.05166","0.00126"
"0.62400","0.05220","0.00154"
"0.63000","0.05267","0.00167"
"0.63600","0.05315","0.00161"
"0.64200","0.05363","0.00151"
"0.64800","0.05417","0.00145"
"0.65400","0.05465","0.00135"
"0.66000","0.05519","0.00114"
"0.66600","0.05566","0.00096"
"0.67200","0.05614","0.00093"
"0.67800","0.05668","0.00102"
"0.68400","0.05716","0.00114"
"0.69000","0.05770","0.00116"
"0.69600","0.05818","0.00125"
"0.70200","0.05871","0.00131"
"0.70800","0.05919","0.00127"
"0.71400","0.05973","0.00122"
"0.72000","0.06021","0.00111"
"0.72600","0.06075","0.00106"
"0.73200","0.06122","0.00104"
"0.73800","0.06170","0.00095"
"0.74400","0.06224","0.00091"
