End date,"2/25/2017"
Specimen label,"1DG_unk"
Maximum Load,"0.41180",N

Time,Extension,Load
(s),(mm),(N)
"83.46600","6.95568","0.02953"
"83.47200","6.95615","0.02944"
"83.47800","6.95669","0.02936"
"83.48400","6.95717","0.02938"
"83.49000","6.95765","0.02948"
"83.49600","6.95819","0.02962"
"83.50200","6.95866","0.02986"
"83.50800","6.95914","0.03010"
"83.51400","6.95962","0.03014"
"83.52000","6.96016","0.03001"
"83.52600","6.96064","0.03005"
"83.53200","6.96118","0.03025"
"83.53800","6.96165","0.03021"
"83.54400","6.96219","0.03008"
"83.55000","6.96267","0.03015"
"83.55600","6.96321","0.03025"
"83.56200","6.96369","0.03032"
"83.56800","6.96417","0.03058"
"83.57400","6.96464","0.03074"
"83.58000","6.96512","0.03064"
"83.58600","6.96566","0.03051"
"83.59200","6.96614","0.03046"
"83.59800","6.96662","0.03042"
"83.60400","6.96715","0.03026"
"83.61000","6.96763","0.03010"
"83.61600","6.96817","0.03003"
"83.62200","6.96865","0.03004"
"83.62800","6.96913","0.03000"
"83.63400","6.96967","0.03008"
"83.64000","6.97014","0.03012"
"83.64600","6.97062","0.03025"
"83.65200","6.97110","0.03033"
"83.65800","6.97164","0.03017"
"83.66400","6.97212","0.02993"
"83.67000","6.97260","0.02976"
"83.67600","6.97313","0.02979"
"83.68200","6.97367","0.02994"
"83.68800","6.97415","0.03013"
"83.69400","6.97463","0.03028"
"83.70000","6.97517","0.03043"
"83.70600","6.97565","0.03041"
"83.71200","6.97612","0.03017"
"83.71800","6.97666","0.03004"
"83.72400","6.97714","0.03010"
"83.73000","6.97762","0.03004"
"83.73600","6.97810","0.03000"
"83.74200","6.97863","0.02993"
"83.74800","6.97911","0.02983"
"83.75400","6.97965","0.02991"
"83.76000","6.98013","0.02999"
"83.76600","6.98061","0.03000"
"83.77200","6.98115","0.02994"
"83.77800","6.98162","0.02986"
"83.78400","6.98210","0.02984"
"83.79000","6.98264","0.02982"
"83.79600","6.98312","0.02980"
"83.80200","6.98366","0.02997"
"83.80800","6.98413","0.03015"
"83.81400","6.98467","0.03014"
"83.82000","6.98515","0.02991"
"83.82600","6.98569","0.02971"
"83.83200","6.98623","0.02972"
"83.83800","6.98671","0.02984"
"83.84400","6.98724","0.03003"
"83.85000","6.98772","0.03018"
"83.85600","6.98820","0.03016"
"83.86200","6.98868","0.03004"
"83.86800","6.98922","0.03001"
"83.87400","6.98970","0.02997"
"83.88000","6.99017","0.03003"
"83.88600","6.99065","0.03026"
"83.89200","6.99119","0.03055"
"83.89800","6.99167","0.03073"
"83.90400","6.99215","0.03065"
"83.91000","6.99263","0.03052"
"83.91600","6.99316","0.03044"
"83.92200","6.99364","0.03030"
"83.92800","6.99418","0.03019"
"83.93400","6.99466","0.03014"
"83.94000","6.99520","0.02999"
"83.94600","6.99567","0.03002"
"83.95200","6.99621","0.03019"
"83.95800","6.99669","0.03036"
"83.96400","6.99723","0.03041"
"83.97000","6.99771","0.03034"
"83.97600","6.99819","0.03038"
"83.98200","6.99872","0.03042"
"83.98800","6.99920","0.03026"
"83.99400","6.99968","0.03016"
"84.00000","7.00022","0.03024"
"84.00600","7.00070","0.03024"
"84.01200","7.00118","0.03014"
"84.01800","7.00165","0.03000"
"84.02400","7.00219","0.02996"
"84.03000","7.00267","0.03000"
"84.03600","7.00315","0.02992"
"84.04200","7.00363","0.02981"
"84.04800","7.00416","0.02971"
"84.05400","7.00464","0.02958"
"84.06000","7.00512","0.02958"
"84.06600","7.00560","0.02973"
"84.07200","7.00614","0.02995"
"84.07800","7.00662","0.03008"
"84.08400","7.00715","0.03020"
"84.09000","7.00763","0.03032"
"84.09600","7.00811","0.03042"
"84.10200","7.00865","0.03055"
"84.10800","7.00913","0.03060"
"84.11400","7.00961","0.03057"
"84.12000","7.01014","0.03053"
"84.12600","7.01062","0.03032"
"84.13200","7.01110","0.03025"
"84.13800","7.01158","0.03037"
"84.14400","7.01212","0.03042"
"84.15000","7.01259","0.03054"
"84.15600","7.01307","0.03060"
"84.16200","7.01355","0.03065"
"84.16800","7.01409","0.03076"
"84.17400","7.01457","0.03079"
"84.18000","7.01511","0.03073"
"84.18600","7.01558","0.03066"
"84.19200","7.01606","0.03058"
"84.19800","7.01660","0.03064"
"84.20400","7.01708","0.03066"
"84.21000","7.01756","0.03058"
"84.21600","7.01810","0.03049"
"84.22200","7.01857","0.03040"
"84.22800","7.01911","0.03032"
"84.23400","7.01965","0.03021"
"84.24000","7.02013","0.03015"
"84.24600","7.02067","0.03007"
"84.25200","7.02120","0.02999"
"84.25800","7.02168","0.03006"
"84.26400","7.02216","0.03012"
"84.27000","7.02270","0.03013"
"84.27600","7.02318","0.03015"
"84.28200","7.02372","0.03031"
"84.28800","7.02419","0.03052"
"84.29400","7.02467","0.03064"
"84.30000","7.02521","0.03066"
"84.30600","7.02569","0.03068"
"84.31200","7.02617","0.03059"
"84.31800","7.02671","0.03045"
"84.32400","7.02718","0.03040"
"84.33000","7.02766","0.03045"
"84.33600","7.02820","0.03055"
"84.34200","7.02868","0.03052"
"84.34800","7.02916","0.03049"
"84.35400","7.02970","0.03054"
"84.36000","7.03017","0.03054"
"84.36600","7.03065","0.03070"
"84.37200","7.03119","0.03083"
"84.37800","7.03173","0.03091"
"84.38400","7.03221","0.03096"
"84.39000","7.03274","0.03100"
"84.39600","7.03322","0.03082"
"84.40200","7.03376","0.03068"
"84.40800","7.03424","0.03052"
"84.41400","7.03472","0.03046"
"84.42000","7.03525","0.03049"
"84.42600","7.03573","0.03056"
"84.43200","7.03621","0.03064"
"84.43800","7.03669","0.03071"
"84.44400","7.03717","0.03073"
"84.45000","7.03771","0.03086"
"84.45600","7.03818","0.03091"
"84.46200","7.03866","0.03081"
"84.46800","7.03920","0.03072"
"84.47400","7.03968","0.03077"
"84.48000","7.04016","0.03079"
"84.48600","7.04070","0.03070"
"84.49200","7.04117","0.03070"
"84.49800","7.04171","0.03062"
"84.50400","7.04219","0.03054"
"84.51000","7.04273","0.03039"
"84.51600","7.04321","0.03036"
"84.52200","7.04375","0.03055"
"84.52800","7.04422","0.03067"
"84.53400","7.04476","0.03067"
"84.54000","7.04524","0.03069"
"84.54600","7.04578","0.03070"
"84.55200","7.04626","0.03088"
"84.55800","7.04673","0.03103"
"84.56400","7.04727","0.03111"
"84.57000","7.04775","0.03095"
"84.57600","7.04823","0.03093"
"84.58200","7.04871","0.03110"
"84.58800","7.04919","0.03124"
"84.59400","7.04966","0.03125"
"84.60000","7.05014","0.03119"
"84.60600","7.05068","0.03103"
"84.61200","7.05116","0.03082"
"84.61800","7.05164","0.03083"
"84.62400","7.05212","0.03090"
"84.63000","7.05265","0.03089"
"84.63600","7.05313","0.03080"
"84.64200","7.05361","0.03074"
"84.64800","7.05415","0.03067"
"84.65400","7.05463","0.03056"
"84.66000","7.05516","0.03048"
"84.66600","7.05564","0.03046"
"84.67200","7.05612","0.03039"
"84.67800","7.05666","0.03039"
"84.68400","7.05714","0.03035"
"84.69000","7.05768","0.03031"
"84.69600","7.05815","0.03033"
"84.70200","7.05863","0.03048"
"84.70800","7.05917","0.03059"
"84.71400","7.05965","0.03057"
"84.72000","7.06013","0.03062"
"84.72600","7.06067","0.03064"
"84.73200","7.06114","0.03075"
"84.73800","7.06162","0.03088"
"84.74400","7.06216","0.03079"
"84.75000","7.06264","0.03055"
"84.75600","7.06312","0.03040"
"84.76200","7.06360","0.03042"
"84.76800","7.06407","0.03055"
"84.77400","7.06461","0.03068"
"84.78000","7.06509","0.03074"
"84.78600","7.06557","0.03085"
"84.79200","7.06611","0.03090"
"84.79800","7.06658","0.03100"
"84.80400","7.06712","0.03119"
"84.81000","7.06766","0.03119"
"84.81600","7.06814","0.03109"
"84.82200","7.06868","0.03115"
"84.82800","7.06916","0.03116"
"84.83400","7.06969","0.03121"
"84.84000","7.07017","0.03104"
"84.84600","7.07065","0.03070"
"84.85200","7.07119","0.03048"
"84.85800","7.07167","0.03043"
"84.86400","7.07214","0.03053"
"84.87000","7.07262","0.03064"
"84.87600","7.07316","0.03079"
"84.88200","7.07364","0.03098"
"84.88800","7.07418","0.03107"
"84.89400","7.07466","0.03106"
"84.90000","7.07513","0.03115"
"84.90600","7.07567","0.03117"
"84.91200","7.07615","0.03105"
"84.91800","7.07669","0.03098"
"84.92400","7.07717","0.03090"
"84.93000","7.07771","0.03077"
"84.93600","7.07818","0.03075"
"84.94200","7.07866","0.03075"
"84.94800","7.07920","0.03084"
"84.95400","7.07968","0.03098"
"84.96000","7.08022","0.03105"
"84.96600","7.08070","0.03100"
"84.97200","7.08123","0.03094"
"84.97800","7.08171","0.03085"
"84.98400","7.08225","0.03068"
"84.99000","7.08273","0.03052"
"84.99600","7.08321","0.03029"
"85.00200","7.08374","0.03030"
"85.00800","7.08422","0.03046"
"85.01400","7.08470","0.03068"
"85.02000","7.08518","0.03093"
"85.02600","7.08572","0.03107"
"85.03200","7.08620","0.03095"
"85.03800","7.08667","0.03083"
"85.04400","7.08721","0.03085"
"85.05000","7.08769","0.03093"
"85.05600","7.08817","0.03087"
"85.06200","7.08871","0.03064"
"85.06800","7.08919","0.03044"
"85.07400","7.08966","0.03037"
"85.08000","7.09020","0.03031"
"85.08600","7.09068","0.03029"
"85.09200","7.09116","0.03029"
"85.09800","7.09170","0.03037"
"85.10400","7.09218","0.03042"
"85.11000","7.09271","0.03044"
"85.11600","7.09319","0.03053"
"85.12200","7.09373","0.03078"
"85.12800","7.09421","0.03093"
"85.13400","7.09469","0.03090"
"85.14000","7.09522","0.03085"
"85.14600","7.09570","0.03083"
"85.15200","7.09618","0.03082"
"85.15800","7.09666","0.03088"
"85.16400","7.09714","0.03092"
"85.17000","7.09767","0.03090"
"85.17600","7.09815","0.03079"
"85.18200","7.09869","0.03070"
"85.18800","7.09917","0.03074"
"85.19400","7.09965","0.03075"
"85.20000","7.10019","0.03069"
"85.20600","7.10066","0.03063"
"85.21200","7.10114","0.03054"
"85.21800","7.10168","0.03053"
"85.22400","7.10216","0.03051"
"85.23000","7.10264","0.03060"
"85.23600","7.10318","0.03085"
"85.24200","7.10365","0.03098"
"85.24800","7.10413","0.03098"
"85.25400","7.10467","0.03089"
"85.26000","7.10515","0.03082"
"85.26600","7.10563","0.03085"
"85.27200","7.10617","0.03090"
"85.27800","7.10664","0.03098"
"85.28400","7.10712","0.03108"
"85.29000","7.10760","0.03114"
"85.29600","7.10814","0.03114"
"85.30200","7.10862","0.03109"
"85.30800","7.10910","0.03114"
"85.31400","7.10963","0.03129"
"85.32000","7.11011","0.03143"
"85.32600","7.11065","0.03149"
"85.33200","7.11113","0.03152"
"85.33800","7.11167","0.03161"
"85.34400","7.11214","0.03144"
"85.35000","7.11262","0.03132"
"85.35600","7.11316","0.03124"
"85.36200","7.11364","0.03123"
"85.36800","7.11418","0.03124"
"85.37400","7.11466","0.03123"
"85.38000","7.11513","0.03127"
"85.38600","7.11567","0.03130"
"85.39200","7.11615","0.03123"
"85.39800","7.11669","0.03130"
"85.40400","7.11717","0.03131"
"85.41000","7.11764","0.03121"
"85.41600","7.11818","0.03118"
"85.42200","7.11866","0.03119"
"85.42800","7.11914","0.03122"
"85.43400","7.11968","0.03140"
"85.44000","7.12016","0.03154"
"85.44600","7.12069","0.03162"
"85.45200","7.12117","0.03168"
"85.45800","7.12171","0.03159"
"85.46400","7.12219","0.03160"
"85.47000","7.12273","0.03151"
"85.47600","7.12321","0.03131"
"85.48200","7.12374","0.03121"
"85.48800","7.12422","0.03124"
"85.49400","7.12470","0.03122"
"85.50000","7.12518","0.03126"
"85.50600","7.12572","0.03141"
"85.51200","7.12620","0.03139"
"85.51800","7.12667","0.03130"
"85.52400","7.12721","0.03122"
"85.53000","7.12769","0.03114"
"85.53600","7.12823","0.03113"
"85.54200","7.12871","0.03115"
"85.54800","7.12918","0.03126"
"85.55400","7.12972","0.03130"
"85.56000","7.13020","0.03123"
"85.56600","7.13074","0.03137"
"85.57200","7.13122","0.03142"
"85.57800","7.13170","0.03136"
"85.58400","7.13223","0.03138"
"85.59000","7.13271","0.03136"
"85.59600","7.13319","0.03124"
"85.60200","7.13373","0.03119"
"85.60800","7.13427","0.03120"
"85.61400","7.13475","0.03118"
"85.62000","7.13522","0.03122"
"85.62600","7.13576","0.03116"
"85.63200","7.13624","0.03124"
"85.63800","7.13672","0.03143"
"85.64400","7.13720","0.03157"
"85.65000","7.13767","0.03183"
"85.65600","7.13821","0.03201"
"85.66200","7.13869","0.03205"
"85.66800","7.13917","0.03205"
"85.67400","7.13971","0.03202"
"85.68000","7.14019","0.03188"
"85.68600","7.14072","0.03177"
"85.69200","7.14120","0.03159"
"85.69800","7.14168","0.03134"
"85.70400","7.14216","0.03116"
"85.71000","7.14270","0.03108"
"85.71600","7.14318","0.03120"
"85.72200","7.14365","0.03135"
"85.72800","7.14413","0.03137"
"85.73400","7.14467","0.03148"
"85.74000","7.14515","0.03161"
"85.74600","7.14563","0.03163"
"85.75200","7.14616","0.03168"
"85.75800","7.14664","0.03163"
"85.76400","7.14718","0.03170"
"85.77000","7.14766","0.03173"
"85.77600","7.14814","0.03178"
"85.78200","7.14868","0.03199"
"85.78800","7.14915","0.03212"
"85.79400","7.14963","0.03211"
"85.80000","7.15017","0.03224"
"85.80600","7.15065","0.03237"
"85.81200","7.15113","0.03228"
"85.81800","7.15161","0.03209"
"85.82400","7.15214","0.03191"
"85.83000","7.15262","0.03173"
"85.83600","7.15316","0.03163"
"85.84200","7.15364","0.03164"
"85.84800","7.15412","0.03167"
"85.85400","7.15465","0.03178"
"85.86000","7.15513","0.03166"
"85.86600","7.15567","0.03160"
"85.87200","7.15615","0.03159"
"85.87800","7.15669","0.03149"
"85.88400","7.15717","0.03137"
"85.89000","7.15770","0.03120"
"85.89600","7.15818","0.03099"
"85.90200","7.15866","0.03100"
"85.90800","7.15920","0.03094"
"85.91400","7.15968","0.03091"
"85.92000","7.16022","0.03102"
"85.92600","7.16069","0.03119"
"85.93200","7.16117","0.03126"
"85.93800","7.16171","0.03139"
"85.94400","7.16219","0.03145"
"85.95000","7.16267","0.03146"
"85.95600","7.16320","0.03145"
"85.96200","7.16368","0.03145"
"85.96800","7.16422","0.03140"
"85.97400","7.16470","0.03134"
"85.98000","7.16524","0.03142"
"85.98600","7.16572","0.03153"
"85.99200","7.16619","0.03157"
"85.99800","7.16673","0.03164"
"86.00400","7.16721","0.03177"
"86.01000","7.16769","0.03182"
"86.01600","7.16817","0.03179"
"86.02200","7.16871","0.03171"
"86.02800","7.16918","0.03169"
"86.03400","7.16966","0.03162"
"86.04000","7.17020","0.03156"
"86.04600","7.17068","0.03147"
"86.05200","7.17116","0.03152"
"86.05800","7.17164","0.03151"
"86.06400","7.17217","0.03146"
"86.07000","7.17265","0.03139"
"86.07600","7.17319","0.03137"
"86.08200","7.17367","0.03152"
"86.08800","7.17421","0.03169"
"86.09400","7.17468","0.03164"
"86.10000","7.17522","0.03153"
"86.10600","7.17570","0.03151"
"86.11200","7.17618","0.03161"
"86.11800","7.17672","0.03179"
"86.12400","7.17726","0.03188"
"86.13000","7.17773","0.03191"
"86.13600","7.17827","0.03196"
"86.14200","7.17875","0.03204"
"86.14800","7.17923","0.03227"
"86.15400","7.17971","0.03240"
"86.16000","7.18024","0.03242"
"86.16600","7.18072","0.03240"
"86.17200","7.18120","0.03218"
"86.17800","7.18168","0.03187"
"86.18400","7.18222","0.03181"
"86.19000","7.18270","0.03186"
"86.19600","7.18317","0.03193"
"86.20200","7.18371","0.03199"
"86.20800","7.18419","0.03199"
"86.21400","7.18467","0.03201"
"86.22000","7.18515","0.03201"
"86.22600","7.18569","0.03195"
"86.23200","7.18616","0.03195"
"86.23800","7.18670","0.03202"
"86.24400","7.18718","0.03202"
"86.25000","7.18766","0.03197"
"86.25600","7.18820","0.03195"
"86.26200","7.18867","0.03199"
"86.26800","7.18921","0.03198"
"86.27400","7.18969","0.03195"
"86.28000","7.19017","0.03198"
"86.28600","7.19071","0.03198"
"86.29200","7.19119","0.03204"
"86.29800","7.19166","0.03216"
"86.30400","7.19214","0.03223"
"86.31000","7.19268","0.03224"
"86.31600","7.19316","0.03227"
"86.32200","7.19364","0.03230"
"86.32800","7.19412","0.03215"
"86.33400","7.19459","0.03201"
"86.34000","7.19513","0.03200"
"86.34600","7.19561","0.03199"
"86.35200","7.19609","0.03185"
"86.35800","7.19657","0.03167"
"86.36400","7.19711","0.03175"
"86.37000","7.19758","0.03184"
"86.37600","7.19806","0.03193"
"86.38200","7.19860","0.03202"
"86.38800","7.19908","0.03212"
"86.39400","7.19962","0.03218"
"86.40000","7.20015","0.03227"
"86.40600","7.20063","0.03229"
"86.41200","7.20117","0.03212"
"86.41800","7.20165","0.03206"
"86.42400","7.20219","0.03200"
"86.43000","7.20267","0.03192"
"86.43600","7.20314","0.03186"
"86.44200","7.20368","0.03186"
"86.44800","7.20416","0.03180"
"86.45400","7.20464","0.03175"
"86.46000","7.20518","0.03171"
"86.46600","7.20566","0.03179"
"86.47200","7.20613","0.03184"
"86.47800","7.20667","0.03192"
"86.48400","7.20715","0.03202"
"86.49000","7.20769","0.03212"
"86.49600","7.20817","0.03215"
"86.50200","7.20864","0.03217"
"86.50800","7.20918","0.03220"
"86.51400","7.20966","0.03221"
"86.52000","7.21020","0.03225"
"86.52600","7.21068","0.03226"
"86.53200","7.21122","0.03209"
"86.53800","7.21169","0.03199"
"86.54400","7.21223","0.03186"
"86.55000","7.21271","0.03176"
"86.55600","7.21325","0.03179"
"86.56200","7.21373","0.03199"
"86.56800","7.21421","0.03227"
"86.57400","7.21468","0.03233"
"86.58000","7.21522","0.03244"
"86.58600","7.21570","0.03264"
"86.59200","7.21618","0.03268"
"86.59800","7.21672","0.03273"
"86.60400","7.21720","0.03273"
"86.61000","7.21767","0.03256"
"86.61600","7.21821","0.03245"
"86.62200","7.21869","0.03241"
"86.62800","7.21917","0.03226"
"86.63400","7.21971","0.03227"
"86.64000","7.22018","0.03229"
"86.64600","7.22066","0.03225"
"86.65200","7.22120","0.03223"
"86.65800","7.22168","0.03218"
"86.66400","7.22216","0.03219"
"86.67000","7.22270","0.03222"
"86.67600","7.22317","0.03212"
"86.68200","7.22365","0.03205"
"86.68800","7.22419","0.03198"
"86.69400","7.22467","0.03178"
"86.70000","7.22521","0.03168"
"86.70600","7.22568","0.03180"
"86.71200","7.22616","0.03208"
"86.71800","7.22670","0.03222"
"86.72400","7.22718","0.03223"
"86.73000","7.22766","0.03217"
"86.73600","7.22820","0.03201"
"86.74200","7.22867","0.03172"
"86.74800","7.22915","0.03162"
"86.75400","7.22969","0.03152"
"86.76000","7.23017","0.03144"
"86.76600","7.23065","0.03160"
"86.77200","7.23119","0.03168"
"86.77800","7.23166","0.03166"
"86.78400","7.23214","0.03173"
"86.79000","7.23262","0.03185"
"86.79600","7.23316","0.03197"
"86.80200","7.23364","0.03203"
"86.80800","7.23417","0.03195"
"86.81400","7.23465","0.03186"
"86.82000","7.23513","0.03192"
"86.82600","7.23567","0.03199"
"86.83200","7.23615","0.03213"
"86.83800","7.23663","0.03224"
"86.84400","7.23716","0.03224"
"86.85000","7.23764","0.03227"
"86.85600","7.23812","0.03229"
"86.86200","7.23860","0.03238"
"86.86800","7.23914","0.03246"
"86.87400","7.23962","0.03243"
"86.88000","7.24009","0.03253"
"86.88600","7.24063","0.03266"
"86.89200","7.24111","0.03267"
"86.89800","7.24159","0.03269"
"86.90400","7.24213","0.03265"
"86.91000","7.24261","0.03255"
"86.91600","7.24314","0.03250"
"86.92200","7.24362","0.03241"
"86.92800","7.24416","0.03227"
"86.93400","7.24464","0.03215"
"86.94000","7.24512","0.03213"
"86.94600","7.24565","0.03219"
"86.95200","7.24613","0.03218"
"86.95800","7.24667","0.03220"
"86.96400","7.24715","0.03221"
"86.97000","7.24763","0.03235"
"86.97600","7.24817","0.03245"
"86.98200","7.24864","0.03255"
"86.98800","7.24918","0.03262"
"86.99400","7.24966","0.03257"
"87.00000","7.25014","0.03262"
"87.00600","7.25068","0.03267"
"87.01200","7.25116","0.03259"
"87.01800","7.25163","0.03251"
"87.02400","7.25217","0.03243"
"87.03000","7.25265","0.03231"
"87.03600","7.25313","0.03222"
"87.04200","7.25367","0.03215"
"87.04800","7.25415","0.03225"
"87.05400","7.25468","0.03229"
"87.06000","7.25516","0.03223"
"87.06600","7.25564","0.03223"
"87.07200","7.25618","0.03230"
"87.07800","7.25666","0.03241"
"87.08400","7.25713","0.03243"
"87.09000","7.25767","0.03230"
"87.09600","7.25815","0.03217"
"87.10200","7.25869","0.03210"
"87.10800","7.25917","0.03206"
"87.11400","7.25965","0.03200"
"87.12000","7.26018","0.03201"
"87.12600","7.26066","0.03203"
"87.13200","7.26120","0.03209"
"87.13800","7.26168","0.03225"
"87.14400","7.26222","0.03231"
"87.15000","7.26269","0.03233"
"87.15600","7.26317","0.03236"
"87.16200","7.26365","0.03240"
"87.16800","7.26419","0.03239"
"87.17400","7.26467","0.03238"
"87.18000","7.26521","0.03245"
"87.18600","7.26568","0.03247"
"87.19200","7.26616","0.03240"
"87.19800","7.26670","0.03234"
"87.20400","7.26718","0.03220"
"87.21000","7.26766","0.03207"
"87.21600","7.26820","0.03197"
"87.22200","7.26867","0.03205"
"87.22800","7.26915","0.03208"
"87.23400","7.26969","0.03204"
"87.24000","7.27017","0.03208"
"87.24600","7.27065","0.03213"
"87.25200","7.27118","0.03203"
"87.25800","7.27166","0.03184"
"87.26400","7.27220","0.03181"
"87.27000","7.27268","0.03180"
"87.27600","7.27316","0.03174"
"87.28200","7.27370","0.03186"
"87.28800","7.27417","0.03210"
"87.29400","7.27471","0.03233"
"87.30000","7.27519","0.03252"
"87.30600","7.27567","0.03273"
"87.31200","7.27615","0.03286"
"87.31800","7.27668","0.03296"
"87.32400","7.27716","0.03298"
"87.33000","7.27764","0.03297"
"87.33600","7.27818","0.03296"
"87.34200","7.27866","0.03288"
"87.34800","7.27914","0.03280"
"87.35400","7.27967","0.03261"
"87.36000","7.28015","0.03256"
"87.36600","7.28063","0.03264"
"87.37200","7.28117","0.03271"
"87.37800","7.28165","0.03270"
"87.38400","7.28213","0.03267"
"87.39000","7.28266","0.03261"
"87.39600","7.28314","0.03257"
"87.40200","7.28362","0.03262"
"87.40800","7.28410","0.03261"
"87.41400","7.28464","0.03251"
"87.42000","7.28512","0.03247"
"87.42600","7.28565","0.03243"
"87.43200","7.28613","0.03239"
"87.43800","7.28661","0.03236"
"87.44400","7.28715","0.03220"
"87.45000","7.28763","0.03206"
"87.45600","7.28811","0.03189"
"87.46200","7.28864","0.03181"
"87.46800","7.28912","0.03185"
"87.47400","7.28966","0.03200"
"87.48000","7.29014","0.03216"
"87.48600","7.29062","0.03219"
"87.49200","7.29115","0.03211"
"87.49800","7.29163","0.03218"
"87.50400","7.29211","0.03241"
"87.51000","7.29265","0.03260"
"87.51600","7.29313","0.03281"
"87.52200","7.29367","0.03296"
"87.52800","7.29414","0.03299"
"87.53400","7.29468","0.03298"
"87.54000","7.29516","0.03286"
"87.54600","7.29570","0.03273"
"87.55200","7.29618","0.03268"
"87.55800","7.29666","0.03257"
"87.56400","7.29719","0.03245"
"87.57000","7.29767","0.03234"
"87.57600","7.29815","0.03230"
"87.58200","7.29869","0.03237"
"87.58800","7.29917","0.03258"
"87.59400","7.29970","0.03269"
"87.60000","7.30018","0.03277"
"87.60600","7.30066","0.03290"
"87.61200","7.30120","0.03287"
"87.61800","7.30168","0.03275"
"87.62400","7.30216","0.03259"
"87.63000","7.30263","0.03243"
"87.63600","7.30317","0.03236"
"87.64200","7.30365","0.03227"
"87.64800","7.30413","0.03215"
"87.65400","7.30461","0.03202"
"87.66000","7.30515","0.03199"
"87.66600","7.30562","0.03206"
"87.67200","7.30616","0.03218"
"87.67800","7.30664","0.03233"
"87.68400","7.30718","0.03246"
"87.69000","7.30766","0.03256"
"87.69600","7.30819","0.03256"
"87.70200","7.30867","0.03246"
"87.70800","7.30921","0.03234"
"87.71400","7.30975","0.03237"
"87.72000","7.31023","0.03243"
"87.72600","7.31071","0.03244"
"87.73200","7.31124","0.03247"
"87.73800","7.31172","0.03259"
"87.74400","7.31220","0.03261"
"87.75000","7.31274","0.03269"
"87.75600","7.31322","0.03283"
"87.76200","7.31369","0.03294"
"87.76800","7.31417","0.03297"
"87.77400","7.31471","0.03293"
"87.78000","7.31519","0.03292"
"87.78600","7.31567","0.03294"
"87.79200","7.31615","0.03278"
"87.79800","7.31668","0.03270"
"87.80400","7.31716","0.03270"
"87.81000","7.31764","0.03259"
"87.81600","7.31818","0.03253"
"87.82200","7.31866","0.03259"
"87.82800","7.31914","0.03258"
"87.83400","7.31967","0.03259"
"87.84000","7.32015","0.03263"
"87.84600","7.32069","0.03247"
"87.85200","7.32117","0.03227"
"87.85800","7.32171","0.03208"
"87.86400","7.32218","0.03192"
"87.87000","7.32266","0.03201"
"87.87600","7.32314","0.03219"
"87.88200","7.32368","0.03248"
"87.88800","7.32416","0.03260"
"87.89400","7.32464","0.03255"
"87.90000","7.32512","0.03253"
"87.90600","7.32559","0.03249"
"87.91200","7.32613","0.03248"
"87.91800","7.32661","0.03267"
"87.92400","7.32715","0.03282"
"87.93000","7.32763","0.03290"
"87.93600","7.32810","0.03289"
"87.94200","7.32864","0.03299"
"87.94800","7.32912","0.03301"
"87.95400","7.32960","0.03300"
"87.96000","7.33014","0.03289"
"87.96600","7.33062","0.03274"
"87.97200","7.33115","0.03259"
"87.97800","7.33163","0.03253"
"87.98400","7.33217","0.03253"
"87.99000","7.33265","0.03251"
"87.99600","7.33319","0.03250"
"88.00200","7.33372","0.03256"
"88.00800","7.33420","0.03251"
"88.01400","7.33468","0.03250"
"88.02000","7.33522","0.03263"
"88.02600","7.33570","0.03279"
"88.03200","7.33618","0.03292"
"88.03800","7.33665","0.03293"
"88.04400","7.33719","0.03273"
"88.05000","7.33767","0.03257"
"88.05600","7.33815","0.03257"
"88.06200","7.33869","0.03262"
"88.06800","7.33917","0.03278"
"88.07400","7.33970","0.03287"
"88.08000","7.34018","0.03298"
"88.08600","7.34066","0.03311"
"88.09200","7.34120","0.03315"
"88.09800","7.34168","0.03317"
"88.10400","7.34221","0.03318"
"88.11000","7.34269","0.03311"
"88.11600","7.34323","0.03313"
"88.12200","7.34371","0.03322"
"88.12800","7.34425","0.03314"
"88.13400","7.34473","0.03315"
"88.14000","7.34526","0.03316"
"88.14600","7.34574","0.03309"
"88.15200","7.34628","0.03306"
"88.15800","7.34676","0.03307"
"88.16400","7.34724","0.03303"
"88.17000","7.34772","0.03290"
"88.17600","7.34825","0.03262"
"88.18200","7.34873","0.03253"
"88.18800","7.34921","0.03257"
"88.19400","7.34969","0.03261"
"88.20000","7.35017","0.03280"
"88.20600","7.35065","0.03287"
"88.21200","7.35118","0.03298"
"88.21800","7.35166","0.03310"
"88.22400","7.35214","0.03314"
"88.23000","7.35268","0.03311"
"88.23600","7.35316","0.03310"
"88.24200","7.35369","0.03308"
"88.24800","7.35417","0.03308"
"88.25400","7.35465","0.03303"
"88.26000","7.35519","0.03296"
"88.26600","7.35567","0.03284"
"88.27200","7.35620","0.03277"
"88.27800","7.35668","0.03276"
"88.28400","7.35722","0.03264"
"88.29000","7.35770","0.03253"
"88.29600","7.35824","0.03250"
"88.30200","7.35872","0.03259"
"88.30800","7.35919","0.03259"
"88.31400","7.35973","0.03262"
"88.32000","7.36021","0.03272"
"88.32600","7.36069","0.03275"
"88.33200","7.36117","0.03280"
"88.33800","7.36165","0.03284"
"88.34400","7.36212","0.03290"
"88.35000","7.36266","0.03296"
"88.35600","7.36314","0.03291"
"88.36200","7.36362","0.03279"
"88.36800","7.36416","0.03265"
"88.37400","7.36464","0.03249"
