End date,"2/25/2017"
Specimen label,"1BG_5.2"
Maximum Load,"0.02768",N

Time,Extension,Load
(s),(mm),(N)
"12.30600","1.02569","0.00150"
"12.31200","1.02623","0.00138"
"12.31800","1.02671","0.00127"
"12.32400","1.02718","0.00117"
"12.33000","1.02772","0.00108"
"12.33600","1.02820","0.00094"
"12.34200","1.02868","0.00090"
"12.34800","1.02922","0.00076"
"12.35400","1.02970","0.00068"
"12.36000","1.03017","0.00062"
"12.36600","1.03065","0.00054"
"12.37200","1.03113","0.00045"
"12.37800","1.03161","0.00045"
"12.38400","1.03215","0.00051"
"12.39000","1.03262","0.00059"
"12.39600","1.03310","0.00072"
"12.40200","1.03358","0.00085"
"12.40800","1.03412","0.00100"
"12.41400","1.03460","0.00116"
"12.42000","1.03508","0.00136"
"12.42600","1.03561","0.00144"
"12.43200","1.03615","0.00139"
"12.43800","1.03663","0.00133"
"12.44400","1.03711","0.00138"
"12.45000","1.03765","0.00141"
"12.45600","1.03813","0.00139"
"12.46200","1.03866","0.00130"
"12.46800","1.03914","0.00123"
"12.47400","1.03962","0.00128"
"12.48000","1.04010","0.00124"
"12.48600","1.04064","0.00128"
"12.49200","1.04112","0.00136"
"12.49800","1.04159","0.00148"
"12.50400","1.04207","0.00163"
"12.51000","1.04255","0.00160"
"12.51600","1.04309","0.00139"
"12.52200","1.04357","0.00120"
"12.52800","1.04404","0.00119"
"12.53400","1.04458","0.00126"
"12.54000","1.04506","0.00149"
"12.54600","1.04554","0.00166"
"12.55200","1.04608","0.00176"
"12.55800","1.04656","0.00171"
"12.56400","1.04703","0.00152"
"12.57000","1.04757","0.00135"
"12.57600","1.04805","0.00127"
"12.58200","1.04859","0.00135"
"12.58800","1.04913","0.00144"
"12.59400","1.04961","0.00148"
"12.60000","1.05014","0.00135"
"12.60600","1.05068","0.00119"
"12.61200","1.05116","0.00113"
"12.61800","1.05164","0.00114"
"12.62400","1.05212","0.00127"
"12.63000","1.05265","0.00144"
"12.63600","1.05313","0.00157"
"12.64200","1.05361","0.00151"
"12.64800","1.05409","0.00121"
"12.65400","1.05463","0.00093"
"12.66000","1.05511","0.00089"
"12.66600","1.05564","0.00110"
"12.67200","1.05612","0.00131"
"12.67800","1.05660","0.00157"
"12.68400","1.05714","0.00162"
"12.69000","1.05762","0.00150"
"12.69600","1.05810","0.00136"
"12.70200","1.05863","0.00133"
"12.70800","1.05911","0.00148"
"12.71400","1.05965","0.00172"
"12.72000","1.06013","0.00193"
"12.72600","1.06067","0.00202"
"12.73200","1.06114","0.00190"
"12.73800","1.06168","0.00178"
"12.74400","1.06216","0.00178"
"12.75000","1.06270","0.00179"
"12.75600","1.06318","0.00182"
"12.76200","1.06372","0.00188"
"12.76800","1.06419","0.00185"
"12.77400","1.06467","0.00190"
"12.78000","1.06521","0.00181"
"12.78600","1.06569","0.00169"
"12.79200","1.06617","0.00163"
"12.79800","1.06665","0.00166"
"12.80400","1.06712","0.00171"
"12.81000","1.06766","0.00161"
"12.81600","1.06814","0.00159"
"12.82200","1.06862","0.00154"
"12.82800","1.06916","0.00155"
"12.83400","1.06963","0.00168"
"12.84000","1.07011","0.00177"
"12.84600","1.07065","0.00165"
"12.85200","1.07113","0.00156"
"12.85800","1.07167","0.00152"
"12.86400","1.07215","0.00148"
"12.87000","1.07262","0.00155"
"12.87600","1.07316","0.00162"
"12.88200","1.07364","0.00165"
"12.88800","1.07418","0.00143"
"12.89400","1.07466","0.00113"
"12.90000","1.07520","0.00099"
"12.90600","1.07567","0.00099"
"12.91200","1.07615","0.00107"
"12.91800","1.07663","0.00113"
"12.92400","1.07711","0.00114"
"12.93000","1.07765","0.00104"
"12.93600","1.07812","0.00096"
"12.94200","1.07860","0.00103"
"12.94800","1.07914","0.00112"
"12.95400","1.07962","0.00118"
"12.96000","1.08010","0.00136"
"12.96600","1.08064","0.00156"
"12.97200","1.08111","0.00167"
"12.97800","1.08159","0.00165"
"12.98400","1.08213","0.00158"
"12.99000","1.08261","0.00151"
"12.99600","1.08309","0.00148"
"13.00200","1.08363","0.00146"
"13.00800","1.08410","0.00149"
"13.01400","1.08464","0.00156"
"13.02000","1.08512","0.00164"
"13.02600","1.08566","0.00185"
"13.03200","1.08614","0.00184"
"13.03800","1.08661","0.00162"
"13.04400","1.08715","0.00141"
"13.05000","1.08763","0.00130"
"13.05600","1.08811","0.00132"
"13.06200","1.08859","0.00141"
"13.06800","1.08913","0.00136"
"13.07400","1.08960","0.00129"
"13.08000","1.09008","0.00127"
"13.08600","1.09056","0.00133"
"13.09200","1.09110","0.00154"
"13.09800","1.09158","0.00183"
"13.10400","1.09206","0.00201"
"13.11000","1.09253","0.00204"
"13.11600","1.09307","0.00186"
"13.12200","1.09355","0.00157"
"13.12800","1.09403","0.00150"
"13.13400","1.09457","0.00155"
"13.14000","1.09505","0.00158"
"13.14600","1.09558","0.00151"
"13.15200","1.09612","0.00135"
"13.15800","1.09660","0.00125"
"13.16400","1.09714","0.00112"
"13.17000","1.09768","0.00115"
"13.17600","1.09815","0.00141"
"13.18200","1.09869","0.00148"
"13.18800","1.09917","0.00142"
"13.19400","1.09965","0.00133"
"13.20000","1.10019","0.00122"
"13.20600","1.10067","0.00115"
"13.21200","1.10114","0.00117"
"13.21800","1.10168","0.00129"
"13.22400","1.10216","0.00143"
"13.23000","1.10264","0.00150"
"13.23600","1.10318","0.00141"
"13.24200","1.10365","0.00129"
"13.24800","1.10413","0.00103"
"13.25400","1.10467","0.00097"
"13.26000","1.10515","0.00104"
"13.26600","1.10563","0.00103"
"13.27200","1.10617","0.00098"
"13.27800","1.10664","0.00091"
"13.28400","1.10718","0.00094"
"13.29000","1.10766","0.00095"
"13.29600","1.10820","0.00103"
"13.30200","1.10868","0.00110"
"13.30800","1.10922","0.00123"
"13.31400","1.10969","0.00139"
"13.32000","1.11017","0.00137"
"13.32600","1.11071","0.00138"
"13.33200","1.11119","0.00139"
"13.33800","1.11167","0.00123"
"13.34400","1.11215","0.00112"
"13.35000","1.11262","0.00113"
"13.35600","1.11316","0.00114"
"13.36200","1.11364","0.00117"
"13.36800","1.11412","0.00126"
"13.37400","1.11466","0.00128"
"13.38000","1.11513","0.00120"
"13.38600","1.11561","0.00118"
"13.39200","1.11615","0.00118"
"13.39800","1.11663","0.00123"
"13.40400","1.11711","0.00121"
"13.41000","1.11759","0.00122"
"13.41600","1.11812","0.00125"
"13.42200","1.11860","0.00143"
"13.42800","1.11914","0.00155"
"13.43400","1.11962","0.00164"
"13.44000","1.12010","0.00184"
"13.44600","1.12064","0.00185"
"13.45200","1.12117","0.00169"
"13.45800","1.12165","0.00152"
"13.46400","1.12219","0.00150"
"13.47000","1.12267","0.00154"
"13.47600","1.12315","0.00166"
"13.48200","1.12368","0.00170"
"13.48800","1.12416","0.00172"
"13.49400","1.12464","0.00170"
"13.50000","1.12518","0.00162"
"13.50600","1.12566","0.00164"
"13.51200","1.12614","0.00165"
"13.51800","1.12667","0.00165"
"13.52400","1.12715","0.00169"
"13.53000","1.12763","0.00173"
"13.53600","1.12811","0.00172"
"13.54200","1.12865","0.00169"
"13.54800","1.12913","0.00157"
"13.55400","1.12960","0.00148"
"13.56000","1.13014","0.00147"
"13.56600","1.13062","0.00153"
"13.57200","1.13116","0.00161"
"13.57800","1.13164","0.00155"
"13.58400","1.13211","0.00149"
"13.59000","1.13265","0.00134"
"13.59600","1.13313","0.00112"
"13.60200","1.13367","0.00096"
"13.60800","1.13415","0.00093"
"13.61400","1.13463","0.00095"
"13.62000","1.13516","0.00094"
"13.62600","1.13564","0.00107"
"13.63200","1.13612","0.00115"
"13.63800","1.13660","0.00114"
"13.64400","1.13714","0.00109"
"13.65000","1.13762","0.00105"
"13.65600","1.13809","0.00108"
"13.66200","1.13863","0.00117"
"13.66800","1.13911","0.00125"
"13.67400","1.13959","0.00128"
"13.68000","1.14013","0.00140"
"13.68600","1.14060","0.00150"
"13.69200","1.14108","0.00159"
"13.69800","1.14162","0.00156"
"13.70400","1.14210","0.00152"
"13.71000","1.14264","0.00148"
"13.71600","1.14312","0.00143"
"13.72200","1.14365","0.00140"
"13.72800","1.14413","0.00141"
"13.73400","1.14467","0.00153"
"13.74000","1.14515","0.00173"
"13.74600","1.14563","0.00190"
"13.75200","1.14617","0.00199"
"13.75800","1.14664","0.00192"
"13.76400","1.14718","0.00174"
"13.77000","1.14766","0.00167"
"13.77600","1.14814","0.00161"
"13.78200","1.14868","0.00154"
"13.78800","1.14915","0.00146"
"13.79400","1.14963","0.00144"
"13.80000","1.15017","0.00151"
"13.80600","1.15065","0.00156"
"13.81200","1.15119","0.00149"
"13.81800","1.15167","0.00127"
"13.82400","1.15214","0.00108"
"13.83000","1.15262","0.00095"
"13.83600","1.15316","0.00094"
"13.84200","1.15364","0.00095"
"13.84800","1.15412","0.00105"
"13.85400","1.15466","0.00119"
"13.86000","1.15513","0.00126"
"13.86600","1.15567","0.00116"
"13.87200","1.15615","0.00103"
"13.87800","1.15669","0.00098"
"13.88400","1.15717","0.00101"
"13.89000","1.15770","0.00119"
"13.89600","1.15818","0.00134"
"13.90200","1.15872","0.00147"
"13.90800","1.15920","0.00152"
"13.91400","1.15974","0.00148"
"13.92000","1.16022","0.00141"
"13.92600","1.16069","0.00144"
"13.93200","1.16117","0.00158"
"13.93800","1.16171","0.00173"
"13.94400","1.16219","0.00174"
"13.95000","1.16267","0.00172"
"13.95600","1.16315","0.00165"
"13.96200","1.16368","0.00154"
"13.96800","1.16416","0.00142"
"13.97400","1.16464","0.00127"
"13.98000","1.16512","0.00108"
"13.98600","1.16566","0.00091"
"13.99200","1.16614","0.00096"
"13.99800","1.16661","0.00113"
"14.00400","1.16715","0.00136"
"14.01000","1.16763","0.00148"
"14.01600","1.16817","0.00156"
"14.02200","1.16865","0.00162"
"14.02800","1.16912","0.00164"
"14.03400","1.16966","0.00173"
"14.04000","1.17014","0.00180"
"14.04600","1.17068","0.00178"
"14.05200","1.17116","0.00180"
"14.05800","1.17164","0.00180"
"14.06400","1.17217","0.00182"
"14.07000","1.17265","0.00183"
"14.07600","1.17313","0.00182"
"14.08200","1.17367","0.00191"
"14.08800","1.17415","0.00194"
"14.09400","1.17463","0.00196"
"14.10000","1.17516","0.00188"
"14.10600","1.17564","0.00170"
"14.11200","1.17612","0.00162"
"14.11800","1.17666","0.00165"
"14.12400","1.17714","0.00178"
"14.13000","1.17761","0.00176"
"14.13600","1.17815","0.00175"
"14.14200","1.17863","0.00169"
"14.14800","1.17911","0.00159"
"14.15400","1.17959","0.00149"
"14.16000","1.18013","0.00142"
"14.16600","1.18060","0.00129"
"14.17200","1.18114","0.00125"
"14.17800","1.18162","0.00115"
"14.18400","1.18216","0.00122"
"14.19000","1.18264","0.00150"
"14.19600","1.18312","0.00170"
"14.20200","1.18365","0.00175"
"14.20800","1.18413","0.00160"
"14.21400","1.18461","0.00129"
"14.22000","1.18515","0.00117"
"14.22600","1.18563","0.00124"
"14.23200","1.18610","0.00142"
"14.23800","1.18658","0.00166"
"14.24400","1.18712","0.00165"
"14.25000","1.18760","0.00154"
"14.25600","1.18814","0.00141"
"14.26200","1.18862","0.00125"
"14.26800","1.18909","0.00127"
"14.27400","1.18963","0.00145"
"14.28000","1.19017","0.00140"
"14.28600","1.19065","0.00126"
"14.29200","1.19113","0.00108"
"14.29800","1.19167","0.00099"
"14.30400","1.19214","0.00099"
"14.31000","1.19268","0.00114"
"14.31600","1.19322","0.00127"
"14.32200","1.19370","0.00133"
"14.32800","1.19424","0.00127"
"14.33400","1.19471","0.00116"
"14.34000","1.19525","0.00111"
"14.34600","1.19573","0.00113"
"14.35200","1.19621","0.00126"
"14.35800","1.19675","0.00145"
"14.36400","1.19723","0.00153"
"14.37000","1.19770","0.00148"
"14.37600","1.19818","0.00147"
"14.38200","1.19866","0.00155"
"14.38800","1.19920","0.00165"
"14.39400","1.19968","0.00167"
"14.40000","1.20016","0.00165"
"14.40600","1.20063","0.00157"
"14.41200","1.20117","0.00136"
"14.41800","1.20165","0.00131"
"14.42400","1.20213","0.00149"
"14.43000","1.20267","0.00151"
"14.43600","1.20314","0.00158"
"14.44200","1.20362","0.00181"
"14.44800","1.20416","0.00185"
"14.45400","1.20464","0.00172"
"14.46000","1.20518","0.00157"
"14.46600","1.20566","0.00130"
"14.47200","1.20619","0.00113"
"14.47800","1.20667","0.00119"
"14.48400","1.20715","0.00127"
"14.49000","1.20763","0.00138"
"14.49600","1.20817","0.00138"
"14.50200","1.20865","0.00145"
"14.50800","1.20912","0.00155"
"14.51400","1.20960","0.00156"
"14.52000","1.21014","0.00147"
"14.52600","1.21062","0.00151"
"14.53200","1.21110","0.00179"
"14.53800","1.21158","0.00203"
"14.54400","1.21211","0.00208"
"14.55000","1.21259","0.00212"
"14.55600","1.21313","0.00211"
"14.56200","1.21361","0.00202"
"14.56800","1.21409","0.00192"
"14.57400","1.21462","0.00170"
"14.58000","1.21510","0.00137"
"14.58600","1.21564","0.00121"
"14.59200","1.21612","0.00128"
"14.59800","1.21666","0.00147"
"14.60400","1.21714","0.00150"
"14.61000","1.21767","0.00155"
"14.61600","1.21815","0.00164"
"14.62200","1.21863","0.00166"
"14.62800","1.21917","0.00170"
"14.63400","1.21965","0.00173"
"14.64000","1.22012","0.00186"
"14.64600","1.22060","0.00193"
"14.65200","1.22114","0.00188"
"14.65800","1.22162","0.00185"
"14.66400","1.22210","0.00180"
"14.67000","1.22258","0.00169"
"14.67600","1.22311","0.00152"
"14.68200","1.22359","0.00132"
"14.68800","1.22407","0.00121"
"14.69400","1.22455","0.00116"
"14.70000","1.22509","0.00131"
"14.70600","1.22557","0.00147"
"14.71200","1.22604","0.00153"
"14.71800","1.22658","0.00155"
"14.72400","1.22706","0.00159"
"14.73000","1.22760","0.00156"
"14.73600","1.22808","0.00157"
"14.74200","1.22862","0.00165"
"14.74800","1.22909","0.00165"
"14.75400","1.22963","0.00156"
"14.76000","1.23017","0.00154"
"14.76600","1.23065","0.00153"
"14.77200","1.23113","0.00156"
"14.77800","1.23160","0.00165"
"14.78400","1.23214","0.00167"
"14.79000","1.23262","0.00169"
"14.79600","1.23310","0.00170"
"14.80200","1.23358","0.00151"
"14.80800","1.23412","0.00131"
"14.81400","1.23459","0.00113"
"14.82000","1.23513","0.00088"
"14.82600","1.23561","0.00079"
"14.83200","1.23615","0.00080"
"14.83800","1.23663","0.00094"
"14.84400","1.23711","0.00104"
"14.85000","1.23764","0.00108"
"14.85600","1.23812","0.00109"
"14.86200","1.23866","0.00106"
"14.86800","1.23914","0.00102"
"14.87400","1.23962","0.00110"
"14.88000","1.24015","0.00114"
"14.88600","1.24069","0.00112"
"14.89200","1.24117","0.00110"
"14.89800","1.24171","0.00107"
"14.90400","1.24219","0.00113"
"14.91000","1.24267","0.00124"
"14.91600","1.24314","0.00143"
"14.92200","1.24368","0.00163"
"14.92800","1.24416","0.00177"
"14.93400","1.24464","0.00179"
"14.94000","1.24512","0.00184"
"14.94600","1.24566","0.00186"
"14.95200","1.24613","0.00177"
"14.95800","1.24661","0.00172"
"14.96400","1.24715","0.00164"
"14.97000","1.24763","0.00153"
"14.97600","1.24817","0.00144"
"14.98200","1.24864","0.00150"
"14.98800","1.24918","0.00153"
"14.99400","1.24966","0.00141"
"15.00000","1.25014","0.00138"
"15.00600","1.25068","0.00146"
"15.01200","1.25116","0.00149"
"15.01800","1.25163","0.00155"
"15.02400","1.25217","0.00149"
"15.03000","1.25265","0.00139"
"15.03600","1.25313","0.00135"
"15.04200","1.25361","0.00123"
"15.04800","1.25415","0.00118"
"15.05400","1.25462","0.00123"
"15.06000","1.25510","0.00120"
"15.06600","1.25564","0.00128"
"15.07200","1.25612","0.00134"
"15.07800","1.25660","0.00141"
"15.08400","1.25713","0.00152"
"15.09000","1.25761","0.00154"
"15.09600","1.25815","0.00153"
"15.10200","1.25863","0.00148"
"15.10800","1.25911","0.00139"
"15.11400","1.25965","0.00124"
"15.12000","1.26012","0.00124"
"15.12600","1.26060","0.00125"
"15.13200","1.26114","0.00123"
"15.13800","1.26162","0.00114"
"15.14400","1.26210","0.00108"
"15.15000","1.26264","0.00112"
"15.15600","1.26311","0.00111"
"15.16200","1.26359","0.00117"
"15.16800","1.26413","0.00116"
"15.17400","1.26461","0.00108"
"15.18000","1.26509","0.00111"
"15.18600","1.26562","0.00110"
"15.19200","1.26610","0.00110"
"15.19800","1.26658","0.00128"
"15.20400","1.26712","0.00142"
"15.21000","1.26760","0.00155"
"15.21600","1.26808","0.00167"
"15.22200","1.26861","0.00180"
"15.22800","1.26909","0.00182"
"15.23400","1.26957","0.00169"
"15.24000","1.27011","0.00166"
"15.24600","1.27059","0.00169"
"15.25200","1.27113","0.00171"
"15.25800","1.27160","0.00178"
"15.26400","1.27208","0.00181"
"15.27000","1.27262","0.00173"
"15.27600","1.27310","0.00151"
"15.28200","1.27358","0.00131"
"15.28800","1.27411","0.00124"
"15.29400","1.27459","0.00127"
"15.30000","1.27513","0.00127"
"15.30600","1.27561","0.00123"
"15.31200","1.27615","0.00128"
"15.31800","1.27663","0.00133"
"15.32400","1.27710","0.00122"
"15.33000","1.27758","0.00103"
"15.33600","1.27812","0.00101"
"15.34200","1.27860","0.00112"
"15.34800","1.27908","0.00126"
"15.35400","1.27962","0.00130"
"15.36000","1.28009","0.00129"
"15.36600","1.28063","0.00131"
"15.37200","1.28111","0.00134"
"15.37800","1.28165","0.00128"
"15.38400","1.28213","0.00117"
"15.39000","1.28266","0.00110"
"15.39600","1.28314","0.00104"
"15.40200","1.28368","0.00097"
"15.40800","1.28416","0.00112"
"15.41400","1.28464","0.00125"
"15.42000","1.28518","0.00134"
"15.42600","1.28565","0.00141"
"15.43200","1.28613","0.00149"
"15.43800","1.28661","0.00157"
"15.44400","1.28715","0.00152"
"15.45000","1.28763","0.00148"
"15.45600","1.28817","0.00151"
"15.46200","1.28864","0.00157"
"15.46800","1.28912","0.00153"
"15.47400","1.28960","0.00139"
"15.48000","1.29014","0.00112"
"15.48600","1.29062","0.00081"
"15.49200","1.29110","0.00060"
"15.49800","1.29163","0.00050"
"15.50400","1.29211","0.00044"
"15.51000","1.29265","0.00063"
"15.51600","1.29313","0.00087"
"15.52200","1.29367","0.00095"
"15.52800","1.29414","0.00090"
"15.53400","1.29468","0.00083"
"15.54000","1.29516","0.00076"
"15.54600","1.29570","0.00083"
"15.55200","1.29618","0.00099"
"15.55800","1.29666","0.00117"
"15.56400","1.29719","0.00126"
"15.57000","1.29767","0.00119"
"15.57600","1.29815","0.00134"
"15.58200","1.29863","0.00142"
"15.58800","1.29917","0.00140"
"15.59400","1.29965","0.00145"
"15.60000","1.30012","0.00154"
"15.60600","1.30066","0.00165"
"15.61200","1.30114","0.00176"
"15.61800","1.30162","0.00193"
"15.62400","1.30216","0.00207"
"15.63000","1.30263","0.00201"
"15.63600","1.30311","0.00194"
"15.64200","1.30359","0.00188"
"15.64800","1.30413","0.00171"
"15.65400","1.30461","0.00159"
"15.66000","1.30509","0.00160"
"15.66600","1.30562","0.00162"
"15.67200","1.30610","0.00154"
"15.67800","1.30658","0.00143"
"15.68400","1.30712","0.00132"
"15.69000","1.30760","0.00129"
"15.69600","1.30808","0.00141"
"15.70200","1.30861","0.00161"
"15.70800","1.30909","0.00167"
"15.71400","1.30957","0.00159"
"15.72000","1.31011","0.00138"
"15.72600","1.31059","0.00135"
"15.73200","1.31106","0.00137"
"15.73800","1.31160","0.00126"
"15.74400","1.31208","0.00113"
"15.75000","1.31256","0.00113"
"15.75600","1.31310","0.00125"
"15.76200","1.31358","0.00145"
"15.76800","1.31411","0.00168"
"15.77400","1.31459","0.00179"
"15.78000","1.31507","0.00179"
"15.78600","1.31561","0.00179"
"15.79200","1.31609","0.00172"
"15.79800","1.31663","0.00163"
"15.80400","1.31710","0.00156"
"15.81000","1.31764","0.00159"
"15.81600","1.31812","0.00151"
"15.82200","1.31860","0.00153"
"15.82800","1.31914","0.00169"
"15.83400","1.31961","0.00175"
"15.84000","1.32015","0.00178"
"15.84600","1.32063","0.00170"
"15.85200","1.32111","0.00157"
"15.85800","1.32165","0.00154"
"15.86400","1.32213","0.00148"
"15.87000","1.32266","0.00155"
"15.87600","1.32314","0.00177"
"15.88200","1.32368","0.00201"
"15.88800","1.32416","0.00213"
"15.89400","1.32470","0.00214"
"15.90000","1.32518","0.00207"
"15.90600","1.32571","0.00205"
"15.91200","1.32619","0.00192"
"15.91800","1.32667","0.00166"
"15.92400","1.32721","0.00152"
"15.93000","1.32769","0.00135"
"15.93600","1.32816","0.00111"
"15.94200","1.32870","0.00101"
"15.94800","1.32918","0.00093"
"15.95400","1.32966","0.00091"
"15.96000","1.33020","0.00097"
"15.96600","1.33068","0.00108"
"15.97200","1.33115","0.00115"
"15.97800","1.33163","0.00118"
"15.98400","1.33217","0.00115"
"15.99000","1.33265","0.00110"
"15.99600","1.33313","0.00111"
"16.00200","1.33361","0.00128"
"16.00800","1.33414","0.00145"
"16.01400","1.33462","0.00156"
"16.02000","1.33516","0.00155"
"16.02600","1.33564","0.00161"
"16.03200","1.33618","0.00160"
"16.03800","1.33665","0.00162"
"16.04400","1.33719","0.00161"
"16.05000","1.33767","0.00160"
"16.05600","1.33821","0.00155"
"16.06200","1.33869","0.00152"
"16.06800","1.33923","0.00149"
"16.07400","1.33970","0.00151"
"16.08000","1.34018","0.00161"
"16.08600","1.34066","0.00154"
"16.09200","1.34120","0.00147"
"16.09800","1.34168","0.00148"
"16.10400","1.34216","0.00153"
"16.11000","1.34263","0.00160"
"16.11600","1.34317","0.00156"
"16.12200","1.34365","0.00160"
"16.12800","1.34413","0.00153"
"16.13400","1.34461","0.00152"
"16.14000","1.34514","0.00152"
"16.14600","1.34562","0.00142"
"16.15200","1.34616","0.00140"
"16.15800","1.34664","0.00131"
"16.16400","1.34712","0.00125"
"16.17000","1.34766","0.00126"
"16.17600","1.34819","0.00128"
"16.18200","1.34867","0.00122"
"16.18800","1.34915","0.00118"
"16.19400","1.34969","0.00119"
"16.20000","1.35017","0.00118"
"16.20600","1.35065","0.00117"
"16.21200","1.35112","0.00128"
"16.21800","1.35166","0.00134"
"16.22400","1.35214","0.00145"
"16.23000","1.35262","0.00154"
"16.23600","1.35310","0.00147"
"16.24200","1.35363","0.00144"
"16.24800","1.35411","0.00157"
"16.25400","1.35459","0.00165"
"16.26000","1.35507","0.00162"
"16.26600","1.35561","0.00160"
"16.27200","1.35609","0.00158"
"16.27800","1.35656","0.00152"
"16.28400","1.35710","0.00143"
"16.29000","1.35758","0.00141"
"16.29600","1.35806","0.00140"
"16.30200","1.35860","0.00143"
"16.30800","1.35908","0.00156"
"16.31400","1.35961","0.00160"
"16.32000","1.36009","0.00160"
"16.32600","1.36063","0.00152"
"16.33200","1.36111","0.00148"
"16.33800","1.36159","0.00148"
"16.34400","1.36213","0.00140"
"16.35000","1.36260","0.00123"
"16.35600","1.36314","0.00120"
"16.36200","1.36362","0.00111"
"16.36800","1.36410","0.00103"
"16.37400","1.36464","0.00113"
"16.38000","1.36511","0.00126"
"16.38600","1.36559","0.00140"
"16.39200","1.36613","0.00155"
"16.39800","1.36661","0.00157"
"16.40400","1.36715","0.00151"
"16.41000","1.36763","0.00136"
"16.41600","1.36810","0.00134"
"16.42200","1.36864","0.00135"
"16.42800","1.36912","0.00140"
"16.43400","1.36966","0.00128"
"16.44000","1.37014","0.00108"
"16.44600","1.37068","0.00093"
"16.45200","1.37115","0.00083"
"16.45800","1.37169","0.00082"
"16.46400","1.37217","0.00095"
"16.47000","1.37271","0.00119"
"16.47600","1.37319","0.00136"
"16.48200","1.37372","0.00157"
"16.48800","1.37420","0.00173"
"16.49400","1.37474","0.00175"
"16.50000","1.37522","0.00174"
"16.50600","1.37570","0.00160"
"16.51200","1.37618","0.00152"
"16.51800","1.37665","0.00147"
"16.52400","1.37719","0.00141"
"16.53000","1.37767","0.00142"
"16.53600","1.37815","0.00142"
"16.54200","1.37863","0.00141"
"16.54800","1.37911","0.00134"
"16.55400","1.37964","0.00134"
"16.56000","1.38012","0.00135"
"16.56600","1.38060","0.00130"
"16.57200","1.38114","0.00137"
"16.57800","1.38162","0.00142"
"16.58400","1.38209","0.00151"
"16.59000","1.38263","0.00151"
"16.59600","1.38311","0.00143"
"16.60200","1.38365","0.00133"
"16.60800","1.38413","0.00135"
"16.61400","1.38467","0.00136"
"16.62000","1.38514","0.00128"
"16.62600","1.38562","0.00125"
"16.63200","1.38610","0.00119"
"16.63800","1.38664","0.00120"
"16.64400","1.38712","0.00126"
"16.65000","1.38760","0.00131"
"16.65600","1.38813","0.00138"
"16.66200","1.38861","0.00145"
"16.66800","1.38909","0.00152"
"16.67400","1.38957","0.00164"
"16.68000","1.39011","0.00172"
"16.68600","1.39058","0.00157"
"16.69200","1.39106","0.00134"
"16.69800","1.39160","0.00121"
"16.70400","1.39208","0.00121"
"16.71000","1.39256","0.00123"
"16.71600","1.39310","0.00135"
"16.72200","1.39357","0.00144"
"16.72800","1.39411","0.00149"
"16.73400","1.39459","0.00143"
"16.74000","1.39507","0.00145"
"16.74600","1.39561","0.00147"
"16.75200","1.39609","0.00147"
"16.75800","1.39662","0.00153"
"16.76400","1.39710","0.00170"
"16.77000","1.39758","0.00179"
"16.77600","1.39812","0.00176"
"16.78200","1.39860","0.00160"
"16.78800","1.39908","0.00146"
"16.79400","1.39961","0.00137"
"16.80000","1.40009","0.00133"
"16.80600","1.40057","0.00139"
"16.81200","1.40111","0.00143"
"16.81800","1.40159","0.00152"
"16.82400","1.40206","0.00154"
"16.83000","1.40260","0.00153"
"16.83600","1.40308","0.00153"
"16.84200","1.40356","0.00156"
"16.84800","1.40404","0.00165"
"16.85400","1.40458","0.00165"
"16.86000","1.40505","0.00151"
"16.86600","1.40553","0.00144"
"16.87200","1.40607","0.00141"
"16.87800","1.40655","0.00133"
"16.88400","1.40709","0.00130"
"16.89000","1.40757","0.00135"
"16.89600","1.40810","0.00144"
"16.90200","1.40864","0.00146"
"16.90800","1.40912","0.00150"
"16.91400","1.40966","0.00154"
"16.92000","1.41014","0.00149"
"16.92600","1.41061","0.00145"
"16.93200","1.41115","0.00140"
"16.93800","1.41163","0.00144"
"16.94400","1.41211","0.00144"
"16.95000","1.41265","0.00149"
"16.95600","1.41313","0.00150"
"16.96200","1.41366","0.00155"
"16.96800","1.41414","0.00166"
"16.97400","1.41462","0.00190"
"16.98000","1.41516","0.00209"
"16.98600","1.41564","0.00209"
"16.99200","1.41612","0.00208"
"16.99800","1.41665","0.00209"
"17.00400","1.41713","0.00197"
"17.01000","1.41767","0.00181"
"17.01600","1.41815","0.00161"
"17.02200","1.41869","0.00154"
"17.02800","1.41916","0.00140"
"17.03400","1.41970","0.00124"
"17.04000","1.42018","0.00120"
"17.04600","1.42072","0.00120"
"17.05200","1.42120","0.00133"
"17.05800","1.42168","0.00143"
"17.06400","1.42221","0.00160"
"17.07000","1.42269","0.00180"
"17.07600","1.42317","0.00187"
"17.08200","1.42365","0.00179"
"17.08800","1.42413","0.00172"
"17.09400","1.42466","0.00170"
"17.10000","1.42514","0.00167"
"17.10600","1.42562","0.00162"
"17.11200","1.42610","0.00153"
"17.11800","1.42664","0.00135"
"17.12400","1.42712","0.00126"
"17.13000","1.42759","0.00127"
"17.13600","1.42813","0.00122"
"17.14200","1.42861","0.00123"
"17.14800","1.42915","0.00127"
"17.15400","1.42963","0.00128"
"17.16000","1.43011","0.00138"
"17.16600","1.43064","0.00147"
"17.17200","1.43112","0.00157"
"17.17800","1.43166","0.00161"
"17.18400","1.43220","0.00171"
"17.19000","1.43268","0.00179"
"17.19600","1.43316","0.00171"
"17.20200","1.43369","0.00154"
"17.20800","1.43417","0.00141"
"17.21400","1.43471","0.00121"
