End date,"2/25/2017"
Specimen label,"1BG_5.2"
Maximum Load,"0.02768",N

Time,Extension,Load
(s),(mm),(N)
"123.61200","10.30114","0.00504"
"123.61800","10.30168","0.00497"
"123.62400","10.30216","0.00484"
"123.63000","10.30263","0.00462"
"123.63600","10.30317","0.00431"
"123.64200","10.30365","0.00406"
"123.64800","10.30413","0.00409"
"123.65400","10.30467","0.00426"
"123.66000","10.30515","0.00445"
"123.66600","10.30568","0.00470"
"123.67200","10.30616","0.00474"
"123.67800","10.30670","0.00480"
"123.68400","10.30718","0.00475"
"123.69000","10.30766","0.00479"
"123.69600","10.30819","0.00479"
"123.70200","10.30867","0.00477"
"123.70800","10.30921","0.00477"
"123.71400","10.30969","0.00484"
"123.72000","10.31017","0.00477"
"123.72600","10.31065","0.00475"
"123.73200","10.31118","0.00471"
"123.73800","10.31166","0.00454"
"123.74400","10.31220","0.00441"
"123.75000","10.31268","0.00445"
"123.75600","10.31316","0.00464"
"123.76200","10.31369","0.00480"
"123.76800","10.31417","0.00494"
"123.77400","10.31465","0.00503"
"123.78000","10.31513","0.00494"
"123.78600","10.31567","0.00478"
"123.79200","10.31614","0.00472"
"123.79800","10.31662","0.00466"
"123.80400","10.31716","0.00459"
"123.81000","10.31764","0.00454"
"123.81600","10.31818","0.00446"
"123.82200","10.31866","0.00448"
"123.82800","10.31913","0.00454"
"123.83400","10.31961","0.00458"
"123.84000","10.32015","0.00469"
"123.84600","10.32063","0.00470"
"123.85200","10.32111","0.00471"
"123.85800","10.32165","0.00472"
"123.86400","10.32212","0.00474"
"123.87000","10.32260","0.00478"
"123.87600","10.32314","0.00477"
"123.88200","10.32362","0.00465"
"123.88800","10.32410","0.00460"
"123.89400","10.32464","0.00454"
"123.90000","10.32511","0.00456"
"123.90600","10.32559","0.00460"
"123.91200","10.32613","0.00451"
"123.91800","10.32661","0.00446"
"123.92400","10.32709","0.00446"
"123.93000","10.32757","0.00453"
"123.93600","10.32810","0.00467"
"123.94200","10.32858","0.00484"
"123.94800","10.32906","0.00493"
"123.95400","10.32960","0.00500"
"123.96000","10.33014","0.00499"
"123.96600","10.33061","0.00491"
"123.97200","10.33109","0.00488"
"123.97800","10.33163","0.00489"
"123.98400","10.33211","0.00478"
"123.99000","10.33265","0.00465"
"123.99600","10.33313","0.00457"
"124.00200","10.33360","0.00454"
"124.00800","10.33414","0.00443"
"124.01400","10.33462","0.00437"
"124.02000","10.33516","0.00432"
"124.02600","10.33564","0.00431"
"124.03200","10.33612","0.00436"
"124.03800","10.33665","0.00446"
"124.04400","10.33713","0.00456"
"124.05000","10.33767","0.00459"
"124.05600","10.33815","0.00459"
"124.06200","10.33863","0.00455"
"124.06800","10.33916","0.00453"
"124.07400","10.33964","0.00449"
"124.08000","10.34018","0.00450"
"124.08600","10.34066","0.00442"
"124.09200","10.34120","0.00445"
"124.09800","10.34168","0.00446"
"124.10400","10.34221","0.00442"
"124.11000","10.34269","0.00434"
"124.11600","10.34317","0.00426"
"124.12200","10.34371","0.00419"
"124.12800","10.34419","0.00417"
"124.13400","10.34467","0.00424"
"124.14000","10.34514","0.00434"
"124.14600","10.34562","0.00438"
"124.15200","10.34610","0.00437"
"124.15800","10.34658","0.00435"
"124.16400","10.34712","0.00434"
"124.17000","10.34760","0.00435"
"124.17600","10.34807","0.00442"
"124.18200","10.34861","0.00462"
"124.18800","10.34909","0.00472"
"124.19400","10.34963","0.00472"
"124.20000","10.35011","0.00481"
"124.20600","10.35065","0.00488"
"124.21200","10.35112","0.00488"
"124.21800","10.35160","0.00486"
"124.22400","10.35214","0.00490"
"124.23000","10.35262","0.00500"
"124.23600","10.35316","0.00508"
"124.24200","10.35369","0.00515"
"124.24800","10.35417","0.00522"
"124.25400","10.35465","0.00508"
"124.26000","10.35519","0.00488"
"124.26600","10.35567","0.00475"
"124.27200","10.35614","0.00479"
"124.27800","10.35668","0.00489"
"124.28400","10.35716","0.00503"
"124.29000","10.35764","0.00504"
"124.29600","10.35812","0.00504"
"124.30200","10.35860","0.00505"
"124.30800","10.35913","0.00505"
"124.31400","10.35961","0.00508"
"124.32000","10.36009","0.00502"
"124.32600","10.36063","0.00490"
"124.33200","10.36111","0.00485"
"124.33800","10.36159","0.00504"
"124.34400","10.36212","0.00507"
"124.35000","10.36260","0.00503"
"124.35600","10.36314","0.00504"
"124.36200","10.36362","0.00516"
"124.36800","10.36416","0.00531"
"124.37400","10.36463","0.00550"
"124.38000","10.36517","0.00561"
"124.38600","10.36565","0.00563"
"124.39200","10.36613","0.00553"
"124.39800","10.36667","0.00545"
"124.40400","10.36715","0.00539"
"124.41000","10.36762","0.00535"
"124.41600","10.36810","0.00528"
"124.42200","10.36858","0.00518"
"124.42800","10.36912","0.00508"
"124.43400","10.36960","0.00492"
"124.44000","10.37008","0.00491"
"124.44600","10.37055","0.00490"
"124.45200","10.37109","0.00482"
"124.45800","10.37157","0.00483"
"124.46400","10.37205","0.00490"
"124.47000","10.37253","0.00491"
"124.47600","10.37306","0.00493"
"124.48200","10.37354","0.00494"
"124.48800","10.37402","0.00503"
"124.49400","10.37456","0.00514"
"124.50000","10.37504","0.00530"
"124.50600","10.37558","0.00550"
"124.51200","10.37612","0.00563"
"124.51800","10.37659","0.00570"
"124.52400","10.37713","0.00574"
"124.53000","10.37761","0.00572"
"124.53600","10.37815","0.00563"
"124.54200","10.37863","0.00553"
"124.54800","10.37910","0.00551"
"124.55400","10.37964","0.00546"
"124.56000","10.38012","0.00531"
"124.56600","10.38060","0.00514"
"124.57200","10.38108","0.00514"
"124.57800","10.38162","0.00526"
"124.58400","10.38209","0.00535"
"124.59000","10.38263","0.00538"
"124.59600","10.38311","0.00541"
"124.60200","10.38365","0.00542"
"124.60800","10.38413","0.00548"
"124.61400","10.38461","0.00549"
"124.62000","10.38514","0.00539"
"124.62600","10.38562","0.00530"
"124.63200","10.38616","0.00522"
"124.63800","10.38664","0.00530"
"124.64400","10.38718","0.00537"
"124.65000","10.38765","0.00538"
"124.65600","10.38819","0.00561"
"124.66200","10.38867","0.00581"
"124.66800","10.38915","0.00586"
"124.67400","10.38969","0.00580"
"124.68000","10.39017","0.00565"
"124.68600","10.39064","0.00551"
"124.69200","10.39118","0.00548"
"124.69800","10.39166","0.00537"
"124.70400","10.39214","0.00522"
"124.71000","10.39262","0.00517"
"124.71600","10.39316","0.00523"
"124.72200","10.39363","0.00517"
"124.72800","10.39411","0.00504"
"124.73400","10.39465","0.00499"
"124.74000","10.39513","0.00511"
"124.74600","10.39561","0.00515"
"124.75200","10.39614","0.00510"
"124.75800","10.39662","0.00517"
"124.76400","10.39716","0.00520"
"124.77000","10.39764","0.00514"
"124.77600","10.39812","0.00511"
"124.78200","10.39865","0.00517"
"124.78800","10.39913","0.00513"
"124.79400","10.39961","0.00509"
"124.80000","10.40015","0.00514"
"124.80600","10.40063","0.00526"
"124.81200","10.40117","0.00527"
"124.81800","10.40164","0.00517"
"124.82400","10.40212","0.00526"
"124.83000","10.40266","0.00527"
"124.83600","10.40314","0.00524"
"124.84200","10.40368","0.00517"
"124.84800","10.40416","0.00515"
"124.85400","10.40463","0.00513"
"124.86000","10.40511","0.00503"
"124.86600","10.40565","0.00504"
"124.87200","10.40613","0.00520"
"124.87800","10.40661","0.00535"
"124.88400","10.40715","0.00547"
"124.89000","10.40762","0.00556"
"124.89600","10.40810","0.00557"
"124.90200","10.40864","0.00533"
"124.90800","10.40912","0.00519"
"124.91400","10.40960","0.00529"
"124.92000","10.41014","0.00527"
"124.92600","10.41061","0.00518"
"124.93200","10.41109","0.00515"
"124.93800","10.41163","0.00518"
"124.94400","10.41211","0.00526"
"124.95000","10.41259","0.00537"
"124.95600","10.41312","0.00558"
"124.96200","10.41360","0.00583"
"124.96800","10.41408","0.00599"
"124.97400","10.41462","0.00592"
"124.98000","10.41510","0.00575"
"124.98600","10.41558","0.00543"
"124.99200","10.41611","0.00514"
"124.99800","10.41659","0.00493"
"125.00400","10.41707","0.00475"
"125.01000","10.41761","0.00463"
"125.01600","10.41809","0.00463"
"125.02200","10.41857","0.00464"
"125.02800","10.41910","0.00472"
"125.03400","10.41958","0.00481"
"125.04000","10.42012","0.00498"
"125.04600","10.42060","0.00521"
"125.05200","10.42108","0.00530"
"125.05800","10.42161","0.00536"
"125.06400","10.42209","0.00532"
"125.07000","10.42257","0.00514"
"125.07600","10.42311","0.00491"
"125.08200","10.42359","0.00487"
"125.08800","10.42413","0.00504"
"125.09400","10.42460","0.00529"
"125.10000","10.42514","0.00539"
"125.10600","10.42562","0.00535"
"125.11200","10.42610","0.00532"
"125.11800","10.42658","0.00538"
"125.12400","10.42712","0.00548"
"125.13000","10.42759","0.00564"
"125.13600","10.42807","0.00571"
"125.14200","10.42861","0.00566"
"125.14800","10.42909","0.00549"
"125.15400","10.42963","0.00530"
"125.16000","10.43011","0.00510"
"125.16600","10.43058","0.00497"
"125.17200","10.43112","0.00487"
"125.17800","10.43160","0.00481"
"125.18400","10.43208","0.00466"
"125.19000","10.43262","0.00456"
"125.19600","10.43309","0.00450"
"125.20200","10.43363","0.00456"
"125.20800","10.43411","0.00474"
"125.21400","10.43459","0.00500"
"125.22000","10.43513","0.00525"
"125.22600","10.43561","0.00536"
"125.23200","10.43614","0.00539"
"125.23800","10.43662","0.00542"
"125.24400","10.43710","0.00547"
"125.25000","10.43764","0.00558"
"125.25600","10.43812","0.00568"
"125.26200","10.43859","0.00582"
"125.26800","10.43913","0.00598"
"125.27400","10.43961","0.00614"
"125.28000","10.44009","0.00616"
"125.28600","10.44063","0.00609"
"125.29200","10.44110","0.00594"
"125.29800","10.44164","0.00579"
"125.30400","10.44212","0.00565"
"125.31000","10.44260","0.00549"
"125.31600","10.44314","0.00538"
"125.32200","10.44362","0.00528"
"125.32800","10.44409","0.00513"
"125.33400","10.44463","0.00505"
"125.34000","10.44511","0.00516"
"125.34600","10.44565","0.00527"
"125.35200","10.44613","0.00525"
"125.35800","10.44661","0.00529"
"125.36400","10.44714","0.00531"
"125.37000","10.44762","0.00533"
"125.37600","10.44810","0.00540"
"125.38200","10.44864","0.00557"
"125.38800","10.44912","0.00576"
"125.39400","10.44966","0.00587"
"125.40000","10.45013","0.00585"
"125.40600","10.45061","0.00573"
"125.41200","10.45115","0.00561"
"125.41800","10.45163","0.00548"
"125.42400","10.45211","0.00540"
"125.43000","10.45265","0.00541"
"125.43600","10.45312","0.00553"
"125.44200","10.45360","0.00561"
"125.44800","10.45414","0.00562"
"125.45400","10.45462","0.00554"
"125.46000","10.45510","0.00551"
"125.46600","10.45563","0.00563"
"125.47200","10.45611","0.00576"
"125.47800","10.45659","0.00583"
"125.48400","10.45713","0.00596"
"125.49000","10.45761","0.00611"
"125.49600","10.45809","0.00614"
"125.50200","10.45862","0.00621"
"125.50800","10.45910","0.00612"
"125.51400","10.45958","0.00612"
"125.52000","10.46012","0.00606"
"125.52600","10.46060","0.00604"
"125.53200","10.46108","0.00615"
"125.53800","10.46161","0.00632"
"125.54400","10.46209","0.00642"
"125.55000","10.46257","0.00641"
"125.55600","10.46311","0.00629"
"125.56200","10.46359","0.00621"
"125.56800","10.46407","0.00602"
"125.57400","10.46460","0.00588"
"125.58000","10.46508","0.00601"
"125.58600","10.46562","0.00619"
"125.59200","10.46610","0.00618"
"125.59800","10.46658","0.00596"
"125.60400","10.46711","0.00577"
"125.61000","10.46759","0.00555"
"125.61600","10.46807","0.00545"
"125.62200","10.46861","0.00563"
"125.62800","10.46909","0.00569"
"125.63400","10.46963","0.00568"
"125.64000","10.47010","0.00563"
"125.64600","10.47064","0.00569"
"125.65200","10.47112","0.00587"
"125.65800","10.47160","0.00597"
"125.66400","10.47214","0.00621"
"125.67000","10.47262","0.00645"
"125.67600","10.47315","0.00654"
"125.68200","10.47363","0.00657"
"125.68800","10.47417","0.00674"
"125.69400","10.47465","0.00665"
"125.70000","10.47513","0.00633"
"125.70600","10.47566","0.00610"
"125.71200","10.47614","0.00592"
"125.71800","10.47662","0.00576"
"125.72400","10.47716","0.00571"
"125.73000","10.47764","0.00566"
"125.73600","10.47812","0.00553"
"125.74200","10.47859","0.00541"
"125.74800","10.47913","0.00534"
"125.75400","10.47961","0.00535"
"125.76000","10.48009","0.00536"
"125.76600","10.48057","0.00540"
"125.77200","10.48110","0.00544"
"125.77800","10.48158","0.00548"
"125.78400","10.48206","0.00553"
"125.79000","10.48260","0.00554"
"125.79600","10.48314","0.00552"
"125.80200","10.48362","0.00556"
"125.80800","10.48415","0.00559"
"125.81400","10.48463","0.00554"
"125.82000","10.48517","0.00542"
"125.82600","10.48565","0.00528"
"125.83200","10.48619","0.00526"
"125.83800","10.48666","0.00535"
"125.84400","10.48720","0.00552"
"125.85000","10.48768","0.00572"
"125.85600","10.48816","0.00581"
"125.86200","10.48870","0.00580"
"125.86800","10.48918","0.00574"
"125.87400","10.48965","0.00575"
"125.88000","10.49019","0.00570"
"125.88600","10.49067","0.00561"
"125.89200","10.49115","0.00542"
"125.89800","10.49163","0.00534"
"125.90400","10.49217","0.00527"
"125.91000","10.49264","0.00519"
"125.91600","10.49312","0.00520"
"125.92200","10.49366","0.00523"
"125.92800","10.49414","0.00525"
"125.93400","10.49462","0.00538"
"125.94000","10.49516","0.00548"
"125.94600","10.49563","0.00547"
"125.95200","10.49617","0.00545"
"125.95800","10.49665","0.00548"
"125.96400","10.49719","0.00546"
"125.97000","10.49767","0.00544"
"125.97600","10.49815","0.00543"
"125.98200","10.49868","0.00542"
"125.98800","10.49916","0.00534"
"125.99400","10.49964","0.00529"
"126.00000","10.50012","0.00541"
"126.00600","10.50066","0.00555"
"126.01200","10.50113","0.00572"
"126.01800","10.50161","0.00588"
"126.02400","10.50215","0.00594"
"126.03000","10.50263","0.00604"
"126.03600","10.50311","0.00601"
"126.04200","10.50359","0.00589"
"126.04800","10.50412","0.00586"
"126.05400","10.50460","0.00601"
"126.06000","10.50508","0.00605"
"126.06600","10.50562","0.00604"
"126.07200","10.50610","0.00608"
"126.07800","10.50664","0.00605"
"126.08400","10.50711","0.00590"
"126.09000","10.50765","0.00589"
"126.09600","10.50813","0.00594"
"126.10200","10.50867","0.00594"
"126.10800","10.50915","0.00588"
"126.11400","10.50968","0.00582"
"126.12000","10.51016","0.00573"
"126.12600","10.51064","0.00554"
"126.13200","10.51118","0.00537"
"126.13800","10.51166","0.00534"
"126.14400","10.51214","0.00521"
"126.15000","10.51261","0.00516"
"126.15600","10.51315","0.00529"
"126.16200","10.51363","0.00548"
"126.16800","10.51411","0.00557"
"126.17400","10.51465","0.00560"
"126.18000","10.51513","0.00573"
"126.18600","10.51560","0.00600"
"126.19200","10.51614","0.00611"
"126.19800","10.51662","0.00621"
"126.20400","10.51716","0.00624"
"126.21000","10.51764","0.00624"
"126.21600","10.51817","0.00628"
"126.22200","10.51865","0.00649"
"126.22800","10.51919","0.00666"
"126.23400","10.51967","0.00667"
"126.24000","10.52021","0.00664"
"126.24600","10.52069","0.00655"
"126.25200","10.52122","0.00631"
"126.25800","10.52170","0.00597"
"126.26400","10.52224","0.00578"
"126.27000","10.52272","0.00572"
"126.27600","10.52320","0.00570"
"126.28200","10.52368","0.00578"
"126.28800","10.52421","0.00603"
"126.29400","10.52469","0.00622"
"126.30000","10.52517","0.00633"
"126.30600","10.52565","0.00638"
"126.31200","10.52613","0.00642"
"126.31800","10.52666","0.00639"
"126.32400","10.52714","0.00621"
"126.33000","10.52762","0.00599"
"126.33600","10.52816","0.00582"
"126.34200","10.52864","0.00578"
"126.34800","10.52912","0.00580"
"126.35400","10.52965","0.00586"
"126.36000","10.53013","0.00592"
"126.36600","10.53067","0.00610"
"126.37200","10.53115","0.00622"
"126.37800","10.53169","0.00625"
"126.38400","10.53216","0.00632"
"126.39000","10.53270","0.00646"
"126.39600","10.53318","0.00672"
"126.40200","10.53366","0.00689"
"126.40800","10.53420","0.00684"
"126.41400","10.53468","0.00652"
"126.42000","10.53515","0.00622"
"126.42600","10.53569","0.00599"
"126.43200","10.53617","0.00585"
"126.43800","10.53665","0.00590"
"126.44400","10.53713","0.00584"
"126.45000","10.53767","0.00574"
"126.45600","10.53814","0.00571"
"126.46200","10.53862","0.00575"
"126.46800","10.53910","0.00577"
"126.47400","10.53964","0.00560"
"126.48000","10.54012","0.00544"
"126.48600","10.54060","0.00536"
"126.49200","10.54107","0.00534"
"126.49800","10.54161","0.00545"
"126.50400","10.54209","0.00569"
"126.51000","10.54263","0.00592"
"126.51600","10.54311","0.00616"
"126.52200","10.54364","0.00625"
"126.52800","10.54412","0.00625"
"126.53400","10.54466","0.00616"
"126.54000","10.54514","0.00618"
"126.54600","10.54562","0.00619"
"126.55200","10.54616","0.00613"
"126.55800","10.54663","0.00617"
"126.56400","10.54711","0.00616"
"126.57000","10.54759","0.00615"
"126.57600","10.54813","0.00628"
"126.58200","10.54861","0.00640"
"126.58800","10.54909","0.00654"
"126.59400","10.54962","0.00660"
"126.60000","10.55010","0.00660"
"126.60600","10.55058","0.00649"
"126.61200","10.55112","0.00621"
"126.61800","10.55160","0.00601"
"126.62400","10.55208","0.00603"
"126.63000","10.55255","0.00601"
"126.63600","10.55309","0.00609"
"126.64200","10.55357","0.00615"
"126.64800","10.55411","0.00619"
"126.65400","10.55459","0.00635"
"126.66000","10.55513","0.00647"
"126.66600","10.55566","0.00644"
"126.67200","10.55614","0.00639"
"126.67800","10.55668","0.00634"
"126.68400","10.55716","0.00607"
"126.69000","10.55764","0.00582"
"126.69600","10.55817","0.00574"
"126.70200","10.55865","0.00575"
"126.70800","10.55913","0.00572"
"126.71400","10.55967","0.00581"
"126.72000","10.56015","0.00586"
"126.72600","10.56063","0.00585"
"126.73200","10.56110","0.00589"
"126.73800","10.56164","0.00610"
"126.74400","10.56212","0.00623"
"126.75000","10.56266","0.00631"
"126.75600","10.56314","0.00639"
"126.76200","10.56361","0.00657"
"126.76800","10.56409","0.00668"
"126.77400","10.56463","0.00665"
"126.78000","10.56511","0.00648"
"126.78600","10.56565","0.00621"
"126.79200","10.56613","0.00600"
"126.79800","10.56666","0.00588"
"126.80400","10.56714","0.00582"
"126.81000","10.56768","0.00599"
"126.81600","10.56816","0.00614"
"126.82200","10.56870","0.00622"
"126.82800","10.56918","0.00624"
"126.83400","10.56965","0.00622"
"126.84000","10.57019","0.00608"
"126.84600","10.57067","0.00602"
"126.85200","10.57115","0.00612"
"126.85800","10.57163","0.00614"
"126.86400","10.57217","0.00613"
"126.87000","10.57264","0.00609"
"126.87600","10.57312","0.00595"
"126.88200","10.57366","0.00587"
"126.88800","10.57414","0.00579"
"126.89400","10.57462","0.00580"
"126.90000","10.57509","0.00590"
"126.90600","10.57563","0.00608"
"126.91200","10.57611","0.00623"
"126.91800","10.57665","0.00618"
"126.92400","10.57713","0.00607"
"126.93000","10.57761","0.00609"
"126.93600","10.57814","0.00614"
"126.94200","10.57862","0.00619"
"126.94800","10.57916","0.00622"
"126.95400","10.57964","0.00625"
"126.96000","10.58018","0.00620"
"126.96600","10.58065","0.00617"
"126.97200","10.58119","0.00612"
"126.97800","10.58167","0.00607"
"126.98400","10.58215","0.00602"
"126.99000","10.58269","0.00611"
"126.99600","10.58317","0.00637"
"127.00200","10.58364","0.00648"
"127.00800","10.58412","0.00656"
"127.01400","10.58460","0.00665"
"127.02000","10.58508","0.00666"
"127.02600","10.58562","0.00662"
"127.03200","10.58610","0.00655"
"127.03800","10.58657","0.00658"
"127.04400","10.58711","0.00659"
"127.05000","10.58759","0.00662"
"127.05600","10.58807","0.00668"
"127.06200","10.58861","0.00674"
"127.06800","10.58909","0.00671"
"127.07400","10.58956","0.00675"
"127.08000","10.59010","0.00679"
"127.08600","10.59064","0.00670"
"127.09200","10.59112","0.00654"
"127.09800","10.59160","0.00642"
"127.10400","10.59213","0.00641"
"127.11000","10.59261","0.00637"
"127.11600","10.59315","0.00637"
"127.12200","10.59363","0.00644"
"127.12800","10.59417","0.00645"
"127.13400","10.59465","0.00645"
"127.14000","10.59512","0.00635"
"127.14600","10.59566","0.00622"
"127.15200","10.59614","0.00607"
"127.15800","10.59662","0.00601"
"127.16400","10.59716","0.00611"
"127.17000","10.59764","0.00621"
"127.17600","10.59811","0.00617"
"127.18200","10.59865","0.00622"
"127.18800","10.59913","0.00648"
"127.19400","10.59961","0.00673"
"127.20000","10.60015","0.00678"
"127.20600","10.60063","0.00672"
"127.21200","10.60110","0.00668"
"127.21800","10.60164","0.00657"
"127.22400","10.60212","0.00648"
"127.23000","10.60266","0.00645"
"127.23600","10.60314","0.00646"
"127.24200","10.60361","0.00637"
"127.24800","10.60415","0.00632"
"127.25400","10.60463","0.00625"
"127.26000","10.60517","0.00631"
"127.26600","10.60565","0.00640"
"127.27200","10.60612","0.00656"
"127.27800","10.60666","0.00658"
"127.28400","10.60714","0.00642"
"127.29000","10.60762","0.00632"
"127.29600","10.60816","0.00635"
"127.30200","10.60864","0.00620"
"127.30800","10.60917","0.00609"
"127.31400","10.60965","0.00612"
"127.32000","10.61013","0.00613"
"127.32600","10.61067","0.00601"
"127.33200","10.61115","0.00593"
"127.33800","10.61163","0.00597"
"127.34400","10.61216","0.00618"
"127.35000","10.61264","0.00630"
"127.35600","10.61312","0.00639"
"127.36200","10.61366","0.00652"
"127.36800","10.61414","0.00665"
"127.37400","10.61468","0.00661"
"127.38000","10.61515","0.00647"
"127.38600","10.61563","0.00646"
"127.39200","10.61617","0.00646"
"127.39800","10.61665","0.00653"
"127.40400","10.61719","0.00651"
"127.41000","10.61767","0.00645"
"127.41600","10.61814","0.00637"
"127.42200","10.61868","0.00625"
"127.42800","10.61916","0.00618"
"127.43400","10.61970","0.00628"
"127.44000","10.62018","0.00640"
"127.44600","10.62065","0.00642"
"127.45200","10.62119","0.00640"
"127.45800","10.62167","0.00634"
"127.46400","10.62221","0.00631"
"127.47000","10.62269","0.00634"
"127.47600","10.62316","0.00640"
"127.48200","10.62364","0.00640"
"127.48800","10.62418","0.00632"
"127.49400","10.62466","0.00629"
"127.50000","10.62514","0.00625"
"127.50600","10.62568","0.00630"
"127.51200","10.62615","0.00646"
"127.51800","10.62663","0.00666"
"127.52400","10.62717","0.00672"
"127.53000","10.62765","0.00678"
"127.53600","10.62819","0.00677"
"127.54200","10.62866","0.00659"
"127.54800","10.62914","0.00646"
"127.55400","10.62968","0.00639"
"127.56000","10.63016","0.00635"
"127.56600","10.63064","0.00634"
"127.57200","10.63118","0.00640"
"127.57800","10.63165","0.00654"
"127.58400","10.63213","0.00668"
"127.59000","10.63267","0.00678"
"127.59600","10.63315","0.00697"
"127.60200","10.63369","0.00724"
"127.60800","10.63417","0.00735"
"127.61400","10.63464","0.00741"
"127.62000","10.63518","0.00744"
"127.62600","10.63566","0.00734"
"127.63200","10.63614","0.00715"
"127.63800","10.63662","0.00698"
"127.64400","10.63710","0.00673"
"127.65000","10.63763","0.00658"
"127.65600","10.63811","0.00663"
"127.66200","10.63859","0.00671"
"127.66800","10.63913","0.00680"
"127.67400","10.63961","0.00681"
"127.68000","10.64009","0.00672"
"127.68600","10.64062","0.00658"
"127.69200","10.64110","0.00655"
"127.69800","10.64158","0.00656"
"127.70400","10.64212","0.00663"
"127.71000","10.64260","0.00665"
"127.71600","10.64314","0.00679"
"127.72200","10.64361","0.00698"
"127.72800","10.64409","0.00707"
"127.73400","10.64463","0.00702"
"127.74000","10.64511","0.00697"
"127.74600","10.64559","0.00690"
"127.75200","10.64612","0.00692"
"127.75800","10.64660","0.00683"
"127.76400","10.64708","0.00677"
"127.77000","10.64762","0.00673"
"127.77600","10.64810","0.00669"
"127.78200","10.64863","0.00670"
"127.78800","10.64911","0.00670"
"127.79400","10.64959","0.00672"
"127.80000","10.65013","0.00674"
"127.80600","10.65061","0.00659"
"127.81200","10.65115","0.00644"
"127.81800","10.65162","0.00635"
"127.82400","10.65216","0.00639"
"127.83000","10.65264","0.00644"
"127.83600","10.65312","0.00643"
"127.84200","10.65366","0.00628"
"127.84800","10.65414","0.00610"
"127.85400","10.65467","0.00610"
"127.86000","10.65515","0.00619"
"127.86600","10.65563","0.00638"
"127.87200","10.65617","0.00651"
"127.87800","10.65665","0.00655"
"127.88400","10.65719","0.00647"
"127.89000","10.65766","0.00631"
"127.89600","10.65820","0.00622"
"127.90200","10.65868","0.00618"
"127.90800","10.65916","0.00622"
"127.91400","10.65964","0.00643"
"127.92000","10.66011","0.00670"
"127.92600","10.66065","0.00694"
"127.93200","10.66113","0.00709"
"127.93800","10.66161","0.00713"
"127.94400","10.66215","0.00711"
"127.95000","10.66263","0.00682"
"127.95600","10.66317","0.00644"
"127.96200","10.66364","0.00614"
"127.96800","10.66418","0.00590"
"127.97400","10.66466","0.00587"
"127.98000","10.66514","0.00604"
"127.98600","10.66568","0.00630"
"127.99200","10.66615","0.00660"
"127.99800","10.66663","0.00683"
"128.00400","10.66717","0.00700"
"128.01000","10.66765","0.00708"
"128.01600","10.66819","0.00706"
"128.02200","10.66866","0.00711"
"128.02800","10.66920","0.00716"
"128.03400","10.66968","0.00705"
"128.04000","10.67016","0.00695"
"128.04600","10.67064","0.00684"
"128.05200","10.67112","0.00674"
"128.05800","10.67165","0.00674"
"128.06400","10.67213","0.00679"
"128.07000","10.67267","0.00690"
"128.07600","10.67315","0.00697"
"128.08200","10.67363","0.00698"
"128.08800","10.67417","0.00688"
"128.09400","10.67464","0.00681"
"128.10000","10.67518","0.00683"
"128.10600","10.67566","0.00692"
"128.11200","10.67614","0.00712"
"128.11800","10.67668","0.00734"
"128.12400","10.67716","0.00742"
"128.13000","10.67763","0.00743"
"128.13600","10.67817","0.00757"
"128.14200","10.67865","0.00753"
"128.14800","10.67913","0.00729"
"128.15400","10.67961","0.00704"
"128.16000","10.68009","0.00698"
"128.16600","10.68056","0.00693"
"128.17200","10.68110","0.00683"
"128.17800","10.68158","0.00683"
"128.18400","10.68206","0.00683"
"128.19000","10.68260","0.00690"
"128.19600","10.68307","0.00695"
"128.20200","10.68355","0.00706"
"128.20800","10.68409","0.00722"
"128.21400","10.68457","0.00722"
"128.22000","10.68505","0.00719"
"128.22600","10.68553","0.00726"
"128.23200","10.68606","0.00734"
"128.23800","10.68654","0.00733"
"128.24400","10.68708","0.00720"
"128.25000","10.68756","0.00715"
"128.25600","10.68810","0.00709"
"128.26200","10.68863","0.00707"
"128.26800","10.68911","0.00695"
"128.27400","10.68965","0.00680"
"128.28000","10.69013","0.00665"
"128.28600","10.69067","0.00652"
"128.29200","10.69115","0.00627"
"128.29800","10.69162","0.00613"
"128.30400","10.69216","0.00601"
"128.31000","10.69264","0.00601"
"128.31600","10.69312","0.00608"
"128.32200","10.69366","0.00629"
"128.32800","10.69414","0.00661"
"128.33400","10.69467","0.00676"
"128.34000","10.69515","0.00686"
"128.34600","10.69569","0.00700"
"128.35200","10.69617","0.00709"
"128.35800","10.69665","0.00706"
"128.36400","10.69719","0.00697"
"128.37000","10.69766","0.00684"
"128.37600","10.69820","0.00672"
"128.38200","10.69868","0.00653"
"128.38800","10.69922","0.00636"
"128.39400","10.69976","0.00629"
"128.40000","10.70023","0.00645"
"128.40600","10.70071","0.00674"
"128.41200","10.70125","0.00710"
"128.41800","10.70173","0.00731"
"128.42400","10.70227","0.00721"
"128.43000","10.70275","0.00696"
"128.43600","10.70322","0.00679"
"128.44200","10.70370","0.00670"
"128.44800","10.70418","0.00656"
"128.45400","10.70466","0.00638"
"128.46000","10.70514","0.00628"
"128.46600","10.70561","0.00611"
"128.47200","10.70609","0.00606"
"128.47800","10.70663","0.00612"
"128.48400","10.70711","0.00627"
"128.49000","10.70759","0.00644"
"128.49600","10.70813","0.00660"
"128.50200","10.70860","0.00674"
"128.50800","10.70914","0.00655"
"128.51400","10.70962","0.00633"
"128.52000","10.71010","0.00621"
