End date,"1/8/2017"
Specimen label,"11AT_NL"
Maximum Load,"0.06823",N

Time,Extension,Load
(s),(mm),(N)
"114.55800","9.54671","-0.00117"
"114.56400","9.54719","-0.00101"
"114.57000","9.54767","-0.00090"
"114.57600","9.54821","-0.00082"
"114.58200","9.54869","-0.00073"
"114.58800","9.54917","-0.00062"
"114.59400","9.54970","-0.00054"
"114.60000","9.55018","-0.00055"
"114.60600","9.55066","-0.00057"
"114.61200","9.55120","-0.00063"
"114.61800","9.55168","-0.00076"
"114.62400","9.55222","-0.00092"
"114.63000","9.55269","-0.00100"
"114.63600","9.55323","-0.00098"
"114.64200","9.55371","-0.00093"
"114.64800","9.55425","-0.00101"
"114.65400","9.55473","-0.00115"
"114.66000","9.55526","-0.00131"
"114.66600","9.55574","-0.00127"
"114.67200","9.55628","-0.00111"
"114.67800","9.55676","-0.00091"
"114.68400","9.55724","-0.00081"
"114.69000","9.55772","-0.00084"
"114.69600","9.55819","-0.00092"
"114.70200","9.55873","-0.00087"
"114.70800","9.55921","-0.00078"
"114.71400","9.55969","-0.00069"
"114.72000","9.56023","-0.00073"
"114.72600","9.56071","-0.00079"
"114.73200","9.56118","-0.00079"
"114.73800","9.56166","-0.00077"
"114.74400","9.56220","-0.00073"
"114.75000","9.56268","-0.00069"
"114.75600","9.56322","-0.00064"
"114.76200","9.56369","-0.00061"
"114.76800","9.56417","-0.00062"
"114.77400","9.56471","-0.00053"
"114.78000","9.56519","-0.00042"
"114.78600","9.56573","-0.00045"
"114.79200","9.56621","-0.00059"
"114.79800","9.56674","-0.00071"
"114.80400","9.56722","-0.00082"
"114.81000","9.56770","-0.00096"
"114.81600","9.56818","-0.00098"
"114.82200","9.56872","-0.00092"
"114.82800","9.56919","-0.00082"
"114.83400","9.56967","-0.00080"
"114.84000","9.57021","-0.00095"
"114.84600","9.57069","-0.00110"
"114.85200","9.57117","-0.00103"
"114.85800","9.57171","-0.00084"
"114.86400","9.57218","-0.00069"
"114.87000","9.57266","-0.00051"
"114.87600","9.57314","-0.00031"
"114.88200","9.57368","-0.00018"
"114.88800","9.57416","-0.00016"
"114.89400","9.57464","-0.00023"
"114.90000","9.57517","-0.00022"
"114.90600","9.57565","-0.00022"
"114.91200","9.57619","-0.00029"
"114.91800","9.57667","-0.00026"
"114.92400","9.57715","-0.00022"
"114.93000","9.57769","-0.00021"
"114.93600","9.57816","-0.00022"
"114.94200","9.57870","-0.00020"
"114.94800","9.57918","-0.00009"
"114.95400","9.57966","-0.00007"
"114.96000","9.58020","0.00004"
"114.96600","9.58067","0.00024"
"114.97200","9.58115","0.00030"
"114.97800","9.58163","0.00024"
"114.98400","9.58217","0.00025"
"114.99000","9.58265","0.00023"
"114.99600","9.58319","0.00013"
"115.00200","9.58366","0.00006"
"115.00800","9.58414","0.00005"
"115.01400","9.58468","0.00012"
"115.02000","9.58516","0.00014"
"115.02600","9.58564","0.00022"
"115.03200","9.58612","0.00035"
"115.03800","9.58665","0.00038"
"115.04400","9.58713","0.00026"
"115.05000","9.58767","0.00003"
"115.05600","9.58815","-0.00012"
"115.06200","9.58869","-0.00031"
"115.06800","9.58916","-0.00046"
"115.07400","9.58970","-0.00056"
"115.08000","9.59018","-0.00058"
"115.08600","9.59072","-0.00064"
"115.09200","9.59120","-0.00065"
"115.09800","9.59174","-0.00052"
"115.10400","9.59221","-0.00042"
"115.11000","9.59269","-0.00038"
"115.11600","9.59323","-0.00032"
"115.12200","9.59371","-0.00022"
"115.12800","9.59419","-0.00028"
"115.13400","9.59473","-0.00038"
"115.14000","9.59520","-0.00045"
"115.14600","9.59568","-0.00050"
"115.15200","9.59622","-0.00051"
"115.15800","9.59670","-0.00049"
"115.16400","9.59718","-0.00046"
"115.17000","9.59772","-0.00040"
"115.17600","9.59819","-0.00042"
"115.18200","9.59867","-0.00049"
"115.18800","9.59921","-0.00053"
"115.19400","9.59969","-0.00049"
"115.20000","9.60023","-0.00041"
"115.20600","9.60070","-0.00034"
"115.21200","9.60124","-0.00028"
"115.21800","9.60172","-0.00031"
"115.22400","9.60226","-0.00023"
"115.23000","9.60274","-0.00015"
"115.23600","9.60328","-0.00031"
"115.24200","9.60375","-0.00054"
"115.24800","9.60423","-0.00072"
"115.25400","9.60471","-0.00090"
"115.26000","9.60519","-0.00105"
"115.26600","9.60573","-0.00107"
"115.27200","9.60620","-0.00098"
"115.27800","9.60668","-0.00092"
"115.28400","9.60716","-0.00089"
"115.29000","9.60770","-0.00083"
"115.29600","9.60818","-0.00077"
"115.30200","9.60872","-0.00077"
"115.30800","9.60919","-0.00078"
"115.31400","9.60967","-0.00082"
"115.32000","9.61021","-0.00086"
"115.32600","9.61069","-0.00098"
"115.33200","9.61123","-0.00100"
"115.33800","9.61171","-0.00097"
"115.34400","9.61224","-0.00098"
"115.35000","9.61272","-0.00102"
"115.35600","9.61326","-0.00097"
"115.36200","9.61374","-0.00100"
"115.36800","9.61422","-0.00105"
"115.37400","9.61475","-0.00115"
"115.38000","9.61523","-0.00118"
"115.38600","9.61571","-0.00115"
"115.39200","9.61625","-0.00103"
"115.39800","9.61673","-0.00094"
"115.40400","9.61721","-0.00089"
"115.41000","9.61774","-0.00087"
"115.41600","9.61822","-0.00089"
"115.42200","9.61870","-0.00087"
"115.42800","9.61918","-0.00073"
"115.43400","9.61966","-0.00059"
"115.44000","9.62020","-0.00048"
"115.44600","9.62067","-0.00051"
"115.45200","9.62115","-0.00056"
"115.45800","9.62163","-0.00063"
"115.46400","9.62217","-0.00074"
"115.47000","9.62265","-0.00086"
"115.47600","9.62319","-0.00086"
"115.48200","9.62366","-0.00079"
"115.48800","9.62420","-0.00071"
"115.49400","9.62468","-0.00068"
"115.50000","9.62522","-0.00072"
"115.50600","9.62570","-0.00066"
"115.51200","9.62624","-0.00057"
"115.51800","9.62671","-0.00044"
"115.52400","9.62719","-0.00040"
"115.53000","9.62773","-0.00050"
"115.53600","9.62821","-0.00072"
"115.54200","9.62869","-0.00083"
"115.54800","9.62922","-0.00085"
"115.55400","9.62970","-0.00087"
"115.56000","9.63024","-0.00096"
"115.56600","9.63072","-0.00095"
"115.57200","9.63120","-0.00095"
"115.57800","9.63168","-0.00101"
"115.58400","9.63221","-0.00102"
"115.59000","9.63269","-0.00102"
"115.59600","9.63317","-0.00107"
"115.60200","9.63371","-0.00109"
"115.60800","9.63419","-0.00101"
"115.61400","9.63467","-0.00088"
"115.62000","9.63520","-0.00085"
"115.62600","9.63568","-0.00082"
"115.63200","9.63622","-0.00071"
"115.63800","9.63670","-0.00069"
"115.64400","9.63718","-0.00068"
"115.65000","9.63771","-0.00076"
"115.65600","9.63819","-0.00076"
"115.66200","9.63873","-0.00079"
"115.66800","9.63921","-0.00085"
"115.67400","9.63969","-0.00093"
"115.68000","9.64023","-0.00105"
"115.68600","9.64070","-0.00111"
"115.69200","9.64124","-0.00106"
"115.69800","9.64172","-0.00094"
"115.70400","9.64226","-0.00072"
"115.71000","9.64274","-0.00055"
"115.71600","9.64322","-0.00036"
"115.72200","9.64375","-0.00025"
"115.72800","9.64423","-0.00031"
"115.73400","9.64471","-0.00045"
"115.74000","9.64525","-0.00062"
"115.74600","9.64573","-0.00079"
"115.75200","9.64620","-0.00099"
"115.75800","9.64674","-0.00115"
"115.76400","9.64722","-0.00127"
"115.77000","9.64770","-0.00126"
"115.77600","9.64824","-0.00110"
"115.78200","9.64872","-0.00097"
"115.78800","9.64919","-0.00086"
"115.79400","9.64973","-0.00084"
"115.80000","9.65021","-0.00088"
"115.80600","9.65069","-0.00090"
"115.81200","9.65123","-0.00087"
"115.81800","9.65170","-0.00084"
"115.82400","9.65218","-0.00077"
"115.83000","9.65272","-0.00072"
"115.83600","9.65320","-0.00074"
"115.84200","9.65374","-0.00078"
"115.84800","9.65422","-0.00087"
"115.85400","9.65475","-0.00098"
"115.86000","9.65523","-0.00100"
"115.86600","9.65571","-0.00097"
"115.87200","9.65625","-0.00088"
"115.87800","9.65673","-0.00090"
"115.88400","9.65720","-0.00107"
"115.89000","9.65774","-0.00124"
"115.89600","9.65822","-0.00137"
"115.90200","9.65870","-0.00135"
"115.90800","9.65924","-0.00126"
"115.91400","9.65972","-0.00118"
"115.92000","9.66026","-0.00116"
"115.92600","9.66073","-0.00119"
"115.93200","9.66121","-0.00125"
"115.93800","9.66175","-0.00123"
"115.94400","9.66223","-0.00104"
"115.95000","9.66271","-0.00080"
"115.95600","9.66324","-0.00063"
"115.96200","9.66372","-0.00050"
"115.96800","9.66420","-0.00040"
"115.97400","9.66468","-0.00029"
"115.98000","9.66522","-0.00021"
"115.98600","9.66570","-0.00012"
"115.99200","9.66617","-0.00007"
"115.99800","9.66671","-0.00007"
"116.00400","9.66719","-0.00024"
"116.01000","9.66773","-0.00033"
"116.01600","9.66821","-0.00035"
"116.02200","9.66869","-0.00025"
"116.02800","9.66922","-0.00021"
"116.03400","9.66970","-0.00030"
"116.04000","9.67018","-0.00047"
"116.04600","9.67066","-0.00062"
"116.05200","9.67114","-0.00085"
"116.05800","9.67167","-0.00080"
"116.06400","9.67215","-0.00070"
"116.07000","9.67263","-0.00068"
"116.07600","9.67311","-0.00064"
"116.08200","9.67365","-0.00061"
"116.08800","9.67413","-0.00059"
"116.09400","9.67466","-0.00057"
"116.10000","9.67514","-0.00047"
"116.10600","9.67562","-0.00044"
"116.11200","9.67616","-0.00046"
"116.11800","9.67664","-0.00040"
"116.12400","9.67718","-0.00034"
"116.13000","9.67765","-0.00025"
"116.13600","9.67819","-0.00018"
"116.14200","9.67867","-0.00013"
"116.14800","9.67921","-0.00011"
"116.15400","9.67969","-0.00020"
"116.16000","9.68022","-0.00031"
"116.16600","9.68070","-0.00050"
"116.17200","9.68118","-0.00058"
"116.17800","9.68172","-0.00059"
"116.18400","9.68220","-0.00056"
"116.19000","9.68268","-0.00044"
"116.19600","9.68321","-0.00027"
"116.20200","9.68375","-0.00027"
"116.20800","9.68423","-0.00032"
"116.21400","9.68471","-0.00041"
"116.22000","9.68525","-0.00045"
"116.22600","9.68573","-0.00046"
"116.23200","9.68626","-0.00048"
"116.23800","9.68674","-0.00048"
"116.24400","9.68722","-0.00052"
"116.25000","9.68776","-0.00051"
"116.25600","9.68824","-0.00038"
"116.26200","9.68877","-0.00024"
"116.26800","9.68925","-0.00025"
"116.27400","9.68973","-0.00031"
"116.28000","9.69027","-0.00032"
"116.28600","9.69075","-0.00034"
"116.29200","9.69129","-0.00034"
"116.29800","9.69176","-0.00027"
"116.30400","9.69230","-0.00015"
"116.31000","9.69278","-0.00008"
"116.31600","9.69326","-0.00008"
"116.32200","9.69374","-0.00015"
"116.32800","9.69421","-0.00029"
"116.33400","9.69469","-0.00034"
"116.34000","9.69523","-0.00034"
"116.34600","9.69571","-0.00042"
"116.35200","9.69625","-0.00049"
"116.35800","9.69673","-0.00058"
"116.36400","9.69720","-0.00071"
"116.37000","9.69774","-0.00086"
"116.37600","9.69822","-0.00085"
"116.38200","9.69876","-0.00072"
"116.38800","9.69924","-0.00058"
"116.39400","9.69972","-0.00055"
"116.40000","9.70025","-0.00059"
"116.40600","9.70073","-0.00060"
"116.41200","9.70127","-0.00056"
"116.41800","9.70175","-0.00048"
"116.42400","9.70229","-0.00033"
"116.43000","9.70277","-0.00012"
"116.43600","9.70330","-0.00009"
"116.44200","9.70378","-0.00020"
"116.44800","9.70426","-0.00033"
"116.45400","9.70474","-0.00040"
"116.46000","9.70528","-0.00052"
"116.46600","9.70576","-0.00054"
"116.47200","9.70623","-0.00054"
"116.47800","9.70671","-0.00063"
"116.48400","9.70725","-0.00077"
"116.49000","9.70773","-0.00073"
"116.49600","9.70821","-0.00065"
"116.50200","9.70874","-0.00066"
"116.50800","9.70922","-0.00070"
"116.51400","9.70976","-0.00062"
"116.52000","9.71024","-0.00055"
"116.52600","9.71072","-0.00053"
"116.53200","9.71120","-0.00056"
"116.53800","9.71173","-0.00051"
"116.54400","9.71221","-0.00046"
"116.55000","9.71269","-0.00040"
"116.55600","9.71323","-0.00046"
"116.56200","9.71371","-0.00058"
"116.56800","9.71419","-0.00071"
"116.57400","9.71472","-0.00069"
"116.58000","9.71520","-0.00065"
"116.58600","9.71574","-0.00070"
"116.59200","9.71622","-0.00081"
"116.59800","9.71670","-0.00094"
"116.60400","9.71717","-0.00101"
"116.61000","9.71771","-0.00095"
"116.61600","9.71819","-0.00077"
"116.62200","9.71867","-0.00061"
"116.62800","9.71915","-0.00047"
"116.63400","9.71969","-0.00046"
"116.64000","9.72016","-0.00049"
"116.64600","9.72064","-0.00058"
"116.65200","9.72118","-0.00059"
"116.65800","9.72166","-0.00051"
"116.66400","9.72220","-0.00050"
"116.67000","9.72268","-0.00057"
"116.67600","9.72321","-0.00072"
"116.68200","9.72369","-0.00081"
"116.68800","9.72423","-0.00084"
"116.69400","9.72471","-0.00099"
"116.70000","9.72519","-0.00112"
"116.70600","9.72572","-0.00125"
"116.71200","9.72620","-0.00134"
"116.71800","9.72674","-0.00132"
"116.72400","9.72722","-0.00121"
"116.73000","9.72770","-0.00095"
"116.73600","9.72824","-0.00072"
"116.74200","9.72871","-0.00065"
"116.74800","9.72925","-0.00060"
"116.75400","9.72973","-0.00070"
"116.76000","9.73027","-0.00090"
"116.76600","9.73075","-0.00098"
"116.77200","9.73128","-0.00089"
"116.77800","9.73176","-0.00076"
"116.78400","9.73230","-0.00063"
"116.79000","9.73278","-0.00050"
"116.79600","9.73332","-0.00042"
"116.80200","9.73380","-0.00032"
"116.80800","9.73427","-0.00015"
"116.81400","9.73481","-0.00008"
"116.82000","9.73529","-0.00006"
"116.82600","9.73577","-0.00003"
"116.83200","9.73631","-0.00007"
"116.83800","9.73679","-0.00014"
"116.84400","9.73726","-0.00031"
"116.85000","9.73774","-0.00041"
"116.85600","9.73822","-0.00038"
"116.86200","9.73876","-0.00046"
"116.86800","9.73924","-0.00056"
"116.87400","9.73971","-0.00060"
"116.88000","9.74019","-0.00059"
"116.88600","9.74067","-0.00063"
"116.89200","9.74121","-0.00066"
"116.89800","9.74169","-0.00063"
"116.90400","9.74223","-0.00055"
"116.91000","9.74270","-0.00067"
"116.91600","9.74324","-0.00088"
"116.92200","9.74372","-0.00096"
"116.92800","9.74426","-0.00094"
"116.93400","9.74474","-0.00085"
"116.94000","9.74522","-0.00070"
"116.94600","9.74575","-0.00072"
"116.95200","9.74623","-0.00089"
"116.95800","9.74671","-0.00101"
"116.96400","9.74725","-0.00099"
"116.97000","9.74773","-0.00091"
"116.97600","9.74821","-0.00073"
"116.98200","9.74874","-0.00069"
"116.98800","9.74922","-0.00068"
"116.99400","9.74970","-0.00079"
"117.00000","9.75024","-0.00091"
"117.00600","9.75072","-0.00088"
"117.01200","9.75119","-0.00069"
"117.01800","9.75173","-0.00051"
"117.02400","9.75221","-0.00043"
"117.03000","9.75269","-0.00049"
"117.03600","9.75317","-0.00057"
"117.04200","9.75371","-0.00062"
"117.04800","9.75418","-0.00065"
"117.05400","9.75466","-0.00064"
"117.06000","9.75520","-0.00082"
"117.06600","9.75574","-0.00099"
"117.07200","9.75622","-0.00110"
"117.07800","9.75675","-0.00119"
"117.08400","9.75723","-0.00119"
"117.09000","9.75771","-0.00111"
"117.09600","9.75819","-0.00104"
"117.10200","9.75873","-0.00094"
"117.10800","9.75921","-0.00085"
"117.11400","9.75968","-0.00077"
"117.12000","9.76016","-0.00060"
"117.12600","9.76070","-0.00044"
"117.13200","9.76118","-0.00040"
"117.13800","9.76166","-0.00050"
"117.14400","9.76214","-0.00074"
"117.15000","9.76267","-0.00099"
"117.15600","9.76315","-0.00116"
"117.16200","9.76363","-0.00131"
"117.16800","9.76417","-0.00128"
"117.17400","9.76465","-0.00121"
"117.18000","9.76513","-0.00120"
"117.18600","9.76560","-0.00119"
"117.19200","9.76614","-0.00099"
"117.19800","9.76662","-0.00071"
"117.20400","9.76716","-0.00046"
"117.21000","9.76764","-0.00041"
"117.21600","9.76818","-0.00037"
"117.22200","9.76871","-0.00040"
"117.22800","9.76919","-0.00050"
"117.23400","9.76973","-0.00051"
"117.24000","9.77021","-0.00048"
"117.24600","9.77075","-0.00048"
"117.25200","9.77122","-0.00044"
"117.25800","9.77170","-0.00043"
"117.26400","9.77218","-0.00042"
"117.27000","9.77272","-0.00037"
"117.27600","9.77320","-0.00034"
"117.28200","9.77374","-0.00025"
"117.28800","9.77421","-0.00012"
"117.29400","9.77469","-0.00008"
"117.30000","9.77523","-0.00006"
"117.30600","9.77571","-0.00003"
"117.31200","9.77619","-0.00007"
"117.31800","9.77672","-0.00011"
"117.32400","9.77720","-0.00009"
"117.33000","9.77774","-0.00015"
"117.33600","9.77822","-0.00034"
"117.34200","9.77870","-0.00039"
"117.34800","9.77924","-0.00039"
"117.35400","9.77971","-0.00044"
"117.36000","9.78025","-0.00051"
"117.36600","9.78073","-0.00044"
"117.37200","9.78127","-0.00030"
"117.37800","9.78175","-0.00023"
"117.38400","9.78229","-0.00029"
"117.39000","9.78276","-0.00035"
"117.39600","9.78324","-0.00039"
"117.40200","9.78372","-0.00029"
"117.40800","9.78420","-0.00022"
"117.41400","9.78474","-0.00012"
"117.42000","9.78521","-0.00006"
"117.42600","9.78569","-0.00005"
"117.43200","9.78623","-0.00012"
"117.43800","9.78671","-0.00023"
"117.44400","9.78719","-0.00031"
"117.45000","9.78773","-0.00042"
"117.45600","9.78820","-0.00044"
"117.46200","9.78874","-0.00056"
"117.46800","9.78922","-0.00078"
"117.47400","9.78970","-0.00082"
"117.48000","9.79024","-0.00074"
"117.48600","9.79072","-0.00064"
"117.49200","9.79119","-0.00062"
"117.49800","9.79173","-0.00067"
"117.50400","9.79221","-0.00075"
"117.51000","9.79275","-0.00085"
"117.51600","9.79323","-0.00081"
"117.52200","9.79377","-0.00074"
"117.52800","9.79424","-0.00068"
"117.53400","9.79478","-0.00067"
"117.54000","9.79526","-0.00063"
"117.54600","9.79574","-0.00056"
"117.55200","9.79622","-0.00043"
"117.55800","9.79669","-0.00033"
"117.56400","9.79723","-0.00029"
"117.57000","9.79771","-0.00024"
"117.57600","9.79819","-0.00039"
"117.58200","9.79873","-0.00058"
"117.58800","9.79920","-0.00078"
"117.59400","9.79968","-0.00080"
"117.60000","9.80016","-0.00077"
"117.60600","9.80070","-0.00070"
"117.61200","9.80118","-0.00067"
"117.61800","9.80166","-0.00068"
"117.62400","9.80219","-0.00080"
"117.63000","9.80267","-0.00089"
"117.63600","9.80315","-0.00089"
"117.64200","9.80369","-0.00080"
"117.64800","9.80417","-0.00075"
"117.65400","9.80471","-0.00073"
"117.66000","9.80518","-0.00071"
"117.66600","9.80572","-0.00066"
"117.67200","9.80620","-0.00063"
"117.67800","9.80668","-0.00071"
"117.68400","9.80716","-0.00079"
"117.69000","9.80769","-0.00092"
"117.69600","9.80817","-0.00104"
"117.70200","9.80865","-0.00102"
"117.70800","9.80913","-0.00102"
"117.71400","9.80961","-0.00100"
"117.72000","9.81015","-0.00087"
"117.72600","9.81063","-0.00077"
"117.73200","9.81110","-0.00070"
"117.73800","9.81158","-0.00061"
"117.74400","9.81212","-0.00046"
"117.75000","9.81260","-0.00040"
"117.75600","9.81314","-0.00039"
"117.76200","9.81361","-0.00045"
"117.76800","9.81415","-0.00048"
"117.77400","9.81463","-0.00048"
"117.78000","9.81517","-0.00041"
"117.78600","9.81571","-0.00039"
"117.79200","9.81619","-0.00042"
"117.79800","9.81672","-0.00051"
"117.80400","9.81720","-0.00055"
"117.81000","9.81774","-0.00069"
"117.81600","9.81822","-0.00082"
"117.82200","9.81876","-0.00091"
"117.82800","9.81923","-0.00095"
"117.83400","9.81971","-0.00088"
"117.84000","9.82025","-0.00086"
"117.84600","9.82073","-0.00090"
"117.85200","9.82121","-0.00101"
"117.85800","9.82175","-0.00112"
"117.86400","9.82222","-0.00111"
"117.87000","9.82270","-0.00107"
"117.87600","9.82324","-0.00108"
"117.88200","9.82372","-0.00108"
"117.88800","9.82420","-0.00103"
"117.89400","9.82474","-0.00100"
"117.90000","9.82521","-0.00100"
"117.90600","9.82575","-0.00104"
"117.91200","9.82623","-0.00112"
"117.91800","9.82671","-0.00118"
"117.92400","9.82725","-0.00113"
"117.93000","9.82773","-0.00105"
"117.93600","9.82826","-0.00097"
"117.94200","9.82874","-0.00093"
"117.94800","9.82928","-0.00086"
"117.95400","9.82976","-0.00082"
"117.96000","9.83024","-0.00086"
"117.96600","9.83077","-0.00098"
"117.97200","9.83125","-0.00100"
"117.97800","9.83173","-0.00101"
"117.98400","9.83221","-0.00099"
"117.99000","9.83269","-0.00091"
"117.99600","9.83323","-0.00088"
"118.00200","9.83370","-0.00084"
"118.00800","9.83424","-0.00079"
"118.01400","9.83472","-0.00073"
"118.02000","9.83520","-0.00069"
"118.02600","9.83574","-0.00068"
"118.03200","9.83622","-0.00069"
"118.03800","9.83669","-0.00064"
"118.04400","9.83723","-0.00067"
"118.05000","9.83771","-0.00071"
"118.05600","9.83819","-0.00068"
"118.06200","9.83873","-0.00069"
"118.06800","9.83920","-0.00079"
"118.07400","9.83974","-0.00085"
"118.08000","9.84028","-0.00077"
"118.08600","9.84076","-0.00070"
"118.09200","9.84124","-0.00069"
"118.09800","9.84178","-0.00069"
"118.10400","9.84225","-0.00067"
"118.11000","9.84273","-0.00056"
"118.11600","9.84327","-0.00052"
"118.12200","9.84375","-0.00059"
"118.12800","9.84423","-0.00069"
"118.13400","9.84470","-0.00073"
"118.14000","9.84524","-0.00065"
"118.14600","9.84572","-0.00057"
"118.15200","9.84620","-0.00063"
"118.15800","9.84668","-0.00074"
"118.16400","9.84722","-0.00082"
"118.17000","9.84769","-0.00085"
"118.17600","9.84817","-0.00089"
"118.18200","9.84871","-0.00084"
"118.18800","9.84919","-0.00074"
"118.19400","9.84967","-0.00072"
"118.20000","9.85021","-0.00080"
"118.20600","9.85068","-0.00087"
"118.21200","9.85122","-0.00090"
"118.21800","9.85170","-0.00096"
"118.22400","9.85218","-0.00103"
"118.23000","9.85272","-0.00100"
"118.23600","9.85320","-0.00094"
"118.24200","9.85367","-0.00088"
"118.24800","9.85415","-0.00080"
"118.25400","9.85463","-0.00065"
"118.26000","9.85517","-0.00058"
"118.26600","9.85565","-0.00060"
"118.27200","9.85612","-0.00063"
"118.27800","9.85660","-0.00065"
"118.28400","9.85714","-0.00072"
"118.29000","9.85762","-0.00082"
"118.29600","9.85810","-0.00091"
"118.30200","9.85864","-0.00088"
"118.30800","9.85911","-0.00075"
"118.31400","9.85965","-0.00060"
"118.32000","9.86013","-0.00052"
"118.32600","9.86067","-0.00059"
"118.33200","9.86121","-0.00060"
"118.33800","9.86169","-0.00058"
"118.34400","9.86222","-0.00054"
"118.35000","9.86270","-0.00052"
"118.35600","9.86324","-0.00046"
"118.36200","9.86372","-0.00047"
"118.36800","9.86426","-0.00039"
"118.37400","9.86474","-0.00031"
"118.38000","9.86527","-0.00017"
"118.38600","9.86575","-0.00014"
"118.39200","9.86623","-0.00024"
"118.39800","9.86677","-0.00038"
"118.40400","9.86725","-0.00049"
"118.41000","9.86778","-0.00061"
"118.41600","9.86826","-0.00065"
"118.42200","9.86880","-0.00057"
"118.42800","9.86928","-0.00049"
"118.43400","9.86976","-0.00047"
"118.44000","9.87030","-0.00042"
"118.44600","9.87077","-0.00040"
"118.45200","9.87125","-0.00048"
"118.45800","9.87179","-0.00056"
"118.46400","9.87227","-0.00058"
"118.47000","9.87275","-0.00058"
"118.47600","9.87329","-0.00066"
"118.48200","9.87376","-0.00063"
"118.48800","9.87424","-0.00060"
"118.49400","9.87478","-0.00061"
"118.50000","9.87526","-0.00055"
"118.50600","9.87580","-0.00051"
"118.51200","9.87627","-0.00057"
"118.51800","9.87675","-0.00065"
"118.52400","9.87729","-0.00063"
"118.53000","9.87777","-0.00050"
"118.53600","9.87825","-0.00044"
"118.54200","9.87879","-0.00036"
"118.54800","9.87926","-0.00026"
"118.55400","9.87974","-0.00023"
"118.56000","9.88028","-0.00030"
"118.56600","9.88076","-0.00029"
"118.57200","9.88124","-0.00010"
"118.57800","9.88171","-0.00001"
"118.58400","9.88225","-0.00006"
"118.59000","9.88273","-0.00011"
"118.59600","9.88321","-0.00014"
"118.60200","9.88369","-0.00009"
"118.60800","9.88422","0.00002"
"118.61400","9.88470","0.00019"
"118.62000","9.88518","0.00032"
"118.62600","9.88572","0.00030"
"118.63200","9.88620","0.00017"
"118.63800","9.88674","-0.00002"
"118.64400","9.88721","-0.00015"
"118.65000","9.88775","-0.00017"
"118.65600","9.88823","-0.00003"
"118.66200","9.88877","0.00010"
"118.66800","9.88925","0.00006"
"118.67400","9.88973","-0.00010"
"118.68000","9.89026","-0.00012"
"118.68600","9.89074","-0.00018"
"118.69200","9.89122","-0.00039"
"118.69800","9.89170","-0.00059"
"118.70400","9.89224","-0.00068"
"118.71000","9.89272","-0.00073"
"118.71600","9.89319","-0.00068"
"118.72200","9.89373","-0.00056"
"118.72800","9.89421","-0.00042"
"118.73400","9.89469","-0.00024"
"118.74000","9.89517","-0.00008"
"118.74600","9.89570","0.00001"
"118.75200","9.89618","0.00000"
"118.75800","9.89666","0.00002"
"118.76400","9.89720","0.00009"
"118.77000","9.89768","0.00015"
"118.77600","9.89816","0.00008"
"118.78200","9.89869","-0.00008"
"118.78800","9.89917","-0.00025"
"118.79400","9.89965","-0.00047"
"118.80000","9.90019","-0.00063"
"118.80600","9.90067","-0.00067"
"118.81200","9.90121","-0.00065"
"118.81800","9.90168","-0.00060"
"118.82400","9.90216","-0.00065"
"118.83000","9.90270","-0.00073"
"118.83600","9.90318","-0.00072"
"118.84200","9.90366","-0.00065"
"118.84800","9.90420","-0.00060"
"118.85400","9.90467","-0.00061"
"118.86000","9.90515","-0.00072"
"118.86600","9.90569","-0.00083"
"118.87200","9.90617","-0.00094"
"118.87800","9.90665","-0.00100"
"118.88400","9.90713","-0.00096"
"118.89000","9.90766","-0.00091"
"118.89600","9.90814","-0.00095"
"118.90200","9.90862","-0.00092"
"118.90800","9.90916","-0.00084"
"118.91400","9.90964","-0.00068"
"118.92000","9.91017","-0.00049"
"118.92600","9.91065","-0.00036"
"118.93200","9.91119","-0.00036"
"118.93800","9.91167","-0.00045"
"118.94400","9.91221","-0.00065"
"118.95000","9.91275","-0.00079"
"118.95600","9.91323","-0.00079"
"118.96200","9.91376","-0.00067"
"118.96800","9.91424","-0.00053"
"118.97400","9.91478","-0.00041"
"118.98000","9.91526","-0.00044"
"118.98600","9.91574","-0.00056"
"118.99200","9.91621","-0.00064"
"118.99800","9.91669","-0.00075"
"119.00400","9.91723","-0.00076"
"119.01000","9.91771","-0.00069"
"119.01600","9.91819","-0.00067"
"119.02200","9.91873","-0.00072"
"119.02800","9.91920","-0.00082"
"119.03400","9.91968","-0.00093"
"119.04000","9.92016","-0.00094"
"119.04600","9.92070","-0.00087"
"119.05200","9.92124","-0.00089"
"119.05800","9.92171","-0.00090"
"119.06400","9.92219","-0.00082"
"119.07000","9.92273","-0.00086"
"119.07600","9.92321","-0.00090"
"119.08200","9.92375","-0.00082"
"119.08800","9.92423","-0.00077"
"119.09400","9.92476","-0.00080"
"119.10000","9.92524","-0.00090"
"119.10600","9.92572","-0.00100"
"119.11200","9.92626","-0.00097"
"119.11800","9.92674","-0.00097"
"119.12400","9.92721","-0.00093"
"119.13000","9.92775","-0.00084"
"119.13600","9.92823","-0.00080"
"119.14200","9.92871","-0.00083"
"119.14800","9.92919","-0.00077"
"119.15400","9.92972","-0.00068"
"119.16000","9.93020","-0.00057"
"119.16600","9.93068","-0.00052"
"119.17200","9.93116","-0.00056"
"119.17800","9.93170","-0.00055"
"119.18400","9.93218","-0.00056"
"119.19000","9.93266","-0.00051"
"119.19600","9.93313","-0.00045"
"119.20200","9.93367","-0.00043"
