End date,"1/8/2017"
Specimen label,"11AT_NL"
Maximum Load,"0.06823",N

Time,Extension,Load
(s),(mm),(N)
"28.15200","2.34626","0.00552"
"28.15800","2.34674","0.00554"
"28.16400","2.34728","0.00559"
"28.17000","2.34776","0.00567"
"28.17600","2.34823","0.00558"
"28.18200","2.34877","0.00552"
"28.18800","2.34925","0.00553"
"28.19400","2.34973","0.00553"
"28.20000","2.35021","0.00535"
"28.20600","2.35074","0.00517"
"28.21200","2.35122","0.00527"
"28.21800","2.35170","0.00545"
"28.22400","2.35224","0.00556"
"28.23000","2.35272","0.00569"
"28.23600","2.35320","0.00574"
"28.24200","2.35373","0.00574"
"28.24800","2.35421","0.00585"
"28.25400","2.35475","0.00588"
"28.26000","2.35523","0.00584"
"28.26600","2.35571","0.00565"
"28.27200","2.35625","0.00546"
"28.27800","2.35672","0.00550"
"28.28400","2.35720","0.00556"
"28.29000","2.35768","0.00557"
"28.29600","2.35822","0.00562"
"28.30200","2.35870","0.00561"
"28.30800","2.35918","0.00558"
"28.31400","2.35971","0.00553"
"28.32000","2.36019","0.00549"
"28.32600","2.36067","0.00552"
"28.33200","2.36121","0.00552"
"28.33800","2.36169","0.00550"
"28.34400","2.36216","0.00546"
"28.35000","2.36270","0.00545"
"28.35600","2.36318","0.00558"
"28.36200","2.36366","0.00576"
"28.36800","2.36414","0.00588"
"28.37400","2.36468","0.00595"
"28.38000","2.36515","0.00604"
"28.38600","2.36569","0.00611"
"28.39200","2.36617","0.00611"
"28.39800","2.36665","0.00608"
"28.40400","2.36719","0.00598"
"28.41000","2.36767","0.00593"
"28.41600","2.36820","0.00596"
"28.42200","2.36868","0.00607"
"28.42800","2.36922","0.00616"
"28.43400","2.36970","0.00610"
"28.44000","2.37018","0.00595"
"28.44600","2.37066","0.00575"
"28.45200","2.37119","0.00569"
"28.45800","2.37167","0.00584"
"28.46400","2.37215","0.00600"
"28.47000","2.37269","0.00613"
"28.47600","2.37317","0.00627"
"28.48200","2.37364","0.00633"
"28.48800","2.37418","0.00644"
"28.49400","2.37466","0.00647"
"28.50000","2.37514","0.00641"
"28.50600","2.37568","0.00640"
"28.51200","2.37622","0.00633"
"28.51800","2.37669","0.00631"
"28.52400","2.37717","0.00620"
"28.53000","2.37771","0.00611"
"28.53600","2.37819","0.00605"
"28.54200","2.37873","0.00609"
"28.54800","2.37920","0.00606"
"28.55400","2.37974","0.00598"
"28.56000","2.38022","0.00581"
"28.56600","2.38076","0.00571"
"28.57200","2.38124","0.00568"
"28.57800","2.38172","0.00566"
"28.58400","2.38225","0.00563"
"28.59000","2.38273","0.00563"
"28.59600","2.38321","0.00565"
"28.60200","2.38375","0.00576"
"28.60800","2.38423","0.00591"
"28.61400","2.38471","0.00606"
"28.62000","2.38518","0.00604"
"28.62600","2.38566","0.00582"
"28.63200","2.38620","0.00563"
"28.63800","2.38668","0.00559"
"28.64400","2.38716","0.00569"
"28.65000","2.38764","0.00581"
"28.65600","2.38817","0.00598"
"28.66200","2.38865","0.00604"
"28.66800","2.38919","0.00602"
"28.67400","2.38967","0.00612"
"28.68000","2.39021","0.00629"
"28.68600","2.39068","0.00631"
"28.69200","2.39122","0.00622"
"28.69800","2.39170","0.00603"
"28.70400","2.39218","0.00590"
"28.71000","2.39272","0.00590"
"28.71600","2.39320","0.00588"
"28.72200","2.39367","0.00588"
"28.72800","2.39421","0.00601"
"28.73400","2.39469","0.00613"
"28.74000","2.39517","0.00620"
"28.74600","2.39565","0.00617"
"28.75200","2.39619","0.00614"
"28.75800","2.39666","0.00607"
"28.76400","2.39714","0.00602"
"28.77000","2.39768","0.00604"
"28.77600","2.39816","0.00599"
"28.78200","2.39864","0.00600"
"28.78800","2.39917","0.00605"
"28.79400","2.39965","0.00613"
"28.80000","2.40013","0.00612"
"28.80600","2.40067","0.00612"
"28.81200","2.40115","0.00608"
"28.81800","2.40169","0.00607"
"28.82400","2.40216","0.00604"
"28.83000","2.40270","0.00608"
"28.83600","2.40318","0.00607"
"28.84200","2.40372","0.00610"
"28.84800","2.40420","0.00620"
"28.85400","2.40468","0.00637"
"28.86000","2.40521","0.00649"
"28.86600","2.40569","0.00659"
"28.87200","2.40617","0.00668"
"28.87800","2.40665","0.00675"
"28.88400","2.40719","0.00667"
"28.89000","2.40766","0.00651"
"28.89600","2.40814","0.00644"
"28.90200","2.40868","0.00643"
"28.90800","2.40916","0.00647"
"28.91400","2.40964","0.00663"
"28.92000","2.41012","0.00675"
"28.92600","2.41065","0.00673"
"28.93200","2.41113","0.00666"
"28.93800","2.41161","0.00663"
"28.94400","2.41215","0.00667"
"28.95000","2.41263","0.00672"
"28.95600","2.41317","0.00678"
"28.96200","2.41364","0.00678"
"28.96800","2.41418","0.00668"
"28.97400","2.41472","0.00660"
"28.98000","2.41520","0.00656"
"28.98600","2.41574","0.00652"
"28.99200","2.41621","0.00645"
"28.99800","2.41675","0.00627"
"29.00400","2.41723","0.00614"
"29.01000","2.41771","0.00603"
"29.01600","2.41825","0.00605"
"29.02200","2.41873","0.00605"
"29.02800","2.41920","0.00600"
"29.03400","2.41974","0.00608"
"29.04000","2.42022","0.00618"
"29.04600","2.42076","0.00619"
"29.05200","2.42124","0.00632"
"29.05800","2.42172","0.00638"
"29.06400","2.42219","0.00644"
"29.07000","2.42273","0.00655"
"29.07600","2.42321","0.00661"
"29.08200","2.42369","0.00663"
"29.08800","2.42423","0.00663"
"29.09400","2.42470","0.00658"
"29.10000","2.42524","0.00658"
"29.10600","2.42572","0.00654"
"29.11200","2.42626","0.00650"
"29.11800","2.42674","0.00648"
"29.12400","2.42728","0.00643"
"29.13000","2.42775","0.00649"
"29.13600","2.42829","0.00661"
"29.14200","2.42877","0.00662"
"29.14800","2.42925","0.00665"
"29.15400","2.42973","0.00681"
"29.16000","2.43027","0.00695"
"29.16600","2.43074","0.00700"
"29.17200","2.43122","0.00699"
"29.17800","2.43170","0.00684"
"29.18400","2.43224","0.00674"
"29.19000","2.43272","0.00675"
"29.19600","2.43319","0.00675"
"29.20200","2.43373","0.00662"
"29.20800","2.43421","0.00647"
"29.21400","2.43469","0.00633"
"29.22000","2.43523","0.00630"
"29.22600","2.43571","0.00633"
"29.23200","2.43624","0.00637"
"29.23800","2.43672","0.00647"
"29.24400","2.43726","0.00650"
"29.25000","2.43774","0.00650"
"29.25600","2.43828","0.00659"
"29.26200","2.43876","0.00664"
"29.26800","2.43923","0.00663"
"29.27400","2.43977","0.00652"
"29.28000","2.44025","0.00646"
"29.28600","2.44079","0.00641"
"29.29200","2.44127","0.00646"
"29.29800","2.44174","0.00664"
"29.30400","2.44222","0.00678"
"29.31000","2.44276","0.00683"
"29.31600","2.44324","0.00684"
"29.32200","2.44372","0.00691"
"29.32800","2.44420","0.00697"
"29.33400","2.44467","0.00703"
"29.34000","2.44521","0.00714"
"29.34600","2.44569","0.00726"
"29.35200","2.44617","0.00724"
"29.35800","2.44671","0.00710"
"29.36400","2.44719","0.00701"
"29.37000","2.44766","0.00708"
"29.37600","2.44820","0.00727"
"29.38200","2.44868","0.00730"
"29.38800","2.44916","0.00727"
"29.39400","2.44970","0.00718"
"29.40000","2.45017","0.00703"
"29.40600","2.45071","0.00694"
"29.41200","2.45119","0.00694"
"29.41800","2.45173","0.00702"
"29.42400","2.45221","0.00711"
"29.43000","2.45275","0.00713"
"29.43600","2.45322","0.00712"
"29.44200","2.45370","0.00707"
"29.44800","2.45424","0.00716"
"29.45400","2.45472","0.00718"
"29.46000","2.45520","0.00711"
"29.46600","2.45568","0.00705"
"29.47200","2.45621","0.00698"
"29.47800","2.45669","0.00694"
"29.48400","2.45717","0.00679"
"29.49000","2.45765","0.00675"
"29.49600","2.45819","0.00681"
"29.50200","2.45867","0.00690"
"29.50800","2.45914","0.00693"
"29.51400","2.45968","0.00703"
"29.52000","2.46016","0.00713"
"29.52600","2.46070","0.00729"
"29.53200","2.46118","0.00722"
"29.53800","2.46171","0.00727"
"29.54400","2.46225","0.00747"
"29.55000","2.46273","0.00766"
"29.55600","2.46327","0.00779"
"29.56200","2.46375","0.00780"
"29.56800","2.46423","0.00765"
"29.57400","2.46476","0.00761"
"29.58000","2.46524","0.00756"
"29.58600","2.46572","0.00752"
"29.59200","2.46626","0.00769"
"29.59800","2.46674","0.00778"
"29.60400","2.46722","0.00778"
"29.61000","2.46769","0.00776"
"29.61600","2.46823","0.00772"
"29.62200","2.46871","0.00759"
"29.62800","2.46919","0.00745"
"29.63400","2.46973","0.00736"
"29.64000","2.47020","0.00740"
"29.64600","2.47068","0.00748"
"29.65200","2.47122","0.00761"
"29.65800","2.47170","0.00764"
"29.66400","2.47224","0.00766"
"29.67000","2.47272","0.00774"
"29.67600","2.47319","0.00776"
"29.68200","2.47373","0.00766"
"29.68800","2.47427","0.00752"
"29.69400","2.47475","0.00745"
"29.70000","2.47523","0.00738"
"29.70600","2.47576","0.00742"
"29.71200","2.47624","0.00749"
"29.71800","2.47672","0.00746"
"29.72400","2.47720","0.00749"
"29.73000","2.47774","0.00767"
"29.73600","2.47822","0.00782"
"29.74200","2.47869","0.00790"
"29.74800","2.47923","0.00796"
"29.75400","2.47971","0.00787"
"29.76000","2.48019","0.00777"
"29.76600","2.48073","0.00757"
"29.77200","2.48121","0.00754"
"29.77800","2.48168","0.00771"
"29.78400","2.48222","0.00778"
"29.79000","2.48270","0.00757"
"29.79600","2.48318","0.00728"
"29.80200","2.48372","0.00699"
"29.80800","2.48420","0.00693"
"29.81400","2.48473","0.00698"
"29.82000","2.48521","0.00703"
"29.82600","2.48575","0.00697"
"29.83200","2.48623","0.00692"
"29.83800","2.48677","0.00702"
"29.84400","2.48724","0.00720"
"29.85000","2.48772","0.00735"
"29.85600","2.48826","0.00749"
"29.86200","2.48874","0.00767"
"29.86800","2.48922","0.00763"
"29.87400","2.48976","0.00752"
"29.88000","2.49023","0.00766"
"29.88600","2.49071","0.00783"
"29.89200","2.49119","0.00787"
"29.89800","2.49173","0.00769"
"29.90400","2.49221","0.00743"
"29.91000","2.49269","0.00713"
"29.91600","2.49316","0.00697"
"29.92200","2.49364","0.00695"
"29.92800","2.49418","0.00699"
"29.93400","2.49466","0.00705"
"29.94000","2.49514","0.00708"
"29.94600","2.49567","0.00714"
"29.95200","2.49615","0.00718"
"29.95800","2.49663","0.00718"
"29.96400","2.49717","0.00718"
"29.97000","2.49765","0.00723"
"29.97600","2.49819","0.00728"
"29.98200","2.49866","0.00719"
"29.98800","2.49914","0.00716"
"29.99400","2.49968","0.00738"
"30.00000","2.50016","0.00750"
"30.00600","2.50070","0.00748"
"30.01200","2.50118","0.00743"
"30.01800","2.50165","0.00736"
"30.02400","2.50219","0.00719"
"30.03000","2.50267","0.00704"
"30.03600","2.50315","0.00699"
"30.04200","2.50369","0.00693"
"30.04800","2.50416","0.00698"
"30.05400","2.50464","0.00703"
"30.06000","2.50518","0.00711"
"30.06600","2.50566","0.00726"
"30.07200","2.50620","0.00738"
"30.07800","2.50668","0.00749"
"30.08400","2.50721","0.00761"
"30.09000","2.50769","0.00762"
"30.09600","2.50823","0.00759"
"30.10200","2.50871","0.00758"
"30.10800","2.50925","0.00767"
"30.11400","2.50973","0.00780"
"30.12000","2.51026","0.00790"
"30.12600","2.51074","0.00776"
"30.13200","2.51122","0.00754"
"30.13800","2.51176","0.00746"
"30.14400","2.51224","0.00754"
"30.15000","2.51272","0.00772"
"30.15600","2.51325","0.00782"
"30.16200","2.51373","0.00781"
"30.16800","2.51427","0.00769"
"30.17400","2.51475","0.00749"
"30.18000","2.51529","0.00736"
"30.18600","2.51576","0.00733"
"30.19200","2.51624","0.00745"
"30.19800","2.51672","0.00754"
"30.20400","2.51720","0.00762"
"30.21000","2.51774","0.00776"
"30.21600","2.51822","0.00781"
"30.22200","2.51869","0.00778"
"30.22800","2.51923","0.00772"
"30.23400","2.51971","0.00761"
"30.24000","2.52019","0.00746"
"30.24600","2.52073","0.00741"
"30.25200","2.52120","0.00751"
"30.25800","2.52174","0.00771"
"30.26400","2.52222","0.00783"
"30.27000","2.52276","0.00791"
"30.27600","2.52324","0.00797"
"30.28200","2.52372","0.00784"
"30.28800","2.52425","0.00774"
"30.29400","2.52473","0.00771"
"30.30000","2.52521","0.00766"
"30.30600","2.52575","0.00762"
"30.31200","2.52623","0.00757"
"30.31800","2.52677","0.00749"
"30.32400","2.52724","0.00751"
"30.33000","2.52772","0.00770"
"30.33600","2.52826","0.00804"
"30.34200","2.52874","0.00826"
"30.34800","2.52922","0.00827"
"30.35400","2.52970","0.00831"
"30.36000","2.53023","0.00833"
"30.36600","2.53071","0.00825"
"30.37200","2.53119","0.00818"
"30.37800","2.53173","0.00818"
"30.38400","2.53221","0.00807"
"30.39000","2.53274","0.00796"
"30.39600","2.53322","0.00783"
"30.40200","2.53376","0.00775"
"30.40800","2.53424","0.00777"
"30.41400","2.53472","0.00787"
"30.42000","2.53526","0.00782"
"30.42600","2.53573","0.00762"
"30.43200","2.53621","0.00756"
"30.43800","2.53675","0.00773"
"30.44400","2.53723","0.00794"
"30.45000","2.53771","0.00797"
"30.45600","2.53819","0.00805"
"30.46200","2.53872","0.00813"
"30.46800","2.53920","0.00825"
"30.47400","2.53974","0.00830"
"30.48000","2.54022","0.00833"
"30.48600","2.54070","0.00834"
"30.49200","2.54123","0.00823"
"30.49800","2.54171","0.00810"
"30.50400","2.54219","0.00798"
"30.51000","2.54267","0.00808"
"30.51600","2.54321","0.00825"
"30.52200","2.54369","0.00835"
"30.52800","2.54416","0.00841"
"30.53400","2.54464","0.00843"
"30.54000","2.54512","0.00838"
"30.54600","2.54566","0.00844"
"30.55200","2.54614","0.00852"
"30.55800","2.54668","0.00856"
"30.56400","2.54715","0.00843"
"30.57000","2.54763","0.00830"
"30.57600","2.54817","0.00821"
"30.58200","2.54865","0.00808"
"30.58800","2.54919","0.00809"
"30.59400","2.54966","0.00825"
"30.60000","2.55020","0.00838"
"30.60600","2.55068","0.00840"
"30.61200","2.55122","0.00847"
"30.61800","2.55170","0.00861"
"30.62400","2.55224","0.00870"
"30.63000","2.55271","0.00870"
"30.63600","2.55325","0.00876"
"30.64200","2.55373","0.00868"
"30.64800","2.55421","0.00855"
"30.65400","2.55475","0.00851"
"30.66000","2.55523","0.00848"
"30.66600","2.55570","0.00841"
"30.67200","2.55624","0.00830"
"30.67800","2.55672","0.00828"
"30.68400","2.55726","0.00836"
"30.69000","2.55774","0.00835"
"30.69600","2.55827","0.00834"
"30.70200","2.55875","0.00835"
"30.70800","2.55923","0.00837"
"30.71400","2.55977","0.00847"
"30.72000","2.56025","0.00864"
"30.72600","2.56079","0.00874"
"30.73200","2.56126","0.00880"
"30.73800","2.56174","0.00874"
"30.74400","2.56228","0.00862"
"30.75000","2.56276","0.00849"
"30.75600","2.56330","0.00844"
"30.76200","2.56378","0.00826"
"30.76800","2.56425","0.00808"
"30.77400","2.56473","0.00809"
"30.78000","2.56527","0.00814"
"30.78600","2.56575","0.00825"
"30.79200","2.56623","0.00843"
"30.79800","2.56670","0.00854"
"30.80400","2.56724","0.00867"
"30.81000","2.56772","0.00881"
"30.81600","2.56820","0.00884"
"30.82200","2.56874","0.00883"
"30.82800","2.56922","0.00893"
"30.83400","2.56975","0.00905"
"30.84000","2.57023","0.00916"
"30.84600","2.57071","0.00918"
"30.85200","2.57125","0.00909"
"30.85800","2.57173","0.00902"
"30.86400","2.57221","0.00898"
"30.87000","2.57274","0.00897"
"30.87600","2.57322","0.00895"
"30.88200","2.57370","0.00883"
"30.88800","2.57424","0.00875"
"30.89400","2.57472","0.00872"
"30.90000","2.57525","0.00865"
"30.90600","2.57573","0.00859"
"30.91200","2.57621","0.00862"
"30.91800","2.57675","0.00874"
"30.92400","2.57723","0.00876"
"30.93000","2.57777","0.00866"
"30.93600","2.57824","0.00857"
"30.94200","2.57872","0.00859"
"30.94800","2.57920","0.00876"
"30.95400","2.57974","0.00899"
"30.96000","2.58022","0.00911"
"30.96600","2.58070","0.00905"
"30.97200","2.58117","0.00906"
"30.97800","2.58171","0.00912"
"30.98400","2.58219","0.00921"
"30.99000","2.58267","0.00933"
"30.99600","2.58321","0.00935"
"31.00200","2.58368","0.00925"
"31.00800","2.58416","0.00922"
"31.01400","2.58464","0.00915"
"31.02000","2.58518","0.00918"
"31.02600","2.58566","0.00922"
"31.03200","2.58620","0.00918"
"31.03800","2.58667","0.00913"
"31.04400","2.58715","0.00901"
"31.05000","2.58769","0.00892"
"31.05600","2.58817","0.00892"
"31.06200","2.58865","0.00904"
"31.06800","2.58919","0.00908"
"31.07400","2.58966","0.00911"
"31.08000","2.59014","0.00919"
"31.08600","2.59062","0.00934"
"31.09200","2.59116","0.00942"
"31.09800","2.59164","0.00949"
"31.10400","2.59212","0.00948"
"31.11000","2.59265","0.00946"
"31.11600","2.59313","0.00935"
"31.12200","2.59367","0.00919"
"31.12800","2.59421","0.00916"
"31.13400","2.59469","0.00915"
"31.14000","2.59516","0.00914"
"31.14600","2.59570","0.00920"
"31.15200","2.59618","0.00924"
"31.15800","2.59672","0.00916"
"31.16400","2.59720","0.00906"
"31.17000","2.59768","0.00919"
"31.17600","2.59821","0.00945"
"31.18200","2.59869","0.00965"
"31.18800","2.59923","0.00965"
"31.19400","2.59971","0.00969"
"31.20000","2.60025","0.00961"
"31.20600","2.60072","0.00957"
"31.21200","2.60120","0.00954"
"31.21800","2.60174","0.00946"
"31.22400","2.60222","0.00943"
"31.23000","2.60270","0.00931"
"31.23600","2.60324","0.00914"
"31.24200","2.60371","0.00912"
"31.24800","2.60419","0.00918"
"31.25400","2.60473","0.00945"
"31.26000","2.60521","0.00979"
"31.26600","2.60575","0.00997"
"31.27200","2.60623","0.01000"
"31.27800","2.60676","0.00996"
"31.28400","2.60724","0.00984"
"31.29000","2.60772","0.00968"
"31.29600","2.60826","0.00956"
"31.30200","2.60874","0.00953"
"31.30800","2.60922","0.00961"
"31.31400","2.60969","0.00966"
"31.32000","2.61023","0.00974"
"31.32600","2.61071","0.00978"
"31.33200","2.61119","0.00965"
"31.33800","2.61167","0.00958"
"31.34400","2.61220","0.00968"
"31.35000","2.61268","0.00970"
"31.35600","2.61322","0.00958"
"31.36200","2.61370","0.00942"
"31.36800","2.61418","0.00929"
"31.37400","2.61472","0.00921"
"31.38000","2.61525","0.00917"
"31.38600","2.61573","0.00927"
"31.39200","2.61627","0.00940"
"31.39800","2.61675","0.00947"
"31.40400","2.61723","0.00945"
"31.41000","2.61777","0.00942"
"31.41600","2.61824","0.00940"
"31.42200","2.61878","0.00941"
"31.42800","2.61926","0.00958"
"31.43400","2.61974","0.00974"
"31.44000","2.62028","0.00984"
"31.44600","2.62075","0.00976"
"31.45200","2.62123","0.00965"
"31.45800","2.62177","0.00961"
"31.46400","2.62225","0.00960"
"31.47000","2.62273","0.00956"
"31.47600","2.62321","0.00948"
"31.48200","2.62368","0.00939"
"31.48800","2.62422","0.00943"
"31.49400","2.62470","0.00955"
"31.50000","2.62518","0.00959"
"31.50600","2.62566","0.00964"
"31.51200","2.62620","0.00964"
"31.51800","2.62667","0.00957"
"31.52400","2.62715","0.00956"
"31.53000","2.62769","0.00960"
"31.53600","2.62817","0.00965"
"31.54200","2.62871","0.00973"
"31.54800","2.62919","0.00977"
"31.55400","2.62972","0.00991"
"31.56000","2.63020","0.01000"
"31.56600","2.63068","0.01006"
"31.57200","2.63122","0.01018"
"31.57800","2.63170","0.01028"
"31.58400","2.63217","0.01022"
"31.59000","2.63265","0.01004"
"31.59600","2.63319","0.00985"
"31.60200","2.63367","0.00967"
"31.60800","2.63415","0.00962"
"31.61400","2.63463","0.00973"
"31.62000","2.63510","0.00971"
"31.62600","2.63564","0.00955"
"31.63200","2.63612","0.00939"
"31.63800","2.63660","0.00941"
"31.64400","2.63714","0.00955"
"31.65000","2.63762","0.00961"
"31.65600","2.63815","0.00969"
"31.66200","2.63863","0.00988"
"31.66800","2.63911","0.00992"
"31.67400","2.63965","0.00983"
"31.68000","2.64019","0.00977"
"31.68600","2.64066","0.00983"
"31.69200","2.64120","0.00989"
"31.69800","2.64174","0.00980"
"31.70400","2.64222","0.00981"
"31.71000","2.64276","0.00995"
"31.71600","2.64324","0.01005"
"31.72200","2.64377","0.01019"
"31.72800","2.64425","0.01036"
"31.73400","2.64473","0.01045"
"31.74000","2.64527","0.01039"
"31.74600","2.64575","0.01032"
"31.75200","2.64622","0.01033"
"31.75800","2.64676","0.01031"
"31.76400","2.64724","0.01031"
"31.77000","2.64772","0.01051"
"31.77600","2.64826","0.01071"
"31.78200","2.64874","0.01068"
"31.78800","2.64921","0.01066"
"31.79400","2.64975","0.01066"
"31.80000","2.65023","0.01058"
"31.80600","2.65077","0.01049"
"31.81200","2.65125","0.01039"
"31.81800","2.65173","0.01038"
"31.82400","2.65226","0.01040"
"31.83000","2.65274","0.01038"
"31.83600","2.65328","0.01033"
"31.84200","2.65376","0.01029"
"31.84800","2.65430","0.01016"
"31.85400","2.65477","0.01002"
"31.86000","2.65525","0.00995"
"31.86600","2.65579","0.00992"
"31.87200","2.65627","0.00986"
"31.87800","2.65675","0.00990"
"31.88400","2.65723","0.01002"
"31.89000","2.65776","0.01010"
"31.89600","2.65824","0.01023"
"31.90200","2.65872","0.01040"
"31.90800","2.65926","0.01058"
"31.91400","2.65974","0.01065"
"31.92000","2.66022","0.01066"
"31.92600","2.66075","0.01071"
"31.93200","2.66123","0.01071"
"31.93800","2.66177","0.01067"
"31.94400","2.66225","0.01055"
"31.95000","2.66273","0.01042"
"31.95600","2.66321","0.01033"
"31.96200","2.66374","0.01029"
"31.96800","2.66422","0.01020"
"31.97400","2.66470","0.01024"
"31.98000","2.66524","0.01039"
"31.98600","2.66572","0.01054"
"31.99200","2.66625","0.01057"
"31.99800","2.66673","0.01050"
"32.00400","2.66727","0.01054"
"32.01000","2.66775","0.01058"
"32.01600","2.66823","0.01064"
"32.02200","2.66871","0.01068"
"32.02800","2.66924","0.01075"
"32.03400","2.66972","0.01075"
"32.04000","2.67020","0.01075"
"32.04600","2.67074","0.01078"
"32.05200","2.67122","0.01082"
"32.05800","2.67170","0.01081"
"32.06400","2.67223","0.01074"
"32.07000","2.67271","0.01079"
"32.07600","2.67319","0.01088"
"32.08200","2.67373","0.01075"
"32.08800","2.67421","0.01062"
"32.09400","2.67468","0.01045"
"32.10000","2.67516","0.01033"
"32.10600","2.67570","0.01039"
"32.11200","2.67618","0.01056"
"32.11800","2.67672","0.01069"
"32.12400","2.67720","0.01079"
"32.13000","2.67767","0.01089"
"32.13600","2.67815","0.01089"
"32.14200","2.67869","0.01075"
"32.14800","2.67917","0.01047"
"32.15400","2.67965","0.01033"
"32.16000","2.68013","0.01032"
"32.16600","2.68066","0.01033"
"32.17200","2.68114","0.01042"
"32.17800","2.68162","0.01051"
"32.18400","2.68216","0.01056"
"32.19000","2.68264","0.01064"
"32.19600","2.68318","0.01071"
"32.20200","2.68365","0.01077"
"32.20800","2.68413","0.01085"
"32.21400","2.68467","0.01086"
"32.22000","2.68515","0.01090"
"32.22600","2.68569","0.01107"
"32.23200","2.68616","0.01113"
"32.23800","2.68670","0.01118"
"32.24400","2.68718","0.01116"
"32.25000","2.68766","0.01103"
"32.25600","2.68820","0.01091"
"32.26200","2.68868","0.01083"
"32.26800","2.68921","0.01078"
"32.27400","2.68969","0.01082"
"32.28000","2.69023","0.01086"
"32.28600","2.69071","0.01094"
"32.29200","2.69125","0.01106"
"32.29800","2.69172","0.01119"
"32.30400","2.69226","0.01128"
"32.31000","2.69274","0.01130"
"32.31600","2.69322","0.01122"
"32.32200","2.69376","0.01111"
"32.32800","2.69424","0.01108"
"32.33400","2.69477","0.01112"
"32.34000","2.69525","0.01102"
"32.34600","2.69579","0.01095"
"32.35200","2.69627","0.01095"
"32.35800","2.69675","0.01103"
"32.36400","2.69728","0.01107"
"32.37000","2.69776","0.01109"
"32.37600","2.69824","0.01109"
"32.38200","2.69872","0.01111"
"32.38800","2.69926","0.01114"
"32.39400","2.69974","0.01124"
"32.40000","2.70021","0.01132"
"32.40600","2.70075","0.01123"
"32.41200","2.70123","0.01120"
"32.41800","2.70177","0.01122"
"32.42400","2.70225","0.01122"
"32.43000","2.70279","0.01113"
"32.43600","2.70326","0.01104"
"32.44200","2.70374","0.01103"
"32.44800","2.70428","0.01106"
"32.45400","2.70476","0.01114"
"32.46000","2.70524","0.01120"
"32.46600","2.70572","0.01127"
"32.47200","2.70625","0.01137"
"32.47800","2.70673","0.01147"
"32.48400","2.70727","0.01167"
"32.49000","2.70775","0.01193"
"32.49600","2.70823","0.01207"
"32.50200","2.70871","0.01221"
"32.50800","2.70924","0.01230"
"32.51400","2.70972","0.01228"
"32.52000","2.71020","0.01217"
"32.52600","2.71074","0.01202"
"32.53200","2.71122","0.01190"
"32.53800","2.71169","0.01180"
"32.54400","2.71223","0.01179"
"32.55000","2.71271","0.01188"
"32.55600","2.71325","0.01194"
"32.56200","2.71373","0.01198"
"32.56800","2.71427","0.01205"
"32.57400","2.71474","0.01207"
"32.58000","2.71528","0.01208"
"32.58600","2.71576","0.01204"
"32.59200","2.71624","0.01197"
"32.59800","2.71672","0.01185"
"32.60400","2.71720","0.01175"
"32.61000","2.71773","0.01172"
"32.61600","2.71821","0.01173"
"32.62200","2.71869","0.01182"
"32.62800","2.71923","0.01185"
"32.63400","2.71971","0.01184"
"32.64000","2.72018","0.01181"
"32.64600","2.72072","0.01181"
"32.65200","2.72120","0.01172"
"32.65800","2.72168","0.01169"
"32.66400","2.72222","0.01171"
"32.67000","2.72270","0.01177"
"32.67600","2.72317","0.01181"
"32.68200","2.72365","0.01184"
"32.68800","2.72419","0.01184"
"32.69400","2.72467","0.01184"
"32.70000","2.72521","0.01175"
"32.70600","2.72569","0.01167"
"32.71200","2.72622","0.01173"
"32.71800","2.72670","0.01186"
"32.72400","2.72718","0.01200"
"32.73000","2.72772","0.01209"
"32.73600","2.72820","0.01214"
"32.74200","2.72867","0.01217"
"32.74800","2.72921","0.01206"
"32.75400","2.72969","0.01196"
"32.76000","2.73017","0.01185"
"32.76600","2.73071","0.01170"
"32.77200","2.73119","0.01169"
"32.77800","2.73166","0.01182"
"32.78400","2.73214","0.01199"
"32.79000","2.73268","0.01208"
"32.79600","2.73316","0.01211"
"32.80200","2.73370","0.01222"
"32.80800","2.73418","0.01233"
"32.81400","2.73465","0.01243"
"32.82000","2.73519","0.01253"
"32.82600","2.73567","0.01259"
"32.83200","2.73621","0.01250"
"32.83800","2.73669","0.01240"
"32.84400","2.73722","0.01235"
"32.85000","2.73776","0.01236"
"32.85600","2.73824","0.01238"
"32.86200","2.73878","0.01235"
"32.86800","2.73926","0.01238"
"32.87400","2.73980","0.01237"
"32.88000","2.74027","0.01224"
"32.88600","2.74075","0.01226"
"32.89200","2.74129","0.01231"
"32.89800","2.74177","0.01230"
"32.90400","2.74225","0.01248"
"32.91000","2.74273","0.01262"
"32.91600","2.74326","0.01260"
"32.92200","2.74374","0.01252"
"32.92800","2.74422","0.01244"
"32.93400","2.74470","0.01246"
"32.94000","2.74524","0.01249"
"32.94600","2.74571","0.01249"
"32.95200","2.74625","0.01263"
"32.95800","2.74673","0.01273"
"32.96400","2.74721","0.01289"
"32.97000","2.74775","0.01307"
"32.97600","2.74829","0.01308"
"32.98200","2.74876","0.01300"
"32.98800","2.74924","0.01303"
"32.99400","2.74978","0.01299"
"33.00000","2.75026","0.01289"
"33.00600","2.75074","0.01271"
"33.01200","2.75128","0.01258"
"33.01800","2.75175","0.01256"
"33.02400","2.75223","0.01266"
"33.03000","2.75271","0.01274"
"33.03600","2.75325","0.01289"
"33.04200","2.75373","0.01300"
"33.04800","2.75420","0.01300"
"33.05400","2.75468","0.01294"
"33.06000","2.75522","0.01278"
