End date,"1/8/2017"
Specimen label,"20DT_UNK"
Maximum Load,"0.19153",N

Time,Extension,Load
(s),(mm),(N)
"61.29600","5.10818","-0.00575"
"61.30200","5.10872","-0.00575"
"61.30800","5.10919","-0.00578"
"61.31400","5.10973","-0.00586"
"61.32000","5.11021","-0.00595"
"61.32600","5.11069","-0.00594"
"61.33200","5.11117","-0.00576"
"61.33800","5.11171","-0.00553"
"61.34400","5.11218","-0.00528"
"61.35000","5.11266","-0.00518"
"61.35600","5.11320","-0.00521"
"61.36200","5.11368","-0.00534"
"61.36800","5.11422","-0.00544"
"61.37400","5.11470","-0.00536"
"61.38000","5.11517","-0.00527"
"61.38600","5.11571","-0.00534"
"61.39200","5.11619","-0.00541"
"61.39800","5.11667","-0.00543"
"61.40400","5.11721","-0.00540"
"61.41000","5.11768","-0.00542"
"61.41600","5.11822","-0.00533"
"61.42200","5.11870","-0.00506"
"61.42800","5.11924","-0.00481"
"61.43400","5.11972","-0.00464"
"61.44000","5.12026","-0.00463"
"61.44600","5.12073","-0.00451"
"61.45200","5.12127","-0.00446"
"61.45800","5.12175","-0.00457"
"61.46400","5.12223","-0.00462"
"61.47000","5.12271","-0.00460"
"61.47600","5.12319","-0.00464"
"61.48200","5.12372","-0.00469"
"61.48800","5.12420","-0.00457"
"61.49400","5.12468","-0.00449"
"61.50000","5.12516","-0.00465"
"61.50600","5.12570","-0.00484"
"61.51200","5.12618","-0.00485"
"61.51800","5.12665","-0.00484"
"61.52400","5.12719","-0.00492"
"61.53000","5.12767","-0.00492"
"61.53600","5.12821","-0.00497"
"61.54200","5.12869","-0.00502"
"61.54800","5.12922","-0.00500"
"61.55400","5.12970","-0.00493"
"61.56000","5.13018","-0.00484"
"61.56600","5.13072","-0.00471"
"61.57200","5.13126","-0.00463"
"61.57800","5.13174","-0.00456"
"61.58400","5.13221","-0.00463"
"61.59000","5.13275","-0.00466"
"61.59600","5.13323","-0.00465"
"61.60200","5.13377","-0.00465"
"61.60800","5.13425","-0.00458"
"61.61400","5.13473","-0.00453"
"61.62000","5.13520","-0.00451"
"61.62600","5.13568","-0.00448"
"61.63200","5.13616","-0.00453"
"61.63800","5.13664","-0.00462"
"61.64400","5.13718","-0.00470"
"61.65000","5.13765","-0.00469"
"61.65600","5.13813","-0.00472"
"61.66200","5.13867","-0.00492"
"61.66800","5.13915","-0.00512"
"61.67400","5.13963","-0.00513"
"61.68000","5.14011","-0.00493"
"61.68600","5.14064","-0.00471"
"61.69200","5.14112","-0.00455"
"61.69800","5.14166","-0.00442"
"61.70400","5.14214","-0.00430"
"61.71000","5.14262","-0.00423"
"61.71600","5.14316","-0.00422"
"61.72200","5.14363","-0.00416"
"61.72800","5.14417","-0.00408"
"61.73400","5.14465","-0.00409"
"61.74000","5.14513","-0.00417"
"61.74600","5.14561","-0.00425"
"61.75200","5.14614","-0.00442"
"61.75800","5.14662","-0.00463"
"61.76400","5.14710","-0.00470"
"61.77000","5.14758","-0.00458"
"61.77600","5.14812","-0.00445"
"61.78200","5.14860","-0.00427"
"61.78800","5.14913","-0.00415"
"61.79400","5.14961","-0.00417"
"61.80000","5.15009","-0.00421"
"61.80600","5.15063","-0.00424"
"61.81200","5.15111","-0.00421"
"61.81800","5.15165","-0.00427"
"61.82400","5.15212","-0.00441"
"61.83000","5.15266","-0.00452"
"61.83600","5.15314","-0.00462"
"61.84200","5.15368","-0.00474"
"61.84800","5.15416","-0.00469"
"61.85400","5.15469","-0.00462"
"61.86000","5.15517","-0.00465"
"61.86600","5.15565","-0.00454"
"61.87200","5.15619","-0.00438"
"61.87800","5.15667","-0.00425"
"61.88400","5.15721","-0.00419"
"61.89000","5.15768","-0.00419"
"61.89600","5.15816","-0.00432"
"61.90200","5.15870","-0.00454"
"61.90800","5.15918","-0.00479"
"61.91400","5.15966","-0.00486"
"61.92000","5.16020","-0.00474"
"61.92600","5.16067","-0.00454"
"61.93200","5.16121","-0.00440"
"61.93800","5.16169","-0.00427"
"61.94400","5.16217","-0.00416"
"61.95000","5.16271","-0.00417"
"61.95600","5.16318","-0.00419"
"61.96200","5.16372","-0.00423"
"61.96800","5.16420","-0.00427"
"61.97400","5.16468","-0.00422"
"61.98000","5.16522","-0.00417"
"61.98600","5.16570","-0.00418"
"61.99200","5.16617","-0.00414"
"61.99800","5.16671","-0.00415"
"62.00400","5.16719","-0.00421"
"62.01000","5.16773","-0.00431"
"62.01600","5.16821","-0.00445"
"62.02200","5.16869","-0.00461"
"62.02800","5.16916","-0.00473"
"62.03400","5.16970","-0.00468"
"62.04000","5.17018","-0.00472"
"62.04600","5.17066","-0.00479"
"62.05200","5.17120","-0.00489"
"62.05800","5.17168","-0.00494"
"62.06400","5.17221","-0.00497"
"62.07000","5.17269","-0.00491"
"62.07600","5.17317","-0.00476"
"62.08200","5.17371","-0.00469"
"62.08800","5.17419","-0.00466"
"62.09400","5.17466","-0.00457"
"62.10000","5.17520","-0.00459"
"62.10600","5.17568","-0.00463"
"62.11200","5.17616","-0.00461"
"62.11800","5.17670","-0.00445"
"62.12400","5.17718","-0.00433"
"62.13000","5.17765","-0.00415"
"62.13600","5.17819","-0.00407"
"62.14200","5.17867","-0.00395"
"62.14800","5.17921","-0.00383"
"62.15400","5.17969","-0.00369"
"62.16000","5.18017","-0.00367"
"62.16600","5.18064","-0.00372"
"62.17200","5.18118","-0.00382"
"62.17800","5.18166","-0.00393"
"62.18400","5.18220","-0.00389"
"62.19000","5.18268","-0.00392"
"62.19600","5.18315","-0.00398"
"62.20200","5.18369","-0.00414"
"62.20800","5.18417","-0.00431"
"62.21400","5.18465","-0.00441"
"62.22000","5.18519","-0.00450"
"62.22600","5.18567","-0.00452"
"62.23200","5.18620","-0.00449"
"62.23800","5.18668","-0.00436"
"62.24400","5.18716","-0.00427"
"62.25000","5.18770","-0.00410"
"62.25600","5.18818","-0.00401"
"62.26200","5.18865","-0.00401"
"62.26800","5.18919","-0.00410"
"62.27400","5.18967","-0.00415"
"62.28000","5.19015","-0.00420"
"62.28600","5.19069","-0.00428"
"62.29200","5.19117","-0.00441"
"62.29800","5.19164","-0.00439"
"62.30400","5.19212","-0.00416"
"62.31000","5.19266","-0.00396"
"62.31600","5.19314","-0.00385"
"62.32200","5.19362","-0.00380"
"62.32800","5.19410","-0.00379"
"62.33400","5.19463","-0.00381"
"62.34000","5.19511","-0.00372"
"62.34600","5.19559","-0.00364"
"62.35200","5.19613","-0.00365"
"62.35800","5.19661","-0.00364"
"62.36400","5.19715","-0.00362"
"62.37000","5.19762","-0.00363"
"62.37600","5.19816","-0.00368"
"62.38200","5.19864","-0.00376"
"62.38800","5.19912","-0.00386"
"62.39400","5.19966","-0.00381"
"62.40000","5.20014","-0.00372"
"62.40600","5.20067","-0.00365"
"62.41200","5.20115","-0.00370"
"62.41800","5.20169","-0.00382"
"62.42400","5.20217","-0.00392"
"62.43000","5.20271","-0.00395"
"62.43600","5.20318","-0.00398"
"62.44200","5.20372","-0.00412"
"62.44800","5.20420","-0.00432"
"62.45400","5.20468","-0.00444"
"62.46000","5.20522","-0.00446"
"62.46600","5.20570","-0.00444"
"62.47200","5.20623","-0.00422"
"62.47800","5.20671","-0.00398"
"62.48400","5.20719","-0.00393"
"62.49000","5.20773","-0.00380"
"62.49600","5.20821","-0.00370"
"62.50200","5.20874","-0.00374"
"62.50800","5.20922","-0.00388"
"62.51400","5.20970","-0.00394"
"62.52000","5.21024","-0.00390"
"62.52600","5.21072","-0.00385"
"62.53200","5.21120","-0.00372"
"62.53800","5.21173","-0.00365"
"62.54400","5.21221","-0.00358"
"62.55000","5.21269","-0.00349"
"62.55600","5.21323","-0.00346"
"62.56200","5.21371","-0.00349"
"62.56800","5.21424","-0.00353"
"62.57400","5.21472","-0.00354"
"62.58000","5.21526","-0.00335"
"62.58600","5.21574","-0.00321"
"62.59200","5.21628","-0.00305"
"62.59800","5.21676","-0.00297"
"62.60400","5.21723","-0.00290"
"62.61000","5.21771","-0.00281"
"62.61600","5.21825","-0.00271"
"62.62200","5.21873","-0.00273"
"62.62800","5.21921","-0.00269"
"62.63400","5.21969","-0.00274"
"62.64000","5.22022","-0.00284"
"62.64600","5.22070","-0.00297"
"62.65200","5.22118","-0.00314"
"62.65800","5.22172","-0.00332"
"62.66400","5.22220","-0.00350"
"62.67000","5.22268","-0.00367"
"62.67600","5.22315","-0.00364"
"62.68200","5.22369","-0.00351"
"62.68800","5.22417","-0.00338"
"62.69400","5.22465","-0.00323"
"62.70000","5.22519","-0.00317"
"62.70600","5.22567","-0.00325"
"62.71200","5.22620","-0.00317"
"62.71800","5.22668","-0.00306"
"62.72400","5.22722","-0.00302"
"62.73000","5.22770","-0.00301"
"62.73600","5.22824","-0.00304"
"62.74200","5.22871","-0.00310"
"62.74800","5.22919","-0.00318"
"62.75400","5.22967","-0.00321"
"62.76000","5.23015","-0.00323"
"62.76600","5.23069","-0.00316"
"62.77200","5.23117","-0.00300"
"62.77800","5.23164","-0.00286"
"62.78400","5.23218","-0.00276"
"62.79000","5.23266","-0.00265"
"62.79600","5.23314","-0.00260"
"62.80200","5.23368","-0.00262"
"62.80800","5.23415","-0.00265"
"62.81400","5.23469","-0.00255"
"62.82000","5.23517","-0.00252"
"62.82600","5.23565","-0.00250"
"62.83200","5.23613","-0.00247"
"62.83800","5.23667","-0.00260"
"62.84400","5.23714","-0.00281"
"62.85000","5.23768","-0.00292"
"62.85600","5.23816","-0.00300"
"62.86200","5.23864","-0.00303"
"62.86800","5.23918","-0.00299"
"62.87400","5.23972","-0.00294"
"62.88000","5.24019","-0.00278"
"62.88600","5.24067","-0.00270"
"62.89200","5.24121","-0.00263"
"62.89800","5.24169","-0.00261"
"62.90400","5.24217","-0.00252"
"62.91000","5.24270","-0.00251"
"62.91600","5.24318","-0.00245"
"62.92200","5.24366","-0.00254"
"62.92800","5.24414","-0.00270"
"62.93400","5.24462","-0.00289"
"62.94000","5.24516","-0.00303"
"62.94600","5.24564","-0.00302"
"62.95200","5.24611","-0.00294"
"62.95800","5.24665","-0.00287"
"62.96400","5.24713","-0.00280"
"62.97000","5.24767","-0.00265"
"62.97600","5.24815","-0.00248"
"62.98200","5.24862","-0.00246"
"62.98800","5.24916","-0.00253"
"62.99400","5.24970","-0.00258"
"63.00000","5.25018","-0.00268"
"63.00600","5.25072","-0.00277"
"63.01200","5.25120","-0.00284"
"63.01800","5.25173","-0.00285"
"63.02400","5.25221","-0.00295"
"63.03000","5.25275","-0.00311"
"63.03600","5.25323","-0.00331"
"63.04200","5.25371","-0.00343"
"63.04800","5.25424","-0.00331"
"63.05400","5.25472","-0.00302"
"63.06000","5.25520","-0.00288"
"63.06600","5.25568","-0.00289"
"63.07200","5.25622","-0.00290"
"63.07800","5.25670","-0.00285"
"63.08400","5.25717","-0.00283"
"63.09000","5.25765","-0.00277"
"63.09600","5.25819","-0.00260"
"63.10200","5.25867","-0.00254"
"63.10800","5.25915","-0.00256"
"63.11400","5.25969","-0.00235"
"63.12000","5.26016","-0.00222"
"63.12600","5.26064","-0.00218"
"63.13200","5.26118","-0.00219"
"63.13800","5.26172","-0.00227"
"63.14400","5.26220","-0.00235"
"63.15000","5.26267","-0.00239"
"63.15600","5.26321","-0.00237"
"63.16200","5.26369","-0.00241"
"63.16800","5.26417","-0.00243"
"63.17400","5.26471","-0.00245"
"63.18000","5.26519","-0.00240"
"63.18600","5.26566","-0.00240"
"63.19200","5.26620","-0.00236"
"63.19800","5.26668","-0.00238"
"63.20400","5.26716","-0.00230"
"63.21000","5.26770","-0.00216"
"63.21600","5.26818","-0.00217"
"63.22200","5.26865","-0.00220"
"63.22800","5.26919","-0.00215"
"63.23400","5.26967","-0.00209"
"63.24000","5.27015","-0.00220"
"63.24600","5.27063","-0.00226"
"63.25200","5.27116","-0.00230"
"63.25800","5.27164","-0.00228"
"63.26400","5.27218","-0.00240"
"63.27000","5.27266","-0.00242"
"63.27600","5.27314","-0.00229"
"63.28200","5.27368","-0.00218"
"63.28800","5.27415","-0.00211"
"63.29400","5.27469","-0.00189"
"63.30000","5.27517","-0.00170"
"63.30600","5.27565","-0.00154"
"63.31200","5.27613","-0.00144"
"63.31800","5.27667","-0.00151"
"63.32400","5.27714","-0.00162"
"63.33000","5.27762","-0.00179"
"63.33600","5.27810","-0.00195"
"63.34200","5.27864","-0.00204"
"63.34800","5.27912","-0.00217"
"63.35400","5.27965","-0.00224"
"63.36000","5.28013","-0.00213"
"63.36600","5.28061","-0.00194"
"63.37200","5.28115","-0.00185"
"63.37800","5.28163","-0.00179"
"63.38400","5.28211","-0.00179"
"63.39000","5.28258","-0.00177"
"63.39600","5.28312","-0.00178"
"63.40200","5.28360","-0.00193"
"63.40800","5.28414","-0.00210"
"63.41400","5.28462","-0.00222"
"63.42000","5.28516","-0.00227"
"63.42600","5.28563","-0.00243"
"63.43200","5.28617","-0.00249"
"63.43800","5.28665","-0.00257"
"63.44400","5.28719","-0.00265"
"63.45000","5.28767","-0.00259"
"63.45600","5.28815","-0.00229"
"63.46200","5.28868","-0.00196"
"63.46800","5.28916","-0.00178"
"63.47400","5.28964","-0.00158"
"63.48000","5.29018","-0.00154"
"63.48600","5.29066","-0.00161"
"63.49200","5.29119","-0.00175"
"63.49800","5.29167","-0.00176"
"63.50400","5.29221","-0.00166"
"63.51000","5.29269","-0.00163"
"63.51600","5.29317","-0.00175"
"63.52200","5.29371","-0.00177"
"63.52800","5.29418","-0.00174"
"63.53400","5.29466","-0.00183"
"63.54000","5.29514","-0.00195"
"63.54600","5.29568","-0.00202"
"63.55200","5.29616","-0.00206"
"63.55800","5.29670","-0.00214"
"63.56400","5.29717","-0.00215"
"63.57000","5.29771","-0.00206"
"63.57600","5.29819","-0.00184"
"63.58200","5.29873","-0.00173"
"63.58800","5.29921","-0.00180"
"63.59400","5.29968","-0.00217"
"63.60000","5.30022","-0.00377"
"63.60600","5.30070","-0.00722"
"63.61200","5.30124","-0.01209"
"63.61800","5.30172","-0.01719"
"63.62400","5.30220","-0.02102"
"63.63000","5.30273","-0.02264"
"63.63600","5.30321","-0.02247"
"63.64200","5.30375","-0.02201"
"63.64800","5.30423","-0.02248"
"63.65400","5.30471","-0.02389"
"63.66000","5.30524","-0.02545"
"63.66600","5.30572","-0.02597"
"63.67200","5.30626","-0.02503"
"63.67800","5.30674","-0.02316"
"63.68400","5.30722","-0.02158"
"63.69000","5.30770","-0.02119"
"63.69600","5.30823","-0.02182"
"63.70200","5.30871","-0.02248"
"63.70800","5.30919","-0.02252"
"63.71400","5.30973","-0.02189"
"63.72000","5.31021","-0.02121"
"63.72600","5.31069","-0.02125"
"63.73200","5.31122","-0.02213"
"63.73800","5.31170","-0.02337"
"63.74400","5.31224","-0.02413"
"63.75000","5.31272","-0.02392"
"63.75600","5.31320","-0.02295"
"63.76200","5.31374","-0.02192"
"63.76800","5.31421","-0.02162"
"63.77400","5.31469","-0.02210"
"63.78000","5.31523","-0.02265"
"63.78600","5.31571","-0.02275"
"63.79200","5.31619","-0.02221"
"63.79800","5.31672","-0.02139"
"63.80400","5.31720","-0.02085"
"63.81000","5.31768","-0.02106"
"63.81600","5.31822","-0.02193"
"63.82200","5.31870","-0.02275"
"63.82800","5.31918","-0.02271"
"63.83400","5.31965","-0.02187"
"63.84000","5.32019","-0.02088"
"63.84600","5.32067","-0.02041"
"63.85200","5.32115","-0.02074"
"63.85800","5.32169","-0.02160"
"63.86400","5.32217","-0.02234"
"63.87000","5.32264","-0.02234"
"63.87600","5.32318","-0.02178"
"63.88200","5.32366","-0.02121"
"63.88800","5.32414","-0.02115"
"63.89400","5.32468","-0.02172"
"63.90000","5.32515","-0.02258"
"63.90600","5.32563","-0.02306"
"63.91200","5.32617","-0.02287"
"63.91800","5.32665","-0.02230"
"63.92400","5.32713","-0.02178"
"63.93000","5.32767","-0.02180"
"63.93600","5.32814","-0.02235"
"63.94200","5.32862","-0.02290"
"63.94800","5.32910","-0.02292"
"63.95400","5.32964","-0.02238"
"63.96000","5.33012","-0.02163"
"63.96600","5.33060","-0.02113"
"63.97200","5.33113","-0.02116"
"63.97800","5.33161","-0.02155"
"63.98400","5.33215","-0.02200"
"63.99000","5.33263","-0.02201"
"63.99600","5.33317","-0.02141"
"64.00200","5.33364","-0.02083"
"64.00800","5.33418","-0.02062"
"64.01400","5.33466","-0.02073"
"64.02000","5.33520","-0.02122"
"64.02600","5.33568","-0.02170"
"64.03200","5.33622","-0.02170"
"64.03800","5.33669","-0.02133"
"64.04400","5.33717","-0.02087"
"64.05000","5.33771","-0.02081"
"64.05600","5.33819","-0.02110"
"64.06200","5.33873","-0.02161"
"64.06800","5.33921","-0.02197"
"64.07400","5.33974","-0.02176"
"64.08000","5.34022","-0.02120"
"64.08600","5.34070","-0.02081"
"64.09200","5.34124","-0.02094"
"64.09800","5.34172","-0.02150"
"64.10400","5.34220","-0.02222"
"64.11000","5.34273","-0.02263"
"64.11600","5.34321","-0.02252"
"64.12200","5.34369","-0.02209"
"64.12800","5.34423","-0.02171"
"64.13400","5.34471","-0.02167"
"64.14000","5.34518","-0.02202"
"64.14600","5.34572","-0.02240"
"64.15200","5.34620","-0.02240"
"64.15800","5.34668","-0.02197"
"64.16400","5.34722","-0.02129"
"64.17000","5.34770","-0.02082"
"64.17600","5.34823","-0.02086"
"64.18200","5.34871","-0.02130"
"64.18800","5.34919","-0.02161"
"64.19400","5.34973","-0.02164"
"64.20000","5.35021","-0.02143"
"64.20600","5.35069","-0.02108"
"64.21200","5.35122","-0.02080"
"64.21800","5.35170","-0.02084"
"64.22400","5.35218","-0.02121"
"64.23000","5.35272","-0.02161"
"64.23600","5.35320","-0.02158"
"64.24200","5.35367","-0.02116"
"64.24800","5.35421","-0.02070"
"64.25400","5.35469","-0.02045"
"64.26000","5.35517","-0.02065"
"64.26600","5.35571","-0.02121"
"64.27200","5.35619","-0.02172"
"64.27800","5.35672","-0.02183"
"64.28400","5.35720","-0.02156"
"64.29000","5.35774","-0.02119"
"64.29600","5.35822","-0.02098"
"64.30200","5.35876","-0.02115"
"64.30800","5.35923","-0.02157"
"64.31400","5.35971","-0.02190"
"64.32000","5.36025","-0.02194"
"64.32600","5.36073","-0.02173"
"64.33200","5.36121","-0.02150"
"64.33800","5.36175","-0.02150"
"64.34400","5.36222","-0.02173"
"64.35000","5.36270","-0.02210"
"64.35600","5.36318","-0.02235"
"64.36200","5.36366","-0.02227"
"64.36800","5.36420","-0.02196"
"64.37400","5.36468","-0.02182"
"64.38000","5.36515","-0.02183"
"64.38600","5.36569","-0.02196"
"64.39200","5.36617","-0.02212"
"64.39800","5.36665","-0.02221"
"64.40400","5.36713","-0.02198"
"64.41000","5.36766","-0.02159"
"64.41600","5.36814","-0.02135"
"64.42200","5.36868","-0.02145"
"64.42800","5.36916","-0.02179"
"64.43400","5.36970","-0.02202"
"64.44000","5.37018","-0.02205"
"64.44600","5.37065","-0.02187"
"64.45200","5.37119","-0.02163"
"64.45800","5.37167","-0.02142"
"64.46400","5.37215","-0.02155"
"64.47000","5.37269","-0.02178"
"64.47600","5.37317","-0.02182"
"64.48200","5.37364","-0.02178"
"64.48800","5.37418","-0.02159"
"64.49400","5.37466","-0.02138"
"64.50000","5.37514","-0.02141"
"64.50600","5.37562","-0.02169"
"64.51200","5.37616","-0.02192"
"64.51800","5.37663","-0.02204"
"64.52400","5.37711","-0.02199"
"64.53000","5.37765","-0.02182"
"64.53600","5.37813","-0.02163"
"64.54200","5.37861","-0.02165"
"64.54800","5.37915","-0.02182"
"64.55400","5.37962","-0.02189"
"64.56000","5.38016","-0.02188"
"64.56600","5.38064","-0.02173"
"64.57200","5.38118","-0.02155"
"64.57800","5.38172","-0.02136"
"64.58400","5.38219","-0.02126"
"64.59000","5.38273","-0.02124"
"64.59600","5.38321","-0.02133"
"64.60200","5.38375","-0.02140"
"64.60800","5.38423","-0.02128"
"64.61400","5.38471","-0.02102"
"64.62000","5.38524","-0.02085"
"64.62600","5.38572","-0.02073"
"64.63200","5.38620","-0.02077"
"64.63800","5.38668","-0.02099"
"64.64400","5.38722","-0.02112"
"64.65000","5.38769","-0.02106"
"64.65600","5.38817","-0.02100"
"64.66200","5.38871","-0.02104"
"64.66800","5.38919","-0.02110"
"64.67400","5.38967","-0.02114"
"64.68000","5.39015","-0.02107"
"64.68600","5.39068","-0.02107"
"64.69200","5.39116","-0.02103"
"64.69800","5.39164","-0.02091"
"64.70400","5.39218","-0.02096"
"64.71000","5.39266","-0.02116"
"64.71600","5.39320","-0.02143"
"64.72200","5.39367","-0.02150"
"64.72800","5.39421","-0.02141"
"64.73400","5.39475","-0.02133"
"64.74000","5.39523","-0.02130"
"64.74600","5.39571","-0.02127"
"64.75200","5.39624","-0.02140"
"64.75800","5.39672","-0.02151"
"64.76400","5.39720","-0.02146"
"64.77000","5.39774","-0.02140"
"64.77600","5.39822","-0.02139"
"64.78200","5.39870","-0.02152"
"64.78800","5.39923","-0.02161"
"64.79400","5.39971","-0.02169"
"64.80000","5.40019","-0.02165"
"64.80600","5.40073","-0.02147"
"64.81200","5.40121","-0.02121"
"64.81800","5.40169","-0.02108"
"64.82400","5.40222","-0.02116"
"64.83000","5.40270","-0.02139"
"64.83600","5.40318","-0.02155"
"64.84200","5.40372","-0.02165"
"64.84800","5.40420","-0.02168"
"64.85400","5.40468","-0.02168"
"64.86000","5.40521","-0.02170"
"64.86600","5.40575","-0.02180"
"64.87200","5.40623","-0.02194"
"64.87800","5.40677","-0.02207"
"64.88400","5.40725","-0.02210"
"64.89000","5.40772","-0.02195"
"64.89600","5.40826","-0.02175"
"64.90200","5.40874","-0.02173"
"64.90800","5.40922","-0.02174"
"64.91400","5.40970","-0.02190"
"64.92000","5.41023","-0.02196"
"64.92600","5.41071","-0.02188"
"64.93200","5.41119","-0.02178"
"64.93800","5.41167","-0.02162"
"64.94400","5.41215","-0.02151"
"64.95000","5.41269","-0.02154"
"64.95600","5.41317","-0.02157"
"64.96200","5.41364","-0.02155"
"64.96800","5.41418","-0.02143"
"64.97400","5.41466","-0.02126"
"64.98000","5.41514","-0.02107"
"64.98600","5.41562","-0.02092"
"64.99200","5.41615","-0.02086"
"64.99800","5.41663","-0.02100"
"65.00400","5.41711","-0.02119"
"65.01000","5.41765","-0.02117"
"65.01600","5.41819","-0.02109"
"65.02200","5.41867","-0.02110"
"65.02800","5.41914","-0.02115"
"65.03400","5.41968","-0.02118"
"65.04000","5.42016","-0.02110"
"65.04600","5.42070","-0.02104"
"65.05200","5.42118","-0.02103"
"65.05800","5.42166","-0.02105"
"65.06400","5.42213","-0.02113"
"65.07000","5.42267","-0.02116"
"65.07600","5.42315","-0.02115"
"65.08200","5.42363","-0.02118"
"65.08800","5.42411","-0.02129"
"65.09400","5.42464","-0.02130"
"65.10000","5.42512","-0.02127"
"65.10600","5.42566","-0.02136"
"65.11200","5.42614","-0.02146"
"65.11800","5.42662","-0.02151"
"65.12400","5.42716","-0.02155"
"65.13000","5.42763","-0.02143"
"65.13600","5.42817","-0.02122"
"65.14200","5.42865","-0.02103"
"65.14800","5.42913","-0.02094"
"65.15400","5.42967","-0.02092"
"65.16000","5.43020","-0.02105"
"65.16600","5.43068","-0.02122"
"65.17200","5.43122","-0.02121"
"65.17800","5.43170","-0.02109"
"65.18400","5.43224","-0.02093"
"65.19000","5.43272","-0.02083"
"65.19600","5.43319","-0.02090"
"65.20200","5.43367","-0.02108"
"65.20800","5.43415","-0.02120"
"65.21400","5.43469","-0.02120"
"65.22000","5.43517","-0.02119"
"65.22600","5.43565","-0.02117"
"65.23200","5.43612","-0.02116"
"65.23800","5.43666","-0.02113"
"65.24400","5.43714","-0.02111"
"65.25000","5.43762","-0.02113"
"65.25600","5.43816","-0.02102"
"65.26200","5.43864","-0.02088"
"65.26800","5.43917","-0.02083"
"65.27400","5.43965","-0.02077"
"65.28000","5.44013","-0.02079"
"65.28600","5.44067","-0.02091"
"65.29200","5.44115","-0.02097"
"65.29800","5.44168","-0.02091"
"65.30400","5.44222","-0.02080"
"65.31000","5.44270","-0.02062"
"65.31600","5.44318","-0.02063"
"65.32200","5.44372","-0.02074"
"65.32800","5.44420","-0.02093"
"65.33400","5.44473","-0.02101"
"65.34000","5.44521","-0.02104"
"65.34600","5.44569","-0.02111"
"65.35200","5.44623","-0.02115"
"65.35800","5.44671","-0.02124"
"65.36400","5.44719","-0.02135"
"65.37000","5.44766","-0.02135"
"65.37600","5.44814","-0.02137"
"65.38200","5.44868","-0.02139"
"65.38800","5.44916","-0.02141"
"65.39400","5.44964","-0.02126"
"65.40000","5.45011","-0.02120"
"65.40600","5.45065","-0.02112"
"65.41200","5.45113","-0.02109"
"65.41800","5.45167","-0.02103"
"65.42400","5.45215","-0.02098"
"65.43000","5.45269","-0.02095"
"65.43600","5.45316","-0.02085"
"65.44200","5.45364","-0.02087"
"65.44800","5.45418","-0.02097"
"65.45400","5.45466","-0.02102"
"65.46000","5.45514","-0.02100"
"65.46600","5.45568","-0.02092"
"65.47200","5.45615","-0.02077"
"65.47800","5.45663","-0.02059"
"65.48400","5.45717","-0.02052"
"65.49000","5.45765","-0.02059"
"65.49600","5.45813","-0.02065"
"65.50200","5.45860","-0.02063"
"65.50800","5.45914","-0.02049"
"65.51400","5.45962","-0.02038"
"65.52000","5.46010","-0.02037"
"65.52600","5.46058","-0.02055"
"65.53200","5.46112","-0.02075"
"65.53800","5.46159","-0.02089"
"65.54400","5.46207","-0.02100"
"65.55000","5.46255","-0.02099"
"65.55600","5.46309","-0.02096"
"65.56200","5.46357","-0.02089"
"65.56800","5.46411","-0.02090"
"65.57400","5.46458","-0.02095"
"65.58000","5.46512","-0.02098"
"65.58600","5.46566","-0.02099"
"65.59200","5.46614","-0.02103"
"65.59800","5.46668","-0.02120"
"65.60400","5.46715","-0.02135"
"65.61000","5.46769","-0.02142"
"65.61600","5.46817","-0.02149"
"65.62200","5.46865","-0.02152"
"65.62800","5.46919","-0.02152"
"65.63400","5.46967","-0.02153"
"65.64000","5.47020","-0.02157"
"65.64600","5.47068","-0.02163"
"65.65200","5.47116","-0.02152"
"65.65800","5.47170","-0.02140"
"65.66400","5.47218","-0.02130"
"65.67000","5.47266","-0.02109"
"65.67600","5.47319","-0.02085"
"65.68200","5.47367","-0.02071"
"65.68800","5.47421","-0.02072"
"65.69400","5.47469","-0.02080"
"65.70000","5.47517","-0.02101"
"65.70600","5.47570","-0.02114"
"65.71200","5.47618","-0.02106"
"65.71800","5.47672","-0.02094"
"65.72400","5.47720","-0.02081"
"65.73000","5.47774","-0.02083"
"65.73600","5.47822","-0.02092"
"65.74200","5.47875","-0.02084"
"65.74800","5.47923","-0.02071"
"65.75400","5.47977","-0.02061"
"65.76000","5.48025","-0.02060"
"65.76600","5.48073","-0.02068"
"65.77200","5.48121","-0.02087"
"65.77800","5.48174","-0.02090"
"65.78400","5.48222","-0.02084"
"65.79000","5.48270","-0.02065"
"65.79600","5.48324","-0.02054"
"65.80200","5.48372","-0.02054"
"65.80800","5.48419","-0.02060"
"65.81400","5.48473","-0.02074"
"65.82000","5.48521","-0.02067"
"65.82600","5.48569","-0.02048"
"65.83200","5.48623","-0.02035"
"65.83800","5.48671","-0.02023"
"65.84400","5.48718","-0.02025"
"65.85000","5.48772","-0.02031"
"65.85600","5.48820","-0.02042"
"65.86200","5.48874","-0.02047"
"65.86800","5.48922","-0.02052"
"65.87400","5.48970","-0.02067"
"65.88000","5.49023","-0.02072"
"65.88600","5.49071","-0.02068"
"65.89200","5.49119","-0.02058"
"65.89800","5.49173","-0.02062"
"65.90400","5.49221","-0.02068"
"65.91000","5.49268","-0.02059"
"65.91600","5.49322","-0.02052"
"65.92200","5.49370","-0.02048"
"65.92800","5.49424","-0.02052"
"65.93400","5.49472","-0.02069"
