End date,"1/8/2017"
Specimen label,"20DT_UNK"
Maximum Load,"0.19153",N

Time,Extension,Load
(s),(mm),(N)
"259.84800","21.65416","0.00148"
"259.85400","21.65463","0.00154"
"259.86000","21.65517","0.00162"
"259.86600","21.65565","0.00158"
"259.87200","21.65619","0.00150"
"259.87800","21.65667","0.00143"
"259.88400","21.65720","0.00142"
"259.89000","21.65768","0.00145"
"259.89600","21.65816","0.00146"
"259.90200","21.65870","0.00152"
"259.90800","21.65918","0.00157"
"259.91400","21.65965","0.00155"
"259.92000","21.66019","0.00156"
"259.92600","21.66067","0.00153"
"259.93200","21.66121","0.00140"
"259.93800","21.66169","0.00129"
"259.94400","21.66223","0.00133"
"259.95000","21.66270","0.00144"
"259.95600","21.66324","0.00159"
"259.96200","21.66372","0.00164"
"259.96800","21.66426","0.00172"
"259.97400","21.66474","0.00183"
"259.98000","21.66521","0.00184"
"259.98600","21.66575","0.00176"
"259.99200","21.66623","0.00176"
"259.99800","21.66671","0.00187"
"260.00400","21.66719","0.00200"
"260.01000","21.66773","0.00207"
"260.01600","21.66821","0.00206"
"260.02200","21.66874","0.00200"
"260.02800","21.66922","0.00185"
"260.03400","21.66970","0.00174"
"260.04000","21.67024","0.00178"
"260.04600","21.67071","0.00182"
"260.05200","21.67119","0.00179"
"260.05800","21.67167","0.00176"
"260.06400","21.67221","0.00172"
"260.07000","21.67269","0.00175"
"260.07600","21.67317","0.00172"
"260.08200","21.67370","0.00169"
"260.08800","21.67418","0.00175"
"260.09400","21.67472","0.00182"
"260.10000","21.67520","0.00187"
"260.10600","21.67568","0.00192"
"260.11200","21.67622","0.00198"
"260.11800","21.67669","0.00203"
"260.12400","21.67717","0.00206"
"260.13000","21.67771","0.00207"
"260.13600","21.67819","0.00207"
"260.14200","21.67873","0.00206"
"260.14800","21.67921","0.00200"
"260.15400","21.67968","0.00199"
"260.16000","21.68022","0.00202"
"260.16600","21.68070","0.00210"
"260.17200","21.68124","0.00216"
"260.17800","21.68172","0.00217"
"260.18400","21.68220","0.00211"
"260.19000","21.68273","0.00207"
"260.19600","21.68321","0.00210"
"260.20200","21.68375","0.00217"
"260.20800","21.68423","0.00219"
"260.21400","21.68471","0.00217"
"260.22000","21.68519","0.00222"
"260.22600","21.68572","0.00233"
"260.23200","21.68620","0.00245"
"260.23800","21.68668","0.00251"
"260.24400","21.68716","0.00247"
"260.25000","21.68770","0.00229"
"260.25600","21.68818","0.00213"
"260.26200","21.68865","0.00202"
"260.26800","21.68913","0.00206"
"260.27400","21.68967","0.00210"
"260.28000","21.69015","0.00207"
"260.28600","21.69069","0.00211"
"260.29200","21.69116","0.00219"
"260.29800","21.69164","0.00218"
"260.30400","21.69218","0.00226"
"260.31000","21.69266","0.00240"
"260.31600","21.69314","0.00260"
"260.32200","21.69361","0.00276"
"260.32800","21.69415","0.00284"
"260.33400","21.69463","0.00286"
"260.34000","21.69511","0.00281"
"260.34600","21.69565","0.00275"
"260.35200","21.69613","0.00272"
"260.35800","21.69661","0.00270"
"260.36400","21.69708","0.00265"
"260.37000","21.69756","0.00267"
"260.37600","21.69810","0.00272"
"260.38200","21.69858","0.00276"
"260.38800","21.69912","0.00284"
"260.39400","21.69959","0.00287"
"260.40000","21.70013","0.00289"
"260.40600","21.70061","0.00294"
"260.41200","21.70115","0.00290"
"260.41800","21.70163","0.00279"
"260.42400","21.70217","0.00266"
"260.43000","21.70264","0.00255"
"260.43600","21.70318","0.00248"
"260.44200","21.70372","0.00244"
"260.44800","21.70420","0.00245"
"260.45400","21.70473","0.00247"
"260.46000","21.70522","0.00243"
"260.46600","21.70575","0.00243"
"260.47200","21.70623","0.00246"
"260.47800","21.70671","0.00252"
"260.48400","21.70725","0.00257"
"260.49000","21.70773","0.00259"
"260.49600","21.70821","0.00252"
"260.50200","21.70874","0.00241"
"260.50800","21.70922","0.00229"
"260.51400","21.70970","0.00217"
"260.52000","21.71024","0.00214"
"260.52600","21.71071","0.00220"
"260.53200","21.71125","0.00218"
"260.53800","21.71173","0.00221"
"260.54400","21.71221","0.00226"
"260.55000","21.71269","0.00247"
"260.55600","21.71323","0.00263"
"260.56200","21.71370","0.00266"
"260.56800","21.71424","0.00260"
"260.57400","21.71472","0.00257"
"260.58000","21.71526","0.00247"
"260.58600","21.71574","0.00242"
"260.59200","21.71627","0.00235"
"260.59800","21.71675","0.00237"
"260.60400","21.71729","0.00244"
"260.61000","21.71777","0.00243"
"260.61600","21.71825","0.00245"
"260.62200","21.71873","0.00253"
"260.62800","21.71926","0.00253"
"260.63400","21.71974","0.00253"
"260.64000","21.72022","0.00255"
"260.64600","21.72070","0.00249"
"260.65200","21.72118","0.00243"
"260.65800","21.72166","0.00246"
"260.66400","21.72220","0.00248"
"260.67000","21.72267","0.00263"
"260.67600","21.72321","0.00279"
"260.68200","21.72369","0.00290"
"260.68800","21.72417","0.00298"
"260.69400","21.72465","0.00312"
"260.70000","21.72519","0.00322"
"260.70600","21.72566","0.00324"
"260.71200","21.72614","0.00321"
"260.71800","21.72668","0.00323"
"260.72400","21.72716","0.00324"
"260.73000","21.72770","0.00319"
"260.73600","21.72817","0.00320"
"260.74200","21.72871","0.00319"
"260.74800","21.72919","0.00309"
"260.75400","21.72973","0.00302"
"260.76000","21.73021","0.00301"
"260.76600","21.73068","0.00306"
"260.77200","21.73116","0.00308"
"260.77800","21.73170","0.00302"
"260.78400","21.73218","0.00299"
"260.79000","21.73266","0.00291"
"260.79600","21.73314","0.00283"
"260.80200","21.73368","0.00277"
"260.80800","21.73415","0.00273"
"260.81400","21.73469","0.00275"
"260.82000","21.73517","0.00280"
"260.82600","21.73565","0.00287"
"260.83200","21.73619","0.00296"
"260.83800","21.73666","0.00301"
"260.84400","21.73714","0.00311"
"260.85000","21.73768","0.00324"
"260.85600","21.73816","0.00328"
"260.86200","21.73864","0.00332"
"260.86800","21.73912","0.00336"
"260.87400","21.73965","0.00344"
"260.88000","21.74013","0.00341"
"260.88600","21.74067","0.00333"
"260.89200","21.74115","0.00327"
"260.89800","21.74169","0.00321"
"260.90400","21.74216","0.00313"
"260.91000","21.74264","0.00302"
"260.91600","21.74312","0.00299"
"260.92200","21.74366","0.00306"
"260.92800","21.74414","0.00304"
"260.93400","21.74468","0.00304"
"260.94000","21.74516","0.00305"
"260.94600","21.74563","0.00307"
"260.95200","21.74617","0.00314"
"260.95800","21.74665","0.00309"
"260.96400","21.74718","0.00305"
"260.97000","21.74767","0.00308"
"260.97600","21.74820","0.00318"
"260.98200","21.74868","0.00330"
"260.98800","21.74916","0.00338"
"260.99400","21.74970","0.00338"
"261.00000","21.75017","0.00330"
"261.00600","21.75065","0.00320"
"261.01200","21.75119","0.00316"
"261.01800","21.75167","0.00309"
"261.02400","21.75215","0.00299"
"261.03000","21.75269","0.00290"
"261.03600","21.75316","0.00285"
"261.04200","21.75364","0.00282"
"261.04800","21.75418","0.00282"
"261.05400","21.75466","0.00286"
"261.06000","21.75520","0.00289"
"261.06600","21.75568","0.00295"
"261.07200","21.75621","0.00304"
"261.07800","21.75669","0.00307"
"261.08400","21.75723","0.00312"
"261.09000","21.75771","0.00320"
"261.09600","21.75819","0.00323"
"261.10200","21.75873","0.00331"
"261.10800","21.75920","0.00335"
"261.11400","21.75974","0.00336"
"261.12000","21.76022","0.00339"
"261.12600","21.76070","0.00339"
"261.13200","21.76124","0.00330"
"261.13800","21.76171","0.00324"
"261.14400","21.76219","0.00320"
"261.15000","21.76273","0.00321"
"261.15600","21.76321","0.00328"
"261.16200","21.76369","0.00338"
"261.16800","21.76423","0.00348"
"261.17400","21.76471","0.00360"
"261.18000","21.76518","0.00367"
"261.18600","21.76572","0.00371"
"261.19200","21.76620","0.00374"
"261.19800","21.76668","0.00375"
"261.20400","21.76716","0.00365"
"261.21000","21.76769","0.00350"
"261.21600","21.76817","0.00342"
"261.22200","21.76865","0.00343"
"261.22800","21.76919","0.00340"
"261.23400","21.76967","0.00330"
"261.24000","21.77015","0.00323"
"261.24600","21.77068","0.00311"
"261.25200","21.77116","0.00304"
"261.25800","21.77170","0.00307"
"261.26400","21.77218","0.00312"
"261.27000","21.77266","0.00325"
"261.27600","21.77314","0.00340"
"261.28200","21.77367","0.00351"
"261.28800","21.77415","0.00356"
"261.29400","21.77463","0.00359"
"261.30000","21.77511","0.00364"
"261.30600","21.77559","0.00366"
"261.31200","21.77612","0.00368"
"261.31800","21.77660","0.00370"
"261.32400","21.77708","0.00369"
"261.33000","21.77762","0.00361"
"261.33600","21.77810","0.00356"
"261.34200","21.77858","0.00352"
"261.34800","21.77911","0.00355"
"261.35400","21.77959","0.00363"
"261.36000","21.78013","0.00372"
"261.36600","21.78061","0.00380"
"261.37200","21.78115","0.00386"
"261.37800","21.78163","0.00382"
"261.38400","21.78217","0.00383"
"261.39000","21.78264","0.00385"
"261.39600","21.78312","0.00382"
"261.40200","21.78366","0.00380"
"261.40800","21.78414","0.00379"
"261.41400","21.78461","0.00376"
"261.42000","21.78509","0.00378"
"261.42600","21.78563","0.00386"
"261.43200","21.78611","0.00400"
"261.43800","21.78665","0.00411"
"261.44400","21.78713","0.00413"
"261.45000","21.78760","0.00411"
"261.45600","21.78814","0.00401"
"261.46200","21.78862","0.00391"
"261.46800","21.78916","0.00390"
"261.47400","21.78964","0.00388"
"261.48000","21.79017","0.00392"
"261.48600","21.79066","0.00396"
"261.49200","21.79119","0.00395"
"261.49800","21.79167","0.00396"
"261.50400","21.79215","0.00393"
"261.51000","21.79269","0.00395"
"261.51600","21.79317","0.00408"
"261.52200","21.79364","0.00417"
"261.52800","21.79418","0.00413"
"261.53400","21.79466","0.00408"
"261.54000","21.79520","0.00405"
"261.54600","21.79568","0.00393"
"261.55200","21.79615","0.00385"
"261.55800","21.79669","0.00385"
"261.56400","21.79717","0.00381"
"261.57000","21.79765","0.00372"
"261.57600","21.79819","0.00365"
"261.58200","21.79867","0.00366"
"261.58800","21.79921","0.00366"
"261.59400","21.79968","0.00363"
"261.60000","21.80022","0.00362"
"261.60600","21.80070","0.00369"
"261.61200","21.80124","0.00373"
"261.61800","21.80171","0.00384"
"261.62400","21.80219","0.00403"
"261.63000","21.80267","0.00414"
"261.63600","21.80321","0.00417"
"261.64200","21.80369","0.00409"
"261.64800","21.80416","0.00400"
"261.65400","21.80470","0.00396"
"261.66000","21.80518","0.00393"
"261.66600","21.80566","0.00390"
"261.67200","21.80620","0.00387"
"261.67800","21.80668","0.00383"
"261.68400","21.80722","0.00380"
"261.69000","21.80769","0.00386"
"261.69600","21.80823","0.00396"
"261.70200","21.80871","0.00408"
"261.70800","21.80919","0.00416"
"261.71400","21.80973","0.00424"
"261.72000","21.81021","0.00430"
"261.72600","21.81068","0.00435"
"261.73200","21.81122","0.00433"
"261.73800","21.81170","0.00429"
"261.74400","21.81224","0.00423"
"261.75000","21.81272","0.00422"
"261.75600","21.81325","0.00420"
"261.76200","21.81373","0.00414"
"261.76800","21.81427","0.00410"
"261.77400","21.81475","0.00410"
"261.78000","21.81523","0.00403"
"261.78600","21.81571","0.00397"
"261.79200","21.81618","0.00390"
"261.79800","21.81672","0.00393"
"261.80400","21.81720","0.00395"
"261.81000","21.81768","0.00392"
"261.81600","21.81822","0.00391"
"261.82200","21.81869","0.00391"
"261.82800","21.81917","0.00401"
"261.83400","21.81965","0.00410"
"261.84000","21.82019","0.00413"
"261.84600","21.82067","0.00412"
"261.85200","21.82115","0.00412"
"261.85800","21.82169","0.00411"
"261.86400","21.82216","0.00406"
"261.87000","21.82264","0.00409"
"261.87600","21.82318","0.00416"
"261.88200","21.82366","0.00417"
"261.88800","21.82420","0.00412"
"261.89400","21.82467","0.00404"
"261.90000","21.82515","0.00402"
"261.90600","21.82569","0.00404"
"261.91200","21.82617","0.00402"
"261.91800","21.82671","0.00407"
"261.92400","21.82718","0.00408"
"261.93000","21.82766","0.00410"
"261.93600","21.82814","0.00408"
"261.94200","21.82868","0.00411"
"261.94800","21.82916","0.00414"
"261.95400","21.82964","0.00416"
"261.96000","21.83012","0.00416"
"261.96600","21.83065","0.00414"
"261.97200","21.83113","0.00401"
"261.97800","21.83161","0.00381"
"261.98400","21.83209","0.00366"
"261.99000","21.83262","0.00357"
"261.99600","21.83311","0.00345"
"262.00200","21.83364","0.00336"
"262.00800","21.83412","0.00330"
"262.01400","21.83466","0.00330"
"262.02000","21.83514","0.00340"
"262.02600","21.83568","0.00350"
"262.03200","21.83615","0.00353"
"262.03800","21.83669","0.00358"
"262.04400","21.83717","0.00358"
"262.05000","21.83771","0.00365"
"262.05600","21.83819","0.00376"
"262.06200","21.83867","0.00382"
"262.06800","21.83914","0.00379"
"262.07400","21.83968","0.00373"
"262.08000","21.84016","0.00364"
"262.08600","21.84064","0.00360"
"262.09200","21.84117","0.00364"
"262.09800","21.84165","0.00366"
"262.10400","21.84219","0.00358"
"262.11000","21.84267","0.00346"
"262.11600","21.84315","0.00341"
"262.12200","21.84369","0.00342"
"262.12800","21.84416","0.00346"
"262.13400","21.84470","0.00351"
"262.14000","21.84518","0.00358"
"262.14600","21.84572","0.00363"
"262.15200","21.84620","0.00369"
"262.15800","21.84674","0.00366"
"262.16400","21.84722","0.00366"
"262.17000","21.84775","0.00370"
"262.17600","21.84823","0.00368"
"262.18200","21.84871","0.00359"
"262.18800","21.84925","0.00360"
"262.19400","21.84973","0.00371"
"262.20000","21.85026","0.00382"
"262.20600","21.85074","0.00383"
"262.21200","21.85122","0.00379"
"262.21800","21.85176","0.00382"
"262.22400","21.85224","0.00385"
"262.23000","21.85272","0.00384"
"262.23600","21.85319","0.00380"
"262.24200","21.85373","0.00370"
"262.24800","21.85421","0.00364"
"262.25400","21.85475","0.00368"
"262.26000","21.85523","0.00376"
"262.26600","21.85571","0.00387"
"262.27200","21.85618","0.00403"
"262.27800","21.85672","0.00409"
"262.28400","21.85720","0.00411"
"262.29000","21.85768","0.00414"
"262.29600","21.85822","0.00412"
"262.30200","21.85870","0.00413"
"262.30800","21.85923","0.00411"
"262.31400","21.85971","0.00406"
"262.32000","21.86025","0.00402"
"262.32600","21.86073","0.00395"
"262.33200","21.86127","0.00393"
"262.33800","21.86175","0.00391"
"262.34400","21.86222","0.00388"
"262.35000","21.86276","0.00387"
"262.35600","21.86324","0.00391"
"262.36200","21.86372","0.00395"
"262.36800","21.86420","0.00399"
"262.37400","21.86473","0.00408"
"262.38000","21.86521","0.00417"
"262.38600","21.86569","0.00426"
"262.39200","21.86617","0.00429"
"262.39800","21.86665","0.00427"
"262.40400","21.86713","0.00426"
"262.41000","21.86766","0.00425"
"262.41600","21.86814","0.00428"
"262.42200","21.86862","0.00426"
"262.42800","21.86916","0.00420"
"262.43400","21.86963","0.00410"
"262.44000","21.87018","0.00403"
"262.44600","21.87065","0.00396"
"262.45200","21.87113","0.00393"
"262.45800","21.87167","0.00394"
"262.46400","21.87215","0.00391"
"262.47000","21.87269","0.00392"
"262.47600","21.87317","0.00397"
"262.48200","21.87364","0.00400"
"262.48800","21.87418","0.00398"
"262.49400","21.87466","0.00405"
"262.50000","21.87514","0.00413"
"262.50600","21.87568","0.00417"
"262.51200","21.87615","0.00426"
"262.51800","21.87663","0.00435"
"262.52400","21.87717","0.00433"
"262.53000","21.87765","0.00430"
"262.53600","21.87813","0.00427"
"262.54200","21.87860","0.00430"
"262.54800","21.87914","0.00433"
"262.55400","21.87962","0.00437"
"262.56000","21.88010","0.00435"
"262.56600","21.88064","0.00431"
"262.57200","21.88112","0.00429"
"262.57800","21.88165","0.00425"
"262.58400","21.88213","0.00423"
"262.59000","21.88267","0.00430"
"262.59600","21.88315","0.00437"
"262.60200","21.88369","0.00441"
"262.60800","21.88416","0.00447"
"262.61400","21.88470","0.00453"
"262.62000","21.88518","0.00455"
"262.62600","21.88572","0.00454"
"262.63200","21.88620","0.00451"
"262.63800","21.88668","0.00446"
"262.64400","21.88721","0.00439"
"262.65000","21.88769","0.00437"
"262.65600","21.88817","0.00441"
"262.66200","21.88871","0.00443"
"262.66800","21.88919","0.00443"
"262.67400","21.88967","0.00444"
"262.68000","21.89020","0.00453"
"262.68600","21.89068","0.00463"
"262.69200","21.89116","0.00473"
"262.69800","21.89164","0.00484"
"262.70400","21.89218","0.00489"
"262.71000","21.89266","0.00492"
"262.71600","21.89313","0.00496"
"262.72200","21.89367","0.00500"
"262.72800","21.89421","0.00503"
"262.73400","21.89469","0.00498"
"262.74000","21.89523","0.00491"
"262.74600","21.89570","0.00478"
"262.75200","21.89624","0.00469"
"262.75800","21.89672","0.00471"
"262.76400","21.89726","0.00468"
"262.77000","21.89774","0.00460"
"262.77600","21.89822","0.00455"
"262.78200","21.89875","0.00456"
"262.78800","21.89923","0.00459"
"262.79400","21.89971","0.00460"
"262.80000","21.90025","0.00462"
"262.80600","21.90072","0.00466"
"262.81200","21.90121","0.00466"
"262.81800","21.90168","0.00470"
"262.82400","21.90222","0.00476"
"262.83000","21.90270","0.00476"
"262.83600","21.90318","0.00475"
"262.84200","21.90366","0.00475"
"262.84800","21.90419","0.00480"
"262.85400","21.90467","0.00485"
"262.86000","21.90515","0.00487"
"262.86600","21.90569","0.00485"
"262.87200","21.90617","0.00483"
"262.87800","21.90670","0.00471"
"262.88400","21.90718","0.00462"
"262.89000","21.90772","0.00459"
"262.89600","21.90820","0.00462"
"262.90200","21.90874","0.00461"
"262.90800","21.90922","0.00461"
"262.91400","21.90969","0.00458"
"262.92000","21.91023","0.00455"
"262.92600","21.91071","0.00457"
"262.93200","21.91119","0.00466"
"262.93800","21.91167","0.00473"
"262.94400","21.91215","0.00477"
"262.95000","21.91262","0.00477"
"262.95600","21.91310","0.00473"
"262.96200","21.91364","0.00469"
"262.96800","21.91412","0.00466"
"262.97400","21.91460","0.00464"
"262.98000","21.91514","0.00468"
"262.98600","21.91562","0.00477"
"262.99200","21.91609","0.00488"
"262.99800","21.91663","0.00499"
"263.00400","21.91711","0.00501"
"263.01000","21.91759","0.00502"
"263.01600","21.91813","0.00506"
"263.02200","21.91860","0.00509"
"263.02800","21.91914","0.00515"
"263.03400","21.91962","0.00521"
"263.04000","21.92016","0.00523"
"263.04600","21.92064","0.00523"
"263.05200","21.92118","0.00523"
"263.05800","21.92165","0.00523"
"263.06400","21.92219","0.00518"
"263.07000","21.92267","0.00509"
"263.07600","21.92321","0.00505"
"263.08200","21.92369","0.00498"
"263.08800","21.92416","0.00493"
"263.09400","21.92464","0.00482"
"263.10000","21.92518","0.00473"
"263.10600","21.92566","0.00467"
"263.11200","21.92614","0.00472"
"263.11800","21.92668","0.00482"
"263.12400","21.92715","0.00489"
"263.13000","21.92769","0.00494"
"263.13600","21.92817","0.00497"
"263.14200","21.92865","0.00495"
"263.14800","21.92919","0.00493"
"263.15400","21.92966","0.00496"
"263.16000","21.93020","0.00504"
"263.16600","21.93068","0.00513"
"263.17200","21.93122","0.00515"
"263.17800","21.93170","0.00515"
"263.18400","21.93224","0.00510"
"263.19000","21.93271","0.00512"
"263.19600","21.93325","0.00522"
"263.20200","21.93373","0.00532"
"263.20800","21.93421","0.00534"
"263.21400","21.93475","0.00537"
"263.22000","21.93523","0.00536"
"263.22600","21.93570","0.00537"
"263.23200","21.93618","0.00536"
"263.23800","21.93666","0.00534"
"263.24400","21.93714","0.00530"
"263.25000","21.93762","0.00522"
"263.25600","21.93815","0.00518"
"263.26200","21.93863","0.00521"
"263.26800","21.93911","0.00529"
"263.27400","21.93965","0.00537"
"263.28000","21.94013","0.00541"
"263.28600","21.94067","0.00543"
"263.29200","21.94114","0.00543"
"263.29800","21.94162","0.00545"
"263.30400","21.94216","0.00543"
"263.31000","21.94264","0.00544"
"263.31600","21.94318","0.00546"
"263.32200","21.94366","0.00548"
"263.32800","21.94419","0.00552"
"263.33400","21.94473","0.00557"
"263.34000","21.94521","0.00560"
"263.34600","21.94569","0.00559"
"263.35200","21.94623","0.00554"
"263.35800","21.94671","0.00545"
"263.36400","21.94718","0.00538"
"263.37000","21.94766","0.00533"
"263.37600","21.94820","0.00527"
"263.38200","21.94868","0.00521"
"263.38800","21.94916","0.00518"
"263.39400","21.94964","0.00516"
"263.40000","21.95017","0.00524"
"263.40600","21.95065","0.00539"
"263.41200","21.95119","0.00553"
"263.41800","21.95167","0.00563"
"263.42400","21.95215","0.00569"
"263.43000","21.95268","0.00560"
"263.43600","21.95316","0.00545"
"263.44200","21.95364","0.00530"
"263.44800","21.95418","0.00521"
"263.45400","21.95465","0.00524"
"263.46000","21.95520","0.00525"
"263.46600","21.95567","0.00528"
"263.47200","21.95621","0.00531"
"263.47800","21.95669","0.00533"
"263.48400","21.95717","0.00537"
"263.49000","21.95771","0.00541"
"263.49600","21.95819","0.00544"
"263.50200","21.95866","0.00541"
"263.50800","21.95914","0.00539"
"263.51400","21.95962","0.00547"
"263.52000","21.96016","0.00546"
"263.52600","21.96063","0.00542"
"263.53200","21.96111","0.00540"
"263.53800","21.96165","0.00538"
"263.54400","21.96213","0.00539"
"263.55000","21.96261","0.00543"
"263.55600","21.96309","0.00547"
"263.56200","21.96362","0.00542"
"263.56800","21.96411","0.00534"
"263.57400","21.96458","0.00531"
"263.58000","21.96512","0.00537"
"263.58600","21.96560","0.00542"
"263.59200","21.96608","0.00550"
"263.59800","21.96661","0.00556"
"263.60400","21.96709","0.00554"
"263.61000","21.96763","0.00554"
"263.61600","21.96811","0.00556"
"263.62200","21.96865","0.00559"
"263.62800","21.96918","0.00562"
"263.63400","21.96967","0.00565"
"263.64000","21.97014","0.00563"
"263.64600","21.97068","0.00559"
"263.65200","21.97116","0.00561"
"263.65800","21.97164","0.00567"
"263.66400","21.97217","0.00577"
"263.67000","21.97265","0.00578"
"263.67600","21.97319","0.00578"
"263.68200","21.97367","0.00579"
"263.68800","21.97421","0.00576"
"263.69400","21.97469","0.00578"
"263.70000","21.97516","0.00580"
"263.70600","21.97570","0.00578"
"263.71200","21.97618","0.00575"
"263.71800","21.97672","0.00573"
"263.72400","21.97720","0.00576"
"263.73000","21.97768","0.00578"
"263.73600","21.97821","0.00577"
"263.74200","21.97869","0.00574"
"263.74800","21.97923","0.00571"
"263.75400","21.97971","0.00565"
"263.76000","21.98025","0.00561"
"263.76600","21.98072","0.00559"
"263.77200","21.98126","0.00563"
"263.77800","21.98174","0.00564"
"263.78400","21.98222","0.00557"
"263.79000","21.98270","0.00555"
"263.79600","21.98324","0.00560"
"263.80200","21.98371","0.00564"
"263.80800","21.98419","0.00570"
"263.81400","21.98467","0.00578"
"263.82000","21.98521","0.00582"
"263.82600","21.98569","0.00582"
"263.83200","21.98616","0.00585"
"263.83800","21.98670","0.00588"
"263.84400","21.98718","0.00589"
"263.85000","21.98766","0.00593"
"263.85600","21.98820","0.00599"
"263.86200","21.98868","0.00598"
"263.86800","21.98922","0.00591"
"263.87400","21.98969","0.00585"
"263.88000","21.99017","0.00576"
"263.88600","21.99071","0.00570"
"263.89200","21.99119","0.00571"
"263.89800","21.99173","0.00579"
"263.90400","21.99220","0.00585"
"263.91000","21.99274","0.00589"
"263.91600","21.99322","0.00596"
"263.92200","21.99370","0.00602"
"263.92800","21.99424","0.00601"
"263.93400","21.99471","0.00598"
"263.94000","21.99519","0.00598"
"263.94600","21.99573","0.00600"
"263.95200","21.99621","0.00599"
"263.95800","21.99669","0.00598"
"263.96400","21.99717","0.00600"
"263.97000","21.99771","0.00608"
"263.97600","21.99818","0.00615"
"263.98200","21.99866","0.00620"
"263.98800","21.99920","0.00618"
"263.99400","21.99968","0.00610"
"264.00000","22.00016","0.00606"
"264.00600","22.00069","0.00604"
"264.01200","22.00117","0.00604"
"264.01800","22.00165","0.00604"
"264.02400","22.00219","0.00606"
"264.03000","22.00267","0.00604"
"264.03600","22.00321","0.00604"
"264.04200","22.00368","0.00609"
"264.04800","22.00422","0.00618"
"264.05400","22.00470","0.00626"
"264.06000","22.00524","0.00628"
"264.06600","22.00572","0.00626"
"264.07200","22.00620","0.00623"
"264.07800","22.00667","0.00618"
"264.08400","22.00721","0.00614"
"264.09000","22.00769","0.00611"
"264.09600","22.00817","0.00614"
"264.10200","22.00865","0.00618"
"264.10800","22.00912","0.00624"
"264.11400","22.00966","0.00629"
"264.12000","22.01014","0.00630"
"264.12600","22.01062","0.00636"
"264.13200","22.01110","0.00638"
"264.13800","22.01163","0.00639"
"264.14400","22.01212","0.00638"
"264.15000","22.01265","0.00636"
"264.15600","22.01313","0.00632"
"264.16200","22.01367","0.00636"
"264.16800","22.01415","0.00642"
"264.17400","22.01469","0.00648"
"264.18000","22.01516","0.00650"
"264.18600","22.01570","0.00648"
"264.19200","22.01618","0.00650"
"264.19800","22.01672","0.00661"
"264.20400","22.01720","0.00669"
"264.21000","22.01773","0.00673"
"264.21600","22.01821","0.00675"
"264.22200","22.01869","0.00672"
"264.22800","22.01917","0.00674"
"264.23400","22.01971","0.00679"
"264.24000","22.02019","0.00674"
"264.24600","22.02066","0.00661"
"264.25200","22.02120","0.00647"
"264.25800","22.02168","0.00633"
"264.26400","22.02222","0.00625"
"264.27000","22.02270","0.00623"
"264.27600","22.02324","0.00623"
"264.28200","22.02371","0.00625"
"264.28800","22.02419","0.00626"
"264.29400","22.02473","0.00630"
"264.30000","22.02521","0.00634"
"264.30600","22.02575","0.00640"
"264.31200","22.02623","0.00648"
"264.31800","22.02676","0.00649"
"264.32400","22.02724","0.00647"
"264.33000","22.02778","0.00650"
"264.33600","22.02826","0.00649"
"264.34200","22.02874","0.00652"
"264.34800","22.02927","0.00662"
"264.35400","22.02975","0.00669"
"264.36000","22.03023","0.00678"
"264.36600","22.03071","0.00683"
"264.37200","22.03119","0.00684"
"264.37800","22.03172","0.00676"
"264.38400","22.03221","0.00666"
"264.39000","22.03268","0.00665"
"264.39600","22.03316","0.00665"
"264.40200","22.03370","0.00663"
"264.40800","22.03418","0.00662"
"264.41400","22.03466","0.00655"
"264.42000","22.03513","0.00646"
"264.42600","22.03567","0.00643"
"264.43200","22.03615","0.00646"
"264.43800","22.03663","0.00652"
"264.44400","22.03717","0.00661"
"264.45000","22.03765","0.00669"
"264.45600","22.03818","0.00671"
"264.46200","22.03866","0.00668"
"264.46800","22.03920","0.00669"
"264.47400","22.03968","0.00678"
"264.48000","22.04022","0.00683"
"264.48600","22.04070","0.00678"
"264.49200","22.04117","0.00670"
"264.49800","22.04171","0.00664"
"264.50400","22.04219","0.00660"
"264.51000","22.04267","0.00659"
"264.51600","22.04321","0.00665"
"264.52200","22.04368","0.00664"
"264.52800","22.04416","0.00663"
"264.53400","22.04470","0.00663"
"264.54000","22.04518","0.00672"
"264.54600","22.04565","0.00678"
"264.55200","22.04613","0.00680"
"264.55800","22.04661","0.00690"
"264.56400","22.04715","0.00697"
"264.57000","22.04763","0.00694"
"264.57600","22.04811","0.00694"
"264.58200","22.04865","0.00695"
"264.58800","22.04913","0.00696"
"264.59400","22.04966","0.00701"
"264.60000","22.05014","0.00700"
"264.60600","22.05062","0.00698"
"264.61200","22.05116","0.00698"
"264.61800","22.05163","0.00696"
"264.62400","22.05217","0.00698"
"264.63000","22.05265","0.00709"
"264.63600","22.05313","0.00711"
"264.64200","22.05361","0.00718"
"264.64800","22.05415","0.00725"
"264.65400","22.05462","0.00728"
"264.66000","22.05511","0.00721"
"264.66600","22.05564","0.00716"
"264.67200","22.05612","0.00716"
"264.67800","22.05666","0.00716"
"264.68400","22.05714","0.00716"
"264.69000","22.05761","0.00715"
"264.69600","22.05815","0.00713"
"264.70200","22.05863","0.00710"
"264.70800","22.05911","0.00712"
"264.71400","22.05964","0.00723"
"264.72000","22.06013","0.00719"
"264.72600","22.06067","0.00712"
"264.73200","22.06114","0.00713"
"264.73800","22.06162","0.00709"
"264.74400","22.06216","0.00709"
"264.75000","22.06264","0.00709"
"264.75600","22.06317","0.00708"
