End date,"1/8/2017"
Specimen label,"19AG_UNK"
"0.90600","0.07581","0.00192"
"0.91200","0.07629","0.00192"
"0.91800","0.07677","0.00194"
"0.92400","0.07731","0.00190"
"0.93000","0.07779","0.00187"
"0.93600","0.07826","0.00187"
"0.94200","0.07874","0.00188"
"0.94800","0.07928","0.00187"
"0.95400","0.07976","0.00187"
"0.96000","0.08024","0.00191"
"0.96600","0.08072","0.00198"
"0.97200","0.08125","0.00200"
"0.97800","0.08173","0.00204"
"0.98400","0.08227","0.00203"
"0.99000","0.08275","0.00198"
"0.99600","0.08329","0.00190"
"1.00200","0.08377","0.00178"
"1.00800","0.08430","0.00169"
"1.01400","0.08478","0.00162"
"1.02000","0.08526","0.00161"
"1.02600","0.08580","0.00167"
"1.03200","0.08628","0.00172"
"1.03800","0.08675","0.00169"
"1.04400","0.08723","0.00171"
"1.05000","0.08777","0.00178"
"1.05600","0.08825","0.00183"
"1.06200","0.08873","0.00193"
"1.06800","0.08921","0.00200"
"1.07400","0.08974","0.00205"
"1.08000","0.09022","0.00210"
"1.08600","0.09076","0.00215"
"1.09200","0.09124","0.00214"
"1.09800","0.09172","0.00216"
"1.10400","0.09226","0.00217"
"1.11000","0.09273","0.00217"
"1.11600","0.09327","0.00218"
"1.12200","0.09375","0.00216"
"1.12800","0.09429","0.00214"
"1.13400","0.09477","0.00211"
"1.14000","0.09530","0.00208"
"1.14600","0.09578","0.00215"
"1.15200","0.09626","0.00222"
"1.15800","0.09680","0.00224"
"1.16400","0.09728","0.00223"
"1.17000","0.09776","0.00219"
"1.17600","0.09823","0.00217"
"1.18200","0.09877","0.00213"
"1.18800","0.09925","0.00209"
"1.19400","0.09973","0.00206"
"1.20000","0.10021","0.00208"
"1.20600","0.10069","0.00211"
"1.21200","0.10122","0.00214"
"1.21800","0.10170","0.00217"
"1.22400","0.10224","0.00219"
"1.23000","0.10272","0.00218"
"1.23600","0.10320","0.00218"
"1.24200","0.10368","0.00219"
"1.24800","0.10421","0.00220"
"1.25400","0.10469","0.00217"
"1.26000","0.10517","0.00215"
"1.26600","0.10571","0.00215"
"1.27200","0.10619","0.00214"
"1.27800","0.10672","0.00218"
"1.28400","0.10720","0.00215"
"1.29000","0.10774","0.00210"
"1.29600","0.10828","0.00206"
"1.30200","0.10876","0.00208"
"1.30800","0.10924","0.00209"
"1.31400","0.10977","0.00211"
"1.32000","0.11025","0.00213"
"1.32600","0.11073","0.00216"
"1.33200","0.11121","0.00214"
"1.33800","0.11169","0.00213"
"1.34400","0.11217","0.00215"
"1.35000","0.11270","0.00219"
"1.35600","0.11318","0.00220"
"1.36200","0.11372","0.00222"
"1.36800","0.11420","0.00224"
"1.37400","0.11468","0.00219"
"1.38000","0.11521","0.00218"
"1.38600","0.11569","0.00219"
"1.39200","0.11623","0.00225"
"1.39800","0.11671","0.00231"
"1.40400","0.11725","0.00238"
"1.41000","0.11773","0.00240"
"1.41600","0.11820","0.00242"
"1.42200","0.11874","0.00241"
"1.42800","0.11922","0.00239"
"1.43400","0.11976","0.00234"
"1.44000","0.12030","0.00228"
"1.44600","0.12077","0.00229"
"1.45200","0.12131","0.00231"
"1.45800","0.12179","0.00232"
"1.46400","0.12227","0.00234"
"1.47000","0.12275","0.00238"
"1.47600","0.12323","0.00237"
"1.48200","0.12376","0.00233"
"1.48800","0.12424","0.00228"
"1.49400","0.12472","0.00223"
"1.50000","0.12526","0.00221"
"1.50600","0.12574","0.00226"
"1.51200","0.12628","0.00227"
"1.51800","0.12675","0.00225"
"1.52400","0.12729","0.00225"
"1.53000","0.12777","0.00219"
"1.53600","0.12825","0.00216"
"1.54200","0.12879","0.00219"
"1.54800","0.12926","0.00219"
"1.55400","0.12974","0.00220"
"1.56000","0.13028","0.00226"
"1.56600","0.13076","0.00226"
"1.57200","0.13124","0.00224"
"1.57800","0.13178","0.00223"
"1.58400","0.13225","0.00226"
"1.59000","0.13279","0.00231"
"1.59600","0.13327","0.00235"
"1.60200","0.13375","0.00238"
"1.60800","0.13423","0.00243"
"1.61400","0.13477","0.00247"
"1.62000","0.13524","0.00248"
"1.62600","0.13572","0.00252"
"1.63200","0.13620","0.00257"
"1.63800","0.13674","0.00260"
"1.64400","0.13722","0.00260"
"1.65000","0.13770","0.00263"
"1.65600","0.13823","0.00266"
"1.66200","0.13871","0.00268"
"1.66800","0.13919","0.00270"
"1.67400","0.13973","0.00270"
"1.68000","0.14021","0.00268"
"1.68600","0.14068","0.00264"
"1.69200","0.14122","0.00262"
"1.69800","0.14170","0.00259"
"1.70400","0.14224","0.00257"
"1.71000","0.14272","0.00258"
"1.71600","0.14320","0.00261"
"1.72200","0.14373","0.00259"
"1.72800","0.14421","0.00252"
"1.73400","0.14475","0.00252"
"1.74000","0.14523","0.00255"
"1.74600","0.14571","0.00262"
"1.75200","0.14625","0.00266"
"1.75800","0.14672","0.00269"
"1.76400","0.14720","0.00272"
"1.77000","0.14774","0.00273"
"1.77600","0.14822","0.00269"
"1.78200","0.14870","0.00263"
"1.78800","0.14923","0.00257"
"1.79400","0.14971","0.00248"
"1.80000","0.15019","0.00241"
"1.80600","0.15073","0.00238"
"1.81200","0.15121","0.00234"
"1.81800","0.15175","0.00232"
"1.82400","0.15222","0.00231"
"1.83000","0.15270","0.00227"
"1.83600","0.15324","0.00228"
"1.84200","0.15372","0.00234"
"1.84800","0.15426","0.00244"
"1.85400","0.15474","0.00258"
"1.86000","0.15527","0.00264"
"1.86600","0.15575","0.00270"
"1.87200","0.15629","0.00274"
"1.87800","0.15677","0.00271"
"1.88400","0.15725","0.00264"
"1.89000","0.15778","0.00258"
"1.89600","0.15826","0.00255"
"1.90200","0.15874","0.00257"
"1.90800","0.15922","0.00263"
"1.91400","0.15976","0.00274"
"1.92000","0.16024","0.00281"
"1.92600","0.16077","0.00283"
"1.93200","0.16125","0.00282"
"1.93800","0.16173","0.00273"
"1.94400","0.16227","0.00265"
"1.95000","0.16275","0.00262"
"1.95600","0.16329","0.00261"
"1.96200","0.16376","0.00264"
"1.96800","0.16424","0.00265"
"1.97400","0.16478","0.00271"
"1.98000","0.16526","0.00273"
"1.98600","0.16580","0.00277"
"1.99200","0.16627","0.00276"
"1.99800","0.16675","0.00273"
"2.00400","0.16729","0.00271"
"2.01000","0.16777","0.00273"
"2.01600","0.16831","0.00270"
"2.02200","0.16879","0.00267"
"2.02800","0.16926","0.00268"
"2.03400","0.16974","0.00273"
"2.04000","0.17028","0.00276"
"2.04600","0.17076","0.00279"
"2.05200","0.17124","0.00279"
"2.05800","0.17178","0.00278"
"2.06400","0.17225","0.00272"
"2.07000","0.17279","0.00269"
"2.07600","0.17327","0.00265"
"2.08200","0.17381","0.00260"
"2.08800","0.17429","0.00262"
"2.09400","0.17476","0.00262"
"2.10000","0.17530","0.00265"
"2.10600","0.17578","0.00270"
"2.11200","0.17626","0.00273"
"2.11800","0.17680","0.00278"
"2.12400","0.17728","0.00281"
"2.13000","0.17775","0.00278"
"2.13600","0.17829","0.00274"
"2.14200","0.17877","0.00274"
"2.14800","0.17931","0.00275"
"2.15400","0.17979","0.00275"
"2.16000","0.18027","0.00274"
"2.16600","0.18080","0.00279"
"2.17200","0.18128","0.00281"
"2.17800","0.18176","0.00275"
"2.18400","0.18224","0.00271"
"2.19000","0.18278","0.00265"
"2.19600","0.18325","0.00256"
"2.20200","0.18373","0.00250"
"2.20800","0.18421","0.00244"
"2.21400","0.18475","0.00239"
"2.22000","0.18523","0.00242"
"2.22600","0.18571","0.00251"
"2.23200","0.18618","0.00262"
"2.23800","0.18672","0.00272"
"2.24400","0.18720","0.00280"
"2.25000","0.18768","0.00292"
"2.25600","0.18822","0.00296"
"2.26200","0.18870","0.00293"
"2.26800","0.18917","0.00295"
"2.27400","0.18971","0.00295"
"2.28000","0.19019","0.00291"
"2.28600","0.19073","0.00286"
"2.29200","0.19121","0.00282"
"2.29800","0.19175","0.00286"
"2.30400","0.19222","0.00290"
"2.31000","0.19270","0.00291"
"2.31600","0.19324","0.00291"
"2.32200","0.19372","0.00299"
"2.32800","0.19420","0.00311"
"2.33400","0.19467","0.00315"
"2.34000","0.19521","0.00313"
"2.34600","0.19569","0.00312"
"2.35200","0.19617","0.00311"
"2.35800","0.19671","0.00306"
"2.36400","0.19719","0.00304"
"2.37000","0.19772","0.00303"
"2.37600","0.19820","0.00298"
"2.38200","0.19868","0.00289"
"2.38800","0.19922","0.00285"
"2.39400","0.19970","0.00285"
"2.40000","0.20024","0.00286"
"2.40600","0.20071","0.00291"
"2.41200","0.20125","0.00295"
"2.41800","0.20173","0.00293"
"2.42400","0.20227","0.00293"
"2.43000","0.20275","0.00299"
"2.43600","0.20328","0.00299"
"2.44200","0.20376","0.00294"
"2.44800","0.20430","0.00297"
"2.45400","0.20478","0.00303"
"2.46000","0.20526","0.00303"
"2.46600","0.20580","0.00301"
"2.47200","0.20627","0.00302"
"2.47800","0.20681","0.00306"
"2.48400","0.20729","0.00309"
"2.49000","0.20777","0.00308"
"2.49600","0.20825","0.00304"
"2.50200","0.20879","0.00302"
"2.50800","0.20926","0.00302"
"2.51400","0.20974","0.00302"
"2.52000","0.21028","0.00298"
"2.52600","0.21076","0.00294"
"2.53200","0.21124","0.00286"
"2.53800","0.21171","0.00277"
"2.54400","0.21225","0.00274"
"2.55000","0.21273","0.00278"
"2.55600","0.21327","0.00287"
"2.56200","0.21375","0.00297"
"2.56800","0.21429","0.00302"
"2.57400","0.21476","0.00304"
"2.58000","0.21530","0.00304"
"2.58600","0.21578","0.00307"
"2.59200","0.21626","0.00304"
"2.59800","0.21680","0.00300"
"2.60400","0.21728","0.00304"
"2.61000","0.21775","0.00309"
"2.61600","0.21823","0.00305"
"2.62200","0.21877","0.00300"
"2.62800","0.21925","0.00299"
"2.63400","0.21973","0.00296"
"2.64000","0.22026","0.00295"
"2.64600","0.22074","0.00296"
"2.65200","0.22122","0.00299"
"2.65800","0.22176","0.00303"
"2.66400","0.22224","0.00310"
"2.67000","0.22272","0.00317"
"2.67600","0.22325","0.00322"
"2.68200","0.22373","0.00331"
"2.68800","0.22427","0.00336"
"2.69400","0.22475","0.00337"
"2.70000","0.22523","0.00331"
"2.70600","0.22577","0.00326"
"2.71200","0.22624","0.00313"
"2.71800","0.22678","0.00305"
"2.72400","0.22726","0.00302"
"2.73000","0.22780","0.00303"
"2.73600","0.22828","0.00298"
"2.74200","0.22875","0.00294"
"2.74800","0.22929","0.00298"
"2.75400","0.22977","0.00306"
"2.76000","0.23025","0.00312"
"2.76600","0.23073","0.00321"
"2.77200","0.23121","0.00320"
"2.77800","0.23174","0.00314"
"2.78400","0.23222","0.00309"
"2.79000","0.23270","0.00308"
"2.79600","0.23324","0.00310"
"2.80200","0.23372","0.00311"
"2.80800","0.23420","0.00310"
"2.81400","0.23473","0.00311"
"2.82000","0.23521","0.00306"
"2.82600","0.23569","0.00308"
"2.83200","0.23617","0.00311"
"2.83800","0.23671","0.00314"
"2.84400","0.23719","0.00317"
"2.85000","0.23766","0.00317"
"2.85600","0.23820","0.00318"
"2.86200","0.23868","0.00317"
"2.86800","0.23922","0.00320"
"2.87400","0.23970","0.00323"
"2.88000","0.24023","0.00318"
"2.88600","0.24071","0.00312"
"2.89200","0.24125","0.00311"
"2.89800","0.24173","0.00310"
"2.90400","0.24227","0.00309"
"2.91000","0.24275","0.00307"
"2.91600","0.24322","0.00310"
"2.92200","0.24376","0.00318"
"2.92800","0.24424","0.00323"
"2.93400","0.24478","0.00329"
"2.94000","0.24526","0.00336"
"2.94600","0.24573","0.00338"
"2.95200","0.24627","0.00335"
"2.95800","0.24675","0.00328"
"2.96400","0.24729","0.00322"
"2.97000","0.24777","0.00320"
"2.97600","0.24825","0.00315"
"2.98200","0.24878","0.00317"
"2.98800","0.24926","0.00320"
"2.99400","0.24974","0.00317"
"3.00000","0.25028","0.00316"
"3.00600","0.25076","0.00320"
"3.01200","0.25130","0.00321"
"3.01800","0.25177","0.00324"
"3.02400","0.25231","0.00320"
"3.03000","0.25279","0.00316"
"3.03600","0.25327","0.00310"
"3.04200","0.25381","0.00307"
"3.04800","0.25428","0.00312"
"3.05400","0.25476","0.00318"
"3.06000","0.25530","0.00319"
"3.06600","0.25578","0.00318"
"3.07200","0.25626","0.00323"
"3.07800","0.25680","0.00326"
"3.08400","0.25727","0.00325"
"3.09000","0.25775","0.00330"
"3.09600","0.25823","0.00336"
"3.10200","0.25877","0.00337"
"3.10800","0.25925","0.00332"
"3.11400","0.25973","0.00331"
"3.12000","0.26026","0.00333"
"3.12600","0.26074","0.00334"
"3.13200","0.26122","0.00335"
"3.13800","0.26176","0.00343"
"3.14400","0.26224","0.00347"
"3.15000","0.26272","0.00346"
"3.15600","0.26325","0.00341"
"3.16200","0.26373","0.00336"
"3.16800","0.26421","0.00343"
"3.17400","0.26475","0.00347"
"3.18000","0.26523","0.00347"
"3.18600","0.26570","0.00347"
"3.19200","0.26624","0.00349"
"3.19800","0.26672","0.00350"
"3.20400","0.26720","0.00352"
"3.21000","0.26774","0.00355"
"3.21600","0.26822","0.00355"
"3.22200","0.26869","0.00355"
"3.22800","0.26923","0.00356"
"3.23400","0.26971","0.00357"
"3.24000","0.27019","0.00356"
"3.24600","0.27067","0.00351"
"3.25200","0.27121","0.00339"
"3.25800","0.27168","0.00329"
"3.26400","0.27216","0.00324"
"3.27000","0.27270","0.00324"
"3.27600","0.27318","0.00320"
"3.28200","0.27372","0.00316"
"3.28800","0.27419","0.00318"
"3.29400","0.27473","0.00325"
"3.30000","0.27521","0.00336"
"3.30600","0.27569","0.00346"
"3.31200","0.27623","0.00354"
"3.31800","0.27671","0.00355"
"3.32400","0.27724","0.00349"
"3.33000","0.27772","0.00343"
"3.33600","0.27820","0.00335"
"3.34200","0.27874","0.00329"
"3.34800","0.27922","0.00333"
"3.35400","0.27970","0.00339"
"3.36000","0.28023","0.00344"
"3.36600","0.28071","0.00357"
"3.37200","0.28119","0.00368"
"3.37800","0.28167","0.00371"
"3.38400","0.28221","0.00373"
"3.39000","0.28268","0.00375"
"3.39600","0.28316","0.00371"
"3.40200","0.28364","0.00365"
"3.40800","0.28418","0.00361"
"3.41400","0.28466","0.00357"
"3.42000","0.28514","0.00353"
"3.42600","0.28567","0.00352"
"3.43200","0.28615","0.00351"
"3.43800","0.28669","0.00348"
"3.44400","0.28717","0.00346"
"3.45000","0.28771","0.00346"
"3.45600","0.28819","0.00349"
"3.46200","0.28872","0.00353"
"3.46800","0.28920","0.00359"
"3.47400","0.28968","0.00363"
"3.48000","0.29022","0.00361"
"3.48600","0.29070","0.00352"
"3.49200","0.29118","0.00344"
"3.49800","0.29171","0.00338"
"3.50400","0.29219","0.00335"
"3.51000","0.29273","0.00330"
"3.51600","0.29321","0.00324"
"3.52200","0.29375","0.00322"
"3.52800","0.29422","0.00319"
"3.53400","0.29470","0.00318"
"3.54000","0.29524","0.00320"
"3.54600","0.29572","0.00323"
"3.55200","0.29620","0.00330"
"3.55800","0.29674","0.00342"
"3.56400","0.29721","0.00355"
"3.57000","0.29775","0.00370"
"3.57600","0.29823","0.00377"
"3.58200","0.29877","0.00378"
"3.58800","0.29925","0.00375"
"3.59400","0.29978","0.00368"
"3.60000","0.30026","0.00369"
"3.60600","0.30074","0.00371"
"3.61200","0.30128","0.00368"
"3.61800","0.30176","0.00362"
"3.62400","0.30224","0.00354"
"3.63000","0.30277","0.00348"
"3.63600","0.30325","0.00346"
"3.64200","0.30373","0.00347"
"3.64800","0.30427","0.00350"
"3.65400","0.30475","0.00352"
"3.66000","0.30523","0.00351"
"3.66600","0.30576","0.00349"
"3.67200","0.30624","0.00348"
"3.67800","0.30672","0.00349"
"3.68400","0.30726","0.00350"
"3.69000","0.30774","0.00355"
"3.69600","0.30827","0.00357"
"3.70200","0.30875","0.00356"
"3.70800","0.30923","0.00355"
"3.71400","0.30977","0.00359"
"3.72000","0.31025","0.00363"
"3.72600","0.31079","0.00370"
"3.73200","0.31126","0.00375"
"3.73800","0.31174","0.00376"
"3.74400","0.31228","0.00371"
"3.75000","0.31276","0.00372"
"3.75600","0.31324","0.00377"
"3.76200","0.31378","0.00376"
"3.76800","0.31425","0.00373"
"3.77400","0.31473","0.00371"
"3.78000","0.31521","0.00368"
"3.78600","0.31575","0.00363"
"3.79200","0.31623","0.00361"
"3.79800","0.31671","0.00361"
"3.80400","0.31718","0.00360"
"3.81000","0.31772","0.00361"
"3.81600","0.31820","0.00362"
"3.82200","0.31868","0.00364"
"3.82800","0.31922","0.00369"
"3.83400","0.31969","0.00376"
"3.84000","0.32017","0.00379"
"3.84600","0.32071","0.00381"
"3.85200","0.32125","0.00389"
"3.85800","0.32173","0.00389"
"3.86400","0.32221","0.00386"
"3.87000","0.32274","0.00382"
"3.87600","0.32322","0.00384"
"3.88200","0.32376","0.00385"
"3.88800","0.32424","0.00377"
"3.89400","0.32472","0.00370"
"3.90000","0.32526","0.00367"
"3.90600","0.32573","0.00373"
"3.91200","0.32621","0.00372"
"3.91800","0.32669","0.00370"
"3.92400","0.32723","0.00366"
"3.93000","0.32771","0.00364"
"3.93600","0.32818","0.00359"
"3.94200","0.32866","0.00356"
"3.94800","0.32920","0.00355"
"3.95400","0.32968","0.00357"
"3.96000","0.33016","0.00367"
"3.96600","0.33064","0.00380"
"3.97200","0.33117","0.00388"
"3.97800","0.33165","0.00393"
"3.98400","0.33219","0.00397"
"3.99000","0.33267","0.00401"
"3.99600","0.33321","0.00407"
"4.00200","0.33375","0.00410"
"4.00800","0.33422","0.00414"
"4.01400","0.33476","0.00416"
"4.02000","0.33524","0.00411"
"4.02600","0.33578","0.00398"
"4.03200","0.33626","0.00386"
"4.03800","0.33673","0.00377"
"4.04400","0.33721","0.00373"
"4.05000","0.33775","0.00377"
"4.05600","0.33823","0.00382"
"4.06200","0.33871","0.00387"
"4.06800","0.33925","0.00387"
"4.07400","0.33972","0.00387"
"4.08000","0.34020","0.00389"
"4.08600","0.34074","0.00394"
"4.09200","0.34122","0.00395"
"4.09800","0.34170","0.00395"
"4.10400","0.34224","0.00397"
"4.11000","0.34271","0.00398"
"4.11600","0.34325","0.00403"
"4.12200","0.34373","0.00405"
"4.12800","0.34421","0.00398"
"4.13400","0.34475","0.00392"
"4.14000","0.34522","0.00387"
"4.14600","0.34576","0.00382"
"4.15200","0.34624","0.00378"
"4.15800","0.34678","0.00381"
"4.16400","0.34732","0.00391"
"4.17000","0.34780","0.00397"
"4.17600","0.34827","0.00396"
"4.18200","0.34881","0.00391"
"4.18800","0.34929","0.00386"
"4.19400","0.34977","0.00386"
"4.20000","0.35025","0.00390"
"4.20600","0.35079","0.00401"
"4.21200","0.35126","0.00410"
"4.21800","0.35174","0.00412"
"4.22400","0.35228","0.00411"
"4.23000","0.35276","0.00412"
"4.23600","0.35324","0.00408"
"4.24200","0.35377","0.00401"
"4.24800","0.35425","0.00396"
"4.25400","0.35473","0.00389"
"4.26000","0.35527","0.00388"
"4.26600","0.35575","0.00390"
"4.27200","0.35623","0.00392"
"4.27800","0.35676","0.00390"
"4.28400","0.35724","0.00390"
"4.29000","0.35778","0.00390"
"4.29600","0.35826","0.00392"
"4.30200","0.35880","0.00395"
"4.30800","0.35928","0.00400"
"4.31400","0.35981","0.00404"
"4.32000","0.36029","0.00408"
"4.32600","0.36077","0.00403"
"4.33200","0.36125","0.00395"
"4.33800","0.36173","0.00395"
"4.34400","0.36220","0.00392"
"4.35000","0.36274","0.00392"
"4.35600","0.36322","0.00395"
"4.36200","0.36370","0.00398"
"4.36800","0.36418","0.00407"
"4.37400","0.36472","0.00418"
"4.38000","0.36519","0.00426"
"4.38600","0.36567","0.00434"
"4.39200","0.36621","0.00434"
"4.39800","0.36669","0.00429"
"4.40400","0.36717","0.00425"
"4.41000","0.36771","0.00425"
"4.41600","0.36818","0.00429"
"4.42200","0.36866","0.00435"
"4.42800","0.36920","0.00432"
"4.43400","0.36968","0.00425"
"4.44000","0.37016","0.00413"
"4.44600","0.37070","0.00404"
"4.45200","0.37117","0.00397"
"4.45800","0.37171","0.00394"
"4.46400","0.37219","0.00396"
"4.47000","0.37267","0.00404"
"4.47600","0.37321","0.00410"
"4.48200","0.37368","0.00414"
"4.48800","0.37416","0.00419"
"4.49400","0.37464","0.00422"
"4.50000","0.37518","0.00420"
"4.50600","0.37566","0.00420"
"4.51200","0.37620","0.00416"
"4.51800","0.37667","0.00408"
"4.52400","0.37715","0.00400"
"4.53000","0.37769","0.00401"
"4.53600","0.37817","0.00406"
"4.54200","0.37871","0.00409"
"4.54800","0.37919","0.00412"
"4.55400","0.37972","0.00417"
"4.56000","0.38020","0.00418"
"4.56600","0.38074","0.00424"
"4.57200","0.38122","0.00431"
"4.57800","0.38176","0.00434"
"4.58400","0.38223","0.00435"
"4.59000","0.38277","0.00435"
"4.59600","0.38325","0.00433"
"4.60200","0.38379","0.00432"
"4.60800","0.38427","0.00431"
"4.61400","0.38481","0.00429"
"4.62000","0.38528","0.00425"
"4.62600","0.38576","0.00410"
"4.63200","0.38630","0.00399"
"4.63800","0.38678","0.00390"
"4.64400","0.38726","0.00389"
"4.65000","0.38779","0.00395"
"4.65600","0.38827","0.00403"
"4.66200","0.38875","0.00409"
"4.66800","0.38929","0.00413"
"4.67400","0.38977","0.00417"
"4.68000","0.39025","0.00416"
"4.68600","0.39072","0.00413"
"4.69200","0.39126","0.00413"
"4.69800","0.39174","0.00418"
"4.70400","0.39228","0.00418"
"4.71000","0.39276","0.00415"
"4.71600","0.39324","0.00412"
"4.72200","0.39377","0.00412"
"4.72800","0.39425","0.00411"
"4.73400","0.39479","0.00417"
"4.74000","0.39527","0.00423"
"4.74600","0.39581","0.00425"
"4.75200","0.39629","0.00427"
"4.75800","0.39676","0.00426"
"4.76400","0.39730","0.00424"
"4.77000","0.39778","0.00425"
"4.77600","0.39826","0.00423"
"4.78200","0.39874","0.00419"
"4.78800","0.39927","0.00416"
"4.79400","0.39975","0.00413"
"4.80000","0.40023","0.00413"
"4.80600","0.40077","0.00422"
"4.81200","0.40125","0.00432"
"4.81800","0.40173","0.00436"
"4.82400","0.40220","0.00435"
"4.83000","0.40274","0.00434"
"4.83600","0.40322","0.00430"
"4.84200","0.40370","0.00430"
"4.84800","0.40424","0.00428"
"4.85400","0.40472","0.00423"
"4.86000","0.40525","0.00416"
"4.86600","0.40573","0.00412"
"4.87200","0.40627","0.00412"
"4.87800","0.40675","0.00415"
"4.88400","0.40729","0.00418"
"4.89000","0.40776","0.00420"
"4.89600","0.40824","0.00421"
"4.90200","0.40878","0.00422"
