End date,"1/8/2017"
Specimen label,"19AG_UNK"
Maximum Load,"0.04795",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00111"
"0.00600","0.00000","0.00108"
"0.01200","0.00000","0.00100"
"0.01800","0.00012","0.00092"
"0.02400","0.00018","0.00090"
"0.03000","0.00030","0.00090"
"0.03600","0.00042","0.00088"
"0.04200","0.00060","0.00087"
"0.04800","0.00084","0.00087"
"0.05400","0.00108","0.00095"
"0.06000","0.00132","0.00105"
"0.06600","0.00155","0.00113"
"0.07200","0.00185","0.00120"
"0.07800","0.00221","0.00129"
"0.08400","0.00257","0.00132"
"0.09000","0.00293","0.00126"
"0.09600","0.00329","0.00117"
"0.10200","0.00371","0.00106"
"0.10800","0.00419","0.00101"
"0.11400","0.00460","0.00093"
"0.12000","0.00514","0.00092"
"0.12600","0.00562","0.00097"
"0.13200","0.00616","0.00099"
"0.13800","0.00676","0.00098"
"0.14400","0.00729","0.00095"
"0.15000","0.00789","0.00095"
"0.15600","0.00849","0.00096"
"0.16200","0.00915","0.00098"
"0.16800","0.00981","0.00102"
"0.17400","0.01046","0.00106"
"0.18000","0.01112","0.00110"
"0.18600","0.01178","0.00118"
"0.19200","0.01244","0.00126"
"0.19800","0.01309","0.00124"
"0.20400","0.01375","0.00123"
"0.21000","0.01447","0.00123"
"0.21600","0.01513","0.00126"
"0.22200","0.01578","0.00129"
"0.22800","0.01644","0.00127"
"0.23400","0.01716","0.00127"
"0.24000","0.01782","0.00124"
"0.24600","0.01847","0.00123"
"0.25200","0.01913","0.00131"
"0.25800","0.01973","0.00136"
"0.26400","0.02039","0.00139"
"0.27000","0.02105","0.00145"
"0.27600","0.02170","0.00152"
"0.28200","0.02236","0.00151"
"0.28800","0.02296","0.00147"
"0.29400","0.02362","0.00140"
"0.30000","0.02421","0.00139"
"0.30600","0.02481","0.00138"
"0.31200","0.02541","0.00137"
"0.31800","0.02601","0.00141"
"0.32400","0.02661","0.00147"
"0.33000","0.02720","0.00148"
"0.33600","0.02774","0.00154"
"0.34200","0.02834","0.00160"
"0.34800","0.02888","0.00162"
"0.35400","0.02948","0.00158"
"0.36000","0.03001","0.00157"
"0.36600","0.03055","0.00155"
"0.37200","0.03109","0.00150"
"0.37800","0.03163","0.00150"
"0.38400","0.03217","0.00147"
"0.39000","0.03270","0.00145"
"0.39600","0.03324","0.00146"
"0.40200","0.03378","0.00148"
"0.40800","0.03426","0.00148"
"0.41400","0.03480","0.00142"
"0.42000","0.03534","0.00137"
"0.42600","0.03581","0.00140"
"0.43200","0.03635","0.00145"
"0.43800","0.03683","0.00148"
"0.44400","0.03737","0.00153"
"0.45000","0.03785","0.00155"
"0.45600","0.03833","0.00155"
"0.46200","0.03886","0.00159"
"0.46800","0.03934","0.00162"
"0.47400","0.03982","0.00157"
"0.48000","0.04030","0.00148"
"0.48600","0.04084","0.00136"
"0.49200","0.04131","0.00135"
"0.49800","0.04179","0.00137"
"0.50400","0.04233","0.00138"
"0.51000","0.04281","0.00139"
"0.51600","0.04329","0.00139"
"0.52200","0.04383","0.00133"
"0.52800","0.04430","0.00128"
"0.53400","0.04478","0.00130"
"0.54000","0.04532","0.00133"
"0.54600","0.04580","0.00137"
"0.55200","0.04628","0.00145"
"0.55800","0.04682","0.00152"
"0.56400","0.04729","0.00162"
"0.57000","0.04783","0.00177"
"0.57600","0.04831","0.00186"
"0.58200","0.04879","0.00182"
"0.58800","0.04933","0.00173"
"0.59400","0.04980","0.00164"
"0.60000","0.05028","0.00162"
"0.60600","0.05076","0.00162"
"0.61200","0.05130","0.00162"
"0.61800","0.05178","0.00163"
"0.62400","0.05226","0.00165"
"0.63000","0.05273","0.00169"
"0.63600","0.05327","0.00171"
"0.64200","0.05375","0.00170"
"0.64800","0.05423","0.00171"
"0.65400","0.05477","0.00171"
"0.66000","0.05525","0.00166"
"0.66600","0.05572","0.00164"
"0.67200","0.05620","0.00166"
"0.67800","0.05674","0.00171"
"0.68400","0.05722","0.00179"
"0.69000","0.05770","0.00182"
"0.69600","0.05824","0.00181"
"0.70200","0.05871","0.00179"
"0.70800","0.05919","0.00179"
"0.71400","0.05973","0.00179"
"0.72000","0.06027","0.00180"
"0.72600","0.06075","0.00177"
"0.73200","0.06122","0.00175"
"0.73800","0.06176","0.00169"
"0.74400","0.06224","0.00162"
"0.75000","0.06278","0.00151"
"0.75600","0.06326","0.00145"
"0.76200","0.06374","0.00147"
"0.76800","0.06427","0.00152"
"0.77400","0.06475","0.00158"
"0.78000","0.06523","0.00160"
"0.78600","0.06571","0.00162"
"0.79200","0.06625","0.00164"
"0.79800","0.06673","0.00164"
"0.80400","0.06720","0.00172"
"0.81000","0.06774","0.00184"
"0.81600","0.06822","0.00192"
"0.82200","0.06876","0.00197"
"0.82800","0.06924","0.00200"
"0.83400","0.06977","0.00200"
"0.84000","0.07025","0.00201"
"0.84600","0.07079","0.00204"
"0.85200","0.07127","0.00206"
"0.85800","0.07181","0.00206"
"0.86400","0.07229","0.00205"
"0.87000","0.07282","0.00206"
"0.87600","0.07330","0.00211"
"0.88200","0.07378","0.00208"
"0.88800","0.07432","0.00200"
"0.89400","0.07480","0.00196"
"0.90000","0.07533","0.00194"
