End date,"1/8/2017"
Specimen label,"2DG_15"
Maximum Load,"0.19619",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00000"
"0.00600","0.00000","-0.00002"
"0.01200","0.00000","-0.00002"
"0.01800","0.00012","0.00012"
"0.02400","0.00024","0.00029"
"0.03000","0.00030","0.00041"
"0.03600","0.00048","0.00047"
"0.04200","0.00066","0.00049"
"0.04800","0.00084","0.00053"
"0.05400","0.00108","0.00056"
"0.06000","0.00132","0.00055"
"0.06600","0.00161","0.00048"
"0.07200","0.00191","0.00046"
"0.07800","0.00227","0.00040"
"0.08400","0.00269","0.00035"
"0.09000","0.00305","0.00031"
"0.09600","0.00347","0.00023"
"0.10200","0.00395","0.00020"
"0.10800","0.00442","0.00025"
"0.11400","0.00490","0.00037"
"0.12000","0.00544","0.00037"
"0.12600","0.00598","0.00027"
"0.13200","0.00658","0.00026"
"0.13800","0.00717","0.00017"
"0.14400","0.00783","-0.00003"
"0.15000","0.00843","-0.00013"
"0.15600","0.00909","-0.00017"
"0.16200","0.00969","-0.00026"
"0.16800","0.01034","-0.00026"
"0.17400","0.01100","-0.00010"
"0.18000","0.01172","0.00002"
"0.18600","0.01238","0.00010"
"0.19200","0.01303","0.00009"
"0.19800","0.01369","0.00012"
"0.20400","0.01441","0.00014"
"0.21000","0.01507","0.00005"
"0.21600","0.01572","0.00010"
"0.22200","0.01638","0.00030"
"0.22800","0.01704","0.00029"
"0.23400","0.01770","0.00025"
"0.24000","0.01836","0.00014"
"0.24600","0.01901","0.00005"
"0.25200","0.01967","-0.00004"
"0.25800","0.02033","-0.00005"
"0.26400","0.02093","-0.00005"
"0.27000","0.02158","-0.00021"
"0.27600","0.02218","-0.00050"
"0.28200","0.02278","-0.00060"
"0.28800","0.02338","-0.00068"
"0.29400","0.02392","-0.00074"
"0.30000","0.02451","-0.00066"
"0.30600","0.02505","-0.00051"
"0.31200","0.02565","-0.00038"
"0.31800","0.02625","-0.00025"
"0.32400","0.02679","-0.00014"
"0.33000","0.02732","0.00007"
"0.33600","0.02792","0.00021"
"0.34200","0.02846","0.00031"
"0.34800","0.02900","0.00029"
"0.35400","0.02954","0.00018"
"0.36000","0.03007","-0.00003"
"0.36600","0.03061","-0.00015"
"0.37200","0.03115","-0.00020"
"0.37800","0.03169","-0.00024"
"0.38400","0.03223","-0.00034"
"0.39000","0.03270","-0.00035"
"0.39600","0.03324","-0.00025"
"0.40200","0.03372","-0.00011"
"0.40800","0.03426","0.00011"
"0.41400","0.03480","0.00035"
"0.42000","0.03528","0.00050"
"0.42600","0.03575","0.00062"
"0.43200","0.03629","0.00066"
"0.43800","0.03677","0.00058"
"0.44400","0.03731","0.00036"
"0.45000","0.03779","0.00018"
"0.45600","0.03827","0.00004"
"0.46200","0.03880","0.00004"
