"comment","sysdate","wd_traj","wd_peaks","wd_del_traj_plot","wd_del_hist_plot","wd_deltas","wd_analysis_date"
"Info for this run. First time making an annotation file",2019-04-30,"~/thread_strength_trajectory_2019/Trajectories_together","~/thread_strength_trajectory_2019/analysis_20190417_good/PeakValley","~/thread_strength_trajectory_2019/analysis_20190417_good/step_3_2019-04-29/summary_2019-04-30/del_traj_plot","~/thread_strength_trajectory_2019/analysis_20190417_good/step_3_2019-04-29/summary_2019-04-30/del_hist_plot","~/thread_strength_trajectory_2019/analysis_20190417_good/step_3_2019-04-29/deltas","~/thread_strength_trajectory_2019/analysis_20190417_good/step_3_2019-04-29/summary_2019-04-30"
