End date,"12/16/2016"
Specimen label,"6DG_Unk"
Maximum Load,"0.12815",N

Time,Extension,Load
(s),(mm),(N)
"58.15800","4.84672","0.00535"
"58.16400","4.84720","0.00544"
"58.17000","4.84768","0.00553"
"58.17600","4.84815","0.00564"
"58.18200","4.84863","0.00567"
"58.18800","4.84917","0.00563"
"58.19400","4.84965","0.00557"
"58.20000","4.85019","0.00547"
"58.20600","4.85067","0.00551"
"58.21200","4.85120","0.00558"
"58.21800","4.85168","0.00563"
"58.22400","4.85222","0.00569"
"58.23000","4.85270","0.00561"
"58.23600","4.85324","0.00547"
"58.24200","4.85371","0.00537"
"58.24800","4.85419","0.00518"
"58.25400","4.85473","0.00512"
"58.26000","4.85521","0.00513"
"58.26600","4.85575","0.00514"
"58.27200","4.85623","0.00531"
"58.27800","4.85676","0.00549"
"58.28400","4.85724","0.00563"
"58.29000","4.85778","0.00576"
"58.29600","4.85826","0.00566"
"58.30200","4.85874","0.00553"
"58.30800","4.85922","0.00555"
"58.31400","4.85969","0.00556"
"58.32000","4.86023","0.00556"
"58.32600","4.86071","0.00562"
"58.33200","4.86119","0.00559"
"58.33800","4.86167","0.00553"
"58.34400","4.86220","0.00551"
"58.35000","4.86268","0.00544"
"58.35600","4.86316","0.00546"
"58.36200","4.86370","0.00547"
"58.36800","4.86418","0.00552"
"58.37400","4.86466","0.00564"
"58.38000","4.86519","0.00567"
"58.38600","4.86567","0.00565"
"58.39200","4.86621","0.00557"
"58.39800","4.86669","0.00543"
"58.40400","4.86723","0.00542"
"58.41000","4.86770","0.00552"
"58.41600","4.86824","0.00557"
"58.42200","4.86872","0.00565"
"58.42800","4.86920","0.00573"
"58.43400","4.86974","0.00573"
"58.44000","4.87022","0.00586"
"58.44600","4.87069","0.00593"
"58.45200","4.87117","0.00598"
"58.45800","4.87165","0.00605"
"58.46400","4.87219","0.00606"
"58.47000","4.87267","0.00599"
"58.47600","4.87315","0.00591"
"58.48200","4.87362","0.00581"
"58.48800","4.87416","0.00582"
"58.49400","4.87464","0.00577"
"58.50000","4.87512","0.00572"
"58.50600","4.87566","0.00574"
"58.51200","4.87614","0.00577"
"58.51800","4.87667","0.00578"
"58.52400","4.87715","0.00578"
"58.53000","4.87763","0.00569"
"58.53600","4.87817","0.00565"
"58.54200","4.87865","0.00574"
"58.54800","4.87918","0.00568"
"58.55400","4.87966","0.00562"
"58.56000","4.88020","0.00553"
"58.56600","4.88068","0.00560"
"58.57200","4.88116","0.00579"
"58.57800","4.88170","0.00584"
"58.58400","4.88217","0.00580"
"58.59000","4.88265","0.00573"
"58.59600","4.88319","0.00565"
"58.60200","4.88367","0.00565"
"58.60800","4.88415","0.00571"
"58.61400","4.88462","0.00577"
"58.62000","4.88516","0.00581"
"58.62600","4.88564","0.00575"
"58.63200","4.88612","0.00571"
"58.63800","4.88660","0.00574"
"58.64400","4.88708","0.00582"
"58.65000","4.88761","0.00583"
"58.65600","4.88809","0.00573"
"58.66200","4.88857","0.00561"
"58.66800","4.88911","0.00555"
"58.67400","4.88959","0.00558"
"58.68000","4.89013","0.00554"
"58.68600","4.89060","0.00552"
"58.69200","4.89114","0.00553"
"58.69800","4.89162","0.00557"
"58.70400","4.89216","0.00563"
"58.71000","4.89264","0.00563"
"58.71600","4.89318","0.00544"
"58.72200","4.89365","0.00533"
"58.72800","4.89419","0.00532"
"58.73400","4.89467","0.00537"
"58.74000","4.89521","0.00544"
"58.74600","4.89569","0.00542"
"58.75200","4.89616","0.00545"
"58.75800","4.89670","0.00555"
"58.76400","4.89724","0.00558"
"58.77000","4.89772","0.00548"
"58.77600","4.89820","0.00538"
"58.78200","4.89874","0.00533"
"58.78800","4.89921","0.00535"
"58.79400","4.89969","0.00539"
"58.80000","4.90023","0.00538"
"58.80600","4.90071","0.00549"
"58.81200","4.90119","0.00559"
"58.81800","4.90173","0.00565"
"58.82400","4.90220","0.00570"
"58.83000","4.90268","0.00565"
"58.83600","4.90322","0.00556"
"58.84200","4.90370","0.00553"
"58.84800","4.90424","0.00547"
"58.85400","4.90472","0.00548"
"58.86000","4.90519","0.00547"
"58.86600","4.90573","0.00545"
"58.87200","4.90621","0.00556"
"58.87800","4.90669","0.00559"
"58.88400","4.90723","0.00561"
"58.89000","4.90770","0.00574"
"58.89600","4.90818","0.00581"
"58.90200","4.90872","0.00580"
"58.90800","4.90920","0.00576"
"58.91400","4.90974","0.00565"
"58.92000","4.91021","0.00567"
"58.92600","4.91075","0.00574"
"58.93200","4.91123","0.00573"
"58.93800","4.91171","0.00579"
"58.94400","4.91225","0.00581"
"58.95000","4.91273","0.00569"
"58.95600","4.91320","0.00557"
"58.96200","4.91368","0.00538"
"58.96800","4.91422","0.00517"
"58.97400","4.91470","0.00516"
"58.98000","4.91518","0.00512"
"58.98600","4.91572","0.00517"
"58.99200","4.91619","0.00524"
"58.99800","4.91667","0.00518"
"59.00400","4.91721","0.00522"
"59.01000","4.91769","0.00522"
"59.01600","4.91823","0.00507"
"59.02200","4.91871","0.00502"
"59.02800","4.91918","0.00504"
"59.03400","4.91972","0.00513"
"59.04000","4.92020","0.00526"
"59.04600","4.92074","0.00534"
"59.05200","4.92122","0.00548"
"59.05800","4.92170","0.00562"
"59.06400","4.92223","0.00567"
"59.07000","4.92271","0.00569"
"59.07600","4.92319","0.00566"
"59.08200","4.92373","0.00563"
"59.08800","4.92421","0.00559"
"59.09400","4.92468","0.00549"
"59.10000","4.92522","0.00535"
"59.10600","4.92570","0.00526"
"59.11200","4.92618","0.00518"
"59.11800","4.92666","0.00517"
"59.12400","4.92720","0.00531"
"59.13000","4.92767","0.00534"
"59.13600","4.92815","0.00530"
"59.14200","4.92869","0.00534"
"59.14800","4.92917","0.00535"
"59.15400","4.92965","0.00546"
"59.16000","4.93018","0.00551"
"59.16600","4.93066","0.00554"
"59.17200","4.93120","0.00570"
"59.17800","4.93168","0.00585"
"59.18400","4.93222","0.00592"
"59.19000","4.93270","0.00606"
"59.19600","4.93317","0.00609"
"59.20200","4.93371","0.00602"
"59.20800","4.93419","0.00605"
"59.21400","4.93467","0.00603"
"59.22000","4.93515","0.00603"
"59.22600","4.93563","0.00601"
"59.23200","4.93616","0.00591"
"59.23800","4.93664","0.00578"
"59.24400","4.93712","0.00559"
"59.25000","4.93766","0.00538"
"59.25600","4.93814","0.00534"
"59.26200","4.93862","0.00532"
"59.26800","4.93915","0.00540"
"59.27400","4.93963","0.00551"
"59.28000","4.94017","0.00557"
"59.28600","4.94065","0.00557"
"59.29200","4.94119","0.00549"
"59.29800","4.94166","0.00542"
"59.30400","4.94220","0.00548"
"59.31000","4.94268","0.00556"
"59.31600","4.94322","0.00564"
"59.32200","4.94370","0.00580"
"59.32800","4.94424","0.00589"
"59.33400","4.94471","0.00575"
"59.34000","4.94525","0.00572"
"59.34600","4.94579","0.00570"
"59.35200","4.94627","0.00573"
"59.35800","4.94675","0.00584"
"59.36400","4.94723","0.00583"
"59.37000","4.94776","0.00584"
"59.37600","4.94824","0.00579"
"59.38200","4.94872","0.00568"
"59.38800","4.94920","0.00567"
"59.39400","4.94974","0.00573"
"59.40000","4.95021","0.00572"
"59.40600","4.95069","0.00570"
"59.41200","4.95123","0.00563"
"59.41800","4.95171","0.00550"
"59.42400","4.95219","0.00553"
"59.43000","4.95273","0.00562"
"59.43600","4.95320","0.00568"
"59.44200","4.95368","0.00572"
"59.44800","4.95422","0.00575"
"59.45400","4.95470","0.00584"
"59.46000","4.95518","0.00596"
"59.46600","4.95572","0.00584"
"59.47200","4.95625","0.00585"
"59.47800","4.95673","0.00585"
"59.48400","4.95727","0.00589"
"59.49000","4.95775","0.00594"
"59.49600","4.95829","0.00584"
"59.50200","4.95876","0.00573"
"59.50800","4.95924","0.00562"
"59.51400","4.95972","0.00550"
"59.52000","4.96020","0.00549"
"59.52600","4.96068","0.00551"
"59.53200","4.96122","0.00551"
"59.53800","4.96169","0.00555"
"59.54400","4.96217","0.00554"
"59.55000","4.96271","0.00559"
"59.55600","4.96319","0.00574"
"59.56200","4.96367","0.00577"
"59.56800","4.96421","0.00578"
"59.57400","4.96468","0.00589"
"59.58000","4.96522","0.00589"
"59.58600","4.96570","0.00590"
"59.59200","4.96618","0.00605"
"59.59800","4.96666","0.00622"
"59.60400","4.96720","0.00634"
"59.61000","4.96767","0.00633"
"59.61600","4.96821","0.00611"
"59.62200","4.96869","0.00586"
"59.62800","4.96917","0.00564"
"59.63400","4.96971","0.00542"
"59.64000","4.97018","0.00533"
"59.64600","4.97066","0.00522"
"59.65200","4.97120","0.00514"
"59.65800","4.97168","0.00524"
"59.66400","4.97216","0.00522"
"59.67000","4.97264","0.00520"
"59.67600","4.97317","0.00524"
"59.68200","4.97365","0.00531"
"59.68800","4.97413","0.00538"
"59.69400","4.97467","0.00549"
"59.70000","4.97515","0.00562"
"59.70600","4.97563","0.00590"
"59.71200","4.97616","0.00597"
"59.71800","4.97664","0.00589"
"59.72400","4.97712","0.00589"
"59.73000","4.97760","0.00576"
"59.73600","4.97814","0.00573"
"59.74200","4.97861","0.00570"
"59.74800","4.97915","0.00559"
"59.75400","4.97963","0.00557"
"59.76000","4.98011","0.00553"
"59.76600","4.98065","0.00543"
"59.77200","4.98113","0.00556"
"59.77800","4.98160","0.00574"
"59.78400","4.98214","0.00591"
"59.79000","4.98262","0.00601"
"59.79600","4.98316","0.00591"
"59.80200","4.98364","0.00588"
"59.80800","4.98418","0.00602"
"59.81400","4.98465","0.00606"
"59.82000","4.98519","0.00613"
"59.82600","4.98567","0.00613"
"59.83200","4.98621","0.00606"
"59.83800","4.98669","0.00594"
"59.84400","4.98722","0.00576"
"59.85000","4.98770","0.00569"
"59.85600","4.98824","0.00576"
"59.86200","4.98872","0.00580"
"59.86800","4.98926","0.00585"
"59.87400","4.98974","0.00601"
"59.88000","4.99027","0.00599"
"59.88600","4.99075","0.00598"
"59.89200","4.99123","0.00604"
"59.89800","4.99177","0.00598"
"59.90400","4.99225","0.00608"
"59.91000","4.99278","0.00617"
"59.91600","4.99326","0.00606"
"59.92200","4.99374","0.00601"
"59.92800","4.99422","0.00580"
"59.93400","4.99476","0.00556"
"59.94000","4.99524","0.00546"
"59.94600","4.99571","0.00539"
"59.95200","4.99625","0.00535"
"59.95800","4.99673","0.00538"
"59.96400","4.99721","0.00536"
"59.97000","4.99775","0.00544"
"59.97600","4.99823","0.00561"
"59.98200","4.99876","0.00573"
"59.98800","4.99924","0.00590"
"59.99400","4.99972","0.00610"
"60.00000","5.00026","0.00619"
"60.00600","5.00074","0.00639"
"60.01200","5.00122","0.00641"
"60.01800","5.00175","0.00631"
"60.02400","5.00223","0.00620"
"60.03000","5.00271","0.00596"
"60.03600","5.00319","0.00580"
"60.04200","5.00373","0.00568"
"60.04800","5.00420","0.00553"
"60.05400","5.00468","0.00555"
"60.06000","5.00516","0.00568"
"60.06600","5.00570","0.00567"
"60.07200","5.00618","0.00581"
"60.07800","5.00666","0.00589"
"60.08400","5.00719","0.00580"
"60.09000","5.00767","0.00577"
"60.09600","5.00821","0.00574"
"60.10200","5.00869","0.00583"
"60.10800","5.00917","0.00598"
"60.11400","5.00971","0.00605"
"60.12000","5.01018","0.00612"
"60.12600","5.01072","0.00614"
"60.13200","5.01120","0.00604"
"60.13800","5.01174","0.00601"
"60.14400","5.01222","0.00586"
"60.15000","5.01269","0.00574"
"60.15600","5.01317","0.00567"
"60.16200","5.01371","0.00553"
"60.16800","5.01419","0.00542"
"60.17400","5.01467","0.00541"
"60.18000","5.01515","0.00540"
"60.18600","5.01562","0.00551"
"60.19200","5.01616","0.00568"
"60.19800","5.01664","0.00574"
"60.20400","5.01712","0.00580"
"60.21000","5.01766","0.00586"
"60.21600","5.01814","0.00589"
"60.22200","5.01861","0.00591"
"60.22800","5.01915","0.00586"
"60.23400","5.01963","0.00579"
"60.24000","5.02017","0.00577"
"60.24600","5.02065","0.00564"
"60.25200","5.02112","0.00564"
"60.25800","5.02166","0.00579"
"60.26400","5.02214","0.00581"
"60.27000","5.02268","0.00583"
"60.27600","5.02316","0.00578"
"60.28200","5.02370","0.00569"
"60.28800","5.02417","0.00561"
"60.29400","5.02471","0.00551"
"60.30000","5.02519","0.00539"
"60.30600","5.02567","0.00537"
"60.31200","5.02621","0.00532"
"60.31800","5.02669","0.00541"
"60.32400","5.02716","0.00563"
"60.33000","5.02764","0.00574"
"60.33600","5.02818","0.00575"
"60.34200","5.02866","0.00575"
"60.34800","5.02914","0.00575"
"60.35400","5.02968","0.00584"
"60.36000","5.03015","0.00596"
"60.36600","5.03063","0.00595"
"60.37200","5.03117","0.00610"
"60.37800","5.03165","0.00627"
"60.38400","5.03219","0.00629"
"60.39000","5.03266","0.00628"
"60.39600","5.03320","0.00613"
"60.40200","5.03368","0.00604"
"60.40800","5.03422","0.00602"
"60.41400","5.03470","0.00596"
"60.42000","5.03524","0.00600"
"60.42600","5.03571","0.00603"
"60.43200","5.03625","0.00595"
"60.43800","5.03673","0.00593"
"60.44400","5.03721","0.00592"
"60.45000","5.03775","0.00594"
"60.45600","5.03823","0.00591"
"60.46200","5.03870","0.00574"
"60.46800","5.03918","0.00566"
"60.47400","5.03966","0.00568"
"60.48000","5.04020","0.00569"
"60.48600","5.04068","0.00580"
"60.49200","5.04121","0.00596"
"60.49800","5.04169","0.00605"
"60.50400","5.04217","0.00608"
"60.51000","5.04271","0.00605"
"60.51600","5.04319","0.00603"
"60.52200","5.04373","0.00607"
"60.52800","5.04420","0.00608"
"60.53400","5.04474","0.00602"
"60.54000","5.04522","0.00601"
"60.54600","5.04570","0.00593"
"60.55200","5.04624","0.00574"
"60.55800","5.04677","0.00571"
"60.56400","5.04725","0.00569"
"60.57000","5.04779","0.00576"
"60.57600","5.04827","0.00583"
"60.58200","5.04875","0.00584"
"60.58800","5.04923","0.00594"
"60.59400","5.04976","0.00600"
"60.60000","5.05024","0.00594"
"60.60600","5.05072","0.00592"
"60.61200","5.05120","0.00592"
"60.61800","5.05168","0.00589"
"60.62400","5.05222","0.00593"
"60.63000","5.05269","0.00595"
"60.63600","5.05317","0.00596"
"60.64200","5.05365","0.00596"
"60.64800","5.05419","0.00600"
"60.65400","5.05467","0.00615"
"60.66000","5.05514","0.00614"
"60.66600","5.05568","0.00599"
"60.67200","5.05616","0.00597"
"60.67800","5.05664","0.00595"
"60.68400","5.05718","0.00592"
"60.69000","5.05766","0.00589"
"60.69600","5.05819","0.00578"
"60.70200","5.05867","0.00568"
"60.70800","5.05921","0.00562"
"60.71400","5.05969","0.00566"
"60.72000","5.06017","0.00577"
"60.72600","5.06071","0.00597"
"60.73200","5.06118","0.00603"
"60.73800","5.06166","0.00612"
"60.74400","5.06214","0.00613"
"60.75000","5.06268","0.00602"
"60.75600","5.06316","0.00604"
"60.76200","5.06364","0.00613"
"60.76800","5.06417","0.00626"
"60.77400","5.06465","0.00637"
"60.78000","5.06513","0.00636"
"60.78600","5.06567","0.00630"
"60.79200","5.06615","0.00623"
"60.79800","5.06662","0.00609"
"60.80400","5.06716","0.00596"
"60.81000","5.06764","0.00581"
"60.81600","5.06812","0.00573"
"60.82200","5.06866","0.00583"
"60.82800","5.06914","0.00590"
"60.83400","5.06967","0.00594"
"60.84000","5.07015","0.00597"
"60.84600","5.07069","0.00594"
"60.85200","5.07117","0.00589"
"60.85800","5.07171","0.00595"
"60.86400","5.07219","0.00593"
"60.87000","5.07266","0.00593"
"60.87600","5.07314","0.00594"
"60.88200","5.07362","0.00593"
"60.88800","5.07416","0.00592"
"60.89400","5.07464","0.00585"
"60.90000","5.07511","0.00579"
"60.90600","5.07565","0.00583"
"60.91200","5.07613","0.00586"
"60.91800","5.07661","0.00593"
"60.92400","5.07715","0.00599"
"60.93000","5.07763","0.00589"
"60.93600","5.07816","0.00587"
"60.94200","5.07864","0.00590"
"60.94800","5.07912","0.00586"
"60.95400","5.07966","0.00591"
"60.96000","5.08014","0.00596"
"60.96600","5.08067","0.00592"
"60.97200","5.08115","0.00605"
"60.97800","5.08169","0.00615"
"60.98400","5.08217","0.00625"
"60.99000","5.08271","0.00637"
"60.99600","5.08319","0.00634"
"61.00200","5.08372","0.00641"
"61.00800","5.08420","0.00646"
"61.01400","5.08468","0.00642"
"61.02000","5.08522","0.00635"
"61.02600","5.08570","0.00633"
"61.03200","5.08618","0.00624"
"61.03800","5.08665","0.00613"
"61.04400","5.08719","0.00594"
"61.05000","5.08767","0.00584"
"61.05600","5.08815","0.00590"
"61.06200","5.08869","0.00593"
"61.06800","5.08917","0.00599"
"61.07400","5.08970","0.00607"
"61.08000","5.09018","0.00614"
"61.08600","5.09072","0.00624"
"61.09200","5.09120","0.00631"
"61.09800","5.09168","0.00636"
"61.10400","5.09221","0.00636"
"61.11000","5.09269","0.00635"
"61.11600","5.09323","0.00626"
"61.12200","5.09371","0.00633"
"61.12800","5.09425","0.00640"
"61.13400","5.09473","0.00648"
"61.14000","5.09526","0.00651"
"61.14600","5.09574","0.00641"
"61.15200","5.09622","0.00638"
"61.15800","5.09676","0.00644"
"61.16400","5.09724","0.00647"
"61.17000","5.09772","0.00654"
"61.17600","5.09819","0.00643"
"61.18200","5.09867","0.00620"
"61.18800","5.09921","0.00614"
"61.19400","5.09969","0.00613"
"61.20000","5.10017","0.00608"
"61.20600","5.10064","0.00617"
"61.21200","5.10118","0.00618"
"61.21800","5.10166","0.00614"
"61.22400","5.10214","0.00609"
"61.23000","5.10262","0.00588"
"61.23600","5.10316","0.00579"
"61.24200","5.10363","0.00579"
"61.24800","5.10411","0.00586"
"61.25400","5.10465","0.00606"
"61.26000","5.10513","0.00606"
"61.26600","5.10567","0.00603"
"61.27200","5.10615","0.00611"
"61.27800","5.10662","0.00615"
"61.28400","5.10716","0.00608"
"61.29000","5.10764","0.00599"
"61.29600","5.10818","0.00576"
"61.30200","5.10866","0.00570"
"61.30800","5.10914","0.00567"
"61.31400","5.10961","0.00559"
"61.32000","5.11015","0.00554"
"61.32600","5.11063","0.00552"
"61.33200","5.11111","0.00551"
"61.33800","5.11159","0.00555"
"61.34400","5.11212","0.00551"
"61.35000","5.11260","0.00549"
"61.35600","5.11308","0.00553"
"61.36200","5.11362","0.00549"
"61.36800","5.11410","0.00532"
"61.37400","5.11464","0.00530"
"61.38000","5.11511","0.00537"
"61.38600","5.11565","0.00553"
"61.39200","5.11613","0.00579"
"61.39800","5.11667","0.00587"
"61.40400","5.11715","0.00586"
"61.41000","5.11768","0.00579"
"61.41600","5.11816","0.00568"
"61.42200","5.11870","0.00573"
"61.42800","5.11918","0.00580"
"61.43400","5.11972","0.00588"
"61.44000","5.12020","0.00592"
"61.44600","5.12073","0.00590"
"61.45200","5.12121","0.00597"
"61.45800","5.12169","0.00608"
"61.46400","5.12223","0.00599"
"61.47000","5.12271","0.00598"
"61.47600","5.12319","0.00597"
"61.48200","5.12372","0.00595"
"61.48800","5.12420","0.00595"
"61.49400","5.12468","0.00589"
"61.50000","5.12522","0.00595"
"61.50600","5.12570","0.00608"
"61.51200","5.12618","0.00610"
"61.51800","5.12671","0.00598"
"61.52400","5.12719","0.00593"
"61.53000","5.12773","0.00590"
"61.53600","5.12821","0.00594"
"61.54200","5.12869","0.00594"
"61.54800","5.12922","0.00593"
"61.55400","5.12976","0.00603"
"61.56000","5.13024","0.00618"
"61.56600","5.13072","0.00614"
"61.57200","5.13126","0.00606"
"61.57800","5.13174","0.00598"
"61.58400","5.13227","0.00591"
"61.59000","5.13275","0.00591"
"61.59600","5.13323","0.00587"
"61.60200","5.13377","0.00586"
"61.60800","5.13425","0.00590"
"61.61400","5.13473","0.00594"
"61.62000","5.13526","0.00614"
"61.62600","5.13574","0.00640"
"61.63200","5.13622","0.00652"
"61.63800","5.13676","0.00657"
"61.64400","5.13724","0.00649"
"61.65000","5.13771","0.00635"
"61.65600","5.13825","0.00632"
"61.66200","5.13873","0.00627"
"61.66800","5.13921","0.00620"
"61.67400","5.13975","0.00613"
"61.68000","5.14023","0.00597"
"61.68600","5.14076","0.00593"
"61.69200","5.14124","0.00587"
"61.69800","5.14172","0.00577"
"61.70400","5.14226","0.00585"
"61.71000","5.14274","0.00605"
"61.71600","5.14322","0.00615"
"61.72200","5.14375","0.00624"
"61.72800","5.14423","0.00619"
"61.73400","5.14471","0.00607"
"61.74000","5.14519","0.00604"
"61.74600","5.14567","0.00603"
"61.75200","5.14620","0.00608"
"61.75800","5.14668","0.00613"
"61.76400","5.14716","0.00610"
"61.77000","5.14764","0.00624"
"61.77600","5.14818","0.00631"
"61.78200","5.14866","0.00623"
"61.78800","5.14913","0.00618"
"61.79400","5.14967","0.00607"
"61.80000","5.15015","0.00602"
"61.80600","5.15063","0.00605"
"61.81200","5.15117","0.00600"
"61.81800","5.15165","0.00597"
"61.82400","5.15218","0.00598"
"61.83000","5.15266","0.00596"
"61.83600","5.15314","0.00598"
"61.84200","5.15368","0.00596"
"61.84800","5.15416","0.00588"
"61.85400","5.15469","0.00591"
"61.86000","5.15517","0.00592"
"61.86600","5.15565","0.00588"
"61.87200","5.15619","0.00592"
"61.87800","5.15667","0.00603"
"61.88400","5.15721","0.00622"
"61.89000","5.15768","0.00634"
"61.89600","5.15816","0.00632"
"61.90200","5.15870","0.00628"
"61.90800","5.15918","0.00616"
"61.91400","5.15966","0.00598"
"61.92000","5.16020","0.00590"
"61.92600","5.16067","0.00587"
"61.93200","5.16121","0.00582"
"61.93800","5.16169","0.00588"
"61.94400","5.16217","0.00588"
"61.95000","5.16271","0.00589"
"61.95600","5.16318","0.00594"
"61.96200","5.16366","0.00601"
"61.96800","5.16420","0.00602"
"61.97400","5.16468","0.00599"
"61.98000","5.16522","0.00593"
"61.98600","5.16570","0.00598"
"61.99200","5.16623","0.00596"
"61.99800","5.16671","0.00587"
"62.00400","5.16719","0.00583"
"62.01000","5.16773","0.00581"
"62.01600","5.16821","0.00576"
"62.02200","5.16875","0.00568"
"62.02800","5.16922","0.00560"
"62.03400","5.16970","0.00561"
"62.04000","5.17024","0.00571"
"62.04600","5.17072","0.00578"
"62.05200","5.17120","0.00590"
"62.05800","5.17173","0.00604"
"62.06400","5.17221","0.00614"
"62.07000","5.17269","0.00634"
"62.07600","5.17323","0.00644"
"62.08200","5.17371","0.00651"
"62.08800","5.17419","0.00654"
"62.09400","5.17472","0.00650"
"62.10000","5.17520","0.00642"
"62.10600","5.17568","0.00642"
"62.11200","5.17622","0.00641"
"62.11800","5.17670","0.00631"
"62.12400","5.17724","0.00623"
"62.13000","5.17771","0.00611"
"62.13600","5.17825","0.00613"
"62.14200","5.17873","0.00614"
"62.14800","5.17927","0.00613"
"62.15400","5.17975","0.00619"
"62.16000","5.18028","0.00619"
"62.16600","5.18076","0.00614"
"62.17200","5.18124","0.00609"
"62.17800","5.18178","0.00592"
"62.18400","5.18226","0.00586"
"62.19000","5.18280","0.00597"
"62.19600","5.18327","0.00601"
"62.20200","5.18375","0.00607"
"62.20800","5.18429","0.00606"
"62.21400","5.18477","0.00597"
"62.22000","5.18525","0.00592"
"62.22600","5.18573","0.00590"
"62.23200","5.18620","0.00583"
"62.23800","5.18674","0.00594"
"62.24400","5.18722","0.00603"
"62.25000","5.18770","0.00615"
"62.25600","5.18818","0.00626"
"62.26200","5.18871","0.00628"
"62.26800","5.18919","0.00644"
"62.27400","5.18973","0.00649"
"62.28000","5.19027","0.00635"
"62.28600","5.19075","0.00634"
"62.29200","5.19123","0.00624"
"62.29800","5.19176","0.00608"
"62.30400","5.19224","0.00602"
"62.31000","5.19272","0.00615"
"62.31600","5.19320","0.00623"
"62.32200","5.19368","0.00631"
"62.32800","5.19422","0.00635"
"62.33400","5.19469","0.00638"
"62.34000","5.19517","0.00635"
"62.34600","5.19565","0.00625"
"62.35200","5.19619","0.00619"
"62.35800","5.19667","0.00616"
"62.36400","5.19715","0.00607"
"62.37000","5.19768","0.00610"
"62.37600","5.19816","0.00599"
"62.38200","5.19864","0.00578"
"62.38800","5.19918","0.00575"
"62.39400","5.19966","0.00572"
"62.40000","5.20019","0.00571"
"62.40600","5.20067","0.00576"
"62.41200","5.20115","0.00579"
"62.41800","5.20169","0.00592"
"62.42400","5.20223","0.00615"
"62.43000","5.20271","0.00623"
"62.43600","5.20324","0.00634"
"62.44200","5.20372","0.00638"
"62.44800","5.20420","0.00641"
"62.45400","5.20474","0.00637"
"62.46000","5.20522","0.00625"
"62.46600","5.20570","0.00614"
"62.47200","5.20617","0.00614"
"62.47800","5.20671","0.00613"
"62.48400","5.20719","0.00617"
"62.49000","5.20767","0.00621"
"62.49600","5.20821","0.00613"
"62.50200","5.20868","0.00602"
"62.50800","5.20916","0.00588"
"62.51400","5.20970","0.00563"
"62.52000","5.21018","0.00558"
"62.52600","5.21066","0.00561"
"62.53200","5.21120","0.00556"
"62.53800","5.21167","0.00564"
"62.54400","5.21221","0.00578"
"62.55000","5.21269","0.00595"
"62.55600","5.21323","0.00609"
"62.56200","5.21371","0.00606"
"62.56800","5.21424","0.00603"
"62.57400","5.21472","0.00597"
"62.58000","5.21526","0.00584"
"62.58600","5.21574","0.00587"
"62.59200","5.21622","0.00595"
"62.59800","5.21670","0.00590"
"62.60400","5.21723","0.00588"
"62.61000","5.21771","0.00588"
"62.61600","5.21819","0.00589"
"62.62200","5.21867","0.00590"
"62.62800","5.21921","0.00580"
"62.63400","5.21969","0.00569"
"62.64000","5.22016","0.00560"
"62.64600","5.22070","0.00545"
"62.65200","5.22118","0.00532"
"62.65800","5.22172","0.00532"
"62.66400","5.22220","0.00533"
"62.67000","5.22274","0.00557"
"62.67600","5.22321","0.00587"
"62.68200","5.22369","0.00617"
"62.68800","5.22423","0.00643"
"62.69400","5.22471","0.00649"
"62.70000","5.22525","0.00650"
"62.70600","5.22573","0.00649"
"62.71200","5.22626","0.00645"
"62.71800","5.22674","0.00645"
"62.72400","5.22728","0.00649"
"62.73000","5.22776","0.00646"
"62.73600","5.22824","0.00650"
"62.74200","5.22877","0.00663"
"62.74800","5.22925","0.00670"
"62.75400","5.22973","0.00675"
"62.76000","5.23027","0.00671"
"62.76600","5.23075","0.00649"
"62.77200","5.23123","0.00636"
"62.77800","5.23170","0.00627"
"62.78400","5.23224","0.00618"
"62.79000","5.23272","0.00618"
"62.79600","5.23326","0.00612"
"62.80200","5.23374","0.00613"
"62.80800","5.23421","0.00620"
"62.81400","5.23475","0.00619"
"62.82000","5.23523","0.00617"
"62.82600","5.23571","0.00620"
"62.83200","5.23619","0.00624"
"62.83800","5.23673","0.00623"
"62.84400","5.23720","0.00620"
"62.85000","5.23768","0.00623"
"62.85600","5.23816","0.00632"
"62.86200","5.23870","0.00638"
"62.86800","5.23918","0.00638"
"62.87400","5.23966","0.00633"
"62.88000","5.24019","0.00618"
"62.88600","5.24067","0.00610"
"62.89200","5.24115","0.00606"
"62.89800","5.24169","0.00611"
"62.90400","5.24217","0.00627"
"62.91000","5.24265","0.00637"
"62.91600","5.24312","0.00653"
"62.92200","5.24366","0.00666"
"62.92800","5.24414","0.00666"
"62.93400","5.24468","0.00662"
"62.94000","5.24516","0.00646"
"62.94600","5.24564","0.00619"
"62.95200","5.24617","0.00603"
"62.95800","5.24665","0.00608"
"62.96400","5.24713","0.00607"
"62.97000","5.24767","0.00610"
"62.97600","5.24815","0.00610"
"62.98200","5.24862","0.00617"
"62.98800","5.24916","0.00631"
"62.99400","5.24964","0.00637"
"63.00000","5.25018","0.00629"
"63.00600","5.25066","0.00625"
"63.01200","5.25113","0.00620"
"63.01800","5.25167","0.00623"
"63.02400","5.25215","0.00637"
"63.03000","5.25269","0.00637"
"63.03600","5.25317","0.00639"
"63.04200","5.25371","0.00639"
"63.04800","5.25418","0.00629"
"63.05400","5.25466","0.00635"
"63.06000","5.25520","0.00642"
"63.06600","5.25568","0.00645"
