"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
280.908,0.03435,208.218,0.01728,0.01707,"n",NA
280.944,0.20748,281.028,0.11325,0.09423,"y","1"
297.372,0.26251,297.444,0.07948,0.18303,"y","1"
297.696,0.08819,297.732,0.07492,0.01327,"n",NA
359.832,0.65198,359.892,0.44416,0.20782,"y","1"
359.898,0.44435,359.91,0.43542,0.00893000000000005,"n",NA
359.922,0.44197,359.934,0.43228,0.00968999999999998,"n",NA
380.85,0.60543,380.922,0.39684,0.20859,"y","1"
407.16,0.62486,407.226,0.5477,0.07716,"y","1"
407.436,0.52225,407.556,0.1939,0.32835,"y","1"
407.568,0.20163,407.58,0.19639,0.00523999999999999,"n",NA
439.734,0.47654,439.794,0.27084,0.2057,"y","1"
439.8,0.27305,439.818,0.26373,0.00931999999999999,"n",NA
439.83,0.27018,439.842,0.26343,0.00674999999999998,"n",NA
439.854,0.26655,439.872,0.2597,0.00685000000000002,"n",NA
439.908,0.26255,439.932,0.25413,0.00841999999999998,"n",NA
451.182,0.34268,451.272,0.07905,0.26363,"y","1"
451.752,0.11413,451.812,0.0816,0.03253,"n",NA
452.226,0.12193,452.286,0.09879,0.02314,"n",NA
466.722,0.21812,466.788,0.0331,0.18502,"y","1"
468.474,0.08478,468.57,0.03628,0.0485,"n",NA
469.452,0.07556,469.53,0.04409,0.03147,"n",NA
495.456,0.13197,495.498,0,0.1356,"y","1"
495.516,0.0101,495.534,0,0.02702,"n",NA
