"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
249.288,0.31648,249.372,0.09955,0.21693,"y","1"
249.384,0.10919,249.402,0.09199,0.0172,"n",NA
249.414,0.10022,249.432,0.08717,0.01305,"n",NA
249.444,0.09412,249.456,0.08515,0.00896999999999999,"n",NA
249.528,0.09916,249.546,0.08789,0.01127,"n",NA
288.948,0.20871,289.014,0.06528,0.14343,"y","1"
289.02,0.06524,289.038,0.05458,0.01066,"n",NA
289.05,0.05974,289.068,0.0526,0.00714,"n",NA
289.14,0.05406,289.158,0.04725,0.00681,"n",NA
326.91,0.18471,326.97,0.07244,0.11227,"y","1"
344.676,0.12417,344.724,0.10852,0.01565,"y","1"
416.448,0.05009,416.472,0.03727,0.01282,"n",NA
471.312,0.15117,471.378,0,0.1601,"y","1"
471.426,0.01667,471.444,0.00317,0.0135,"n",NA
471.492,0.0154,471.504,0.01191,0.00349,"n",NA
487.962,0.04693,488.028,0,0.05133,"n",NA
644.946,0.08001,644.976,0.06786,0.01215,"n",NA
690.126,0.18112,690.186,0,0.20502,"y","1"
