"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
34.77,0.05843,34.542,0.04839,0.01004,"n",NA
34.77,0.04901,34.8,0.02459,0.02442,"y","1"
34.812,0.02713,34.83,0.01974,0.00739,"n",NA
35.388,0.02451,35.412,0.01453,0.00998,"y","1"
44.298,0.02944,44.34,0,0.03795,"y","1"
106.548,0.01328,106.584,0,0.02038,"y","1"
121.176,0.03426,121.224,0.00729,0.02697,"y","1"
127.14,0.01453,127.176,0,0.02777,"n",NA
148.746,0.03394,148.812,0.00599,0.02795,"y","1"
174.606,0.11472,174.672,0,0.1347,"y","1"
188.784,0.04535,188.838,0.01908,0.02627,"y","1"
221.082,0.18877,221.142,0.0158,0.17297,"y","1"
221.226,0.03189,221.244,0.02478,0.00711,"n",NA
227.67,0.04997,227.736,0.00479,0.04518,"y","1"
241.974,0.04201,242.016,0,0.05866,"y","1"
482.844,0.09355,482.916,0.02957,0.06398,"y","1"
482.922,0.02996,482.946,0.02227,0.00769,"n",NA
525.57,0.15761,525.63,0.01026,0.14735,"y","1"
525.648,0.02741,525.666,0.01597,0.01144,"n",NA
525.684,0.02434,525.702,0.0091,0.01524,"n",NA
525.72,0.01971,525.738,0.01293,0.00678,"n",NA
525.858,0.02891,525.882,0.01814,0.01077,"n",NA
537.906,0.06991,537.948,0.0349,0.03501,"y","1"
537.954,0.035,537.972,0.02688,0.00812,"n",NA
538.212,0.03733,538.254,0,0.05141,"n",NA
