"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
101.172,0.08701,101.244,0.01743,0.06958,"y","1"
101.256,0.01994,101.28,0.00635,0.01359,"n",NA
101.424,0.01907,101.448,0.00948,0.00959,"n",NA
189.21,0.09273,189.282,0.01305,0.07968,"y","1"
189.378,0.02917,189.396,0.02153,0.00764,"n",NA
207.858,0.08163,207.93,0.0241,0.05753,"y","1"
303.594,0.04809,303.612,0.04065,0.00744,"y","1"
314.94,0.06382,314.982,0.01895,0.04487,"y","1"
314.994,0.022,315.012,0.01344,0.00856,"n",NA
380.358,0.19762,380.406,0.00281,0.19481,"y","1"
380.418,0.02172,380.442,0,0.03659,"n",NA
