"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
198.252,0.04455,198.282,0.04225,0.0023,"n",NA
218.262,0.0488,218.304,0.04502,0.00378000000000001,"n",NA
279.54,0.05999,279.582,0.05545,0.00454,"y","1"
286.176,0.06047,286.212,0.05696,0.00351000000000001,"n",NA
341.808,0.06119,341.856,0.05685,0.00434,"n",NA
372.012,0.06452,372.06,0.06202,0.0025,"n",NA
383.214,0.06513,383.262,0.06221,0.00291999999999999,"y","u"
383.274,0.06244,383.31,0.05358,0.00886,"y","1"
383.328,0.05575,383.346,0.05361,0.00214,"n",NA
383.358,0.05414,383.388,0.05014,0.004,"n",NA
393.036,0.05213,393.072,0.04973,0.0024,"n",NA
474.408,0.06616,474.438,0.06295,0.00320999999999999,"n",NA
