"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
317.756,0.04954,205.058,0.03105,0.01849,"n",NA
287.084,0.04034,287.12,0.02371,0.01663,"y","1"
317.816,0.05771,317.858,0.02737,0.03034,"y","1"
317.864,0.02756,317.894,0.01113,0.01643,"n",NA
363.896,0.05197,363.926,0.04191,0.01006,"y","u"
363.938,0.04103,363.968,0.02601,0.01502,"n",NA
395.212,0.08714,395.254,0.06771,0.01943,"y","1"
462.288,0.28303,462.342,0,0.29373,"y","1"
462.36,0.01555,462.384,0,0.03715,"n",NA
462.666,0.01115,462.684,0.00193,0.00922,"n",NA
