"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
261.764,0.02854,186.174,0.01289,0.01565,"n",NA
261.776,0.27024,261.836,0.19924,0.071,"y","1"
330.47,0.71904,330.524,0.60219,0.11685,"y","1"
330.53,0.60116,330.542,0.58978,0.0113800000000001,"n",NA
356.516,0.72436,356.57,0.31842,0.40594,"y","1"
356.576,0.32304,356.594,0.30338,0.01966,"n",NA
356.606,0.32132,356.618,0.31202,0.00929999999999997,"n",NA
356.708,0.32663,356.72,0.31954,0.00708999999999999,"n",NA
356.732,0.32339,356.744,0.31778,0.00561,"n",NA
356.756,0.31753,356.774,0.30932,0.00821,"n",NA
382.316,0.39788,382.382,0.10415,0.29373,"y","1"
382.394,0.10977,382.412,0.08609,0.02368,"n",NA
382.43,0.10418,382.442,0.09191,0.01227,"n",NA
382.46,0.10507,382.478,0.08906,0.01601,"n",NA
382.49,0.09748,382.508,0.08531,0.01217,"n",NA
382.526,0.09544,382.538,0.08891,0.00652999999999999,"n",NA
382.556,0.09689,382.574,0.08855,0.00834,"n",NA
382.586,0.09102,382.604,0.08348,0.00754000000000001,"n",NA
418.766,0.18911,418.808,0.00541,0.1837,"y","1"
418.82,0.01311,418.844,0,0.03497,"n",NA
418.976,0.01255,419,0,0.01581,"n",NA
419.054,0.01126,419.072,0,0.01148,"n",NA
419.168,0.01088,419.186,0.00359,0.00729,"n",NA
