"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
243.498,0.08514,147.908,0.07973,0.00541,"n",NA
171.602,0.18914,171.668,0.14771,0.04143,"y","1"
181.79,0.19067,181.802,0.1886,0.00207000000000002,"n",NA
243.522,0.38793,243.576,0.02359,0.36434,"y","1"
243.582,0.02346,243.606,0,0.04192,"n",NA
243.75,0.03107,243.78,0.00524,0.02583,"n",NA
243.798,0.01625,243.816,0.00672,0.00953,"n",NA
243.924,0.01495,243.948,0.00633,0.00862,"n",NA
244.044,0.02408,244.074,0.0122,0.01188,"n",NA
244.098,0.01486,244.116,0.00974,0.00512,"n",NA
244.728,0.02285,244.74,0.02019,0.00266,"n",NA
244.998,0.02525,245.034,0.01708,0.00817,"n",NA
