"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
233.04,0.25823,183.858,0.24904,0.00919,"n",NA
230.076,0.51239,230.1,0.50416,0.00822999999999996,"y","1"
230.106,0.50326,230.118,0.50011,0.00314999999999999,"n",NA
230.664,0.49979,230.7,0.49078,0.00901000000000002,"y","1"
230.892,0.48452,230.91,0.47675,0.00777,"y","1"
230.916,0.47566,230.928,0.47319,0.00247000000000003,"n",NA
231.846,0.48072,231.858,0.47776,0.00295999999999996,"n",NA
233.04,0.49148,233.13,0.1276,0.36388,"y","1"
233.346,0.07879,233.364,0.07594,0.00285000000000001,"n",NA
233.64,0.08254,233.664,0.07688,0.00566,"n",NA
234.588,0.09475,234.612,0.08978,0.00497,"n",NA
234.618,0.08858,234.63,0.08605,0.00253,"n",NA
235.068,0.09071,235.08,0.08823,0.00248,"n",NA
