"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
193.332,0.06583,193.392,0.01275,0.05308,"y","1"
193.404,0.01611,193.422,0.00758,0.00853,"n",NA
193.446,0.01379,193.464,0.00704,0.00675,"n",NA
193.488,0.01185,193.5,0.0094,0.00245,"n",NA
193.524,0.01383,193.548,0.00669,0.00714,"n",NA
193.566,0.01061,193.584,0.00616,0.00445,"n",NA
193.74,0.01125,193.752,0.00884,0.00241,"n",NA
193.854,0.01056,193.872,0.00739,0.00317,"n",NA
193.896,0.01033,193.914,0.00714,0.00319,"n",NA
247.692,0.04713,247.722,0.03996,0.00717,"y","1"
282.102,0.09689,282.144,0.03847,0.05842,"y","1"
282.156,0.03914,282.168,0.03308,0.00606,"n",NA
282.438,0.05125,282.456,0.04656,0.00469,"n",NA
283.32,0.04261,283.362,0.01,0.03261,"y","1"
283.38,0.01164,283.404,0.00066,0.01098,"n",NA
283.794,0.01065,283.818,0.00534,0.00531,"n",NA
284.436,0.01011,284.454,0.00573,0.00438,"n",NA
362.706,0.02339,362.724,0.0181,0.00529,"n",NA
383.28,0.02804,383.304,0.01872,0.00932,"n",NA
383.37,0.02069,383.382,0.01793,0.00276,"n",NA
383.442,0.02112,383.46,0.01819,0.00293,"n",NA
383.484,0.01933,383.496,0.01664,0.00269,"n",NA
383.688,0.01967,383.718,0.00121,0.01846,"y","1"
