"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
112.602,0.29645,94.482,0.27062,0.02583,"n",NA
112.602,0.47769,112.668,0.37,0.10769,"y","1"
115.416,0.40434,115.452,0.38315,0.02119,"y","1"
158.7,1.24952,158.736,1.23488,0.01464,"y","1"
164.442,1.38742,164.514,1.19265,0.19477,"y","1"
164.982,1.18587,165.06,0.9354,0.25047,"y","1"
165.072,0.94311,165.084,0.93812,0.00499000000000005,"n",NA
165.102,0.94078,165.12,0.93257,0.00820999999999994,"n",NA
177.204,1.13893,177.276,0.75402,0.38491,"y","1"
184.062,0.96954,184.134,0.83251,0.13703,"y","1"
189.744,0.99801,189.798,0.84616,0.15185,"y","1"
189.804,0.84582,189.81,0.84161,0.00421000000000005,"n",NA
190.56,0.86189,190.632,0.6515,0.21039,"y","1"
205.176,1.06367,205.242,0.9807,0.0829699999999999,"y","1"
205.986,0.86573,206.058,0.69085,0.17488,"y","1"
209.73,0.75581,209.814,0.50589,0.24992,"y","1"
209.91,0.5128,209.976,0.36764,0.14516,"y","1"
214.128,0.47927,214.17,0.45888,0.02039,"y","1"
216.708,0.52416,216.762,0.48143,0.0427299999999999,"y","1"
224.7,0.68676,224.778,0.45828,0.22848,"y","1"
224.79,0.46604,224.802,0.46014,0.00590000000000002,"n",NA
224.826,0.46617,224.838,0.46121,0.00495999999999996,"n",NA
231.132,0.62471,231.192,0.49123,0.13348,"y","1"
231.198,0.49187,231.21,0.48726,0.00460999999999995,"n",NA
236.976,0.60388,237.042,0.41032,0.19356,"y","1"
237.054,0.41104,237.06,0.40779,0.00325000000000003,"n",NA
242.178,0.51061,242.238,0.41538,0.09523,"y","1"
242.25,0.41831,242.262,0.41333,0.00498000000000004,"n",NA
242.286,0.41261,242.304,0.40685,0.00575999999999999,"n",NA
250.524,0.52966,250.584,0.39369,0.13597,"y","1"
250.794,0.39489,250.878,0.04611,0.34878,"y","1"
251.598,0.09031,251.694,0.05259,0.03772,"n",NA
295.08,0.20451,295.152,0.13247,0.07204,"n",NA
295.998,0.20175,296.112,0.14936,0.05239,"n",NA
296.424,0.19971,296.508,0.16735,0.03236,"n",NA
296.82,0.20518,296.886,0.1789,0.02628,"n",NA
316.95,0.76983,317.046,0.58708,0.18275,"y","1"
317.052,0.58597,317.064,0.5806,0.00536999999999999,"n",NA
325.776,0.83016,325.854,0.71275,0.11741,"y","1"
340.038,1.06418,340.104,0.91278,0.1514,"y","1"
352.062,1.17268,352.134,0.99199,0.18069,"y","1"
352.14,0.99189,352.152,0.98818,0.0037100000000001,"n",NA
356.91,1.07415,356.988,0.87418,0.19997,"y","1"
366.282,0.51831,366.3,0.50421,0.0141,"n",NA
366.726,0.53544,366.78,0.5098,0.02564,"n",NA
374.898,0.63486,374.994,0.38822,0.24664,"y","1"
375,0.39292,375.012,0.38701,0.00590999999999997,"n",NA
375.144,0.40172,375.162,0.39517,0.00655,"n",NA
379.974,0.40209,380.034,0.0384,0.36369,"y","1"
380.046,0.03959,380.058,0.02881,0.01078,"n",NA
401.1,0.04008,401.154,0.01486,0.02522,"y","1"
446.418,0.17965,446.472,0.13315,0.0465,"y","1"
446.478,0.1342,446.496,0.12866,0.00554000000000002,"n",NA
449.49,0.13891,449.544,0.07871,0.0602,"y","1"
473.592,0.13592,473.646,0.098,0.03792,"y","1"
503.412,0.09822,503.466,0.05285,0.04537,"y","1"
516.156,0.04691,516.21,0,0.05586,"y","1"
