"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
203.19,0.06255,203.208,0.05877,0.00377999999999999,"y","1"
237.246,0.07466,237.276,0.05788,0.01678,"y","1"
237.294,0.05964,237.306,0.056,0.00364,"n",NA
237.33,0.06003,237.348,0.05637,0.00366,"n",NA
237.372,0.05888,237.39,0.05489,0.00399,"n",NA
237.45,0.05699,237.468,0.05371,0.00328,"n",NA
237.492,0.05393,237.51,0.04965,0.00428,"n",NA
237.612,0.05318,237.63,0.04981,0.00337,"n",NA
334.188,0.07451,334.206,0.07004,0.00447,"n",NA
334.44,0.07377,334.47,0.06233,0.01144,"n",NA
334.602,0.06282,334.62,0.05903,0.00379,"n",NA
352.842,0.0717,352.878,0.05287,0.01883,"y","1"
353.046,0.06393,353.076,0.04553,0.0184,"y","1"
353.1,0.0513,353.118,0.04368,0.00762,"n",NA
353.346,0.04871,353.364,0.04488,0.00383,"n",NA
353.388,0.04893,353.406,0.04483,0.0041,"n",NA
353.43,0.04805,353.448,0.04383,0.00422,"n",NA
353.472,0.04816,353.49,0.04459,0.00357,"n",NA
353.514,0.04812,353.532,0.04404,0.00408,"n",NA
353.556,0.04758,353.574,0.04419,0.00339,"n",NA
353.598,0.048,353.616,0.04406,0.00394,"n",NA
353.64,0.04628,353.652,0.04427,0.00201,"n",NA
