"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
238.908,0.1757,239.034,0.11105,0.06465,"y","1"
279.504,0.32934,279.576,0.0319,0.29744,"y","1"
304.23,0.1387,304.296,0.04901,0.08969,"y","1"
342.996,0.26681,343.05,0.14602,0.12079,"y","1"
343.062,0.14693,343.074,0.13851,0.00842000000000001,"n",NA
343.092,0.14423,343.104,0.13888,0.00534999999999999,"n",NA
343.17,0.15067,343.182,0.14351,0.00716,"n",NA
343.194,0.14515,343.212,0.13916,0.00599,"n",NA
357.846,0.23865,357.9,0.11952,0.11913,"y","1"
357.912,0.12384,357.924,0.11634,0.00750000000000001,"n",NA
357.966,0.1286,357.978,0.12223,0.00636999999999999,"n",NA
358.074,0.1405,358.092,0.13461,0.00589000000000001,"n",NA
358.104,0.13592,358.146,0.11656,0.01936,"n",NA
358.494,0.14194,358.572,0.11476,0.02718,"n",NA
395.592,0.26721,395.634,0.02427,0.24294,"y","1"
395.64,0.02511,395.658,0,0.04546,"n",NA
395.748,0.01438,395.766,0,0.02063,"n",NA
395.784,0.01181,395.802,0,0.01629,"n",NA
395.82,0.01083,395.838,0,0.01346,"n",NA
395.886,0.01028,395.904,0.00074,0.00954,"n",NA
395.922,0.0107,395.94,0.00186,0.00884,"n",NA
395.958,0.01011,395.97,0.00373,0.00638,"n",NA
