"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
190.296,0.03948,25.614,0.03632,0.00316,"n",NA
25.686,0.04111,25.698,0.03844,0.00267,"n",NA
190.296,0.46505,190.392,0.38036,0.08469,"y","1"
198.708,0.39098,198.762,0.29823,0.09275,"y","1"
198.774,0.30184,198.792,0.29533,0.00651000000000002,"n",NA
198.81,0.30443,198.822,0.29962,0.00480999999999998,"n",NA
198.834,0.30132,198.846,0.29704,0.00427999999999995,"n",NA
198.864,0.3003,198.876,0.29684,0.00346000000000002,"n",NA
198.924,0.30162,198.936,0.29859,0.00302999999999998,"n",NA
198.954,0.3018,198.966,0.29861,0.00319000000000003,"n",NA
199.008,0.29901,199.02,0.29643,0.00257999999999997,"n",NA
199.038,0.29727,199.05,0.29493,0.00233999999999995,"n",NA
248.976,0.45005,249.06,0.01684,0.43321,"y","1"
249.144,0.05891,249.168,0.05077,0.00813999999999999,"n",NA
249.3,0.06472,249.33,0.05092,0.0138,"n",NA
249.468,0.06533,249.486,0.06024,0.00509,"n",NA
249.81,0.0562,249.846,0.04681,0.00939,"n",NA
250.098,0.06641,250.158,0.05018,0.01623,"n",NA
