"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
725.286,0.0143,458.634,0.01103,0.00327,"n",NA
551.55,0.02325,551.574,0.01642,0.00683,"y","1"
641.856,0.01841,641.868,0.0158,0.00261,"n",NA
659.052,0.01926,659.064,0.01603,0.00323,"n",NA
725.286,0.07245,725.328,0.01987,0.05258,"y","1"
725.34,0.02486,725.358,0.01375,0.01111,"n",NA
725.58,0.02553,725.598,0.01984,0.00569,"n",NA
725.622,0.02424,725.634,0.0205,0.00374,"n",NA
725.7,0.02439,725.712,0.02235,0.00204,"n",NA
725.82,0.02638,725.832,0.02434,0.00204,"n",NA
743.52,0.03817,743.55,0.02193,0.01624,"y","1"
743.568,0.02364,743.58,0.02108,0.00256,"n",NA
743.688,0.02678,743.7,0.02466,0.00212,"n",NA
