"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
152.916,0.31401,153.072,0.18302,0.13099,"y","1"
199.032,0.60878,199.08,0.55168,0.0571,"y","1"
206.064,0.62821,206.1,0.60585,0.02236,"y","1"
237.972,1.03592,238.02,0.97017,0.06575,"y","1"
238.026,0.9696,238.044,0.96289,0.00670999999999999,"n",NA
238.788,0.97575,238.8,0.96654,0.00921000000000005,"y","u"
238.806,0.9656,238.824,0.94944,0.0161600000000001,"n",NA
238.83,0.94895,238.836,0.94507,0.00387999999999999,"n",NA
238.848,0.94451,238.866,0.93989,0.00461999999999996,"n",NA
239.568,0.94443,239.634,0.78276,0.16167,"y","1"
239.892,0.77786,239.976,0.66656,0.1113,"y","1"
239.982,0.66639,239.994,0.66097,0.00542000000000009,"n",NA
240.99,0.6583,241.056,0.52554,0.13276,"y","1"
241.17,0.5251,241.236,0.46267,0.06243,"y","1"
242.148,0.45258,242.19,0.40523,0.04735,"y","1"
242.196,0.40414,242.214,0.39799,0.00614999999999999,"n",NA
264.06,0.57792,264.126,0.44061,0.13731,"y","1"
275.694,0.5241,275.772,0.40334,0.12076,"y","1"
278.964,0.39634,279.018,0.35984,0.0365,"y","1"
286.812,0.42412,286.89,0.26569,0.15843,"y","1"
300.156,0.33894,300.198,0.32083,0.01811,"y","1"
301.218,0.3271,301.29,0.06272,0.26438,"y","1"
301.302,0.0632,301.32,0.04742,0.01578,"n",NA
310.236,0.09956,310.29,0.07783,0.02173,"y","1"
467.196,0.4741,467.238,0.46007,0.01403,"y","1"
488.406,0.54944,488.466,0.34607,0.20337,"y","1"
488.49,0.34756,488.508,0.3361,0.01146,"n",NA
488.568,0.34333,488.58,0.33683,0.00650000000000001,"n",NA
