"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
259.284,0.05065,259.308,0.04232,0.00833,"y","1"
301.386,0.04886,301.416,0.03697,0.01189,"y","1"
301.53,0.03737,301.566,0.0266,0.01077,"y","1"
310.062,0.02784,310.08,0.02288,0.00496,"y","1"
362.118,0.05,362.178,0.02881,0.02119,"y","1"
362.244,0.02663,362.268,0.02148,0.00515,"n",NA
390.552,0.05483,390.606,0.03913,0.0157,"y","1"
393.138,0.0479,393.204,0.01595,0.03195,"y","1"
461.916,0.05735,461.988,0.01517,0.04218,"y","1"
462.006,0.01276,462.018,0.00997,0.00279,"n",NA
