"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
492.48,0.1198,492.636,0.02609,0.09371,"y","1"
492.648,0.02948,492.666,0.01498,0.0145,"n",NA
644.598,0.17382,644.634,0.04373,0.13009,"y","1"
644.64,0.04386,644.664,0.01847,0.02539,"n",NA
644.838,0.04288,644.85,0.03666,0.00622,"n",NA
830.268,0.17958,830.316,0.03732,0.14226,"y","1"
830.322,0.0406,830.346,0.01313,0.02747,"n",NA
831.21,0.07464,831.294,0.03091,0.04373,"n",NA
831.774,0.0662,831.858,0.03036,0.03584,"n",NA
884.046,0.18047,884.088,0.03646,0.14401,"y","1"
884.1,0.04426,884.118,0.01601,0.02825,"n",NA
884.376,0.09025,884.436,0.06583,0.02442,"n",NA
884.478,0.05587,884.508,0.0458,0.01007,"n",NA
911.76,0.1295,911.796,0.11553,0.01397,"y","1"
912.042,0.11594,912.084,0,0.11645,"y","1"
