"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
182.37,0.38896,182.454,0.21967,0.16929,"y","1"
199.374,0.49484,199.446,0.31902,0.17582,"y","1"
199.476,0.31992,199.5,0.3089,0.01102,"n",NA
199.506,0.30959,199.542,0.29796,0.01163,"n",NA
199.806,0.32166,199.86,0.29982,0.02184,"n",NA
208.038,0.44294,208.122,0.20893,0.23401,"y","1"
210.234,0.23572,210.294,0.07971,0.15601,"y","1"
210.312,0.08815,210.324,0.08195,0.00620000000000001,"n",NA
210.438,0.11156,210.45,0.10571,0.00585000000000001,"n",NA
210.558,0.09777,210.582,0.08834,0.00942999999999999,"n",NA
243.084,0.3351,243.138,0,0.35793,"y","1"
243.156,0.01253,243.18,0,0.04225,"n",NA
