End date,"1/21/2017"
Specimen label,"19AG_56"
Maximum Load,"0.16689",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00031"
"0.00600","0.00000","-0.00018"
"0.01200","0.00000","-0.00010"
"0.01800","0.00006","0.00009"
"0.02400","0.00018","0.00017"
"0.03000","0.00030","0.00021"
"0.03600","0.00042","0.00028"
"0.04200","0.00060","0.00030"
"0.04800","0.00084","0.00022"
"0.05400","0.00108","0.00008"
"0.06000","0.00132","-0.00011"
"0.06600","0.00155","-0.00015"
"0.07200","0.00191","-0.00024"
"0.07800","0.00227","-0.00023"
"0.08400","0.00269","-0.00025"
"0.09000","0.00311","-0.00028"
"0.09600","0.00359","-0.00035"
"0.10200","0.00407","-0.00026"
"0.10800","0.00460","-0.00026"
"0.11400","0.00508","-0.00019"
"0.12000","0.00562","-0.00007"
"0.12600","0.00622","0.00004"
"0.13200","0.00682","0.00023"
"0.13800","0.00741","0.00043"
"0.14400","0.00801","0.00052"
"0.15000","0.00861","0.00050"
"0.15600","0.00921","0.00044"
"0.16200","0.00987","0.00044"
"0.16800","0.01052","0.00066"
"0.17400","0.01112","0.00080"
"0.18000","0.01184","0.00086"
"0.18600","0.01250","0.00106"
"0.19200","0.01315","0.00121"
"0.19800","0.01381","0.00129"
"0.20400","0.01447","0.00124"
"0.21000","0.01513","0.00119"
"0.21600","0.01584","0.00122"
"0.22200","0.01644","0.00125"
"0.22800","0.01710","0.00120"
"0.23400","0.01776","0.00116"
"0.24000","0.01842","0.00125"
"0.24600","0.01901","0.00135"
"0.25200","0.01967","0.00150"
"0.25800","0.02027","0.00160"
"0.26400","0.02087","0.00171"
"0.27000","0.02152","0.00183"
"0.27600","0.02212","0.00186"
"0.28200","0.02272","0.00180"
"0.28800","0.02332","0.00178"
"0.29400","0.02392","0.00177"
"0.30000","0.02445","0.00195"
"0.30600","0.02505","0.00216"
"0.31200","0.02565","0.00232"
"0.31800","0.02619","0.00245"
"0.32400","0.02679","0.00253"
"0.33000","0.02732","0.00257"
"0.33600","0.02786","0.00256"
"0.34200","0.02846","0.00235"
"0.34800","0.02900","0.00219"
"0.35400","0.02954","0.00221"
"0.36000","0.03007","0.00207"
"0.36600","0.03061","0.00196"
"0.37200","0.03115","0.00189"
"0.37800","0.03169","0.00177"
"0.38400","0.03223","0.00161"
"0.39000","0.03270","0.00153"
"0.39600","0.03324","0.00159"
"0.40200","0.03378","0.00169"
"0.40800","0.03426","0.00179"
"0.41400","0.03480","0.00192"
"0.42000","0.03528","0.00196"
"0.42600","0.03581","0.00193"
"0.43200","0.03629","0.00193"
"0.43800","0.03683","0.00189"
"0.44400","0.03731","0.00173"
"0.45000","0.03779","0.00161"
"0.45600","0.03833","0.00152"
"0.46200","0.03880","0.00157"
"0.46800","0.03928","0.00172"
"0.47400","0.03982","0.00171"
"0.48000","0.04030","0.00177"
"0.48600","0.04084","0.00190"
"0.49200","0.04131","0.00189"
"0.49800","0.04179","0.00181"
"0.50400","0.04233","0.00186"
"0.51000","0.04281","0.00183"
"0.51600","0.04335","0.00188"
"0.52200","0.04383","0.00195"
"0.52800","0.04430","0.00204"
"0.53400","0.04478","0.00212"
"0.54000","0.04532","0.00217"
"0.54600","0.04580","0.00220"
"0.55200","0.04628","0.00226"
"0.55800","0.04676","0.00222"
"0.56400","0.04723","0.00218"
"0.57000","0.04777","0.00218"
"0.57600","0.04825","0.00212"
"0.58200","0.04873","0.00224"
"0.58800","0.04927","0.00241"
"0.59400","0.04974","0.00243"
"0.60000","0.05022","0.00252"
"0.60600","0.05076","0.00256"
"0.61200","0.05124","0.00254"
"0.61800","0.05178","0.00254"
"0.62400","0.05226","0.00244"
"0.63000","0.05273","0.00247"
"0.63600","0.05327","0.00259"
"0.64200","0.05375","0.00258"
"0.64800","0.05429","0.00254"
"0.65400","0.05477","0.00251"
"0.66000","0.05525","0.00243"
"0.66600","0.05578","0.00248"
"0.67200","0.05626","0.00251"
"0.67800","0.05674","0.00242"
"0.68400","0.05722","0.00236"
"0.69000","0.05776","0.00236"
"0.69600","0.05824","0.00233"
"0.70200","0.05871","0.00232"
"0.70800","0.05919","0.00229"
"0.71400","0.05973","0.00238"
"0.72000","0.06021","0.00258"
"0.72600","0.06069","0.00257"
"0.73200","0.06116","0.00263"
"0.73800","0.06164","0.00272"
"0.74400","0.06218","0.00280"
"0.75000","0.06266","0.00285"
"0.75600","0.06320","0.00299"
"0.76200","0.06368","0.00313"
"0.76800","0.06415","0.00319"
"0.77400","0.06469","0.00324"
"0.78000","0.06517","0.00323"
"0.78600","0.06571","0.00323"
"0.79200","0.06619","0.00323"
"0.79800","0.06673","0.00327"
"0.80400","0.06726","0.00332"
"0.81000","0.06774","0.00346"
"0.81600","0.06822","0.00356"
"0.82200","0.06876","0.00357"
"0.82800","0.06924","0.00352"
"0.83400","0.06971","0.00365"
"0.84000","0.07025","0.00370"
"0.84600","0.07073","0.00360"
"0.85200","0.07121","0.00354"
"0.85800","0.07169","0.00349"
"0.86400","0.07223","0.00352"
"0.87000","0.07270","0.00354"
"0.87600","0.07318","0.00338"
"0.88200","0.07366","0.00321"
"0.88800","0.07420","0.00306"
"0.89400","0.07468","0.00294"
"0.90000","0.07522","0.00291"
"0.90600","0.07569","0.00300"
