End date,"1/21/2017"
Specimen label,"4DG_32"
Maximum Load,"0.96321",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00108"
"0.00600","0.00000","-0.00104"
"0.01200","0.00000","-0.00107"
"0.01800","0.00012","-0.00123"
"0.02400","0.00018","-0.00133"
"0.03000","0.00024","-0.00132"
"0.03600","0.00036","-0.00130"
"0.04200","0.00048","-0.00123"
"0.04800","0.00066","-0.00128"
"0.05400","0.00084","-0.00140"
"0.06000","0.00108","-0.00142"
"0.06600","0.00132","-0.00135"
"0.07200","0.00155","-0.00126"
"0.07800","0.00191","-0.00135"
"0.08400","0.00221","-0.00145"
"0.09000","0.00257","-0.00152"
"0.09600","0.00293","-0.00156"
"0.10200","0.00335","-0.00162"
"0.10800","0.00383","-0.00163"
"0.11400","0.00430","-0.00167"
"0.12000","0.00478","-0.00176"
"0.12600","0.00532","-0.00162"
"0.13200","0.00592","-0.00131"
"0.13800","0.00646","-0.00109"
"0.14400","0.00711","-0.00084"
"0.15000","0.00771","-0.00042"
"0.15600","0.00837","0.00009"
"0.16200","0.00897","0.00048"
"0.16800","0.00963","0.00070"
"0.17400","0.01034","0.00095"
"0.18000","0.01100","0.00134"
"0.18600","0.01172","0.00162"
"0.19200","0.01238","0.00187"
"0.19800","0.01309","0.00203"
"0.20400","0.01375","0.00212"
"0.21000","0.01447","0.00215"
"0.21600","0.01513","0.00224"
"0.22200","0.01584","0.00224"
"0.22800","0.01650","0.00235"
"0.23400","0.01722","0.00256"
"0.24000","0.01788","0.00286"
"0.24600","0.01853","0.00324"
"0.25200","0.01925","0.00358"
"0.25800","0.01991","0.00384"
"0.26400","0.02057","0.00411"
"0.27000","0.02123","0.00437"
"0.27600","0.02182","0.00460"
"0.28200","0.02248","0.00477"
"0.28800","0.02308","0.00474"
"0.29400","0.02368","0.00470"
"0.30000","0.02427","0.00491"
"0.30600","0.02487","0.00520"
"0.31200","0.02547","0.00548"
"0.31800","0.02607","0.00562"
"0.32400","0.02667","0.00579"
"0.33000","0.02726","0.00603"
"0.33600","0.02780","0.00625"
"0.34200","0.02840","0.00635"
"0.34800","0.02894","0.00646"
"0.35400","0.02954","0.00658"
"0.36000","0.03007","0.00675"
"0.36600","0.03061","0.00707"
"0.37200","0.03115","0.00736"
"0.37800","0.03169","0.00769"
"0.38400","0.03223","0.00807"
"0.39000","0.03276","0.00825"
"0.39600","0.03324","0.00853"
"0.40200","0.03378","0.00882"
"0.40800","0.03432","0.00890"
"0.41400","0.03480","0.00890"
"0.42000","0.03534","0.00878"
"0.42600","0.03581","0.00866"
"0.43200","0.03635","0.00859"
"0.43800","0.03683","0.00859"
"0.44400","0.03737","0.00863"
"0.45000","0.03785","0.00872"
"0.45600","0.03838","0.00871"
"0.46200","0.03886","0.00879"
"0.46800","0.03934","0.00906"
"0.47400","0.03988","0.00942"
"0.48000","0.04036","0.00975"
"0.48600","0.04084","0.01006"
"0.49200","0.04137","0.01033"
"0.49800","0.04185","0.01058"
"0.50400","0.04239","0.01067"
"0.51000","0.04287","0.01070"
"0.51600","0.04335","0.01079"
"0.52200","0.04389","0.01080"
"0.52800","0.04436","0.01077"
"0.53400","0.04484","0.01076"
"0.54000","0.04532","0.01082"
"0.54600","0.04580","0.01069"
"0.55200","0.04628","0.01050"
"0.55800","0.04676","0.01042"
"0.56400","0.04729","0.01056"
"0.57000","0.04777","0.01080"
"0.57600","0.04825","0.01106"
"0.58200","0.04873","0.01118"
"0.58800","0.04921","0.01115"
"0.59400","0.04974","0.01115"
"0.60000","0.05022","0.01118"
"0.60600","0.05070","0.01115"
"0.61200","0.05124","0.01115"
"0.61800","0.05172","0.01128"
"0.62400","0.05220","0.01146"
"0.63000","0.05273","0.01171"
"0.63600","0.05321","0.01180"
"0.64200","0.05375","0.01171"
"0.64800","0.05423","0.01174"
"0.65400","0.05471","0.01174"
"0.66000","0.05525","0.01156"
"0.66600","0.05572","0.01139"
"0.67200","0.05626","0.01135"
"0.67800","0.05674","0.01128"
"0.68400","0.05722","0.01123"
"0.69000","0.05770","0.01123"
"0.69600","0.05824","0.01129"
"0.70200","0.05871","0.01145"
"0.70800","0.05919","0.01157"
"0.71400","0.05973","0.01160"
"0.72000","0.06021","0.01166"
"0.72600","0.06075","0.01165"
"0.73200","0.06122","0.01183"
"0.73800","0.06170","0.01207"
"0.74400","0.06224","0.01226"
"0.75000","0.06272","0.01243"
"0.75600","0.06320","0.01258"
"0.76200","0.06374","0.01265"
"0.76800","0.06421","0.01271"
"0.77400","0.06469","0.01284"
"0.78000","0.06523","0.01304"
"0.78600","0.06571","0.01314"
"0.79200","0.06625","0.01316"
"0.79800","0.06673","0.01324"
"0.80400","0.06726","0.01328"
"0.81000","0.06774","0.01316"
"0.81600","0.06828","0.01309"
"0.82200","0.06876","0.01290"
"0.82800","0.06930","0.01272"
"0.83400","0.06977","0.01262"
"0.84000","0.07025","0.01260"
"0.84600","0.07079","0.01254"
"0.85200","0.07127","0.01241"
"0.85800","0.07175","0.01229"
"0.86400","0.07223","0.01233"
"0.87000","0.07276","0.01246"
"0.87600","0.07324","0.01253"
"0.88200","0.07378","0.01256"
"0.88800","0.07426","0.01263"
"0.89400","0.07474","0.01266"
"0.90000","0.07528","0.01275"
"0.90600","0.07575","0.01285"
"0.91200","0.07623","0.01301"
"0.91800","0.07671","0.01323"
"0.92400","0.07719","0.01333"
"0.93000","0.07773","0.01333"
"0.93600","0.07820","0.01325"
"0.94200","0.07874","0.01307"
"0.94800","0.07928","0.01295"
"0.95400","0.07976","0.01284"
"0.96000","0.08030","0.01281"
"0.96600","0.08078","0.01292"
"0.97200","0.08131","0.01298"
"0.97800","0.08179","0.01298"
"0.98400","0.08233","0.01313"
"0.99000","0.08281","0.01332"
"0.99600","0.08329","0.01348"
"1.00200","0.08377","0.01361"
"1.00800","0.08430","0.01378"
"1.01400","0.08478","0.01387"
"1.02000","0.08526","0.01403"
"1.02600","0.08580","0.01423"
"1.03200","0.08628","0.01431"
"1.03800","0.08675","0.01435"
"1.04400","0.08729","0.01429"
"1.05000","0.08777","0.01422"
"1.05600","0.08825","0.01415"
"1.06200","0.08873","0.01399"
"1.06800","0.08927","0.01396"
"1.07400","0.08974","0.01400"
"1.08000","0.09022","0.01401"
"1.08600","0.09076","0.01412"
"1.09200","0.09124","0.01427"
"1.09800","0.09172","0.01440"
"1.10400","0.09226","0.01446"
"1.11000","0.09273","0.01451"
"1.11600","0.09327","0.01445"
"1.12200","0.09375","0.01431"
"1.12800","0.09429","0.01415"
"1.13400","0.09477","0.01407"
"1.14000","0.09524","0.01404"
"1.14600","0.09572","0.01401"
"1.15200","0.09620","0.01402"
"1.15800","0.09668","0.01408"
"1.16400","0.09722","0.01418"
"1.17000","0.09770","0.01425"
"1.17600","0.09817","0.01434"
"1.18200","0.09871","0.01435"
"1.18800","0.09919","0.01437"
"1.19400","0.09973","0.01448"
"1.20000","0.10021","0.01466"
"1.20600","0.10069","0.01483"
"1.21200","0.10116","0.01485"
"1.21800","0.10170","0.01480"
"1.22400","0.10218","0.01474"
"1.23000","0.10266","0.01461"
"1.23600","0.10320","0.01454"
"1.24200","0.10368","0.01457"
"1.24800","0.10421","0.01468"
"1.25400","0.10469","0.01474"
"1.26000","0.10523","0.01473"
"1.26600","0.10571","0.01472"
"1.27200","0.10625","0.01474"
"1.27800","0.10672","0.01474"
"1.28400","0.10726","0.01473"
"1.29000","0.10774","0.01477"
"1.29600","0.10822","0.01482"
"1.30200","0.10876","0.01479"
"1.30800","0.10924","0.01468"
"1.31400","0.10971","0.01457"
"1.32000","0.11025","0.01448"
"1.32600","0.11073","0.01444"
"1.33200","0.11127","0.01446"
"1.33800","0.11175","0.01450"
"1.34400","0.11228","0.01457"
"1.35000","0.11276","0.01467"
"1.35600","0.11324","0.01490"
"1.36200","0.11378","0.01511"
"1.36800","0.11426","0.01519"
"1.37400","0.11474","0.01517"
"1.38000","0.11527","0.01524"
"1.38600","0.11575","0.01525"
"1.39200","0.11629","0.01514"
"1.39800","0.11677","0.01508"
"1.40400","0.11725","0.01496"
"1.41000","0.11779","0.01487"
"1.41600","0.11826","0.01482"
"1.42200","0.11874","0.01482"
"1.42800","0.11928","0.01483"
"1.43400","0.11976","0.01486"
"1.44000","0.12024","0.01482"
"1.44600","0.12072","0.01490"
"1.45200","0.12125","0.01499"
"1.45800","0.12173","0.01503"
"1.46400","0.12221","0.01493"
"1.47000","0.12275","0.01485"
"1.47600","0.12323","0.01474"
"1.48200","0.12370","0.01468"
"1.48800","0.12424","0.01468"
"1.49400","0.12472","0.01467"
"1.50000","0.12520","0.01477"
