End date,"1/21/2017"
Specimen label,"19DT_NT"
Maximum Load,"0.07495",N

Time,Extension,Load
(s),(mm),(N)
"124.79400","10.39961","0.02670"
"124.80000","10.40015","0.02663"
"124.80600","10.40063","0.02657"
"124.81200","10.40117","0.02671"
"124.81800","10.40164","0.02678"
"124.82400","10.40212","0.02690"
"124.83000","10.40266","0.02704"
"124.83600","10.40314","0.02715"
"124.84200","10.40368","0.02727"
"124.84800","10.40416","0.02731"
"124.85400","10.40469","0.02728"
"124.86000","10.40517","0.02729"
"124.86600","10.40571","0.02723"
"124.87200","10.40619","0.02709"
"124.87800","10.40667","0.02699"
"124.88400","10.40720","0.02685"
"124.89000","10.40768","0.02678"
"124.89600","10.40816","0.02688"
"124.90200","10.40864","0.02701"
"124.90800","10.40918","0.02714"
"124.91400","10.40966","0.02725"
"124.92000","10.41019","0.02732"
"124.92600","10.41067","0.02747"
"124.93200","10.41115","0.02742"
"124.93800","10.41169","0.02718"
"124.94400","10.41217","0.02703"
"124.95000","10.41265","0.02691"
"124.95600","10.41318","0.02685"
"124.96200","10.41366","0.02673"
"124.96800","10.41414","0.02656"
"124.97400","10.41462","0.02653"
"124.98000","10.41516","0.02659"
"124.98600","10.41564","0.02654"
"124.99200","10.41617","0.02661"
"124.99800","10.41665","0.02661"
"125.00400","10.41713","0.02666"
"125.01000","10.41761","0.02675"
"125.01600","10.41809","0.02675"
"125.02200","10.41863","0.02685"
"125.02800","10.41910","0.02699"
"125.03400","10.41964","0.02704"
"125.04000","10.42012","0.02721"
"125.04600","10.42060","0.02744"
"125.05200","10.42114","0.02732"
"125.05800","10.42161","0.02714"
"125.06400","10.42209","0.02693"
"125.07000","10.42263","0.02669"
"125.07600","10.42311","0.02669"
"125.08200","10.42359","0.02672"
"125.08800","10.42413","0.02680"
"125.09400","10.42460","0.02688"
"125.10000","10.42508","0.02685"
"125.10600","10.42562","0.02673"
"125.11200","10.42610","0.02665"
"125.11800","10.42664","0.02652"
"125.12400","10.42712","0.02653"
"125.13000","10.42759","0.02651"
"125.13600","10.42813","0.02635"
"125.14200","10.42861","0.02630"
"125.14800","10.42915","0.02644"
"125.15400","10.42963","0.02655"
"125.16000","10.43011","0.02667"
"125.16600","10.43064","0.02659"
"125.17200","10.43112","0.02647"
"125.17800","10.43166","0.02646"
"125.18400","10.43214","0.02632"
"125.19000","10.43262","0.02632"
"125.19600","10.43315","0.02639"
"125.20200","10.43363","0.02644"
"125.20800","10.43417","0.02654"
"125.21400","10.43471","0.02661"
"125.22000","10.43519","0.02657"
"125.22600","10.43567","0.02658"
"125.23200","10.43620","0.02658"
"125.23800","10.43668","0.02654"
"125.24400","10.43716","0.02677"
"125.25000","10.43770","0.02698"
"125.25600","10.43818","0.02706"
"125.26200","10.43865","0.02713"
"125.26800","10.43919","0.02711"
"125.27400","10.43967","0.02723"
"125.28000","10.44021","0.02745"
"125.28600","10.44069","0.02751"
"125.29200","10.44116","0.02754"
"125.29800","10.44170","0.02734"
"125.30400","10.44218","0.02718"
"125.31000","10.44266","0.02706"
"125.31600","10.44314","0.02692"
"125.32200","10.44368","0.02688"
"125.32800","10.44415","0.02705"
"125.33400","10.44463","0.02720"
"125.34000","10.44517","0.02719"
"125.34600","10.44565","0.02724"
"125.35200","10.44619","0.02720"
"125.35800","10.44667","0.02722"
"125.36400","10.44720","0.02721"
"125.37000","10.44768","0.02716"
"125.37600","10.44822","0.02709"
"125.38200","10.44870","0.02694"
"125.38800","10.44918","0.02680"
"125.39400","10.44971","0.02684"
"125.40000","10.45019","0.02684"
"125.40600","10.45067","0.02698"
"125.41200","10.45121","0.02716"
"125.41800","10.45169","0.02719"
"125.42400","10.45217","0.02718"
"125.43000","10.45270","0.02726"
"125.43600","10.45318","0.02735"
"125.44200","10.45366","0.02747"
"125.44800","10.45420","0.02743"
"125.45400","10.45468","0.02736"
"125.46000","10.45522","0.02730"
"125.46600","10.45569","0.02723"
"125.47200","10.45617","0.02726"
"125.47800","10.45671","0.02730"
"125.48400","10.45719","0.02720"
"125.49000","10.45773","0.02710"
"125.49600","10.45821","0.02694"
"125.50200","10.45874","0.02671"
"125.50800","10.45922","0.02670"
"125.51400","10.45970","0.02684"
"125.52000","10.46024","0.02693"
"125.52600","10.46072","0.02716"
"125.53200","10.46119","0.02732"
"125.53800","10.46167","0.02729"
"125.54400","10.46221","0.02716"
"125.55000","10.46269","0.02698"
"125.55600","10.46317","0.02693"
"125.56200","10.46371","0.02700"
"125.56800","10.46418","0.02705"
"125.57400","10.46466","0.02703"
"125.58000","10.46520","0.02704"
"125.58600","10.46568","0.02703"
"125.59200","10.46616","0.02700"
"125.59800","10.46670","0.02691"
"125.60400","10.46717","0.02684"
"125.61000","10.46765","0.02707"
"125.61600","10.46813","0.02729"
"125.62200","10.46867","0.02732"
"125.62800","10.46915","0.02729"
"125.63400","10.46963","0.02721"
"125.64000","10.47016","0.02710"
"125.64600","10.47064","0.02702"
"125.65200","10.47118","0.02671"
"125.65800","10.47166","0.02645"
"125.66400","10.47214","0.02645"
"125.67000","10.47268","0.02644"
"125.67600","10.47315","0.02658"
"125.68200","10.47369","0.02682"
"125.68800","10.47417","0.02709"
"125.69400","10.47465","0.02714"
"125.70000","10.47519","0.02697"
"125.70600","10.47566","0.02692"
"125.71200","10.47620","0.02703"
"125.71800","10.47668","0.02690"
"125.72400","10.47722","0.02668"
"125.73000","10.47770","0.02663"
"125.73600","10.47824","0.02646"
"125.74200","10.47871","0.02641"
"125.74800","10.47919","0.02640"
"125.75400","10.47967","0.02634"
"125.76000","10.48021","0.02634"
"125.76600","10.48069","0.02627"
"125.77200","10.48116","0.02608"
"125.77800","10.48170","0.02593"
"125.78400","10.48218","0.02570"
"125.79000","10.48272","0.02559"
"125.79600","10.48320","0.02578"
"125.80200","10.48368","0.02591"
"125.80800","10.48421","0.02609"
"125.81400","10.48469","0.02632"
"125.82000","10.48517","0.02652"
"125.82600","10.48571","0.02673"
"125.83200","10.48619","0.02673"
"125.83800","10.48673","0.02668"
"125.84400","10.48720","0.02671"
"125.85000","10.48774","0.02661"
"125.85600","10.48822","0.02647"
"125.86200","10.48870","0.02640"
"125.86800","10.48924","0.02614"
"125.87400","10.48972","0.02597"
"125.88000","10.49019","0.02587"
"125.88600","10.49073","0.02578"
"125.89200","10.49121","0.02575"
"125.89800","10.49169","0.02563"
"125.90400","10.49217","0.02551"
"125.91000","10.49270","0.02549"
"125.91600","10.49318","0.02540"
"125.92200","10.49366","0.02538"
"125.92800","10.49420","0.02541"
"125.93400","10.49468","0.02539"
"125.94000","10.49521","0.02551"
"125.94600","10.49569","0.02579"
"125.95200","10.49617","0.02593"
"125.95800","10.49665","0.02617"
"125.96400","10.49719","0.02640"
"125.97000","10.49767","0.02635"
"125.97600","10.49820","0.02624"
"125.98200","10.49868","0.02607"
"125.98800","10.49922","0.02597"
"125.99400","10.49970","0.02593"
"126.00000","10.50024","0.02588"
"126.00600","10.50072","0.02583"
"126.01200","10.50119","0.02583"
"126.01800","10.50173","0.02571"
"126.02400","10.50221","0.02557"
"126.03000","10.50275","0.02550"
"126.03600","10.50323","0.02542"
"126.04200","10.50371","0.02540"
"126.04800","10.50418","0.02546"
"126.05400","10.50466","0.02553"
"126.06000","10.50520","0.02562"
"126.06600","10.50568","0.02567"
"126.07200","10.50616","0.02575"
"126.07800","10.50664","0.02594"
"126.08400","10.50717","0.02599"
"126.09000","10.50765","0.02609"
"126.09600","10.50813","0.02608"
"126.10200","10.50867","0.02594"
"126.10800","10.50915","0.02588"
"126.11400","10.50968","0.02584"
"126.12000","10.51016","0.02573"
"126.12600","10.51070","0.02569"
"126.13200","10.51118","0.02551"
"126.13800","10.51166","0.02529"
"126.14400","10.51220","0.02523"
"126.15000","10.51267","0.02527"
"126.15600","10.51315","0.02536"
"126.16200","10.51369","0.02553"
"126.16800","10.51417","0.02543"
"126.17400","10.51465","0.02534"
"126.18000","10.51519","0.02556"
"126.18600","10.51566","0.02570"
"126.19200","10.51620","0.02573"
"126.19800","10.51668","0.02563"
"126.20400","10.51716","0.02536"
"126.21000","10.51770","0.02517"
"126.21600","10.51817","0.02502"
"126.22200","10.51865","0.02498"
"126.22800","10.51919","0.02496"
"126.23400","10.51967","0.02480"
"126.24000","10.52015","0.02480"
"126.24600","10.52069","0.02484"
"126.25200","10.52116","0.02477"
"126.25800","10.52164","0.02475"
"126.26400","10.52218","0.02469"
"126.27000","10.52266","0.02457"
"126.27600","10.52320","0.02455"
"126.28200","10.52368","0.02450"
"126.28800","10.52415","0.02447"
"126.29400","10.52469","0.02454"
"126.30000","10.52517","0.02465"
"126.30600","10.52565","0.02476"
"126.31200","10.52619","0.02497"
"126.31800","10.52666","0.02508"
"126.32400","10.52720","0.02512"
"126.33000","10.52768","0.02500"
"126.33600","10.52816","0.02469"
"126.34200","10.52870","0.02455"
"126.34800","10.52918","0.02439"
"126.35400","10.52971","0.02427"
"126.36000","10.53019","0.02429"
"126.36600","10.53067","0.02420"
"126.37200","10.53121","0.02408"
"126.37800","10.53169","0.02411"
"126.38400","10.53216","0.02405"
"126.39000","10.53270","0.02410"
"126.39600","10.53318","0.02420"
"126.40200","10.53372","0.02410"
"126.40800","10.53420","0.02416"
"126.41400","10.53468","0.02420"
"126.42000","10.53522","0.02410"
"126.42600","10.53569","0.02396"
"126.43200","10.53623","0.02364"
"126.43800","10.53671","0.02334"
"126.44400","10.53725","0.02318"
"126.45000","10.53772","0.02301"
"126.45600","10.53820","0.02301"
"126.46200","10.53874","0.02323"
"126.46800","10.53922","0.02334"
"126.47400","10.53970","0.02346"
"126.48000","10.54024","0.02355"
"126.48600","10.54071","0.02359"
"126.49200","10.54125","0.02369"
"126.49800","10.54173","0.02371"
"126.50400","10.54221","0.02357"
"126.51000","10.54275","0.02348"
"126.51600","10.54323","0.02323"
"126.52200","10.54370","0.02303"
"126.52800","10.54418","0.02306"
"126.53400","10.54472","0.02291"
"126.54000","10.54520","0.02292"
"126.54600","10.54568","0.02304"
"126.55200","10.54616","0.02301"
"126.55800","10.54669","0.02305"
"126.56400","10.54717","0.02308"
"126.57000","10.54771","0.02305"
"126.57600","10.54819","0.02317"
"126.58200","10.54867","0.02323"
"126.58800","10.54920","0.02332"
"126.59400","10.54968","0.02344"
"126.60000","10.55016","0.02331"
"126.60600","10.55064","0.02318"
"126.61200","10.55118","0.02320"
"126.61800","10.55166","0.02304"
"126.62400","10.55214","0.02290"
"126.63000","10.55267","0.02279"
"126.63600","10.55315","0.02257"
"126.64200","10.55369","0.02247"
"126.64800","10.55417","0.02235"
"126.65400","10.55465","0.02228"
"126.66000","10.55518","0.02242"
"126.66600","10.55566","0.02244"
"126.67200","10.55614","0.02241"
"126.67800","10.55668","0.02248"
"126.68400","10.55716","0.02238"
"126.69000","10.55764","0.02232"
"126.69600","10.55811","0.02234"
"126.70200","10.55865","0.02229"
"126.70800","10.55913","0.02223"
"126.71400","10.55961","0.02220"
"126.72000","10.56015","0.02213"
"126.72600","10.56063","0.02220"
"126.73200","10.56116","0.02221"
"126.73800","10.56164","0.02230"
"126.74400","10.56218","0.02257"
"126.75000","10.56266","0.02274"
"126.75600","10.56314","0.02285"
"126.76200","10.56367","0.02293"
"126.76800","10.56415","0.02278"
"126.77400","10.56463","0.02263"
"126.78000","10.56517","0.02256"
"126.78600","10.56565","0.02236"
"126.79200","10.56613","0.02212"
"126.79800","10.56666","0.02187"
"126.80400","10.56714","0.02171"
"126.81000","10.56762","0.02179"
"126.81600","10.56816","0.02184"
"126.82200","10.56864","0.02196"
"126.82800","10.56918","0.02216"
"126.83400","10.56965","0.02206"
"126.84000","10.57013","0.02191"
"126.84600","10.57067","0.02188"
"126.85200","10.57115","0.02183"
"126.85800","10.57169","0.02182"
"126.86400","10.57217","0.02181"
"126.87000","10.57270","0.02175"
"126.87600","10.57318","0.02177"
"126.88200","10.57372","0.02179"
"126.88800","10.57420","0.02183"
"126.89400","10.57474","0.02195"
"126.90000","10.57521","0.02201"
"126.90600","10.57569","0.02219"
"126.91200","10.57617","0.02230"
"126.91800","10.57671","0.02236"
"126.92400","10.57719","0.02251"
"126.93000","10.57766","0.02271"
"126.93600","10.57814","0.02276"
"126.94200","10.57868","0.02272"
"126.94800","10.57916","0.02258"
"126.95400","10.57964","0.02231"
"126.96000","10.58012","0.02213"
"126.96600","10.58065","0.02187"
"126.97200","10.58113","0.02172"
"126.97800","10.58167","0.02178"
"126.98400","10.58215","0.02179"
"126.99000","10.58269","0.02188"
"126.99600","10.58317","0.02201"
"127.00200","10.58364","0.02203"
"127.00800","10.58418","0.02212"
"127.01400","10.58466","0.02219"
"127.02000","10.58520","0.02224"
"127.02600","10.58568","0.02227"
"127.03200","10.58616","0.02224"
"127.03800","10.58669","0.02219"
"127.04400","10.58717","0.02218"
"127.05000","10.58765","0.02201"
"127.05600","10.58813","0.02188"
"127.06200","10.58867","0.02191"
"127.06800","10.58914","0.02190"
"127.07400","10.58962","0.02187"
"127.08000","10.59016","0.02189"
"127.08600","10.59064","0.02179"
"127.09200","10.59112","0.02177"
"127.09800","10.59166","0.02176"
"127.10400","10.59213","0.02174"
"127.11000","10.59261","0.02181"
"127.11600","10.59315","0.02177"
"127.12200","10.59363","0.02165"
"127.12800","10.59411","0.02161"
"127.13400","10.59465","0.02158"
"127.14000","10.59512","0.02170"
"127.14600","10.59566","0.02190"
"127.15200","10.59614","0.02192"
"127.15800","10.59662","0.02191"
"127.16400","10.59716","0.02182"
"127.17000","10.59764","0.02167"
"127.17600","10.59817","0.02163"
"127.18200","10.59865","0.02158"
"127.18800","10.59913","0.02166"
"127.19400","10.59961","0.02175"
"127.20000","10.60015","0.02172"
"127.20600","10.60063","0.02181"
"127.21200","10.60110","0.02197"
"127.21800","10.60158","0.02204"
"127.22400","10.60212","0.02213"
"127.23000","10.60260","0.02230"
"127.23600","10.60308","0.02237"
"127.24200","10.60355","0.02234"
"127.24800","10.60409","0.02226"
"127.25400","10.60457","0.02213"
"127.26000","10.60505","0.02214"
"127.26600","10.60559","0.02210"
"127.27200","10.60612","0.02198"
"127.27800","10.60660","0.02200"
"127.28400","10.60714","0.02196"
"127.29000","10.60768","0.02202"
"127.29600","10.60816","0.02211"
"127.30200","10.60870","0.02206"
"127.30800","10.60917","0.02195"
"127.31400","10.60965","0.02198"
"127.32000","10.61019","0.02195"
"127.32600","10.61067","0.02203"
"127.33200","10.61115","0.02198"
"127.33800","10.61169","0.02188"
"127.34400","10.61216","0.02186"
"127.35000","10.61264","0.02186"
"127.35600","10.61318","0.02191"
"127.36200","10.61366","0.02204"
"127.36800","10.61414","0.02207"
"127.37400","10.61468","0.02202"
"127.38000","10.61515","0.02187"
"127.38600","10.61563","0.02165"
"127.39200","10.61611","0.02159"
"127.39800","10.61665","0.02146"
"127.40400","10.61713","0.02132"
"127.41000","10.61767","0.02132"
"127.41600","10.61814","0.02134"
"127.42200","10.61868","0.02157"
"127.42800","10.61916","0.02178"
"127.43400","10.61970","0.02192"
"127.44000","10.62018","0.02213"
"127.44600","10.62071","0.02236"
"127.45200","10.62119","0.02247"
"127.45800","10.62167","0.02257"
"127.46400","10.62221","0.02259"
"127.47000","10.62269","0.02243"
"127.47600","10.62316","0.02236"
"127.48200","10.62364","0.02217"
"127.48800","10.62412","0.02198"
"127.49400","10.62466","0.02190"
"127.50000","10.62514","0.02179"
"127.50600","10.62562","0.02170"
"127.51200","10.62615","0.02163"
"127.51800","10.62663","0.02138"
"127.52400","10.62717","0.02130"
"127.53000","10.62765","0.02137"
"127.53600","10.62819","0.02122"
"127.54200","10.62866","0.02118"
"127.54800","10.62920","0.02108"
"127.55400","10.62968","0.02111"
"127.56000","10.63022","0.02124"
"127.56600","10.63070","0.02129"
"127.57200","10.63124","0.02132"
"127.57800","10.63171","0.02143"
"127.58400","10.63219","0.02138"
"127.59000","10.63273","0.02134"
"127.59600","10.63321","0.02139"
"127.60200","10.63375","0.02127"
"127.60800","10.63423","0.02117"
"127.61400","10.63470","0.02114"
"127.62000","10.63518","0.02115"
"127.62600","10.63572","0.02135"
"127.63200","10.63620","0.02143"
"127.63800","10.63668","0.02136"
"127.64400","10.63716","0.02131"
"127.65000","10.63763","0.02124"
"127.65600","10.63817","0.02133"
"127.66200","10.63865","0.02148"
"127.66800","10.63913","0.02148"
"127.67400","10.63967","0.02143"
"127.68000","10.64015","0.02135"
"127.68600","10.64062","0.02118"
"127.69200","10.64116","0.02115"
"127.69800","10.64164","0.02117"
"127.70400","10.64212","0.02107"
"127.71000","10.64266","0.02101"
"127.71600","10.64314","0.02096"
"127.72200","10.64367","0.02094"
"127.72800","10.64415","0.02101"
"127.73400","10.64469","0.02102"
"127.74000","10.64517","0.02094"
"127.74600","10.64565","0.02089"
"127.75200","10.64618","0.02082"
"127.75800","10.64666","0.02080"
"127.76400","10.64714","0.02072"
"127.77000","10.64768","0.02074"
"127.77600","10.64816","0.02091"
"127.78200","10.64863","0.02098"
"127.78800","10.64911","0.02097"
"127.79400","10.64965","0.02115"
"127.80000","10.65013","0.02116"
"127.80600","10.65061","0.02115"
"127.81200","10.65115","0.02128"
"127.81800","10.65162","0.02135"
"127.82400","10.65210","0.02135"
"127.83000","10.65264","0.02123"
"127.83600","10.65312","0.02100"
"127.84200","10.65366","0.02101"
"127.84800","10.65414","0.02098"
"127.85400","10.65467","0.02091"
"127.86000","10.65521","0.02089"
"127.86600","10.65569","0.02084"
"127.87200","10.65617","0.02095"
"127.87800","10.65671","0.02124"
"127.88400","10.65719","0.02134"
"127.89000","10.65766","0.02140"
"127.89600","10.65820","0.02141"
"127.90200","10.65868","0.02129"
"127.90800","10.65916","0.02129"
"127.91400","10.65970","0.02125"
"127.92000","10.66018","0.02106"
"127.92600","10.66065","0.02102"
"127.93200","10.66119","0.02105"
"127.93800","10.66167","0.02110"
"127.94400","10.66215","0.02121"
"127.95000","10.66269","0.02117"
"127.95600","10.66317","0.02113"
"127.96200","10.66364","0.02103"
"127.96800","10.66418","0.02085"
"127.97400","10.66466","0.02076"
"127.98000","10.66514","0.02078"
"127.98600","10.66568","0.02082"
"127.99200","10.66615","0.02103"
"127.99800","10.66669","0.02121"
"128.00400","10.66717","0.02124"
"128.01000","10.66771","0.02131"
"128.01600","10.66819","0.02126"
"128.02200","10.66873","0.02128"
"128.02800","10.66920","0.02140"
"128.03400","10.66968","0.02141"
"128.04000","10.67016","0.02156"
"128.04600","10.67070","0.02167"
"128.05200","10.67118","0.02153"
"128.05800","10.67165","0.02136"
"128.06400","10.67219","0.02119"
"128.07000","10.67267","0.02106"
"128.07600","10.67321","0.02103"
"128.08200","10.67369","0.02098"
"128.08800","10.67417","0.02089"
"128.09400","10.67470","0.02082"
"128.10000","10.67518","0.02070"
"128.10600","10.67566","0.02060"
"128.11200","10.67620","0.02063"
"128.11800","10.67668","0.02058"
"128.12400","10.67716","0.02050"
"128.13000","10.67769","0.02044"
"128.13600","10.67823","0.02042"
"128.14200","10.67871","0.02051"
"128.14800","10.67925","0.02051"
"128.15400","10.67973","0.02052"
"128.16000","10.68020","0.02056"
"128.16600","10.68074","0.02063"
"128.17200","10.68122","0.02079"
"128.17800","10.68170","0.02096"
"128.18400","10.68218","0.02099"
"128.19000","10.68266","0.02108"
"128.19600","10.68319","0.02120"
"128.20200","10.68367","0.02123"
"128.20800","10.68415","0.02123"
"128.21400","10.68463","0.02125"
"128.22000","10.68517","0.02133"
"128.22600","10.68565","0.02138"
"128.23200","10.68612","0.02135"
"128.23800","10.68660","0.02135"
"128.24400","10.68714","0.02135"
"128.25000","10.68762","0.02128"
"128.25600","10.68810","0.02122"
"128.26200","10.68863","0.02126"
"128.26800","10.68911","0.02120"
"128.27400","10.68959","0.02119"
"128.28000","10.69013","0.02121"
"128.28600","10.69061","0.02119"
"128.29200","10.69115","0.02128"
"128.29800","10.69162","0.02121"
"128.30400","10.69210","0.02115"
"128.31000","10.69264","0.02102"
"128.31600","10.69312","0.02076"
"128.32200","10.69360","0.02061"
"128.32800","10.69414","0.02071"
"128.33400","10.69461","0.02076"
"128.34000","10.69509","0.02066"
"128.34600","10.69563","0.02049"
"128.35200","10.69611","0.02028"
"128.35800","10.69665","0.02026"
"128.36400","10.69712","0.02033"
"128.37000","10.69760","0.02032"
"128.37600","10.69814","0.02045"
"128.38200","10.69862","0.02056"
"128.38800","10.69916","0.02067"
"128.39400","10.69964","0.02083"
"128.40000","10.70017","0.02078"
"128.40600","10.70065","0.02081"
"128.41200","10.70119","0.02087"
"128.41800","10.70167","0.02072"
"128.42400","10.70221","0.02055"
"128.43000","10.70269","0.02036"
"128.43600","10.70322","0.02017"
"128.44200","10.70370","0.02016"
"128.44800","10.70418","0.02010"
"128.45400","10.70472","0.02001"
"128.46000","10.70520","0.01996"
"128.46600","10.70568","0.01985"
"128.47200","10.70621","0.01991"
"128.47800","10.70669","0.02002"
"128.48400","10.70717","0.02003"
"128.49000","10.70771","0.02006"
"128.49600","10.70819","0.02025"
"128.50200","10.70872","0.02027"
"128.50800","10.70920","0.02035"
"128.51400","10.70968","0.02041"
"128.52000","10.71016","0.02046"
"128.52600","10.71070","0.02056"
"128.53200","10.71117","0.02055"
"128.53800","10.71165","0.02050"
"128.54400","10.71219","0.02044"
"128.55000","10.71267","0.02039"
"128.55600","10.71315","0.02028"
"128.56200","10.71369","0.02012"
"128.56800","10.71416","0.01993"
"128.57400","10.71470","0.01993"
"128.58000","10.71518","0.02004"
"128.58600","10.71566","0.01995"
"128.59200","10.71620","0.01987"
"128.59800","10.71667","0.01979"
"128.60400","10.71721","0.01966"
"128.61000","10.71769","0.01974"
"128.61600","10.71817","0.01974"
"128.62200","10.71871","0.01973"
"128.62800","10.71919","0.01977"
"128.63400","10.71973","0.01967"
"128.64000","10.72020","0.01949"
"128.64600","10.72074","0.01936"
"128.65200","10.72122","0.01916"
"128.65800","10.72170","0.01907"
"128.66400","10.72218","0.01906"
"128.67000","10.72271","0.01900"
"128.67600","10.72319","0.01904"
"128.68200","10.72367","0.01893"
"128.68800","10.72415","0.01895"
"128.69400","10.72469","0.01898"
"128.70000","10.72517","0.01897"
"128.70600","10.72570","0.01909"
"128.71200","10.72618","0.01923"
"128.71800","10.72672","0.01925"
"128.72400","10.72720","0.01920"
"128.73000","10.72768","0.01914"
"128.73600","10.72822","0.01898"
"128.74200","10.72869","0.01893"
"128.74800","10.72917","0.01894"
"128.75400","10.72965","0.01911"
"128.76000","10.73019","0.01932"
"128.76600","10.73067","0.01923"
"128.77200","10.73114","0.01911"
"128.77800","10.73168","0.01919"
"128.78400","10.73216","0.01921"
"128.79000","10.73270","0.01921"
"128.79600","10.73318","0.01923"
"128.80200","10.73366","0.01906"
"128.80800","10.73419","0.01898"
"128.81400","10.73467","0.01886"
"128.82000","10.73515","0.01879"
"128.82600","10.73563","0.01870"
"128.83200","10.73617","0.01852"
"128.83800","10.73665","0.01830"
"128.84400","10.73712","0.01815"
"128.85000","10.73760","0.01809"
"128.85600","10.73814","0.01808"
"128.86200","10.73862","0.01811"
"128.86800","10.73910","0.01809"
"128.87400","10.73964","0.01802"
"128.88000","10.74011","0.01806"
"128.88600","10.74059","0.01803"
"128.89200","10.74113","0.01805"
"128.89800","10.74161","0.01808"
"128.90400","10.74215","0.01814"
"128.91000","10.74263","0.01822"
"128.91600","10.74316","0.01840"
"128.92200","10.74364","0.01850"
"128.92800","10.74418","0.01869"
"128.93400","10.74466","0.01883"
"128.94000","10.74520","0.01894"
"128.94600","10.74567","0.01906"
"128.95200","10.74621","0.01910"
"128.95800","10.74669","0.01906"
"128.96400","10.74717","0.01892"
"128.97000","10.74771","0.01871"
"128.97600","10.74819","0.01874"
"128.98200","10.74866","0.01868"
"128.98800","10.74920","0.01860"
"128.99400","10.74968","0.01860"
"129.00000","10.75022","0.01845"
"129.00600","10.75070","0.01843"
"129.01200","10.75123","0.01843"
"129.01800","10.75171","0.01839"
"129.02400","10.75219","0.01837"
"129.03000","10.75273","0.01842"
"129.03600","10.75321","0.01858"
"129.04200","10.75375","0.01875"
"129.04800","10.75422","0.01881"
"129.05400","10.75470","0.01884"
"129.06000","10.75524","0.01894"
"129.06600","10.75572","0.01883"
"129.07200","10.75620","0.01868"
"129.07800","10.75673","0.01852"
"129.08400","10.75721","0.01831"
"129.09000","10.75775","0.01816"
"129.09600","10.75823","0.01808"
"129.10200","10.75871","0.01798"
"129.10800","10.75919","0.01799"
"129.11400","10.75972","0.01811"
"129.12000","10.76020","0.01822"
"129.12600","10.76068","0.01817"
"129.13200","10.76116","0.01809"
"129.13800","10.76170","0.01805"
"129.14400","10.76218","0.01804"
"129.15000","10.76265","0.01800"
"129.15600","10.76319","0.01803"
"129.16200","10.76367","0.01820"
"129.16800","10.76415","0.01824"
"129.17400","10.76469","0.01830"
"129.18000","10.76517","0.01838"
"129.18600","10.76564","0.01819"
"129.19200","10.76618","0.01799"
"129.19800","10.76666","0.01790"
"129.20400","10.76714","0.01785"
"129.21000","10.76768","0.01794"
"129.21600","10.76816","0.01794"
"129.22200","10.76869","0.01784"
"129.22800","10.76917","0.01780"
"129.23400","10.76971","0.01778"
"129.24000","10.77019","0.01779"
"129.24600","10.77073","0.01774"
"129.25200","10.77120","0.01767"
"129.25800","10.77168","0.01778"
"129.26400","10.77216","0.01795"
"129.27000","10.77270","0.01804"
"129.27600","10.77318","0.01806"
"129.28200","10.77366","0.01801"
"129.28800","10.77413","0.01796"
"129.29400","10.77467","0.01782"
"129.30000","10.77515","0.01753"
"129.30600","10.77563","0.01736"
"129.31200","10.77611","0.01737"
"129.31800","10.77665","0.01742"
"129.32400","10.77712","0.01754"
"129.33000","10.77760","0.01771"
"129.33600","10.77814","0.01786"
"129.34200","10.77862","0.01805"
"129.34800","10.77910","0.01822"
"129.35400","10.77963","0.01830"
"129.36000","10.78011","0.01838"
"129.36600","10.78065","0.01837"
"129.37200","10.78113","0.01833"
"129.37800","10.78161","0.01827"
"129.38400","10.78215","0.01799"
"129.39000","10.78262","0.01738"
"129.39600","10.78310","0.01662"
"129.40200","10.78358","0.01586"
"129.40800","10.78406","0.01527"
"129.41400","10.78460","0.01491"
"129.42000","10.78508","0.01468"
"129.42600","10.78561","0.01452"
"129.43200","10.78609","0.01433"
"129.43800","10.78663","0.01425"
"129.44400","10.78711","0.01428"
"129.45000","10.78765","0.01443"
"129.45600","10.78813","0.01475"
"129.46200","10.78866","0.01514"
"129.46800","10.78914","0.01530"
"129.47400","10.78962","0.01535"
"129.48000","10.79016","0.01523"
"129.48600","10.79064","0.01514"
"129.49200","10.79117","0.01498"
"129.49800","10.79165","0.01494"
"129.50400","10.79213","0.01500"
"129.51000","10.79267","0.01502"
"129.51600","10.79315","0.01480"
"129.52200","10.79368","0.01446"
"129.52800","10.79422","0.01421"
"129.53400","10.79470","0.01408"
"129.54000","10.79518","0.01398"
"129.54600","10.79572","0.01394"
"129.55200","10.79620","0.01389"
"129.55800","10.79667","0.01376"
"129.56400","10.79721","0.01356"
"129.57000","10.79769","0.01363"
"129.57600","10.79823","0.01393"
"129.58200","10.79871","0.01413"
"129.58800","10.79918","0.01432"
"129.59400","10.79972","0.01457"
"129.60000","10.80020","0.01477"
"129.60600","10.80068","0.01484"
"129.61200","10.80122","0.01489"
"129.61800","10.80170","0.01489"
"129.62400","10.80217","0.01486"
"129.63000","10.80265","0.01487"
"129.63600","10.80319","0.01476"
"129.64200","10.80367","0.01452"
"129.64800","10.80415","0.01433"
"129.65400","10.80469","0.01421"
"129.66000","10.80516","0.01415"
"129.66600","10.80570","0.01417"
"129.67200","10.80618","0.01424"
"129.67800","10.80666","0.01426"
"129.68400","10.80720","0.01425"
"129.69000","10.80768","0.01431"
"129.69600","10.80821","0.01446"
"129.70200","10.80869","0.01471"
