End date,"1/21/2017"
Specimen label,"19DT_NT"
Maximum Load,"0.07495",N

Time,Extension,Load
(s),(mm),(N)
"54.47400","4.53964","0.00758"
"54.48000","4.54012","0.00764"
"54.48600","4.54066","0.00767"
"54.49200","4.54113","0.00756"
"54.49800","4.54161","0.00757"
"54.50400","4.54215","0.00754"
"54.51000","4.54263","0.00750"
"54.51600","4.54311","0.00764"
"54.52200","4.54365","0.00788"
"54.52800","4.54412","0.00808"
"54.53400","4.54466","0.00823"
"54.54000","4.54514","0.00826"
"54.54600","4.54562","0.00827"
"54.55200","4.54616","0.00824"
"54.55800","4.54664","0.00811"
"54.56400","4.54711","0.00801"
"54.57000","4.54765","0.00796"
"54.57600","4.54813","0.00781"
"54.58200","4.54861","0.00772"
"54.58800","4.54909","0.00753"
"54.59400","4.54962","0.00737"
"54.60000","4.55010","0.00738"
"54.60600","4.55058","0.00750"
"54.61200","4.55112","0.00772"
"54.61800","4.55160","0.00783"
"54.62400","4.55208","0.00780"
"54.63000","4.55261","0.00771"
"54.63600","4.55309","0.00762"
"54.64200","4.55363","0.00760"
"54.64800","4.55411","0.00764"
"54.65400","4.55465","0.00767"
"54.66000","4.55519","0.00778"
"54.66600","4.55566","0.00781"
"54.67200","4.55620","0.00785"
"54.67800","4.55668","0.00808"
"54.68400","4.55722","0.00824"
"54.69000","4.55770","0.00823"
"54.69600","4.55817","0.00829"
"54.70200","4.55871","0.00835"
"54.70800","4.55919","0.00838"
"54.71400","4.55973","0.00836"
"54.72000","4.56021","0.00830"
"54.72600","4.56069","0.00827"
"54.73200","4.56122","0.00822"
"54.73800","4.56170","0.00815"
"54.74400","4.56218","0.00815"
"54.75000","4.56272","0.00806"
"54.75600","4.56320","0.00779"
"54.76200","4.56368","0.00753"
"54.76800","4.56415","0.00743"
"54.77400","4.56469","0.00737"
"54.78000","4.56517","0.00743"
"54.78600","4.56565","0.00748"
"54.79200","4.56619","0.00746"
"54.79800","4.56666","0.00741"
"54.80400","4.56720","0.00736"
"54.81000","4.56768","0.00744"
"54.81600","4.56822","0.00767"
"54.82200","4.56870","0.00786"
"54.82800","4.56924","0.00807"
"54.83400","4.56971","0.00830"
"54.84000","4.57019","0.00837"
"54.84600","4.57073","0.00835"
"54.85200","4.57121","0.00834"
"54.85800","4.57169","0.00836"
"54.86400","4.57223","0.00826"
"54.87000","4.57270","0.00822"
"54.87600","4.57318","0.00829"
"54.88200","4.57366","0.00834"
"54.88800","4.57420","0.00834"
"54.89400","4.57468","0.00820"
"54.90000","4.57521","0.00807"
"54.90600","4.57569","0.00797"
"54.91200","4.57617","0.00792"
"54.91800","4.57671","0.00799"
"54.92400","4.57719","0.00794"
"54.93000","4.57773","0.00780"
"54.93600","4.57820","0.00767"
"54.94200","4.57874","0.00775"
"54.94800","4.57922","0.00791"
"54.95400","4.57970","0.00796"
"54.96000","4.58024","0.00806"
"54.96600","4.58072","0.00816"
"54.97200","4.58125","0.00820"
"54.97800","4.58173","0.00817"
"54.98400","4.58227","0.00815"
"54.99000","4.58275","0.00813"
"54.99600","4.58323","0.00816"
"55.00200","4.58370","0.00825"
"55.00800","4.58418","0.00819"
"55.01400","4.58466","0.00808"
"55.02000","4.58520","0.00785"
"55.02600","4.58568","0.00765"
"55.03200","4.58616","0.00779"
"55.03800","4.58663","0.00802"
"55.04400","4.58711","0.00823"
"55.05000","4.58765","0.00849"
"55.05600","4.58813","0.00857"
"55.06200","4.58861","0.00855"
"55.06800","4.58915","0.00858"
"55.07400","4.58962","0.00857"
"55.08000","4.59010","0.00852"
"55.08600","4.59064","0.00847"
"55.09200","4.59112","0.00841"
"55.09800","4.59166","0.00836"
"55.10400","4.59213","0.00828"
"55.11000","4.59267","0.00835"
"55.11600","4.59315","0.00846"
"55.12200","4.59363","0.00849"
"55.12800","4.59417","0.00849"
"55.13400","4.59465","0.00857"
"55.14000","4.59518","0.00859"
"55.14600","4.59566","0.00859"
"55.15200","4.59614","0.00860"
"55.15800","4.59662","0.00865"
"55.16400","4.59716","0.00870"
"55.17000","4.59764","0.00865"
"55.17600","4.59811","0.00845"
"55.18200","4.59865","0.00841"
"55.18800","4.59913","0.00838"
"55.19400","4.59961","0.00831"
"55.20000","4.60015","0.00817"
"55.20600","4.60063","0.00788"
"55.21200","4.60110","0.00759"
"55.21800","4.60164","0.00744"
"55.22400","4.60212","0.00739"
"55.23000","4.60266","0.00730"
"55.23600","4.60314","0.00732"
"55.24200","4.60367","0.00731"
"55.24800","4.60415","0.00730"
"55.25400","4.60469","0.00742"
"55.26000","4.60517","0.00760"
"55.26600","4.60571","0.00786"
"55.27200","4.60619","0.00806"
"55.27800","4.60666","0.00817"
"55.28400","4.60720","0.00817"
"55.29000","4.60768","0.00795"
"55.29600","4.60816","0.00771"
"55.30200","4.60864","0.00762"
"55.30800","4.60918","0.00778"
"55.31400","4.60965","0.00803"
"55.32000","4.61013","0.00810"
"55.32600","4.61067","0.00809"
"55.33200","4.61115","0.00799"
"55.33800","4.61163","0.00787"
"55.34400","4.61216","0.00773"
"55.35000","4.61264","0.00762"
"55.35600","4.61312","0.00760"
"55.36200","4.61366","0.00764"
"55.36800","4.61414","0.00761"
"55.37400","4.61462","0.00754"
"55.38000","4.61515","0.00743"
"55.38600","4.61563","0.00737"
"55.39200","4.61617","0.00743"
"55.39800","4.61671","0.00763"
"55.40400","4.61719","0.00777"
"55.41000","4.61772","0.00790"
"55.41600","4.61820","0.00795"
"55.42200","4.61868","0.00774"
"55.42800","4.61922","0.00744"
"55.43400","4.61970","0.00733"
"55.44000","4.62018","0.00736"
"55.44600","4.62071","0.00747"
"55.45200","4.62119","0.00766"
"55.45800","4.62167","0.00779"
"55.46400","4.62221","0.00784"
"55.47000","4.62269","0.00783"
"55.47600","4.62317","0.00792"
"55.48200","4.62370","0.00803"
"55.48800","4.62418","0.00798"
"55.49400","4.62466","0.00788"
"55.50000","4.62520","0.00791"
"55.50600","4.62568","0.00779"
"55.51200","4.62616","0.00767"
"55.51800","4.62669","0.00765"
"55.52400","4.62717","0.00777"
"55.53000","4.62765","0.00792"
"55.53600","4.62819","0.00801"
"55.54200","4.62867","0.00799"
"55.54800","4.62920","0.00801"
"55.55400","4.62968","0.00802"
"55.56000","4.63022","0.00799"
"55.56600","4.63070","0.00790"
"55.57200","4.63124","0.00783"
"55.57800","4.63172","0.00789"
"55.58400","4.63219","0.00791"
"55.59000","4.63267","0.00775"
"55.59600","4.63315","0.00750"
"55.60200","4.63369","0.00722"
"55.60800","4.63417","0.00718"
"55.61400","4.63465","0.00729"
"55.62000","4.63512","0.00746"
"55.62600","4.63566","0.00768"
"55.63200","4.63614","0.00790"
"55.63800","4.63662","0.00785"
"55.64400","4.63710","0.00772"
"55.65000","4.63763","0.00772"
"55.65600","4.63811","0.00774"
"55.66200","4.63859","0.00769"
"55.66800","4.63913","0.00776"
"55.67400","4.63961","0.00777"
"55.68000","4.64015","0.00775"
"55.68600","4.64062","0.00777"
"55.69200","4.64116","0.00773"
"55.69800","4.64164","0.00788"
"55.70400","4.64218","0.00799"
"55.71000","4.64266","0.00802"
"55.71600","4.64314","0.00796"
"55.72200","4.64367","0.00778"
"55.72800","4.64415","0.00769"
"55.73400","4.64463","0.00755"
"55.74000","4.64517","0.00741"
"55.74600","4.64565","0.00737"
"55.75200","4.64613","0.00740"
"55.75800","4.64666","0.00743"
"55.76400","4.64714","0.00754"
"55.77000","4.64762","0.00765"
"55.77600","4.64816","0.00793"
"55.78200","4.64864","0.00820"
"55.78800","4.64917","0.00834"
"55.79400","4.64965","0.00833"
"55.80000","4.65013","0.00828"
"55.80600","4.65067","0.00816"
"55.81200","4.65115","0.00824"
"55.81800","4.65169","0.00835"
"55.82400","4.65216","0.00833"
"55.83000","4.65270","0.00817"
"55.83600","4.65318","0.00808"
"55.84200","4.65372","0.00794"
"55.84800","4.65420","0.00785"
"55.85400","4.65474","0.00782"
"55.86000","4.65521","0.00786"
"55.86600","4.65569","0.00795"
"55.87200","4.65623","0.00791"
"55.87800","4.65671","0.00799"
"55.88400","4.65719","0.00807"
"55.89000","4.65766","0.00805"
"55.89600","4.65814","0.00803"
"55.90200","4.65868","0.00804"
"55.90800","4.65916","0.00807"
"55.91400","4.65964","0.00815"
"55.92000","4.66018","0.00821"
"55.92600","4.66065","0.00812"
"55.93200","4.66113","0.00800"
"55.93800","4.66167","0.00787"
"55.94400","4.66215","0.00788"
"55.95000","4.66269","0.00802"
"55.95600","4.66317","0.00806"
"55.96200","4.66370","0.00820"
"55.96800","4.66418","0.00843"
"55.97400","4.66472","0.00840"
"55.98000","4.66520","0.00829"
"55.98600","4.66574","0.00825"
"55.99200","4.66621","0.00821"
"55.99800","4.66669","0.00815"
"56.00400","4.66723","0.00805"
"56.01000","4.66771","0.00809"
"56.01600","4.66819","0.00820"
"56.02200","4.66873","0.00824"
"56.02800","4.66920","0.00822"
"56.03400","4.66968","0.00807"
"56.04000","4.67016","0.00783"
"56.04600","4.67070","0.00768"
"56.05200","4.67118","0.00767"
"56.05800","4.67166","0.00767"
"56.06400","4.67213","0.00775"
"56.07000","4.67267","0.00781"
"56.07600","4.67315","0.00793"
"56.08200","4.67369","0.00798"
"56.08800","4.67417","0.00791"
"56.09400","4.67464","0.00796"
"56.10000","4.67518","0.00803"
"56.10600","4.67566","0.00811"
"56.11200","4.67614","0.00824"
"56.11800","4.67668","0.00817"
"56.12400","4.67716","0.00802"
"56.13000","4.67763","0.00787"
"56.13600","4.67817","0.00778"
"56.14200","4.67865","0.00776"
"56.14800","4.67913","0.00794"
"56.15400","4.67967","0.00814"
"56.16000","4.68015","0.00827"
"56.16600","4.68062","0.00836"
"56.17200","4.68116","0.00833"
"56.17800","4.68164","0.00837"
"56.18400","4.68212","0.00835"
"56.19000","4.68266","0.00830"
"56.19600","4.68313","0.00821"
"56.20200","4.68361","0.00815"
"56.20800","4.68409","0.00807"
"56.21400","4.68463","0.00811"
"56.22000","4.68511","0.00810"
"56.22600","4.68559","0.00813"
"56.23200","4.68612","0.00806"
"56.23800","4.68660","0.00800"
"56.24400","4.68714","0.00791"
"56.25000","4.68762","0.00787"
"56.25600","4.68816","0.00785"
"56.26200","4.68864","0.00791"
"56.26800","4.68917","0.00794"
"56.27400","4.68965","0.00800"
"56.28000","4.69013","0.00807"
"56.28600","4.69067","0.00816"
"56.29200","4.69115","0.00819"
"56.29800","4.69168","0.00810"
"56.30400","4.69216","0.00800"
"56.31000","4.69264","0.00794"
"56.31600","4.69312","0.00798"
"56.32200","4.69366","0.00804"
"56.32800","4.69414","0.00807"
"56.33400","4.69467","0.00815"
"56.34000","4.69515","0.00812"
"56.34600","4.69569","0.00801"
"56.35200","4.69617","0.00805"
"56.35800","4.69665","0.00820"
"56.36400","4.69719","0.00848"
"56.37000","4.69766","0.00874"
"56.37600","4.69820","0.00893"
"56.38200","4.69868","0.00896"
"56.38800","4.69916","0.00896"
"56.39400","4.69970","0.00894"
"56.40000","4.70017","0.00897"
"56.40600","4.70071","0.00899"
"56.41200","4.70119","0.00892"
"56.41800","4.70167","0.00866"
"56.42400","4.70221","0.00844"
"56.43000","4.70269","0.00829"
"56.43600","4.70316","0.00815"
"56.44200","4.70370","0.00807"
"56.44800","4.70418","0.00808"
"56.45400","4.70466","0.00817"
"56.46000","4.70520","0.00831"
"56.46600","4.70568","0.00847"
"56.47200","4.70621","0.00853"
"56.47800","4.70669","0.00860"
"56.48400","4.70723","0.00870"
"56.49000","4.70771","0.00881"
"56.49600","4.70825","0.00888"
"56.50200","4.70872","0.00890"
"56.50800","4.70920","0.00893"
"56.51400","4.70968","0.00896"
"56.52000","4.71022","0.00898"
"56.52600","4.71070","0.00903"
"56.53200","4.71118","0.00904"
"56.53800","4.71165","0.00893"
"56.54400","4.71219","0.00873"
"56.55000","4.71267","0.00859"
"56.55600","4.71315","0.00848"
"56.56200","4.71369","0.00836"
"56.56800","4.71417","0.00830"
"56.57400","4.71464","0.00828"
"56.58000","4.71518","0.00829"
"56.58600","4.71566","0.00838"
"56.59200","4.71620","0.00858"
"56.59800","4.71668","0.00874"
"56.60400","4.71715","0.00892"
"56.61000","4.71769","0.00902"
"56.61600","4.71817","0.00903"
"56.62200","4.71871","0.00904"
"56.62800","4.71919","0.00898"
"56.63400","4.71967","0.00887"
"56.64000","4.72014","0.00884"
"56.64600","4.72068","0.00892"
"56.65200","4.72116","0.00901"
"56.65800","4.72164","0.00890"
"56.66400","4.72212","0.00880"
"56.67000","4.72266","0.00866"
"56.67600","4.72313","0.00867"
"56.68200","4.72361","0.00875"
"56.68800","4.72415","0.00882"
"56.69400","4.72463","0.00900"
"56.70000","4.72511","0.00911"
"56.70600","4.72565","0.00899"
"56.71200","4.72612","0.00889"
"56.71800","4.72666","0.00884"
"56.72400","4.72714","0.00873"
"56.73000","4.72762","0.00867"
"56.73600","4.72816","0.00865"
"56.74200","4.72863","0.00865"
"56.74800","4.72911","0.00876"
"56.75400","4.72965","0.00882"
"56.76000","4.73013","0.00891"
"56.76600","4.73067","0.00897"
"56.77200","4.73115","0.00905"
"56.77800","4.73168","0.00914"
"56.78400","4.73216","0.00928"
"56.79000","4.73264","0.00934"
"56.79600","4.73318","0.00923"
"56.80200","4.73366","0.00914"
"56.80800","4.73414","0.00913"
"56.81400","4.73461","0.00917"
"56.82000","4.73515","0.00914"
"56.82600","4.73563","0.00909"
"56.83200","4.73611","0.00906"
"56.83800","4.73665","0.00891"
"56.84400","4.73712","0.00879"
"56.85000","4.73766","0.00887"
"56.85600","4.73814","0.00912"
"56.86200","4.73862","0.00928"
"56.86800","4.73916","0.00920"
"56.87400","4.73964","0.00913"
"56.88000","4.74017","0.00924"
"56.88600","4.74065","0.00934"
"56.89200","4.74119","0.00944"
"56.89800","4.74167","0.00944"
"56.90400","4.74221","0.00930"
"56.91000","4.74274","0.00912"
"56.91600","4.74322","0.00908"
"56.92200","4.74370","0.00900"
"56.92800","4.74418","0.00890"
"56.93400","4.74472","0.00879"
"56.94000","4.74520","0.00868"
"56.94600","4.74567","0.00846"
"56.95200","4.74615","0.00837"
"56.95800","4.74669","0.00829"
"56.96400","4.74717","0.00821"
"56.97000","4.74765","0.00819"
"56.97600","4.74819","0.00826"
"56.98200","4.74866","0.00835"
"56.98800","4.74914","0.00844"
"56.99400","4.74968","0.00834"
"57.00000","4.75016","0.00826"
"57.00600","4.75064","0.00821"
"57.01200","4.75118","0.00832"
"57.01800","4.75165","0.00846"
"57.02400","4.75213","0.00851"
"57.03000","4.75267","0.00863"
"57.03600","4.75315","0.00870"
"57.04200","4.75369","0.00874"
"57.04800","4.75422","0.00880"
"57.05400","4.75470","0.00888"
"57.06000","4.75524","0.00907"
"57.06600","4.75572","0.00926"
"57.07200","4.75620","0.00929"
"57.07800","4.75668","0.00925"
"57.08400","4.75715","0.00935"
"57.09000","4.75769","0.00929"
"57.09600","4.75817","0.00929"
"57.10200","4.75865","0.00937"
"57.10800","4.75919","0.00934"
"57.11400","4.75967","0.00934"
"57.12000","4.76014","0.00933"
"57.12600","4.76068","0.00929"
"57.13200","4.76116","0.00919"
"57.13800","4.76170","0.00900"
"57.14400","4.76218","0.00896"
"57.15000","4.76265","0.00893"
"57.15600","4.76319","0.00884"
"57.16200","4.76367","0.00888"
"57.16800","4.76415","0.00889"
"57.17400","4.76469","0.00902"
"57.18000","4.76517","0.00915"
"57.18600","4.76570","0.00914"
"57.19200","4.76618","0.00901"
"57.19800","4.76672","0.00882"
"57.20400","4.76720","0.00869"
"57.21000","4.76768","0.00868"
"57.21600","4.76816","0.00877"
"57.22200","4.76869","0.00877"
"57.22800","4.76917","0.00880"
"57.23400","4.76965","0.00888"
"57.24000","4.77019","0.00894"
"57.24600","4.77067","0.00893"
"57.25200","4.77114","0.00887"
"57.25800","4.77162","0.00896"
"57.26400","4.77216","0.00901"
"57.27000","4.77264","0.00902"
"57.27600","4.77318","0.00908"
"57.28200","4.77366","0.00907"
"57.28800","4.77413","0.00889"
"57.29400","4.77467","0.00881"
"57.30000","4.77515","0.00890"
"57.30600","4.77563","0.00893"
"57.31200","4.77617","0.00884"
"57.31800","4.77665","0.00889"
"57.32400","4.77712","0.00902"
"57.33000","4.77766","0.00918"
"57.33600","4.77814","0.00930"
"57.34200","4.77868","0.00936"
"57.34800","4.77916","0.00947"
"57.35400","4.77970","0.00953"
"57.36000","4.78017","0.00956"
"57.36600","4.78065","0.00963"
"57.37200","4.78119","0.00961"
"57.37800","4.78167","0.00958"
"57.38400","4.78221","0.00956"
"57.39000","4.78268","0.00954"
"57.39600","4.78322","0.00950"
"57.40200","4.78370","0.00943"
"57.40800","4.78418","0.00931"
"57.41400","4.78472","0.00921"
"57.42000","4.78520","0.00904"
"57.42600","4.78567","0.00892"
"57.43200","4.78621","0.00901"
"57.43800","4.78669","0.00899"
"57.44400","4.78723","0.00895"
"57.45000","4.78771","0.00887"
"57.45600","4.78819","0.00880"
"57.46200","4.78872","0.00885"
"57.46800","4.78920","0.00889"
"57.47400","4.78974","0.00898"
"57.48000","4.79022","0.00912"
"57.48600","4.79070","0.00921"
"57.49200","4.79123","0.00930"
"57.49800","4.79171","0.00950"
"57.50400","4.79219","0.00958"
"57.51000","4.79273","0.00955"
"57.51600","4.79321","0.00944"
"57.52200","4.79369","0.00933"
"57.52800","4.79422","0.00924"
"57.53400","4.79470","0.00916"
"57.54000","4.79524","0.00903"
"57.54600","4.79572","0.00894"
"57.55200","4.79626","0.00896"
"57.55800","4.79673","0.00899"
"57.56400","4.79721","0.00895"
"57.57000","4.79775","0.00892"
"57.57600","4.79823","0.00892"
"57.58200","4.79871","0.00892"
"57.58800","4.79925","0.00882"
"57.59400","4.79972","0.00875"
"57.60000","4.80020","0.00876"
"57.60600","4.80068","0.00884"
"57.61200","4.80122","0.00893"
"57.61800","4.80170","0.00897"
"57.62400","4.80218","0.00903"
"57.63000","4.80265","0.00917"
"57.63600","4.80319","0.00930"
"57.64200","4.80367","0.00942"
"57.64800","4.80415","0.00946"
"57.65400","4.80469","0.00947"
"57.66000","4.80517","0.00943"
"57.66600","4.80564","0.00931"
"57.67200","4.80618","0.00915"
"57.67800","4.80666","0.00906"
"57.68400","4.80720","0.00911"
"57.69000","4.80768","0.00909"
"57.69600","4.80821","0.00910"
"57.70200","4.80869","0.00923"
"57.70800","4.80917","0.00944"
"57.71400","4.80971","0.00957"
"57.72000","4.81019","0.00956"
"57.72600","4.81067","0.00951"
"57.73200","4.81120","0.00946"
"57.73800","4.81168","0.00944"
"57.74400","4.81216","0.00946"
"57.75000","4.81264","0.00944"
"57.75600","4.81312","0.00934"
"57.76200","4.81366","0.00932"
"57.76800","4.81413","0.00945"
"57.77400","4.81467","0.00968"
"57.78000","4.81515","0.00980"
"57.78600","4.81563","0.00974"
"57.79200","4.81617","0.00964"
"57.79800","4.81664","0.00959"
"57.80400","4.81712","0.00947"
"57.81000","4.81766","0.00951"
"57.81600","4.81814","0.00951"
"57.82200","4.81862","0.00932"
"57.82800","4.81916","0.00917"
"57.83400","4.81963","0.00907"
"57.84000","4.82017","0.00891"
"57.84600","4.82065","0.00876"
"57.85200","4.82119","0.00874"
"57.85800","4.82167","0.00881"
"57.86400","4.82221","0.00899"
"57.87000","4.82268","0.00911"
"57.87600","4.82316","0.00929"
"57.88200","4.82370","0.00952"
"57.88800","4.82418","0.00967"
"57.89400","4.82466","0.00973"
"57.90000","4.82513","0.00978"
"57.90600","4.82561","0.00980"
"57.91200","4.82615","0.00979"
"57.91800","4.82663","0.00972"
"57.92400","4.82717","0.00961"
"57.93000","4.82765","0.00956"
"57.93600","4.82818","0.00938"
"57.94200","4.82866","0.00929"
"57.94800","4.82914","0.00936"
"57.95400","4.82968","0.00938"
"57.96000","4.83016","0.00935"
"57.96600","4.83070","0.00932"
"57.97200","4.83117","0.00930"
"57.97800","4.83171","0.00923"
"57.98400","4.83219","0.00916"
"57.99000","4.83273","0.00901"
"57.99600","4.83321","0.00885"
"58.00200","4.83375","0.00881"
"58.00800","4.83422","0.00866"
"58.01400","4.83476","0.00869"
"58.02000","4.83524","0.00873"
"58.02600","4.83572","0.00876"
"58.03200","4.83620","0.00882"
"58.03800","4.83667","0.00886"
"58.04400","4.83721","0.00885"
"58.05000","4.83769","0.00881"
"58.05600","4.83817","0.00885"
"58.06200","4.83871","0.00897"
"58.06800","4.83919","0.00909"
"58.07400","4.83966","0.00912"
"58.08000","4.84020","0.00927"
"58.08600","4.84068","0.00925"
"58.09200","4.84116","0.00913"
"58.09800","4.84170","0.00914"
"58.10400","4.84218","0.00913"
"58.11000","4.84271","0.00918"
"58.11600","4.84319","0.00929"
"58.12200","4.84367","0.00924"
"58.12800","4.84421","0.00926"
"58.13400","4.84469","0.00936"
"58.14000","4.84522","0.00947"
"58.14600","4.84570","0.00952"
"58.15200","4.84618","0.00951"
"58.15800","4.84672","0.00951"
"58.16400","4.84720","0.00937"
"58.17000","4.84768","0.00911"
"58.17600","4.84815","0.00917"
"58.18200","4.84869","0.00944"
"58.18800","4.84917","0.00971"
"58.19400","4.84965","0.00986"
"58.20000","4.85013","0.00984"
"58.20600","4.85067","0.00987"
"58.21200","4.85114","0.00986"
"58.21800","4.85162","0.00997"
"58.22400","4.85216","0.01003"
"58.23000","4.85264","0.01004"
"58.23600","4.85312","0.00994"
"58.24200","4.85365","0.00979"
"58.24800","4.85413","0.00974"
"58.25400","4.85467","0.00965"
"58.26000","4.85515","0.00968"
"58.26600","4.85569","0.00965"
"58.27200","4.85617","0.00952"
"58.27800","4.85670","0.00943"
"58.28400","4.85718","0.00945"
"58.29000","4.85766","0.00946"
"58.29600","4.85820","0.00931"
"58.30200","4.85868","0.00931"
"58.30800","4.85916","0.00945"
"58.31400","4.85963","0.00976"
"58.32000","4.86011","0.01007"
"58.32600","4.86065","0.01018"
"58.33200","4.86113","0.01026"
"58.33800","4.86161","0.01028"
"58.34400","4.86214","0.01014"
"58.35000","4.86262","0.01007"
"58.35600","4.86310","0.01008"
"58.36200","4.86358","0.01027"
"58.36800","4.86412","0.01047"
"58.37400","4.86460","0.01052"
"58.38000","4.86513","0.01030"
"58.38600","4.86561","0.00993"
"58.39200","4.86609","0.00971"
"58.39800","4.86663","0.00965"
"58.40400","4.86711","0.00961"
"58.41000","4.86765","0.00962"
"58.41600","4.86818","0.00971"
"58.42200","4.86866","0.00972"
"58.42800","4.86920","0.00966"
"58.43400","4.86968","0.00964"
"58.44000","4.87016","0.00956"
"58.44600","4.87064","0.00959"
"58.45200","4.87111","0.00960"
"58.45800","4.87165","0.00948"
"58.46400","4.87213","0.00949"
"58.47000","4.87261","0.00939"
"58.47600","4.87309","0.00938"
"58.48200","4.87362","0.00942"
"58.48800","4.87410","0.00953"
"58.49400","4.87464","0.00962"
"58.50000","4.87512","0.00973"
"58.50600","4.87566","0.00973"
"58.51200","4.87614","0.00969"
"58.51800","4.87661","0.00967"
"58.52400","4.87715","0.00968"
"58.53000","4.87763","0.00964"
"58.53600","4.87817","0.00957"
"58.54200","4.87865","0.00954"
"58.54800","4.87918","0.00960"
"58.55400","4.87972","0.00973"
"58.56000","4.88020","0.00973"
"58.56600","4.88074","0.00967"
"58.57200","4.88122","0.00960"
"58.57800","4.88170","0.00958"
"58.58400","4.88223","0.00975"
"58.59000","4.88271","0.00988"
"58.59600","4.88319","0.01002"
"58.60200","4.88367","0.01013"
"58.60800","4.88415","0.01021"
"58.61400","4.88469","0.01021"
"58.62000","4.88516","0.01007"
"58.62600","4.88564","0.01000"
"58.63200","4.88618","0.01002"
"58.63800","4.88666","0.01005"
"58.64400","4.88720","0.01008"
"58.65000","4.88767","0.01019"
"58.65600","4.88821","0.01023"
"58.66200","4.88869","0.01025"
"58.66800","4.88923","0.01031"
"58.67400","4.88971","0.01023"
"58.68000","4.89019","0.01018"
"58.68600","4.89072","0.01014"
"58.69200","4.89120","0.01014"
"58.69800","4.89168","0.01013"
"58.70400","4.89222","0.01002"
"58.71000","4.89270","0.00990"
"58.71600","4.89318","0.00989"
"58.72200","4.89365","0.00987"
"58.72800","4.89413","0.00997"
"58.73400","4.89461","0.01015"
"58.74000","4.89515","0.01009"
"58.74600","4.89563","0.01003"
"58.75200","4.89611","0.00994"
"58.75800","4.89658","0.00996"
"58.76400","4.89712","0.01006"
"58.77000","4.89760","0.01000"
"58.77600","4.89808","0.00999"
"58.78200","4.89862","0.01001"
"58.78800","4.89909","0.00992"
"58.79400","4.89957","0.00994"
"58.80000","4.90011","0.01007"
"58.80600","4.90059","0.01008"
"58.81200","4.90113","0.01000"
"58.81800","4.90167","0.00993"
"58.82400","4.90214","0.00989"
"58.83000","4.90262","0.00988"
"58.83600","4.90316","0.00983"
"58.84200","4.90364","0.00990"
"58.84800","4.90418","0.00979"
"58.85400","4.90465","0.00967"
"58.86000","4.90513","0.00973"
"58.86600","4.90567","0.00982"
"58.87200","4.90615","0.00978"
"58.87800","4.90663","0.00974"
"58.88400","4.90717","0.00974"
"58.89000","4.90764","0.00961"
"58.89600","4.90812","0.00958"
"58.90200","4.90860","0.00958"
"58.90800","4.90914","0.00960"
"58.91400","4.90962","0.00978"
"58.92000","4.91016","0.00990"
"58.92600","4.91063","0.01002"
"58.93200","4.91111","0.01008"
"58.93800","4.91165","0.00993"
"58.94400","4.91213","0.00984"
"58.95000","4.91267","0.00985"
"58.95600","4.91315","0.00991"
"58.96200","4.91368","0.01002"
"58.96800","4.91416","0.01015"
"58.97400","4.91470","0.01018"
"58.98000","4.91518","0.01009"
"58.98600","4.91572","0.01002"
"58.99200","4.91619","0.00996"
"58.99800","4.91667","0.00982"
"59.00400","4.91721","0.00963"
"59.01000","4.91769","0.00957"
"59.01600","4.91817","0.00969"
"59.02200","4.91871","0.00975"
"59.02800","4.91918","0.00986"
"59.03400","4.91966","0.00999"
"59.04000","4.92020","0.01008"
"59.04600","4.92068","0.01013"
"59.05200","4.92116","0.01017"
"59.05800","4.92170","0.01023"
"59.06400","4.92217","0.01027"
"59.07000","4.92265","0.01032"
"59.07600","4.92319","0.01046"
"59.08200","4.92367","0.01045"
"59.08800","4.92415","0.01024"
"59.09400","4.92468","0.01015"
"59.10000","4.92516","0.01016"
"59.10600","4.92570","0.01028"
"59.11200","4.92618","0.01045"
"59.11800","4.92672","0.01058"
"59.12400","4.92720","0.01059"
"59.13000","4.92773","0.01053"
"59.13600","4.92821","0.01044"
"59.14200","4.92875","0.01035"
"59.14800","4.92923","0.01035"
"59.15400","4.92971","0.01033"
"59.16000","4.93018","0.01040"
"59.16600","4.93072","0.01049"
"59.17200","4.93120","0.01050"
"59.17800","4.93174","0.01053"
"59.18400","4.93222","0.01045"
"59.19000","4.93270","0.01035"
"59.19600","4.93323","0.01029"
"59.20200","4.93371","0.01026"
"59.20800","4.93419","0.01026"
"59.21400","4.93467","0.01035"
"59.22000","4.93521","0.01030"
"59.22600","4.93569","0.01028"
"59.23200","4.93622","0.01039"
"59.23800","4.93670","0.01058"
"59.24400","4.93718","0.01056"
"59.25000","4.93772","0.01064"
"59.25600","4.93820","0.01066"
"59.26200","4.93873","0.01064"
"59.26800","4.93921","0.01060"
"59.27400","4.93969","0.01056"
"59.28000","4.94023","0.01054"
"59.28600","4.94071","0.01050"
"59.29200","4.94119","0.01041"
"59.29800","4.94172","0.01039"
"59.30400","4.94220","0.01025"
"59.31000","4.94268","0.01015"
"59.31600","4.94316","0.01020"
"59.32200","4.94370","0.01029"
"59.32800","4.94418","0.01043"
"59.33400","4.94465","0.01045"
"59.34000","4.94519","0.01042"
"59.34600","4.94567","0.01032"
"59.35200","4.94615","0.01015"
"59.35800","4.94663","0.01012"
"59.36400","4.94717","0.01025"
"59.37000","4.94764","0.01021"
"59.37600","4.94812","0.01013"
"59.38200","4.94866","0.01024"
