End date,"1/21/2017"
Specimen label,"14DT_NoLabel"
Maximum Load,"0.00887",N

Time,Extension,Load
(s),(mm),(N)
"140.47200","11.70625","0.00068"
"140.47800","11.70673","0.00071"
"140.48400","11.70721","0.00071"
"140.49000","11.70775","0.00068"
"140.49600","11.70823","0.00065"
"140.50200","11.70870","0.00063"
"140.50800","11.70918","0.00057"
"140.51400","11.70972","0.00053"
"140.52000","11.71020","0.00053"
"140.52600","11.71068","0.00056"
"140.53200","11.71122","0.00063"
"140.53800","11.71169","0.00067"
"140.54400","11.71217","0.00062"
"140.55000","11.71271","0.00061"
"140.55600","11.71319","0.00064"
"140.56200","11.71367","0.00071"
"140.56800","11.71420","0.00085"
"140.57400","11.71468","0.00090"
"140.58000","11.71516","0.00086"
"140.58600","11.71570","0.00080"
"140.59200","11.71618","0.00074"
"140.59800","11.71666","0.00067"
"140.60400","11.71719","0.00065"
"140.61000","11.71767","0.00068"
"140.61600","11.71821","0.00072"
"140.62200","11.71869","0.00077"
"140.62800","11.71917","0.00082"
"140.63400","11.71971","0.00088"
"140.64000","11.72018","0.00092"
"140.64600","11.72072","0.00103"
"140.65200","11.72120","0.00104"
"140.65800","11.72168","0.00095"
"140.66400","11.72216","0.00074"
"140.67000","11.72264","0.00066"
"140.67600","11.72317","0.00069"
"140.68200","11.72365","0.00063"
"140.68800","11.72419","0.00066"
"140.69400","11.72467","0.00073"
"140.70000","11.72515","0.00069"
"140.70600","11.72568","0.00053"
"140.71200","11.72616","0.00045"
"140.71800","11.72670","0.00051"
"140.72400","11.72718","0.00059"
"140.73000","11.72766","0.00067"
"140.73600","11.72820","0.00069"
"140.74200","11.72867","0.00071"
"140.74800","11.72921","0.00076"
"140.75400","11.72975","0.00072"
"140.76000","11.73023","0.00072"
"140.76600","11.73077","0.00068"
"140.77200","11.73125","0.00079"
"140.77800","11.73172","0.00091"
"140.78400","11.73226","0.00102"
"140.79000","11.73274","0.00101"
"140.79600","11.73322","0.00095"
"140.80200","11.73370","0.00094"
"140.80800","11.73423","0.00097"
"140.81400","11.73471","0.00102"
"140.82000","11.73519","0.00102"
"140.82600","11.73567","0.00094"
"140.83200","11.73621","0.00089"
"140.83800","11.73669","0.00084"
"140.84400","11.73716","0.00080"
"140.85000","11.73770","0.00074"
"140.85600","11.73818","0.00072"
"140.86200","11.73872","0.00071"
"140.86800","11.73920","0.00072"
"140.87400","11.73973","0.00075"
"140.88000","11.74021","0.00080"
"140.88600","11.74069","0.00088"
"140.89200","11.74123","0.00099"
"140.89800","11.74171","0.00103"
"140.90400","11.74225","0.00101"
"140.91000","11.74272","0.00107"
"140.91600","11.74320","0.00105"
"140.92200","11.74374","0.00107"
"140.92800","11.74422","0.00109"
"140.93400","11.74470","0.00096"
"140.94000","11.74523","0.00078"
"140.94600","11.74571","0.00061"
"140.95200","11.74619","0.00049"
"140.95800","11.74673","0.00045"
"140.96400","11.74721","0.00042"
"140.97000","11.74769","0.00044"
"140.97600","11.74822","0.00056"
"140.98200","11.74870","0.00072"
"140.98800","11.74918","0.00074"
"140.99400","11.74966","0.00072"
"141.00000","11.75020","0.00073"
"141.00600","11.75068","0.00070"
"141.01200","11.75115","0.00078"
"141.01800","11.75169","0.00080"
"141.02400","11.75217","0.00070"
"141.03000","11.75271","0.00080"
"141.03600","11.75319","0.00101"
"141.04200","11.75366","0.00110"
"141.04800","11.75420","0.00111"
"141.05400","11.75468","0.00111"
"141.06000","11.75516","0.00097"
"141.06600","11.75564","0.00082"
"141.07200","11.75612","0.00078"
"141.07800","11.75660","0.00080"
"141.08400","11.75713","0.00076"
"141.09000","11.75761","0.00066"
"141.09600","11.75809","0.00064"
"141.10200","11.75863","0.00077"
"141.10800","11.75911","0.00085"
"141.11400","11.75964","0.00087"
"141.12000","11.76012","0.00085"
"141.12600","11.76060","0.00084"
"141.13200","11.76114","0.00088"
"141.13800","11.76162","0.00082"
"141.14400","11.76216","0.00070"
"141.15000","11.76263","0.00065"
"141.15600","11.76311","0.00070"
"141.16200","11.76365","0.00078"
"141.16800","11.76419","0.00083"
"141.17400","11.76467","0.00077"
"141.18000","11.76520","0.00059"
"141.18600","11.76574","0.00051"
"141.19200","11.76622","0.00042"
"141.19800","11.76670","0.00037"
"141.20400","11.76724","0.00041"
"141.21000","11.76772","0.00050"
"141.21600","11.76819","0.00052"
"141.22200","11.76873","0.00042"
"141.22800","11.76921","0.00040"
"141.23400","11.76969","0.00048"
"141.24000","11.77017","0.00052"
"141.24600","11.77071","0.00063"
"141.25200","11.77118","0.00071"
"141.25800","11.77172","0.00081"
"141.26400","11.77220","0.00095"
"141.27000","11.77268","0.00110"
"141.27600","11.77322","0.00116"
"141.28200","11.77369","0.00116"
"141.28800","11.77417","0.00110"
"141.29400","11.77471","0.00110"
"141.30000","11.77519","0.00106"
"141.30600","11.77573","0.00101"
"141.31200","11.77621","0.00099"
"141.31800","11.77674","0.00098"
"141.32400","11.77722","0.00100"
"141.33000","11.77776","0.00103"
"141.33600","11.77830","0.00103"
"141.34200","11.77878","0.00102"
"141.34800","11.77926","0.00094"
"141.35400","11.77973","0.00087"
"141.36000","11.78027","0.00081"
"141.36600","11.78075","0.00078"
"141.37200","11.78123","0.00068"
"141.37800","11.78171","0.00061"
"141.38400","11.78219","0.00066"
"141.39000","11.78266","0.00065"
"141.39600","11.78320","0.00071"
"141.40200","11.78368","0.00076"
"141.40800","11.78416","0.00077"
"141.41400","11.78470","0.00070"
"141.42000","11.78517","0.00069"
"141.42600","11.78571","0.00075"
"141.43200","11.78619","0.00078"
"141.43800","11.78673","0.00080"
"141.44400","11.78721","0.00088"
"141.45000","11.78775","0.00095"
"141.45600","11.78822","0.00093"
"141.46200","11.78876","0.00091"
"141.46800","11.78924","0.00095"
"141.47400","11.78978","0.00104"
"141.48000","11.79026","0.00110"
"141.48600","11.79073","0.00115"
"141.49200","11.79127","0.00108"
"141.49800","11.79175","0.00104"
"141.50400","11.79223","0.00104"
"141.51000","11.79271","0.00110"
"141.51600","11.79319","0.00101"
"141.52200","11.79366","0.00086"
"141.52800","11.79420","0.00079"
"141.53400","11.79468","0.00073"
"141.54000","11.79516","0.00067"
"141.54600","11.79564","0.00055"
"141.55200","11.79618","0.00051"
"141.55800","11.79665","0.00059"
"141.56400","11.79713","0.00073"
"141.57000","11.79767","0.00083"
"141.57600","11.79815","0.00082"
"141.58200","11.79863","0.00085"
"141.58800","11.79917","0.00087"
"141.59400","11.79964","0.00099"
"141.60000","11.80018","0.00103"
"141.60600","11.80066","0.00096"
"141.61200","11.80120","0.00085"
"141.61800","11.80168","0.00077"
"141.62400","11.80221","0.00074"
"141.63000","11.80269","0.00078"
"141.63600","11.80317","0.00083"
"141.64200","11.80371","0.00079"
"141.64800","11.80419","0.00079"
"141.65400","11.80467","0.00078"
"141.66000","11.80520","0.00073"
"141.66600","11.80568","0.00063"
"141.67200","11.80616","0.00056"
"141.67800","11.80670","0.00064"
"141.68400","11.80718","0.00082"
"141.69000","11.80766","0.00093"
"141.69600","11.80814","0.00098"
"141.70200","11.80861","0.00099"
"141.70800","11.80915","0.00101"
"141.71400","11.80963","0.00094"
"141.72000","11.81011","0.00085"
"141.72600","11.81065","0.00077"
"141.73200","11.81112","0.00077"
"141.73800","11.81166","0.00080"
"141.74400","11.81214","0.00088"
"141.75000","11.81268","0.00095"
"141.75600","11.81322","0.00096"
"141.76200","11.81369","0.00098"
"141.76800","11.81417","0.00092"
"141.77400","11.81471","0.00080"
"141.78000","11.81519","0.00073"
"141.78600","11.81567","0.00070"
"141.79200","11.81615","0.00069"
"141.79800","11.81668","0.00063"
"141.80400","11.81716","0.00064"
"141.81000","11.81764","0.00068"
"141.81600","11.81818","0.00071"
"141.82200","11.81866","0.00064"
"141.82800","11.81919","0.00065"
"141.83400","11.81967","0.00063"
"141.84000","11.82015","0.00064"
"141.84600","11.82069","0.00078"
"141.85200","11.82117","0.00095"
"141.85800","11.82171","0.00107"
"141.86400","11.82218","0.00110"
"141.87000","11.82266","0.00109"
"141.87600","11.82320","0.00107"
"141.88200","11.82368","0.00100"
"141.88800","11.82422","0.00092"
"141.89400","11.82470","0.00084"
"141.90000","11.82523","0.00076"
"141.90600","11.82571","0.00065"
"141.91200","11.82625","0.00062"
"141.91800","11.82673","0.00065"
"141.92400","11.82721","0.00073"
"141.93000","11.82775","0.00083"
"141.93600","11.82822","0.00086"
"141.94200","11.82870","0.00091"
"141.94800","11.82918","0.00094"
"141.95400","11.82972","0.00102"
"141.96000","11.83020","0.00108"
"141.96600","11.83074","0.00111"
"141.97200","11.83121","0.00114"
"141.97800","11.83169","0.00114"
"141.98400","11.83223","0.00112"
"141.99000","11.83271","0.00105"
"141.99600","11.83319","0.00097"
"142.00200","11.83372","0.00101"
"142.00800","11.83420","0.00101"
"142.01400","11.83468","0.00098"
"142.02000","11.83522","0.00101"
"142.02600","11.83570","0.00104"
"142.03200","11.83617","0.00105"
"142.03800","11.83671","0.00103"
"142.04400","11.83725","0.00101"
"142.05000","11.83773","0.00100"
"142.05600","11.83821","0.00098"
"142.06200","11.83875","0.00088"
"142.06800","11.83922","0.00091"
"142.07400","11.83970","0.00100"
"142.08000","11.84024","0.00102"
"142.08600","11.84072","0.00097"
"142.09200","11.84120","0.00089"
"142.09800","11.84167","0.00081"
"142.10400","11.84221","0.00078"
"142.11000","11.84269","0.00079"
"142.11600","11.84317","0.00082"
"142.12200","11.84371","0.00088"
"142.12800","11.84419","0.00099"
"142.13400","11.84466","0.00096"
"142.14000","11.84520","0.00084"
"142.14600","11.84568","0.00071"
"142.15200","11.84616","0.00064"
"142.15800","11.84670","0.00064"
"142.16400","11.84718","0.00065"
"142.17000","11.84771","0.00068"
"142.17600","11.84819","0.00074"
"142.18200","11.84867","0.00081"
"142.18800","11.84921","0.00085"
"142.19400","11.84969","0.00097"
"142.20000","11.85017","0.00112"
"142.20600","11.85070","0.00117"
"142.21200","11.85118","0.00116"
"142.21800","11.85166","0.00110"
"142.22400","11.85220","0.00102"
"142.23000","11.85268","0.00105"
"142.23600","11.85316","0.00108"
"142.24200","11.85363","0.00108"
"142.24800","11.85417","0.00104"
"142.25400","11.85465","0.00107"
"142.26000","11.85519","0.00108"
"142.26600","11.85567","0.00103"
"142.27200","11.85614","0.00096"
"142.27800","11.85668","0.00089"
"142.28400","11.85716","0.00087"
"142.29000","11.85770","0.00086"
"142.29600","11.85818","0.00081"
"142.30200","11.85866","0.00080"
"142.30800","11.85919","0.00076"
"142.31400","11.85967","0.00073"
"142.32000","11.86021","0.00079"
"142.32600","11.86069","0.00084"
"142.33200","11.86123","0.00086"
"142.33800","11.86170","0.00088"
"142.34400","11.86218","0.00088"
"142.35000","11.86272","0.00086"
"142.35600","11.86320","0.00080"
"142.36200","11.86368","0.00082"
"142.36800","11.86422","0.00086"
"142.37400","11.86469","0.00098"
"142.38000","11.86523","0.00102"
"142.38600","11.86571","0.00096"
"142.39200","11.86619","0.00094"
"142.39800","11.86673","0.00099"
"142.40400","11.86721","0.00102"
"142.41000","11.86774","0.00104"
"142.41600","11.86822","0.00103"
"142.42200","11.86870","0.00100"
"142.42800","11.86918","0.00095"
"142.43400","11.86972","0.00095"
"142.44000","11.87020","0.00092"
"142.44600","11.87067","0.00089"
"142.45200","11.87121","0.00086"
"142.45800","11.87169","0.00080"
"142.46400","11.87223","0.00080"
"142.47000","11.87271","0.00090"
"142.47600","11.87319","0.00088"
"142.48200","11.87372","0.00084"
"142.48800","11.87420","0.00076"
"142.49400","11.87474","0.00074"
"142.50000","11.87522","0.00071"
"142.50600","11.87570","0.00062"
"142.51200","11.87624","0.00062"
"142.51800","11.87671","0.00069"
"142.52400","11.87725","0.00080"
"142.53000","11.87773","0.00096"
"142.53600","11.87821","0.00108"
"142.54200","11.87875","0.00118"
"142.54800","11.87922","0.00123"
"142.55400","11.87976","0.00124"
"142.56000","11.88024","0.00118"
"142.56600","11.88072","0.00114"
"142.57200","11.88120","0.00115"
"142.57800","11.88173","0.00113"
"142.58400","11.88221","0.00111"
"142.59000","11.88269","0.00110"
"142.59600","11.88317","0.00103"
"142.60200","11.88371","0.00110"
"142.60800","11.88419","0.00124"
"142.61400","11.88472","0.00122"
"142.62000","11.88520","0.00113"
"142.62600","11.88568","0.00102"
"142.63200","11.88622","0.00103"
"142.63800","11.88670","0.00105"
"142.64400","11.88718","0.00100"
"142.65000","11.88765","0.00103"
"142.65600","11.88819","0.00103"
"142.66200","11.88867","0.00104"
"142.66800","11.88915","0.00101"
"142.67400","11.88963","0.00089"
"142.68000","11.89017","0.00072"
"142.68600","11.89064","0.00059"
"142.69200","11.89118","0.00053"
"142.69800","11.89166","0.00055"
"142.70400","11.89214","0.00064"
"142.71000","11.89268","0.00072"
"142.71600","11.89316","0.00074"
"142.72200","11.89363","0.00078"
"142.72800","11.89411","0.00088"
"142.73400","11.89465","0.00097"
"142.74000","11.89513","0.00102"
"142.74600","11.89561","0.00105"
"142.75200","11.89614","0.00094"
"142.75800","11.89662","0.00075"
"142.76400","11.89710","0.00060"
"142.77000","11.89764","0.00054"
"142.77600","11.89812","0.00071"
"142.78200","11.89866","0.00087"
"142.78800","11.89913","0.00090"
"142.79400","11.89967","0.00093"
"142.80000","11.90015","0.00098"
"142.80600","11.90069","0.00100"
"142.81200","11.90117","0.00098"
"142.81800","11.90164","0.00101"
"142.82400","11.90218","0.00109"
"142.83000","11.90266","0.00119"
"142.83600","11.90320","0.00122"
"142.84200","11.90368","0.00109"
"142.84800","11.90422","0.00094"
"142.85400","11.90469","0.00082"
"142.86000","11.90523","0.00084"
"142.86600","11.90571","0.00094"
"142.87200","11.90619","0.00106"
"142.87800","11.90667","0.00114"
"142.88400","11.90721","0.00114"
"142.89000","11.90768","0.00112"
"142.89600","11.90822","0.00109"
"142.90200","11.90870","0.00108"
"142.90800","11.90924","0.00109"
"142.91400","11.90972","0.00114"
"142.92000","11.91026","0.00117"
"142.92600","11.91073","0.00116"
"142.93200","11.91121","0.00109"
"142.93800","11.91169","0.00097"
"142.94400","11.91223","0.00097"
"142.95000","11.91271","0.00104"
"142.95600","11.91318","0.00102"
"142.96200","11.91366","0.00106"
"142.96800","11.91414","0.00117"
"142.97400","11.91468","0.00122"
"142.98000","11.91516","0.00118"
"142.98600","11.91564","0.00113"
"142.99200","11.91617","0.00108"
"142.99800","11.91665","0.00101"
"143.00400","11.91719","0.00092"
"143.01000","11.91767","0.00094"
"143.01600","11.91815","0.00104"
"143.02200","11.91868","0.00112"
"143.02800","11.91916","0.00116"
"143.03400","11.91970","0.00115"
"143.04000","11.92018","0.00100"
"143.04600","11.92072","0.00089"
"143.05200","11.92126","0.00081"
"143.05800","11.92173","0.00077"
"143.06400","11.92221","0.00085"
"143.07000","11.92275","0.00098"
"143.07600","11.92323","0.00107"
"143.08200","11.92371","0.00116"
"143.08800","11.92424","0.00108"
"143.09400","11.92472","0.00099"
"143.10000","11.92520","0.00094"
"143.10600","11.92568","0.00085"
"143.11200","11.92622","0.00072"
"143.11800","11.92670","0.00059"
"143.12400","11.92717","0.00058"
"143.13000","11.92771","0.00068"
"143.13600","11.92819","0.00080"
"143.14200","11.92867","0.00083"
"143.14800","11.92921","0.00088"
"143.15400","11.92969","0.00090"
"143.16000","11.93022","0.00099"
"143.16600","11.93070","0.00108"
"143.17200","11.93124","0.00117"
"143.17800","11.93172","0.00121"
"143.18400","11.93220","0.00127"
"143.19000","11.93267","0.00124"
"143.19600","11.93321","0.00118"
"143.20200","11.93369","0.00108"
"143.20800","11.93423","0.00098"
"143.21400","11.93471","0.00088"
"143.22000","11.93519","0.00086"
"143.22600","11.93572","0.00089"
"143.23200","11.93620","0.00092"
"143.23800","11.93668","0.00091"
"143.24400","11.93716","0.00096"
"143.25000","11.93770","0.00105"
"143.25600","11.93818","0.00102"
"143.26200","11.93865","0.00096"
"143.26800","11.93913","0.00099"
"143.27400","11.93967","0.00103"
"143.28000","11.94015","0.00094"
"143.28600","11.94063","0.00089"
"143.29200","11.94117","0.00083"
"143.29800","11.94164","0.00073"
"143.30400","11.94212","0.00062"
"143.31000","11.94266","0.00057"
"143.31600","11.94314","0.00061"
"143.32200","11.94368","0.00071"
"143.32800","11.94421","0.00076"
"143.33400","11.94469","0.00086"
"143.34000","11.94523","0.00094"
"143.34600","11.94571","0.00095"
"143.35200","11.94625","0.00102"
"143.35800","11.94673","0.00115"
"143.36400","11.94720","0.00126"
"143.37000","11.94774","0.00130"
"143.37600","11.94822","0.00119"
"143.38200","11.94870","0.00104"
"143.38800","11.94918","0.00089"
"143.39400","11.94972","0.00075"
"143.40000","11.95019","0.00064"
"143.40600","11.95073","0.00059"
"143.41200","11.95121","0.00074"
"143.41800","11.95175","0.00089"
"143.42400","11.95223","0.00102"
"143.43000","11.95271","0.00120"
"143.43600","11.95324","0.00131"
"143.44200","11.95372","0.00123"
"143.44800","11.95426","0.00115"
"143.45400","11.95474","0.00107"
"143.46000","11.95522","0.00101"
"143.46600","11.95576","0.00092"
"143.47200","11.95623","0.00078"
"143.47800","11.95677","0.00073"
"143.48400","11.95725","0.00070"
"143.49000","11.95779","0.00061"
"143.49600","11.95827","0.00056"
"143.50200","11.95874","0.00054"
"143.50800","11.95928","0.00058"
"143.51400","11.95976","0.00060"
"143.52000","11.96024","0.00062"
"143.52600","11.96072","0.00066"
"143.53200","11.96126","0.00069"
"143.53800","11.96173","0.00060"
"143.54400","11.96221","0.00053"
"143.55000","11.96269","0.00053"
"143.55600","11.96323","0.00060"
"143.56200","11.96371","0.00066"
"143.56800","11.96424","0.00074"
"143.57400","11.96472","0.00082"
"143.58000","11.96520","0.00092"
"143.58600","11.96574","0.00100"
"143.59200","11.96622","0.00103"
"143.59800","11.96675","0.00099"
"143.60400","11.96723","0.00084"
"143.61000","11.96771","0.00077"
"143.61600","11.96825","0.00071"
"143.62200","11.96873","0.00072"
"143.62800","11.96927","0.00072"
"143.63400","11.96974","0.00070"
"143.64000","11.97022","0.00065"
"143.64600","11.97076","0.00060"
"143.65200","11.97124","0.00062"
"143.65800","11.97178","0.00071"
"143.66400","11.97226","0.00079"
"143.67000","11.97273","0.00091"
"143.67600","11.97321","0.00105"
"143.68200","11.97369","0.00125"
"143.68800","11.97423","0.00128"
"143.69400","11.97471","0.00129"
"143.70000","11.97519","0.00123"
"143.70600","11.97572","0.00112"
"143.71200","11.97620","0.00106"
"143.71800","11.97668","0.00103"
"143.72400","11.97722","0.00094"
"143.73000","11.97770","0.00087"
"143.73600","11.97818","0.00083"
"143.74200","11.97871","0.00076"
"143.74800","11.97919","0.00060"
"143.75400","11.97967","0.00040"
"143.76000","11.98021","0.00030"
"143.76600","11.98069","0.00036"
"143.77200","11.98116","0.00047"
"143.77800","11.98170","0.00043"
"143.78400","11.98218","0.00028"
"143.79000","11.98266","0.00017"
"143.79600","11.98320","0.00016"
"143.80200","11.98368","0.00020"
"143.80800","11.98415","0.00029"
"143.81400","11.98469","0.00041"
"143.82000","11.98517","0.00041"
"143.82600","11.98565","0.00038"
"143.83200","11.98619","0.00039"
"143.83800","11.98667","0.00034"
"143.84400","11.98714","0.00042"
"143.85000","11.98768","0.00058"
"143.85600","11.98816","0.00074"
"143.86200","11.98870","0.00073"
"143.86800","11.98918","0.00063"
"143.87400","11.98965","0.00052"
"143.88000","11.99019","0.00039"
"143.88600","11.99067","0.00035"
"143.89200","11.99115","0.00040"
"143.89800","11.99169","0.00049"
"143.90400","11.99217","0.00051"
"143.91000","11.99270","0.00046"
"143.91600","11.99318","0.00044"
"143.92200","11.99372","0.00036"
"143.92800","11.99420","0.00034"
"143.93400","11.99468","0.00043"
"143.94000","11.99522","0.00050"
"143.94600","11.99569","0.00050"
"143.95200","11.99617","0.00042"
"143.95800","11.99671","0.00042"
"143.96400","11.99719","0.00061"
"143.97000","11.99767","0.00091"
"143.97600","11.99821","0.00107"
"143.98200","11.99868","0.00106"
"143.98800","11.99916","0.00094"
"143.99400","11.99970","0.00084"
"144.00000","12.00018","0.00080"
"144.00600","12.00072","0.00082"
"144.01200","12.00119","0.00098"
"144.01800","12.00167","0.00120"
"144.02400","12.00221","0.00134"
"144.03000","12.00269","0.00130"
"144.03600","12.00317","0.00109"
"144.04200","12.00371","0.00093"
"144.04800","12.00418","0.00092"
"144.05400","12.00472","0.00097"
"144.06000","12.00520","0.00102"
"144.06600","12.00568","0.00099"
"144.07200","12.00622","0.00091"
"144.07800","12.00669","0.00079"
"144.08400","12.00723","0.00071"
"144.09000","12.00771","0.00067"
"144.09600","12.00819","0.00070"
"144.10200","12.00873","0.00063"
"144.10800","12.00920","0.00050"
"144.11400","12.00968","0.00039"
"144.12000","12.01022","0.00039"
"144.12600","12.01070","0.00059"
"144.13200","12.01118","0.00088"
"144.13800","12.01172","0.00112"
"144.14400","12.01219","0.00127"
"144.15000","12.01267","0.00123"
"144.15600","12.01315","0.00102"
"144.16200","12.01369","0.00085"
"144.16800","12.01417","0.00078"
"144.17400","12.01465","0.00075"
"144.18000","12.01518","0.00075"
"144.18600","12.01566","0.00073"
"144.19200","12.01620","0.00064"
"144.19800","12.01668","0.00053"
"144.20400","12.01722","0.00043"
"144.21000","12.01770","0.00045"
"144.21600","12.01817","0.00057"
"144.22200","12.01871","0.00068"
"144.22800","12.01919","0.00073"
"144.23400","12.01973","0.00071"
"144.24000","12.02021","0.00063"
"144.24600","12.02069","0.00052"
"144.25200","12.02116","0.00044"
"144.25800","12.02170","0.00041"
"144.26400","12.02218","0.00036"
"144.27000","12.02272","0.00035"
"144.27600","12.02320","0.00038"
"144.28200","12.02367","0.00037"
"144.28800","12.02415","0.00036"
"144.29400","12.02469","0.00033"
"144.30000","12.02517","0.00026"
"144.30600","12.02565","0.00025"
"144.31200","12.02619","0.00027"
"144.31800","12.02666","0.00019"
"144.32400","12.02714","0.00008"
"144.33000","12.02768","0.00003"
"144.33600","12.02816","0.00004"
"144.34200","12.02864","0.00007"
"144.34800","12.02918","0.00003"
"144.35400","12.02965","-0.00006"
"144.36000","12.03019","-0.00010"
"144.36600","12.03067","-0.00001"
"144.37200","12.03115","0.00012"
"144.37800","12.03169","0.00023"
"144.38400","12.03217","0.00031"
"144.39000","12.03264","0.00035"
"144.39600","12.03318","0.00035"
"144.40200","12.03366","0.00033"
"144.40800","12.03414","0.00036"
"144.41400","12.03468","0.00031"
"144.42000","12.03515","0.00027"
"144.42600","12.03563","0.00028"
"144.43200","12.03617","0.00029"
"144.43800","12.03665","0.00020"
"144.44400","12.03719","0.00019"
"144.45000","12.03767","0.00023"
"144.45600","12.03821","0.00027"
"144.46200","12.03868","0.00036"
"144.46800","12.03916","0.00038"
"144.47400","12.03970","0.00030"
"144.48000","12.04018","0.00029"
"144.48600","12.04072","0.00024"
"144.49200","12.04119","0.00012"
"144.49800","12.04167","0.00011"
"144.50400","12.04221","0.00015"
"144.51000","12.04269","0.00020"
"144.51600","12.04323","0.00020"
"144.52200","12.04370","0.00024"
"144.52800","12.04418","0.00035"
"144.53400","12.04466","0.00046"
"144.54000","12.04520","0.00060"
"144.54600","12.04568","0.00070"
"144.55200","12.04616","0.00069"
"144.55800","12.04663","0.00061"
"144.56400","12.04717","0.00056"
"144.57000","12.04765","0.00057"
"144.57600","12.04813","0.00057"
"144.58200","12.04867","0.00057"
"144.58800","12.04914","0.00060"
"144.59400","12.04962","0.00058"
"144.60000","12.05016","0.00051"
"144.60600","12.05064","0.00047"
"144.61200","12.05118","0.00051"
"144.61800","12.05166","0.00068"
"144.62400","12.05219","0.00085"
"144.63000","12.05273","0.00097"
"144.63600","12.05321","0.00097"
"144.64200","12.05375","0.00089"
"144.64800","12.05423","0.00087"
"144.65400","12.05470","0.00101"
"144.66000","12.05524","0.00111"
"144.66600","12.05572","0.00113"
"144.67200","12.05620","0.00100"
"144.67800","12.05674","0.00091"
"144.68400","12.05722","0.00087"
"144.69000","12.05769","0.00081"
"144.69600","12.05817","0.00082"
"144.70200","12.05871","0.00091"
"144.70800","12.05919","0.00105"
"144.71400","12.05967","0.00109"
"144.72000","12.06021","0.00100"
"144.72600","12.06068","0.00101"
"144.73200","12.06116","0.00109"
"144.73800","12.06170","0.00110"
"144.74400","12.06218","0.00110"
"144.75000","12.06266","0.00108"
"144.75600","12.06320","0.00102"
"144.76200","12.06367","0.00085"
"144.76800","12.06421","0.00063"
"144.77400","12.06469","0.00050"
"144.78000","12.06523","0.00045"
"144.78600","12.06571","0.00036"
"144.79200","12.06618","0.00030"
"144.79800","12.06672","0.00030"
"144.80400","12.06720","0.00029"
"144.81000","12.06768","0.00026"
"144.81600","12.06816","0.00029"
"144.82200","12.06864","0.00035"
"144.82800","12.06917","0.00040"
"144.83400","12.06965","0.00049"
"144.84000","12.07013","0.00051"
"144.84600","12.07067","0.00044"
"144.85200","12.07115","0.00043"
"144.85800","12.07163","0.00046"
"144.86400","12.07211","0.00057"
"144.87000","12.07264","0.00060"
"144.87600","12.07312","0.00056"
"144.88200","12.07360","0.00053"
"144.88800","12.07414","0.00049"
"144.89400","12.07462","0.00046"
"144.90000","12.07515","0.00044"
"144.90600","12.07563","0.00041"
"144.91200","12.07617","0.00037"
"144.91800","12.07671","0.00034"
"144.92400","12.07719","0.00030"
"144.93000","12.07773","0.00027"
"144.93600","12.07820","0.00033"
"144.94200","12.07868","0.00042"
"144.94800","12.07922","0.00051"
"144.95400","12.07970","0.00051"
"144.96000","12.08018","0.00040"
"144.96600","12.08072","0.00044"
"144.97200","12.08119","0.00055"
"144.97800","12.08167","0.00062"
"144.98400","12.08215","0.00070"
"144.99000","12.08269","0.00070"
"144.99600","12.08317","0.00063"
"145.00200","12.08370","0.00057"
"145.00800","12.08418","0.00054"
"145.01400","12.08466","0.00043"
"145.02000","12.08520","0.00037"
"145.02600","12.08568","0.00044"
"145.03200","12.08622","0.00055"
"145.03800","12.08669","0.00057"
"145.04400","12.08723","0.00048"
"145.05000","12.08771","0.00043"
"145.05600","12.08825","0.00048"
"145.06200","12.08873","0.00055"
"145.06800","12.08926","0.00059"
"145.07400","12.08974","0.00055"
"145.08000","12.09022","0.00049"
"145.08600","12.09076","0.00047"
"145.09200","12.09124","0.00051"
"145.09800","12.09171","0.00058"
"145.10400","12.09219","0.00058"
"145.11000","12.09273","0.00053"
"145.11600","12.09321","0.00047"
"145.12200","12.09369","0.00039"
"145.12800","12.09417","0.00035"
"145.13400","12.09470","0.00034"
"145.14000","12.09518","0.00040"
"145.14600","12.09566","0.00059"
"145.15200","12.09620","0.00086"
"145.15800","12.09668","0.00096"
"145.16400","12.09716","0.00100"
"145.17000","12.09769","0.00091"
"145.17600","12.09817","0.00082"
"145.18200","12.09871","0.00085"
"145.18800","12.09919","0.00095"
"145.19400","12.09973","0.00090"
"145.20000","12.10027","0.00077"
"145.20600","12.10074","0.00079"
"145.21200","12.10122","0.00089"
"145.21800","12.10176","0.00104"
"145.22400","12.10224","0.00111"
"145.23000","12.10272","0.00110"
"145.23600","12.10319","0.00095"
"145.24200","12.10373","0.00075"
"145.24800","12.10421","0.00060"
"145.25400","12.10469","0.00049"
"145.26000","12.10517","0.00043"
"145.26600","12.10571","0.00053"
"145.27200","12.10618","0.00060"
"145.27800","12.10666","0.00060"
"145.28400","12.10714","0.00069"
"145.29000","12.10762","0.00083"
"145.29600","12.10816","0.00097"
"145.30200","12.10864","0.00095"
"145.30800","12.10917","0.00086"
"145.31400","12.10965","0.00075"
"145.32000","12.11019","0.00071"
"145.32600","12.11067","0.00071"
"145.33200","12.11121","0.00070"
"145.33800","12.11169","0.00069"
"145.34400","12.11222","0.00074"
"145.35000","12.11270","0.00080"
"145.35600","12.11318","0.00079"
"145.36200","12.11366","0.00072"
"145.36800","12.11420","0.00071"
"145.37400","12.11467","0.00065"
"145.38000","12.11515","0.00059"
