End date,"1/21/2017"
Specimen label,"14DT_NoLabel"
Maximum Load,"0.00887",N

Time,Extension,Load
(s),(mm),(N)
"20.07000","1.67267","-0.00020"
"20.07600","1.67321","-0.00009"
"20.08200","1.67369","-0.00004"
"20.08800","1.67423","-0.00006"
"20.09400","1.67470","-0.00013"
"20.10000","1.67518","-0.00026"
"20.10600","1.67572","-0.00034"
"20.11200","1.67620","-0.00037"
"20.11800","1.67668","-0.00040"
"20.12400","1.67716","-0.00043"
"20.13000","1.67769","-0.00059"
"20.13600","1.67817","-0.00065"
"20.14200","1.67865","-0.00068"
"20.14800","1.67919","-0.00073"
"20.15400","1.67967","-0.00064"
"20.16000","1.68015","-0.00050"
"20.16600","1.68068","-0.00046"
"20.17200","1.68116","-0.00043"
"20.17800","1.68164","-0.00035"
"20.18400","1.68218","-0.00033"
"20.19000","1.68266","-0.00027"
"20.19600","1.68319","-0.00016"
"20.20200","1.68367","-0.00001"
"20.20800","1.68421","0.00008"
"20.21400","1.68475","0.00008"
"20.22000","1.68523","0.00004"
"20.22600","1.68577","-0.00002"
"20.23200","1.68630","-0.00002"
"20.23800","1.68678","0.00006"
"20.24400","1.68726","0.00014"
"20.25000","1.68780","0.00016"
"20.25600","1.68828","0.00018"
"20.26200","1.68876","0.00020"
"20.26800","1.68923","0.00024"
"20.27400","1.68971","0.00028"
"20.28000","1.69019","0.00022"
"20.28600","1.69073","0.00014"
"20.29200","1.69121","0.00004"
"20.29800","1.69169","0.00004"
"20.30400","1.69222","0.00008"
"20.31000","1.69270","0.00018"
"20.31600","1.69318","0.00021"
"20.32200","1.69372","0.00025"
"20.32800","1.69420","0.00031"
"20.33400","1.69473","0.00037"
"20.34000","1.69521","0.00035"
"20.34600","1.69575","0.00016"
"20.35200","1.69623","-0.00013"
"20.35800","1.69671","-0.00033"
"20.36400","1.69725","-0.00040"
"20.37000","1.69772","-0.00041"
"20.37600","1.69826","-0.00038"
"20.38200","1.69874","-0.00032"
"20.38800","1.69922","-0.00025"
"20.39400","1.69970","-0.00020"
"20.40000","1.70024","-0.00015"
"20.40600","1.70071","-0.00012"
"20.41200","1.70119","-0.00007"
"20.41800","1.70167","-0.00002"
"20.42400","1.70215","0.00000"
"20.43000","1.70269","0.00004"
"20.43600","1.70316","0.00002"
"20.44200","1.70364","-0.00007"
"20.44800","1.70418","-0.00010"
"20.45400","1.70466","-0.00005"
"20.46000","1.70514","-0.00010"
"20.46600","1.70568","-0.00023"
"20.47200","1.70615","-0.00022"
"20.47800","1.70663","-0.00019"
"20.48400","1.70717","-0.00022"
"20.49000","1.70765","-0.00030"
"20.49600","1.70819","-0.00029"
"20.50200","1.70867","-0.00027"
"20.50800","1.70920","-0.00028"
"20.51400","1.70968","-0.00030"
"20.52000","1.71022","-0.00020"
"20.52600","1.71070","-0.00003"
"20.53200","1.71124","0.00010"
"20.53800","1.71171","0.00018"
"20.54400","1.71219","0.00024"
"20.55000","1.71267","0.00027"
"20.55600","1.71315","0.00020"
"20.56200","1.71363","0.00015"
"20.56800","1.71417","0.00013"
"20.57400","1.71464","0.00009"
"20.58000","1.71512","0.00000"
"20.58600","1.71566","-0.00008"
"20.59200","1.71614","-0.00020"
"20.59800","1.71662","-0.00031"
"20.60400","1.71710","-0.00035"
"20.61000","1.71763","-0.00029"
"20.61600","1.71811","-0.00032"
"20.62200","1.71865","-0.00042"
"20.62800","1.71913","-0.00051"
"20.63400","1.71967","-0.00055"
"20.64000","1.72014","-0.00054"
"20.64600","1.72068","-0.00046"
"20.65200","1.72122","-0.00032"
"20.65800","1.72170","-0.00024"
"20.66400","1.72224","-0.00020"
"20.67000","1.72272","-0.00018"
"20.67600","1.72319","-0.00018"
"20.68200","1.72367","-0.00028"
"20.68800","1.72415","-0.00039"
"20.69400","1.72469","-0.00044"
"20.70000","1.72517","-0.00047"
"20.70600","1.72565","-0.00051"
"20.71200","1.72618","-0.00039"
"20.71800","1.72666","-0.00028"
"20.72400","1.72714","-0.00030"
"20.73000","1.72768","-0.00034"
"20.73600","1.72816","-0.00027"
"20.74200","1.72869","-0.00025"
"20.74800","1.72917","-0.00027"
"20.75400","1.72965","-0.00041"
"20.76000","1.73019","-0.00052"
"20.76600","1.73067","-0.00042"
"20.77200","1.73121","-0.00022"
"20.77800","1.73168","-0.00007"
"20.78400","1.73222","0.00007"
"20.79000","1.73270","0.00016"
"20.79600","1.73324","0.00017"
"20.80200","1.73372","0.00015"
"20.80800","1.73426","0.00008"
"20.81400","1.73473","-0.00004"
"20.82000","1.73521","-0.00027"
"20.82600","1.73569","-0.00044"
"20.83200","1.73623","-0.00056"
"20.83800","1.73671","-0.00051"
"20.84400","1.73718","-0.00035"
"20.85000","1.73766","-0.00029"
"20.85600","1.73820","-0.00032"
"20.86200","1.73868","-0.00026"
"20.86800","1.73922","-0.00020"
"20.87400","1.73970","-0.00010"
"20.88000","1.74023","0.00000"
"20.88600","1.74071","0.00006"
"20.89200","1.74125","0.00010"
"20.89800","1.74173","0.00009"
"20.90400","1.74221","0.00014"
"20.91000","1.74275","0.00020"
"20.91600","1.74322","0.00024"
"20.92200","1.74376","0.00029"
"20.92800","1.74424","0.00040"
"20.93400","1.74472","0.00045"
"20.94000","1.74526","0.00042"
"20.94600","1.74573","0.00038"
"20.95200","1.74627","0.00033"
"20.95800","1.74675","0.00024"
"20.96400","1.74723","0.00012"
"20.97000","1.74771","0.00006"
"20.97600","1.74825","0.00003"
"20.98200","1.74872","-0.00003"
"20.98800","1.74920","-0.00009"
"20.99400","1.74968","-0.00025"
"21.00000","1.75022","-0.00034"
"21.00600","1.75070","-0.00035"
"21.01200","1.75118","-0.00037"
"21.01800","1.75171","-0.00031"
"21.02400","1.75219","-0.00030"
"21.03000","1.75267","-0.00029"
"21.03600","1.75321","-0.00024"
"21.04200","1.75369","-0.00028"
"21.04800","1.75417","-0.00031"
"21.05400","1.75470","-0.00026"
"21.06000","1.75518","-0.00019"
"21.06600","1.75566","-0.00013"
"21.07200","1.75620","-0.00005"
"21.07800","1.75668","0.00005"
"21.08400","1.75715","0.00002"
"21.09000","1.75769","-0.00003"
"21.09600","1.75817","-0.00007"
"21.10200","1.75865","-0.00011"
"21.10800","1.75919","-0.00021"
"21.11400","1.75967","-0.00032"
"21.12000","1.76014","-0.00037"
"21.12600","1.76062","-0.00045"
"21.13200","1.76116","-0.00054"
"21.13800","1.76164","-0.00054"
"21.14400","1.76212","-0.00056"
"21.15000","1.76266","-0.00053"
"21.15600","1.76313","-0.00051"
"21.16200","1.76367","-0.00048"
"21.16800","1.76415","-0.00037"
"21.17400","1.76463","-0.00028"
"21.18000","1.76517","-0.00021"
"21.18600","1.76564","-0.00003"
"21.19200","1.76618","0.00008"
"21.19800","1.76666","0.00017"
"21.20400","1.76714","0.00013"
"21.21000","1.76768","0.00000"
"21.21600","1.76816","-0.00013"
"21.22200","1.76869","-0.00018"
"21.22800","1.76917","-0.00020"
"21.23400","1.76971","-0.00019"
"21.24000","1.77019","-0.00024"
"21.24600","1.77067","-0.00030"
"21.25200","1.77121","-0.00033"
"21.25800","1.77168","-0.00035"
"21.26400","1.77216","-0.00026"
"21.27000","1.77270","-0.00025"
"21.27600","1.77318","-0.00023"
"21.28200","1.77366","-0.00022"
"21.28800","1.77419","-0.00025"
"21.29400","1.77467","-0.00025"
"21.30000","1.77521","-0.00012"
"21.30600","1.77569","0.00000"
"21.31200","1.77617","0.00007"
"21.31800","1.77671","0.00012"
"21.32400","1.77718","0.00020"
"21.33000","1.77766","0.00015"
"21.33600","1.77820","0.00003"
"21.34200","1.77868","-0.00003"
"21.34800","1.77922","-0.00005"
"21.35400","1.77970","-0.00002"
"21.36000","1.78017","0.00003"
"21.36600","1.78071","0.00013"
"21.37200","1.78119","0.00021"
"21.37800","1.78173","0.00026"
"21.38400","1.78221","0.00033"
"21.39000","1.78268","0.00032"
"21.39600","1.78316","0.00026"
"21.40200","1.78370","0.00025"
"21.40800","1.78418","0.00017"
"21.41400","1.78466","0.00011"
"21.42000","1.78520","0.00010"
"21.42600","1.78567","0.00013"
"21.43200","1.78621","0.00013"
"21.43800","1.78669","0.00006"
"21.44400","1.78717","-0.00003"
"21.45000","1.78771","-0.00010"
"21.45600","1.78819","-0.00020"
"21.46200","1.78866","-0.00029"
"21.46800","1.78920","-0.00030"
"21.47400","1.78968","-0.00021"
"21.48000","1.79016","-0.00004"
"21.48600","1.79070","0.00003"
"21.49200","1.79117","0.00004"
"21.49800","1.79165","-0.00005"
"21.50400","1.79219","-0.00010"
"21.51000","1.79267","-0.00013"
"21.51600","1.79321","-0.00013"
"21.52200","1.79369","-0.00011"
"21.52800","1.79422","-0.00001"
"21.53400","1.79470","0.00003"
"21.54000","1.79518","0.00007"
"21.54600","1.79566","0.00009"
"21.55200","1.79614","0.00012"
"21.55800","1.79668","0.00017"
"21.56400","1.79715","0.00013"
"21.57000","1.79763","0.00003"
"21.57600","1.79817","-0.00013"
"21.58200","1.79865","-0.00023"
"21.58800","1.79913","-0.00031"
"21.59400","1.79961","-0.00031"
"21.60000","1.80014","-0.00021"
"21.60600","1.80062","-0.00003"
"21.61200","1.80110","0.00014"
"21.61800","1.80164","0.00024"
"21.62400","1.80212","0.00023"
"21.63000","1.80265","0.00015"
"21.63600","1.80313","0.00015"
"21.64200","1.80361","0.00018"
"21.64800","1.80415","0.00022"
"21.65400","1.80463","0.00027"
"21.66000","1.80517","0.00039"
"21.66600","1.80564","0.00037"
"21.67200","1.80618","0.00027"
"21.67800","1.80666","0.00019"
"21.68400","1.80714","0.00012"
"21.69000","1.80768","0.00002"
"21.69600","1.80816","-0.00007"
"21.70200","1.80863","-0.00011"
"21.70800","1.80917","-0.00023"
"21.71400","1.80965","-0.00032"
"21.72000","1.81013","-0.00030"
"21.72600","1.81067","-0.00031"
"21.73200","1.81114","-0.00025"
"21.73800","1.81162","-0.00028"
"21.74400","1.81216","-0.00025"
"21.75000","1.81264","-0.00010"
"21.75600","1.81318","0.00002"
"21.76200","1.81366","0.00018"
"21.76800","1.81413","0.00033"
"21.77400","1.81467","0.00037"
"21.78000","1.81515","0.00029"
"21.78600","1.81569","0.00020"
"21.79200","1.81623","0.00008"
"21.79800","1.81671","-0.00001"
"21.80400","1.81724","-0.00006"
"21.81000","1.81772","-0.00003"
"21.81600","1.81820","-0.00012"
"21.82200","1.81874","-0.00032"
"21.82800","1.81922","-0.00049"
"21.83400","1.81969","-0.00052"
"21.84000","1.82023","-0.00048"
"21.84600","1.82071","-0.00034"
"21.85200","1.82119","-0.00017"
"21.85800","1.82173","-0.00008"
"21.86400","1.82221","-0.00009"
"21.87000","1.82268","-0.00017"
"21.87600","1.82316","-0.00024"
"21.88200","1.82370","-0.00026"
"21.88800","1.82418","-0.00014"
"21.89400","1.82466","-0.00004"
"21.90000","1.82514","-0.00008"
"21.90600","1.82567","-0.00013"
"21.91200","1.82615","-0.00017"
"21.91800","1.82669","-0.00021"
"21.92400","1.82717","-0.00023"
"21.93000","1.82771","-0.00016"
"21.93600","1.82824","-0.00006"
"21.94200","1.82872","-0.00004"
"21.94800","1.82926","-0.00013"
"21.95400","1.82974","-0.00030"
"21.96000","1.83022","-0.00040"
"21.96600","1.83076","-0.00035"
"21.97200","1.83123","-0.00027"
"21.97800","1.83171","-0.00021"
"21.98400","1.83225","-0.00026"
"21.99000","1.83273","-0.00045"
"21.99600","1.83321","-0.00054"
"22.00200","1.83375","-0.00054"
"22.00800","1.83422","-0.00048"
"22.01400","1.83470","-0.00035"
"22.02000","1.83524","-0.00018"
"22.02600","1.83572","0.00001"
"22.03200","1.83620","0.00008"
"22.03800","1.83667","0.00004"
"22.04400","1.83721","-0.00003"
"22.05000","1.83769","-0.00007"
"22.05600","1.83817","-0.00006"
"22.06200","1.83871","-0.00005"
"22.06800","1.83919","-0.00004"
"22.07400","1.83972","-0.00015"
"22.08000","1.84020","-0.00023"
"22.08600","1.84074","-0.00033"
"22.09200","1.84122","-0.00040"
"22.09800","1.84170","-0.00041"
"22.10400","1.84224","-0.00038"
"22.11000","1.84271","-0.00038"
"22.11600","1.84319","-0.00045"
"22.12200","1.84373","-0.00049"
"22.12800","1.84421","-0.00040"
"22.13400","1.84469","-0.00030"
"22.14000","1.84522","-0.00022"
"22.14600","1.84570","-0.00017"
"22.15200","1.84618","-0.00013"
"22.15800","1.84672","-0.00004"
"22.16400","1.84720","0.00006"
"22.17000","1.84768","0.00010"
"22.17600","1.84821","0.00013"
"22.18200","1.84869","0.00011"
"22.18800","1.84917","0.00008"
"22.19400","1.84965","-0.00005"
"22.20000","1.85013","-0.00026"
"22.20600","1.85067","-0.00041"
"22.21200","1.85114","-0.00042"
"22.21800","1.85168","-0.00041"
"22.22400","1.85216","-0.00033"
"22.23000","1.85264","-0.00023"
"22.23600","1.85318","-0.00024"
"22.24200","1.85365","-0.00021"
"22.24800","1.85413","-0.00022"
"22.25400","1.85467","-0.00015"
"22.26000","1.85515","-0.00010"
"22.26600","1.85569","-0.00008"
"22.27200","1.85617","-0.00019"
"22.27800","1.85664","-0.00024"
"22.28400","1.85718","-0.00023"
"22.29000","1.85766","-0.00036"
"22.29600","1.85820","-0.00040"
"22.30200","1.85868","-0.00044"
"22.30800","1.85916","-0.00044"
"22.31400","1.85969","-0.00043"
"22.32000","1.86017","-0.00042"
"22.32600","1.86065","-0.00029"
"22.33200","1.86119","-0.00013"
"22.33800","1.86167","-0.00002"
"22.34400","1.86220","-0.00007"
"22.35000","1.86268","-0.00015"
"22.35600","1.86316","-0.00013"
"22.36200","1.86370","-0.00014"
"22.36800","1.86418","-0.00005"
"22.37400","1.86472","0.00000"
"22.38000","1.86519","0.00004"
"22.38600","1.86573","-0.00005"
"22.39200","1.86621","-0.00019"
"22.39800","1.86669","-0.00037"
"22.40400","1.86723","-0.00049"
"22.41000","1.86771","-0.00050"
"22.41600","1.86818","-0.00052"
"22.42200","1.86872","-0.00057"
"22.42800","1.86920","-0.00054"
"22.43400","1.86968","-0.00052"
"22.44000","1.87022","-0.00056"
"22.44600","1.87069","-0.00053"
"22.45200","1.87117","-0.00043"
"22.45800","1.87171","-0.00035"
"22.46400","1.87219","-0.00028"
"22.47000","1.87273","-0.00027"
"22.47600","1.87321","-0.00030"
"22.48200","1.87368","-0.00034"
"22.48800","1.87422","-0.00043"
"22.49400","1.87470","-0.00041"
"22.50000","1.87524","-0.00031"
"22.50600","1.87572","-0.00022"
"22.51200","1.87626","-0.00017"
"22.51800","1.87673","-0.00018"
"22.52400","1.87721","-0.00022"
"22.53000","1.87775","-0.00025"
"22.53600","1.87823","-0.00023"
"22.54200","1.87871","-0.00020"
"22.54800","1.87924","-0.00026"
"22.55400","1.87972","-0.00040"
"22.56000","1.88020","-0.00042"
"22.56600","1.88074","-0.00038"
"22.57200","1.88122","-0.00032"
"22.57800","1.88176","-0.00031"
"22.58400","1.88223","-0.00024"
"22.59000","1.88271","-0.00024"
"22.59600","1.88325","-0.00030"
"22.60200","1.88373","-0.00041"
"22.60800","1.88421","-0.00052"
"22.61400","1.88469","-0.00053"
"22.62000","1.88522","-0.00041"
"22.62600","1.88570","-0.00033"
"22.63200","1.88618","-0.00031"
"22.63800","1.88666","-0.00039"
"22.64400","1.88720","-0.00049"
"22.65000","1.88768","-0.00053"
"22.65600","1.88815","-0.00044"
"22.66200","1.88869","-0.00033"
"22.66800","1.88917","-0.00022"
"22.67400","1.88965","-0.00018"
"22.68000","1.89019","-0.00018"
"22.68600","1.89066","-0.00021"
"22.69200","1.89114","-0.00021"
"22.69800","1.89168","-0.00019"
"22.70400","1.89216","-0.00020"
"22.71000","1.89270","-0.00017"
"22.71600","1.89318","-0.00016"
"22.72200","1.89371","-0.00019"
"22.72800","1.89419","-0.00019"
"22.73400","1.89467","-0.00014"
"22.74000","1.89515","-0.00014"
"22.74600","1.89569","-0.00022"
"22.75200","1.89617","-0.00017"
"22.75800","1.89664","-0.00016"
"22.76400","1.89712","-0.00016"
"22.77000","1.89766","-0.00015"
"22.77600","1.89814","-0.00006"
"22.78200","1.89862","-0.00005"
"22.78800","1.89915","-0.00002"
"22.79400","1.89963","0.00004"
"22.80000","1.90017","0.00004"
"22.80600","1.90065","0.00000"
"22.81200","1.90119","-0.00002"
"22.81800","1.90167","-0.00005"
"22.82400","1.90220","-0.00007"
"22.83000","1.90268","-0.00009"
"22.83600","1.90316","-0.00015"
"22.84200","1.90370","-0.00015"
"22.84800","1.90418","-0.00020"
"22.85400","1.90466","-0.00035"
"22.86000","1.90519","-0.00048"
"22.86600","1.90567","-0.00058"
"22.87200","1.90621","-0.00068"
"22.87800","1.90669","-0.00069"
"22.88400","1.90723","-0.00055"
"22.89000","1.90770","-0.00051"
"22.89600","1.90818","-0.00052"
"22.90200","1.90872","-0.00056"
"22.90800","1.90920","-0.00062"
"22.91400","1.90968","-0.00067"
"22.92000","1.91022","-0.00061"
"22.92600","1.91069","-0.00046"
"22.93200","1.91123","-0.00028"
"22.93800","1.91171","-0.00017"
"22.94400","1.91225","-0.00008"
"22.95000","1.91273","-0.00003"
"22.95600","1.91321","0.00001"
"22.96200","1.91374","0.00004"
"22.96800","1.91422","0.00008"
"22.97400","1.91470","0.00009"
"22.98000","1.91518","-0.00002"
"22.98600","1.91572","-0.00009"
"22.99200","1.91619","-0.00013"
"22.99800","1.91667","-0.00009"
"23.00400","1.91721","-0.00003"
"23.01000","1.91769","0.00005"
"23.01600","1.91823","0.00010"
"23.02200","1.91871","0.00010"
"23.02800","1.91924","0.00010"
"23.03400","1.91972","0.00003"
"23.04000","1.92026","-0.00009"
"23.04600","1.92074","-0.00022"
"23.05200","1.92122","-0.00033"
"23.05800","1.92170","-0.00031"
"23.06400","1.92223","-0.00036"
"23.07000","1.92271","-0.00040"
"23.07600","1.92319","-0.00033"
"23.08200","1.92373","-0.00020"
"23.08800","1.92421","-0.00015"
"23.09400","1.92469","-0.00015"
"23.10000","1.92522","-0.00009"
"23.10600","1.92570","-0.00012"
"23.11200","1.92618","-0.00011"
"23.11800","1.92672","-0.00001"
"23.12400","1.92720","0.00004"
"23.13000","1.92767","-0.00003"
"23.13600","1.92821","-0.00013"
"23.14200","1.92869","-0.00025"
"23.14800","1.92917","-0.00033"
"23.15400","1.92971","-0.00033"
"23.16000","1.93019","-0.00028"
"23.16600","1.93066","-0.00025"
"23.17200","1.93114","-0.00019"
"23.17800","1.93168","-0.00018"
"23.18400","1.93216","-0.00024"
"23.19000","1.93270","-0.00026"
"23.19600","1.93318","-0.00029"
"23.20200","1.93371","-0.00031"
"23.20800","1.93419","-0.00033"
"23.21400","1.93473","-0.00030"
"23.22000","1.93521","-0.00023"
"23.22600","1.93569","-0.00010"
"23.23200","1.93622","-0.00004"
"23.23800","1.93670","-0.00007"
"23.24400","1.93718","-0.00005"
"23.25000","1.93766","0.00002"
"23.25600","1.93820","0.00009"
"23.26200","1.93868","0.00013"
"23.26800","1.93915","0.00018"
"23.27400","1.93969","0.00011"
"23.28000","1.94017","0.00001"
"23.28600","1.94065","-0.00008"
"23.29200","1.94113","-0.00010"
"23.29800","1.94167","-0.00005"
"23.30400","1.94214","0.00001"
"23.31000","1.94262","0.00007"
"23.31600","1.94310","0.00013"
"23.32200","1.94364","0.00007"
"23.32800","1.94412","0.00002"
"23.33400","1.94465","-0.00007"
"23.34000","1.94513","-0.00016"
"23.34600","1.94567","-0.00019"
"23.35200","1.94615","-0.00017"
"23.35800","1.94669","-0.00002"
"23.36400","1.94723","0.00007"
"23.37000","1.94770","0.00002"
"23.37600","1.94824","-0.00003"
"23.38200","1.94872","-0.00006"
"23.38800","1.94920","-0.00017"
"23.39400","1.94974","-0.00033"
"23.40000","1.95022","-0.00044"
"23.40600","1.95069","-0.00040"
"23.41200","1.95123","-0.00042"
"23.41800","1.95171","-0.00051"
"23.42400","1.95225","-0.00053"
"23.43000","1.95273","-0.00041"
"23.43600","1.95320","-0.00028"
"23.44200","1.95368","-0.00026"
"23.44800","1.95422","-0.00019"
"23.45400","1.95470","-0.00019"
"23.46000","1.95518","-0.00021"
"23.46600","1.95572","-0.00010"
"23.47200","1.95619","-0.00003"
"23.47800","1.95673","0.00003"
"23.48400","1.95721","0.00016"
"23.49000","1.95775","0.00023"
"23.49600","1.95823","0.00022"
"23.50200","1.95876","0.00021"
"23.50800","1.95924","0.00021"
"23.51400","1.95978","0.00015"
"23.52000","1.96026","0.00008"
"23.52600","1.96074","0.00007"
"23.53200","1.96128","0.00010"
"23.53800","1.96175","0.00020"
"23.54400","1.96223","0.00023"
"23.55000","1.96277","0.00018"
"23.55600","1.96325","0.00006"
"23.56200","1.96373","-0.00007"
"23.56800","1.96421","-0.00010"
"23.57400","1.96474","-0.00015"
"23.58000","1.96522","-0.00018"
"23.58600","1.96570","-0.00018"
"23.59200","1.96624","-0.00020"
"23.59800","1.96672","-0.00020"
"23.60400","1.96720","-0.00018"
"23.61000","1.96767","-0.00010"
"23.61600","1.96821","0.00006"
"23.62200","1.96869","0.00015"
"23.62800","1.96917","0.00019"
"23.63400","1.96971","0.00019"
"23.64000","1.97018","0.00012"
"23.64600","1.97072","-0.00001"
"23.65200","1.97120","-0.00007"
"23.65800","1.97174","-0.00013"
"23.66400","1.97222","-0.00021"
"23.67000","1.97276","-0.00035"
"23.67600","1.97323","-0.00040"
"23.68200","1.97371","-0.00041"
"23.68800","1.97425","-0.00044"
"23.69400","1.97473","-0.00036"
"23.70000","1.97521","-0.00027"
"23.70600","1.97569","-0.00021"
"23.71200","1.97616","-0.00012"
"23.71800","1.97670","-0.00008"
"23.72400","1.97718","-0.00005"
"23.73000","1.97766","0.00008"
"23.73600","1.97820","0.00020"
"23.74200","1.97867","0.00021"
"23.74800","1.97915","0.00018"
"23.75400","1.97969","0.00011"
"23.76000","1.98017","0.00006"
"23.76600","1.98065","-0.00001"
"23.77200","1.98119","-0.00014"
"23.77800","1.98166","-0.00032"
"23.78400","1.98220","-0.00046"
"23.79000","1.98274","-0.00056"
"23.79600","1.98322","-0.00062"
"23.80200","1.98370","-0.00058"
"23.80800","1.98424","-0.00045"
"23.81400","1.98471","-0.00036"
"23.82000","1.98519","-0.00033"
"23.82600","1.98573","-0.00027"
"23.83200","1.98621","-0.00023"
"23.83800","1.98669","-0.00020"
"23.84400","1.98716","-0.00020"
"23.85000","1.98764","-0.00014"
"23.85600","1.98818","-0.00008"
"23.86200","1.98866","-0.00004"
"23.86800","1.98914","-0.00004"
"23.87400","1.98968","0.00001"
"23.88000","1.99015","0.00006"
"23.88600","1.99063","0.00007"
"23.89200","1.99117","0.00004"
"23.89800","1.99165","0.00007"
"23.90400","1.99219","0.00010"
"23.91000","1.99267","0.00007"
"23.91600","1.99314","0.00009"
"23.92200","1.99368","0.00000"
"23.92800","1.99416","-0.00013"
"23.93400","1.99470","-0.00020"
"23.94000","1.99524","-0.00026"
"23.94600","1.99571","-0.00026"
"23.95200","1.99625","-0.00023"
"23.95800","1.99673","-0.00017"
"23.96400","1.99721","-0.00012"
"23.97000","1.99775","-0.00008"
"23.97600","1.99823","-0.00002"
"23.98200","1.99870","-0.00004"
"23.98800","1.99924","-0.00009"
"23.99400","1.99972","-0.00006"
"24.00000","2.00020","0.00000"
"24.00600","2.00074","0.00005"
"24.01200","2.00122","0.00016"
"24.01800","2.00169","0.00016"
"24.02400","2.00223","0.00015"
"24.03000","2.00271","0.00013"
"24.03600","2.00319","0.00007"
"24.04200","2.00367","-0.00003"
"24.04800","2.00420","-0.00022"
"24.05400","2.00468","-0.00030"
"24.06000","2.00516","-0.00030"
"24.06600","2.00570","-0.00025"
"24.07200","2.00618","-0.00029"
"24.07800","2.00672","-0.00034"
"24.08400","2.00719","-0.00039"
"24.09000","2.00773","-0.00041"
"24.09600","2.00821","-0.00042"
"24.10200","2.00875","-0.00046"
"24.10800","2.00923","-0.00048"
"24.11400","2.00977","-0.00042"
"24.12000","2.01024","-0.00025"
"24.12600","2.01072","-0.00012"
"24.13200","2.01120","-0.00007"
"24.13800","2.01174","-0.00002"
"24.14400","2.01222","0.00004"
"24.15000","2.01269","0.00016"
"24.15600","2.01317","0.00022"
"24.16200","2.01371","0.00019"
"24.16800","2.01419","0.00011"
"24.17400","2.01467","-0.00001"
"24.18000","2.01521","-0.00012"
"24.18600","2.01568","-0.00018"
"24.19200","2.01616","-0.00010"
"24.19800","2.01664","-0.00007"
"24.20400","2.01718","-0.00013"
"24.21000","2.01766","-0.00014"
"24.21600","2.01820","-0.00015"
"24.22200","2.01867","-0.00019"
"24.22800","2.01921","-0.00016"
"24.23400","2.01969","-0.00013"
"24.24000","2.02023","-0.00010"
"24.24600","2.02071","-0.00008"
"24.25200","2.02125","-0.00010"
"24.25800","2.02172","-0.00010"
"24.26400","2.02220","-0.00006"
"24.27000","2.02268","-0.00001"
"24.27600","2.02322","0.00007"
"24.28200","2.02370","0.00010"
"24.28800","2.02417","0.00004"
"24.29400","2.02465","-0.00007"
"24.30000","2.02519","-0.00017"
"24.30600","2.02567","-0.00022"
"24.31200","2.02615","-0.00019"
"24.31800","2.02669","-0.00009"
"24.32400","2.02716","0.00004"
"24.33000","2.02764","0.00006"
"24.33600","2.02818","0.00001"
"24.34200","2.02866","-0.00005"
"24.34800","2.02914","-0.00007"
"24.35400","2.02968","-0.00003"
"24.36000","2.03015","0.00000"
"24.36600","2.03069","0.00006"
"24.37200","2.03117","0.00005"
"24.37800","2.03171","0.00005"
"24.38400","2.03219","0.00014"
"24.39000","2.03272","0.00014"
"24.39600","2.03320","0.00023"
"24.40200","2.03368","0.00034"
"24.40800","2.03422","0.00046"
"24.41400","2.03470","0.00049"
"24.42000","2.03518","0.00050"
"24.42600","2.03565","0.00047"
"24.43200","2.03619","0.00039"
"24.43800","2.03667","0.00032"
"24.44400","2.03715","0.00026"
"24.45000","2.03769","0.00027"
"24.45600","2.03817","0.00030"
"24.46200","2.03864","0.00028"
"24.46800","2.03918","0.00020"
"24.47400","2.03966","0.00016"
"24.48000","2.04020","0.00008"
"24.48600","2.04068","0.00001"
"24.49200","2.04121","-0.00014"
"24.49800","2.04169","-0.00026"
"24.50400","2.04223","-0.00033"
"24.51000","2.04271","-0.00042"
"24.51600","2.04325","-0.00052"
"24.52200","2.04373","-0.00058"
"24.52800","2.04420","-0.00053"
"24.53400","2.04474","-0.00045"
"24.54000","2.04522","-0.00038"
"24.54600","2.04576","-0.00026"
"24.55200","2.04624","-0.00020"
"24.55800","2.04672","-0.00021"
"24.56400","2.04725","-0.00022"
"24.57000","2.04773","-0.00016"
"24.57600","2.04821","-0.00013"
"24.58200","2.04875","-0.00020"
"24.58800","2.04923","-0.00021"
"24.59400","2.04970","-0.00020"
"24.60000","2.05018","-0.00017"
"24.60600","2.05072","-0.00015"
"24.61200","2.05120","-0.00002"
"24.61800","2.05168","0.00004"
"24.62400","2.05222","0.00003"
"24.63000","2.05269","0.00002"
"24.63600","2.05323","0.00005"
"24.64200","2.05371","0.00003"
"24.64800","2.05425","-0.00002"
"24.65400","2.05473","-0.00001"
"24.66000","2.05521","0.00000"
"24.66600","2.05574","-0.00011"
"24.67200","2.05622","-0.00019"
"24.67800","2.05670","-0.00025"
"24.68400","2.05724","-0.00031"
"24.69000","2.05772","-0.00032"
"24.69600","2.05819","-0.00043"
"24.70200","2.05873","-0.00049"
"24.70800","2.05921","-0.00051"
"24.71400","2.05969","-0.00039"
"24.72000","2.06023","-0.00022"
"24.72600","2.06071","-0.00004"
"24.73200","2.06124","0.00007"
"24.73800","2.06172","-0.00004"
"24.74400","2.06220","-0.00013"
"24.75000","2.06268","-0.00009"
"24.75600","2.06322","-0.00003"
"24.76200","2.06370","-0.00006"
"24.76800","2.06417","-0.00018"
"24.77400","2.06471","-0.00020"
"24.78000","2.06519","-0.00018"
