End date,"1/21/2017"
Specimen label,"19CG_NoLabel2"
"120.59400","10.04972","0.00397"
"120.60000","10.05020","0.00382"
"120.60600","10.05068","0.00375"
"120.61200","10.05122","0.00367"
"120.61800","10.05170","0.00369"
"120.62400","10.05218","0.00371"
"120.63000","10.05271","0.00370"
"120.63600","10.05319","0.00371"
"120.64200","10.05367","0.00380"
"120.64800","10.05421","0.00389"
"120.65400","10.05469","0.00402"
"120.66000","10.05516","0.00417"
"120.66600","10.05570","0.00426"
"120.67200","10.05618","0.00424"
"120.67800","10.05666","0.00415"
"120.68400","10.05720","0.00404"
"120.69000","10.05767","0.00397"
"120.69600","10.05821","0.00389"
"120.70200","10.05869","0.00392"
"120.70800","10.05923","0.00401"
"120.71400","10.05971","0.00407"
"120.72000","10.06025","0.00414"
"120.72600","10.06073","0.00419"
"120.73200","10.06120","0.00419"
"120.73800","10.06168","0.00428"
"120.74400","10.06222","0.00430"
"120.75000","10.06270","0.00429"
"120.75600","10.06318","0.00425"
"120.76200","10.06371","0.00417"
"120.76800","10.06419","0.00404"
"120.77400","10.06467","0.00399"
"120.78000","10.06521","0.00384"
"120.78600","10.06569","0.00382"
"120.79200","10.06616","0.00393"
"120.79800","10.06664","0.00402"
"120.80400","10.06718","0.00398"
"120.81000","10.06766","0.00397"
"120.81600","10.06814","0.00400"
"120.82200","10.06868","0.00395"
"120.82800","10.06915","0.00399"
"120.83400","10.06963","0.00400"
"120.84000","10.07017","0.00407"
"120.84600","10.07065","0.00410"
"120.85200","10.07113","0.00404"
"120.85800","10.07167","0.00392"
"120.86400","10.07214","0.00381"
"120.87000","10.07262","0.00378"
"120.87600","10.07316","0.00379"
"120.88200","10.07364","0.00386"
"120.88800","10.07418","0.00393"
"120.89400","10.07466","0.00396"
"120.90000","10.07513","0.00396"
"120.90600","10.07567","0.00401"
"120.91200","10.07615","0.00398"
"120.91800","10.07669","0.00394"
"120.92400","10.07717","0.00395"
"120.93000","10.07771","0.00402"
"120.93600","10.07818","0.00413"
"120.94200","10.07872","0.00414"
"120.94800","10.07920","0.00417"
"120.95400","10.07968","0.00422"
"120.96000","10.08022","0.00420"
"120.96600","10.08070","0.00416"
"120.97200","10.08117","0.00407"
"120.97800","10.08171","0.00393"
"120.98400","10.08219","0.00386"
"120.99000","10.08273","0.00385"
"120.99600","10.08321","0.00389"
"121.00200","10.08368","0.00396"
"121.00800","10.08422","0.00401"
"121.01400","10.08470","0.00396"
"121.02000","10.08524","0.00388"
"121.02600","10.08572","0.00376"
"121.03200","10.08620","0.00371"
"121.03800","10.08673","0.00365"
"121.04400","10.08721","0.00364"
"121.05000","10.08769","0.00369"
"121.05600","10.08823","0.00375"
"121.06200","10.08871","0.00389"
"121.06800","10.08924","0.00405"
"121.07400","10.08972","0.00418"
"121.08000","10.09026","0.00417"
"121.08600","10.09074","0.00404"
"121.09200","10.09122","0.00386"
"121.09800","10.09176","0.00375"
"121.10400","10.09223","0.00372"
"121.11000","10.09271","0.00375"
"121.11600","10.09319","0.00388"
"121.12200","10.09367","0.00394"
"121.12800","10.09421","0.00397"
"121.13400","10.09469","0.00396"
"121.14000","10.09516","0.00395"
"121.14600","10.09570","0.00402"
"121.15200","10.09618","0.00411"
"121.15800","10.09666","0.00419"
"121.16400","10.09720","0.00426"
"121.17000","10.09768","0.00422"
"121.17600","10.09815","0.00414"
"121.18200","10.09869","0.00406"
"121.18800","10.09917","0.00398"
"121.19400","10.09971","0.00405"
"121.20000","10.10019","0.00415"
"121.20600","10.10072","0.00426"
"121.21200","10.10120","0.00433"
"121.21800","10.10174","0.00439"
"121.22400","10.10222","0.00447"
"121.23000","10.10270","0.00445"
"121.23600","10.10324","0.00437"
"121.24200","10.10371","0.00427"
"121.24800","10.10419","0.00424"
"121.25400","10.10467","0.00428"
"121.26000","10.10521","0.00429"
"121.26600","10.10569","0.00433"
"121.27200","10.10616","0.00429"
"121.27800","10.10664","0.00427"
"121.28400","10.10718","0.00416"
"121.29000","10.10766","0.00400"
"121.29600","10.10814","0.00386"
"121.30200","10.10868","0.00384"
"121.30800","10.10915","0.00392"
"121.31400","10.10963","0.00402"
"121.32000","10.11017","0.00420"
"121.32600","10.11065","0.00426"
"121.33200","10.11119","0.00426"
"121.33800","10.11167","0.00422"
"121.34400","10.11220","0.00411"
"121.35000","10.11268","0.00403"
"121.35600","10.11316","0.00398"
"121.36200","10.11370","0.00389"
"121.36800","10.11418","0.00382"
"121.37400","10.11465","0.00372"
"121.38000","10.11519","0.00374"
"121.38600","10.11567","0.00380"
"121.39200","10.11615","0.00384"
"121.39800","10.11669","0.00377"
"121.40400","10.11717","0.00367"
"121.41000","10.11764","0.00369"
"121.41600","10.11818","0.00372"
"121.42200","10.11866","0.00378"
"121.42800","10.11914","0.00379"
"121.43400","10.11968","0.00381"
"121.44000","10.12016","0.00382"
"121.44600","10.12063","0.00378"
"121.45200","10.12117","0.00374"
"121.45800","10.12165","0.00385"
"121.46400","10.12213","0.00401"
"121.47000","10.12267","0.00417"
"121.47600","10.12315","0.00428"
"121.48200","10.12368","0.00434"
"121.48800","10.12416","0.00432"
"121.49400","10.12470","0.00424"
"121.50000","10.12518","0.00415"
"121.50600","10.12572","0.00409"
"121.51200","10.12619","0.00407"
"121.51800","10.12667","0.00399"
"121.52400","10.12721","0.00405"
"121.53000","10.12769","0.00413"
"121.53600","10.12817","0.00417"
"121.54200","10.12871","0.00426"
"121.54800","10.12918","0.00433"
"121.55400","10.12966","0.00429"
"121.56000","10.13020","0.00417"
"121.56600","10.13068","0.00404"
"121.57200","10.13122","0.00396"
"121.57800","10.13170","0.00387"
"121.58400","10.13217","0.00387"
"121.59000","10.13265","0.00394"
"121.59600","10.13319","0.00402"
"121.60200","10.13367","0.00405"
"121.60800","10.13415","0.00404"
"121.61400","10.13468","0.00408"
"121.62000","10.13516","0.00419"
"121.62600","10.13570","0.00422"
"121.63200","10.13618","0.00426"
"121.63800","10.13672","0.00430"
"121.64400","10.13720","0.00427"
"121.65000","10.13773","0.00426"
"121.65600","10.13821","0.00421"
"121.66200","10.13875","0.00425"
"121.66800","10.13923","0.00427"
"121.67400","10.13971","0.00416"
"121.68000","10.14024","0.00402"
"121.68600","10.14072","0.00393"
"121.69200","10.14120","0.00387"
"121.69800","10.14174","0.00397"
"121.70400","10.14222","0.00406"
"121.71000","10.14270","0.00415"
"121.71600","10.14323","0.00428"
"121.72200","10.14371","0.00432"
"121.72800","10.14419","0.00424"
"121.73400","10.14467","0.00421"
"121.74000","10.14521","0.00423"
"121.74600","10.14568","0.00422"
"121.75200","10.14616","0.00433"
"121.75800","10.14670","0.00444"
"121.76400","10.14718","0.00450"
"121.77000","10.14766","0.00449"
"121.77600","10.14820","0.00448"
"121.78200","10.14867","0.00454"
"121.78800","10.14915","0.00451"
"121.79400","10.14969","0.00441"
"121.80000","10.15017","0.00432"
"121.80600","10.15071","0.00437"
"121.81200","10.15119","0.00436"
"121.81800","10.15166","0.00434"
"121.82400","10.15214","0.00434"
"121.83000","10.15268","0.00432"
"121.83600","10.15316","0.00431"
"121.84200","10.15364","0.00424"
"121.84800","10.15418","0.00418"
"121.85400","10.15465","0.00416"
"121.86000","10.15519","0.00406"
"121.86600","10.15567","0.00399"
"121.87200","10.15615","0.00390"
"121.87800","10.15669","0.00384"
"121.88400","10.15717","0.00390"
"121.89000","10.15764","0.00407"
"121.89600","10.15812","0.00420"
"121.90200","10.15860","0.00430"
"121.90800","10.15914","0.00432"
"121.91400","10.15962","0.00423"
"121.92000","10.16010","0.00421"
"121.92600","10.16063","0.00419"
"121.93200","10.16111","0.00419"
"121.93800","10.16165","0.00422"
"121.94400","10.16213","0.00428"
"121.95000","10.16267","0.00423"
"121.95600","10.16314","0.00411"
"121.96200","10.16368","0.00408"
"121.96800","10.16416","0.00417"
"121.97400","10.16464","0.00425"
"121.98000","10.16518","0.00422"
"121.98600","10.16566","0.00414"
"121.99200","10.16613","0.00401"
"121.99800","10.16661","0.00386"
"122.00400","10.16709","0.00373"
"122.01000","10.16763","0.00363"
"122.01600","10.16811","0.00362"
"122.02200","10.16865","0.00360"
"122.02800","10.16912","0.00363"
"122.03400","10.16960","0.00370"
"122.04000","10.17014","0.00380"
"122.04600","10.17062","0.00389"
"122.05200","10.17116","0.00410"
"122.05800","10.17163","0.00433"
"122.06400","10.17217","0.00446"
"122.07000","10.17265","0.00448"
"122.07600","10.17319","0.00439"
"122.08200","10.17367","0.00435"
"122.08800","10.17421","0.00437"
"122.09400","10.17468","0.00432"
"122.10000","10.17522","0.00436"
"122.10600","10.17570","0.00432"
"122.11200","10.17624","0.00419"
"122.11800","10.17672","0.00410"
"122.12400","10.17719","0.00407"
"122.13000","10.17767","0.00417"
"122.13600","10.17821","0.00415"
"122.14200","10.17869","0.00411"
"122.14800","10.17917","0.00413"
"122.15400","10.17971","0.00418"
"122.16000","10.18018","0.00425"
"122.16600","10.18066","0.00430"
"122.17200","10.18114","0.00431"
"122.17800","10.18162","0.00426"
"122.18400","10.18216","0.00414"
"122.19000","10.18264","0.00413"
"122.19600","10.18317","0.00421"
"122.20200","10.18365","0.00435"
"122.20800","10.18419","0.00448"
"122.21400","10.18467","0.00458"
"122.22000","10.18521","0.00459"
"122.22600","10.18569","0.00448"
"122.23200","10.18616","0.00444"
"122.23800","10.18670","0.00446"
"122.24400","10.18718","0.00445"
"122.25000","10.18766","0.00450"
"122.25600","10.18820","0.00458"
"122.26200","10.18867","0.00458"
"122.26800","10.18915","0.00440"
"122.27400","10.18963","0.00419"
"122.28000","10.19017","0.00405"
"122.28600","10.19065","0.00402"
"122.29200","10.19113","0.00391"
"122.29800","10.19166","0.00381"
"122.30400","10.19214","0.00388"
"122.31000","10.19262","0.00405"
"122.31600","10.19310","0.00410"
"122.32200","10.19364","0.00411"
"122.32800","10.19412","0.00417"
"122.33400","10.19465","0.00422"
"122.34000","10.19513","0.00425"
"122.34600","10.19561","0.00426"
"122.35200","10.19615","0.00434"
"122.35800","10.19663","0.00437"
"122.36400","10.19716","0.00449"
"122.37000","10.19764","0.00460"
"122.37600","10.19812","0.00462"
"122.38200","10.19866","0.00462"
"122.38800","10.19914","0.00455"
"122.39400","10.19962","0.00442"
"122.40000","10.20015","0.00433"
"122.40600","10.20063","0.00424"
"122.41200","10.20111","0.00419"
"122.41800","10.20165","0.00418"
"122.42400","10.20213","0.00411"
"122.43000","10.20261","0.00397"
"122.43600","10.20314","0.00385"
"122.44200","10.20362","0.00381"
"122.44800","10.20410","0.00379"
"122.45400","10.20458","0.00384"
"122.46000","10.20512","0.00387"
"122.46600","10.20560","0.00392"
"122.47200","10.20607","0.00397"
"122.47800","10.20661","0.00402"
"122.48400","10.20709","0.00407"
"122.49000","10.20763","0.00406"
"122.49600","10.20811","0.00411"
"122.50200","10.20864","0.00424"
"122.50800","10.20918","0.00431"
"122.51400","10.20972","0.00433"
"122.52000","10.21020","0.00438"
"122.52600","10.21068","0.00442"
"122.53200","10.21122","0.00440"
"122.53800","10.21169","0.00437"
"122.54400","10.21217","0.00445"
"122.55000","10.21271","0.00461"
"122.55600","10.21319","0.00462"
"122.56200","10.21367","0.00452"
"122.56800","10.21420","0.00440"
"122.57400","10.21468","0.00430"
"122.58000","10.21516","0.00419"
"122.58600","10.21564","0.00410"
"122.59200","10.21618","0.00403"
"122.59800","10.21666","0.00395"
"122.60400","10.21713","0.00391"
"122.61000","10.21767","0.00386"
"122.61600","10.21815","0.00386"
"122.62200","10.21869","0.00383"
"122.62800","10.21917","0.00382"
"122.63400","10.21971","0.00375"
"122.64000","10.22018","0.00371"
"122.64600","10.22072","0.00372"
"122.65200","10.22120","0.00379"
"122.65800","10.22174","0.00392"
"122.66400","10.22222","0.00414"
"122.67000","10.22269","0.00432"
"122.67600","10.22323","0.00440"
"122.68200","10.22371","0.00446"
"122.68800","10.22419","0.00452"
"122.69400","10.22467","0.00440"
"122.70000","10.22521","0.00426"
"122.70600","10.22568","0.00418"
"122.71200","10.22616","0.00408"
"122.71800","10.22664","0.00413"
"122.72400","10.22718","0.00431"
"122.73000","10.22766","0.00446"
"122.73600","10.22814","0.00443"
"122.74200","10.22867","0.00436"
"122.74800","10.22915","0.00436"
"122.75400","10.22969","0.00440"
"122.76000","10.23017","0.00437"
"122.76600","10.23071","0.00433"
"122.77200","10.23118","0.00433"
"122.77800","10.23172","0.00431"
"122.78400","10.23220","0.00425"
"122.79000","10.23268","0.00418"
"122.79600","10.23322","0.00414"
"122.80200","10.23370","0.00411"
"122.80800","10.23423","0.00418"
"122.81400","10.23471","0.00418"
"122.82000","10.23519","0.00415"
"122.82600","10.23573","0.00417"
"122.83200","10.23621","0.00419"
"122.83800","10.23669","0.00426"
"122.84400","10.23716","0.00437"
"122.85000","10.23770","0.00441"
"122.85600","10.23818","0.00430"
"122.86200","10.23866","0.00421"
"122.86800","10.23914","0.00416"
"122.87400","10.23961","0.00406"
"122.88000","10.24015","0.00400"
"122.88600","10.24063","0.00393"
"122.89200","10.24111","0.00391"
"122.89800","10.24165","0.00401"
"122.90400","10.24213","0.00414"
"122.91000","10.24266","0.00423"
"122.91600","10.24314","0.00423"
"122.92200","10.24362","0.00418"
"122.92800","10.24416","0.00425"
"122.93400","10.24464","0.00433"
"122.94000","10.24518","0.00432"
"122.94600","10.24565","0.00437"
"122.95200","10.24619","0.00432"
"122.95800","10.24667","0.00421"
"122.96400","10.24721","0.00411"
"122.97000","10.24769","0.00404"
"122.97600","10.24817","0.00394"
"122.98200","10.24870","0.00384"
"122.98800","10.24918","0.00372"
"122.99400","10.24966","0.00358"
"123.00000","10.25014","0.00353"
"123.00600","10.25068","0.00355"
"123.01200","10.25115","0.00363"
"123.01800","10.25163","0.00373"
"123.02400","10.25211","0.00379"
"123.03000","10.25265","0.00389"
"123.03600","10.25313","0.00395"
"123.04200","10.25367","0.00407"
"123.04800","10.25414","0.00426"
"123.05400","10.25462","0.00430"
"123.06000","10.25516","0.00429"
"123.06600","10.25570","0.00438"
"123.07200","10.25618","0.00443"
"123.07800","10.25671","0.00439"
"123.08400","10.25719","0.00431"
"123.09000","10.25773","0.00414"
"123.09600","10.25821","0.00399"
"123.10200","10.25869","0.00381"
"123.10800","10.25923","0.00372"
"123.11400","10.25970","0.00372"
"123.12000","10.26018","0.00380"
"123.12600","10.26072","0.00383"
"123.13200","10.26120","0.00387"
"123.13800","10.26168","0.00389"
"123.14400","10.26222","0.00389"
"123.15000","10.26269","0.00395"
"123.15600","10.26317","0.00402"
"123.16200","10.26371","0.00409"
"123.16800","10.26419","0.00408"
"123.17400","10.26467","0.00400"
"123.18000","10.26515","0.00394"
"123.18600","10.26568","0.00396"
"123.19200","10.26616","0.00396"
"123.19800","10.26670","0.00400"
"123.20400","10.26718","0.00405"
"123.21000","10.26766","0.00415"
"123.21600","10.26819","0.00432"
"123.22200","10.26873","0.00449"
"123.22800","10.26921","0.00452"
"123.23400","10.26969","0.00446"
"123.24000","10.27023","0.00438"
"123.24600","10.27071","0.00431"
"123.25200","10.27118","0.00420"
"123.25800","10.27166","0.00421"
"123.26400","10.27220","0.00431"
"123.27000","10.27268","0.00442"
"123.27600","10.27316","0.00452"
"123.28200","10.27369","0.00450"
"123.28800","10.27417","0.00442"
"123.29400","10.27471","0.00435"
"123.30000","10.27519","0.00439"
"123.30600","10.27567","0.00434"
"123.31200","10.27621","0.00418"
"123.31800","10.27668","0.00407"
"123.32400","10.27716","0.00411"
"123.33000","10.27770","0.00424"
"123.33600","10.27818","0.00437"
"123.34200","10.27872","0.00447"
"123.34800","10.27920","0.00454"
"123.35400","10.27973","0.00445"
"123.36000","10.28021","0.00426"
"123.36600","10.28075","0.00419"
"123.37200","10.28123","0.00413"
"123.37800","10.28177","0.00408"
"123.38400","10.28224","0.00405"
"123.39000","10.28272","0.00403"
"123.39600","10.28320","0.00406"
"123.40200","10.28374","0.00413"
"123.40800","10.28422","0.00419"
"123.41400","10.28470","0.00423"
"123.42000","10.28517","0.00417"
"123.42600","10.28571","0.00403"
"123.43200","10.28619","0.00400"
"123.43800","10.28667","0.00396"
"123.44400","10.28715","0.00393"
"123.45000","10.28763","0.00395"
"123.45600","10.28816","0.00394"
"123.46200","10.28864","0.00399"
"123.46800","10.28912","0.00407"
"123.47400","10.28960","0.00416"
"123.48000","10.29014","0.00419"
"123.48600","10.29062","0.00420"
"123.49200","10.29115","0.00425"
"123.49800","10.29163","0.00427"
"123.50400","10.29217","0.00425"
"123.51000","10.29265","0.00411"
"123.51600","10.29313","0.00406"
"123.52200","10.29366","0.00409"
"123.52800","10.29414","0.00414"
"123.53400","10.29462","0.00419"
"123.54000","10.29516","0.00425"
"123.54600","10.29564","0.00432"
"123.55200","10.29612","0.00426"
"123.55800","10.29665","0.00415"
"123.56400","10.29713","0.00414"
"123.57000","10.29761","0.00417"
"123.57600","10.29815","0.00420"
"123.58200","10.29863","0.00416"
"123.58800","10.29911","0.00404"
"123.59400","10.29964","0.00391"
"123.60000","10.30012","0.00380"
"123.60600","10.30066","0.00381"
"123.61200","10.30114","0.00377"
"123.61800","10.30168","0.00376"
"123.62400","10.30216","0.00372"
"123.63000","10.30269","0.00367"
"123.63600","10.30323","0.00368"
"123.64200","10.30371","0.00370"
"123.64800","10.30425","0.00369"
"123.65400","10.30473","0.00373"
"123.66000","10.30520","0.00374"
"123.66600","10.30574","0.00374"
"123.67200","10.30622","0.00374"
"123.67800","10.30670","0.00369"
"123.68400","10.30724","0.00362"
"123.69000","10.30772","0.00360"
"123.69600","10.30819","0.00363"
"123.70200","10.30873","0.00366"
"123.70800","10.30921","0.00369"
"123.71400","10.30975","0.00366"
"123.72000","10.31023","0.00361"
"123.72600","10.31071","0.00355"
"123.73200","10.31118","0.00353"
"123.73800","10.31166","0.00344"
"123.74400","10.31220","0.00337"
"123.75000","10.31268","0.00338"
"123.75600","10.31316","0.00343"
"123.76200","10.31363","0.00345"
"123.76800","10.31417","0.00348"
"123.77400","10.31465","0.00359"
"123.78000","10.31519","0.00373"
"123.78600","10.31567","0.00382"
"123.79200","10.31621","0.00384"
"123.79800","10.31668","0.00391"
"123.80400","10.31722","0.00392"
"123.81000","10.31770","0.00404"
"123.81600","10.31824","0.00416"
"123.82200","10.31872","0.00419"
"123.82800","10.31919","0.00409"
"123.83400","10.31973","0.00396"
"123.84000","10.32021","0.00384"
"123.84600","10.32069","0.00374"
"123.85200","10.32123","0.00362"
"123.85800","10.32171","0.00360"
"123.86400","10.32224","0.00383"
"123.87000","10.32272","0.00403"
"123.87600","10.32320","0.00413"
"123.88200","10.32368","0.00418"
"123.88800","10.32422","0.00405"
"123.89400","10.32470","0.00378"
"123.90000","10.32517","0.00360"
"123.90600","10.32571","0.00353"
"123.91200","10.32619","0.00357"
"123.91800","10.32667","0.00368"
"123.92400","10.32721","0.00386"
"123.93000","10.32769","0.00412"
"123.93600","10.32822","0.00423"
"123.94200","10.32870","0.00426"
"123.94800","10.32918","0.00431"
"123.95400","10.32972","0.00423"
"123.96000","10.33020","0.00411"
"123.96600","10.33068","0.00401"
"123.97200","10.33115","0.00393"
"123.97800","10.33163","0.00390"
"123.98400","10.33217","0.00400"
"123.99000","10.33265","0.00411"
"123.99600","10.33319","0.00408"
"124.00200","10.33366","0.00399"
"124.00800","10.33414","0.00399"
"124.01400","10.33468","0.00401"
"124.02000","10.33516","0.00404"
"124.02600","10.33570","0.00402"
"124.03200","10.33618","0.00396"
"124.03800","10.33665","0.00390"
"124.04400","10.33713","0.00371"
"124.05000","10.33761","0.00351"
"124.05600","10.33815","0.00337"
"124.06200","10.33863","0.00334"
"124.06800","10.33911","0.00338"
"124.07400","10.33964","0.00347"
"124.08000","10.34012","0.00349"
"124.08600","10.34060","0.00354"
"124.09200","10.34114","0.00353"
"124.09800","10.34162","0.00359"
"124.10400","10.34215","0.00371"
"124.11000","10.34263","0.00385"
"124.11600","10.34317","0.00391"
"124.12200","10.34365","0.00399"
"124.12800","10.34419","0.00404"
"124.13400","10.34467","0.00419"
"124.14000","10.34520","0.00426"
"124.14600","10.34568","0.00424"
"124.15200","10.34622","0.00417"
"124.15800","10.34670","0.00407"
"124.16400","10.34724","0.00401"
"124.17000","10.34771","0.00397"
"124.17600","10.34819","0.00391"
"124.18200","10.34873","0.00389"
"124.18800","10.34921","0.00391"
"124.19400","10.34969","0.00387"
"124.20000","10.35017","0.00378"
"124.20600","10.35070","0.00369"
"124.21200","10.35118","0.00360"
"124.21800","10.35172","0.00359"
"124.22400","10.35220","0.00361"
"124.23000","10.35268","0.00371"
"124.23600","10.35322","0.00380"
"124.24200","10.35369","0.00383"
"124.24800","10.35423","0.00388"
"124.25400","10.35471","0.00387"
"124.26000","10.35519","0.00388"
"124.26600","10.35573","0.00396"
"124.27200","10.35620","0.00398"
"124.27800","10.35674","0.00395"
"124.28400","10.35722","0.00384"
"124.29000","10.35770","0.00365"
"124.29600","10.35824","0.00349"
"124.30200","10.35872","0.00351"
"124.30800","10.35919","0.00368"
"124.31400","10.35973","0.00379"
"124.32000","10.36021","0.00381"
"124.32600","10.36069","0.00385"
"124.33200","10.36117","0.00397"
"124.33800","10.36170","0.00404"
"124.34400","10.36218","0.00400"
"124.35000","10.36266","0.00400"
"124.35600","10.36320","0.00401"
"124.36200","10.36368","0.00413"
"124.36800","10.36416","0.00427"
"124.37400","10.36469","0.00432"
"124.38000","10.36517","0.00433"
"124.38600","10.36571","0.00421"
"124.39200","10.36619","0.00418"
"124.39800","10.36667","0.00416"
"124.40400","10.36721","0.00407"
"124.41000","10.36768","0.00398"
"124.41600","10.36816","0.00392"
"124.42200","10.36870","0.00395"
"124.42800","10.36918","0.00398"
"124.43400","10.36966","0.00396"
"124.44000","10.37020","0.00392"
"124.44600","10.37067","0.00387"
"124.45200","10.37121","0.00384"
"124.45800","10.37169","0.00378"
"124.46400","10.37223","0.00369"
"124.47000","10.37271","0.00370"
"124.47600","10.37318","0.00374"
"124.48200","10.37366","0.00377"
"124.48800","10.37420","0.00379"
"124.49400","10.37468","0.00378"
"124.50000","10.37516","0.00386"
"124.50600","10.37564","0.00386"
"124.51200","10.37617","0.00377"
"124.51800","10.37665","0.00371"
"124.52400","10.37713","0.00373"
"124.53000","10.37767","0.00383"
"124.53600","10.37815","0.00395"
"124.54200","10.37863","0.00404"
"124.54800","10.37916","0.00407"
"124.55400","10.37964","0.00405"
"124.56000","10.38012","0.00397"
"124.56600","10.38060","0.00384"
"124.57200","10.38114","0.00372"
"124.57800","10.38162","0.00371"
"124.58400","10.38215","0.00367"
"124.59000","10.38263","0.00367"
"124.59600","10.38311","0.00366"
"124.60200","10.38359","0.00364"
"124.60800","10.38413","0.00362"
"124.61400","10.38461","0.00360"
"124.62000","10.38508","0.00374"
"124.62600","10.38562","0.00392"
"124.63200","10.38610","0.00402"
"124.63800","10.38664","0.00394"
"124.64400","10.38712","0.00389"
"124.65000","10.38765","0.00390"
"124.65600","10.38813","0.00394"
"124.66200","10.38867","0.00396"
"124.66800","10.38915","0.00401"
"124.67400","10.38963","0.00402"
"124.68000","10.39017","0.00403"
"124.68600","10.39064","0.00394"
"124.69200","10.39118","0.00384"
"124.69800","10.39166","0.00378"
"124.70400","10.39214","0.00372"
"124.71000","10.39268","0.00373"
"124.71600","10.39316","0.00380"
"124.72200","10.39369","0.00387"
"124.72800","10.39417","0.00394"
"124.73400","10.39465","0.00395"
"124.74000","10.39519","0.00395"
"124.74600","10.39567","0.00394"
"124.75200","10.39620","0.00394"
"124.75800","10.39668","0.00376"
"124.76400","10.39716","0.00368"
"124.77000","10.39770","0.00367"
"124.77600","10.39818","0.00368"
"124.78200","10.39872","0.00373"
"124.78800","10.39919","0.00378"
"124.79400","10.39967","0.00383"
"124.80000","10.40021","0.00385"
"124.80600","10.40069","0.00382"
"124.81200","10.40123","0.00376"
"124.81800","10.40171","0.00383"
"124.82400","10.40218","0.00392"
"124.83000","10.40266","0.00398"
"124.83600","10.40320","0.00399"
"124.84200","10.40368","0.00396"
"124.84800","10.40416","0.00388"
"124.85400","10.40469","0.00391"
"124.86000","10.40517","0.00393"
"124.86600","10.40565","0.00401"
"124.87200","10.40619","0.00401"
"124.87800","10.40667","0.00398"
"124.88400","10.40715","0.00396"
"124.89000","10.40768","0.00394"
"124.89600","10.40816","0.00393"
"124.90200","10.40870","0.00390"
"124.90800","10.40918","0.00383"
"124.91400","10.40966","0.00376"
"124.92000","10.41019","0.00368"
"124.92600","10.41067","0.00356"
"124.93200","10.41121","0.00350"
"124.93800","10.41169","0.00352"
"124.94400","10.41223","0.00359"
"124.95000","10.41271","0.00370"
"124.95600","10.41318","0.00373"
"124.96200","10.41372","0.00369"
"124.96800","10.41420","0.00370"
"124.97400","10.41474","0.00368"
"124.98000","10.41522","0.00371"
"124.98600","10.41570","0.00375"
"124.99200","10.41617","0.00369"
"124.99800","10.41671","0.00374"
"125.00400","10.41719","0.00369"
"125.01000","10.41767","0.00356"
"125.01600","10.41815","0.00344"
"125.02200","10.41868","0.00344"
"125.02800","10.41916","0.00350"
"125.03400","10.41964","0.00357"
"125.04000","10.42012","0.00360"
"125.04600","10.42066","0.00363"
"125.05200","10.42114","0.00374"
"125.05800","10.42161","0.00374"
"125.06400","10.42215","0.00380"
"125.07000","10.42263","0.00386"
"125.07600","10.42317","0.00389"
"125.08200","10.42365","0.00399"
"125.08800","10.42419","0.00410"
"125.09400","10.42466","0.00405"
"125.10000","10.42514","0.00393"
"125.10600","10.42568","0.00385"
"125.11200","10.42616","0.00377"
"125.11800","10.42664","0.00373"
"125.12400","10.42712","0.00369"
"125.13000","10.42759","0.00367"
"125.13600","10.42813","0.00366"
"125.14200","10.42861","0.00372"
"125.14800","10.42909","0.00380"
"125.15400","10.42957","0.00384"
"125.16000","10.43011","0.00386"
"125.16600","10.43058","0.00388"
"125.17200","10.43106","0.00397"
"125.17800","10.43160","0.00400"
"125.18400","10.43208","0.00391"
"125.19000","10.43262","0.00379"
"125.19600","10.43309","0.00366"
"125.20200","10.43357","0.00365"
"125.20800","10.43411","0.00367"
"125.21400","10.43465","0.00373"
"125.22000","10.43513","0.00390"
"125.22600","10.43567","0.00406"
"125.23200","10.43620","0.00420"
"125.23800","10.43668","0.00428"
"125.24400","10.43722","0.00422"
"125.25000","10.43770","0.00414"
"125.25600","10.43824","0.00413"
"125.26200","10.43871","0.00412"
"125.26800","10.43919","0.00416"
"125.27400","10.43973","0.00413"
"125.28000","10.44021","0.00412"
"125.28600","10.44069","0.00401"
"125.29200","10.44116","0.00384"
"125.29800","10.44170","0.00366"
"125.30400","10.44218","0.00358"
"125.31000","10.44272","0.00353"
"125.31600","10.44320","0.00353"
"125.32200","10.44368","0.00367"
"125.32800","10.44422","0.00378"
"125.33400","10.44469","0.00390"
"125.34000","10.44523","0.00395"
"125.34600","10.44571","0.00404"
"125.35200","10.44619","0.00408"
"125.35800","10.44673","0.00407"
"125.36400","10.44720","0.00400"
"125.37000","10.44774","0.00392"
"125.37600","10.44822","0.00383"
"125.38200","10.44876","0.00383"
"125.38800","10.44924","0.00382"
"125.39400","10.44971","0.00378"
"125.40000","10.45019","0.00387"
"125.40600","10.45067","0.00398"
"125.41200","10.45121","0.00406"
"125.41800","10.45169","0.00409"
"125.42400","10.45217","0.00413"
"125.43000","10.45270","0.00419"
"125.43600","10.45318","0.00429"
"125.44200","10.45372","0.00435"
"125.44800","10.45420","0.00436"
"125.45400","10.45468","0.00436"
"125.46000","10.45522","0.00439"
"125.46600","10.45569","0.00453"
"125.47200","10.45617","0.00452"
"125.47800","10.45671","0.00433"
"125.48400","10.45719","0.00415"
"125.49000","10.45767","0.00402"
"125.49600","10.45815","0.00402"
"125.50200","10.45868","0.00405"
"125.50800","10.45916","0.00410"
"125.51400","10.45970","0.00415"
