End date,"12/21/2016"
Specimen label,"24BG_96"
Maximum Load,"0.59025",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00033"
"0.00600","0.00000","-0.00037"
"0.01200","0.00006","-0.00036"
"0.01800","0.00012","-0.00034"
"0.02400","0.00018","-0.00032"
"0.03000","0.00030","-0.00032"
"0.03600","0.00042","-0.00035"
"0.04200","0.00060","-0.00032"
"0.04800","0.00084","-0.00036"
"0.05400","0.00102","-0.00048"
"0.06000","0.00126","-0.00050"
"0.06600","0.00155","-0.00058"
"0.07200","0.00185","-0.00067"
"0.07800","0.00221","-0.00072"
"0.08400","0.00257","-0.00076"
"0.09000","0.00299","-0.00077"
"0.09600","0.00341","-0.00073"
"0.10200","0.00389","-0.00068"
"0.10800","0.00436","-0.00053"
"0.11400","0.00490","-0.00038"
"0.12000","0.00544","-0.00034"
"0.12600","0.00598","-0.00027"
"0.13200","0.00658","-0.00022"
"0.13800","0.00717","-0.00029"
"0.14400","0.00777","-0.00035"
"0.15000","0.00837","-0.00046"
"0.15600","0.00903","-0.00059"
"0.16200","0.00969","-0.00070"
"0.16800","0.01034","-0.00078"
"0.17400","0.01100","-0.00078"
"0.18000","0.01172","-0.00078"
"0.18600","0.01238","-0.00075"
"0.19200","0.01303","-0.00068"
"0.19800","0.01369","-0.00061"
"0.20400","0.01441","-0.00063"
"0.21000","0.01507","-0.00059"
"0.21600","0.01578","-0.00047"
"0.22200","0.01650","-0.00036"
"0.22800","0.01716","-0.00023"
"0.23400","0.01782","-0.00017"
"0.24000","0.01847","-0.00015"
"0.24600","0.01913","-0.00017"
"0.25200","0.01973","-0.00024"
"0.25800","0.02033","-0.00026"
"0.26400","0.02099","-0.00026"
"0.27000","0.02158","-0.00021"
"0.27600","0.02218","-0.00008"
"0.28200","0.02278","-0.00003"
"0.28800","0.02344","-0.00001"
"0.29400","0.02398","-0.00007"
"0.30000","0.02457","-0.00009"
"0.30600","0.02517","-0.00004"
"0.31200","0.02577","-0.00001"
"0.31800","0.02631","-0.00006"
"0.32400","0.02691","-0.00002"
"0.33000","0.02744","0.00001"
"0.33600","0.02798","-0.00005"
"0.34200","0.02858","-0.00009"
"0.34800","0.02912","-0.00013"
"0.35400","0.02966","-0.00022"
"0.36000","0.03013","-0.00025"
"0.36600","0.03067","-0.00023"
"0.37200","0.03121","-0.00021"
"0.37800","0.03175","-0.00018"
"0.38400","0.03229","-0.00027"
"0.39000","0.03276","-0.00029"
"0.39600","0.03324","-0.00023"
"0.40200","0.03378","-0.00028"
"0.40800","0.03426","-0.00032"
"0.41400","0.03474","-0.00024"
"0.42000","0.03528","-0.00022"
"0.42600","0.03575","-0.00018"
"0.43200","0.03629","-0.00015"
"0.43800","0.03677","-0.00014"
"0.44400","0.03731","-0.00021"
"0.45000","0.03779","-0.00035"
"0.45600","0.03833","-0.00050"
"0.46200","0.03880","-0.00058"
"0.46800","0.03934","-0.00064"
"0.47400","0.03982","-0.00054"
"0.48000","0.04036","-0.00043"
"0.48600","0.04084","-0.00036"
"0.49200","0.04137","-0.00034"
"0.49800","0.04185","-0.00031"
"0.50400","0.04233","-0.00031"
"0.51000","0.04287","-0.00030"
"0.51600","0.04335","-0.00033"
"0.52200","0.04383","-0.00029"
"0.52800","0.04430","-0.00021"
"0.53400","0.04478","-0.00025"
"0.54000","0.04526","-0.00031"
"0.54600","0.04574","-0.00023"
"0.55200","0.04628","-0.00016"
"0.55800","0.04676","-0.00004"
"0.56400","0.04723","0.00004"
"0.57000","0.04771","0.00002"
"0.57600","0.04825","0.00001"
"0.58200","0.04873","0.00004"
"0.58800","0.04927","0.00006"
"0.59400","0.04974","-0.00001"
"0.60000","0.05022","-0.00019"
"0.60600","0.05076","-0.00027"
"0.61200","0.05124","-0.00031"
"0.61800","0.05172","-0.00039"
"0.62400","0.05226","-0.00041"
"0.63000","0.05273","-0.00031"
"0.63600","0.05321","-0.00023"
"0.64200","0.05369","-0.00007"
"0.64800","0.05423","0.00001"
"0.65400","0.05471","0.00004"
"0.66000","0.05519","0.00009"
"0.66600","0.05572","0.00015"
"0.67200","0.05620","0.00021"
"0.67800","0.05668","0.00023"
"0.68400","0.05722","0.00018"
"0.69000","0.05770","0.00013"
"0.69600","0.05818","0.00001"
"0.70200","0.05871","-0.00008"
"0.70800","0.05919","-0.00010"
"0.71400","0.05973","-0.00009"
"0.72000","0.06021","-0.00023"
"0.72600","0.06069","-0.00034"
"0.73200","0.06122","-0.00040"
"0.73800","0.06170","-0.00044"
"0.74400","0.06224","-0.00038"
"0.75000","0.06272","-0.00036"
"0.75600","0.06320","-0.00029"
"0.76200","0.06374","-0.00018"
