End date,"12/21/2016"
Specimen label,"24BG_95_run3"
Maximum Load,"0.04333",N

Time,Extension,Load
(s),(mm),(N)
"221.31000","37.28816","0.01916"
"221.31600","37.28864","0.01908"
"221.32200","37.28912","0.01916"
"221.32800","37.28966","0.01922"
"221.33400","37.29013","0.01912"
"221.34000","37.29067","0.01900"
"221.34600","37.29115","0.01884"
"221.35200","37.29169","0.01880"
"221.35800","37.29217","0.01892"
"221.36400","37.29271","0.01916"
"221.37000","37.29319","0.01930"
"221.37600","37.29372","0.01929"
"221.38200","37.29420","0.01925"
"221.38800","37.29468","0.01931"
"221.39400","37.29522","0.01927"
"221.40000","37.29570","0.01910"
"221.40600","37.29617","0.01894"
"221.41200","37.29671","0.01878"
"221.41800","37.29719","0.01883"
"221.42400","37.29766","0.01906"
"221.43000","37.29821","0.01923"
"221.43600","37.29868","0.01938"
"221.44200","37.29922","0.01942"
"221.44800","37.29970","0.01939"
"221.45400","37.30018","0.01945"
"221.46000","37.30066","0.01954"
"221.46600","37.30119","0.01956"
"221.47200","37.30167","0.01949"
"221.47800","37.30215","0.01950"
"221.48400","37.30269","0.01959"
"221.49000","37.30317","0.01957"
"221.49600","37.30370","0.01947"
"221.50200","37.30418","0.01933"
"221.50800","37.30466","0.01913"
"221.51400","37.30520","0.01896"
"221.52000","37.30568","0.01905"
"221.52600","37.30616","0.01915"
"221.53200","37.30670","0.01914"
"221.53800","37.30717","0.01915"
"221.54400","37.30766","0.01912"
"221.55000","37.30819","0.01914"
"221.55600","37.30867","0.01929"
"221.56200","37.30915","0.01940"
"221.56800","37.30968","0.01941"
"221.57400","37.31017","0.01948"
"221.58000","37.31064","0.01947"
"221.58600","37.31112","0.01947"
"221.59200","37.31166","0.01953"
"221.59800","37.31213","0.01948"
"221.60400","37.31261","0.01940"
"221.61000","37.31315","0.01934"
"221.61600","37.31363","0.01932"
"221.62200","37.31411","0.01942"
"221.62800","37.31465","0.01943"
"221.63400","37.31513","0.01939"
"221.64000","37.31561","0.01951"
"221.64600","37.31614","0.01964"
"221.65200","37.31662","0.01966"
"221.65800","37.31716","0.01970"
"221.66400","37.31764","0.01965"
"221.67000","37.31817","0.01960"
"221.67600","37.31865","0.01968"
"221.68200","37.31913","0.01977"
"221.68800","37.31967","0.01981"
"221.69400","37.32015","0.01981"
"221.70000","37.32063","0.01989"
"221.70600","37.32111","0.02001"
"221.71200","37.32164","0.01993"
"221.71800","37.32212","0.01978"
"221.72400","37.32260","0.01966"
"221.73000","37.32314","0.01958"
"221.73600","37.32362","0.01957"
"221.74200","37.32415","0.01961"
"221.74800","37.32463","0.01966"
"221.75400","37.32511","0.01978"
"221.76000","37.32565","0.01977"
"221.76600","37.32613","0.01970"
"221.77200","37.32660","0.01968"
"221.77800","37.32714","0.01970"
"221.78400","37.32762","0.01971"
"221.79000","37.32816","0.01974"
"221.79600","37.32864","0.01969"
"221.80200","37.32918","0.01960"
"221.80800","37.32965","0.01974"
"221.81400","37.33013","0.01994"
"221.82000","37.33067","0.01999"
"221.82600","37.33115","0.01998"
"221.83200","37.33169","0.01985"
"221.83800","37.33216","0.01972"
"221.84400","37.33264","0.01956"
"221.85000","37.33318","0.01946"
"221.85600","37.33366","0.01933"
"221.86200","37.33414","0.01918"
"221.86800","37.33468","0.01906"
"221.87400","37.33516","0.01914"
"221.88000","37.33569","0.01928"
"221.88600","37.33617","0.01932"
"221.89200","37.33665","0.01932"
"221.89800","37.33719","0.01932"
"221.90400","37.33767","0.01943"
"221.91000","37.33815","0.01954"
"221.91600","37.33868","0.01957"
"221.92200","37.33916","0.01948"
"221.92800","37.33964","0.01940"
"221.93400","37.34018","0.01930"
"221.94000","37.34066","0.01928"
"221.94600","37.34120","0.01940"
"221.95200","37.34167","0.01949"
"221.95800","37.34215","0.01964"
"221.96400","37.34269","0.01974"
"221.97000","37.34317","0.01985"
"221.97600","37.34371","0.01992"
"221.98200","37.34418","0.01989"
"221.98800","37.34466","0.01985"
"221.99400","37.34520","0.01977"
"222.00000","37.34568","0.01975"
"222.00600","37.34616","0.01980"
"222.01200","37.34669","0.01985"
"222.01800","37.34717","0.01982"
"222.02400","37.34765","0.01985"
"222.03000","37.34819","0.01975"
"222.03600","37.34867","0.01968"
"222.04200","37.34921","0.01973"
"222.04800","37.34969","0.01971"
"222.05400","37.35016","0.01972"
"222.06000","37.35064","0.01963"
"222.06600","37.35118","0.01950"
"222.07200","37.35166","0.01944"
"222.07800","37.35214","0.01951"
"222.08400","37.35267","0.01966"
"222.09000","37.35315","0.01973"
"222.09600","37.35363","0.01962"
"222.10200","37.35417","0.01950"
"222.10800","37.35465","0.01951"
"222.11400","37.35513","0.01953"
"222.12000","37.35566","0.01960"
"222.12600","37.35614","0.01968"
"222.13200","37.35662","0.01971"
"222.13800","37.35716","0.01979"
"222.14400","37.35764","0.01986"
"222.15000","37.35818","0.01981"
"222.15600","37.35865","0.01978"
"222.16200","37.35913","0.01981"
"222.16800","37.35967","0.01990"
"222.17400","37.36015","0.01996"
"222.18000","37.36069","0.01981"
"222.18600","37.36116","0.01963"
"222.19200","37.36170","0.01959"
"222.19800","37.36218","0.01958"
"222.20400","37.36266","0.01955"
"222.21000","37.36314","0.01942"
"222.21600","37.36367","0.01935"
"222.22200","37.36415","0.01939"
"222.22800","37.36463","0.01948"
"222.23400","37.36517","0.01967"
"222.24000","37.36565","0.01965"
"222.24600","37.36613","0.01941"
"222.25200","37.36661","0.01911"
"222.25800","37.36708","0.01896"
"222.26400","37.36762","0.01901"
"222.27000","37.36810","0.01914"
"222.27600","37.36858","0.01914"
"222.28200","37.36912","0.01914"
"222.28800","37.36959","0.01930"
"222.29400","37.37013","0.01942"
"222.30000","37.37061","0.01958"
"222.30600","37.37115","0.01973"
"222.31200","37.37163","0.01979"
"222.31800","37.37217","0.01981"
"222.32400","37.37265","0.01977"
"222.33000","37.37318","0.01966"
"222.33600","37.37366","0.01960"
"222.34200","37.37414","0.01949"
"222.34800","37.37461","0.01936"
"222.35400","37.37516","0.01925"
"222.36000","37.37563","0.01910"
"222.36600","37.37611","0.01907"
"222.37200","37.37665","0.01915"
"222.37800","37.37712","0.01927"
"222.38400","37.37761","0.01934"
"222.39000","37.37814","0.01933"
"222.39600","37.37862","0.01921"
"222.40200","37.37916","0.01915"
"222.40800","37.37964","0.01921"
"222.41400","37.38012","0.01922"
"222.42000","37.38065","0.01923"
"222.42600","37.38113","0.01925"
"222.43200","37.38167","0.01931"
"222.43800","37.38215","0.01945"
"222.44400","37.38269","0.01954"
"222.45000","37.38316","0.01964"
"222.45600","37.38371","0.01969"
"222.46200","37.38418","0.01974"
"222.46800","37.38472","0.01976"
"222.47400","37.38520","0.01972"
"222.48000","37.38568","0.01973"
"222.48600","37.38616","0.01980"
"222.49200","37.38669","0.01983"
"222.49800","37.38717","0.01984"
"222.50400","37.38765","0.01974"
"222.51000","37.38813","0.01955"
"222.51600","37.38867","0.01934"
"222.52200","37.38914","0.01932"
"222.52800","37.38968","0.01929"
"222.53400","37.39016","0.01924"
"222.54000","37.39064","0.01912"
"222.54600","37.39112","0.01901"
"222.55200","37.39165","0.01901"
"222.55800","37.39214","0.01908"
"222.56400","37.39261","0.01929"
"222.57000","37.39315","0.01949"
"222.57600","37.39363","0.01961"
"222.58200","37.39411","0.01969"
"222.58800","37.39465","0.01986"
"222.59400","37.39512","0.02013"
"222.60000","37.39566","0.02014"
"222.60600","37.39620","0.01998"
"222.61200","37.39668","0.01972"
"222.61800","37.39716","0.01946"
"222.62400","37.39769","0.01934"
"222.63000","37.39817","0.01922"
"222.63600","37.39865","0.01918"
"222.64200","37.39919","0.01921"
"222.64800","37.39967","0.01920"
"222.65400","37.40015","0.01932"
"222.66000","37.40063","0.01956"
"222.66600","37.40110","0.01971"
"222.67200","37.40164","0.01975"
"222.67800","37.40212","0.01962"
"222.68400","37.40260","0.01948"
"222.69000","37.40314","0.01952"
"222.69600","37.40361","0.01957"
"222.70200","37.40409","0.01955"
"222.70800","37.40457","0.01959"
"222.71400","37.40511","0.01963"
"222.72000","37.40559","0.01975"
"222.72600","37.40612","0.01991"
"222.73200","37.40660","0.01998"
"222.73800","37.40714","0.01994"
"222.74400","37.40762","0.01978"
"222.75000","37.40816","0.01954"
"222.75600","37.40863","0.01935"
"222.76200","37.40911","0.01923"
"222.76800","37.40965","0.01912"
"222.77400","37.41013","0.01907"
"222.78000","37.41061","0.01902"
"222.78600","37.41109","0.01899"
"222.79200","37.41162","0.01910"
"222.79800","37.41210","0.01933"
"222.80400","37.41258","0.01960"
"222.81000","37.41312","0.01966"
"222.81600","37.41360","0.01964"
"222.82200","37.41408","0.01966"
"222.82800","37.41455","0.01977"
"222.83400","37.41510","0.01991"
"222.84000","37.41557","0.02006"
"222.84600","37.41611","0.02011"
"222.85200","37.41659","0.02004"
"222.85800","37.41706","0.01990"
"222.86400","37.41761","0.01973"
"222.87000","37.41808","0.01968"
"222.87600","37.41862","0.01966"
"222.88200","37.41916","0.01961"
"222.88800","37.41964","0.01956"
"222.89400","37.42018","0.01942"
"222.90000","37.42065","0.01921"
"222.90600","37.42119","0.01907"
"222.91200","37.42167","0.01901"
"222.91800","37.42215","0.01896"
"222.92400","37.42269","0.01893"
"222.93000","37.42317","0.01904"
"222.93600","37.42365","0.01926"
"222.94200","37.42412","0.01941"
"222.94800","37.42466","0.01940"
"222.95400","37.42514","0.01938"
"222.96000","37.42562","0.01937"
"222.96600","37.42616","0.01933"
"222.97200","37.42663","0.01933"
"222.97800","37.42711","0.01936"
"222.98400","37.42765","0.01937"
"222.99000","37.42813","0.01942"
"222.99600","37.42861","0.01938"
"223.00200","37.42915","0.01940"
"223.00800","37.42962","0.01940"
"223.01400","37.43016","0.01937"
"223.02000","37.43070","0.01939"
"223.02600","37.43118","0.01939"
"223.03200","37.43172","0.01931"
"223.03800","37.43219","0.01937"
"223.04400","37.43273","0.01949"
"223.05000","37.43321","0.01952"
"223.05600","37.43369","0.01959"
"223.06200","37.43423","0.01965"
"223.06800","37.43470","0.01965"
"223.07400","37.43518","0.01964"
"223.08000","37.43572","0.01957"
"223.08600","37.43620","0.01962"
"223.09200","37.43668","0.01961"
"223.09800","37.43716","0.01953"
"223.10400","37.43764","0.01954"
"223.11000","37.43817","0.01946"
"223.11600","37.43865","0.01937"
"223.12200","37.43913","0.01938"
"223.12800","37.43961","0.01953"
"223.13400","37.44015","0.01965"
"223.14000","37.44062","0.01971"
"223.14600","37.44110","0.01979"
"223.15200","37.44164","0.01988"
"223.15800","37.44212","0.01983"
"223.16400","37.44266","0.01971"
"223.17000","37.44313","0.01972"
"223.17600","37.44368","0.01969"
"223.18200","37.44415","0.01951"
"223.18800","37.44469","0.01945"
"223.19400","37.44517","0.01955"
"223.20000","37.44564","0.01959"
"223.20600","37.44619","0.01964"
"223.21200","37.44666","0.01966"
"223.21800","37.44714","0.01969"
"223.22400","37.44762","0.01972"
"223.23000","37.44810","0.01967"
"223.23600","37.44858","0.01965"
"223.24200","37.44905","0.01963"
"223.24800","37.44959","0.01950"
"223.25400","37.45007","0.01948"
"223.26000","37.45055","0.01957"
"223.26600","37.45109","0.01965"
"223.27200","37.45156","0.01965"
"223.27800","37.45205","0.01960"
"223.28400","37.45258","0.01950"
"223.29000","37.45306","0.01939"
"223.29600","37.45360","0.01930"
"223.30200","37.45407","0.01930"
"223.30800","37.45456","0.01927"
"223.31400","37.45509","0.01931"
"223.32000","37.45564","0.01943"
"223.32600","37.45611","0.01961"
"223.33200","37.45665","0.01981"
"223.33800","37.45713","0.01987"
"223.34400","37.45766","0.01980"
"223.35000","37.45815","0.01968"
"223.35600","37.45862","0.01959"
"223.36200","37.45910","0.01953"
"223.36800","37.45964","0.01943"
"223.37400","37.46011","0.01943"
"223.38000","37.46059","0.01949"
"223.38600","37.46113","0.01956"
"223.39200","37.46161","0.01966"
"223.39800","37.46215","0.01968"
"223.40400","37.46263","0.01967"
"223.41000","37.46311","0.01963"
"223.41600","37.46364","0.01962"
"223.42200","37.46412","0.01968"
"223.42800","37.46466","0.01958"
"223.43400","37.46514","0.01934"
"223.44000","37.46568","0.01914"
"223.44600","37.46615","0.01914"
"223.45200","37.46663","0.01929"
"223.45800","37.46717","0.01946"
"223.46400","37.46765","0.01945"
"223.47000","37.46819","0.01947"
"223.47600","37.46867","0.01962"
"223.48200","37.46920","0.01976"
"223.48800","37.46968","0.01994"
"223.49400","37.47016","0.02005"
"223.50000","37.47064","0.02005"
"223.50600","37.47118","0.02005"
"223.51200","37.47166","0.02011"
"223.51800","37.47213","0.02021"
"223.52400","37.47261","0.02013"
"223.53000","37.47315","0.02004"
"223.53600","37.47363","0.02001"
"223.54200","37.47411","0.01997"
"223.54800","37.47464","0.02005"
"223.55400","37.47512","0.02025"
"223.56000","37.47560","0.02026"
"223.56600","37.47614","0.02016"
"223.57200","37.47662","0.02007"
"223.57800","37.47710","0.01997"
"223.58400","37.47763","0.01996"
"223.59000","37.47811","0.02001"
"223.59600","37.47865","0.01999"
"223.60200","37.47913","0.01999"
"223.60800","37.47966","0.01992"
"223.61400","37.48014","0.01976"
"223.62000","37.48068","0.01972"
"223.62600","37.48116","0.01971"
"223.63200","37.48164","0.01970"
"223.63800","37.48218","0.01975"
"223.64400","37.48266","0.01992"
"223.65000","37.48314","0.02010"
"223.65600","37.48361","0.02012"
"223.66200","37.48415","0.02004"
"223.66800","37.48463","0.01994"
"223.67400","37.48517","0.01981"
"223.68000","37.48565","0.01977"
"223.68600","37.48613","0.01992"
"223.69200","37.48666","0.02000"
"223.69800","37.48714","0.01991"
"223.70400","37.48762","0.01987"
"223.71000","37.48816","0.01984"
"223.71600","37.48864","0.01980"
"223.72200","37.48911","0.01984"
"223.72800","37.48965","0.01990"
"223.73400","37.49013","0.01996"
"223.74000","37.49067","0.02006"
"223.74600","37.49115","0.02010"
"223.75200","37.49168","0.02008"
"223.75800","37.49216","0.01999"
"223.76400","37.49264","0.01982"
"223.77000","37.49318","0.01975"
"223.77600","37.49366","0.01971"
"223.78200","37.49413","0.01976"
"223.78800","37.49461","0.01989"
"223.79400","37.49509","0.01988"
"223.80000","37.49557","0.01978"
"223.80600","37.49611","0.01975"
"223.81200","37.49659","0.01978"
"223.81800","37.49712","0.01984"
"223.82400","37.49760","0.01977"
"223.83000","37.49808","0.01960"
"223.83600","37.49862","0.01963"
"223.84200","37.49910","0.01979"
"223.84800","37.49958","0.01992"
"223.85400","37.50005","0.02005"
"223.86000","37.50060","0.02012"
"223.86600","37.50107","0.02018"
"223.87200","37.50155","0.02028"
"223.87800","37.50209","0.02030"
"223.88400","37.50256","0.02029"
"223.89000","37.50311","0.02024"
"223.89600","37.50358","0.02010"
"223.90200","37.50412","0.01995"
"223.90800","37.50460","0.01987"
"223.91400","37.50514","0.01984"
"223.92000","37.50562","0.01989"
"223.92600","37.50615","0.02006"
"223.93200","37.50663","0.02014"
"223.93800","37.50711","0.02016"
"223.94400","37.50765","0.02013"
"223.95000","37.50813","0.02007"
"223.95600","37.50867","0.01996"
"223.96200","37.50914","0.01977"
"223.96800","37.50968","0.01963"
"223.97400","37.51016","0.01950"
"223.98000","37.51064","0.01944"
"223.98600","37.51118","0.01940"
"223.99200","37.51165","0.01935"
"223.99800","37.51219","0.01938"
"224.00400","37.51267","0.01962"
"224.01000","37.51315","0.01971"
"224.01600","37.51369","0.01967"
"224.02200","37.51416","0.01961"
"224.02800","37.51464","0.01967"
"224.03400","37.51518","0.01963"
"224.04000","37.51566","0.01963"
"224.04600","37.51620","0.01966"
"224.05200","37.51667","0.01966"
"224.05800","37.51722","0.01965"
"224.06400","37.51769","0.01954"
"224.07000","37.51817","0.01943"
"224.07600","37.51865","0.01943"
"224.08200","37.51913","0.01945"
"224.08800","37.51967","0.01947"
"224.09400","37.52015","0.01950"
"224.10000","37.52062","0.01959"
"224.10600","37.52116","0.01958"
"224.11200","37.52164","0.01966"
"224.11800","37.52212","0.01982"
"224.12400","37.52266","0.01993"
"224.13000","37.52314","0.01989"
"224.13600","37.52367","0.01992"
"224.14200","37.52415","0.01988"
"224.14800","37.52463","0.01987"
"224.15400","37.52517","0.01997"
"224.16000","37.52565","0.02005"
"224.16600","37.52612","0.02017"
"224.17200","37.52666","0.02031"
"224.17800","37.52714","0.02040"
"224.18400","37.52768","0.02047"
"224.19000","37.52816","0.02053"
"224.19600","37.52869","0.02044"
"224.20200","37.52917","0.02048"
"224.20800","37.52965","0.02050"
"224.21400","37.53019","0.02047"
"224.22000","37.53067","0.02042"
"224.22600","37.53114","0.02036"
"224.23200","37.53168","0.02029"
"224.23800","37.53216","0.02032"
"224.24400","37.53264","0.02026"
"224.25000","37.53318","0.02012"
"224.25600","37.53366","0.02004"
"224.26200","37.53414","0.01999"
"224.26800","37.53467","0.02007"
"224.27400","37.53515","0.02018"
"224.28000","37.53563","0.02017"
"224.28600","37.53617","0.02011"
"224.29200","37.53665","0.02006"
"224.29800","37.53712","0.02001"
"224.30400","37.53766","0.02005"
"224.31000","37.53814","0.02009"
"224.31600","37.53868","0.02001"
"224.32200","37.53916","0.01987"
"224.32800","37.53970","0.01983"
"224.33400","37.54018","0.01981"
"224.34000","37.54071","0.01992"
"224.34600","37.54119","0.02004"
"224.35200","37.54167","0.01999"
"224.35800","37.54214","0.01988"
"224.36400","37.54269","0.01966"
"224.37000","37.54316","0.01962"
"224.37600","37.54364","0.01967"
"224.38200","37.54412","0.01970"
"224.38800","37.54460","0.01973"
"224.39400","37.54514","0.01975"
"224.40000","37.54561","0.01982"
"224.40600","37.54609","0.01992"
"224.41200","37.54663","0.02005"
"224.41800","37.54711","0.02004"
"224.42400","37.54759","0.02002"
"224.43000","37.54813","0.02007"
"224.43600","37.54861","0.02017"
"224.44200","37.54914","0.02019"
"224.44800","37.54962","0.02018"
"224.45400","37.55010","0.02013"
"224.46000","37.55064","0.02011"
"224.46600","37.55117","0.02002"
"224.47200","37.55165","0.01990"
"224.47800","37.55219","0.01977"
"224.48400","37.55267","0.01973"
"224.49000","37.55315","0.01975"
"224.49600","37.55369","0.01978"
"224.50200","37.55416","0.01978"
"224.50800","37.55465","0.01980"
"224.51400","37.55512","0.01981"
"224.52000","37.55566","0.01978"
"224.52600","37.55614","0.01978"
"224.53200","37.55667","0.01977"
"224.53800","37.55716","0.01970"
"224.54400","37.55763","0.01959"
"224.55000","37.55817","0.01943"
"224.55600","37.55865","0.01932"
"224.56200","37.55919","0.01925"
"224.56800","37.55967","0.01939"
"224.57400","37.56014","0.01944"
"224.58000","37.56068","0.01944"
"224.58600","37.56116","0.01962"
"224.59200","37.56170","0.01991"
"224.59800","37.56218","0.02008"
"224.60400","37.56271","0.02014"
"224.61000","37.56319","0.02017"
"224.61600","37.56373","0.02010"
"224.62200","37.56421","0.02008"
"224.62800","37.56469","0.02014"
"224.63400","37.56522","0.02014"
"224.64000","37.56570","0.02008"
"224.64600","37.56618","0.02005"
"224.65200","37.56666","0.01996"
"224.65800","37.56714","0.01992"
"224.66400","37.56768","0.01991"
"224.67000","37.56816","0.01995"
"224.67600","37.56863","0.01994"
"224.68200","37.56917","0.01991"
"224.68800","37.56965","0.01998"
"224.69400","37.57013","0.02009"
"224.70000","37.57067","0.02029"
"224.70600","37.57114","0.02042"
"224.71200","37.57162","0.02025"
"224.71800","37.57216","0.02000"
"224.72400","37.57264","0.01982"
"224.73000","37.57318","0.01973"
"224.73600","37.57365","0.01971"
"224.74200","37.57420","0.01973"
"224.74800","37.57467","0.01965"
"224.75400","37.57515","0.01955"
"224.76000","37.57569","0.01960"
"224.76600","37.57617","0.01981"
"224.77200","37.57671","0.01999"
"224.77800","37.57718","0.02008"
"224.78400","37.57766","0.02000"
"224.79000","37.57820","0.02006"
"224.79600","37.57868","0.02016"
"224.80200","37.57915","0.02025"
"224.80800","37.57969","0.02026"
"224.81400","37.58017","0.02027"
"224.82000","37.58065","0.02030"
"224.82600","37.58113","0.02043"
"224.83200","37.58167","0.02037"
"224.83800","37.58215","0.02035"
"224.84400","37.58263","0.02041"
"224.85000","37.58316","0.02043"
"224.85600","37.58364","0.02044"
"224.86200","37.58412","0.02045"
"224.86800","37.58466","0.02059"
"224.87400","37.58514","0.02065"
"224.88000","37.58567","0.02054"
"224.88600","37.58615","0.02045"
"224.89200","37.58669","0.02032"
"224.89800","37.58717","0.02012"
"224.90400","37.58765","0.01996"
"224.91000","37.58812","0.01991"
"224.91600","37.58867","0.01991"
"224.92200","37.58914","0.02002"
"224.92800","37.58968","0.02004"
"224.93400","37.59016","0.02007"
"224.94000","37.59064","0.02010"
"224.94600","37.59111","0.02012"
"224.95200","37.59165","0.02019"
"224.95800","37.59213","0.02027"
"224.96400","37.59267","0.02029"
"224.97000","37.59315","0.02013"
"224.97600","37.59362","0.01993"
"224.98200","37.59417","0.01973"
"224.98800","37.59464","0.01980"
"224.99400","37.59512","0.01995"
"225.00000","37.59566","0.02010"
"225.00600","37.59614","0.02021"
"225.01200","37.59668","0.02031"
"225.01800","37.59715","0.02029"
"225.02400","37.59763","0.02023"
"225.03000","37.59817","0.02017"
"225.03600","37.59865","0.02018"
"225.04200","37.59919","0.02011"
"225.04800","37.59966","0.01997"
"225.05400","37.60020","0.01980"
"225.06000","37.60068","0.01965"
"225.06600","37.60116","0.01962"
"225.07200","37.60164","0.01967"
"225.07800","37.60218","0.01984"
"225.08400","37.60266","0.02000"
"225.09000","37.60319","0.02008"
"225.09600","37.60367","0.02000"
"225.10200","37.60421","0.01992"
"225.10800","37.60469","0.01988"
"225.11400","37.60517","0.02002"
"225.12000","37.60564","0.02014"
"225.12600","37.60618","0.02022"
"225.13200","37.60666","0.02021"
"225.13800","37.60714","0.02028"
"225.14400","37.60762","0.02031"
"225.15000","37.60815","0.02015"
"225.15600","37.60863","0.02005"
"225.16200","37.60917","0.01998"
"225.16800","37.60965","0.01988"
"225.17400","37.61019","0.01987"
"225.18000","37.61066","0.01983"
"225.18600","37.61121","0.01984"
"225.19200","37.61168","0.01986"
"225.19800","37.61222","0.01982"
"225.20400","37.61270","0.02001"
"225.21000","37.61324","0.02036"
"225.21600","37.61372","0.02057"
"225.22200","37.61419","0.02061"
"225.22800","37.61467","0.02046"
"225.23400","37.61521","0.02029"
"225.24000","37.61569","0.02027"
"225.24600","37.61623","0.02034"
"225.25200","37.61670","0.02031"
"225.25800","37.61718","0.02009"
"225.26400","37.61766","0.01984"
"225.27000","37.61820","0.01965"
"225.27600","37.61868","0.01971"
"225.28200","37.61916","0.01977"
"225.28800","37.61964","0.01984"
"225.29400","37.62017","0.01991"
"225.30000","37.62065","0.02001"
"225.30600","37.62113","0.02014"
"225.31200","37.62167","0.02018"
"225.31800","37.62215","0.02015"
"225.32400","37.62268","0.02014"
"225.33000","37.62317","0.02009"
"225.33600","37.62364","0.02009"
"225.34200","37.62418","0.02012"
"225.34800","37.62466","0.02011"
"225.35400","37.62513","0.02009"
"225.36000","37.62568","0.01996"
"225.36600","37.62615","0.01974"
"225.37200","37.62663","0.01950"
"225.37800","37.62717","0.01923"
"225.38400","37.62764","0.01927"
"225.39000","37.62812","0.01946"
"225.39600","37.62866","0.01965"
"225.40200","37.62914","0.01970"
"225.40800","37.62962","0.01980"
"225.41400","37.63016","0.01996"
"225.42000","37.63064","0.02017"
"225.42600","37.63111","0.02042"
"225.43200","37.63165","0.02042"
"225.43800","37.63213","0.02030"
"225.44400","37.63261","0.02012"
"225.45000","37.63309","0.02002"
"225.45600","37.63363","0.01995"
"225.46200","37.63411","0.01992"
"225.46800","37.63464","0.01989"
"225.47400","37.63512","0.01987"
"225.48000","37.63560","0.01987"
"225.48600","37.63614","0.01999"
"225.49200","37.63662","0.02004"
"225.49800","37.63715","0.02006"
"225.50400","37.63763","0.02010"
"225.51000","37.63811","0.02012"
"225.51600","37.63865","0.02015"
"225.52200","37.63913","0.02013"
"225.52800","37.63966","0.02001"
"225.53400","37.64014","0.01993"
"225.54000","37.64068","0.02002"
"225.54600","37.64116","0.02015"
"225.55200","37.64170","0.02002"
"225.55800","37.64217","0.01980"
"225.56400","37.64265","0.01966"
"225.57000","37.64313","0.01956"
"225.57600","37.64367","0.01955"
"225.58200","37.64415","0.01965"
"225.58800","37.64462","0.01982"
"225.59400","37.64516","0.01986"
"225.60000","37.64564","0.01981"
"225.60600","37.64618","0.01982"
"225.61200","37.64666","0.01976"
"225.61800","37.64714","0.01972"
"225.62400","37.64767","0.01973"
"225.63000","37.64815","0.01978"
"225.63600","37.64869","0.01988"
"225.64200","37.64917","0.02000"
"225.64800","37.64971","0.02003"
"225.65400","37.65019","0.02003"
"225.66000","37.65067","0.01997"
"225.66600","37.65120","0.01978"
"225.67200","37.65168","0.01965"
"225.67800","37.65216","0.01947"
"225.68400","37.65270","0.01938"
"225.69000","37.65318","0.01942"
"225.69600","37.65366","0.01953"
"225.70200","37.65413","0.01966"
"225.70800","37.65461","0.01981"
"225.71400","37.65515","0.01982"
"225.72000","37.65563","0.01985"
"225.72600","37.65617","0.01993"
"225.73200","37.65664","0.01995"
"225.73800","37.65712","0.01990"
"225.74400","37.65766","0.01979"
"225.75000","37.65814","0.01971"
"225.75600","37.65868","0.01977"
"225.76200","37.65915","0.01980"
"225.76800","37.65969","0.01982"
"225.77400","37.66017","0.01989"
"225.78000","37.66065","0.01996"
"225.78600","37.66119","0.02003"
"225.79200","37.66167","0.02012"
"225.79800","37.66214","0.02021"
"225.80400","37.66268","0.02020"
"225.81000","37.66316","0.02013"
"225.81600","37.66364","0.02009"
"225.82200","37.66412","0.02007"
"225.82800","37.66465","0.01991"
"225.83400","37.66513","0.01977"
"225.84000","37.66561","0.01973"
"225.84600","37.66609","0.01968"
"225.85200","37.66663","0.01963"
"225.85800","37.66711","0.01972"
"225.86400","37.66758","0.01977"
"225.87000","37.66813","0.01981"
"225.87600","37.66860","0.01994"
"225.88200","37.66914","0.01999"
"225.88800","37.66962","0.01994"
"225.89400","37.67016","0.01994"
"225.90000","37.67064","0.02011"
"225.90600","37.67111","0.02027"
"225.91200","37.67165","0.02029"
"225.91800","37.67213","0.02030"
"225.92400","37.67261","0.02024"
"225.93000","37.67315","0.02015"
"225.93600","37.67362","0.02002"
"225.94200","37.67410","0.01984"
"225.94800","37.67464","0.01959"
"225.95400","37.67512","0.01936"
"225.96000","37.67560","0.01922"
"225.96600","37.67608","0.01919"
"225.97200","37.67661","0.01932"
"225.97800","37.67709","0.01938"
"225.98400","37.67757","0.01941"
"225.99000","37.67811","0.01953"
"225.99600","37.67859","0.01964"
"226.00200","37.67907","0.01976"
"226.00800","37.67954","0.01989"
"226.01400","37.68008","0.01981"
"226.02000","37.68056","0.01967"
"226.02600","37.68110","0.01961"
"226.03200","37.68158","0.01948"
"226.03800","37.68212","0.01945"
"226.04400","37.68265","0.01945"
"226.05000","37.68313","0.01950"
"226.05600","37.68367","0.01963"
"226.06200","37.68415","0.01968"
"226.06800","37.68468","0.01958"
"226.07400","37.68516","0.01955"
"226.08000","37.68564","0.01951"
"226.08600","37.68618","0.01954"
"226.09200","37.68666","0.01958"
"226.09800","37.68714","0.01956"
"226.10400","37.68768","0.01958"
"226.11000","37.68816","0.01958"
"226.11600","37.68863","0.01945"
"226.12200","37.68917","0.01944"
"226.12800","37.68965","0.01940"
"226.13400","37.69012","0.01942"
"226.14000","37.69067","0.01955"
"226.14600","37.69114","0.01976"
"226.15200","37.69162","0.01992"
"226.15800","37.69216","0.02004"
"226.16400","37.69270","0.02006"
"226.17000","37.69318","0.02007"
"226.17600","37.69371","0.01997"
"226.18200","37.69419","0.01984"
"226.18800","37.69473","0.01979"
"226.19400","37.69521","0.01974"
"226.20000","37.69575","0.01964"
"226.20600","37.69622","0.01955"
"226.21200","37.69670","0.01952"
"226.21800","37.69724","0.01947"
