End date,"12/21/2016"
Specimen label,"24BG_94"
Maximum Load,"0.28789",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","-0.00006","-0.00020"
"0.00600","-0.00006","-0.00026"
"0.01200","-0.00006","-0.00022"
"0.01800","0.00006","-0.00020"
"0.02400","0.00012","-0.00018"
"0.03000","0.00024","-0.00026"
"0.03600","0.00036","-0.00031"
"0.04200","0.00048","-0.00050"
"0.04800","0.00066","-0.00061"
"0.05400","0.00084","-0.00065"
"0.06000","0.00102","-0.00055"
"0.06600","0.00126","-0.00046"
"0.07200","0.00161","-0.00039"
"0.07800","0.00191","-0.00034"
"0.08400","0.00227","-0.00044"
"0.09000","0.00269","-0.00055"
"0.09600","0.00305","-0.00063"
"0.10200","0.00347","-0.00062"
"0.10800","0.00395","-0.00050"
"0.11400","0.00448","-0.00034"
"0.12000","0.00502","-0.00022"
"0.12600","0.00556","-0.00022"
"0.13200","0.00610","-0.00023"
"0.13800","0.00670","-0.00030"
"0.14400","0.00735","-0.00035"
"0.15000","0.00795","-0.00044"
"0.15600","0.00861","-0.00050"
"0.16200","0.00927","-0.00048"
"0.16800","0.00993","-0.00048"
"0.17400","0.01064","-0.00041"
"0.18000","0.01130","-0.00025"
"0.18600","0.01196","-0.00014"
"0.19200","0.01262","0.00004"
"0.19800","0.01333","0.00021"
"0.20400","0.01399","0.00016"
"0.21000","0.01471","0.00012"
"0.21600","0.01537","0.00025"
"0.22200","0.01602","0.00048"
"0.22800","0.01674","0.00075"
"0.23400","0.01734","0.00088"
"0.24000","0.01806","0.00091"
"0.24600","0.01871","0.00090"
"0.25200","0.01937","0.00083"
"0.25800","0.01997","0.00078"
"0.26400","0.02063","0.00075"
"0.27000","0.02129","0.00069"
"0.27600","0.02194","0.00072"
"0.28200","0.02254","0.00083"
"0.28800","0.02314","0.00095"
"0.29400","0.02374","0.00100"
"0.30000","0.02433","0.00097"
"0.30600","0.02493","0.00096"
"0.31200","0.02553","0.00102"
"0.31800","0.02613","0.00090"
"0.32400","0.02673","0.00082"
"0.33000","0.02726","0.00090"
"0.33600","0.02786","0.00099"
"0.34200","0.02840","0.00102"
"0.34800","0.02894","0.00098"
"0.35400","0.02948","0.00096"
"0.36000","0.03001","0.00104"
"0.36600","0.03055","0.00114"
"0.37200","0.03109","0.00122"
"0.37800","0.03163","0.00134"
"0.38400","0.03217","0.00135"
"0.39000","0.03265","0.00136"
"0.39600","0.03318","0.00153"
"0.40200","0.03372","0.00170"
"0.40800","0.03420","0.00178"
"0.41400","0.03474","0.00180"
"0.42000","0.03522","0.00175"
"0.42600","0.03575","0.00177"
"0.43200","0.03623","0.00183"
"0.43800","0.03677","0.00189"
"0.44400","0.03725","0.00196"
"0.45000","0.03779","0.00194"
"0.45600","0.03827","0.00199"
"0.46200","0.03880","0.00207"
"0.46800","0.03928","0.00204"
"0.47400","0.03976","0.00193"
"0.48000","0.04030","0.00187"
"0.48600","0.04078","0.00174"
"0.49200","0.04131","0.00158"
"0.49800","0.04179","0.00138"
"0.50400","0.04227","0.00121"
"0.51000","0.04275","0.00113"
"0.51600","0.04329","0.00105"
"0.52200","0.04377","0.00101"
"0.52800","0.04424","0.00107"
"0.53400","0.04472","0.00107"
"0.54000","0.04520","0.00103"
"0.54600","0.04574","0.00105"
"0.55200","0.04622","0.00103"
"0.55800","0.04670","0.00104"
"0.56400","0.04717","0.00110"
"0.57000","0.04771","0.00120"
"0.57600","0.04819","0.00152"
"0.58200","0.04867","0.00180"
"0.58800","0.04915","0.00187"
"0.59400","0.04969","0.00194"
"0.60000","0.05016","0.00201"
"0.60600","0.05070","0.00209"
"0.61200","0.05118","0.00221"
"0.61800","0.05172","0.00228"
"0.62400","0.05220","0.00236"
"0.63000","0.05267","0.00250"
"0.63600","0.05315","0.00249"
"0.64200","0.05369","0.00246"
"0.64800","0.05417","0.00241"
"0.65400","0.05465","0.00222"
"0.66000","0.05513","0.00211"
"0.66600","0.05566","0.00203"
"0.67200","0.05614","0.00187"
"0.67800","0.05662","0.00175"
"0.68400","0.05710","0.00174"
"0.69000","0.05764","0.00181"
"0.69600","0.05812","0.00186"
"0.70200","0.05859","0.00189"
"0.70800","0.05907","0.00197"
"0.71400","0.05961","0.00204"
"0.72000","0.06009","0.00204"
"0.72600","0.06063","0.00205"
"0.73200","0.06110","0.00209"
"0.73800","0.06164","0.00205"
"0.74400","0.06218","0.00203"
"0.75000","0.06266","0.00204"
"0.75600","0.06320","0.00203"
"0.76200","0.06368","0.00207"
"0.76800","0.06421","0.00212"
"0.77400","0.06469","0.00209"
"0.78000","0.06517","0.00217"
"0.78600","0.06571","0.00220"
"0.79200","0.06619","0.00231"
"0.79800","0.06667","0.00240"
"0.80400","0.06720","0.00236"
"0.81000","0.06768","0.00223"
"0.81600","0.06816","0.00210"
"0.82200","0.06870","0.00211"
"0.82800","0.06918","0.00228"
"0.83400","0.06971","0.00230"
"0.84000","0.07019","0.00229"
"0.84600","0.07067","0.00234"
"0.85200","0.07121","0.00223"
"0.85800","0.07169","0.00213"
"0.86400","0.07223","0.00214"
"0.87000","0.07270","0.00215"
"0.87600","0.07324","0.00219"
"0.88200","0.07372","0.00227"
"0.88800","0.07426","0.00241"
"0.89400","0.07474","0.00259"
"0.90000","0.07522","0.00274"
"0.90600","0.07575","0.00281"
"0.91200","0.07623","0.00283"
"0.91800","0.07671","0.00267"
"0.92400","0.07725","0.00250"
"0.93000","0.07773","0.00238"
"0.93600","0.07820","0.00231"
"0.94200","0.07868","0.00224"
"0.94800","0.07922","0.00226"
"0.95400","0.07970","0.00226"
"0.96000","0.08018","0.00234"
"0.96600","0.08072","0.00246"
"0.97200","0.08119","0.00249"
"0.97800","0.08167","0.00255"
"0.98400","0.08221","0.00246"
"0.99000","0.08269","0.00235"
"0.99600","0.08317","0.00240"
"1.00200","0.08371","0.00242"
"1.00800","0.08418","0.00242"
"1.01400","0.08466","0.00245"
"1.02000","0.08520","0.00240"
"1.02600","0.08568","0.00236"
"1.03200","0.08622","0.00231"
"1.03800","0.08669","0.00227"
"1.04400","0.08723","0.00234"
"1.05000","0.08771","0.00240"
"1.05600","0.08825","0.00243"
"1.06200","0.08873","0.00255"
"1.06800","0.08921","0.00269"
"1.07400","0.08974","0.00276"
"1.08000","0.09022","0.00284"
"1.08600","0.09070","0.00284"
"1.09200","0.09124","0.00286"
"1.09800","0.09172","0.00284"
"1.10400","0.09220","0.00283"
"1.11000","0.09267","0.00286"
"1.11600","0.09315","0.00286"
"1.12200","0.09369","0.00285"
"1.12800","0.09417","0.00290"
"1.13400","0.09465","0.00297"
"1.14000","0.09518","0.00295"
"1.14600","0.09566","0.00297"
"1.15200","0.09620","0.00289"
"1.15800","0.09668","0.00289"
"1.16400","0.09722","0.00299"
"1.17000","0.09770","0.00298"
"1.17600","0.09817","0.00298"
"1.18200","0.09871","0.00302"
"1.18800","0.09919","0.00295"
"1.19400","0.09967","0.00287"
"1.20000","0.10021","0.00280"
"1.20600","0.10069","0.00281"
"1.21200","0.10116","0.00294"
"1.21800","0.10170","0.00295"
"1.22400","0.10218","0.00298"
"1.23000","0.10266","0.00302"
"1.23600","0.10314","0.00303"
"1.24200","0.10368","0.00305"
"1.24800","0.10415","0.00301"
"1.25400","0.10469","0.00294"
"1.26000","0.10517","0.00295"
"1.26600","0.10565","0.00296"
"1.27200","0.10613","0.00300"
"1.27800","0.10666","0.00303"
"1.28400","0.10714","0.00307"
"1.29000","0.10768","0.00305"
"1.29600","0.10816","0.00301"
"1.30200","0.10870","0.00286"
"1.30800","0.10918","0.00274"
"1.31400","0.10971","0.00280"
"1.32000","0.11019","0.00290"
"1.32600","0.11073","0.00302"
"1.33200","0.11121","0.00316"
"1.33800","0.11175","0.00316"
"1.34400","0.11222","0.00309"
"1.35000","0.11270","0.00303"
"1.35600","0.11324","0.00303"
"1.36200","0.11372","0.00308"
"1.36800","0.11426","0.00306"
"1.37400","0.11474","0.00300"
"1.38000","0.11527","0.00294"
"1.38600","0.11575","0.00285"
"1.39200","0.11629","0.00281"
"1.39800","0.11677","0.00294"
"1.40400","0.11725","0.00309"
"1.41000","0.11773","0.00320"
"1.41600","0.11826","0.00322"
"1.42200","0.11874","0.00315"
"1.42800","0.11922","0.00319"
"1.43400","0.11976","0.00326"
"1.44000","0.12024","0.00328"
"1.44600","0.12072","0.00341"
"1.45200","0.12119","0.00341"
"1.45800","0.12173","0.00337"
"1.46400","0.12221","0.00340"
"1.47000","0.12269","0.00341"
"1.47600","0.12323","0.00345"
"1.48200","0.12370","0.00348"
"1.48800","0.12418","0.00348"
"1.49400","0.12472","0.00346"
"1.50000","0.12520","0.00340"
"1.50600","0.12568","0.00334"
"1.51200","0.12616","0.00332"
"1.51800","0.12669","0.00329"
"1.52400","0.12717","0.00330"
"1.53000","0.12771","0.00331"
"1.53600","0.12819","0.00330"
"1.54200","0.12867","0.00328"
"1.54800","0.12921","0.00327"
"1.55400","0.12968","0.00313"
"1.56000","0.13016","0.00306"
"1.56600","0.13070","0.00295"
"1.57200","0.13118","0.00292"
"1.57800","0.13166","0.00293"
"1.58400","0.13219","0.00294"
"1.59000","0.13267","0.00290"
"1.59600","0.13315","0.00294"
"1.60200","0.13369","0.00304"
"1.60800","0.13417","0.00317"
"1.61400","0.13465","0.00327"
"1.62000","0.13518","0.00326"
"1.62600","0.13566","0.00321"
"1.63200","0.13620","0.00327"
"1.63800","0.13668","0.00326"
"1.64400","0.13716","0.00328"
"1.65000","0.13770","0.00327"
"1.65600","0.13817","0.00330"
"1.66200","0.13865","0.00342"
"1.66800","0.13919","0.00346"
"1.67400","0.13967","0.00345"
"1.68000","0.14015","0.00349"
"1.68600","0.14068","0.00346"
"1.69200","0.14116","0.00347"
"1.69800","0.14170","0.00348"
"1.70400","0.14218","0.00340"
"1.71000","0.14266","0.00330"
"1.71600","0.14320","0.00322"
"1.72200","0.14367","0.00318"
"1.72800","0.14415","0.00313"
"1.73400","0.14463","0.00306"
"1.74000","0.14517","0.00304"
"1.74600","0.14565","0.00315"
"1.75200","0.14619","0.00323"
"1.75800","0.14666","0.00327"
"1.76400","0.14714","0.00329"
"1.77000","0.14768","0.00328"
"1.77600","0.14816","0.00317"
"1.78200","0.14870","0.00304"
"1.78800","0.14917","0.00296"
"1.79400","0.14965","0.00299"
"1.80000","0.15019","0.00300"
"1.80600","0.15067","0.00295"
"1.81200","0.15115","0.00303"
"1.81800","0.15169","0.00301"
"1.82400","0.15216","0.00303"
"1.83000","0.15264","0.00311"
"1.83600","0.15312","0.00318"
"1.84200","0.15366","0.00328"
"1.84800","0.15414","0.00337"
"1.85400","0.15468","0.00339"
"1.86000","0.15515","0.00336"
"1.86600","0.15563","0.00332"
"1.87200","0.15617","0.00329"
"1.87800","0.15671","0.00332"
"1.88400","0.15719","0.00329"
"1.89000","0.15766","0.00327"
"1.89600","0.15820","0.00330"
"1.90200","0.15868","0.00319"
"1.90800","0.15922","0.00310"
"1.91400","0.15970","0.00295"
"1.92000","0.16024","0.00284"
"1.92600","0.16071","0.00286"
"1.93200","0.16125","0.00301"
"1.93800","0.16173","0.00313"
"1.94400","0.16221","0.00329"
"1.95000","0.16275","0.00347"
"1.95600","0.16323","0.00361"
"1.96200","0.16370","0.00365"
"1.96800","0.16424","0.00363"
"1.97400","0.16472","0.00358"
"1.98000","0.16520","0.00360"
"1.98600","0.16568","0.00361"
"1.99200","0.16616","0.00367"
"1.99800","0.16669","0.00369"
"2.00400","0.16717","0.00366"
"2.01000","0.16765","0.00369"
"2.01600","0.16819","0.00364"
"2.02200","0.16867","0.00359"
"2.02800","0.16920","0.00368"
"2.03400","0.16968","0.00375"
"2.04000","0.17016","0.00379"
"2.04600","0.17070","0.00386"
"2.05200","0.17118","0.00384"
"2.05800","0.17172","0.00378"
"2.06400","0.17219","0.00387"
"2.07000","0.17267","0.00390"
"2.07600","0.17321","0.00394"
"2.08200","0.17369","0.00392"
"2.08800","0.17417","0.00389"
"2.09400","0.17465","0.00387"
"2.10000","0.17518","0.00386"
"2.10600","0.17566","0.00381"
"2.11200","0.17614","0.00388"
"2.11800","0.17662","0.00390"
"2.12400","0.17716","0.00383"
"2.13000","0.17763","0.00382"
"2.13600","0.17811","0.00373"
"2.14200","0.17865","0.00372"
"2.14800","0.17913","0.00374"
"2.15400","0.17961","0.00374"
"2.16000","0.18015","0.00384"
"2.16600","0.18062","0.00390"
"2.17200","0.18116","0.00376"
"2.17800","0.18170","0.00373"
"2.18400","0.18218","0.00371"
"2.19000","0.18272","0.00354"
"2.19600","0.18320","0.00340"
"2.20200","0.18367","0.00343"
"2.20800","0.18421","0.00355"
"2.21400","0.18469","0.00367"
"2.22000","0.18517","0.00378"
"2.22600","0.18571","0.00401"
"2.23200","0.18618","0.00412"
"2.23800","0.18666","0.00412"
"2.24400","0.18714","0.00413"
"2.25000","0.18768","0.00401"
"2.25600","0.18816","0.00389"
"2.26200","0.18864","0.00378"
"2.26800","0.18911","0.00373"
"2.27400","0.18965","0.00364"
"2.28000","0.19013","0.00359"
"2.28600","0.19061","0.00350"
"2.29200","0.19109","0.00351"
"2.29800","0.19163","0.00351"
"2.30400","0.19210","0.00332"
"2.31000","0.19258","0.00325"
"2.31600","0.19312","0.00333"
